site,Genus,Species,Family,Genus_species,dry.mg,leafarea(m2),d13c,C(%),d15N,N(%),SLA,LMA_g_m2,Narea_g_m2,ci_ca,Nfixer,leafless,longitude (deg),latitude (deg),elevation (m),growing degree days,moisture index,PET (mm),AET (mm),MAT (C),MAP (mm),mean vapor pressure deficit (kPa)
SATFLB0010,Alectryon,oleifolius,Sapindaceae,Alectryon oleifolius,522.29,0.001862938,-27.91,50.86072179,1.74,1.804496938,0.003566864,280.3582967,5.059057306,0.711577108,No,1,138.033,-32.829,221.684,17.083,0.258,1602.754,475.204,17.114,412.994,1.017
SATFLB0010,Enchylaena,tomentosa subsp. tomentosa,Amaranthaceae,Enchylaena tomentosa var. tomentosa,608.32,0.003003398,-27.92,38.67177679,5.36,2.61345689,0.004937202,202.543887,5.293396726,0.712041618,No,1,138.033,-32.829,221.684,17.083,0.258,1602.754,475.204,17.114,412.994,1.017
SATFLB0010,Rhagodia,paradoxa,Rhagodidae,Rhagodia paradoxa,598.69,0.002924478,-29.5,41.45845196,3.07,2.106156584,0.004884794,204.7169103,4.311658965,0.785554385,No,1,138.033,-32.829,221.684,17.083,0.258,1602.754,475.204,17.114,412.994,1.017
SATFLB0010,Eremophila,glabra subsp. glabra,Myoporaceae,Eremophila glabra subsp. glabra,641.13,0.002531314,-27.56,49.07301994,1.59,1.438746439,0.003948207,253.2795453,3.64405017,0.695325289,No,1,138.033,-32.829,221.684,17.083,0.258,1602.754,475.204,17.114,412.994,1.017
SATFLB0010,Lysiana,exocarpi subsp. exocarpi,Loranthaceae,Lysiana exocarpi subsp. exocarpi,739.8,0.002247491,-28.9,49.07941804,-0.32,0.799185257,0.003037971,329.1670832,2.630654661,0.757609973,No,1,138.033,-32.829,221.684,17.083,0.258,1602.754,475.204,17.114,412.994,1.017
SATFLB0010,Pittosporum,angustifolium,Pittosporaceae,Pittosporum angustifolium,504.37,0.001729027,-25.38,47.69782949,0.24,1.137732719,0.003428093,291.7073905,3.318850215,0.594362441,No,1,138.033,-32.829,221.684,17.083,0.258,1602.754,475.204,17.114,412.994,1.017
SATFLB0010,Acacia,iteaphylla,Fabaceae,Acacia iteaphylla,646.2,0.001942131,-26,50.98212925,-1.71,1.641657001,0.003005464,332.7273061,5.462241441,0.623030655,yes,1,138.033,-32.829,221.684,17.083,0.258,1602.754,475.204,17.114,412.994,1.017
SATFLB0012,Lomandra,multiflora subsp. dura,Laxmanniaceae,Lomandra multiflora subsp. dura,1393.76,0.00210588,-26.49,45.6430291,-1.57,0.432892416,0.001510935,661.8419319,2.86506313,0.645713627,No,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0012,Lomandra,densiflora,Laxmanniaceae,Lomandra densiflora,610.67,0.001570956,-26.52,44.36,-0.61,1.165488127,0.002572512,388.7251273,4.530544958,0.647103122,No,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0012,Eucalyptus,fasciculosa,Myrtaceae,Eucalyptus fasciculosa,1042.89,0.003356894,-28.4,47.43371404,-1.8,1.020819529,0.003218838,310.6711313,3.171391443,0.734349326,No,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0012,Glischrocaryon,behrii,Haloragaceae,Glischrocaryon behrii,622.8,0.001484665,-28.04,43.01332054,-2.31,0.628848369,0.002383855,419.4886574,2.637947228,0.717616479,No,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0012,Astroloma,humifusum,Ericaceae,Astroloma humifusum,272.93,0.001765534,-30.71,48.78924623,0.76,0.974187605,0.006468816,154.5878048,1.505975135,0.842014185,No,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0012,Lomandra,sororia,Asparagaceae,Lomandra sororia,747.58,0.002196244,-26.94,45.51145783,0.87,0.996016064,0.002937804,340.3902573,3.390342119,0.66656505,No,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0012,Burchardia,umbellata,Colchicaceae,Burchardia umbellata,345.59,0.002197183,-29.37,40.72310924,-1.83,1.75487395,0.006357774,157.2877623,2.760201841,0.779496831,No,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0012,Calytrix,tetragona,Myrtaceae,Calytrix tetragona,902.33,0.005375365,-27.08,51.2626276,-0.3,1.002022684,0.005957205,167.8639578,1.682034921,0.673056093,No,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0012,Allocasuarina,muelleriana subsp. muelleriana,Casuarinaceae,Allocasuarina muelleriana subsp. muelleriana,886.36,0.002640267,-28.07,48.42089812,-2.96,1.118677391,0.002978775,335.7084185,3.755494762,0.71901041,yes,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0012,Astroloma,conostephioides,Ericaceae,Astroloma conostephioides,358.49,0.001547239,-28.08,48.93301775,-2.71,1.061234151,0.00431599,231.6965329,2.458842933,0.719475073,No,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0012,Olearia,ramulosa,Asteraceae,Olearia ramulosa,714.53,0.003201805,-28.53,47.98915523,-0.26,1.359948542,0.004480994,223.1647492,3.03492605,0.740394791,No,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0012,Hibbertia,crinita,Dilleniaceae,Hibbertia crinita,334,0.001755418,-28.53,43.78281818,-1.69,1.140051948,0.005255742,190.2680961,2.169155084,0.740394791,No,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0012,Pimelea,stricta,Thymelaeaceae,Pimelea stricta,245.34,0.001433769,-26.79,42.6763991,-0.03,2.104825112,0.005844008,171.1154315,3.601680751,0.659612433,No,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0012,Hakea,rostrata,Proteaceae,Hakea rostrata,719.01,0.00104462,-28.18,47.76868492,1.99,0.597378815,0.001452859,688.2980542,4.111746666,0.724122224,No,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0012,Lepidosperma,carphoides,Cyperaceae,Lepidosperma carphoides,750.49,0.002380218,-28.03,45.07629647,-0.98,0.887026022,0.003171552,315.3030161,2.796820049,0.717151855,No,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0012,Amyema,miquelii,Loranthaceae,Amyema miquelii,1524.41,0.003036055,-30.19,44.37157217,-3.43,0.824536082,0.001991626,502.1022066,4.140014651,0.817733206,No,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0012,Xanthorrhoea,quadrangulata,Xanthorrhoeaceae,Xanthorrhoea quadrangulata,731.93,0.001729551,-28.67,37.76953865,-0.34,0.843424771,0.002363,423.1908752,3.569296534,0.746907101,No,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0012,Hardenbergia,violacea,Fabaceae,Hardenbergia violacea,338.5,0.002249133,-25.65,45.67362555,-2.87,1.986572687,0.00664441,150.5024632,2.989840613,0.606842501,yes,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0012,Acacia,contriva,Fabaceae,Acacia contriva,429.86,0.001233283,-27.34,47.25982931,-0.76,1.165512073,0.002869035,348.549254,4.062383599,0.685115846,yes,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0012,Lomandra,micrantha,Lomandraceae,Lomandra micrantha,617.75,8.63642e-4,-27,44.00341593,-2.03,0.68159292,0.001398045,715.2843964,4.875328906,0.669346697,No,1,138.708,-34.881,209.396,16.147,0.478,1406.255,684.903,16.173,672.08,0.882
SATFLB0014,Hakea,carinata,Proteaceae,Hakea carinata,1154.96,0.003349631,-28.45,49.06754795,3.2,0.769223744,0.002900214,344.8021385,2.652299948,0.734312483,No,1,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0014,Hybanthus,floribunda,Violaceae,Hybanthus floribundus,211.63,0.001249536,-25.98,46.34016023,-0.07,3.025164939,0.005904345,169.3668085,5.123624956,0.622348566,No,1,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0014,Lepidosperma,viscidum,Cyperaceae,Lepidosperma viscidum,443.7,0.001364369,-26.27,32.73942559,-0.03,0.864177546,0.003074981,325.2052727,2.810350848,0.636106795,No,1,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0014,Opercularia,turpis,Rubiaceae,Opercularia turpis,421.12,0.002097965,-26.95,45.92229592,-2.03,1.24909864,0.004981871,200.7278067,2.507288206,0.666099772,No,2,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0014,Dodonaea,viscosa cuneata,Sapindaceae,Dodonaea viscosa cuneata,336.15,0.002087728,-25.9,49.79113267,-1.56,2.375,0.006210702,161.0123923,3.824044367,0.614963192,No,1,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0014,Lomandra,multiflora subsp. dura,Laxmanniaceae,Lomandra multiflora subsp. dura,371.95,5.30135e-4,-21.76,43.0177507,3.73,1.126485473,0.001425287,701.6131004,7.903569407,0.431981847,No,1,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0014,Pultenaea,kraehenbuehlii,Fabaceae,Pultenaea kraehenbuehlii,170.8,0.001387648,-28.44,48.05768041,-0.71,2.660652921,0.008124404,123.0859589,3.274889975,0.736420138,yes,1,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0014,Eucalyptus,odorata,Myrtaceae,Eucalyptus odorata,1940.58,0.006178899,-28.66,49.91406641,-2.01,1.212223292,0.003184047,314.0656699,3.807177758,0.745551328,No,1,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0014,Austrostipa,mollis,Poaceae,Austrostipa mollis,608.82,0.002353075,-27.74,42.94966833,-0.14,1.21371476,0.007729953,129.3669003,1.570145071,0.705116399,No,1,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0014,Eucalyptus,goniocalyx subsp. goniocalyx,Myrtaceae,Eucalyptus goniocalyx subsp. goniocalyx,1563.18,0.005852898,-29.29,48.17087814,-0.84,1.150770609,0.003744225,267.077941,3.073454744,0.772849481,No,1,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0014,Dianella,revoluta subsp. revoluta,Hemerocallidaceae,Dianella revoluta var. revoluta,1136.41,0.003784765,-26.36,47.06298482,-2.48,1.07989882,0.003330457,300.2590875,3.242494408,0.641755289,No,1,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0014,Acacia,myrtifolia,Fabaceae,Acacia myrtifolia,323.57,9.01432e-4,-28.76,51.83441397,-2.74,1.407714048,0.002785896,358.9508924,5.053002869,0.751094577,yes,1,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0014,Exocarpos,cupressiformis,Santalaceae,Exocarpos cupressiformis,1201.55,0.003258816,-28.76,52.62516811,0.36,1.182574448,0.002712177,368.707511,4.360240678,0.748685727,No,1,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0014,Allocasuarina,verticillata,Casuarinaceae,Allocasuarina verticillata,1325.7,0.002806282,-26.28,48.22158879,0.4,1.935308411,0.002116831,472.4043326,9.142479541,0.635307638,yes,1,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0014,Calytrix,tetragona,Myrtaceae,Calytrix tetragona,446.91,0.002845994,-25.48,52.15451018,-1.14,1.182638215,0.006368159,157.031258,1.857111631,0.602517864,No,1,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0014,Santalum,acuminatum,Santalaceae,Santalum acuminatum,457.23,0.00121075,-29.8,45.50279115,-3.46,1.309759384,0.002648011,377.6419912,4.946200692,0.795691132,No,1,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0014,Xanthorrhoea,quadrangulata,Xanthorrhoeaceae,Xanthorrhoea quadrangulata,891.78,0.002054884,-26.03,46.75985099,-0.16,0.783940397,0.00230425,433.9806175,3.402149927,0.627660977,No,1,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0014,Acrotriche,affinis,Ericaceae,Acrotriche affinis,269.02,0.001870838,-29.87,51.97719581,-0.07,1.078517325,0.006954272,143.7965037,1.550870206,0.80036286,No,1,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0014,Bursaria,spinosa subsp. spinosa,Pittosporaceae,Bursaria spinosa subsp. spinosa,71.27,6.90307e-4,-27.49,47.37680141,-1.37,1.520228471,0.009685807,103.2438499,1.569542394,0.693958692,No,1,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0014,Olearia,teretifolia,Asteraceae,Olearia teretifolia,134.42,5.032e-4,-29.55,51.0198505,-2.56,1.228172758,0.00374349,267.1303774,3.280822863,0.786772164,No,1,138.959,-34.005,555.178,14.021,0.34,1437.706,529.582,14.05,489.335,0.812
SATFLB0015,Eucalyptus,baxteri,Myrtaceae,Eucalyptus baxteri,623.76,0.003789217,-28.39,47.35373537,-3.33,1.238109811,0.006074799,164.614487,2.038108275,0.733884358,No,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATFLB0015,Lomandra,densiflora,Laxmanniaceae,Lomandra densiflora,324.83,0.001030754,-28.89,44.34465833,-2.24,1.123946102,0.003173212,315.1380948,3.541982389,0.757144525,No,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATFLB0015,Lomandra,micrantha subsp. tuberculata,Laxmanniaceae,Lomandra micrantha subsp. tuberculata,910.15,0.001025299,-25.49,35.69033101,-1.41,0.383205575,0.001126516,887.692669,3.401687814,0.599446075,No,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATFLB0015,Eucalyptus,obliqua,Myrtaceae,Eucalyptus obliqua,695.41,0.003094895,-30.51,47.64937133,-3.48,0.735238894,0.00445046,224.6958597,1.65205146,0.833022082,No,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATFLB0015,Allocasuarina,verticillata,Casuarinaceae,Allocasuarina verticillata,734.31,0.001516877,-30.84,47.42076191,-3.1,1.697238095,0.002065717,484.0933389,8.21621788,0.847045862,yes,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATFLB0015,Acacia,myrtifolia,Fabaceae,Acacia myrtifolia,330.89,0.002665791,-29.87,51.01000894,-1.33,1.622859696,0.008056425,124.1245303,2.014367037,0.803205165,yes,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATFLB0015,Hakea,carinata,Proteaceae,Hakea carinata,423.86,0.001409393,-30.26,48.88499551,1.72,0.595381851,0.003325138,300.7394026,1.790547794,0.82126219600000006,No,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATFLB0015,Hakea,rostrata,Proteaceae,Hakea rostrata,629.9,0.001414024,-28.99,51.59225473,2.41,0.567504303,0.00224484,445.4661414,2.528038983,0.761474478,No,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATFLB0015,Olearia,grandiflora,Asteraceae,Olearia grandiflora,539.1,0.003984928,-28.66,43.27580497,-2.5,1.02524379,0.007391815,135.2847628,1.386998714,0.747615706,No,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATFLB0015,Crataegus,monogyna,Rosaceae,Crataegus monogyna,379.13,0.004852843,-29.87,45.20220588,-2.91,2.390330882,0.012799945,78.1253352,1.867454026,0.802136116,No,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATFLB0015,Pultenaea,daphnoides,Fabaceae,Pultenaea daphnoides,312.13,0.002570029,-29.22,47.69681909,-0.82,2.667693837,0.00823384,121.450009,3.239914593,0.772051274,yes,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATFLB0015,Xanthorrhoea,semiplana subsp. semiplana,Xanthorrhoeaceae,Xanthorrhoea semiplana subsp. semiplana,350.93,9.58609e-4,-28.76,45.42687986,-2.18,0.705237684,0.002731623,366.0826699,2.581753353,0.751484254,No,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATFLB0015,Leptospermum,myrsinoides,Cyperaceae,Leptospermum myrsinoides,262.43,0.001998547,-29.16,50.01693989,-2.14,1.172313297,0.007615544,131.31039,1.539369081,0.769536204,No,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATFLB0015,Lepidosperma,semiteres,Myrtaceae,Lepidosperma semiteres,746.59,0.002256933,-28.98,46.00062333,-0.11,0.552929653,0.003022988,330.7984846,1.829083189,0.763544405,No,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATFLB0015,Senecio,pterophorus,Asteraceae,Senecio pterophorus,358.79,0.004282179,-31.22,40.7219472,-3.74,2.630924092,0.011935057,83.78678292,2.204366592,0.863254489,No,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATFLB0015,Hibbertia,crinita,Dilleniaceae,Hibbertia crinita,239.77,0.001364649,-28.84,45.6678341,-1,1.565714286,0.00569149,175.7009055,2.750974325,0.752505911,No,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATFLB0015,Rubus,anglocandicans,Rosaceae,Rubus anglocandicans,506.07,0.005993698,-26.47,44.88233387,-3.26,2.597066451,0.011843615,84.43367775,2.192798779,0.6485813,No,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATFLB0015,Watsonia,sp.,Iridaceae,Watsonia sp.,593.41,0.007084834,-30.85,29.44115587,-3.33,1.108633976,0.011939188,83.75778787,0.928567316,0.848286779,No,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATFLB0015,Acacia,pycnantha,Fabaceae,Acacia pycnantha,1273.2,0.005455626,-30.6,49.92607616,-1.54,2.484801325,0.004284972,233.3737524,5.798874123,0.836205686,yes,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATFLB0015,Cassytha,pubescens,Lauraceae,Cassytha pubescens,314.81,9.59684e-4,-29.97,42.60251216,-3.63,0.554927066,0.003048455,328.0350532,1.820355118,0.806456884,No,1,138.727,-34.933,486.415,13.658,0.77,1330.999,759.509,13.683,1024.668,0.636
SATKAN0001,Eucalyptus,baxteri,Myrtaceae,Eucalyptus baxteri,1185.75,0.003688207,-28.88,49.13547268,-6.17,1.053373808,0.003110442,321.4976828,3.386572738,0.758229475,No,1,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0001,Xanthorrhoea,semiplana subsp. semiplana,Xanthorrhoeaceae,Xanthorrhoea semiplana subsp. semiplana,957.92,0.002614386,-30.46,45.97440525,-0.77,0.936275636,0.002729232,366.4034562,3.430546161,0.829587302,No,1,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0001,Pultenaea,involucrata,Fabaceae,Pultenaea involucrata,428.74,0.003567137,-29.75,49.24193025,-1.25,1.301476075,0.008320047,120.1916265,1.564265292,0.798016376,yes,1,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0001,Banksia,marginata,Proteaceae,Banksia marginata,509.37,0.002332986,-30.54,47.307125310000004,-2.54,0.815036855,0.00458014,218.3339158,1.779502057,0.833956591,No,1,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0001,Casuarina,stricta,Casuarinaceae,Casuarina stricta,508.11,0.001321274,-30.43,47.29919571,-3.21,1.189848079,0.002600369,384.5607614,4.575689369,0.827565934,yes,1,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0001,Platylobium,obtusangulum,Fabaceae,Platylobium obtusangulum,440.7,0.003023372,-29.13,48.8722274,-1.21,1.899888164,0.006860387,145.7643756,2.769360043,0.767277543,yes,1,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0001,Pultenaea,daphnoides,Fabaceae,Pultenaea daphnoides,267.5,0.001929312,-28.08,48.69645022,-1.23,1.849367965,0.007212381,138.6504596,2.564157336,0.721397885,yes,1,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0001,Grevillea,lavandulacea®§subsp. Lavandulacea,Proteaceae,Grevillea lavandulacea subsp. lavandulacea,287.36,0.001349435,-30.12,48.90191638,3.35,1.264425087,0.004695974,212.9483626,2.692572589,0.813115766,No,1,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0001,Gahnia,sieberiana,Cyperaceae,Gahnia sieberiana,661.69,0.002853902,-28.82,43.82295082,-1.43,0.561983607,0.00431305,231.8545126,1.302984215,0.753974573,No,1,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0001,Leptospermum,myrsinoides,Myrtaceae,Leptospermum myrsinoides,218.84,0.001302669,-28.91,48.69589303,-2.68,1.10599809,0.005952609,167.993557,1.858005607,0.756537542,No,1,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0001,Lepidosperma,carphoides,Cyperaceae,Lepidosperma carphoides,587.59,0.001964198,-27.34,43.82391714,3.93,0.572165725,0.003342804,299.1500212,1.71163408,0.687019482,No,1,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0001,Leptospermum,continentale,Myrtaceae,Leptospermum continentale,282.05,0.001397635,-29.44,50.16713229,-1.96,1.212522597,0.004955274,201.8051744,2.446933504,0.781019211,No,1,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0001,Acacia,myrtifolia,Fabaceae,Acacia myrtifolia,457.16,0.002933941,-27.71,47.4225365,-1.51,1.399014599,0.006417756,155.8177134,2.179912416,0.705139383,yes,1,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0001,Glischrocaryon,behrii,Haloragaceae,Glischrocaryon behrii,502.11,0.001580111,-30.79,40.66350671,-3.24,0.727634228,0.003146942,317.7687819,2.312194594,0.845322812,No,2,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0001,Isopogon,ceratophyllus,Proteaceae,Isopogon ceratophyllus,730.52,0.002116391,-30.39,48.08497453,2.52,0.298336163,0.002897102,345.1725392,1.029774454,0.826700271,No,1,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0001,Lepidosperma,semiteres,Cyperaceae,Lepidosperma semiteres,416,0.001538693,-30.04,44.58118971,1.87,0.537186495,0.003698782,270.3592482,1.452333484,0.811646919,No,1,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0001,Astroloma,humifusum,Ericaceae,Astroloma humifusum,101.56,9.46507e-4,-30.92,47.35409015,2.53,1.587829716,0.009319679,107.2998291,1.703738633,0.851557444,No,1,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0001,Eucalyptus,obliqua,Myrtaceae,Eucalyptus obliqua,338.69,0.001317818,-30.67,50.51119465,0.31,1.326817043,0.003890927,257.008178,3.410028106,0.840060093,No,1,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0001,Leucopogon,lanceolatus,Ericaceae,Leucopogon lanceolatus,275.57,0.002476253,-30.59,47.29196653,-2.4,1.31790795,0.00898593,111.2850912,1.466635006,0.837111048,No,1,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0001,Hakea,rostrata,Proteaceae,Hakea rostrata,338.44,8.48888e-4,-31.25,46.1526825,2.55,0.628988566,0.002508237,398.6863609,2.507691921,0.864664976,No,1,138.261,-35.608,297.36,13.661,0.653,1277.577,690.721,13.682,834.421,0.476
SATKAN0002,Leptospermum,myrsinoides,Myrtaceae,Leptospermum myrsinoides,234.26,0.001332472,-28.18,47.45,-2.97,1.122944,0.005688006,175.8085355,1.974231391,0.724122224,No,1,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
SATKAN0002,Hibbertia,riparia,Dilleniaceae,Hibbertia riparia,274.95,0.001602967,-30.31,42.92868491,-2.48,1.277458076,0.005830032,171.5256481,2.191168206,0.823334198,No,1,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
SATKAN0002,Pultenaea,daphnoides,Fabaceae,Pultenaea daphnoides,221.61,0.001356977,-28.63,47.81982609,-1.3,2.160417391,0.006123268,163.311495,3.528209758,0.74504625,yes,1,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
SATKAN0002,Burchardia,umbellata,Colchicaceae,Burchardia umbellata,208.09,0.001550451,-27.76,42.85177833,-0.88,2.275119934,0.007450869,134.2125371,3.053496088,0.708783031,No,1,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
SATKAN0002,Hibbertia,exutiacies,Dilleniaceae,Hibbertia exutiacies,292.89,0.002050059,-32.25,40.95175689,-1.78,1.220151947,0.006999417,142.8690325,1.743219395,0.907957763,No,1,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
SATKAN0002,Cassytha,pubescens,Lauraceae,Cassytha pubescens,663.43,0.00164926,-26.88,45.61496139,-2.28,0.719227799,0.00248596,402.2591447,2.893159178,0.665259531,No,1,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
SATKAN0002,Banksia,marginata,Proteaceae,Banksia marginata,305.29,0.001634183,-28.55,47.19198842,-2.34,1.200579151,0.005352887,186.8150722,2.242862872,0.740564441,No,1,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
SATKAN0002,Eucalyptus,obliqua,Myrtaceae,Eucalyptus obliqua,1630.45,0.004901093,-30.11,48.4192691,-3.62,0.888521595,0.003005976,332.6706672,2.955850596,0.815072326,No,1,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
SATKAN0002,Acacia,myrtifolia,Fabaceae,Acacia myrtifolia,346.68,0.001881757,-31.14,48.77198276,-3.13,1.594224138,0.005427937,184.2320494,2.9370719260000002,0.860500498,yes,1,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
