taxon,subspecies,latitude (deg),longitude (deg),elevation.avg,elevation.rep,site.rep,aspect,aspect.cardinal,satwc.leaf.dm,c.leaf.dm,gmin.leaf,gmin.stem,c.stem.dm,satwc.stem.dm,wd.branch,lma,leaf.size,hv,rbt.branch,dbh.cm,tree.height.m,rbt.bole,wd.bole,bark.dens.bole,vessel.dens.branch,Lumen.area.branch,Fibre.area.branch,vessel.diam.branch,kv.branch,ks.branch,fibre.dens.branch,Depth to bedrock.cm,Percent Clay,pH (0-140),Percent Sand,Percent Silt,Soil organic content (t.h),BIO1_clip,BIO2_clip,BIO3_clip,BIO4_clip,BIO5_clip,BIO6_clip,BIO7_clip,BIO8_clip,BIO9_clip,BIO10_clip,BIO11,BIO12_clip,BIO13_clip,BIO14_clip,BIO15_clip,BIO16_clip,BIO17_clip,Summer_Pre,BIO19_clip,object.id,transect,site.no,site.id,Method,tree.no,db.damage,bt,db.s1,db.s2,db.s3,db.s4,db.s5,db.s6,db.s7,db.s8,db.s9,db.s10,db.s11,db.s12,db.s13,db.s14,db.s15,stem.no,db.max,rbt,wd
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.43664002,148.324764,1930,1929.665527,B1,45.8185005,NE,0.987415177,0.047700087,8.031893716,10.74274891,0.128909378,1.199715766,0.689557522,411.3577465,8.875,5.412101702,25.2648797,15.8,4.84,14.76793249,0.738933664,0.286846596,27.07801962,5.0702249,94.9297751,47.11969458,0.172,4.65412632,0.726386975,902,20,54,59,20,142,5.1041698,8.5749998,38.9772987,488.4039917,15.6000004,-6.4000001,22,1.28333,11.1167002,11.1167002,-0.883333,1876,212,95,25.0795002,617,324,324,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.43665897,148.32473,1930,1932.643799,B2,45.8185005,NE,1.151126731,0.045788183,8.536119766,36.78746269,0.015639574,0.841867289,0.626281352,388.8453159,11.475,8.120493879,23.0658905,24.4,6.3,10.10928962,0.744845134,0.333513296,NA,NA,NA,NA,NA,NA,NA,902,20,54,59,20,142,5.1041698,8.5749998,38.9772987,488.4039917,15.6000004,-6.4000001,22,1.28333,11.1167002,11.1167002,-0.883333,1876,212,95,25.0795002,617,324,324,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.43666802,148.324696,1930,1932.548706,B3,45.8185005,NE,1.142475845,0.044912333,7.248131594,13.47722133,0.103265131,1.109276992,0.555949708,348.1923126,7.883,4.296805957,17.9336344,16.1,4.8,13.66459627,0.687549354,0.334569302,NA,NA,NA,NA,NA,NA,NA,902,20,54,59,20,142,5.1041698,8.5749998,38.9772987,488.4039917,15.6000004,-6.4000001,22,1.28333,11.1167002,11.1167002,-0.883333,1876,212,95,25.0795002,617,324,324,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.43662703,148.324655,1930,1928.963989,B4,45.8185005,NE,1.102313825,0.046481379,9.557211904,44.30423135,0.128517674,1.193674365,0.634302024,378.4412955,8.892,4.170075805,19.5705493,25.9,3.6,7.464607464,0.602666718,0.277889576,51.94030451,6.9216638,93.0783362,39.64299404,0.0881,4.577176525,0.681471167,902,20,54,59,20,142,5.1041698,8.5749998,38.9772987,488.4039917,15.6000004,-6.4000001,22,1.28333,11.1167002,11.1167002,-0.883333,1876,212,95,25.0795002,617,324,324,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.43667498,148.324675,1930,1927.830688,B5,45.8185005,NE,1.116444166,0.048640018,3.407283987,12.28756901,0.083042444000000007,1.038376637,0.615622202,330.7832644,8.222,8.579852447,19.1423556,15.2,2.6,15.61403509,0.787286452,0.31861323,61.66219804,7.026309,92.973691,36.72427,0.0645,3.979058559,0.662146673,902,20,54,59,20,142,5.1041698,8.5749998,38.9772987,488.4039917,15.6000004,-6.4000001,22,1.28333,11.1167002,11.1167002,-0.883333,1876,212,95,25.0795002,617,324,324,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.43662401,148.324559,1930,1924.672119,B6,325.8640137,NE,1.104890146,0.045017385,5.837867141,21.92474647,0.094154618,1.087494122,0.55299105,386.3492315,12.622,7.635566395,18.5072879,23.3,3.8,8.583690988,0.679061091,0.343930376,34.11541729,5.0941056,94.9058944,41.95393876,0.113,3.864610382,0.582673029,902,20,54,59,20,142,5.1041698,8.5749998,38.9772987,488.4039917,15.6000004,-6.4000001,22,1.28333,11.1167002,11.1167002,-0.883333,1876,212,95,25.0795002,617,324,324,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.43682904,148.324502,1930,1930.781128,B7,325.8640137,NE,1.109181283,0.039569063,8.793209815,11.76940047,0.105219891,1.098946439,0.588225806,460.8903606,10.872,6.871362098,22.4193686,26,3.9,8.974358974,0.706647947,0.342429704,38.46903562,7.1826174,92.8173826,47.01258419,0.173,6.672001947,0.633745307,902,20,54,59,20,142,5.1041698,8.5749998,38.9772987,488.4039917,15.6000004,-6.4000001,22,1.28333,11.1167002,11.1167002,-0.883333,1876,212,95,25.0795002,617,324,324,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.43679299,148.324627,1930,1933.41626,B8,45.8185005,NE,1.302797549,0.04822548,19.53670773,32.53057823,0.088766821,1.080565311,0.554261013,422.328625,12.531,6.323575935,20.3166703,35.3,5.2,6.987724268,0.68967142,0.428678125,36.80117793,6.9657005,93.0342995,47.55739396,0.174,6.412707138,0.595759861,902,20,54,59,20,142,5.1041698,8.5749998,38.9772987,488.4039917,15.6000004,-6.4000001,22,1.28333,11.1167002,11.1167002,-0.883333,1876,212,95,25.0795002,617,324,324,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.436779,148.324672,1930,1930.820312,B9,45.8185005,NE,1.04335276,0.043419412,5.397860702,22.85014493,0.044310223,0.833623902,0.550096712,321.2898034,8.699,4.182067759,21.2430354,30.1,4,6.644518272,0.708770013,0.307996032,38.65550813,4.6379188,95.3620812,37.45591518,0.0746,2.883505311,0.576850573,902,20,54,59,20,142,5.1041698,8.5749998,38.9772987,488.4039917,15.6000004,-6.4000001,22,1.28333,11.1167002,11.1167002,-0.883333,1876,212,95,25.0795002,617,324,324,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.43681504,148.324699,1930,1931.798828,B10,45.8185005,NE,1.26282328,0.04577498,8.49065267,18.80806943,0.074634695,0.956129096,0.587152612,374.7797141,10.214,4.934910156,19.9950364,19.1,4.56,10.47120419,0.664471887,0.370080695,29.88496763,5.0886982,94.9113018,44.91686699,0.143,4.281952568,0.618632977,902,20,54,59,20,142,5.1041698,8.5749998,38.9772987,488.4039917,15.6000004,-6.4000001,22,1.28333,11.1167002,11.1167002,-0.883333,1876,212,95,25.0795002,617,324,324,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.429949,148.36208,1770,1775.687622,C1,292.8099976,N,1.024529313,0.041392167,4.30507473,10.30310767,0.043855116,0.887297426,0.544099037,345.2178755,6.53,3.749958237,21.4807697,41.2,7.37,4.368932038,0.800322,0.28343919,26.55414393,5.2337282,94.7662718,48.68207368,0.183,4.869435099,0.574148404,781,21,56,62,17,142,5.6083298,8.6666698,39.3939018,490.1199951,16,-6,22,1.73333,11.5832996,11.5832996,-0.416667,1791,204,91,24.5118999,587,314,314,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.42991497,148.362095,1770,1774.12793,C2,319.0379944,N,1.062556865,0.045512318,6.636170405,12.17103678,0.066661763,0.95776628,0.629098091,404.0544293,7.202,9.390853358,22.6603091,24.8,10.56,10.48387097,0.766217369,0.31071279,48.53442623,7.3155234,92.6844766,42.42857607,0.111,5.376516613,0.67875238,781,21,56,62,17,142,5.6083298,8.6666698,39.3939018,490.1199951,16,-6,22,1.73333,11.5832996,11.5832996,-0.416667,1791,204,91,24.5118999,587,314,314,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.42980701,148.362093,1770,1770.981689,C3,319.0379944,N,1.083945394,0.039394234,8.299331908,25.11737547,0.084907178,1.047210104,0.526819809,355.6872403,6.497,5.797389144,15.4079778,43.6,7.5,4.281345566,0.709376318,0.361737094,24.79784948,4.6843848,95.3156152,47.5305748,0.174,4.32202249,0.552710915,781,21,56,62,17,142,5.6083298,8.6666698,39.3939018,490.1199951,16,-6,22,1.73333,11.5832996,11.5832996,-0.416667,1791,204,91,24.5118999,587,314,314,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.42982202,148.36215,1770,1771.042847,C4,319.0379944,N,0.997186091,0.045459791,3.994713811,10.93958611,0.081091435,1.073588903,0.575683891,388.0143113,10.062,3.813329247,21.5079524,27,10.42,6.419753086,0.715136211,0.349872651,52.27575567,6.4723271,93.5276729,38.47813283,0.0745,3.894323373,0.615522522,781,21,56,62,17,142,5.6083298,8.6666698,39.3939018,490.1199951,16,-6,22,1.73333,11.5832996,11.5832996,-0.416667,1791,204,91,24.5118999,587,314,314,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.42985797,148.362172,1770,1772.853149,C5,319.0379944,N,1.115451036,0.044663564,7.469416401,6.086712536,0.08788535,1.114816758,0.544392833,342.3853016,9.416,6.550047695,23.1105383,27.4,12.15,6.326034064,0.737009813,0.268477097,34.48043587,6.4762851,93.5237149,47.48300502,0.169,5.820313109,0.582090685,781,21,56,62,17,142,5.6083298,8.6666698,39.3939018,490.1199951,16,-6,22,1.73333,11.5832996,11.5832996,-0.416667,1791,204,91,24.5118999,587,314,314,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.429718,148.362176,1770,1773.436157,C6,319.0379944,N,1.030840688,0.042091299,12.20221413,26.71424516,0.105592401,1.138519984,0.546646341,411.1265785,10.057,4.975293585,20.3184513,31.2,12,6.41025641,0.716197244,0.358827606,35.48183423,5.594298,94.405702,43.45786949,0.12,4.246386529,0.579039538,781,21,56,62,17,142,5.6083298,8.6666698,39.3939018,490.1199951,16,-6,22,1.73333,11.5832996,11.5832996,-0.416667,1791,204,91,24.5118999,587,314,314,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.42969696,148.362192,1770,1768.885254,C7,319.0379944,N,0.993333007,0.031547287,4.622467482,16.81486962,0.088823472,1.047870541,0.611137255,368.5632374,9.069,7.679402256,20.7415831,19.3,4.4,8.981001728,0.650261625,0.340069721,68.61139607,6.3934583,93.6065417,30.67379078,0.035,2.750064834,0.652878788,781,21,56,62,17,142,5.6083298,8.6666698,39.3939018,490.1199951,16,-6,22,1.73333,11.5832996,11.5832996,-0.416667,1791,204,91,24.5118999,587,314,314,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.42966301,148.362182,1770,1766.929565,C8,319.0379944,N,0.996508967,0.039011053,7.669421638,18.50876845,0.059818529,1.072711163,0.558710883,394.1243999,9.582,4.404399404,22.3518875,17,6.1,9.411764706,0.685427288,0.335016816,37.55124913,5.2241108,94.7758892,40.64306037,0.0956,3.588658543,0.589507403,781,21,56,62,17,142,5.6083298,8.6666698,39.3939018,490.1199951,16,-6,22,1.73333,11.5832996,11.5832996,-0.416667,1791,204,91,24.5118999,587,314,314,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.42964097,148.362204,1770,1766.396973,C9,319.0379944,N,0.976752914,0.037569547,5.430758851,11.42857822,0.065797671,0.990880764,0.5475,365.8019707,11.754,3.610784566,17.0079398,22,4.1,6.666666666,0.73635687,0.403201449,26.42458048,4.7477184,95.2522816,46.83382361,0.149,3.935029856,0.574789381,781,21,56,62,17,142,5.6083298,8.6666698,39.3939018,490.1199951,16,-6,22,1.73333,11.5832996,11.5832996,-0.416667,1791,204,91,24.5118999,587,314,314,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.42970098,148.362304,1770,1771.259033,C10,319.0379944,N,1.124288358,0.045419807,3.950972507,8.910616621,0.101882976,1.195677994,0.575492958,375.2190238,7.99,4.271143005,22.2375844,24.6,14.56,8.40108401,0.723624475,0.290398368,39.4541241,5.7188448,94.2811552,41.90887613,0.0984,3.882807759,0.610400834,781,21,56,62,17,142,5.6083298,8.6666698,39.3939018,490.1199951,16,-6,22,1.73333,11.5832996,11.5832996,-0.416667,1791,204,91,24.5118999,587,314,314,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.39354799,148.431263,1675,1680.874756,D1,157.2489929,SE,1.2752048,0.060668889,6.492159438,7.731218026,0.074548435,0.967005593,0.527094474,381.4369028,16.118,4.57952941,18.6284718,12.5,4.8,13.33333333,0.608767657,0.421659794,28.47857236,5.2797535,94.7202465,47.10946198,0.165,4.700469569,0.556474981,729,23,56,58,19,147,6.0250001,8.8666697,39.7607994,494.7839966,16.2999992,-6,22.2999992,2.1333301,12.0667,12.0667,-0.05,1681,182,89,21.8288002,533,306,306,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.39351002,148.43135,1675,1675.960449,D2,157.2489929,SE,1.115292545,0.041030992,6.290359566,10.21918684,0.078653018,0.947607611,0.592692308,328.8659092,14.699,3.312459977,15.2261265,15.7,6,12.7388535,0.6535963,0.448448051,26.97987168,6.0869131,93.9130869,51.88089938,0.247,6.67446834,0.631107258,729,23,56,58,19,147,6.0250001,8.8666697,39.7607994,494.7839966,16.2999992,-6,22.2999992,2.1333301,12.0667,12.0667,-0.05,1681,182,89,21.8288002,533,306,306,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.39347297,148.431246,1675,1674.63855,D3,155.1060028,SE,1.065247367,0.037218952,3.511317124,5.284541414,0.163788457,1.284566814,0.560546266,288.4344643,14.206,5.155007273,15.7353669,11.6,3.6,17.24137931,0.684366255,0.407237233,19.27829968,5.3563531,94.6436469,47.47076553,0.178,7.277625709,0.592270358,729,23,56,58,19,147,6.0250001,8.8666697,39.7607994,494.7839966,16.2999992,-6,22.2999992,2.1333301,12.0667,12.0667,-0.05,1681,182,89,21.8288002,533,306,306,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.39345797,148.431296,1675,1674.328369,D4,157.2489929,SE,0.871617733,0.025199438,2.397610357,6.264712974,0.061952687,0.946628288,0.602529511,394.8422124,14.735,2.195334044,19.579825,10.6,5.2,16.35220126,0.692324002,0.337149828,31.90263519,3.341805,96.658195,35.19548852,0.0554,1.767642661,0.623361021,729,23,56,58,19,147,6.0250001,8.8666697,39.7607994,494.7839966,16.2999992,-6,22.2999992,2.1333301,12.0667,12.0667,-0.05,1681,182,89,21.8288002,533,306,306,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora subsp. niphophila,Eniph,-36.39349502,148.431371,1675,1672.306396,D5,157.2489929,SE,1.102823494,0.043949507,3.608163768,9.915693708,0.062004084,0.921134544,0.582636428,328.9946306,10.802,3.778950502,19.6707124,10.4,4.4,14.743589740000001,0.742723068,0.690152306,20.61059506,5.6742123,94.3257877,47.20586649,0.169,7.607776554,0.617685197,729,23,56,58,19,147,6.0250001,8.8666697,39.7607994,494.7839966,16.2999992,-6,22.2999992,2.1333301,12.0667,12.0667,-0.05,1681,182,89,21.8288002,533,306,306,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
