Ordered_Tag,Tag_Num,Block,Plot,Plot_Code,Treatment,SubPlot,Position,provenance,Mother,Mother_Code,Notes,Trip,Months_Since_Planting,Trip_Date,Date_Deci,Alive,Green,Height,Leaf_Number,Fv.Fm,Soil_Moisture,Total_B,Total_ABG,Root_Weight,ABG_Weight,SLA_Weight,N_SLA_Leaves,Total_Leaf_Area,LA_per_leaf,SLA,ID.fact,Mother.f,Mother_Code.f,Site_Name,Total_B_log,Total_ABG.log,Root_Weight_log,SLA.sq,IN_Plant,Run,Thermocouple,NT_Temp,Exotherm,FvFm_Pre_IN,FvFm_Post_IN,Weight_Pre_IN,Weight_Post_IN,species,site,context
4057,63,A,8,8,Ambient,A8A,Ea,Kosciuszko Summit,7,7,Good,11,25,Apr-16,42461,1,1,14,3,0.799,36.4,0.0677,0.0267,0.041,0.0117,0.015,3,1.188,0.396,79.2,63,7,7,Kosciuszko Summitt,-2.692669099,-3.623091714,-3.194183212,8.899438185,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Ambient conditions
4058,57,A,8,8,Ambient,A8A,No,Charlotte Pass,2,12,Good,11,25,Apr-16,42461,1,1,26,5,0.785,36.4,0.1221,0.0568,0.0653,0.0281,0.0287,3,2.438,0.812666667,84.94773519,57,2,12,Charlotte Pass,-2.102914898,-2.868218953,-2.728763243,9.216709564,Yes,1,8*,NA,No,0.778,0.524,0.00347,0.00165,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Ambient conditions
4062,58,A,8,8,Warmed,A8W,No,Charlotte Pass,2,12,Good,11,25,Apr-16,42461,1,1,40,4,0.816,24.2,0.2238,0.1347,0.0891,0.0765,0.0582,3,4.456,1.485333333,76.56357388,58,2,12,Charlotte Pass,-1.497002483,-2.004705196,-2.417995945,8.750061364,Yes,1,4-,NA,No,0.809,0.704,0.00341,0.002,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Warmed conditions
4071,66,A,9,9,Ambient,A9A,So,Charlotte Pass,10,20,Good,11,25,Apr-16,42461,1,1,30,3,0.751,40.3,0.1278,0.0738,0.054,0.0351,0.0387,3,4.36,1.453333333,112.6614987,66,10,20,Charlotte Pass,-2.057288737,-2.606396547,-2.918771232,10.61421211,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Ambient conditions
4077,76,A,10,10,Warmed,A10W,Ea,Seamans Hut,2,32,Good,11,25,Apr-16,42461,1,1,36,4,0.821,36.8,0.0744,0.0421,0.0323,0.0263,0.0158,3,1.309,0.436333333,82.84810127,76,2,32,Seamans Hut,-2.598299337,-3.167707538,-3.432688049,9.102093236,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Seamans Hut grown under Warmed conditions
4081,85,B,1,11,Ambient,B1A,Ea,Snowy River,9,29,Good,11,25,Apr-16,42461,1,1,18,6,0.783,38.7,0.1026,0.0508,0.0518,0.0279,0.0229,3,1.714,0.571333333,74.84716157,85,9,29,Snowy River,-2.276917346,-2.979858924,-2.96036513,8.651425407,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Ambient conditions
4087,82,B,1,11,Warmed,B1W,So,Charlotte Pass,2,12,Good,11,25,Apr-16,42461,1,1,70,8,0.816,35.2,0.4225,0.2009,0.2216,0.118,0.0829,3,7.526,2.508666667,90.7840772,82,2,12,Charlotte Pass,-0.861565832,-1.604948007,-1.506881324,9.528067863,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Warmed conditions
4088,88,B,1,11,Warmed,B1W,We,Kosciuszko Summit,6,6,Good,11,25,Apr-16,42461,1,1,40,6,0.831,35.2,0.1795,0.0999,0.0796,0.0574,0.0425,3,3.536,1.178666667,83.2,88,6,6,Kosciuszko Summitt,-1.717580071,-2.303585593,-2.530741186,9.121403401,Yes,1,7*,-8.78,Yes,0.78,0.785,0.00211,0.00153,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Warmed conditions
4089,95,B,2,12,Ambient,B2A,Ea,Kosciuszko Summit,4,4,Good,11,25,Apr-16,42461,1,1,42,5,0.814,33.7,0.4583,0.2586,0.1997,0.1343,0.1243,3,10.858,3.619333333,87.3531778,95,4,4,Kosciuszko Summitt,-0.780231287,-1.352472813,-1.610939039,9.346292195,Yes,2,3-,-8.21,Yes,0.77,0.789,0.00332,0.00262,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Ambient conditions
4093,96,B,2,12,Warmed,B2W,Ea,Kosciuszko Summit,4,4,Good,11,25,Apr-16,42461,1,1,57,7,0.717,24.2,0.6638,0.4189,0.2449,0.272,0.1469,3,10.459,3.486333333,71.19809394,96,4,4,Kosciuszko Summitt,-0.40977438,-0.870123051,-1.406905315,8.437896298,Yes,2,7-,NA,NA,0.796,0.7,0.00235,0.00147,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Warmed conditions
4098,101,B,3,13,Warmed,B3W,No,Snowy River,4,24,Good,11,25,Apr-16,42461,1,1,85,4,0.817,21,0.1106,0.0818,0.0288,0.0271,0.0547,3,4.692,1.564,85.77696527,101,4,24,Snowy River,-2.20183519,-2.503478035,-3.547379892,9.261585462,Yes,1,2+,-9.12,Yes,0.804,0.795,0.0019,0.00135,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Warmed conditions
4099,99,B,3,13,Warmed,B3W,So,Seamans Hut,10,40,Good,11,25,Apr-16,42461,1,1,81,6,0.705,21,1.4038,1.1357,0.2681,0.7656,0.3701,3,24.227,8.075666667,65.4606863,99,10,40,Seamans Hut,0.339182845,0.127249201,-1.316395234,8.090777855,Yes,1,2*,-8.89,Yes,0.766,0.791,0.00572,0.00409,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Seamans Hut grown under Warmed conditions
4100,97,B,3,13,Warmed,B3W,We,Charlotte Pass,3,13,Good,11,25,Apr-16,42461,1,1,93,7,0.812,21,1.2571,0.938,0.3191,0.541,0.397,3,28.605,9.535,72.05289673,97,3,13,Charlotte Pass,0.228807481,-0.06400533,-1.142250746,8.488397772,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Warmed conditions
4101,104,B,3,13,Ambient,B3A,Ea,Kosciuszko Summit,3,3,Good,11,25,Apr-16,42461,1,0,NA,NA,0.806,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,3,3,Kosciuszko Summitt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Ambient conditions
4102,102,B,3,13,Ambient,B3A,No,Snowy River,4,24,Good,11,25,Apr-16,42461,1,1,49,6,0.812,32.4,0.1418,0.1113,0.0305,0.1,0.0113,3,0.957,0.319,84.69026549,102,4,24,Snowy River,-1.953337665,-2.195526021,-3.490028595,9.202731415,Yes,1,7+,-10.98,Yes,0.717,0.504,0.00109,6.4e-4,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Ambient conditions
4104,98,B,3,13,Ambient,B3A,We,Charlotte Pass,3,13,Good,11,25,Apr-16,42461,1,1,49,7,0.785,32.4,1.0498,0.6832,0.3666,0.4089,0.2743,3,21.187,7.062333333,77.2402479,98,3,13,Charlotte Pass,0.04859967,-0.380967637,-1.003483944,8.788643121,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Ambient conditions
4105,105,B,4,14,Ambient,B4A,Ea,Charlotte Pass,5,15,Good,11,25,Apr-16,42461,1,1,47,4,0.818,22.6,0.2908,0.142,0.1488,0.0704,0.0716,3,5.907,1.969,82.5,105,5,15,Charlotte Pass,-1.235119533,-1.951928221,-1.905152157,9.082951062,Yes,2,7+,-9.02,Yes,0.751,0.572,0.00279,0.00193,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Ambient conditions
4109,106,B,4,14,Warmed,B4W,Ea,Charlotte Pass,5,15,Good,11,25,Apr-16,42461,1,1,44,5,0.819,37.7,0.1058,0.07,0.0358,0.0342,0.0358,3,2.927,0.975666667,81.75977654,106,5,15,Charlotte Pass,-2.24620476,-2.659260037,-3.329807386,9.042111288,Yes,2,6*,-9.59,Yes,0.697,0.465,0.00277,0.00205,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Warmed conditions
4116,113,B,5,15,Warmed,B5W,We,Charlotte Pass,7,17,Good,11,25,Apr-16,42461,1,1,48,7,0.781,43.6,0.2114,0.1185,0.0929,0.0632,0.0553,3,4.278,1.426,77.35985533,113,7,17,Charlotte Pass,-1.554003206,-2.132842318,-2.376231633,8.795445147,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Warmed conditions
4119,116,B,5,15,Ambient,B5A,So,Seamans Hut,6,36,Good,11,25,Apr-16,42461,1,0,25,2,0.737,48.6,0.1175,0.0461,0.0714,0.0251,0.021,2,1.25,0.625,59.52380952,116,6,36,Seamans Hut,-2.141316945,-3.076942329,-2.63945741,7.715167498,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Seamans Hut grown under Ambient conditions
4121,127,B,6,16,Warmed,B6W,Ea,Kosciuszko Summit,5,5,Good,11,25,Apr-16,42461,1,1,67,4,0.786,43.5,0.2391,0.1867,0.0524,0.1081,0.0786,3,6.888,2.296,87.633587790000007,127,5,5,Kosciuszko Summitt,-1.430873405,-1.678252228,-2.948848688,9.361281311,Yes,2,3+,-8.5,Yes,0.807,0.675,0.00175,0.00105,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Warmed conditions
4122,121,B,6,16,Warmed,B6W,No,Charlotte Pass,8,18,Good,11,25,Apr-16,42461,1,1,81,6,0.783,43.5,0.3869,0.2846,0.1023,0.1537,0.1309,3,10.798,3.599333333,82.49045073,121,8,18,Charlotte Pass,-0.949589017,-1.256670593,-2.279845606,9.082425377,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Warmed conditions
4123,123,B,6,16,Warmed,B6W,So,Seamans Hut,9,39,Good,11,25,Apr-16,42461,1,1,60,4,0.744,43.5,0.3594,0.2701,0.0893,0.1629,0.1072,3,6.818,3.409,63.60074627,123,9,39,Seamans Hut,-1.023319305,-1.308963018,-2.415753791,7.975007603,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Seamans Hut grown under Warmed conditions
4125,128,B,6,16,Ambient,B6A,Ea,Kosciuszko Summit,5,5,Good,11,25,Apr-16,42461,1,1,35,6,0.814,47.6,0.1248,0.0728,0.052,0.0383,0.0345,3,2.994,0.998,86.7826087,128,5,5,Kosciuszko Summitt,-2.081042823,-2.620039324,-2.95651156,9.315718367,Yes,2,2-,-9.36,Yes,0.761,0.464,0.00193,0.0018,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Ambient conditions
4126,122,B,6,16,Ambient,B6A,No,Charlotte Pass,8,18,Good,11,25,Apr-16,42461,1,1,40,2,0.715,47.6,0.0566,0.0363,0.0203,0.0132,0.0231,2,2.091,1.0455,90.51948052,122,8,18,Charlotte Pass,-2.871746294,-3.315937538,-3.897134393,9.514172614,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Ambient conditions
4127,124,B,6,16,Ambient,B6A,So,Seamans Hut,9,39,Good,11,25,Apr-16,42461,1,0,18,4,0.713,47.6,0.0547,0.0203,0.0344,0.0121,0.0082,2,0.524,0.262,63.90243902,124,9,39,Seamans Hut,-2.90589157,-3.897134393,-3.369698715,7.993900113,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Seamans Hut grown under Ambient conditions
4128,126,B,6,16,Ambient,B6A,We,Snowy River,3,23,Good,11,25,Apr-16,42461,1,1,41,3,0.819,47.6,0.2109,0.1369,0.074,0.0823,0.0546,2,4.394,2.197,80.47619048,126,3,23,Snowy River,-1.556371191,-1.988504547,-2.603690186,8.970852272,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Ambient conditions
4129,135,B,7,17,Warmed,B7W,Ea,Kosciuszko Summit,10,10,Good,11,25,Apr-16,42461,1,1,30,4,0.713,63.3,0.0862,0.0641,0.0221,0.0408,0.0233,2,1.561,0.7805,66.99570815,135,10,10,Kosciuszko Summitt,-2.451085101,-2.747310915,-3.81217767,8.185090601,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Warmed conditions
4131,129,B,7,17,Warmed,B7W,So,Charlotte Pass,1,11,Good,11,25,Apr-16,42461,1,0,56,6,0.699,63.3,0.4871,0.3155,0.1716,0.1786,0.1369,3,9.317,3.105666667,68.05697589,129,1,11,Charlotte Pass,-0.719285838,-1.153596597,-1.762589092,8.249665199,Yes,2,8*,-9.75,Yes,0.735,0.527,0.00297,0.00184,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Warmed conditions
4136,132,B,7,17,Ambient,B7A,We,Seamans Hut,1,31,Good,11,25,Apr-16,42461,1,1,24,5,0.741,42.4,0.1244,0.087,0.0374,0.0493,0.0377,3,2.408,0.802666667,63.87267905,132,1,31,Seamans Hut,-2.084253099,-2.44184716,-3.286084575,7.992038479,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Seamans Hut grown under Ambient conditions
4138,143,B,8,18,Ambient,B8A,No,Kosciuszko Summit,8,8,Good,11,25,Apr-16,42461,1,1,17,5,0.792,39.4,0.0817,0.032,0.0497,0.0176,0.0144,3,1.042,0.347333333,72.36111111,143,8,8,Kosciuszko Summitt,-2.504701277,-3.442019376,-3.001750346,8.506533437,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Ambient conditions
4139,139,B,8,18,Ambient,B8A,So,Seamans Hut,8,38,Good,11,25,Apr-16,42461,1,1,31,5,0.762,39.4,0.3931,0.2164,0.1767,0.1275,0.0889,3,6.338,2.112666667,71.2935883,139,8,38,Seamans Hut,-0.933691247,-1.530626732,-1.7333019,8.443553061,Yes,1,3+,-10.89,Yes,0.786,0.747,0.00304,0.00222,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Seamans Hut grown under Ambient conditions
4143,140,B,8,18,Warmed,B8W,So,Seamans Hut,8,38,Good,11,25,Apr-16,42461,1,1,21,3,0.683,44.6,0.1472,0.0531,0.0941,0.028,0.0251,3,1.948,0.649333333,77.60956175,140,8,38,Seamans Hut,-1.915963073,-2.935578351,-2.363397232,8.809628922,Yes,1,3*,-8.86,Yes,0.779,0.769,0.00267,0.00212,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Seamans Hut grown under Warmed conditions
4145,149,B,9,19,Warmed,B9W,Ea,Snowy River,1,21,Good,11,25,Apr-16,42461,1,1,21,4,0.757,37.4,0.1809,0.0871,0.0938,0.0667,0.0204,2,1.228,0.614,60.19607843,149,1,21,Snowy River,-1.709810887,-2.440698395,-2.366590423,7.758613177,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Warmed conditions
4149,150,B,9,19,Ambient,B9A,Ea,Snowy River,1,21,Good,11,25,Apr-16,42461,1,1,41,4,0.764,40.4,0.2843,0.163,0.1213,0.0793,0.0837,3,5.438,1.812666667,64.97013142,150,1,21,Snowy River,-1.25772526,-1.814005078,-2.109488463,8.060405165,Yes,2,5-,-8.86,Yes,0.662,0.659,0.00396,0.00292,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Ambient conditions
4152,152,B,9,19,Ambient,B9A,We,Kosciuszko Summit,9,9,Good,11,25,Apr-16,42461,1,0,17,3,0.669,40.4,0.0797,0.0294,0.0503,0.0259,0.0035,1,0.295,0.295,84.28571429,152,9,9,Kosciuszko Summitt,-2.529485693,-3.526760605,-2.989750202,9.180725151,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Ambient conditions
4154,159,B,10,20,Ambient,B10A,No,Kosciuszko Summit,2,2,Good,11,25,Apr-16,42461,1,1,21,4,0.783,43.8,0.1694,0.0561,0.1133,0.0264,0.0297,3,2.381,0.793666667,80.16835017,159,2,2,Kosciuszko Summitt,-1.775492497,-2.880619466,-2.177716111,8.953678025,Yes,2,2*,-8.54,Yes,0.78,0.705,0.0045,0.00336,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Ambient conditions
4161,167,C,1,21,Ambient,C1A,Ea,Kosciuszko Summit,9,9,Good,11,25,Apr-16,42461,1,1,37,6,0.741,11.5,0.5729,0.2756,0.2973,0.1713,0.1043,3,7.86,2.62,75.35953979,167,9,9,Kosciuszko Summitt,-0.557044098,-1.28880474,-1.213013549,8.680987259,Yes,1,4*,-10.91,Yes,0.758,0.785,0.00403,0.00295,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Ambient conditions
4165,168,C,1,21,Warmed,C1W,Ea,Kosciuszko Summit,9,9,Good,11,25,Apr-16,42461,1,1,NA,NA,NA,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,9,9,Kosciuszko Summitt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Warmed conditions
4185,187,C,4,24,Warmed,C4W,Ea,Seamans Hut,5,35,Good,11,25,Apr-16,42461,1,1,51,11,0.825,16.3,1.1272,0.7954,0.3318,0.5745,0.2209,3,16.398,5.466,74.23268447,187,5,35,Seamans Hut,0.119736682,-0.228910146,-1.103222901,8.615839162,Yes,2,6+,-8.13,Yes,0.757,0.739,0.00516,0.00418,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Seamans Hut grown under Warmed conditions
4190,192,C,4,24,Ambient,C4A,No,Kosciuszko Summit,6,6,Good,11,25,Apr-16,42461,1,1,54,8,0.803,21.8,0.3849,0.2642,0.1207,0.1578,0.1064,3,8.696,2.898666667,81.72932331,192,6,6,Kosciuszko Summitt,-0.954771719,-1.331048887,-2.114447151,9.040427164,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Ambient conditions
4191,190,C,4,24,Ambient,C4A,So,Snowy River,5,25,Good,11,25,Apr-16,42461,1,1,37,8,0.807,21.8,1.1119,0.6164,0.4955,0.4093,0.2071,3,15.19,5.063333333,73.34620956,190,5,25,Snowy River,0.106070264,-0.483859176,-0.702187925,8.564240162,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Ambient conditions
4194,195,C,5,25,Warmed,C5W,No,Seamans Hut,10,40,Good,11,25,Apr-16,42461,1,1,35,5,0.814,11.3,0.4712,0.2817,0.1895,0.1739,0.10780000000000001,3,8.949,2.983,83.0148423,195,10,40,Seamans Hut,-0.752472647,-1.266912604,-1.663366254,9.11124812,Yes,2,4*,-9.7,Yes,0.798,0.778,0.00348,0.00255,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Seamans Hut grown under Warmed conditions
4197,198,C,5,25,Ambient,C5A,Ea,Snowy River,9,29,Good,11,25,Apr-16,42461,1,1,40,6,0.811,16.6,0.4774,0.3405,0.1369,0.224,0.1165,3,8.244,2.748,70.7639485,198,9,29,Snowy River,-0.739400565,-1.077340153,-1.988504547,8.412131032,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Ambient conditions
4198,196,C,5,25,Ambient,C5A,No,Seamans Hut,10,40,Good,11,25,Apr-16,42461,1,1,72,4,0.828,16.6,0.1385,0.0946,0.0439,0.0524,0.0422,2,3.529,1.7645,83.62559242,196,10,40,Seamans Hut,-1.976884953,-2.358097803,-3.125840959,9.144702971,Yes,2,4+,-10.68,Yes,0.796,0.565,0.00364,0.00232,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Seamans Hut grown under Ambient conditions
4202,205,C,6,26,Ambient,C6A,No,Snowy River,3,23,Good,11,25,Apr-16,42461,1,0,29,6,0.812,19.3,0.9512,0.7221,0.2291,0.1201,0.602,3,4.851,1.617,8.058139535,205,3,23,Snowy River,-0.050030934,-0.325591646,-1.47359669,2.838686234,Yes,2,7*,-9.53,Yes,0.794,0.733,0.00388,0.00257,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Ambient conditions
4206,206,C,6,26,Warmed,C6W,No,Snowy River,3,23,Good,11,25,Apr-16,42461,1,1,42,6,0.811,8,0.8919,0.4867,0.4052,0.2729,0.2138,3,14.984,4.994666667,70.08419083,206,3,23,Snowy River,-0.11440126,-0.720107362,-0.903374507,8.371630118,Yes,2,3*,NA,No,0.706,0.73,0.00401,0.00267,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Warmed conditions
