Species,Date,Temp,CO2,Water,Organ,Potnum,SolSugW (mg g-1 DW),StarchW (mg g-1 DW)
C. rhomboidea,16/10/2012,Amb,640,Wet,leaf,656,86.086,40.97297297
C. rhomboidea,16/10/2012,Amb,640,Wet,leaf,656,75.2752,13.86635945
C. rhomboidea,16/10/2012,Amb,640,Wet,stem,656,21.3082,4.839130435
C. rhomboidea,16/10/2012,Amb,640,Wet,root,656,29.0409,3.199115044
C. rhomboidea,16/10/2012,Amb,640,Dry,leaf,658,107.5642,2.586206897
C. rhomboidea,16/10/2012,Amb,640,Dry,stem,658,79.1192,2.327586207
C. rhomboidea,16/10/2012,Amb,640,Dry,root,658,34.3779,2.142857143
P. radiata,26/03/2012,Elv,640,Wet,leaf,329,47.3453,20.54666667
P. radiata,26/03/2012,Elv,640,Wet,stem,329,30.483,6.211453744
P. radiata,26/03/2012,Elv,640,Wet,root,329,9.69,1.682926829
P. radiata,26/03/2012,Elv,640,Wet,leaf,330,28.1359,6.982978723
P. radiata,26/03/2012,Elv,640,Wet,stem,330,25.4559,3.480519481
P. radiata,26/03/2012,Elv,640,Wet,root,330,9.0271,3.181395349
P. radiata,26/03/2012,Elv,640,Wet,leaf,338,31.056,7.188679245
P. radiata,26/03/2012,Elv,640,Wet,stem,338,26.7692,2.56561086
P. radiata,26/03/2012,Elv,640,Wet,root,338,9.5467,5.256097561
P. radiata,26/03/2012,Elv,400,Wet,leaf,422,40.014,11.02666667
P. radiata,26/03/2012,Elv,400,Wet,stem,422,30.4817,7.152892562
P. radiata,26/03/2012,Elv,400,Wet,root,422,11.9427,5.119834711
P. radiata,26/03/2012,Elv,400,Wet,leaf,423,30.9829,8.358078603
P. radiata,26/03/2012,Elv,400,Wet,stem,423,35.3976,2.664
P. radiata,26/03/2012,Elv,400,Wet,root,423,15.2224,2.947598253
P. radiata,26/03/2012,Elv,400,Wet,leaf,431,28.3226,6.76097561
P. radiata,26/03/2012,Elv,400,Wet,stem,431,27.9274,5.94
P. radiata,26/03/2012,Elv,400,Wet,root,431,8.5581,2.148305085
P. radiata,26/03/2012,Amb,400,Wet,leaf,530,36.9113,9.509174312
P. radiata,26/03/2012,Amb,400,Wet,stem,530,28.9536,7.565789474
P. radiata,26/03/2012,Amb,400,Wet,root,530,11.0059,5.305882353
P. radiata,26/03/2012,Amb,400,Wet,leaf,533,29.5097,6.316455696
P. radiata,26/03/2012,Amb,400,Wet,stem,533,25.4506,6.700440529
P. radiata,26/03/2012,Amb,400,Wet,root,533,12.8854,5.986607143
P. radiata,26/03/2012,Amb,400,Wet,leaf,534,21.1549,7.802690583
P. radiata,26/03/2012,Amb,400,Wet,stem,534,16.7383,3.971311475
P. radiata,26/03/2012,Amb,400,Wet,root,534,12.4743,1.430962343
P. radiata,26/03/2012,Amb,640,Wet,leaf,624,21.6613,7.704545455
P. radiata,26/03/2012,Amb,640,Wet,stem,624,21.7298,3.495535714
P. radiata,26/03/2012,Amb,640,Wet,root,624,7.7019,1.772727273
P. radiata,26/03/2012,Amb,640,Wet,leaf,630,29.4099,9.486111111
P. radiata,26/03/2012,Amb,640,Wet,stem,630,36.3131,2.928286853
P. radiata,26/03/2012,Amb,640,Wet,root,630,11.1358,5.174418605
P. radiata,26/03/2012,Amb,640,Wet,leaf,639,22.7743,5.36637931
P. radiata,26/03/2012,Amb,640,Wet,stem,639,20.8329,7.324675325
P. radiata,26/03/2012,Amb,640,Wet,root,639,11.2154,3.353658537
P. radiata,16/10/2012,Elv,640,Wet,leaf,321,49.9068,9.082191781
P. radiata,16/10/2012,Elv,640,Wet,stem,321,33.2114,2.949579832
P. radiata,16/10/2012,Elv,640,Wet,root,321,35.3792,1.310679612
P. radiata,16/10/2012,Elv,640,Wet,leaf,323,43.5313,6.884615385
P. radiata,16/10/2012,Elv,640,Wet,stem,323,30.7125,1.956
P. radiata,16/10/2012,Elv,640,Wet,root,323,29.0484,1.68
P. radiata,16/10/2012,Elv,640,Dry,leaf,324,35.9564,3.616438356
P. radiata,16/10/2012,Elv,640,Dry,stem,324,33.3642,3.657024793
P. radiata,16/10/2012,Elv,640,Dry,root,324,28.4102,1.449760766
P. radiata,16/10/2012,Elv,640,Dry,leaf,327,34.2405,3.940677966
P. radiata,16/10/2012,Elv,640,Dry,stem,327,15.3602,5.263636364
P. radiata,16/10/2012,Elv,640,Dry,root,327,15.7637,3.128571429
P. radiata,16/10/2012,Elv,640,Dry,leaf,331,40.5511,3.819327731
P. radiata,16/10/2012,Elv,640,Dry,stem,331,24.9359,2.564102564
P. radiata,16/10/2012,Elv,640,Dry,root,331,25.4633,1.407894737
P. radiata,16/10/2012,Elv,640,Wet,leaf,333,59.7038,6.77184466
P. radiata,16/10/2012,Elv,640,Wet,stem,333,29.2747,1.086419753
P. radiata,16/10/2012,Elv,640,Wet,root,333,32.6094,1.325
P. radiata,16/10/2012,Elv,640,Wet,leaf,335,41.9527,5.032258065
P. radiata,16/10/2012,Elv,640,Wet,stem,335,25.5976,1.945945946
P. radiata,16/10/2012,Elv,640,Wet,root,335,23.2285,3.892857143
P. radiata,16/10/2012,Elv,640,Dry,leaf,336,40.6763,2.706666667
P. radiata,16/10/2012,Elv,640,Dry,stem,336,26.6974,2.904
P. radiata,16/10/2012,Elv,640,Dry,root,336,32.3042,1.5
P. radiata,16/10/2012,Elv,400,Wet,leaf,427,36.8194,6.946058091
P. radiata,16/10/2012,Elv,400,Wet,stem,427,27.2975,1.423728814
P. radiata,16/10/2012,Elv,400,Wet,root,427,26.2299,1.287449393
P. radiata,16/10/2012,Elv,400,Dry,leaf,428,39.8143,3.388059701
P. radiata,16/10/2012,Elv,400,Dry,stem,428,25.3052,3.725
P. radiata,16/10/2012,Elv,400,Dry,root,428,18.5508,1.821917808
P. radiata,16/10/2012,Elv,400,Wet,leaf,429,54.2987,3.985294118
P. radiata,16/10/2012,Elv,400,Wet,stem,429,31.042,1.426666667
P. radiata,16/10/2012,Elv,400,Wet,root,429,20.2842,1.151020408
P. radiata,16/10/2012,Elv,400,Dry,leaf,433,38.4832,2.890410959
P. radiata,16/10/2012,Elv,400,Dry,stem,433,28.6633,2.860465116
P. radiata,16/10/2012,Elv,400,Dry,root,433,30.6806,3.662337662
P. radiata,16/10/2012,Elv,400,Dry,leaf,435,45.2345,4.591549296
P. radiata,16/10/2012,Elv,400,Dry,stem,435,26.6214,3.409090909
P. radiata,16/10/2012,Elv,400,Dry,root,435,14.1696,0.586956522
P. radiata,16/10/2012,Elv,400,Dry,leaf,436,39.5914,4.607655502
P. radiata,16/10/2012,Elv,400,Dry,stem,436,15.9562,3.308035714
P. radiata,16/10/2012,Elv,400,Dry,root,436,10.3763,4.135514019
P. radiata,16/10/2012,Elv,400,Wet,leaf,437,40.4904,2.959276018
P. radiata,16/10/2012,Elv,400,Wet,stem,437,24.4984,1.986486486
P. radiata,16/10/2012,Elv,400,Wet,root,437,28.6073,1.689795918
P. radiata,16/10/2012,Elv,400,Wet,leaf,440,42.2556,2.726027397
P. radiata,16/10/2012,Elv,400,Wet,stem,440,29.4411,2
P. radiata,16/10/2012,Elv,400,Wet,root,440,31.9678,2.560669456
P. radiata,16/10/2012,Amb,400,Dry,leaf,521,47.3499,3.943661972
P. radiata,16/10/2012,Amb,400,Dry,stem,521,28.2922,3.198347107
P. radiata,16/10/2012,Amb,400,Dry,root,521,34.2221,3.537735849
P. radiata,16/10/2012,Amb,400,Wet,leaf,524,28.9566,2.294820717
P. radiata,16/10/2012,Amb,400,Wet,stem,524,32.4966,1.014084507
P. radiata,16/10/2012,Amb,400,Wet,root,524,26.2826,3.688073394
P. radiata,16/10/2012,Amb,400,Wet,leaf,527,37.9039,2.424107143
P. radiata,16/10/2012,Amb,400,Wet,stem,527,28.0348,1.337662338
P. radiata,16/10/2012,Amb,400,Wet,root,527,20.5562,2.042016807
P. radiata,16/10/2012,Amb,400,Wet,leaf,529,40.1412,4.622727273
P. radiata,16/10/2012,Amb,400,Wet,stem,529,31.4118,1.699115044
P. radiata,16/10/2012,Amb,400,Wet,root,529,18.4864,1.43373494
P. radiata,16/10/2012,Amb,400,Dry,leaf,535,37.0865,4.95215311
P. radiata,16/10/2012,Amb,400,Dry,stem,535,21.0049,4.261363636
P. radiata,16/10/2012,Amb,400,Dry,root,535,26.1435,4.56
P. radiata,16/10/2012,Amb,400,Dry,leaf,536,37.2149,2.409638554
P. radiata,16/10/2012,Amb,400,Dry,stem,536,16.1012,2.785714286
P. radiata,16/10/2012,Amb,400,Dry,root,536,20.2183,3.359447005
P. radiata,16/10/2012,Amb,400,Dry,leaf,539,40.2083,4.147465438
P. radiata,16/10/2012,Amb,400,Dry,stem,539,19.8211,5
P. radiata,16/10/2012,Amb,400,Dry,root,539,17.5712,2.350649351
P. radiata,16/10/2012,Amb,400,Wet,leaf,540,30.1266,6.635135135
P. radiata,16/10/2012,Amb,400,Wet,stem,540,23.2384,1.959677419
P. radiata,16/10/2012,Amb,400,Wet,root,540,28.5391,2.928286853
P. radiata,16/10/2012,Amb,640,Wet,leaf,621,61.2417,14.08108108
P. radiata,16/10/2012,Amb,640,Wet,stem,621,25.2684,1.565853659
P. radiata,16/10/2012,Amb,640,Wet,root,621,34.6664,2.435897436
P. radiata,16/10/2012,Amb,640,Dry,leaf,625,43.354,3.965346535
P. radiata,16/10/2012,Amb,640,Dry,stem,625,25.3903,3.151162791
P. radiata,16/10/2012,Amb,640,Dry,root,625,32.9794,3.434210526
P. radiata,16/10/2012,Amb,640,Wet,leaf,626,41.8507,8.842857143
P. radiata,16/10/2012,Amb,640,Wet,stem,626,23.5261,2.850622407
P. radiata,16/10/2012,Amb,640,Wet,root,626,20.3509,2.019230769
P. radiata,16/10/2012,Amb,640,Wet,leaf,627,40.6342,6.285714286
P. radiata,16/10/2012,Amb,640,Wet,stem,627,22.083,3.671232877
P. radiata,16/10/2012,Amb,640,Wet,root,627,23.8983,2.835616438
P. radiata,16/10/2012,Amb,640,Dry,leaf,631,37.3554,3.516
P. radiata,16/10/2012,Amb,640,Dry,stem,631,20.5176,2.793103448
P. radiata,16/10/2012,Amb,640,Dry,root,631,27.6425,1.266233766
P. radiata,16/10/2012,Amb,640,Dry,leaf,634,43.4708,3.013100437
P. radiata,16/10/2012,Amb,640,Dry,stem,634,27.7784,2.839506173
P. radiata,16/10/2012,Amb,640,Dry,root,634,46.7882,2.618644068
P. radiata,16/10/2012,Amb,640,Dry,leaf,636,42.5535,4.636363636
P. radiata,16/10/2012,Amb,640,Dry,stem,636,27.7747,5.061728395
P. radiata,16/10/2012,Amb,640,Dry,root,636,42.761,0.980487805
P. radiata,16/10/2012,Amb,640,Wet,leaf,640,43.6667,3.41025641
P. radiata,16/10/2012,Amb,640,Wet,stem,640,27.5883,2.384937238
P. radiata,16/10/2012,Amb,640,Wet,root,640,26.5392,2.932735426
