Species,Date,Day,Temp,CO2,Water,Potnum,Photo (umol m-2 s-1),Cond (mol m-2 s-1),Ci (umol mol-1),Trmmol (mmol m-2 s-1),VpdL (kPa),CiCa,Rdark (umol m-2 s-1)
P. radiata,26/06/2012,93,Elv,400,Dry,436,0,0,,,,,0.365815086
P. radiata,26/06/2012,93,Amb,400,Wet,540,,,,,,,0.775504646
P. radiata,26/06/2012,93,Amb,400,Wet,524,,,,,,,0.679501252
P. radiata,26/06/2012,93,Amb,400,Wet,527,,,,,,,0.667096955
P. radiata,26/06/2012,93,Amb,640,Wet,640,,,,,,,1.101610211
P. radiata,26/06/2012,93,Amb,640,Wet,621,,,,,,,0.279917746
P. radiata,26/06/2012,93,Amb,640,Wet,626,,,,,,,0.236407502
P. radiata,26/06/2012,93,Elv,640,Wet,335,,,,,,,0.870966066
P. radiata,26/06/2012,93,Elv,640,Wet,333,,,,,,,0.66141817
P. radiata,26/06/2012,93,Elv,640,Wet,323,,,,,,,0.745653904
P. radiata,26/06/2012,93,Elv,400,Wet,437,,,,,,,1.067399456
P. radiata,26/06/2012,93,Elv,400,Wet,429,,,,,,,0.734720873
P. radiata,26/06/2012,93,Elv,400,Wet,427,,,,,,,0.919549094
P. radiata,9/07/2012,106,Amb,400,Dry,526,0,0,,,,,0.639500068
P. radiata,9/07/2012,106,Amb,400,Dry,536,0,0,,,,,1.113927722
P. radiata,9/07/2012,106,Amb,400,Dry,525,0,0,,,,,0.919039102
P. radiata,9/07/2012,106,Amb,400,Dry,539,0,0,,,,,1.207428304
P. radiata,9/07/2012,106,Amb,640,Dry,625,0,0,,,,,0.356836609
P. radiata,9/07/2012,106,Amb,640,Dry,638,0,0,,,,,0.640900568
P. radiata,9/07/2012,106,Amb,640,Dry,632,0,0,,,,,0.386718048
P. radiata,9/07/2012,106,Elv,640,Dry,328,0,0,,,,,0.134466009
P. radiata,9/07/2012,106,Elv,640,Dry,331,0,0,,,,,0.096227125
P. radiata,9/07/2012,106,Elv,640,Dry,326,0,0,,,,,0.110317246
P. radiata,9/07/2012,106,Elv,400,Dry,421,0,0,,,,,0.088039925
P. radiata,9/07/2012,106,Elv,400,Dry,424,0,0,,,,,0.08779432
P. radiata,9/07/2012,106,Elv,400,Dry,428,0,0,,,,,0.052956303
P. radiata,9/07/2012,106,Amb,400,Wet,540,,,,,,,0.710321932
P. radiata,9/07/2012,106,Amb,400,Wet,524,,,,,,,1.054176661
P. radiata,9/07/2012,106,Amb,400,Wet,527,,,,,,,1.022155642
P. radiata,9/07/2012,106,Amb,640,Wet,640,,,,,,,0.828457251
P. radiata,9/07/2012,106,Amb,640,Wet,621,,,,,,,0.817082704
P. radiata,9/07/2012,106,Amb,640,Wet,626,,,,,,,0.698914677
P. radiata,9/07/2012,106,Elv,640,Wet,335,,,,,,,0.820435378
P. radiata,9/07/2012,106,Elv,640,Wet,323,,,,,,,0.626247544
P. radiata,9/07/2012,106,Elv,640,Wet,333,,,,,,,0.773849063
P. radiata,9/07/2012,106,Elv,400,Wet,437,,,,,,,1.076859069
P. radiata,9/07/2012,106,Elv,400,Wet,429,,,,,,,0.661805581
P. radiata,9/07/2012,106,Elv,400,Wet,427,,,,,,,0.953494931
P. radiata,25/07/2012,122,Amb,400,Dry,539,0,0,,,,,0.391085459
P. radiata,25/07/2012,122,Amb,400,Dry,521,0,0,,,,,0.192931851
P. radiata,25/07/2012,122,Amb,400,Dry,536,0,0,,,,,0.199769556
P. radiata,25/07/2012,122,Amb,640,Dry,631,0,0,,,,,0.454889446
P. radiata,25/07/2012,122,Amb,640,Dry,636,0,0,,,,,0.016090969
P. radiata,25/07/2012,122,Amb,640,Dry,634,0,0,,,,,0.163484347
P. radiata,25/07/2012,122,Amb,640,Dry,625,0,0,,,,,0.102453315
P. radiata,25/07/2012,122,Elv,640,Dry,,0,,,,,,0
P. radiata,25/07/2012,122,Elv,400,Dry,,0,,,,,,0
P. radiata,25/07/2012,122,Amb,400,Wet,527,,,,,,,0.582282395
P. radiata,25/07/2012,122,Amb,400,Wet,529,,,,,,,0.749787776
P. radiata,25/07/2012,122,Amb,400,Wet,524,,,,,,,0.585351203
P. radiata,25/07/2012,122,Amb,640,Wet,621,,,,,,,0.505152609
P. radiata,25/07/2012,122,Amb,640,Wet,627,,,,,,,0.615406549
P. radiata,25/07/2012,122,Amb,640,Wet,640,,,,,,,0.559379155
P. radiata,8/08/2012,136,Amb,400,Dry,,0,0,,,,,0
P. radiata,8/08/2012,136,Amb,400,Dry,,0,0,,,,,0
P. radiata,8/08/2012,136,Amb,640,Dry,631,0,0,,,,,0.078209176
P. radiata,8/08/2012,136,Amb,640,Dry,636,0,0,,,,,0.01
P. radiata,8/08/2012,136,Amb,640,Dry,625,0,0,,,,,0.046329455
P. radiata,8/08/2012,136,Amb,640,Wet,626,,,,,,,1.200089495
P. radiata,8/08/2012,136,Amb,640,Wet,621,,,,,,,0.723082777
P. radiata,8/08/2012,136,Amb,640,Wet,640,,,,,,,0.662900051
