Sannantha virgata,match_06_known,Sannantha virgata,,,
Scabiosa atropurpurea,match_06_known,Scabiosa atropurpurea,,,
Setaria rara,match_06_known,Setaria rara,,,
Siloxerus tomentosus,match_06_known,Siloxerus tomentosus,,,
Styphelia kingiana,match_06_known,Styphelia kingiana,,,
Tropidia curculigoides,match_06_known,Tropidia curculigoides,,,
Ziziphus jujuba,match_06_known,Ziziphus jujuba,,,
Androstoma verticillatum,match_07_fuzzy_accepted,Androstoma verticillata,,,
Arnocrinum preisii,match_07_fuzzy_accepted,Arnocrinum preissii,,,
Ornduffia parnassiifolia,match_07_fuzzy_accepted,Ornduffia parnassifolia,,,
Pachycladon radicatum,match_07_fuzzy_accepted,Pachycladon radicata,,,
Psydrax odoratus,match_07_fuzzy_accepted,Psydrax odorata,,,
Trema orientale,match_07_fuzzy_accepted,Trema orientalis,,,
Rhamnus japonica,match_07_fuzzy_known,Rhamnus javanica,,,
Cynometra lenticellata,match_08_APNI,Cynometra lenticellata,,,
Cyperus mindorensis,match_08_APNI,Cyperus mindorensis,,,
Epilobium parviflorum,match_08_APNI,Epilobium parviflorum,,,
Eragrostis lilliputiana,match_08_APNI,Eragrostis lilliputiana,,,
Eragrostis wiseana,match_08_APNI,Eragrostis wiseana,,,
Gunnera manicata,match_08_APNI,Gunnera manicata,,,
Hydrocharis laevigata,match_08_APNI,Hydrocharis laevigata,,,
Neurachne muelleri,match_08_APNI,Neurachne muelleri,,,
Siphonodon celastrineus,match_08_APNI,Siphonodon celastrineus,,,
Dendrocnide stimulans,match_10_fuzzy_accepted,Dendrocnide sinuata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:851473-1,SE Asia,no found by NSL
Batis maritima,match_10_fuzzy_known,Beta maritima,Batis maritima L. | Plants of the World Online | Kew Science,Americas,no found by NSL
Elaeocarpus dognyensis,match_10_fuzzy_known,Elaeocarpus donianus,Elaeocarpus dognyensis Guillaumin | Plants of the World Online | Kew Science,New Caledonia,no found by NSL
Zehneria scabra,match_16_fuzzy_APNI,Zehneria scabrella,,,no found by NSL
Acalypha spiciflora,match_20_accepted,Acalypha sp. [Acalypha spiciflora; eFLOWER_Dun_2022],,,no found by NSL
Aeginetia indica,match_20_accepted,Aeginetia sp. [Aeginetia indica; eFLOWER_Dun_2022],Aeginetia indica L. | Plants of the World Online | Kew Science,PNG,no found by NSL
Albizia kalkora,match_20_accepted,Albizia sp. [Albizia kalkora; eFLOWER_Dun_2022],Albizia kalkora (Roxb.) Prain | Plants of the World Online | Kew Science,SE Asia,no found by NSL
Alocasia odora,match_20_accepted,Alocasia sp. [Alocasia odora; eFLOWER_Dun_2022],Alocasia odora (G.Lodd.) Spach | Plants of the World Online | Kew Science,India,no found by NSL
Amorphophallus longituberosus,match_20_accepted,Amorphophallus sp. [Amorphophallus longituberosus; eFLOWER_Dun_2022],,,no found by NSL
Anisotome haastii,match_20_accepted,Anisotome sp. [Anisotome haastii; eFLOWER_Dun_2022],,,no found by NSL
Anoectochilus roxburghii,match_20_accepted,Anoectochilus sp. [Anoectochilus roxburghii; eFLOWER_Dun_2022],,,no found by NSL
Apostasia nuda,match_20_accepted,Apostasia sp. [Apostasia nuda; eFLOWER_Dun_2022],,,no found by NSL
Aristotelia fruticosa,match_20_accepted,Aristotelia sp. [Aristotelia fruticosa; eFLOWER_Dun_2022],,,no found by NSL
Artabotrys rufus,match_20_accepted,Artabotrys sp. [Artabotrys rufus; eFLOWER_Dun_2022],,,no found by NSL
Asparagus cochinchinensis,match_20_accepted,Asparagus sp. [Asparagus cochinchinensis; eFLOWER_Dun_2022],,,no found by NSL
Beilschmiedia tsangii,match_20_accepted,Beilschmiedia sp. [Beilschmiedia tsangii; eFLOWER_Dun_2022],,,no found by NSL
Biancaea sappan,match_20_accepted,Biancaea sp. [Biancaea sappan; eFLOWER_Dun_2022],,,no found by NSL
Boehmeria burgeriana,match_20_accepted,Boehmeria sp. [Boehmeria burgeriana; eFLOWER_Dun_2022],,,no found by NSL
Bothriochloa ischaemum,match_20_accepted,Bothriochloa sp. [Bothriochloa ischaemum; eFLOWER_Dun_2022],,,no found by NSL
Calophyllum brasiliense,match_20_accepted,Calophyllum sp. [Calophyllum brasiliense; eFLOWER_Dun_2022],,,no found by NSL
Ceropegia glabriflora,match_20_accepted,Ceropegia sp. [Ceropegia glabriflora; eFLOWER_Dun_2022],,,no found by NSL
Coccinia sessilifolia,match_20_accepted,Coccinia sp. [Coccinia sessilifolia; eFLOWER_Dun_2022],,,no found by NSL
Costus woodsonii,match_20_accepted,Costus sp. [Costus woodsonii; eFLOWER_Dun_2022],,,no found by NSL
Cucumis prophetarum,match_20_accepted,Cucumis sp. [Cucumis prophetarum; eFLOWER_Dun_2022],,,no found by NSL
Cyclophyllum barbatum,match_20_accepted,Cyclophyllum sp. [Cyclophyllum barbatum; eFLOWER_Dun_2022],,,no found by NSL
Cymodocea nodosa,match_20_accepted,Cymodocea sp. [Cymodocea nodosa; eFLOWER_Dun_2022],,,no found by NSL
Dendrobium ellipsophyllum,match_20_accepted,Dendrobium sp. [Dendrobium ellipsophyllum; eFLOWER_Dun_2022],,,no found by NSL
Dendrolobium triangulare,match_20_accepted,Dendrolobium sp. [Dendrolobium triangulare; eFLOWER_Dun_2022],,,no found by NSL
Deplanchea speciosa,match_20_accepted,Deplanchea sp. [Deplanchea speciosa; eFLOWER_Dun_2022],,,no found by NSL
Endiandra macrophylla,match_20_accepted,Endiandra sp. [Endiandra macrophylla; eFLOWER_Dun_2022],,,no found by NSL
Entada abyssinica,match_20_accepted,Entada sp. [Entada abyssinica; eFLOWER_Dun_2022],,,no found by NSL
Floscopa glomerata,match_20_accepted,Floscopa sp. [Floscopa glomerata; eFLOWER_Dun_2022],,,no found by NSL
Gentiana cruciata,match_20_accepted,Gentiana sp. [Gentiana cruciata; eFLOWER_Dun_2022],,,no found by NSL
Gossia clusioides,match_20_accepted,Gossia sp. [Gossia clusioides; eFLOWER_Dun_2022],,,no found by NSL
Gouania mauritiana,match_20_accepted,Gouania sp. [Gouania mauritiana; eFLOWER_Dun_2022],,,no found by NSL
Grewia flavescens,match_20_accepted,Grewia sp. [Grewia flavescens; eFLOWER_Dun_2022],,,no found by NSL
Gymnosporia buxifolia,match_20_accepted,Gymnosporia sp. [Gymnosporia buxifolia; eFLOWER_Dun_2022],,,no found by NSL
Hedyotis nodulosa,match_20_accepted,Hedyotis sp. [Hedyotis nodulosa; eFLOWER_Dun_2022],,,no found by NSL
Helicteres baruensis,match_20_accepted,Helicteres sp. [Helicteres baruensis; eFLOWER_Dun_2022],,,no found by NSL
Hydnocarpus annamensis,match_20_accepted,Hydnocarpus sp. [Hydnocarpus annamensis; eFLOWER_Dun_2022],,,no found by NSL
Hymenachne felliana,match_20_accepted,Hymenachne sp. [Hymenachne felliana; eFLOWER_Dun_2022],,,no found by NSL
Intsia palembanica,match_20_accepted,Intsia sp. [Intsia palembanica; eFLOWER_Dun_2022],,,no found by NSL
Laportea canadensis,match_20_accepted,Laportea sp. [Laportea canadensis; eFLOWER_Dun_2022],,,no found by NSL
Lindernia dubia,match_20_accepted,Lindernia sp. [Lindernia dubia; eFLOWER_Dun_2022],,,no found by NSL
Lophatherum sinense,match_20_accepted,Lophatherum sp. [Lophatherum sinense; eFLOWER_Dun_2022],,,no found by NSL
Luzula elegans,match_20_accepted,Luzula sp. [Luzula elegans; eFLOWER_Dun_2022],,,no found by NSL
Maytenus boaria,match_20_accepted,Maytenus sp. [Maytenus boaria; eFLOWER_Dun_2022],,,no found by NSL
Meryta sinclairii,match_20_accepted,Meryta sp. [Meryta sinclairii; eFLOWER_Dun_2022],,,no found by NSL
Millettia grandis,match_20_accepted,Millettia sp. [Millettia grandis; eFLOWER_Dun_2022],,,no found by NSL
Monoon erianthoides,match_20_accepted,Monoon sp. [Monoon erianthoides; eFLOWER_Dun_2022],,,no found by NSL
Murdannia divergens,match_20_accepted,Murdannia sp. [Murdannia divergens; eFLOWER_Dun_2022],,,no found by NSL
Neoalsomitra sarcophylla,match_20_accepted,Neoalsomitra sp. [Neoalsomitra sarcophylla; eFLOWER_Dun_2022],,,no found by NSL
Nothofagus obliqua,match_20_accepted,Nothofagus sp. [Nothofagus obliqua; eFLOWER_Dun_2022],,,no found by NSL
Ottelia acuminata,match_20_accepted,Ottelia sp. [Ottelia acuminata; eFLOWER_Dun_2022],,,no found by NSL
Peperomia fraseri,match_20_accepted,Peperomia sp. [Peperomia fraseri; eFLOWER_Dun_2022],,,no found by NSL
Pilostyles aethiopica,match_20_accepted,Pilostyles sp. [Pilostyles aethiopica; eFLOWER_Dun_2022],,,no found by NSL
Pittosporum illicioides,match_20_accepted,Pittosporum sp. [Pittosporum illicioides; eFLOWER_Dun_2022],,,no found by NSL
Platostoma coloratum,match_20_accepted,Platostoma sp. [Platostoma coloratum; eFLOWER_Dun_2022],,,no found by NSL
Pollia condensata,match_20_accepted,Pollia sp. [Pollia condensata; eFLOWER_Dun_2022],,,no found by NSL
Pomaderris rugosa,match_20_accepted,Pomaderris sp. [Pomaderris rugosa; eFLOWER_Dun_2022],,,no found by NSL
Potamogeton wrightii,match_20_accepted,Potamogeton sp. [Potamogeton wrightii; eFLOWER_Dun_2022],,,no found by NSL
Premna microphylla,match_20_accepted,Premna sp. [Premna microphylla; eFLOWER_Dun_2022],,,no found by NSL
Pternandra multiflora,match_20_accepted,Pternandra sp. [Pternandra multiflora; eFLOWER_Dun_2022],,,no found by NSL
Rothia hirsuta,match_20_accepted,Rothia sp. [Rothia hirsuta; eFLOWER_Dun_2022],,,no found by NSL
Ruellia bignoniiflora,match_20_accepted,Ruellia sp. [Ruellia bignoniiflora; eFLOWER_Dun_2022],,,no found by NSL
Sageretia thea,match_20_accepted,Sageretia sp. [Sageretia thea; eFLOWER_Dun_2022],,,no found by NSL
Sarcanthopsis praealta,match_20_accepted,Sarcanthopsis sp. [Sarcanthopsis praealta; eFLOWER_Dun_2022],,,no found by NSL
Schoenoplectiella senegalensis,match_20_accepted,Schoenoplectiella sp. [Schoenoplectiella senegalensis; eFLOWER_Dun_2022],,,no found by NSL
Scindapsus coriaceus,match_20_accepted,Scindapsus sp. [Scindapsus coriaceus; eFLOWER_Dun_2022],,,no found by NSL
Senegalia senegal,match_20_accepted,Senegalia sp. [Senegalia senegal; eFLOWER_Dun_2022],,,no found by NSL
Stigmaphyllon jatrophifolium,match_20_accepted,Stigmaphyllon sp. [Stigmaphyllon jatrophifolium; eFLOWER_Dun_2022],,,no found by NSL
Storckiella neocaledonica,match_20_accepted,Storckiella sp. [Storckiella neocaledonica; eFLOWER_Dun_2022],,,no found by NSL
Thunbergia capensis,match_20_accepted,Thunbergia sp. [Thunbergia capensis; eFLOWER_Dun_2022],,,no found by NSL
Vigna juruana,match_20_accepted,Vigna sp. [Vigna juruana; eFLOWER_Dun_2022],,,no found by NSL
Xylopia peruviana,match_20_accepted,Xylopia sp. [Xylopia peruviana; eFLOWER_Dun_2022],,,no found by NSL
Xyris jupicai,match_20_accepted,Xyris sp. [Xyris jupicai; eFLOWER_Dun_2022],,,no found by NSL
