genus,species,binomial,growth form,longevity,min height (m),max height (m),min leaf length (mm),max leaf length (mm),min leaf width (mm),max leaf width (mm),leaf shape,leaf type
Brachysema,sericeum,Brachysema sericeum,shrub,perennial,,1.2,10,50,10,30,elliptic,simple
Callistachys,lanceolatum,Callistachys lanceolatum,shrub,perennial,,8,40,170,4,30,elliptic,simple
Chorizema,cordatum,Chorizema cordatum,shrub,perennial,,1.5,25,70,17,50,elliptic,simple
Chorizema,ilicifolium,Chorizema ilicifolium,shrub,perennial,,0.5,14,40,6,25,elliptic,simple
Chorizema,nanum,Chorizema nanum,shrub,perennial,,0.3,20,60,12,30,elliptic,simple
Chorizema,retrorsum,Chorizema retrorsum,shrub,perennial,,,35,100,8,45,elliptic,simple
Chorizema,aciculare,Chorizema aciculare,shrub,perennial,,1,7,28,1,3.5,elliptic,simple
Chorizema,diversifolium,Chorizema diversifolium,shrub,perennial,,,10,95,3,20,elliptic,simple
Chorizema,glycinifolium,Chorizema glycinifolium,shrub,perennial,,0.5,15,75,1,15,elliptic,simple
Chorizema,reticulatum,Chorizema reticulatum,shrub,perennial,,0.5,9,30,2,10,elliptic,simple
Chorizema,rhombeum,Chorizema rhombeum,shrub,perennial,,0.4,6,40,4,14,elliptic,simple
Chorizema,spathulatum,Chorizema spathulatum,shrub,perennial,,0.3,7,30,2,6,elliptic,simple
Daviesia,alternifolia,Daviesia alternifolia,shrub,perennial,,0.5,20,80,3,10,elliptic,simple
Daviesia,cordata,Daviesia cordata,shrub,perennial,,2,60,150,20,60,elliptic,simple
Daviesia,elongata,Daviesia elongata,shrub,perennial,,1,50,120,5,10,elliptic,simple
Daviesia,costata,Daviesia costata,shrub,perennial,,1,50,300,0.5,10,linear,simple
Daviesia,horrida,Daviesia horrida,shrub,perennial,,2,20,150,1.5,20,elliptic,simple
Daviesia,longifolia,Daviesia longifolia,shrub,perennial,,1,40,250,1,10,linear,simple
Daviesia,rhombifolia,Daviesia rhombifolia,shrub,perennial,,0.8,9,40,5,35,elliptic,simple
Daviesia,angulata,Daviesia angulata,shrub,perennial,,1.5,10,35,1,4,elliptic,simple
Daviesia,inflata,Daviesia inflata,shrub,perennial,,1.5,5,80,1,1.5,elliptic,simple
Daviesia,physodes,Daviesia physodes,shrub,perennial,,1.8,10,55,1,10,elliptic,simple
Daviesia,preissii,Daviesia preissii,shrub,perennial,,1.8,10,55,1,10,linear,simple
Daviesia,spinosissima,Daviesia spinosissima,shrub,perennial,,2,8,20,1,1.5,elliptic,simple
Daviesia,decurrens,Daviesia decurrens,shrub,perennial,,1,5,65,1,8,elliptic,simple
Daviesia,flexuosa,Daviesia flexuosa,shrub,perennial,,2,3,55,1,3,linear,simple
Daviesia,incrassata,Daviesia incrassata,shrub,perennial,,1.3,5,35,1,2,elliptic,simple
Daviesia,major,Daviesia major,shrub,perennial,,0.7,10,210,1,1,linear,simple
Daviesia,divaricata,Daviesia divaricata,shrub,perennial,,3,1,1,1,1,elliptic,simple
Dillwynia,sp. A Perth Flora,Dillwynia sp. A Perth Flora,shrub,perennial,,1.5,6,17,0.3,0.5,elliptic,simple
Dillwynia,uncinata,Dillwynia uncinata,shrub,perennial,,2,3,12,0.5,1,elliptic,simple
Euchilopsis,linearis,Euchilopsis linearis,shrub,perennial,,1,8,35,0.7,1.3,elliptic,simple
Eutaxia,densifolia,Eutaxia densifolia,shrub,perennial,,1.5,3.5,12,1.2,4,elliptic,simple
Eutaxia,epacridoides,Eutaxia epacridoides,shrub,perennial,,1.2,8,20,1.5,4,elliptic,simple
Eutaxia,obovata,Eutaxia obovata,shrub,perennial,,2,8,27,2,6,elliptic,simple
Eutaxia,virgata,Eutaxia virgata,shrub,perennial,,1.5,3,15,0.5,1.5,elliptic,simple
Gastrolobium,bilobum,Gastrolobium bilobum,shrub,perennial,,3,15,60,3,20,elliptic,simple
Gastrolobium,brownii,Gastrolobium brownii,shrub,perennial,,3,10,30,3,9,elliptic,simple
Gastrolobium,cuneatum,Gastrolobium cuneatum,shrub,perennial,,3,12,60,2.5,10,elliptic,simple
Gastrolobium,glabratum ms,Gastrolobium glabratum ms,shrub,perennial,,1.2,10,25,9,22,elliptic,simple
Gastrolobium,spinosum,Gastrolobium spinosum,shrub,perennial,,2,10,45,10,40,elliptic,simple
Gompholobium,amplexicaule,Gompholobium amplexicaule,shrub,perennial,,0.4,15,55,3,20,elliptic,simple
Gastrolobium,confertum,Gastrolobium confertum,shrub,perennial,,1,10,20,0.2,0.5,elliptic,simple
Gastrolobium,ovatum,Gastrolobium ovatum,shrub,perennial,,0.5,17,55,15,28,elliptic,simple
Gastrolobium,marginatum,Gastrolobium marginatum,shrub,perennial,,0.3,9,20,3,9,elliptic,compound
Gastrolobium,polymorphum,Gastrolobium polymorphum,shrub,perennial,,0.4,6,45,0.5,7,elliptic,compound
Gastrolobium,scabrum,Gastrolobium scabrum,shrub,perennial,,1.5,5,20,0.5,0.6,elliptic,compound
Gastrolobium,villosum,Gastrolobium villosum,shrub,perennial,,2,5,20,1,1,elliptic,compound
Gastrolobium,capitatum,Gastrolobium capitatum,shrub,perennial,,1,5,22,0.2,0.5,elliptic,compound
Gastrolobium,knightianum,Gastrolobium knightianum,shrub,perennial,,1,5,22,0.2,0.5,elliptic,compound
Gastrolobium,preissii,Gastrolobium preissii,shrub,perennial,,1,10,18,1,3,elliptic,compound
Gastrolobium,tomentosum,Gastrolobium tomentosum,shrub,perennial,,1,6,18,0.3,0.5,elliptic,compound
Gastrolobium,venustum,Gastrolobium venustum,shrub,perennial,,0.5,7,25,0.5,1,elliptic,compound
Hardenbergia,comptoniana,Hardenbergia comptoniana,vine,perennial,,,20,130,4,45,elliptic,compound
Hovea,chorizemifolia,Hovea chorizemifolia,shrub,perennial,,0.8,15,80,8,40,elliptic,simple
Hovea,elliptica,Hovea elliptica,tree,perennial,,3,25,140,5,60,elliptic,simple
Hovea,stricta,Hovea stricta,shrub,perennial,,1,12,42,1.5,7.5,elliptic,simple
Hovea,trisperma,Hovea trisperma,shrub,perennial,,0.7,20,130,7,36,elliptic,simple
Isotropis,cuneifolia,Isotropis cuneifolia,shrub,perennial,,0.3,10,60,8,25,elliptic,simple
Jacksonia,alata,Jacksonia alata,shrub,perennial,,0.3,0,0,0,0,,simple
Jacksonia,lehmannii,Jacksonia lehmannii,shrub,perennial,,0.5,0,0,0,0,,simple
Jacksonia,sternbergiana,Jacksonia sternbergiana,tree,perennial,,4,0,0,0,0,,simple
Jacksonia,furcellata,Jacksonia furcellata,shrub,perennial,,4,0,0,0,0,,simple
Jacksonia,horrida,Jacksonia horrida,shrub,perennial,,2,0,0,0,0,,simple
Jacksonia,sparsa ms,Jacksonia sparsa ms,shrub,perennial,,1.5,0,0,0,0,,simple
Jacksonia,spinosa,Jacksonia spinosa,shrub,perennial,,2.5,0,0,0,0,,simple
Jansonia,formosa,Jansonia formosa,shrub,perennial,,3,15,75,7,22,elliptic,simple
Kennedia,carinata,Kennedia carinata,vine,perennial,,,4,35,4,35,elliptic,compound
Kennedia,coccinea,Kennedia coccinea,vine,perennial,,,15,90,6,45,elliptic,compound
Kennedia,glabrata,Kennedia glabrata,herb,perennial,,0.3,10,25,7,27,elliptic,compound
Kennedia,macrophylla,Kennedia macrophylla,vine,perennial,,50,85,35,75,,elliptic,compound
Kennedia,prostrata,Kennedia prostrata,herb,perennial,,6,80,6,52,,elliptic,compound
Latrobea,brunonis,Latrobea brunonis,shrub,perennial,,0.8,4,10,0.7,1.5,elliptic,simple
Latrobea,diosmifolia,Latrobea diosmifolia,shrub,perennial,,1.5,5,7,0.7,2,elliptic,simple
Latrobea,genistoides,Latrobea genistoides,shrub,perennial,,2,5,15,2,4,elliptic,simple
Latrobea,tenella,Latrobea tenella,shrub,perennial,,0.7,2.5,8,0.3,0.5,elliptic,simple
Mirbelia,dilatata,Mirbelia dilatata,shrub,perennial,,3,9,32,10,25,elliptic,simple
Mirbelia,ovata,Mirbelia ovata,shrub,perennial,,0.6,5,17,3,8,elliptic,simple
Nemcia,capitata,Nemcia capitata,shrub,perennial,,1,40,90,6,15,elliptic,simple
Nemcia,cordata ms,Nemcia cordata ms,shrub,perennial,,,15,35,10,22,elliptic,simple
Nemcia,coriacea,Nemcia coriacea,shrub,perennial,,2.5,25,80,6,35,elliptic,simple
Nemcia,retusa,Nemcia retusa,shrub,perennial,,3,10,35,3,14,elliptic,simple
Oxylobium,lineare,Oxylobium lineare,shrub,perennial,,3,50,160,2.5,10,elliptic,simple
Phyllota,barbata,Phyllota barbata,shrub,perennial,,1.5,3.5,13,0.7,1,elliptic,simple
Pultenaea,ochreata,Pultenaea ochreata,shrub,perennial,,2,4,30,1.5,9,elliptic,simple
Pultenaea,tenuifolia,Pultenaea tenuifolia,shrub,perennial,,0.3,4,7,0.4,0.5,elliptic,simple
Pultenaea,aspalathoides,Pultenaea aspalathoides,shrub,perennial,,1.5,5,28,0.5,3,elliptic,simple
Pultenaea,drummondii,Pultenaea drummondii,shrub,perennial,,1.2,5,17,1,4,elliptic,simple
Pultenaea,pinifolia,Pultenaea pinifolia,shrub,perennial,,3,12,45,1,2,elliptic,simple
Pultenaea,reticulata,Pultenaea reticulata,shrub,perennial,,3,7,30,1.5,8,elliptic,simple
Pultenaea,skinneri,Pultenaea skinneri,shrub,perennial,,2,4,10,1.5,3.5,elliptic,simple
Pultenaea,ericifolia,Pultenaea ericifolia,shrub,perennial,,1,3.5,12,0.5,0.5,elliptic,simple
Pultenaea,radiata,Pultenaea radiata,shrub,perennial,,0.4,6,14,0.5,0.5,elliptic,simple
Pultenaea,verruculosa,Pultenaea verruculosa,shrub,perennial,,0.6,6,16,0.5,0.5,elliptic,simple
Sphaerolobium,alatum,Sphaerolobium alatum,shrub,perennial,,0.7,0,0,0,0,,simple
Sphaerolobium,linophyllum,Sphaerolobium linophyllum,shrub,perennial,,0.3,5,25,0.5,2,elliptic,simple
Sphaerolobium,nudiflorum,Sphaerolobium nudiflorum,shrub,perennial,,0.6,4,12,1.5,4,elliptic,simple
Sphaerolobium,drummondii,Sphaerolobium drummondii,shrub,perennial,,1,0,0,0,0,,
Sphaerolobium,medium,Sphaerolobium medium,shrub,perennial,,0.8,0,0,0,0,,
Sphaerolobium,pubescens,Sphaerolobium pubescens,shrub,perennial,,0.5,0,0,0,0,,
Sphaerolobium,scabriusculum,Sphaerolobium scabriusculum,shrub,perennial,,0.6,0,0,0,0,,
Sphaerolobium,fornicatum,Sphaerolobium fornicatum,shrub,perennial,,1.2,0,0,0,0,,
Sphaerolobium,grandiflorum,Sphaerolobium grandiflorum,shrub,perennial,,1,0,0,0,0,,
Sphaerolobium,racemulosum,Sphaerolobium racemulosum,shrub,perennial,,1,0,0,0,0,,
Sphaerolobium,rostratum,Sphaerolobium rostratum,shrub,perennial,,0.8,0,0,0,0,,
Sphaerolobium,vimineum,Sphaerolobium vimineum,shrub,perennial,,1,0,0,0,0,,
Templetonia,retusa,Templetonia retusa,shrub,perennial,,4,15,60,6,26,elliptic,simple
Viminaria,juncea,Viminaria juncea,shrub,perennial,,5,3,30,0.5,1,elliptic,simple
Billardiera,floribunda,Billardiera floribunda,vine,perennial,,,60,150,5,52,elliptic,simple
Billardiera,laxiflora,Billardiera laxiflora,vine,perennial,,0.5,5,25,1,6,elliptic,simple
Billardiera,variifolia,Billardiera variifolia,vine,perennial,,,10,35,2,6,elliptic,simple
Cheiranthera,planifolia ms,Cheiranthera planifolia ms,vine,perennial,,,15,50,1,4,elliptic,simple
Marianthus,candidus,Marianthus candidus,vine,perennial,,,25,90,2,21,elliptic,simple
Marianthus,erubescens,Marianthus erubescens,vine,perennial,,,25,80,5,25,elliptic,simple
Marianthus,sp. Walpole,Marianthus sp. Walpole,vine,perennial,,,20,85,3,5,linear,simple
Marianthus,tenuis,Marianthus tenuis,vine,perennial,,,15,35,4,10,elliptic,simple
Pittosporum,phylliraeoides,Pittosporum phylliraeoides,tree,perennial,,3,20,85,6,16,elliptic,simple
Sollya,drummondii,Sollya drummondii,vine,perennial,,,8,30,1,4,elliptic,simple
Sollya,heterophylla,Sollya heterophylla,vine,perennial,,,30,50,4,18,elliptic,simple
Plantago,debilis,Plantago debilis,herb,perennial,,0.4,10,150,3,40,elliptic,simple
Comesperma,calymega,Comesperma calymega,herb,perennial,,0.45,10,35,3,20,elliptic,simple
Comesperma,ciliatum,Comesperma ciliatum,vine,perennial,,2,3,5,1,1,linear,simple
Comesperma,confertum,Comesperma confertum,shrub,perennial,,1,10,25,0.5,3,linear,simple
Comesperma,flavum,Comesperma flavum,shrub,perennial,,1,10,28,0.5,0.5,linear,simple
Comesperma,nudiusculum,Comesperma nudiusculum,herb,perennial,,0.5,3,11,0.5,0.5,elliptic,simple
Comesperma,virgatum,Comesperma virgatum,shrub,perennial,,1.5,4,17,1,2,linear,simple
Muehlenbeckia,adpressa,Muehlenbeckia adpressa,vine,perennial,,1,10,70,10,80,elliptic,simple
Persicaria,decipiens,Persicaria decipiens,herb,perennial,,1,60,150,8,28,elliptic,simple
Persicaria,hydropiper,Persicaria hydropiper,herb,annual,,1,40,140,9,28,elliptic,simple
Persicaria,prostrata,Persicaria prostrata,herb,perennial,,0.4,15,60,5,15,elliptic,simple
Calandrinia,brevipedata,Calandrinia brevipedata,herb,annual,,0.25,15,40,2,5,elliptic,simple
Calandrinia,calyptrata,Calandrinia calyptrata,herb,annual,,0.3,10,35,1.5,3,elliptic,simple
Calandrinia,corrigioloides,Calandrinia corrigioloides,herb,annual,,0.4,15,30,2,4,elliptic,simple
Calandrinia,granulifera,Calandrinia granulifera,herb,annual,,0.05,4,12,2,4,elliptic,simple
Calandrinia,liniflora,Calandrinia liniflora,herb,annual,,0.2,15,70,1,3,elliptic,simple
Samolus,junceus,Samolus junceus,herb,perennial,,0.6,20,40,3,12,elliptic,simple
Calandrinia,repens,Calandrinia repens,herb,perennial,,0.5,20,40,3,10,elliptic,simple
Acidonia,microcarpa,Acidonia microcarpa,shrub,perennial,,3,50,150,0.5,1.5,elliptic,simple
Adenanthos,barbiger,Adenanthos barbiger,shrub,perennial,,1,15,80,4,12,elliptic,simple
Adenanthos,detmoldii,Adenanthos detmoldii,shrub,perennial,,4,30,80,2,5,elliptic,simple
Adenanthos,obovatus,Adenanthos obovatus,shrub,perennial,,1.5,12,20,10,15,elliptic,simple
Adenanthos,cuneatus,Adenanthos cuneatus,shrub,perennial,,2,10,25,10,15,elliptic,simple
Adenanthos,meisneri,Adenanthos meisneri,shrub,perennial,,1,6,15,3,3,elliptic,simple
Banksia,coccinea,Banksia coccinea,tree,perennial,,5,30,90,20,70,elliptic,simple
Banksia,ilicifolia,Banksia ilicifolia,tree,perennial,,10,30,90,30,40,elliptic,simple
Banksia,meisneri,Banksia meisneri,shrub,perennial,,1.5,8,15,1,1.5,elliptic,simple
Banksia,sphaerocarpa,Banksia sphaerocarpa,shrub,perennial,,2,25,100,1.5,2,linear,simple
Banksia,littoralis,Banksia littoralis,tree,perennial,,12,100,230,4,10,linear,simple
Banksia,occidentalis,Banksia occidentalis,tree,perennial,,7,40,170,2,8,linear,simple
Banksia,seminuda,Banksia seminuda,tree,perennial,,20,30,120,6,18,linear,simple
Banksia,verticillata,Banksia verticillata,shrub,perennial,,6,30,90,7,15,elliptic,simple
Banksia,attenuata,Banksia attenuata,tree,perennial,,10,40,270,5,16,elliptic,simple
Banksia,gardneri,Banksia gardneri,shrub,perennial,,,100,400,20,60,elliptic,simple
Banksia,grandis,Banksia grandis,tree,perennial,,10,100,450,30,110,elliptic,simple
Banksia,quercifolia,Banksia quercifolia,shrub,perennial,,5,30,150,10,40,elliptic,simple
Conospermum,capitatum,Conospermum capitatum,shrub,perennial,,0.4,20,360,1,6,linear,simple
Conospermum,flexuosum,Conospermum flexuosum,shrub,perennial,,1.5,65,240,4,17,elliptic,simple
Conospermum,paniculatum,Conospermum paniculatum,shrub,perennial,,1.2,50,210,5,15,elliptic,simple
Conospermum,quadripetalum,Conospermum quadripetalum,shrub,perennial,,0.45,130,350,0.7,1,linear,simple
Conospermum,teretifolium,Conospermum teretifolium,shrub,perennial,,1.5,40,430,0.8,2.5,elliptic,simple
Conospermum,acerosum,Conospermum acerosum,shrub,perennial,,1.5,20,200,0.5,1,elliptic,simple
Conospermum,caeruleum,Conospermum caeruleum,shrub,perennial,,1,15,50,2,20,elliptic,simple
Dryandra,bipinnatifida,Dryandra bipinnatifida,shrub,perennial,,0.3,,,,,lobed,lobed
Dryandra,mimica,Dryandra mimica,shrub,perennial,,0.3,130,350,5,15,linear,simple
Dryandra,serra,Dryandra serra,shrub,perennial,,7,30,150,5,15,linear,simple
Dryandra,sessilis,Dryandra sessilis,tree,perennial,,5,30,60,20,40,elliptic,simple
Dryandra,squarrosa,Dryandra squarrosa,shrub,perennial,,4,30,90,5,12,elliptic,simple
Dryandra,arctotidis,Dryandra arctotidis,shrub,perennial,,0.3,60,200,5,10,elliptic,simple
Dryandra,armata,Dryandra armata,shrub,perennial,,1.5,20,80,8,20,elliptic,simple
Dryandra,baxteri,Dryandra baxteri,shrub,perennial,,2.5,150,350,4,6,linear,simple
Dryandra,formosa,Dryandra formosa,shrub,perennial,,4,70,160,6,11,linear,simple
Dryandra,lindleyana,Dryandra lindleyana,shrub,perennial,,0.5,60,200,3,20,linear,simple
Dryandra,nivea,Dryandra nivea,shrub,perennial,,1.3,200,450,3,10,elliptic,simple
Franklandia,fucifolia,Franklandia fucifolia,shrub,perennial,,1.6,150,,,,lobed,lobed
Franklandia,triasristata,Franklandia triasristata,shrub,perennial,,1,400,,,,lobed,lobed
Grevillea,centristigma,Grevillea centristigma,shrub,perennial,,0.6,19,28,3,7,elliptic,simple
Grevillea,fuscolutea,Grevillea fuscolutea,shrub,perennial,,2.5,30,60,7,12,elliptic,simple
Grevillea,brachystylis,Grevillea brachystylis,shrub,perennial,,0.5,50,130,5,10,elliptic,simple
Grevillea,bronwenae,Grevillea bronwenae,shrub,perennial,,1.6,60,130,5,7,elliptic,simple
Grevillea,depauperata,Grevillea depauperata,shrub,perennial,,0.4,6,30,2,10,elliptic,simple
Grevillea,leptobotrys,Grevillea leptobotrys,shrub,perennial,,0.4,20,250,,,lobed,lobed
Grevillea,maccutcheonii,Grevillea maccutcheonii,shrub,perennial,,2,12,33,6,23,lobed,lobed
Grevillea,quercifolia,Grevillea quercifolia,shrub,perennial,,0.5,25,200,10,65,elliptic,simple
Grevillea,ripicola,Grevillea ripicola,shrub,perennial,,2,10,35,,,lobed,lobed
Grevillea,sp. Scott River,Grevillea sp. Scott River,shrub,perennial,,1.2,30,50,10,25,elliptic,simple
Grevillea,cirsiifolia,Grevillea cirsiifolia,shrub,perennial,,0.3,50,210,2,30,elliptic,simple
Grevillea,diversifolia,Grevillea diversifolia,shrub,perennial,,6,15,85,1,11,elliptic,simple
Grevillea,manglesioides,Grevillea manglesioides,shrub,perennial,,4,25,55,3,25,elliptic,simple
Grevillea,occidentalis,Grevillea occidentalis,shrub,perennial,,1.5,10,70,1,8,elliptic,simple
Grevillea,papillosa,Grevillea papillosa,shrub,perennial,,1.2,20,5,1,5,elliptic,simple
Grevillea,pilulifera,Grevillea pilulifera,shrub,perennial,,1,5,75,0.5,10,elliptic,simple
Grevillea,elongata,Grevillea elongata,shrub,perennial,,2,10,40,1.5,1,elliptic,simple
Grevillea,pulchella,Grevillea pulchella,shrub,perennial,,1.5,10,20,,,lobed,lobed
Grevillea,trifida,Grevillea trifida,shrub,perennial,,1.7,10,115,,,lobed,lobed
Grevillea,vestita,Grevillea vestita,shrub,perennial,,4.5,15,55,,,lobed,lobed
Hakea,oldfieldii,Hakea oldfieldii,shrub,perennial,,2.5,15,50,1,1.5,needle,simple
Hakea,sulcata,Hakea sulcata,shrub,perennial,,2,25,120,1,1.5,needle,simple
Hakea,cyclocarpa,Hakea cyclocarpa,shrub,perennial,,2.5,70,180,7,40,elliptic,simple
Hakea,lasiantha,Hakea lasiantha,shrub,perennial,,6,25,80,7,20,elliptic,simple
Hakea,lasianthoides,Hakea lasianthoides,tree,perennial,,6,40,120,1.5,13,elliptic,simple
Hakea,cucullata,Hakea cucullata,shrub,perennial,,5,40,80,30,75,elliptic,simple
Hakea,elliptica,Hakea elliptica,shrub,perennial,,4,40,80,20,55,elliptic,simple
Hakea,falcata,Hakea falcata,shrub,perennial,,3,40,170,3,10,elliptic,simple
Hakea,oleifolia,Hakea oleifolia,tree,perennial,,10,30,80,7,15,elliptic,simple
Hakea,ruscifolia,Hakea ruscifolia,shrub,perennial,,3,8,30,3,10,elliptic,simple
Hakea,amplexicaulis,Hakea amplexicaulis,shrub,perennial,,3.5,80,180,30,70,elliptic,simple
Hakea,florida,Hakea florida,shrub,perennial,,3,20,50,3,12,elliptic,simple
Hakea,ilicifolia,Hakea ilicifolia,shrub,perennial,,3,20,55,5,18,elliptic,simple
Hakea,linearis,Hakea linearis,shrub,perennial,,5,20,60,2,7,elliptic,simple
Hakea,prostrata,Hakea prostrata,tree,perennial,,6,30,65,15,35,elliptic,simple
Hakea,tuberculata,Hakea tuberculata,shrub,perennial,,3,15,20,5,10,elliptic,simple
Hakea,varia,Hakea varia,shrub,perennial,,4,15,40,1,10,elliptic,simple
Hakea,ceratophylla,Hakea ceratophylla,shrub,perennial,,2,80,200,,,linear,simple
Hakea,lissocarpha,Hakea lissocarpha,shrub,perennial,,3,20,60,,,lobed,lobed
Hakea,trifurcata,Hakea trifurcata,shrub,perennial,,3.5,35,50,10,18,elliptic,simple
Isopogon,attenuatus,Isopogon attenuatus,shrub,perennial,,1.5,80,220,5,30,elliptic,simple
Isopogon,axillaris,Isopogon axillaris,shrub,perennial,,1,25,125,4,10,elliptic,simple
Isopogon,buxifolius,Isopogon buxifolius,shrub,perennial,,1.7,10,35,2,7,elliptic,simple
Isopogon,cuneatus,Isopogon cuneatus,shrub,perennial,,2.5,40,100,10,28,elliptic,simple
Isopogon,longifolius,Isopogon longifolius,shrub,perennial,,2.5,60,200,5,30,elliptic,simple
Isopogon,sphaerocephalus,Isopogon sphaerocephalus,shrub,perennial,,2,50,150,4,10,elliptic,simple
Isopogon,formosus,Isopogon formosus,shrub,perennial,,2,,,,,lobed,lobed
Isopogon,teretifolius,Isopogon teretifolius,shrub,perennial,,2,,,,,lobed,lobed
Lambertia,echinata,Lambertia echinata,shrub,perennial,,3,17,45,,,elliptic,simple
Lambertia,multiflora,Lambertia multiflora,shrub,perennial,,2.5,15,90,2.5,7,elliptic,simple
Lambertia,orbiflora,Lambertia orbiflora,tree,perennial,,3.5,13,40,12,40,elliptic,simple
Lambertia,rariflora,Lambertia rariflora,tree,perennial,,7,20,100,2,6,elliptic,simple
Lambertia,uniflora,Lambertia uniflora,shrub,perennial,,3,8,30,3,16,elliptic,simple
Persoonia,elliptica,Persoonia elliptica,tree,perennial,,8,30,110,10,50,elliptic,simple
Persoonia,graminea,Persoonia graminea,shrub,perennial,,0.6,100,400,1,8,elliptic,simple
Persoonia,longifolia,Persoonia longifolia,tree,perennial,,5,70,220,2,18,elliptic,simple
Persoonia,saccata,Persoonia saccata,shrub,perennial,,1.5,50,170,0.5,1.5,elliptic,simple
Petrophile,acicularis,Petrophile acicularis,shrub,perennial,,0.8,50,200,0.5,1,linear,simple
Persoonia,latericola ms,Persoonia latericola ms,shrub,perennial,,1.5,10,30,1,1,linear,simple
Persoonia,linearis,Persoonia linearis,shrub,perennial,,1,50,120,1,10,linear,simple
Persoonia,media,Persoonia media,shrub,perennial,,0.8,50,220,1,1,linear,simple
Persoonia,diversifolia,Persoonia diversifolia,shrub,perennial,,3,20,80,20,50,elliptic,simple
Persoonia,rigida,Persoonia rigida,shrub,perennial,,1.5,15,35,15,60,elliptic,simple
Persoonia,serruriae,Persoonia serruriae,shrub,perennial,,2,15,30,15,35,elliptic,simple
Persoonia,squamata,Persoonia squamata,shrub,perennial,,3,10,40,15,80,elliptic,simple
Persoonia,striata,Persoonia striata,shrub,perennial,,1.5,20,50,20,70,elliptic,simple
Stirlingia,divaricatissima,Stirlingia divaricatissima,shrub,perennial,,1.7,,,,,lobed,lobed
Stirlingia,latifolia,Stirlingia latifolia,shrub,perennial,,1.5,100,100,1,15,lobed,lobed
Stirlingia,seselifolia,Stirlingia seselifolia,herb,perennial,,1,25,55,0.2,0.5,lobed,lobed
Stirlingia,simplex,Stirlingia simplex,herb,perennial,,0.5,20,80,0.2,0.5,lobed,lobed
Stirlingia,tenuifolia,Stirlingia tenuifolia,herb,perennial,,1,20,30,0.2,0.5,lobed,lobed
Strangea,stenocarpoides,Strangea stenocarpoides,shrub,perennial,,1.5,40,150,7,35,elliptic,simple
Synaphea,gracillima,Synaphea gracillima,shrub,perennial,,,60,150,3,9,lobed,lobed
Synaphea,nexosa,Synaphea nexosa,shrub,perennial,,1,80,200,3,7,lobed,lobed
Synaphea,obtusata,Synaphea obtusata,shrub,perennial,,,50,140,1.5,3,lobed,lobed
Synaphea,petiolaris,Synaphea petiolaris,shrub,perennial,,0.6,60,200,5,8,lobed,lobed
Synaphea,stenoloba,Synaphea stenoloba,shrub,perennial,,0.3,60,120,1,2,lobed,lobed
Synaphea,incurva,Synaphea incurva,shrub,perennial,,,70,150,6,12,lobed,lobed
Synaphea,whicherensis,Synaphea whicherensis,shrub,perennial,,0.4,30,150,1.2,4,lobed,lobed
Synaphea,favosa,Synaphea favosa,shrub,perennial,,0.3,50,120,15,30,elliptic,simple
Synaphea,floribunda,Synaphea floribunda,shrub,perennial,,,40,120,8,18,elliptic,simple
Synaphea,hians,Synaphea hians,shrub,perennial,,0.3,40,100,25,45,lobed,lobed
Synaphea,macrophylla,Synaphea macrophylla,shrub,perennial,,,30,180,30,80,elliptic,simple
Synaphea,otiostigma,Synaphea otiostigma,shrub,perennial,,,40,90,30,80,elliptic,simple
Xylomelum,occidentale,Xylomelum occidentale,tree,perennial,,8,60,130,25,70,elliptic,simple
Pilostyles,hamiltonii,Pilostyles hamiltonii,parasitic,perennial,,,1,3,1,3,elliptic,simple
Clematis,linearifolia,Clematis linearifolia,vine,perennial,,,12,60,3,8,elliptic,compound
Clematis,pubescens,Clematis pubescens,vine,perennial,,,30,75,18,40,elliptic,compound
Ranunculus,colonorum,Ranunculus colonorum,herb,perennial,,0.6,25,60,30,60,lobed,lobed
Ranunculus,inundatus,Ranunculus inundatus,herb,perennial,,,10,25,2,3,lobed,lobed
Ranunculus,sessiliflorus,Ranunculus sessiliflorus,herb,annual,,0.2,5,15,5,20,elliptic,simple
Cryptandra,arbutiflora,Cryptandra arbutiflora,shrub,perennial,,1,2,10,0.8,2,elliptic,simple
Cryptandra,congesta,Cryptandra congesta,shrub,perennial,,0.2,1.5,4,0.6,1,elliptic,simple
Spyridium,globulosum,Spyridium globulosum,shrub,perennial,,3,15,70,10,30,elliptic,simple
Spyridium,riparium,Spyridium riparium,shrub,perennial,,1.5,8,17,1.5,3.5,elliptic,simple
Trymalium,floribundum,Trymalium floribundum,tree,perennial,,9,30,130,9,80,elliptic,simple
Spyridium,ledifolium,Spyridium ledifolium,shrub,perennial,,1.5,8,40,1,7,elliptic,simple
Spyridium,venustum,Spyridium venustum,shrub,perennial,,6,35,65,12,35,elliptic,simple
Acaena,echinata,Acaena echinata,herb,perennial,,0.45,4,23,3,13,elliptic,compound
Galium,migrans,Galium migrans,herb,perennial,,0.3,5,10,1,3,elliptic,simple
Opercularia,apiciflora,Opercularia apiciflora,herb,perennial,,0.3,5,20,0.5,2,elliptic,simple
Opercularia,echinocephala,Opercularia echinocephala,herb,perennial,,0.3,10,35,1.5,9,elliptic,simple
Opercularia,hispidula,Opercularia hispidula,shrub,perennial,,1,23,47,6,16,elliptic,simple
Opercularia,vaginata,Opercularia vaginata,herb,perennial,,0.3,12,65,0.7,4,elliptic,simple
