genus,species,binomial,growth form,longevity,min height (m),max height (m),min leaf length (mm),max leaf length (mm),min leaf width (mm),max leaf width (mm),leaf shape,leaf type
Thelymitra,jacksonii ms,Thelymitra jacksonii ms,herb,perennial,,0.4,80,120,8,20,elliptic,simple
Thelymitra,villosa,Thelymitra villosa,herb,perennial,,0.5,50,100,10,35,elliptic,simple
Thelymitra,cucullata,Thelymitra cucullata,herb,perennial,,0.5,90,200,3,3,linear,simple
Thelymitra,spiralis,Thelymitra spiralis,herb,perennial,,0.3,30,80,2,3,linear,simple
Thelymitra,tigrina,Thelymitra tigrina,herb,perennial,,0.7,1220,180,3,3,linear,simple
Thelymitra,variegata,Thelymitra variegata,herb,perennial,,0.35,50,100,2,10,linear,simple
Thelymitra,antennifera,Thelymitra antennifera,herb,perennial,,0.25,80,140,2,4,linear,simple
Thelymitra,flexuosa,Thelymitra flexuosa,herb,perennial,,0.3,60,100,2,3,linear,simple
Thelymitra,canaliculata,Thelymitra canaliculata,herb,perennial,,0.6,100,300,3,6,linear,simple
Thelymitra,cornicina,Thelymitra cornicina,herb,perennial,,0.6,70,220,2,5,linear,simple
Thelymitra,crinita,Thelymitra crinita,herb,perennial,,0.7,100,160,15,30,linear,simple
Thelymitra,granitora,Thelymitra granitora,herb,perennial,,0.2,80,120,5,10,linear,simple
Thelymitra,macrophylla,Thelymitra macrophylla,herb,perennial,,0.6,80,200,6,10,linear,simple
Thelymitra,mucida,Thelymitra mucida,herb,perennial,,0.4,120,300,2,4,linear,simple
Thelymitra,sp. Plain sun orchid,Thelymitra sp. Plain sun orchid,herb,perennial,,0.9,110,540,3,13,linear,simple
Thelymitra,sp. Slender sun orchid,Thelymitra sp. Slender sun orchid,herb,perennial,,0.3,70,210,3,3,linear,simple
Philydrella,drummondii,Philydrella drummondii,herb,perennial,,0.25,50,100,0.5,2,linear,simple
Philydrella,pygmaea,Philydrella pygmaea,herb,perennial,,0.18,30,100,0.5,1.5,linear,simple
Dianella,brevicaulis,Dianella brevicaulis,herb,perennial,,1,300,1200,4,8,linear,simple
Stypandra,glauca,Stypandra glauca,herb,perennial,,1,10,200,0.5,11,linear,simple
Agrostis,avenacea,Agrostis avenacea,grass,perennial,,0.8,80,350,2,4,linear,simple
Agrostis,plebeia,Agrostis plebeia,grass,annual,,0.3,20,120,0.5,2.5,linear,simple
Amphibromus,nervosus,Amphibromus nervosus,grass,perennial,,1.5,50,300,1,3.5,linear,simple
Amphipogon,amphipogonoides,Amphipogon amphipogonoides,grass,perennial,,0.5,50,150,0.5,1,linear,simple
Amphipogon,debilis,Amphipogon debilis,grass,perennial,,0.3,3,120,0.5,1,linear,simple
Amphipogon,laguroides,Amphipogon laguroides,grass,perennial,,0.3,30,200,0.5,2,linear,simple
Amphipogon,turbinatus,Amphipogon turbinatus,grass,perennial,,0.8,20,150,0.5,1,linear,simple
Austrodanthonia,acerosa,Austrodanthonia acerosa,grass,perennial,,0.6,5,150,0.5,2,linear,simple
Austrodanthonia,caespitosa,Austrodanthonia caespitosa,grass,perennial,,0.9,100,350,1,4,linear,simple
Austrodanthonia,occidentalis,Austrodanthonia occidentalis,grass,perennial,,0.6,50,300,0.5,2,linear,simple
Austrodanthonia,pilosa,Austrodanthonia pilosa,grass,perennial,,0.9,50,150,0.5,1,linear,simple
Austrodanthonia,setacea,Austrodanthonia setacea,grass,perennial,,0.6,50,200,1,2,linear,simple
Austrofestuca,littoralis,Austrofestuca littoralis,grass,perennial,,0.7,,500,1.5,2,linear,simple
Austrostipa,campylachne,Austrostipa campylachne,grass,perennial,,1,,350,1.5,2,linear,simple
Austrostipa,compressa,Austrostipa compressa,grass,perennial,,0.7,,200,2,5,linear,simple
Austrostipa,flavescens,Austrostipa flavescens,grass,perennial,,1.2,,700,2,7,linear,simple
Austrostipa,mollis,Austrostipa mollis,grass,perennial,,1.2,,300,1.5,4,linear,simple
Austrostipa,semibarbata,Austrostipa semibarbata,grass,perennial,,1,,300,1,3,linear,simple
Austrostipa,tenuifolia,Austrostipa tenuifolia,grass,perennial,,1.2,,300,0.5,1.5,linear,simple
Bromus,arenarius,Bromus arenarius,grass,annual,,0.4,40,150,1,4,linear,simple
Deyeuxia,inequalis,Deyeuxia inequalis,grass,perennial,,0.7,50,150,1,5,linear,simple
Deyeuxia,quadriseta,Deyeuxia quadriseta,grass,perennial,,1.5,50,300,5,7,linear,simple
Dichelachne,crinita,Dichelachne  crinita,grass,perennial,,1,150,350,2,5,linear,simple
Dichelachne,micrantha,Dichelachne  micrantha,grass,perennial,,1,,200,1,3,linear,simple
Diplopogon,setaceus,Diplopogon setaceus,grass,perennial,,0.6,50,70,0.5,0.5,linear,simple
Echinopogon,ovatus,Echinopogon ovatus,grass,perennial,,1.2,35,200,2,8,linear,simple
Elymus,scaber,Elymus scaber,grass,perennial,,1.2,50,300,2,4,linear,simple
Eragrostis,brownii,Eragrostis brownii,grass,perennial,,0.6,50,150,1.5,2.5,linear,simple
Eragrostis,elongata,Eragrostis elongata,grass,perennial,,0.9,100,200,2,4,linear,simple
Hemarthria,uncinata,Hemarthria uncinata,grass,perennial,,1,50,150,1.5,5,linear,simple
Microlaena,stipoides,Microlaena stipoides,grass,perennial,,0.6,20,200,1,7,linear,simple
Neurachne,alopecuroidea,Neurachne alopecuroidea,grass,perennial,,0.4,30,80,2,4.5,linear,simple
Poa,drummondiana,Poa drummondiana,grass,perennial,,0.8,50,300,2,4,linear,simple
Poa,homomalla,Poa homomalla,grass,perennial,,0.8,40,200,1.5,4,linear,simple
Poa,poiformis,Poa poiformis,grass,perennial,,0.9,150,450,0.25,1,linear,simple
Poa,porphyroclados,Poa porphyroclados,grass,perennial,,0.9,130,140,0.3,0.4,linear,simple
Poa,serpentum,Poa serpentum,grass,perennial,,1,200,500,1,2,linear,simple
Polypogum,tenellus,Polypogum tenellus,grass,annual,,0.5,15,150,0.5,4,linear,simple
Puccinellia,stricta,Puccinellia stricta,grass,annual,,0.6,100,300,1,3,linear,simple
Spinifex,hirsutus,Spinifex hirsutus,grass,perennial,,,100,400,9,17,linear,simple
Spinifex,longifolius,Spinifex longifolius,grass,perennial,,,150,300,1.5,3,linear,simple
Sporobolus,virginicus,Sporobolus virginicus,grass,perennial,,0.4,10,100,0.5,2,linear,simple
Tetrarrhena,laevis,Tetrarrhena laevis,grass,perennial,,0.6,70,180,3,5,linear,simple
Themeda,triandra,Themeda triandra,grass,perennial,,2,,300,1,8,linear,simple
Chaetanthus,aristatus,Chaetanthus aristatus,herb,perennial,,0.8,,,,,linear,simple
Chaetanthus,leptocarpoides,Chaetanthus leptocarpoides,herb,perennial,,0.4,,,,,linear,simple
Chaetanthus,tenellus,Chaetanthus tenellus,herb,perennial,,0.4,,,,,linear,simple
Chordifex,amblycoleus,Chordifex amblycoleus,herb,perennial,,0.8,,,,,linear,simple
Chordifex,laxus,Chordifex laxus,herb,perennial,,0.4,,,,,linear,simple
Chordifex,gracilior,Chordifex gracilior,herb,perennial,,0.6,,,,,linear,simple
Chordifex,ismorphus,Chordifex ismorphus,herb,perennial,,0.7,,,,,linear,simple
Chordifex,jacksonii ms,Chordifex jacksonii ms,herb,perennial,,0.75,,,,,linear,simple
Chordifex,serialis ms,Chordifex serialis ms,herb,perennial,,0.8,,,,,linear,simple
Cytogonidium,leptocarpoides,Cytogonidium leptocarpoides,herb,perennial,,0.5,,,,,linear,simple
Desmocladus,asper,Desmocladus asper,herb,perennial,,0.5,,,,,linear,simple
Desmocladus,castaneus,Desmocladus castaneus,herb,perennial,,0.3,,,,,linear,simple
Desmocladus,fasciculatus,Desmocladus fasciculatus,herb,perennial,,0.25,5,15,,,linear,simple
Desmocladus,flexuosus,Desmocladus flexuosus,herb,perennial,,0.6,2,7,,,linear,simple
Harperia,lateriflora,Harperia lateriflora,herb,perennial,,0.2,2,10,,,linear,simple
Hypolaena,caespitosa ms,Hypolaena caespitosa ms,herb,perennial,,0.5,5,20,,,linear,simple
Hypolaena,exsulca,Hypolaena exsulca,herb,perennial,,0.6,,,,,linear,simple
Hypolaena,fastigiata,Hypolaena fastigiata,herb,perennial,,0.3,2,7,,,linear,simple
Hypolaena,pubescens,Hypolaena pubescens,herb,perennial,,0.6,2,8,,,linear,simple
Hypolaena,viridis ms,Hypolaena viridis ms,herb,perennial,,0.5,1,3,,,linear,simple
Leptocarpus,diffusus,Leptocarpus diffusus,herb,perennial,,2,3,5,,,linear,simple
Leptocarpus,elegans ms,Leptocarpus elegans ms,herb,perennial,,0.6,6,70,,,linear,simple
Leptocarpus,tenax,Leptocarpus tenax,herb,perennial,,1,5,8,,,linear,simple
Lepyrodia,drummondiana,Lepyrodia drummondiana,herb,perennial,,0.5,1.5,30,,,linear,simple
Lepyrodia,glauca,Lepyrodia glauca,herb,perennial,,1.3,10,60,,,linear,simple
Lepyrodia,heleocharoides,Lepyrodia heleocharoides,herb,perennial,,0.3,1,2,,,linear,simple
Lepyrodia,muirii,Lepyrodia muirii,herb,perennial,,1.2,5,5,,,linear,simple
Lepyrodia,hermaphrodita,Lepyrodia hermaphrodita,herb,perennial,,0.15,1,4,,,linear,simple
Lepyrodia,macra,Lepyrodia macra,herb,perennial,,0.35,2,9,,,linear,simple
Lepyrodia,monoica,Lepyrodia monoica,herb,perennial,,0.5,1,1,,,linear,simple
Lepyrodia,porterae ms,Lepyrodia porterae ms,herb,perennial,,0.75,3,23,,,linear,simple
Loxocarya,cinerea,Loxocarya cinerea,herb,perennial,,0.8,2,4,,,linear,simple
Loxocarya,magna,Loxocarya magna,herb,perennial,,1.5,1,3,,,linear,simple
Loxocarya,striata,Loxocarya striata,herb,perennial,,0.6,1,4,,,linear,simple
Meeboldina,crassipes,Meeboldina crassipes,herb,perennial,,1.5,4,7,,,linear,simple
Meeboldina,denmarkica,Meeboldina denmarkica,herb,perennial,,0.3,10,10,,,linear,simple
Meeboldina,scariosa,Meeboldina scariosa,herb,perennial,,1,4,5,,,linear,simple
Meeboldina,tephrina ms,Meeboldina tephrina ms,herb,perennial,,0.6,4,6,,,linear,simple
Meeboldina,coangustata,Meeboldina coangustata,herb,perennial,,1,1,2,,,linear,simple
Meeboldina,crebriculmis ms,Meeboldina crebriculmis ms,herb,perennial,,1.3,1,6,,,linear,simple
Meeboldina,kraussii ms,Meeboldina kraussii ms,herb,perennial,,0.6,1.5,2,,,linear,simple
Meeboldina,roycei ms,Meeboldina roycei ms,herb,perennial,,1.5,4,7,,,linear,simple
Meeboldina,sp. White,Meeboldina sp. White,herb,perennial,,1,3,4,,,linear,simple
Meeboldina,thysanantha ms,Meeboldina thysanantha ms,herb,perennial,,1,5,7,,,linear,simple
Melanostachya,ustulata,Melanostachya ustulata,herb,perennial,,0.9,6,10,,,linear,simple
Platychorda,applanata,Platychorda applanata,herb,perennial,,0.8,5,7,,,linear,simple
Sporadanthus,rivularis ms,Sporadanthus rivularis ms,climber,perennial,,2,3,10,,,linear,simple
Sporadanthus,strictus,Sporadanthus strictus,herb,perennial,,0.9,3,15,,,linear,simple
Stenotalis,ramosissima,Stenotalis ramosissima,herb,perennial,,0.9,1,3,,,linear,simple
Taraxis,grossa,Taraxis grossa,herb,perennial,,2,1,1,,,linear,simple
Tremulina,cracens,Tremulina cracens,herb,perennial,,0.5,3,7,,,linear,simple
Tremulina,tremula,Tremulina tremula,herb,perennial,,1,3,6,,,linear,simple
Tyrbastes,glaucescens,Tyrbastes glaucescens,herb,perennial,,1,2,9,,,linear,simple
Typha,domingensis,Typha domingensis,herb,perennial,,3,2,2,5,20,linear,simple
Xanthorrhoea,brevistyla,Xanthorrhoea brevistyla,herb,perennial,,,600,800,3.2,4.4,linear,simple
Xanthorrhoea,brunonis,Xanthorrhoea brunonis,herb,perennial,,,500,800,1.7,4,linear,simple
Xanthorrhoea,gracilis,Xanthorrhoea gracilis,herb,perennial,,,500,600,2,4,linear,simple
Xanthorrhoea,platyphylla,Xanthorrhoea platyphylla,herb,perennial,,1,700,850,4,8,linear,simple
Xanthorrhoea,preissii,Xanthorrhoea preissii,herb,perennial,,3,600,750,2,3,linear,simple
Xyris,gracillima,Xyris gracillima,herb,perennial,,1,210,400,0.2,0.3,linear,simple
Xyris,lanata,Xyris lanata,herb,perennial,,1.5,150,5001,1,1.7,linear,simple
Xyris,laxiflora,Xyris laxiflora,herb,perennial,,0.5,70,360,0.7,1.3,linear,simple
Xyris,roycei,Xyris roycei,herb,perennial,,1.5,150,500,0.6,1.2,linear,simple
Xyris,indivisa,Xyris indivisa,herb,perennial,,1.3,130,240,0.4,0.9,linear,simple
Xyris,lacera,Xyris lacera,herb,perennial,,1.5,160,560,1.1,1.5,linear,simple
Xyris,maxima,Xyris maxima,herb,perennial,,1.2,180,360,2.6,2.7,linear,simple
Xyris,atrovirida,Xyris atrovirida,herb,perennial,,1.2,90,240,0.4,0.7,linear,simple
Xyris,flexifolia,Xyris flexifolia,herb,perennial,,1,60,200,0.4,0.7,linear,simple
Xyris,inaequalis,Xyris inaequalis,herb,perennial,,0.7,60,260,0.4,0.7,linear,simple
Lepilaena,cylindrocarpa,Lepilaena cylindrocarpa,herb,perennial,,0.35,10,80,0.1,0.2,linear,simple
