Country,Locality,Latitude ,Longitude,State,Altitude (m),Plant Family,Plant species,Growth type,Herbivores,Growth type,Tree number,Leaf number,Leaf Damage Class - Dirzo method,Total leaf area (cm2)- Image J,Leaf area removed (cm2) - Image J,Herbivory (%) ,Miner damage class - Dirzo method,Gall damage class - Dirzo method,Collector
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,23,0,3.019,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,24,0,5.335,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,25,0,24.131,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,26,0,6.762,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,27,0,4.442,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,28,0,7.808,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,29,0,7.503,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,30,1,5.047,0.191,3.8,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,31,0,3.852,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,32,0,3.707,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,33,0,6.578,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,34,0,5.657,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,35,0,15.667,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,36,0,7.6,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,37,3,15.189,0.404,2.7,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,38,3,14.308,0.545,3.8,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,39,0,11.666,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,40,0,14.61,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,41,2,8.228,0.329,4,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,42,0,13.18,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,43,0,14.123,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,44,3,11.323,0.31,2.7,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,45,0,4.186,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,46,0,9.857,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,47,0,10.654,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,48,0,7.963,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,49,0,6.379,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,3,50,0,4.509,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,1,0,5.606,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,2,2,6.486,0.439,6.8,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,3,0,11.786,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,4,0,16.395,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,5,0,17.666,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,6,0,28.204,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,7,0,28.52,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,8,0,12.291,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,9,0,8.253,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,10,0,5.498,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,11,1,5.224,0.052,1,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,12,0,28.431,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,13,0,21.962,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,14,0,2.273,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,15,1,2.494,0.08,3.2,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,16,0,9.065,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,17,0,13.714,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,18,0,1.253,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,19,0,4.883,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,20,0,9.419,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,21,0,17.245,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,22,0,19.43,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,23,0,17.944,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,24,0,13.067,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,25,0,11.076,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,26,0,6.074,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,27,0,3.954,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,28,2,8.465,0.338,4,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,29,0,8.129,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,30,0,2.858,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,31,0,3.528,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,32,0,19.34,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,33,0,20.13,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,34,0,5.346,0,0,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,35,1,10.618,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,36,0,11.332,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,37,0,11.169,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,38,1,14.259,0.067,0.5,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,39,0,9.558,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,40,0,12.628,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,41,2,7.617,0.214,2.8,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,42,0,5.351,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,43,0,7.707,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,44,0,17.663,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,45,2,11.396,0.044,0.4,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,46,0,12.454,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,47,1,12.49,0.014,0.1,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,48,0,11.569,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,49,0,26.373,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,4,50,1,8.203,0.076,0.9,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,1,0,3.425,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,2,0,5.957,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,3,0,5.739,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,4,0,3.855,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,5,0,7.21,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,6,1,5.926,0.039,0.7,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,7,0,4.644,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,8,0,3.904,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,9,0,1.808,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,10,0,sample missing,,sample missing,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,11,0,2.562,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,12,0,2.309,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,13,0,2.756,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,14,0,7.564,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,15,0,3.131,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,16,0,4.251,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,17,0,1.432,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,18,0,4.281,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,19,2,2.655,0.048,1.8,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,20,0,3.061,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,21,0,2.028,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,22,0,3.433,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,23,0,1.369,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,24,0,4.097,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,25,0,3.29,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,26,0,1.983,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,27,0,3.193,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,28,0,2.219,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,29,0,0.71,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,30,0,4.561,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,31,1,2.43,0.009,0.4,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,32,0,2.629,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,33,0,3.419,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,34,0,3.203,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,35,0,4.446,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,36,0,5.456,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,37,0,5.128,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,38,1,4.687,0.139,3,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,39,0,3.215,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,40,0,2.45,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,41,0,5.72,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,42,0,4.067,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,43,0,5.437,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,44,0,5.807,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,45,0,9.585,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,46,0,11.962,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,47,2,0.478,0.015,3.1,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,48,2,0.933,0.08,8.6,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,49,0,2.877,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Cunoniaceae,Ceratopetalum gummiferum,Shrub,chewers,shrub,5,50,0,4.532,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Grevillea mucronulata,Shrub,chewers,shrub,1,1,1,1.24,0.025,2,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Grevillea mucronulata,Shrub,chewers,shrub,1,2,0,2.398,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Grevillea mucronulata,Shrub,chewers,shrub,1,3,0,2.575,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Grevillea mucronulata,Shrub,chewers,shrub,1,4,0,1.671,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Grevillea mucronulata,Shrub,chewers,shrub,1,5,0,1.676,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Grevillea mucronulata,Shrub,chewers,shrub,1,6,1,1.516,0.048,3.2,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Grevillea mucronulata,Shrub,chewers,shrub,1,7,1,2.307,0.027,1.2,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Grevillea mucronulata,Shrub,chewers,shrub,1,8,0,2.643,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Grevillea mucronulata,Shrub,chewers,shrub,1,9,4,2.864,0.855,29.9,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Grevillea mucronulata,Shrub,chewers,shrub,1,10,0,2.516,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Grevillea mucronulata,Shrub,chewers,shrub,1,11,0,1.382,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Grevillea mucronulata,Shrub,chewers,shrub,1,12,0,1.716,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Grevillea mucronulata,Shrub,chewers,shrub,1,13,0,3.359,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Grevillea mucronulata,Shrub,chewers,shrub,1,14,1,3.248,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Grevillea mucronulata,Shrub,chewers,shrub,1,15,0,2.848,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Grevillea mucronulata,Shrub,chewers,shrub,1,16,1,2.078,0.032,1.5,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Grevillea mucronulata,Shrub,chewers,shrub,1,17,1,1.364,0,0,0,0,Mark Ooi
