Country,Locality,Latitude ,Longitude,State,Altitude (m),Plant Family,Plant species,Growth type,Herbivores,Growth type,Tree number,Leaf number,Leaf Damage Class - Dirzo method,Total leaf area (cm2)- Image J,Leaf area removed (cm2) - Image J,Herbivory (%) ,Miner damage class - Dirzo method,Gall damage class - Dirzo method,Collector
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,11,0,8.48,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,12,0,17.041,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,13,0,11.936,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,14,0,16.46,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,15,0,12.346,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,16,2,9.063,0.142,1.6,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,17,0,16.661,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,18,0,14.903,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,19,0,22.611,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,20,0,15.034,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,21,3,9.324,0.375,4,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,22,0,18.562,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,23,0,10.751,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,24,0,12.308,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,25,0,14.178,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,26,2,12.315,0.427,3.5,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,27,0,14.413,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,28,0,13.834,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,29,0,12.389,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,30,0,11.61,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,31,0,6.14,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,32,0,5.05,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,33,0,10.491,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,34,4,3.006,0.476,15.8,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,35,0,1.782,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,36,3,2.058,0.234,11.4,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,37,3,3.55,0.126,3.5,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,38,3,10.99,0.692,6.3,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,39,2,10.763,0.072,0.7,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,40,0,11.286,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,41,0,14.275,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,42,0,11.807,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,43,0,12.041,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,44,0,10.747,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,45,0,11.868,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,46,0,10.115,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,47,0,11.473,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,48,0,9.598,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,49,0,9.63,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,1,50,0,6.2,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,1,0,12.848,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,2,0,17.009,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,3,2,18.538,0.898,4.8,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,4,0,7.142,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,5,0,7.628,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,6,0,17.214,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,7,0,15.235,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,8,0,19.99,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,9,0,17.217,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,10,0,16.432,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,11,2,14.293,0.242,1.7,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,12,2,18.976,0.533,2.8,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,13,3,17.535,0.451,2.6,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,14,4,2.976,1.822,61.2,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,15,3,17.862,1.956,11,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,16,2,18.931,0.099,0.5,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,17,0,14.285,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,18,0,12.652,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,19,3,9.442,0.618,6.5,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,20,2,7.933,0.164,2.1,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,21,0,11.858,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,22,0,15.976,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,23,0,12.882,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,24,0,3.943,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,25,0,6.412,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,26,sample missing,sample missing,0,sample missing,sample missing,sample missing,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,27,0,7.207,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,28,0,1.775,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,29,0,7.56,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,30,0,7.123,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,31,0,5.9,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,32,0,7.594,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,33,0,9.465,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,34,0,13.442,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,35,0,11.183,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,36,0,7.431,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,37,0,14.945,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,38,0,12.822,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,39,3,4.703,1.606,34.1,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,40,0,4.986,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,41,3,12.927,0.666,5.2,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,42,3,7.726,4.425,57.3,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,43,0,10.904,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,44,4,11.266,2.386,21.2,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,45,0,15.429,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,46,0,10.473,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,47,0,16.587,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,48,0,14.837,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,49,0,10.289,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,2,50,0,14.703,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,1,2,33.616,0.302,0.9,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,2,0,25.738,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,3,0,34.793,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,4,0,33.295,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,5,0,24.866,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,6,0,26.931,0,0,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,7,1,27.09,0,0,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,8,0,25.565,0,0,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,9,0,16.641,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,10,0,23.113,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,11,0,26.302,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,12,1,33.294,0.191,0.6,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,13,0,32.697,0,0,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,14,0,31.37,0,0,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,15,0,24.118,0,0,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,16,2,27.65,0.403,1.5,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,17,1,33.448,0.157,0.5,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,18,0,38.436,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,19,2,35.671,1.307,3.7,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,20,0,28.946,0,0,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,21,1,29.836,0.027,0.1,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,22,0,22.61,0,0,0,3,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,23,0,36.157,0,0,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,24,0,18.797,0,0,3,3,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,25,0,21.266,0,0,0,3,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,26,0,21.632,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,27,0,35.446,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,28,3,22.732,0.914,4,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,29,2,28.023,0.335,1.2,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,30,2,19.041,0.328,1.7,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,31,0,24.701,0,0,0,3,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,32,0,27.045,0,0,0,3,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,33,0,27.215,0,0,0,3,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,34,2,16.084,0.313,1.9,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,35,0,29.364,0,0,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,36,2,23.422,0.229,1,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,37,3,15.518,1.763,11.4,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,38,0,20.8,0,0,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,39,2,21.536,0.191,0.9,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,40,0,21.418,0,0,0,3,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,41,0,28.579,0,0,0,3,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,42,0,26.448,0,0,0,3,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,43,2,19.215,0.174,0.9,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,44,3,21.491,0.568,2.6,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,45,0,22.94,0,0,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,46,0,26.886,0,0,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,47,2,20.517,0.313,1.5,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,48,0,21.864,0,0,0,3,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,49,0,26.24,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,3,50,0,23.841,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,4,1,1,27.578,0.153,0.6,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,4,2,2,8.601,0.17,2,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,4,3,0,8.452,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,4,4,2,22.685,0.21,0.9,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,4,5,0,10.751,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,4,6,3,2.5,0.125,5,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Proteaceae,Banksia serrata,Tree,chewers,shrub,4,7,0,8.78,0,0,0,0,Mark Ooi
