"View","Taxon Name","NT Endemic","NT Only","Current Name","Name w/Data (non-current)","Checklist Category","Taxon Status","Eco Source","Eco Status","Deciduous","Diaspore Dispersal Agent","Diaspore Morphology","Ephiphytic","Fire Response Adult","Fire Response Juvenile","Flowering Breeding System","Growth Form","Growth Form NVIS","Growth Form YB","Longevity","Mass Recruitment","Metabolic Type","Mycorrhiza","Nitrogen Fixing","Palatibility","Parasitic","Phenology Flowering","Phenology Fruit Maturity","Pollen Transfer","Pollination Breeding System","Pollination Syndrome","Presence Defence Compounds","Presence Defence Structures","Response To Grazing","Resprout Type","Resurrection","Seed Bank","Taxon ID","Taxon Id","Underground Storage","Vegetative Spread"
"View","BIGNONIACEAE Pandorea doratoxylon (J.M.Black) J.M.Black","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Evergreen","-","-","N","Faculative resprouter","-","-","Climber or twiner, Shrub","Vine","-","Perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem), Epicormic shoots","-","Soil-stored seed","761","761","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"-","BIGNONIACEAE Spathodea","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","762","-","-"
"-","BIGNONIACEAE Spathodea campanulata P.Beauv.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Tree","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","763","-","-"
"-","BIGNONIACEAE Spathodea campanulata P.Beauv. subsp. campanulata","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1049695","-","-"
"-","BIXACEAE","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","764","-","-"
"-","BIXACEAE Cochlospermum","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","765","-","-"
"-","BIXACEAE Cochlospermum arafuricum Cowie & R.A.Kerrigan","Y","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Tree","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20683","-","-"
"View","BIXACEAE Cochlospermum fraseri Planch.","-","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Tree","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","766","766","-","-"
"View","BIXACEAE Cochlospermum fraseri Planch. subsp. fraseri","-","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Tree","-","Perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","767","767","-","-"
"View","BIXACEAE Cochlospermum fraseri Planch. subsp. heteronemum (F.Muell.) Poppend.","-","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Tree","-","Perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","768","768","-","-"
"View","BIXACEAE Cochlospermum gillivraei Benth.","-","-","Y","-","NT","ACTIVE","Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Tree","Tree","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","769","769","-","-"
"-","BIXACEAE Cochlospermum gregorii F.Muell.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Tree","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","771","-","-"
"-","BLECHNACEAE","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","772","-","-"
"View","BLECHNACEAE Blechnopsis","N","N","Y","N","NT","ACTIVE","Latz 2004, Liddle 2004","Name Updated","Death of plant and regeneration from seed (include all annuals here)","-","-","N","Seeder","-","-","Forb","-","-","Biennial or short-lived perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Strictly serotinous","22742","22742","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"-","BLECHNACEAE Blechnum","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","773","-","-"
"View","BLECHNACEAE Blechnum orientale L.","N","N","Y","N","NT","ACTIVE","Yates 2003, JRS 2004","ACTIVE","Evergreen","-","-","N","Faculative resprouter","-","-","Forb","Fern","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","Canopy-stored seed, Dispersal reliant","775","775","Without swollen storage structure","capacity to be rhizomatous or root budding"
"View","BLECHNACEAE Doodia caudata (Cav.) R.Br.","N","N","Y","N","SR","ACTIVE","Albrecht 2004, Brennan 2004","ACTIVE","-","-","-","N","-","-","-","Forb","Fern","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","777","777","-","-"
"-","BLECHNACEAE Stenochlaena","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","778","-","-"
"View","BLECHNACEAE Stenochlaena palustris (Burm.f.) Bedd.","-","-","Y","-","NT","ACTIVE","JRS 2004, Liddle 2004","-","Evergreen","-","-","N","Resprouter","-","-","Climber or twiner, Forb","Fern, Vine","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","Dispersal reliant","779","779","With distinct swollen storage structure from which resprouting may occur","capacity to be rhizomatous or root budding"
"-","BLECHNACEAE Telmatoblechnum","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1054122","-","-"
"View","BLECHNACEAE Telmatoblechnum indicum (Burm.f.) Perrie, D.J.Ohlsen & Brownsey","N","N","Y","N","NT","ACTIVE","JRS 2004, Liddle 2004","ACTIVE","Evergreen","-","-","N","Resprouter","-","-","Forb","Fern","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Root suckers or rhizomes","-","Canopy-stored seed, Dispersal reliant","774","774","Without swollen storage structure","capacity to be rhizomatous or root budding"
"-","BORAGINACEAE","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","787","-","-"
"-","BORAGINACEAE Amsinckia","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","788","-","-"
"View","BORAGINACEAE Amsinckia calycina (Moris) Chater","N","N","Y","N","SR","ACTIVE","Albrecht 2004, Brennan 2004","ACTIVE","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","789","789","-","-"
"-","BORAGINACEAE Argusia","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1247","-","-"
"View","BORAGINACEAE Argusia argentea (L.f.) Heine","N","N","Y","N","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Shrub","-","Perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","850","850","-","-"
"-","BORAGINACEAE Buglossoides","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","790","-","-"
"View","BORAGINACEAE Buglossoides arvensis (L.) I.M.Johnst.","-","-","Y","-","NT","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","791","791","-","-"
"-","BORAGINACEAE Coldenia","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","792","-","-"
"View","BORAGINACEAE Coldenia procumbens L.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","793","793","-","-"
"-","BORAGINACEAE Cordia","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","794","-","-"
"View","BORAGINACEAE Cordia dichotoma G.Forst.","-","-","Y","-","NT","ACTIVE","JRS 2004","-","Facultatively deciduous","-","-","N","Resprouter","-","-","Shrub, Tree","Tree","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem), Epicormic shoots","-","Canopy-stored seed, Dispersal reliant","795","795","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"View","BORAGINACEAE Cordia subcordata Lam.","-","-","Y","-","NT","ACTIVE","JRS 2004","-","Facultatively deciduous","-","-","N","Resprouter","-","-","Tree","Tree","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem), Epicormic shoots","-","Canopy-stored seed, Dispersal reliant","796","796","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"-","BORAGINACEAE Cynoglossum","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","797","-","-"
"View","BORAGINACEAE Cynoglossum australe R.Br.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Liddle 2004, Brennan 2004","-","-","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","798","798","-","-"
"-","BORAGINACEAE Echium","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","799","-","-"
"View","BORAGINACEAE Echium plantagineum L.","-","-","Y","-","NT","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","800","800","-","-"
"-","BORAGINACEAE Ehretia","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","801","-","-"
"View","BORAGINACEAE Ehretia saligna R.Br.","-","-","Y","-","SR","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Tree","-","Perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","802","802","-","-"
"View","BORAGINACEAE Ehretia saligna R.Br. var. membranifolia (R.Br.) Randell","-","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Tree","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19841","19841","-","-"
"View","BORAGINACEAE Ehretia saligna R.Br. var. saligna","-","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Tree","-","Perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19842","19842","-","-"
"-","BORAGINACEAE Halgania","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","803","-","-"
"-","BORAGINACEAE Halgania cyanea Lindl.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","804","-","-"
"View","BORAGINACEAE Halgania cyanea Lindl. var. Allambi Stn (B.W. Strong 676)","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","Resprouter","-","-","Subshrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","1049160","1049160","-","-"
"View","BORAGINACEAE Halgania erecta Ewart & B.Rees","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","806","806","-","-"
"View","BORAGINACEAE Halgania glabra J.M.Black","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","Resprouter","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","807","807","-","-"
"-","BORAGINACEAE Halgania solanacea F.Muell.","N","N","Y","-","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","808","-","-"
"-","BORAGINACEAE Halgania solanacea F.Muell. var. Mt Doreen (G.M.Chippendale 4206)","-","-","Y","-","SR","ACTIVE","-","-","-","-","-","-","Resprouter","-","-","Subshrub","Shrub","-","Perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20059","-","-"
"View","BORAGINACEAE Halgania solanacea F.Muell. var. Rabbit Flat (T.M.Orr 81)","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","Resprouter","-","-","Subshrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","20060","20060","-","-"
"View","BORAGINACEAE Halgania sp. A Kimberley Flora (H.A.Johnson 5123)","-","-","Y","-","SR","ACTIVE","I.D. Cowie","ACTIVE","-","-","-","-","-","-","-","-","Shrub","-","Perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1049941","1049941","-","-"
"-","BORAGINACEAE Heliotropium","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","809","-","-"
"-","BORAGINACEAE Heliotropium albrechtii Craven","-","-","Y","-","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26137","-","-"
"View","BORAGINACEAE Heliotropium alcyonium Craven","-","-","Y","-","NT","ACTIVE","KNP plots","-","-","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","810","810","-","Plants always discrete (includes shortly rhizomatous)"
"View","BORAGINACEAE Heliotropium ammophilum Craven","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","811","811","-","-"
"-","BORAGINACEAE Heliotropium amnis-edith Craven","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20200","-","-"
"View","BORAGINACEAE Heliotropium amplexicaule Vahl.","N","N","Y","N","SR","ACTIVE","I.D. Cowie","ACTIVE","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22479","22479","-","-"
"-","BORAGINACEAE Heliotropium arenitense Craven","Y","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26138","-","-"
"View","BORAGINACEAE Heliotropium asperrimum R.Br.","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Evergreen","-","-","N","Faculative resprouter","-","-","Subshrub","Shrub","-","Perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","Soil-stored seed","812","812","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"View","BORAGINACEAE Heliotropium ballii Domin","-","-","Y","-","SR","ACTIVE","Brennan 2004","-","-","-","-","N","-","-","-","Subshrub","Shrub","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","813","813","-","-"
"-","BORAGINACEAE Heliotropium brachythrix Craven","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","814","-","-"
"View","BORAGINACEAE Heliotropium bracteatum R.Br.","Y","-","Y","-","NT","ACTIVE","KNP plots","-","-","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","815","815","-","Plants always discrete (includes shortly rhizomatous)"
"-","BORAGINACEAE Heliotropium chrysocarpum Craven","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12182","-","-"
"View","BORAGINACEAE Heliotropium conocarpum F.Muell. ex Benth.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","816","816","-","-"
"-","BORAGINACEAE Heliotropium consimile Craven","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22892","-","-"
"View","BORAGINACEAE Heliotropium cracens Craven","Y","-","Y","-","NT","ACTIVE","Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","12133","12133","-","-"
"View","BORAGINACEAE Heliotropium cunninghamii Benth.","-","-","Y","-","SR","ACTIVE","Yates 2003","-","-","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","817","817","-","Plants always discrete (includes shortly rhizomatous)"
"-","BORAGINACEAE Heliotropium cupressinum Craven","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22206","-","-"
"View","BORAGINACEAE Heliotropium curassavicum L.","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Death of plant and regeneration from seed (include all annuals here)","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed","818","818","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"-","BORAGINACEAE Heliotropium dichotomum Craven","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22478","-","-"
"-","BORAGINACEAE Heliotropium discorde Craven","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12134","-","-"
