taxon_name,genus,family,taxon_distribution,taxon_rank,plant_trait,notes,reference,units,name,value,value_type
Euphrasia amphisysepala,Euphrasia,Scrophulariaceae,Tas,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,fire_killed_presumed,mode
Euphrasia amphisysepala,Euphrasia,Scrophulariaceae,Tas,species,leaf_length,NA,Tas_NRE_2025,cm,value_1,5,minimum
Euphrasia amphisysepala,Euphrasia,Scrophulariaceae,Tas,species,leaf_length,NA,Tas_NRE_2025,cm,value_2,15,maximum
Euphrasia amphisysepala,Euphrasia,Scrophulariaceae,Tas,species,leaf_width,NA,Tas_NRE_2025,cm,value_1,2,minimum
Euphrasia amphisysepala,Euphrasia,Scrophulariaceae,Tas,species,leaf_width,NA,Tas_NRE_2025,cm,value_2,7,maximum
Euphrasia amphisysepala,Euphrasia,Scrophulariaceae,Tas,species,germination_cues,NA,Tas_NRE_2025,NA,value_1,disturbance,mode
Euphrasia amphisysepala,Euphrasia,Scrophulariaceae,Tas,species,seedbank_location,NA,Tas_NRE_2025,NA,value_1,soil_seedbank,mode
Euphrasia amphisysepala,Euphrasia,Scrophulariaceae,Tas,species,lifespan,NA,Tas_NRE_2025,a,value_1,3,minimum
Euphrasia amphisysepala,Euphrasia,Scrophulariaceae,Tas,species,lifespan,NA,Tas_NRE_2025,a,value_2,5,maximum
Euphrasia amphisysepala,Euphrasia,Scrophulariaceae,Tas,species,parasitic,NA,Tas_NRE_2025,NA,value_1,root_parasitic hemiparasitic,mode
Euphrasia arguta,Euphrasia,Scrophulariaceae,NSW,species,resprouting_capacity,annual,SPRAT_2025_2,NA,value_1,fire_killed,mode
Euphrasia arguta,Euphrasia,Scrophulariaceae,NSW,species,storage_organ,annual,SPRAT_2025_2,NA,value_1,no_storage_organ,mode
Euphrasia arguta,Euphrasia,Scrophulariaceae,NSW,species,flowering_time,NA,Binns_2020,NA,value_1,Jan-Apr,mode
Euphrasia arguta,Euphrasia,Scrophulariaceae,NSW,species,fruiting_time,NA,Binns_2020,NA,value_1,Jan-Apr,mode
Euphrasia arguta,Euphrasia,Scrophulariaceae,NSW,species,germination_cues,NA,SPRAT_2025_2,NA,value_1,disturbance rain,mode
Euphrasia collina subsp. osbornii,Euphrasia,Scrophulariaceae,SA,subspecies,plant_height,for_subspecies,SPRAT_2025_2,NA,value_1,not_given,mode
Euphrasia crassiuscula subsp. glandulifera,Euphrasia,Scrophulariaceae,Vic,subspecies,plant_height,NA,SPRAT_2025_2,cm,value_1,20,mean
Euphrasia crassiuscula subsp. glandulifera,Euphrasia,Scrophulariaceae,Vic,subspecies,leaf_length,NA,SPRAT_2025_2,mm,value_1,13,mean
Euphrasia crassiuscula subsp. glandulifera,Euphrasia,Scrophulariaceae,Vic,subspecies,leaf_width,NA,SPRAT_2025_2,mm,value_1,8,mean
Euphrasia crassiuscula subsp. glandulifera,Euphrasia,Scrophulariaceae,Vic,subspecies,fruit_length,NA,SPRAT_2025_2,mm,value_1,8.5,mean
Euphrasia crassiuscula subsp. glandulifera,Euphrasia,Scrophulariaceae,Vic,subspecies,fruit_width,NA,SPRAT_2025_2,mm,value_1,3.2,mean
Euphrasia crassiuscula subsp. glandulifera,Euphrasia,Scrophulariaceae,Vic,subspecies,parasitic,NA,SPRAT_2025_2,NA,value_1,hemiparasitic,mode
Euphrasia fragosa,Euphrasia,Scrophulariaceae,Tas,species,plant_height,NA,Tas_NRE_2025,cm,value_1,25,minimum
Euphrasia fragosa,Euphrasia,Scrophulariaceae,Tas,species,plant_height,NA,Tas_NRE_2025,cm,value_2,30,maximum
Euphrasia fragosa,Euphrasia,Scrophulariaceae,Tas,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,fire_killed_presumed,mode
Euphrasia fragosa,Euphrasia,Scrophulariaceae,Tas,species,leaf_length,NA,Tas_NRE_2025,cm,value_1,5,minimum
Euphrasia fragosa,Euphrasia,Scrophulariaceae,Tas,species,leaf_length,NA,Tas_NRE_2025,cm,value_2,10,maximum
Euphrasia fragosa,Euphrasia,Scrophulariaceae,Tas,species,leaf_width,NA,Tas_NRE_2025,cm,value_1,3,minimum
Euphrasia fragosa,Euphrasia,Scrophulariaceae,Tas,species,leaf_width,NA,Tas_NRE_2025,cm,value_2,5,maximum
Euphrasia fragosa,Euphrasia,Scrophulariaceae,Tas,species,flowering_time,NA,Tas_NRE_2025,NA,value_1,Nov-Dec,mode
Euphrasia fragosa,Euphrasia,Scrophulariaceae,Tas,species,pollination_syndrome,NA,Tas_NRE_2025,NA,value_1,self-pollinated,mode
Euphrasia fragosa,Euphrasia,Scrophulariaceae,Tas,species,post_fire_recruitment,NA,Tas_NRE_2025,NA,value_1,post_fire_recruitment,mode
Euphrasia fragosa,Euphrasia,Scrophulariaceae,Tas,species,germination_cues,NA,Tas_NRE_2025,NA,value_1,fire disturbance,mode
Euphrasia fragosa,Euphrasia,Scrophulariaceae,Tas,species,seedbank_location,NA,Tas_NRE_2025,NA,value_1,soil_seedbank,mode
Euphrasia fragosa,Euphrasia,Scrophulariaceae,Tas,species,lifespan,NA,Tas_NRE_2025,a,value_1,1,minimum
Euphrasia fragosa,Euphrasia,Scrophulariaceae,Tas,species,lifespan,NA,Tas_NRE_2025,a,value_2,3,maximum
Euphrasia fragosa,Euphrasia,Scrophulariaceae,Tas,species,parasitic,NA,Tas_NRE_2025,NA,value_1,root_parasitic hemiparasitic,mode
Euphrasia gibbsiae subsp. psilantherea,Euphrasia,Scrophulariaceae,Tas,subspecies,plant_height,NA,Tas_NRE_2025,cm,value_1,30,minimum
Euphrasia gibbsiae subsp. psilantherea,Euphrasia,Scrophulariaceae,Tas,subspecies,plant_height,NA,Tas_NRE_2025,cm,value_2,40,maximum
Euphrasia gibbsiae subsp. psilantherea,Euphrasia,Scrophulariaceae,Tas,subspecies,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,fire_killed_presumed,mode
Euphrasia gibbsiae subsp. psilantherea,Euphrasia,Scrophulariaceae,Tas,subspecies,leaf_length,NA,Tas_NRE_2025,cm,value_1,5,minimum
Euphrasia gibbsiae subsp. psilantherea,Euphrasia,Scrophulariaceae,Tas,subspecies,leaf_length,NA,Tas_NRE_2025,cm,value_2,8,maximum
Euphrasia gibbsiae subsp. psilantherea,Euphrasia,Scrophulariaceae,Tas,subspecies,leaf_width,NA,Tas_NRE_2025,cm,value_1,2.5,minimum
Euphrasia gibbsiae subsp. psilantherea,Euphrasia,Scrophulariaceae,Tas,subspecies,leaf_width,NA,Tas_NRE_2025,cm,value_2,4.5,maximum
Euphrasia gibbsiae subsp. psilantherea,Euphrasia,Scrophulariaceae,Tas,subspecies,flowering_time,NA,Tas_NRE_2025,NA,value_1,Mar Apr Sep Oct,mode
Euphrasia gibbsiae subsp. psilantherea,Euphrasia,Scrophulariaceae,Tas,subspecies,post_fire_recruitment,NA,Tas_NRE_2025,NA,value_1,post_fire_recruitment,mode
Euphrasia gibbsiae subsp. psilantherea,Euphrasia,Scrophulariaceae,Tas,subspecies,germination_cues,NA,Tas_NRE_2025,NA,value_1,fire disturbance,mode
Euphrasia gibbsiae subsp. psilantherea,Euphrasia,Scrophulariaceae,Tas,subspecies,seedbank_location,NA,Tas_NRE_2025,NA,value_1,soil_seedbank,mode
Euphrasia gibbsiae subsp. psilantherea,Euphrasia,Scrophulariaceae,Tas,subspecies,lifespan,NA,Tas_NRE_2025,a,value_1,3,minimum
Euphrasia gibbsiae subsp. psilantherea,Euphrasia,Scrophulariaceae,Tas,subspecies,lifespan,NA,Tas_NRE_2025,a,value_2,5,maximum
Euphrasia gibbsiae subsp. psilantherea,Euphrasia,Scrophulariaceae,Tas,subspecies,parasitic,NA,Tas_NRE_2025,NA,value_1,root_parasitic hemiparasitic,mode
Euphrasia phragmostoma,Euphrasia,Scrophulariaceae,Tas,species,plant_height,NA,Tas_NRE_2025,cm,value_1,40,mean
Euphrasia phragmostoma,Euphrasia,Scrophulariaceae,Tas,species,stem_growth_habit,NA,SPRAT_2025_2,NA,value_1,upright straggling,mode
Euphrasia phragmostoma,Euphrasia,Scrophulariaceae,Tas,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,fire_killed_presumed,mode
Euphrasia phragmostoma,Euphrasia,Scrophulariaceae,Tas,species,leaf_length,NA,Tas_NRE_2025,cm,value_1,8,minimum
Euphrasia phragmostoma,Euphrasia,Scrophulariaceae,Tas,species,leaf_length,NA,Tas_NRE_2025,cm,value_2,17,maximum
Euphrasia phragmostoma,Euphrasia,Scrophulariaceae,Tas,species,leaf_width,NA,Tas_NRE_2025,cm,value_1,5,minimum
Euphrasia phragmostoma,Euphrasia,Scrophulariaceae,Tas,species,leaf_width,NA,Tas_NRE_2025,cm,value_2,10,maximum
Euphrasia phragmostoma,Euphrasia,Scrophulariaceae,Tas,species,flowering_time,NA,Tas_NRE_2025,NA,value_1,Nov-Dec,mode
Euphrasia phragmostoma,Euphrasia,Scrophulariaceae,Tas,species,post_fire_recruitment,NA,Tas_NRE_2025,NA,value_1,post_fire_recruitment,mode
Euphrasia phragmostoma,Euphrasia,Scrophulariaceae,Tas,species,germination_cues,NA,Tas_NRE_2025,NA,value_1,fire disturbance,mode
Euphrasia phragmostoma,Euphrasia,Scrophulariaceae,Tas,species,lifespan,NA,Tas_NRE_2025,a,value_1,3,minimum
Euphrasia phragmostoma,Euphrasia,Scrophulariaceae,Tas,species,lifespan,NA,Tas_NRE_2025,a,value_2,5,maximum
Euphrasia phragmostoma,Euphrasia,Scrophulariaceae,Tas,species,parasitic,NA,Tas_NRE_2025,NA,value_1,root_parasitic hemiparasitic,mode
Euphrasia semipicta,Euphrasia,Scrophulariaceae,Tas,species,plant_height,NA,Tas_NRE_2025,cm,value_1,35,mean
Euphrasia semipicta,Euphrasia,Scrophulariaceae,Tas,species,stem_growth_habit,NA,SPRAT_2025_2,NA,value_1,erect,mode
Euphrasia semipicta,Euphrasia,Scrophulariaceae,Tas,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,fire_killed_presumed,mode
Euphrasia semipicta,Euphrasia,Scrophulariaceae,Tas,species,leaf_length,NA,Tas_NRE_2025,cm,value_1,5,minimum
Euphrasia semipicta,Euphrasia,Scrophulariaceae,Tas,species,leaf_length,NA,Tas_NRE_2025,cm,value_2,10,maximum
Euphrasia semipicta,Euphrasia,Scrophulariaceae,Tas,species,leaf_width,NA,Tas_NRE_2025,cm,value_1,3,minimum
Euphrasia semipicta,Euphrasia,Scrophulariaceae,Tas,species,leaf_width,NA,Tas_NRE_2025,cm,value_2,5,maximum
Euphrasia semipicta,Euphrasia,Scrophulariaceae,Tas,species,fruit_length,NA,SPRAT_2025_2,mm,value_1,6,minimum
Euphrasia semipicta,Euphrasia,Scrophulariaceae,Tas,species,fruit_length,NA,SPRAT_2025_2,mm,value_2,8,maximum
Euphrasia semipicta,Euphrasia,Scrophulariaceae,Tas,species,fruit_width,NA,SPRAT_2025_2,mm,value_1,2.2,minimum
Euphrasia semipicta,Euphrasia,Scrophulariaceae,Tas,species,fruit_width,NA,SPRAT_2025_2,mm,value_2,3.0,maximum
Euphrasia semipicta,Euphrasia,Scrophulariaceae,Tas,species,post_fire_recruitment,NA,Tas_NRE_2025,NA,value_1,post_fire_recruitment,mode
Euphrasia semipicta,Euphrasia,Scrophulariaceae,Tas,species,germination_cues,NA,Tas_NRE_2025,NA,value_1,fire disturbance,mode
Euphrasia semipicta,Euphrasia,Scrophulariaceae,Tas,species,lifespan,NA,Tas_NRE_2025,a,value_1,3,minimum
Euphrasia semipicta,Euphrasia,Scrophulariaceae,Tas,species,lifespan,NA,Tas_NRE_2025,a,value_2,5,maximum
Euphrasia semipicta,Euphrasia,Scrophulariaceae,Tas,species,parasitic,NA,Tas_NRE_2025,NA,value_1,root_parasitic hemiparasitic,mode
Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.),Euphrasia,Scrophulariaceae,Tas,species,life_history,NA,SPRAT_2025_2,NA,value_1,short_lived_perennial,mode
Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.),Euphrasia,Scrophulariaceae,Tas,species,plant_height,NA,SPRAT_2025_2,cm,value_1,30,mean
Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.),Euphrasia,Scrophulariaceae,Tas,species,post_fire_recruitment,NA,SPRAT_2025_2,NA,value_1,post_fire_recruitment,mode
Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.),Euphrasia,Scrophulariaceae,Tas,species,seedbank_location,NA,SPRAT_2025_2,NA,value_1,soil_seedbank,mode
Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.),Euphrasia,Scrophulariaceae,Tas,species,parasitic,NA,SPRAT_2025_2,NA,value_1,hemiparasitic,mode
Fimbristylis adjuncta,Fimbristylis,Cyperaceae,Qld,species,plant_height,NA,Blake_1947,cm,value_1,7,minimum
Fimbristylis adjuncta,Fimbristylis,Cyperaceae,Qld,species,plant_height,NA,Blake_1947,cm,value_2,15,maximum
Fimbristylis adjuncta,Fimbristylis,Cyperaceae,Qld,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,fire_killed_annual,mode
Fimbristylis adjuncta,Fimbristylis,Cyperaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,none,mode
Fimbristylis adjuncta,Fimbristylis,Cyperaceae,Qld,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,no_storage_organ_annual,mode
Fimbristylis adjuncta,Fimbristylis,Cyperaceae,Qld,species,leaf_length,NA,SPRAT_2025_2,mm,value_1,2.2,minimum
Fimbristylis adjuncta,Fimbristylis,Cyperaceae,Qld,species,leaf_length,NA,SPRAT_2025_2,mm,value_2,2.5,maximum
Fimbristylis adjuncta,Fimbristylis,Cyperaceae,Qld,species,fruit_length,NA,SPRAT_2025_2,mm,value_1,0.6,mean
Fimbristylis adjuncta,Fimbristylis,Cyperaceae,Qld,species,fruit_width,NA,SPRAT_2025_2,mm,value_1,0.6,mean
Frankenia conferta,Frankenia,Frankeniaceae,WA,species,plant_height,NA,Harris_2004,cm,value_1,29,mean
Frankenia conferta,Frankenia,Frankeniaceae,WA,species,bud_bank_location,NA,Harris_2004,NA,value_1,adventitious_roots,mode
Frankenia conferta,Frankenia,Frankeniaceae,WA,species,storage_organ,NA,Harris_2004,NA,value_1,adventitious_roots,mode
Frankenia conferta,Frankenia,Frankeniaceae,WA,species,flowering_time,NA,Harris_2004,NA,value_1,Nov-Dec,mode
Frankenia conferta,Frankenia,Frankeniaceae,WA,species,vegetative_reproduction_ability,NA,Harris_2004,NA,value_1,vegetative,mode
Frankenia decurrens,Frankenia,Frankeniaceae,WA,species,plant_height,NA,SPRAT_2025_2,NA,value_1,not_given_in_taxon_description,mode
Frankenia decurrens,Frankenia,Frankeniaceae,WA,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Oct-Nov,mode
Frankenia parvula,Frankenia,Frankeniaceae,WA,species,plant_height,NA,Harris_2004_2,cm,value_1,3.5,mean
Frankenia parvula,Frankenia,Frankeniaceae,WA,species,resprouting_capacity_non_fire_disturbance,NA,SPRAT_2025_2,NA,value_1,resprouts_non_fire_disturbance,mode
Frankenia parvula,Frankenia,Frankeniaceae,WA,species,bud_bank_location,NA,Harris_2004_2,NA,value_1,adventitious_roots,mode
Frankenia parvula,Frankenia,Frankeniaceae,WA,species,storage_organ,NA,Harris_2004_2,NA,value_1,adventitious_roots,mode
Frankenia parvula,Frankenia,Frankeniaceae,WA,species,leaf_length,NA,SPRAT_2025_2,mm,value_1,1.5,minimum
Frankenia parvula,Frankenia,Frankeniaceae,WA,species,leaf_length,NA,SPRAT_2025_2,mm,value_2,3,maximum
Frankenia parvula,Frankenia,Frankeniaceae,WA,species,fruit_length,NA,Harris_2004_2,mm,value_1,3,minimum
Frankenia parvula,Frankenia,Frankeniaceae,WA,species,fruit_length,NA,Harris_2004_2,mm,value_2,5,maximum
Frankenia parvula,Frankenia,Frankeniaceae,WA,species,fruit_width,NA,Harris_2004_2,mm,value_1,3,minimum
Frankenia parvula,Frankenia,Frankeniaceae,WA,species,fruit_width,NA,Harris_2004_2,mm,value_2,5,maximum
Frankenia parvula,Frankenia,Frankeniaceae,WA,species,vegetative_reproduction_ability,NA,Harris_2004_2,NA,value_1,vegetative,mode
Frankenia plicata,Frankenia,Frankeniaceae,SA,species,plant_height,NA,SPRAT_2025_2,cm,value_1,25,mean
Frankenia plicata,Frankenia,Frankeniaceae,SA,species,stem_length,NA,SPRAT_2025_2,cm,value_1,25,mean
Frankenia plicata,Frankenia,Frankeniaceae,SA,species,stem_growth_habit,NA,SPRAT_2025_2,NA,value_1,erect prostrate,mode
Frankenia plicata,Frankenia,Frankeniaceae,SA,species,flowering_time,NA,SAPlants_2025,NA,value_1,Sep-Oct,mode
Galium antarcticum,Galium,Rubiaceae,MI,species,stem_length,NA,SPRAT_2025_2,cm,value_1,40,minimum
Galium antarcticum,Galium,Rubiaceae,MI,species,stem_length,NA,SPRAT_2025_2,cm,value_2,50,maximum
Galium antarcticum,Galium,Rubiaceae,MI,species,stem_growth_habit,NA,SPRAT_2025_2,NA,value_1,prostrate,mode
Galium antarcticum,Galium,Rubiaceae,MI,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,rooting at stem nodes,mode
Galium antarcticum,Galium,Rubiaceae,MI,species,leaf_length,NA,SPRAT_2025_2,mm,value_1,3,minimum
Galium antarcticum,Galium,Rubiaceae,MI,species,leaf_length,NA,SPRAT_2025_2,mm,value_2,4.5,maximum
Galium antarcticum,Galium,Rubiaceae,MI,species,flowering_time,NA,Tas_NRE_2025,NA,value_1,Jan,mode
Galium antarcticum,Galium,Rubiaceae,MI,species,vegetative_reproduction_ability,NA,SPRAT_2025_2,NA,value_1,vegetative,mode
Gastrolobium argyrotrichum,Gastrolobium,Fabaceae,WA,species,plant_height,NA,SPRAT_2025_2,m,value_1,1,minimum
Gastrolobium argyrotrichum,Gastrolobium,Fabaceae,WA,species,plant_height,NA,SPRAT_2025_2,m,value_2,1.5,maximum
Gastrolobium argyrotrichum,Gastrolobium,Fabaceae,WA,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,fire_killed_presumed,mode
Gastrolobium argyrotrichum,Gastrolobium,Fabaceae,WA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,none,mode
Gastrolobium argyrotrichum,Gastrolobium,Fabaceae,WA,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,no_storage_organ,mode
Gastrolobium argyrotrichum,Gastrolobium,Fabaceae,WA,species,leaf_length,NA,SPRAT_2025_2,mm,value_1,10,minimum
Gastrolobium argyrotrichum,Gastrolobium,Fabaceae,WA,species,leaf_length,NA,SPRAT_2025_2,mm,value_2,30,maximum
Gastrolobium argyrotrichum,Gastrolobium,Fabaceae,WA,species,leaf_width,NA,SPRAT_2025_2,mm,value_1,7,minimum
Gastrolobium argyrotrichum,Gastrolobium,Fabaceae,WA,species,leaf_width,NA,SPRAT_2025_2,mm,value_2,13,maximum
Gastrolobium argyrotrichum,Gastrolobium,Fabaceae,WA,species,post_fire_recruitment,NA,SPRAT_2025_2,NA,value_1,post_fire_recruitment,mode
Gastrolobium argyrotrichum,Gastrolobium,Fabaceae,WA,species,seedbank_location,NA,SPRAT_2025_2,NA,value_1,soil_seedbank,mode
Gastrolobium argyrotrichum,Gastrolobium,Fabaceae,WA,species,seed_length,NA,SPRAT_2025_2,mm,value_1,3,mean
Gastrolobium humile,Gastrolobium,Fabaceae,WA,species,plant_height,NA,SPRAT_2025_2,NA,value_1,not_given_in_taxon_description,mode
Gastrolobium humile,Gastrolobium,Fabaceae,WA,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Sep-Oct,mode
Gentiana baeuerlenii,Gentiana,Gentianaceae,"NSW, ACT",species,storage_organ,NA,SPRAT_2025_2,NA,value_1,no_storage_organ_annual,mode
Gentiana wingecarribiensis,Gentiana,Gentianaceae,NSW,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,no_storage_organ_annual,mode
Gentiana wissmannii,Gentiana,Gentianaceae,NSW,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,fire_killed_annual,mode
Gentiana wissmannii,Gentiana,Gentianaceae,NSW,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,no_storage_organ_annual,mode
Glyceria drummondii,Glyceria,Poaceae,WA,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,fire_killed_annual,mode
Glyceria drummondii,Glyceria,Poaceae,WA,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,no_storage_organ_annual,mode
Goodenia integerrima,Goodenia,Goodeniaceae,WA,species,plant_height,NA,SPRAT_2025_2,cm,value_1,9,mean
Goodenia integerrima,Goodenia,Goodeniaceae,WA,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Oct-Nov,mode
Goodenia integerrima,Goodenia,Goodeniaceae,WA,species,fire_exposure_level,NA,SPRAT_2025_2,NA,value_1,fire_avoidance_among_rocks,mode
Goodenia perfoliata,Goodenia,Goodeniaceae,NSW,species,plant_height,NA,Lucid_SE_NSW_2025,m,value_1,0.5,mean
Goodenia perfoliata,Goodenia,Goodeniaceae,NSW,species,leaf_length,NA,Lucid_SE_NSW_2025,cm,value_1,10,minimum
Goodenia perfoliata,Goodenia,Goodeniaceae,NSW,species,leaf_length,NA,Lucid_SE_NSW_2025,cm,value_2,25,maximum
Goodenia perfoliata,Goodenia,Goodeniaceae,NSW,species,leaf_width,NA,Lucid_SE_NSW_2025,mm,value_1,25,minimum
Goodenia perfoliata,Goodenia,Goodeniaceae,NSW,species,leaf_width,NA,Lucid_SE_NSW_2025,mm,value_2,60,maximum
Goodenia quadrifida,Goodenia,Goodeniaceae,NT,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,fire_killed_annual,mode
Goodenia quadrifida,Goodenia,Goodeniaceae,NT,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,no_storage_organ_annual,mode
Goodenia quadrifida,Goodenia,Goodeniaceae,NT,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Mar-May,mode
Goodenia quadrifida,Goodenia,Goodeniaceae,NT,species,flower_colour,NA,SPRAT_2025_2,NA,value_1,purple brown,mode
Graptophyllum ilicifolium,Graptophyllum,Acanthaceae,Qld,species,plant_growth_form,NA,WildNet_2025,NA,value_1,shrub tree,mode
Graptophyllum ilicifolium,Graptophyllum,Acanthaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,bud-bearing_root,mode
Graptophyllum ilicifolium,Graptophyllum,Acanthaceae,Qld,species,clonal_spread_mechanism,NA,SPRAT_2025_2,NA,value_1,adventitious_roots,mode
Graptophyllum ilicifolium,Graptophyllum,Acanthaceae,Qld,species,leaf_length,NA,WildNet_2025,cm,value_1,5.5,minimum
Graptophyllum ilicifolium,Graptophyllum,Acanthaceae,Qld,species,leaf_length,NA,WildNet_2025,cm,value_2,11.5,maximum
Graptophyllum ilicifolium,Graptophyllum,Acanthaceae,Qld,species,leaf_width,NA,WildNet_2025,cm,value_1,3,minimum
Graptophyllum ilicifolium,Graptophyllum,Acanthaceae,Qld,species,leaf_width,NA,WildNet_2025,cm,value_2,6,maximum
Graptophyllum ilicifolium,Graptophyllum,Acanthaceae,Qld,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Jul-Sep,mode
Graptophyllum ilicifolium,Graptophyllum,Acanthaceae,Qld,species,fruiting_time,NA,SPRAT_2025_2,NA,value_1,"Apr, Jul, Dec",mode
Graptophyllum ilicifolium,Graptophyllum,Acanthaceae,Qld,species,plant_physical_defence_structures,NA,WildNet_2025,NA,value_1,prickly_leaves,mode
Graptophyllum ilicifolium,Graptophyllum,Acanthaceae,Qld,species,leaf_phyllotaxis,NA,WildNet_2025,NA,value_1,opposite,mode
Graptophyllum ilicifolium,Graptophyllum,Acanthaceae,Qld,species,leaf_surface_reflectivity,upper leaf surface  ,WildNet_2025,NA,value_1,shiny,mode
Graptophyllum ilicifolium,Graptophyllum,Acanthaceae,Qld,species,leaf_surface_reflectivity,lower leaf surface  ,WildNet_2025,NA,value_1,dull,mode
Graptophyllum ilicifolium,Graptophyllum,Acanthaceae,Qld,species,flowers_per_inflorescence,NA,WildNet_2025,count,value_1,4,minimum
Graptophyllum ilicifolium,Graptophyllum,Acanthaceae,Qld,species,flowers_per_inflorescence,NA,WildNet_2025,count,value_2,6,maximum
Graptophyllum ilicifolium,Graptophyllum,Acanthaceae,Qld,species,leaf_margin,NA,WildNet_2025,NA,value_1,toothed_serrate,mode
Graptophyllum ilicifolium,Graptophyllum,Acanthaceae,Qld,species,leaf_margin_posture,NA,WildNet_2025,NA,value_1,flat,mode
Grevillea brachystylis subsp. australis,Grevillea,Proteaceae,WA,subspecies,leaf_length,NA,SPRAT_2025_2,cm,value_1,1,minimum
Grevillea brachystylis subsp. australis,Grevillea,Proteaceae,WA,subspecies,leaf_length,NA,SPRAT_2025_2,cm,value_2,14,maximum
Grevillea brachystylis subsp. australis,Grevillea,Proteaceae,WA,subspecies,leaf_width,NA,SPRAT_2025_2,mm,value_1,2,minimum
Grevillea brachystylis subsp. australis,Grevillea,Proteaceae,WA,subspecies,leaf_width,NA,SPRAT_2025_2,mm,value_2,10,maximum
Grevillea brachystylis subsp. grandis,Grevillea,Proteaceae,WA,subspecies,leaf_length,NA,Wikipedia_2025,mm,value_1,70,minimum
Grevillea brachystylis subsp. grandis,Grevillea,Proteaceae,WA,subspecies,leaf_length,NA,Wikipedia_2025,mm,value_2,130,maximum
Grevillea brachystylis subsp. grandis,Grevillea,Proteaceae,WA,subspecies,leaf_width,NA,Wikipedia_2025,mm,value_1,2,minimum
Grevillea brachystylis subsp. grandis,Grevillea,Proteaceae,WA,subspecies,leaf_width,NA,Wikipedia_2025,mm,value_2,10,maximum
Grevillea bracteosa subsp. howatharra,Grevillea,Proteaceae,WA,subspecies,plant_height,NA,SPRAT_2025_2,m,value_1,2,mean
Grevillea bracteosa subsp. howatharra,Grevillea,Proteaceae,WA,subspecies,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,fire_killed_presumed,mode
Grevillea bracteosa subsp. howatharra,Grevillea,Proteaceae,WA,subspecies,bud_bank_location,non-lignotuberous,SPRAT_2025_2,NA,value_1,none,mode
