error,dataset_id,species_name,site_name,context_name,observation_id,trait_name,value,unit,date,value_type,replicates,original_name
Duplicate of Barlow_1981_2493,Leishman_1995,Hakea gibbosa,NA,NA,Leishman_1995_247,plant_height,3,m,NA,expert_mean,NA,Hakea gibbosa
Duplicate of Hughes_1992_336,Leishman_1995,Hakea sericea,NA,NA,Leishman_1995_248,plant_height,3,m,NA,expert_mean,NA,Hakea sericea
Duplicate of Hughes_1992_441,Leishman_1995,Maytenus silvestris,NA,NA,Leishman_1995_255,plant_height,3,m,NA,expert_mean,NA,Maytenus silvestris
Duplicate of Barlow_1981_3410,Leishman_1995,Petrophile pulchella,NA,NA,Leishman_1995_256,plant_height,3,m,NA,expert_mean,NA,Petrophile pulchella
Duplicate of Hughes_1992_558,Leishman_1995,Pittosporum revolutum,NA,NA,Leishman_1995_257,plant_height,3,m,NA,expert_mean,NA,Pittosporum revolutum
Duplicate of Hughes_1992_388,Leishman_1995,Polyscias sambucifolia,NA,NA,Leishman_1995_258,plant_height,3,m,NA,expert_mean,NA,Polyscias sambucifolia
Duplicate of Hughes_1992_393,Leishman_1995,Rapanea variablis,NA,NA,Leishman_1995_259,plant_height,3,m,NA,expert_mean,NA,Rapanea variabilis
Duplicate of Hughes_1992_562,Leishman_1995,Banksia serrata,NA,NA,Leishman_1995_263,plant_height,4,m,NA,expert_mean,NA,Banksia serrata
Duplicate of Hughes_1992_343,Leishman_1995,Ceratopetalum gummiferum,NA,NA,Leishman_1995_265,plant_height,4,m,NA,expert_mean,NA,Ceratopetalum gummiferum
Duplicate of CPBR_2002_599,Leishman_1995,Eucalyptus obtusiflora,NA,NA,Leishman_1995_269,plant_height,4,m,NA,expert_mean,NA,Eucalyptus obtusiflora
Duplicate of Hughes_1992_257,Leishman_1995,Leptospermum trinervium,NA,NA,Leishman_1995_271,plant_height,4,m,NA,expert_mean,NA,Leptospermum attenuatum
Duplicate of Barlow_1981_3337,Leishman_1995,Persoonia pinifolia,NA,NA,Leishman_1995_273,plant_height,4,m,NA,expert_mean,NA,Persoonia pinifolia
Duplicate of Hughes_1992_344,Leishman_1995,Telopea speciosissima,NA,NA,Leishman_1995_277,plant_height,4,m,NA,expert_mean,NA,Telopea speciosissima
Duplicate of Hughes_1992_374,Leishman_1995,Wilkiea hugeliana,NA,NA,Leishman_1995_279,plant_height,4,m,NA,expert_mean,NA,Wilkiea heugliana
Duplicate of Barlow_1981_3305,Leishman_1995,Persoonia levis,NA,NA,Leishman_1995_281,plant_height,5,m,NA,expert_mean,NA,Persoonia levis
Duplicate of Barlow_1981_3306,Leishman_1995,Persoonia linearis,NA,NA,Leishman_1995_282,plant_height,5,m,NA,expert_mean,NA,Persoonia linearis
Duplicate of Hughes_1992_523,Leishman_1995,Glochidion ferdinandii,NA,NA,Leishman_1995_286,plant_height,6,m,NA,expert_mean,NA,Glochidion ferdinandi
Duplicate of Hughes_1992_520,Leishman_1995,Backhousia myrtifolia,NA,NA,Leishman_1995_291,plant_height,10,m,NA,expert_mean,NA,Backhousia myrtifolia
Duplicate of Hughes_1992_564,Leishman_1995,Allocasuarina littoralis,NA,NA,Leishman_1995_297,plant_height,12,m,NA,expert_mean,NA,Casuarina littoralis
Duplicate of Hughes_1992_592,Leishman_1995,Syzygium smithii,NA,NA,Leishman_1995_303,plant_height,20,m,NA,expert_mean,NA,Acmena smithii
Duplicate of Hughes_1992_551,Leishman_1995,Angophora floribunda,NA,NA,Leishman_1995_304,plant_height,20,m,NA,expert_mean,NA,Angophora floribunda
Duplicate of Barlow_1981_0165,Leishman_1995,Allocasuarina torulosa,NA,NA,Leishman_1995_305,plant_height,20,m,NA,expert_mean,NA,Casuarina torulosa
Duplicate of CPBR_2002_668,Leishman_1995,Eucalyptus piperita,NA,NA,Leishman_1995_308,plant_height,20,m,NA,expert_mean,NA,Eucalyptus piperita
Duplicate of Hughes_1992_553,Leishman_1995,Eucalyptus sieberi,NA,NA,Leishman_1995_309,plant_height,20,m,NA,expert_mean,NA,Eucalyptus sieberi
Duplicate of Hughes_1992_582,Leishman_1995,Schizomeria ovata,NA,NA,Leishman_1995_311,plant_height,20,m,NA,expert_mean,NA,Schizomeria ovata
Duplicate of Hughes_1992_546,Leishman_1995,Angophora costata,NA,NA,Leishman_1995_313,plant_height,25,m,NA,expert_mean,NA,Angophora costata
Duplicate of Hughes_1992_567,Leishman_1995,Ceratopetalum apetalum,NA,NA,Leishman_1995_314,plant_height,25,m,NA,expert_mean,NA,Ceratopetalum apetalum
