species,season,tree,Hv sapwood,Hydraulic condictivity,HC per leaf area,HC per branch TA,HC per SW area,Aarea,Amass,ETRmax,Sample ID,Cmass % (w/w),Nmass % (w/w),SLA,N g m-2
Eucalyptus macrorhyncha,winter,12,4.00409e-4,1.694915254,0.005687635,1.419544847,1.420456199,17.649437326666668,76.82350294999999,15.959301153333332,NA,NA,NA,NA,NA
Eucalyptus macrorhyncha,winter,13,3.8585e-4,0.448922559,0.001887022,0.35742242,0.489056358,19.713333333333335,96.88933988333334,5.600962211333333,NA,NA,NA,NA,NA
Eucalyptus macrorhyncha,winter,14,3.08502e-4,0.455927052,0.002077116,0.40221523,0.673290896,22.2,96.83935078,4.971262968333333,NA,NA,NA,NA,NA
Eucalyptus macrorhyncha,winter,15,2.55779e-4,1.356589147,0.007162561,2.765022466,2.800298161,23.236666666666668,101.56399057333333,7.379764206666667,NA,NA,NA,NA,NA
Eucalyptus macrorhyncha,winter,16,4.55719e-4,0,0,0,0,23.346666666666668,107.35898558333334,8.146391773333333,NA,NA,NA,NA,NA
Eucalyptus macrorhyncha,winter,17,3.3603e-4,0.582762238,0.002233661,0.642190551,0.66472044,22.189999999999998,94.87918650333333,8.649954798333333,NA,NA,NA,NA,NA
Eucalyptus macrorhyncha,winter,18,1.21589e-4,2.102431193,0.004887102,1.593251812,4.01935777,19.686666666666667,94.50111149666667,10.618278086666667,NA,NA,NA,NA,NA
Eucalyptus macrorhyncha,winter,19,4.19899e-4,0.184588608,0.001358268,0.171763859,0.323475221,15.14,69.18745057333334,7.190597612,NA,NA,NA,NA,NA
Eucalyptus macrorhyncha,winter,20,4.85157e-4,0.396106033,6.99093e-4,0.135607007,0.144096196,17.31,84.20363653333334,11.606874279000001,NA,NA,NA,NA,NA
Eucalyptus macrorhyncha,winter,21,4.49383e-4,1.269857143,0.006992605,1.248188589,1.556045521,17.336666666666666,101.04654535666667,9.469698612666667,NA,NA,NA,NA,NA
Eucalyptus macrorhyncha,winter,22,2.17608e-4,2.05078125,0.003856302,1.717593814,1.772134671,13.66,66.01589492,11.431001886666667,NA,NA,NA,NA,NA
Eucalyptus macrorhyncha,winter,23,2.67279e-4,0.268806452,0.001771961,0.33440293,0.662962138,21.013333333333335,109.27562349333334,10.120687172333334,NA,NA,NA,NA,NA
Eucalyptus macrorhyncha,winter,24,2.59916e-4,0.230326633,0.00129397,0.239518142,0.497842405,12.66,61.15452494666667,9.907970764333333,NA,NA,NA,NA,NA
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,56.1,1.21,45.53731975,2.657161218
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,56,1.18,45.53731975,2.591281187
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,55.9,1.27,45.53731975,2.788921278
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,56.2,1.21,45.53731975,2.657161218
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,56.6,1.19,45.53731975,2.613241197
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,54.9,1.24,45.53731975,2.723041248
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,55.6,1.45,45.53731975,3.184201459
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,55,1.91,45.53731975,4.194361922
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,56.3,1.14,45.53731975,2.503441147
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,55.9,1.24,45.53731975,2.723041248
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,57.5,1.25,50.21067013,2.489510689
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,57.7,1.1,50.21067013,2.190769406
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,56,1.08,50.21067013,2.150937235
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,55.3,1.03,50.21067013,2.051356808
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,56,1.1,50.21067013,2.190769406
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,55.9,0.991,48.15098742,2.058109404
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,57.4,1.46,48.15098742,3.032128889
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,54.4,1.37,48.15098742,2.845216835
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,55.2,1.24,48.15098742,2.575232755
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,54.5,1.24,48.15098742,2.575232755
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,54.3,1.28,48.15098742,2.65830478
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,56,1.22,48.15098742,2.533696743
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,56.4,1.07,48.15098742,2.222176652
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,56.6,1.01,48.15098742,2.097568615
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,58.3,1.04,48.15098742,2.159872634
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,54.6,1.16,46.68146389,2.484926357
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,58.7,1.19,46.68146389,2.549191694
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,59.5,1.27,46.68146389,2.720565925
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,52.1,0.967,46.68146389,2.071486023
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,55.4,1.11,46.68146389,2.377817462
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,54.3,1.03,46.68146389,2.206443231
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,56.8,1.26,46.68146389,2.699144146
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,56.1,1.06,46.68146389,2.270708567
Eucalyptus macrorhyncha,winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,54.3,1.21,46.68146389,2.592035251
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,58.9,1.05,55.04729666,1.907450617
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,56.5,1.35,55.04729666,2.452436508
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,55.9,1.35,55.04729666,2.452436508
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,57.8,1.09,55.04729666,1.980115403
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,55.5,1.01,55.04729666,1.834785832
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,54.9,0.964,55.04729666,1.751221329
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,57.1,1.27,55.04729666,2.307106937
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,55.2,1.39,55.04729666,2.525101294
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,55.1,1.22,55.04729666,2.216275955
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,56.1,1.09,68.71219062,1.586326953
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,55.7,1.21,68.71219062,1.760968453
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,55.5,1.21,68.71219062,1.760968453
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,53.8,1.16,68.71219062,1.688201161
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,58.4,1.43,68.71219062,2.081144535
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,54.8,1.2,68.71219062,1.746414994
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,55.4,1.27,68.71219062,1.848289202
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,55,1.16,68.71219062,1.688201161
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,52.1,1.21,68.71219062,1.760968453
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,52.6,1.12,59.12999189,1.894131834
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,55.2,1.11,59.12999189,1.877219943
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,55.4,1.29,59.12999189,2.181633988
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,55.4,1.52,59.12999189,2.570607489
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,54.3,1.25,59.12999189,2.113986422
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,54.2,1.09,59.12999189,1.84339616
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,54.5,1.54,59.12999189,2.604431272
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,53.9,1.55,59.12999189,2.621343163
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,53.8,1.58,59.12999189,2.672078837
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,53,0.979,55.4902591,1.764273615
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,53.5,1.6,55.4902591,2.883388951
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,55.3,0.963,55.4902591,1.735439725
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,53.8,1.36,55.4902591,2.450880609
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,55.8,1.35,55.4902591,2.432859428
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,56.3,1.36,55.4902591,2.450880609
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,53.3,1.16,55.4902591,2.09045699
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,54.2,1.4,55.4902591,2.522965332
Eucalyptus macrorhyncha,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,53.8,1.32,55.4902591,2.378795885
