CODE,plant,coll,yr,treat,observation,bud_depth_mm,SPECIES,Family,MAXHT_cm,GFORM,STEMCATS,specific_leaf_area_mm2/mg
scldia,clip1,43678,1,c,14,-1,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
senart,clip5,43678,1,c,14,-4,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip4,43678,1,c,14,-4,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip2,43678,1,c,14,-8,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip1,43678,1,c,14,-4,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 5,43678,1,c2,14,-7,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 4,43678,1,c2,14,-9,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn6,43678,1,b,14,14,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn5,43678,1,b,14,8,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn4,43678,1,b,14,8,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn2,43678,1,b,14,16,Senna artemisioides,Fabaceae,NA,NA,NA,NA
eregla,clip 11,43770,1,c,14,0,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 37,43770,1,b,14,7,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 35,43770,1,b,14,12,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 32,43770,1,b,14,6,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 18,43770,1,b,14,9,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
olepim,clip b,43770,1,c,14,6,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
senart,clip59,43770,1,c,14,6,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip5,43770,1,c,14,6,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn32,43770,1,b,14,22,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn15,43770,1,b,14,11,Senna artemisioides,Fabaceae,NA,NA,NA,NA
arijer,clip3,2000,0,c,15,5,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip2,2000,0,c,15,7,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip1,2000,0,c,15,6,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn3,2000,0,b,15,13,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn1,2000,0,b,15,7,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
boswal,clip3,2000,0,c,15,0,Bossiaea walkeri,Fabaceae,NA,NA,NA,NA
calcun,clip2,2000,0,c,15,-2,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
calcun,clip1,2000,0,c,15,-2,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
callap,clip3,2000,0,c,15,0,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip2,2000,0,c,15,9,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip1,2000,0,c,15,1,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
chedes,clip5,2000,0,c,15,-5,Chenopodium desertorum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip4,2000,0,c,15,2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip3,2000,0,c,15,-2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip2,2000,0,c,15,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,2000,0,c,15,-2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn3,2000,0,b,15,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn2,2000,0,b,15,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn1,2000,0,b,15,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
dancae,clip3,2000,0,c,15,7,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip2,2000,0,c,15,11,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip1,2000,0,c,15,8,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn3,2000,0,b,15,11,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn2,2000,0,b,15,6,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn1,2000,0,b,15,9,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
digcoe,burn1,2000,0,b,15,5,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digdiv,clip3,2000,0,c,15,8,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,clip1,2000,0,c,15,7,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn3,2000,0,b,15,7,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn2,2000,0,b,15,7,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn1,2000,0,b,15,9,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
einnut,clip3,2000,0,c,15,-4,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,clip2,2000,0,c,15,-5,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,clip1,2000,0,c,15,-2,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
enctom,clip1,2000,0,c,15,-1,Enchylaena tomentosa,Chenopodiaceae,NA,NA,NA,NA
eregla,clip3,2000,0,c,15,0,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eutmic,burn4,2000,0,b,15,15,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,burn3,2000,0,b,15,10,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,burn2,2000,0,b,15,9,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
minlep,clip3,2000,0,c,15,3,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,2000,0,c,15,-3,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,2000,0,c,15,-3,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn3,2000,0,b,15,6.5,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn1,2000,0,b,15,10,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
paneff,clip3,2000,0,c,15,13,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,clip2,2000,0,c,15,11,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,burn3,2000,0,b,15,7,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,burn1,2000,0,b,15,7,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
pascon,clip1,2000,0,c,15,3,Paspalidium constrictum,Poaceae,NA,NA,NA,NA
scldia,clip3,2000,0,c,15,-2,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
sidcun,clip2,2000,0,c,15,-1,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,clip2,2000,0,c,15,-1,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,burn1,2000,0,b,15,10,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
solsp,clip3,2000,0,c,15,-2,Solanum ellipticum,Solanaceae,NA,NA,NA,NA
thetri,clip3,2000,0,c,15,11,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,clip2,2000,0,c,15,8,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,clip1,2000,0,c,15,7,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn3,2000,0,b,15,13,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn2,2000,0,b,15,19,Themeda triandra,Poaceae,NA,NA,NA,NA
thymit,clip4,2000,0,c,15,11,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip3,2000,0,c,15,7,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip2,2000,0,c,15,5,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip1,2000,0,c,15,6,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn3,2000,0,b,15,8,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn2,2000,0,b,15,7,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn1,2000,0,b,15,12,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
callap,clip5,43678,1,c,15,5,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip2,43678,1,c,15,-2,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
chepro,clip6,43678,1,c,15,2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip5,43678,1,c,15,-1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip4,43678,1,c,15,-2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip3,43678,1,c,15,-2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip2,43678,1,c,15,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,43678,1,c,15,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
einnut,c2 1,43678,1,c2,15,-9,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
eregla,clip2,43678,1,c,15,0,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn9,43678,1,b,15,16,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
minlep,clip6,43678,1,c,15,-4,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip5,43678,1,c,15,0,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip4,43678,1,c,15,-4,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip3,43678,1,c,15,-3,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,43678,1,c,15,-1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,43678,1,c,15,-1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn4,43678,1,b,15,6,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
olepim,clip5,43678,1,c,15,3,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip4,43678,1,c,15,-2,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip3,43678,1,c,15,3,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip2,43678,1,c,15,5,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip1,43678,1,c,15,-2,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 5,43678,1,c2,15,-8,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 4,43678,1,c2,15,-3,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 2,43678,1,c2,15,-11,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn5,43678,1,b,15,9,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn4,43678,1,b,15,8,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn3,43678,1,b,15,17,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn2,43678,1,b,15,11,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn1,43678,1,b,15,6,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
scldia,clip4,43678,1,c,15,-3,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
scldia,clip2,43678,1,c,15,-5,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
scldia,clip1,43678,1,c,15,-1,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
senart,clip5,43678,1,c,15,-4,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip4,43678,1,c,15,-6,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip2,43678,1,c,15,-8,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip1,43678,1,c,15,-4,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 5,43678,1,c2,15,-7,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 4,43678,1,c2,15,-10,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn6,43678,1,b,15,14,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn4,43678,1,b,15,8,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn2,43678,1,b,15,16,Senna artemisioides,Fabaceae,NA,NA,NA,NA
eregla,clip 11,43770,1,c,15,0,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 37,43770,1,b,15,6,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 35,43770,1,b,15,12,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 32,43770,1,b,15,6,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 18,43770,1,b,15,9,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
olepim,clip b,43770,1,c,15,6,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
senart,clip59,43770,1,c,15,5,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip5,43770,1,c,15,5,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn32,43770,1,b,15,22,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn15,43770,1,b,15,11,Senna artemisioides,Fabaceae,NA,NA,NA,NA
arijer,clip3,2000,0,c,16,5,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip2,2000,0,c,16,7,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip1,2000,0,c,16,6,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn3,2000,0,b,16,13,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn1,2000,0,b,16,7,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
calcun,clip2,2000,0,c,16,-3,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
calcun,clip1,2000,0,c,16,-2,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
callap,clip3,2000,0,c,16,0,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip2,2000,0,c,16,8,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip1,2000,0,c,16,0,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
chedes,clip5,2000,0,c,16,-4,Chenopodium desertorum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip4,2000,0,c,16,2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip3,2000,0,c,16,-2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip2,2000,0,c,16,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,2000,0,c,16,-2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn3,2000,0,b,16,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn2,2000,0,b,16,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn1,2000,0,b,16,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
dancae,clip3,2000,0,c,16,7,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip2,2000,0,c,16,10,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip1,2000,0,c,16,8,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn3,2000,0,b,16,11,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn1,2000,0,b,16,9,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
digdiv,clip3,2000,0,c,16,8,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,clip1,2000,0,c,16,6,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn3,2000,0,b,16,7,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn2,2000,0,b,16,7,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn1,2000,0,b,16,9,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
einnut,clip3,2000,0,c,16,-4,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,clip2,2000,0,c,16,-5,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,clip1,2000,0,c,16,-3,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
enctom,clip1,2000,0,c,16,-2,Enchylaena tomentosa,Chenopodiaceae,NA,NA,NA,NA
eregla,clip3,2000,0,c,16,-3,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eutmic,burn4,2000,0,b,16,15,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,burn3,2000,0,b,16,10,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,burn2,2000,0,b,16,9,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
minlep,clip3,2000,0,c,16,3,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,2000,0,c,16,-3,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,2000,0,c,16,-3,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn3,2000,0,b,16,6.5,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn1,2000,0,b,16,10,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
paneff,clip3,2000,0,c,16,13,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,clip2,2000,0,c,16,11,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,burn3,2000,0,b,16,6,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,burn1,2000,0,b,16,7,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
pascon,clip1,2000,0,c,16,3,Paspalidium constrictum,Poaceae,NA,NA,NA,NA
scldia,clip3,2000,0,c,16,-3,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
sidcun,burn1,2000,0,b,16,10,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
thetri,clip3,2000,0,c,16,11,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,clip2,2000,0,c,16,8,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,clip1,2000,0,c,16,6,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn3,2000,0,b,16,12,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn2,2000,0,b,16,18,Themeda triandra,Poaceae,NA,NA,NA,NA
thymit,clip4,2000,0,c,16,11,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip3,2000,0,c,16,7,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip2,2000,0,c,16,10,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip1,2000,0,c,16,5,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn3,2000,0,b,16,8,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn2,2000,0,b,16,7,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn1,2000,0,b,16,12,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
callap,clip5,43678,1,c,16,5,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip2,43678,1,c,16,-2,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
chepro,clip6,43678,1,c,16,2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip5,43678,1,c,16,-1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip4,43678,1,c,16,-2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip3,43678,1,c,16,-2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip2,43678,1,c,16,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,43678,1,c,16,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
einnut,c2 1,43678,1,c2,16,-11,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
eregla,clip2,43678,1,c,16,0,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn9,43678,1,b,16,16,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
minlep,clip6,43678,1,c,16,-5,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip5,43678,1,c,16,-1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip4,43678,1,c,16,-5,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip3,43678,1,c,16,-4,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,43678,1,c,16,-1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,43678,1,c,16,-1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn4,43678,1,b,16,6,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
olepim,clip5,43678,1,c,16,2,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip4,43678,1,c,16,-3,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip3,43678,1,c,16,2,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip2,43678,1,c,16,5,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip1,43678,1,c,16,-3,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 5,43678,1,c2,16,-9,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 4,43678,1,c2,16,-4,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 2,43678,1,c2,16,-12,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn5,43678,1,b,16,8,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn4,43678,1,b,16,7,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn3,43678,1,b,16,17,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn2,43678,1,b,16,10,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
scldia,clip2,43678,1,c,16,-6,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
scldia,clip1,43678,1,c,16,-1,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
senart,clip5,43678,1,c,16,-4,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip4,43678,1,c,16,-6,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip2,43678,1,c,16,-8,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip1,43678,1,c,16,-4,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 5,43678,1,c2,16,-7,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 4,43678,1,c2,16,-11,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn6,43678,1,b,16,14,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn4,43678,1,b,16,8,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn2,43678,1,b,16,16,Senna artemisioides,Fabaceae,NA,NA,NA,NA
eregla,clip 11,43770,1,c,16,0,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 37,43770,1,b,16,5,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 35,43770,1,b,16,12,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 32,43770,1,b,16,6,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 18,43770,1,b,16,9,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
olepim,clip b,43770,1,c,16,6,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
senart,clip59,43770,1,c,16,5,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip5,43770,1,c,16,5,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn15,43770,1,b,16,11,Senna artemisioides,Fabaceae,NA,NA,NA,NA
arijer,clip3,2000,0,c,17,5,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip2,2000,0,c,17,6,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip1,2000,0,c,17,6,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn3,2000,0,b,17,13,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn1,2000,0,b,17,7,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
calcun,clip2,2000,0,c,17,-3,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
calcun,clip1,2000,0,c,17,-3,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
callap,clip3,2000,0,c,17,0,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip2,2000,0,c,17,8,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip1,2000,0,c,17,-1,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
chedes,clip5,2000,0,c,17,-5,Chenopodium desertorum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip4,2000,0,c,17,2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip3,2000,0,c,17,-2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip2,2000,0,c,17,-1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,2000,0,c,17,-2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn3,2000,0,b,17,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn2,2000,0,b,17,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn1,2000,0,b,17,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
dancae,clip3,2000,0,c,17,7,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip2,2000,0,c,17,10,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip1,2000,0,c,17,8,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn3,2000,0,b,17,11,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn1,2000,0,b,17,9,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
