Species,Modern/Historic,Date Collected,latitude (deg),longitude (deg),site,Replicate,Seed Length (mm),Seed Width (mm),Seed Depth (mm),Length transformed,Width transformed,Depth transformed,Sum,Variance,Mass (g),Number of seeds weighed per replicate,Plant label number,Count_of_leaves_scanned,Leaf_or_leaflet,Leaf area (cm2),Leaf area (m2),Leaf mass (g),LMA (g/m2),Volume of Stem (mL),Mass of dried stem (g),Stem Density (g/mL),Germination %,Viability %,n,Dormant,Notes,Plant ID,HHMMSS,Photo (Asat; umol CO2 m-2 s-1),Conductance (gs; mmol H2O m-2 s-1),Ci,Area,Root (g),Totalshoot (g),Totalplant,Roottoshoot
Acacia cultriformis,Modern,11/6/2017,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,0.009,0.0103,1.144444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia cultriformis,Modern,11/6/2017,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0.1042,0.0425,0.407869482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia cultriformis,Modern,11/6/2017,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,0.084,0.0483,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia cultriformis,Modern,11/6/2017,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,0.0288,0.0146,0.506944444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia cultriformis,Modern,11/6/2017,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,0.0247,0.018,0.728744939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia cultriformis,Modern,11/6/2017,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,0.0212,0.0129,0.608490566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia cultriformis,Modern,11/6/2017,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,0.0603,0.0386,0.64013267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia cultriformis,Modern,11/6/2017,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,0.0511,0.0251,0.491193738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia cultriformis,Modern,11/6/2017,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,0.0836,0.0427,0.51076555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia cultriformis,Modern,11/6/2017,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,0.0536,0.0329,0.61380597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia cultriformis,Modern,11/6/2017,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,0.0664,0.0397,0.597891566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia cultriformis,Modern,11/6/2017,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,0.1211,0.0638,0.526837325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia cultriformis,Modern,11/6/2017,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,0.0217,0.0101,0.465437788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia cultriformis,Modern,11/6/2017,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,0.1485,0.0691,0.465319865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia cultriformis,Modern,11/6/2017,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,0.0199,0.0103,0.51758794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia cultriformis,Modern,11/6/2017,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0.0494,0.0302,0.611336032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia dealbata,Historic,2/25/1986,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,0.8167,0.2465,0.301824415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia dealbata,Historic,2/25/1986,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,0.9316,0.3049,0.327286389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia dealbata,Historic,2/25/1986,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,0.3763,0.112,0.297634866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia dealbata,Historic,2/25/1986,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,0.3754,0.1111,0.295950986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia dealbata,Modern,1/26/2018,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,0.5997,0.1923,0.32066033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia dealbata,Modern,1/26/2018,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,0.026,0.0101,0.388461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia dealbata,Modern,1/26/2018,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,0.8134,0.2797,0.343865257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia dealbata,Modern,1/26/2018,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,0.8449,0.2746,0.325008877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia dealbata,Modern,1/26/2018,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,0.2776,0.0899,0.323847262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia dealbata,Modern,1/26/2018,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,0.8187,0.2986,0.364724563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia dealbata,Modern,1/26/2018,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,0.5553,0.1545,0.278227985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia dealbata,Modern,1/26/2018,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,0.3457,0.1035,0.299392537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia dealbata,Modern,1/26/2018,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,0.5923,0.1739,0.293601216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia dealbata,Modern,1/26/2018,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1.0811,0.3069,0.283877532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia dealbata,Modern,1/26/2018,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,0.5451,0.1651,0.302880205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0.3813,0.1577,0.413585104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,0.5898,0.2596,0.440149203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,0.0905,0.0507,0.560220994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,0.2097,0.0494,0.23557463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,0.1018,0.0859,0.843811395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,0.3785,0.1398,0.369352708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,0.3678,0.2643,0.718597064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,0.1317,0.0512,0.388762339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,0.5074,0.2141,0.421955065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,0.3779,0.172,0.455146864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,0.5035,0.2502,0.496921549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,0.0237,0.0732,3.088607595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,0.1528,0.0711,0.465314136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,0.5771,0.2737,0.474267891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,0.1506,0.0567,0.376494024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,0.572,0.2711,0.473951049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,0.4218,0.2899,0.687292556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,0.3765,0.2473,0.656839309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,0.1913,0.1174,0.613695766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Historic,6/27/1984,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,0.4339,0.2289,0.527540908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,0.6055,0.3086,0.509661437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,0.4326,0.1625,0.375635691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,0.4329,0.1937,0.447447447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,0.6066,0.2955,0.487141444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,0.5525,0.3036,0.549502262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,0.5647,0.2914,0.516026209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,0.5565,0.2951,0.530278527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,0.6245,0.2318,0.371176942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,0.847,0.3586,0.423376623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.57,0.2564,0.449824561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,0.2696,0.1127,0.418026706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,0.9154,0.3486,0.380817129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0.2202,0.1024,0.465031789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,0.4554,0.2237,0.491216513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,0.1449,0.2059,1.420979986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,0.5267,0.1755,0.333206759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0.45,0.2018,0.448444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,0.4804,0.217,0.451706911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,1.0335,0.446,0.431543299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei,Modern,11/23/2017,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,0.6441,0.303,0.470423847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,12/2/1984,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,0.1208,0.0488,0.40397351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,12/2/1984,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,0.1121,0.0499,0.445138269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,12/2/1984,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,0.0585,0.0179,0.305982906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,12/2/1984,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,0.0914,0.0349,0.381838074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,12/2/1984,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,0.104,0.0347,0.333653846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,12/2/1984,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,0.0682,0.0311,0.45601173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,12/2/1984,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,0.0341,0.0142,0.416422287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,12/2/1984,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,0.1142,0.0426,0.373029772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,12/2/1984,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,0.1448,0.0548,0.378453039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,12/2/1984,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,0.0707,0.0256,0.362093352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,12/2/1984,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.0786,0.0291,0.370229008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,12/2/1984,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,0.0249,0.0083,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
