source_id,Country,Region,Family,Species,Plant type,Annual or perennial nature,leaf color,Pi,Po,Metabolite_P,Metbolic_P,Lipid_P,Nucleic_P,Residual_P,Total_P,Pi_senesced,Residual_P_senesced,Total_P_senesced
Ye_2021,Australia,Aus_NZ,Fabaceae,Kennedia prostrata,HerbPere,perennial,G,11500,,2000,,2020,1400,220,16500,,,
Ye_2021,Australia,Aus_NZ,Fabaceae,Kennedia prostrata,HerbPere,perennial,G,7000,,2050,,1900,1600,210,12500,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Grevillea thelamanniana,Tree,perennial,G,164,,1,,108,120,29,433,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Grevillea thelamanniana,Tree,perennial,G,115,,7,,100,117,22,398,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Grevillea thelamanniana,Tree,perennial,G,80,,47,,82,137,33,386,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Grevillea thelamanniana,Tree,perennial,G,105,,26,,74,123,37,383,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Grevillea thelamanniana,Tree,perennial,G,134,,11,,102,136,36,434,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Grevillea thelamanniana,Tree,perennial,G,144,,5,,112,132,25,454,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Grevillea thelamanniana,Tree,perennial,G,143,,0,,116,132,27,448,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Grevillea thelamanniana,Tree,perennial,G,108,,29,,111,123,32,430,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Banksia telmatiaea,Tree,perennial,G,135,,1,,46,103,27,323,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Banksia telmatiaea,Tree,perennial,G,109,,7,,49,88,25,300,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Banksia telmatiaea,Tree,perennial,G,124,,3,,43,77,24,318,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Banksia telmatiaea,Tree,perennial,G,108,,10,,62,118,30,309,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Banksia telmatiaea,Tree,perennial,G,117,,9,,59,114,23,298,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Banksia telmatiaea,Tree,perennial,G,100,,16,,70,114,34,325,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Banksia telmatiaea,Tree,perennial,G,108,,8,,58,116,29,329,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Banksia telmatiaea,Tree,perennial,G,102,,12,,74,105,29,342,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Banksia attenuata,Tree,perennial,G,83,,7,,45,92,20,267,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Banksia attenuata,Tree,perennial,G,65,,32,,40,89,24,272,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Banksia attenuata,Tree,perennial,G,53,,23,,44,98,21,259,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Banksia attenuata,Tree,perennial,G,96,,43,,52,109,31,307,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Banksia menziesii,Tree,perennial,G,63,,62,,59,100,23,328,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Banksia menziesii,Tree,perennial,G,83,,13,,55,83,19,264,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Banksia menziesii,Tree,perennial,G,92,,16,,37,91,20,294,,,
Ranathunge_2023,Australia,Aus_NZ,Proteaceae,Banksia menziesii,Tree,perennial,G,57,,76,,67,103,16,333,,,
