sort,noOfSpp,Intro,Nat,End,Status,aSpecies,SFCode,SFamily,FCode,Family,Taxon,habit,lifespan,sex type,fruit,habit_conserved,lifespan_conserved,sex_type_conserved,fruit_conserved,category
2186,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Trigonostemon,3,2,13,3,,,,,all_traits_conserved
2187,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Vernicia,3,2,7,6,,,,,introduced
2188,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Wetria australiensis ,3,2,7,3,,,,,complete_species_name
2189,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Whyanbeelia terrae-reginae ,3,2,7,3,,,,,complete_species_name
2190,1,0,1,1,1,1,87,Eupomatiaceae,96,Eupomatiaceae,Eupomatia  bennettii,2,2,1,2,,,,,complete_species_name
2191,1,0,1,0,1,1,87,Eupomatiaceae,96,Eupomatiaceae,Eupomatia laurina ,3,2,1,2,,,,,complete_species_name
2192,1,0,1,9999,1,1,88,Fabaceae,97,Fabaceae,Abrus,4,2,1,14,,,,,all_traits_conserved
2193,3,0,3,9999,1,1,88,Fabaceae,252,Mimosaceae,Acacia,4,2,2,14,,yes,yes,yes,genus_not_conserved
2194,594,0,594,9999,1,1,88,Fabaceae,252,Mimosaceae,Acacia,2,2,2,14,,yes,yes,yes,genus_not_conserved
2195,378,0,378,9999,1,1,88,Fabaceae,252,Mimosaceae,Acacia,3,2,2,14,,yes,yes,yes,genus_not_conserved
2196,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia aprica ,2,2,2,14,,,,,complete_species_name
2197,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia aristulata ,2,2,2,14,,,,,complete_species_name
2198,1,0,1,1,22,0,88,Fabaceae,252,Mimosaceae,Acacia ataxiphylla subsp. magna,3,2,2,14,,,,,complete_species_name
2199,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Acacia aulacocarpa ,3,2,7,14,,,,,complete_species_name
2200,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia auratiflora ,3,2,2,14,,,,,complete_species_name
2201,1,0,1,0,1,1,88,Fabaceae,252,Mimosaceae,Acacia auriculiformis ,3,2,7,14,,,,,complete_species_name
2202,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia brachypoda ,3,2,2,14,,,,,complete_species_name
2203,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Acacia celsa ,3,2,7,14,,,,,complete_species_name
2204,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Acacia cincinnata ,3,2,7,14,,,,,complete_species_name
2205,1,0,1,1,22,0,88,Fabaceae,252,Mimosaceae,Acacia cochlocarpa subsp. cochlocarpa,3,2,2,14,,,,,complete_species_name
2206,1,0,1,0,1,1,88,Fabaceae,252,Mimosaceae,Acacia crassicarpa ,3,2,7,14,,,,,complete_species_name
2207,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia cretacea ,3,2,2,14,,,,,complete_species_name
2208,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia enterocarpa ,3,2,2,14,,,,,complete_species_name
2209,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Acacia fasciculifera ,3,2,1,14,,,,,complete_species_name
2210,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Acacia flavescens ,3,2,7,14,,,,,complete_species_name
2211,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Acacia fleckeri ,3,2,1,14,,,,,complete_species_name
2212,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia gordonii ,3,2,2,14,,,,,complete_species_name
2213,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Acacia hylonoma ,3,2,1,14,,,,,complete_species_name
2214,1,0,1,1,22,0,88,Fabaceae,252,Mimosaceae,Acacia insolita subsp. recurva,3,2,2,14,,,,,complete_species_name
2215,1,0,1,1,2,1,88,Fabaceae,252,Mimosaceae,Acacia kingiana Maiden & Blakely,2,2,2,14,,,,,complete_species_name
2216,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Acacia lamprocarpa ,3,2,1,14,,,,,complete_species_name
2217,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia lanuginophylla ,3,2,2,14,,,,,complete_species_name
2218,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia leptalea ,2,2,2,14,,,,,complete_species_name
2219,1,0,1,0,1,1,88,Fabaceae,252,Mimosaceae,Acacia leptocarpa ,3,2,7,14,,,,,complete_species_name
2220,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia lobulata ,3,2,2,14,,,,,complete_species_name
2221,1,0,1,0,1,1,88,Fabaceae,252,Mimosaceae,Acacia mangium,3,2,7,14,,,,,complete_species_name
2222,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Acacia melanoxylon ,3,2,7,14,,,,,complete_species_name
2223,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Acacia midgleyi ,3,2,7,14,,,,,complete_species_name
2224,1,0,1,0,1,1,88,Fabaceae,252,Mimosaceae,Acacia oraria ,3,2,1,14,,,,,complete_species_name
2225,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia pharangites ,3,2,2,14,,,,,complete_species_name
2226,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia pinguifolia ,3,2,2,14,,,,,complete_species_name
2227,1,0,1,0,1,1,88,Fabaceae,252,Mimosaceae,Acacia polystachya ,3,2,7,14,,,,,complete_species_name
2228,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia porcata ,3,2,2,14,,,,,complete_species_name
2229,1,0,1,1,2,1,88,Fabaceae,252,Mimosaceae,Acacia prismifolia E. Pritzel,2,2,2,14,,,,,complete_species_name
2230,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia pygmaea ,3,2,2,14,,,,,complete_species_name
2231,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia recurvata ,3,2,2,14,,,,,complete_species_name
2232,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia rhamphophylla ,3,2,2,14,,,,,complete_species_name
2233,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia ruppii ,2,2,2,14,,,,,complete_species_name
2234,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia sciophanes ,3,2,2,14,,,,,complete_species_name
2235,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia shirleyi ,3,2,7,14,,,,,complete_species_name
2236,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia sp. Dandaragan (S. van Leeuwen 269) ,3,2,2,14,,,,,complete_species_name
2237,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Acacia spirorbis ssp. solandri ,3,2,1,14,,,,,complete_species_name
2238,1,0,1,1,22,0,88,Fabaceae,252,Mimosaceae,Acacia subflexuosa subsp. capillata,3,2,2,14,,,,,complete_species_name
2239,1,0,1,1,22,0,88,Fabaceae,252,Mimosaceae,Acacia terminalis subsp. terminalis,3,2,2,14,,,,,complete_species_name
2240,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia vassalii ,3,2,2,14,,,,,complete_species_name
2241,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia volubilis ,3,2,2,14,,,,,complete_species_name
2242,1,0,1,1,22,1,88,Fabaceae,252,Mimosaceae,Acacia whibleyana ,3,2,2,14,,,,,complete_species_name
2243,1,1,0,0,1,1,88,Fabaceae,252,Mimosaceae,Adenanthera,3,2,1,14,,,,,introduced
2244,1,0,1,0,1,1,88,Fabaceae,252,Mimosaceae,Adenanthera pavonina ,3,2,1,14,,,,,complete_species_name
2245,1,0,1,9999,1,1,88,Fabaceae,97,Fabaceae,Aenictophyton,2,2,1,14,,,,,all_traits_conserved
2246,3,0,3,9999,1,1,88,Fabaceae,97,Fabaceae,Aeschynomene,1,2,1,14,,,,,all_traits_conserved
2247,1,0,1,9999,1,1,88,Fabaceae,252,Mimosaceae,Albizia ,8,2,13,14,,,,,all_traits_conserved
2248,1,0,1,0,1,1,88,Fabaceae,252,Mimosaceae,Albizia lebbeck ,3,2,1,14,,,,,complete_species_name
2249,1,0,1,0,1,1,88,Fabaceae,252,Mimosaceae,Albizia procera ,3,2,1,14,,,,,complete_species_name
2250,1,0,1,0,1,1,88,Fabaceae,252,Mimosaceae,Albizia retusa ,3,2,1,14,,,,,complete_species_name
2251,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Albizia sp. (Sir Charles Hardy Is B H 25849 R F K) ,3,2,1,14,,,,,complete_species_name
2252,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Albizia sp. (Windsor Tableland B G 2181) ,3,2,1,14,,,,,complete_species_name
2253,1,1,0,0,1,1,88,Fabaceae,97,Fabaceae,Alhagi,2,2,1,14,,,,,introduced
2254,1,0,1,9999,1,1,88,Fabaceae,97,Fabaceae,Almaleea,2,2,1,14,,,,,all_traits_conserved
2255,1,0,1,9999,1,1,88,Fabaceae,97,Fabaceae,Almaleea cambagei ,2,2,1,14,,,,,complete_species_name
2256,1,0,1,9999,1,1,88,Fabaceae,97,Fabaceae,Almaleea incurvata ,2,2,1,14,,,,,complete_species_name
2257,1,0,1,9999,1,1,88,Fabaceae,97,Fabaceae,Almaleea paludosa ,2,2,1,14,,,,,complete_species_name
2258,1,0,1,9999,1,1,88,Fabaceae,97,Fabaceae,Almaleea subumbellata,2,2,1,14,,,,,complete_species_name
2259,4,1,3,2,1,1,88,Fabaceae,97,Fabaceae,Alysicarpus,1,2,1,14,,,yes,yes,genus_not_conserved
2260,4,2,2,2,1,1,88,Fabaceae,97,Fabaceae,Alysicarpus,1,1,1,14,,,yes,yes,genus_not_conserved
2261,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Alysicarpus,2,2,1,14,,,yes,yes,genus_not_conserved
2262,1,1,0,0,1,1,88,Fabaceae,97,Fabaceae,Anthyllis,2,2,1,14,,,,,introduced
2263,15,0,15,9999,1,1,88,Fabaceae,97,Fabaceae,Aotus,2,2,1,14,,,,,all_traits_conserved
2264,1,1,0,0,1,1,88,Fabaceae,97,Fabaceae,Arachis,1,1,1,14,,,,,introduced
2265,2,0,2,9999,1,1,88,Fabaceae,252,Mimosaceae,Archidendron,3,2,1,14,,,,,all_traits_conserved
2266,1,0,1,0,1,1,88,Fabaceae,252,Mimosaceae,Archidendron grandiflorum ,3,2,1,14,,,,,complete_species_name
2267,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Archidendron hendersonii ,3,2,1,14,,,,,complete_species_name
2268,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Archidendron hirsutum ,3,2,1,14,,,,,complete_species_name
2269,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Archidendron kanisii ,3,2,1,14,,,,,complete_species_name
2270,1,0,1,0,1,1,88,Fabaceae,252,Mimosaceae,Archidendron lucyi ,3,2,1,14,,,,,complete_species_name
2271,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Archidendron ramiflorum ,3,2,1,14,,,,,complete_species_name
2272,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Archidendron vaillantii ,3,2,1,14,,,,,complete_species_name
2273,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Archidendron whitei ,3,2,1,14,,,,,complete_species_name
2274,2,0,2,2,1,1,88,Fabaceae,252,Mimosaceae,Archidendropsis,3,2,1,14,,,,,all_traits_conserved
2275,1,0,1,1,1,1,88,Fabaceae,252,Mimosaceae,Archidendropsis xanthoxylon ,3,2,1,14,,,,,complete_species_name
2276,2,2,0,0,1,1,88,Fabaceae,97,Fabaceae,Astragalus,1,1,1,14,,,,,introduced
2277,1,0,1,9999,1,1,88,Fabaceae,97,Fabaceae,Austrodolichos,1,2,1,14,,,,,all_traits_conserved
2278,3,0,3,9999,1,1,88,Fabaceae,97,Fabaceae,Austrosteenisia,4,2,1,14,,,,,all_traits_conserved
2279,1,0,1,1,1,1,88,Fabaceae,253,Caesalpinaceae,Barklya,3,2,1,14,,,,,all_traits_conserved
2280,6,1,5,4,1,1,88,Fabaceae,253,Caesalpinaceae,Bauhinia,3,2,1,14,,,,,all_traits_conserved
2281,35,0,35,35,1,1,88,Fabaceae,97,Fabaceae,Bossiaea,2,2,1,14,,,,,all_traits_conserved
2282,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Bossiaea arenicola ,3,2,1,14,,,,,complete_species_name
2283,1,1,0,0,1,1,88,Fabaceae,253,Caesalpinaceae,Caesalpinia,2,2,1,14,,,,,introduced
2284,1,0,1,9999,1,1,88,Fabaceae,253,Caesalpinaceae,Caesalpinia,4,2,8,14,yes,yes,,yes,genus_not_conserved
2285,10,1,9,4,1,1,88,Fabaceae,253,Caesalpinaceae,Caesalpinia,4,2,1,14,yes,yes,,yes,genus_not_conserved
2286,10,1,9,9999,1,1,88,Fabaceae,97,Fabaceae,Cajanus,2,2,1,14,,,,,all_traits_conserved
2287,1,0,1,1,22,1,88,Fabaceae,97,Fabaceae,Cajanus mareebensis ,2,2,1,14,,,,,complete_species_name
2288,1,1,0,0,1,1,88,Fabaceae,97,Fabaceae,Calicotome spinosa (L.) Link,2,2,1,14,,,,,introduced
2289,1,1,0,0,1,1,88,Fabaceae,252,Mimosaceae,Calliandra,2,2,1,14,,,,,introduced
2290,2,0,2,9999,1,1,88,Fabaceae,97,Fabaceae,Callistachys,3,2,1,14,,,,,all_traits_conserved
2291,1,1,0,0,1,1,88,Fabaceae,97,Fabaceae,Calopogonium,5,2,1,14,,,,,introduced
2292,5,1,4,9999,1,1,88,Fabaceae,97,Fabaceae,Canavalia,1,2,1,14,,,,,all_traits_conserved
2293,1,0,1,9999,1,1,88,Fabaceae,97,Fabaceae,Carmichaelia,2,2,1,14,,,,,all_traits_conserved
2294,2,1,1,9999,1,1,88,Fabaceae,253,Caesalpinaceae,Cassia,3,2,1,14,,,,,all_traits_conserved
2295,1,0,1,1,1,1,88,Fabaceae,253,Caesalpinaceae,Cassia queenslandica ,3,2,1,14,,,,,complete_species_name
2296,1,0,1,0,1,1,88,Fabaceae,97,Fabaceae,Castanospermum australe ,3,2,1,14,,,,,complete_species_name
2297,1,0,1,0,1,1,88,Fabaceae,252,Mimosaceae,Cathormion umbellatum ssp. moniliforme ,3,2,1,14,,,,,complete_species_name
2298,2,2,0,0,1,1,88,Fabaceae,97,Fabaceae,Centrosema,5,2,1,14,,,,,introduced
2299,1,1,0,0,1,1,88,Fabaceae,253,Caesalpinaceae,Ceratonia,3,2,8,14,,,,,introduced
2300,5,2,3,9999,1,1,88,Fabaceae,253,Caesalpinaceae,Chamaecrista,1,1,1,14,yes,,yes,yes,genus_not_conserved
2301,9,0,9,9999,1,1,88,Fabaceae,253,Caesalpinaceae,Chamaecrista,1,2,1,14,yes,,yes,yes,genus_not_conserved
2302,1,1,0,0,1,1,88,Fabaceae,97,Fabaceae,Chamaecystisus palmensis,2,2,1,14,,,,,introduced
2303,16,0,16,9999,1,1,88,Fabaceae,97,Fabaceae,Chorizema,2,2,1,14,,,,,all_traits_conserved
2304,1,0,1,1,22,1,88,Fabaceae,97,Fabaceae,Chorizema humile ,2,2,1,14,,,,,complete_species_name
2305,1,0,1,1,22,1,88,Fabaceae,97,Fabaceae,Chorizema varium ,2,2,1,14,,,,,complete_species_name
2306,1,0,1,9999,1,1,88,Fabaceae,97,Fabaceae,Christia,1,2,1,14,,,,,all_traits_conserved
2307,1,1,0,0,1,1,88,Fabaceae,97,Fabaceae,Cicer,1,1,1,14,,,,,introduced
2308,1,1,0,0,1,1,88,Fabaceae,97,Fabaceae,Clitoria,5,2,1,14,,,,,introduced
2309,2,0,2,9999,1,1,88,Fabaceae,97,Fabaceae,Clitoria,2,2,1,14,,,yes,yes,genus_not_conserved
2310,1,1,0,0,1,1,88,Fabaceae,97,Fabaceae,Coronilla,1,1,1,14,,,,,introduced
2311,13,4,9,9999,1,1,88,Fabaceae,97,Fabaceae,Crotalaria,1,1,1,14,,,yes,yes,genus_not_conserved
2312,13,5,8,9999,1,1,88,Fabaceae,97,Fabaceae,Crotalaria,2,2,1,14,,,yes,yes,genus_not_conserved
2313,2,0,2,9999,1,1,88,Fabaceae,97,Fabaceae,Crotalaria,2,2,1,14,,,yes,yes,genus_not_conserved
2314,1,0,1,9999,1,1,88,Fabaceae,97,Fabaceae,Crotalaria,3,2,1,14,,,yes,yes,genus_not_conserved
2315,10,2,8,9999,1,1,88,Fabaceae,97,Fabaceae,Crotalaria,1,2,1,14,,,yes,yes,genus_not_conserved
2316,1,0,1,1,1,1,88,Fabaceae,253,Caesalpinaceae,Crudia sp. (Archer River B H 3078 R F K) ,3,2,1,14,,,,,complete_species_name
2317,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen australasicum (Schltdl.) J. W. Grimes,2,2,1,14,,,,,complete_species_name
2318,1,0,1,0,1,1,88,Fabaceae,97,Fabaceae,Cullen badocanum (Blanco) Verdc.,2,2,1,14,,,,,complete_species_name
2319,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen balsamicum (F. Muell.) J. W. Grimes,2,2,1,14,,,,,complete_species_name
2320,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen candidum J. W. Grimes,2,2,1,14,,,,,complete_species_name
2321,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen cinereum (Lindl.) J. W. Grimes,1,2,1,14,,,,,complete_species_name
2322,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen corallum J. W. Grimes,2,2,1,14,,,,,complete_species_name
2323,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen cuneatum (W. Fitzg.) J. W. Grimes,1,2,1,14,,,,,complete_species_name
2324,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen discolor (Domin) J. W. Grimes,1,2,1,14,,,,,complete_species_name
2325,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen graveolens (Domin) J. W. Grimes,1,1,1,14,,,,,complete_species_name
2326,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen lachnostachys (F. Muell.) J. W. Grimes,2,2,1,14,,,,,complete_species_name
2327,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen leucanthum (F. Muell.) J. W. Grimes,2,2,1,14,,,,,complete_species_name
2328,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen leucochaites J. W. Grimes,2,2,1,14,,,,,complete_species_name
2329,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen martinii (F. Muell.) J. W. Grimes,2,2,1,14,,,,,complete_species_name
2330,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen microcephalum (Rchb. ex Kunze) J. W. Grimes,1,2,1,14,,,,,complete_species_name
2331,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen pallidum (Burb.) J. W. Grimes,2,2,1,14,,,,,complete_species_name
2332,1,0,1,1,22,1,88,Fabaceae,97,Fabaceae,Cullen parvum (F. Muell.) J. W. Grimes,1,2,1,14,,,,,complete_species_name
2333,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen patens (Lindl.) J. W. Grimes,1,2,1,14,,,,,complete_species_name
2334,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen plumosum J. W. Grimes,2,2,1,14,,,,,complete_species_name
2335,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen pogonocarpum J. W. Grimes,2,2,1,14,,,,,complete_species_name
2336,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen praeruptorum J. W. Grimes,1,2,1,14,,,,,complete_species_name
2337,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen pustulatum (F. Muell.) J. W. Grimes,2,2,1,14,,,,,complete_species_name
2338,1,0,1,0,1,1,88,Fabaceae,97,Fabaceae,Cullen stipulaceum (Decne.) J. W. Grimes,1,2,1,14,,,,,complete_species_name
2339,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen tenax (Lindl.) J. W. Grimes,1,2,1,14,,,,,complete_species_name
2340,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen virens (W. Fitzg.) J. W. Grimes,2,2,1,14,,,,,complete_species_name
2341,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Cullen walkingtonii (F. Muell.) J. W. Grimes,1,1,1,14,,,,,complete_species_name
2342,1,0,1,9999,1,1,88,Fabaceae,97,Fabaceae,Cyclocarpa,1,1,1,14,,,,,all_traits_conserved
2343,1,0,1,0,1,1,88,Fabaceae,253,Caesalpinaceae,Cynometra ramiflora ,3,2,1,14,,,,,complete_species_name
2344,2,2,0,0,1,1,88,Fabaceae,97,Fabaceae,Cytisus,2,2,1,14,,,,,introduced
2345,3,0,3,9999,1,1,88,Fabaceae,97,Fabaceae,Dalbergia,3,2,1,14,,,,,all_traits_conserved
2346,127,0,127,127,1,1,88,Fabaceae,97,Fabaceae,Daviesia,2,2,1,14,,yes,yes,yes,genus_not_conserved
2347,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Daviesia,3,2,1,14,,yes,yes,yes,genus_not_conserved
2348,1,0,1,1,22,1,88,Fabaceae,97,Fabaceae,Daviesia bursarioides ,2,2,1,14,,,,,complete_species_name
2349,1,0,1,1,22,1,88,Fabaceae,97,Fabaceae,Daviesia cunderdin ,2,2,1,14,,,,,complete_species_name
2350,1,0,1,1,22,1,88,Fabaceae,97,Fabaceae,Daviesia euphorbioides ,2,2,1,14,,,,,complete_species_name
2351,1,0,1,1,22,1,88,Fabaceae,97,Fabaceae,Daviesia megacalyx ,2,2,1,14,,,,,complete_species_name
2352,1,0,1,1,22,1,88,Fabaceae,97,Fabaceae,Daviesia microcarpa ,2,2,1,14,,,,,complete_species_name
2353,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Daviesia pseudaphylla ,2,2,1,14,,,,,complete_species_name
2354,1,0,1,1,22,1,88,Fabaceae,97,Fabaceae,Daviesia speciosa ,2,2,1,14,,,,,complete_species_name
2355,1,1,0,0,1,1,88,Fabaceae,253,Caesalpinaceae,Delonix,3,2,1,14,,,,,introduced
2356,1,0,1,0,1,1,88,Fabaceae,97,Fabaceae,Dendrolobium arbuscula ,3,2,1,14,,,,,complete_species_name
2357,1,0,1,0,1,1,88,Fabaceae,97,Fabaceae,Dendrolobium umbellatum,2,2,1,14,,,,,complete_species_name
2358,3,0,3,9999,1,1,88,Fabaceae,97,Fabaceae,Derris,4,2,1,14,,,,,all_traits_conserved
2359,1,1,0,0,1,1,88,Fabaceae,252,Mimosaceae,Desmanthus,2,2,1,14,,,,,introduced
2360,17,2,15,9999,1,1,88,Fabaceae,97,Fabaceae,Desmodium,1,2,1,14,,,yes,yes,genus_not_conserved
2361,6,1,5,9999,1,1,88,Fabaceae,97,Fabaceae,Desmodium,1,1,1,14,,,yes,yes,genus_not_conserved
2362,5,0,5,9999,1,1,88,Fabaceae,97,Fabaceae,Desmodium,2,2,1,14,,,yes,yes,genus_not_conserved
2363,1,0,1,9999,1,1,88,Fabaceae,97,Fabaceae,Dicerma,2,2,1,14,,,,,all_traits_conserved
2364,1,0,1,9999,1,1,88,Fabaceae,252,Mimosaceae,Dichrostachys,2,2,2,14,,yes,yes,yes,genus_not_conserved
2365,1,0,1,9999,1,1,88,Fabaceae,252,Mimosaceae,Dichrostachys,3,2,2,14,,yes,yes,yes,genus_not_conserved
2366,24,0,24,9999,1,1,88,Fabaceae,97,Fabaceae,Dillwynia,2,2,1,14,,,,,traits_conserved
2367,1,0,1,9999,1,1,88,Fabaceae,97,Fabaceae,Dioclea hexandra (Ralph) Mabb.,4,2,1,14,,,,,complete_species_name
2368,1,1,0,0,1,1,88,Fabaceae,97,Fabaceae,Dipogon,5,2,1,14,,,,,introduced
2369,2,0,2,9999,1,1,88,Fabaceae,97,Fabaceae,Dunbaria,5,1,1,14,,,,,all_traits_conserved
2370,2,0,2,9999,1,1,88,Fabaceae,252,Mimosaceae,Entada,4,2,1,14,,,,,all_traits_conserved
2371,1,0,1,9999,1,1,88,Fabaceae,97,Fabaceae,Erichsenia,2,2,1,14,,,,,all_traits_conserved
2372,1,0,1,9999,1,1,88,Fabaceae,97,Fabaceae,Eriosema chinensis Vogel,2,2,1,14,,,,,complete_species_name
2373,2,2,0,0,1,1,88,Fabaceae,97,Fabaceae,Erythrina,3,2,1,14,,,,,introduced
2374,1,0,1,0,1,1,88,Fabaceae,97,Fabaceae,Erythrina sp. (Croftby P. I. Forster+ P I F6209),8,2,1,14,,,,,complete_species_name
2375,1,0,1,0,1,1,88,Fabaceae,97,Fabaceae,Erythrina variegata ,3,2,1,14,,,,,complete_species_name
2376,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Erythrina vespertilio ,3,2,1,14,,,,,complete_species_name
2377,1,0,1,1,1,1,88,Fabaceae,253,Caesalpinaceae,Erythrophleum chlorostachys ,3,2,1,14,,,,,complete_species_name
2378,1,0,1,9999,1,1,88,Fabaceae,97,Fabaceae,Euchilopsis,2,2,1,14,,,,,all_traits_conserved
2379,8,0,8,9999,1,1,88,Fabaceae,97,Fabaceae,Eutaxia,2,2,1,14,,,,,all_traits_conserved
2380,1,0,1,9999,1,1,88,Fabaceae,97,Fabaceae,Flemingia,1,1,1,14,,,yes,yes,genus_not_conserved
2381,3,0,3,9999,1,1,88,Fabaceae,97,Fabaceae,Flemingia,1,2,1,14,,,yes,yes,genus_not_conserved
2382,3,0,3,9999,1,1,88,Fabaceae,97,Fabaceae,Flemingia,2,2,1,14,,,yes,yes,genus_not_conserved
2383,3,0,3,9999,1,1,88,Fabaceae,97,Fabaceae,Galactia,1,2,1,14,,,,,all_traits_conserved
2384,105,0,105,105,1,1,88,Fabaceae,97,Fabaceae,Gastrolobium,2,2,1,14,,,,,traits_conserved
2385,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Gastrolobium (Brachysema)papilio ,2,2,1,14,,,,,complete_species_name
2386,1,0,1,1,22,1,88,Fabaceae,97,Fabaceae,Gastrolobium glaucum ,2,2,1,14,,,,,complete_species_name
2387,1,0,1,1,22,1,88,Fabaceae,97,Fabaceae,Gastrolobium graniticum ,2,2,1,14,,,,,complete_species_name
2388,1,0,1,1,22,1,88,Fabaceae,97,Fabaceae,Gastrolobium hamulosum ,2,2,1,14,,,,,complete_species_name
2389,4,4,0,0,1,1,88,Fabaceae,97,Fabaceae,Genista,2,2,1,14,,,,,introduced
2390,1,1,0,0,1,1,88,Fabaceae,253,Caesalpinaceae,Gleditsia,3,2,1,14,,,,,introduced
2391,16,0,16,9999,1,1,88,Fabaceae,97,Fabaceae,Glycine,1,2,1,14,,,,,all_traits_conserved
2392,1,0,1,1,1,1,88,Fabaceae,97,Fabaceae,Glycine aphyonata B E Pfeil,2,2,1,14,,,,,complete_species_name
2393,1,0,1,9999,1,1,88,Fabaceae,97,Fabaceae,Glycyrrhiza,2,2,1,14,,,,,all_traits_conserved
2394,1,1,0,0,1,1,88,Fabaceae,97,Fabaceae,Glycyrrhiza,1,2,1,14,,,,,introduced
2395,30,0,30,9999,1,1,88,Fabaceae,97,Fabaceae,Gompholobium,2,2,1,14,,,,,traits_conserved
2396,3,0,3,9999,1,1,88,Fabaceae,97,Fabaceae,Goodia,2,2,1,14,,,,,all_traits_conserved
2397,1,1,0,0,1,1,88,Fabaceae,97,Fabaceae,Haematoxylon,3,2,1,14,,,,,introduced
