speciesName,genus,speciesEpithet,family,speciesNameComments,photosyntheticPathway_confirmed,photosyntheticPathway_inferred,photosyntheticPathway_combined,source,justification,notes,d13C_perMil,d13CReplicate_perMil,ternVegetationBarcode,ternPrimaryGeneticBarcode,plantMaterialType ,ternPlot,latitude,longitude,dateSurveyed,d13CAdditionalSample_perMil,ternPlotAdditionalSample  ,ternPrimaryGeneticBarcodeAdditionalSample  ,plantMaterialTypeAdditionalSample  ,latitudeAdditionalSample  ,longitudeOfAdditionalSample  ,dateSurveyedAdditionalSample  ,facilityYear
Viola_silicestris,Viola,silicestris,Violaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Vittadinia_arida,Vittadinia,arida,Asteraceae,,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,,,,,,,,,,,,,,,,,,
Vittadinia_blackii,Vittadinia,blackii,Asteraceae,,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,,,,,,,,,,,,,,,,,,
Vittadinia_cervicularis,Vittadinia,cervicularis,Asteraceae,,C3,,C3,TERN SIA,,,-26.83,,,SAS000234,leaves,SASMDD0006-53713,-33.97274167,140.7272611,25/09/2012,,,,,,,,CSIRO-2019
Vittadinia_condyloides,Vittadinia,condyloides,Asteraceae,,C3,,C3,TERN SIA,,,-28.21,,,NSA01245,leaves ,NSABHC0008-53603,-31.88592167,141.52881,31/08/2012,,,,,,,,CSIRO-2019
Vittadinia_cuneata,Vittadinia,cuneata,Asteraceae,,C3,,C3,"Caddy-Retalic, 2017",,,,,,,,,,,,,,,,,,,
Vittadinia_dissecta,Vittadinia,dissecta,Asteraceae,,C3,,C3,TERN SIA,,,-28.81,,,NSA 010198,leaves,NSAMDD0002-56952,-34.20481667,142.6025889,28/05/2014,,,,,,,,CSIRO-2019
Vittadinia_eremaea,Vittadinia,eremaea,Asteraceae,,C3,,C3,TERN SIA,,,-25.91,,,NSA01048,leaves & stem,NSABHC0007-53602,-31.90113361,141.7644319,2/8/2012,,,,,,,,CSIRO-2019
Vittadinia_gracilis,Vittadinia,gracilis,Asteraceae,,C3,,C3,TERN SIA,,,-27.78,,,SAA  004691,leaves ,SAAGAW0002-56993,-32.98011944,137.2442722,18/02/2015,,,,,,,,CSIRO-2019
Vittadinia_nullarborensis,Vittadinia,nullarborensis,Asteraceae,,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,,,,,,,,,,,,,,,,,,
Vittadinia_obovata,Vittadinia,obovata,Asteraceae,,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",,,,,,,,,,,,,,,,,,,
Vittadinia_pterochaeta,Vittadinia,pterochaeta,Asteraceae,,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,,,,,,,,,,,,,,,,,,
Vittadinia_pustulata,Vittadinia,pustulata,Asteraceae,,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,,,,,,,,,,,,,,,,,,
Vittadinia_scabra,Vittadinia,scabra,Asteraceae,,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,,,,,,,,,,,,,,,,,,
Vittadinia_sulcata,Vittadinia,sulcata,Asteraceae,,C3,,C3,"Caddy-Retalic, 2017",,,,,,,,,,,,,,,,,,,
Vittadinia_virgata,Vittadinia,virgata,Asteraceae,,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,,,,,,,,,,,,,,,,,,
Volkameria_inermis,Volkameria,inermis,Lamiaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Vulpia_bromoides,Vulpia,bromoides,Poaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Vulpia_muralis,Vulpia,muralis,Poaceae,,C3,,C3,TERN SIA,,,-30.63,,,WAA016588,flower parts ,WAAMAL0002-58521,-32.814725,119.1428361,7/10/2016,,,,,,,,CSIRO-2019
Vulpia_myuros,Vulpia,myuros,Poaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Wahlenbergia_aridicola,Wahlenbergia,aridicola,Campanulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Wahlenbergia_capillaris,Wahlenbergia,capillaris,Campanulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Wahlenbergia_caryophylloides,Wahlenbergia,caryophylloides,Campanulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Wahlenbergia_ceracea,Wahlenbergia,ceracea,Campanulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Wahlenbergia_communis,Wahlenbergia,communis,Campanulaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Wahlenbergia_fluminalis,Wahlenbergia,fluminalis,Campanulaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Wahlenbergia_gracilenta,Wahlenbergia,gracilenta,Campanulaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Wahlenbergia_gracilis,Wahlenbergia,gracilis,Campanulaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Wahlenbergia_littoralis,Wahlenbergia,littoralis,Campanulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Wahlenbergia_luteola,Wahlenbergia,luteola,Campanulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Wahlenbergia_multicaulis,Wahlenbergia,multicaulis,Campanulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Wahlenbergia_preissii,Wahlenbergia,preissii,Campanulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Wahlenbergia_queenslandica,Wahlenbergia,queenslandica,Campanulaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Wahlenbergia_stricta,Wahlenbergia,stricta,Campanulaceae,,C3,,C3,"Caddy-Retalic, 2017",,,,,,,,,,,,,,,,,,,
Wahlenbergia_tumidifructa,Wahlenbergia,tumidifructa,Campanulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Waitzia_acuminata,Waitzia,acuminata,Asteraceae,,C3,,C3,TERN SIA,,,-33.36,,,WAA012577,leaves,WAAGES0003-58025,-27.60539444,114.6921583,31/08/2016,,,,,,,,CSIRO-2019
Waitzia_corymbosa,Waitzia,corymbosa,Asteraceae,,C3,,C3,TERN SIA,,,-31.75,,,WAA012547,leaves,WAAGES0003,-27.60539444,114.6921583,31/08/2016,,,,,,,,Unversity of Adelaide-2023
Waltheria_indica,Waltheria,indica,Malvaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Westringia_cephalantha,Westringia,cephalantha,Lamiaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Westringia_cheelii,Westringia,cheelii,Lamiaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Westringia_dampieri,Westringia,dampieri,Lamiaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Westringia_rigida,Westringia,rigida,Lamiaceae,,C3,,C3,TERN SIA,,,-26.3,,,NSA 010570,leaves ,NSAMDD0007-56970,-33.37998056,141.1608111,30/05/2014,,,,,,,,CSIRO-2019
Whiteochloa_airoides,Whiteochloa,airoides,Poaceae,,C4,,C4,TERN SIA,,,-12.41,,,NTA  007239,leaves,NTAGFU0026,-15.80912222,135.4060694,12/6/2012,,,,,,,,University of Adelaide-2023
Whiteochloa_multiciliata,Whiteochloa,multiciliata,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Wikstroemia_indica,Wikstroemia,indica,Thymelaeaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Woollsia_pungens,Woollsia,pungens,Ericaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Wrightia_laevis,Wrightia,laevis,Apocynaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards","No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3-CAM, but CAM not currently identified in this genus ",,,,,,,,,,,,,,,,,,
Wrightia_saligna,Wrightia,saligna,Apocynaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards","No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3-CAM, but CAM not currently identified in this genus ",,,,,,,,,,,,,,,,,,
Wurmbea_australis,Wurmbea,australis,Colchicaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Wurmbea_biglandulosa,Wurmbea,biglandulosa,Colchicaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Wurmbea_densiflora,Wurmbea,densiflora,Colchicaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Wurmbea_deserticola,Wurmbea,deserticola,Colchicaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Wurmbea_dioica,Wurmbea,dioica,Colchicaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Wurmbea_inframediana,Wurmbea,inframediana,Colchicaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Wurmbea_monantha,Wurmbea,monantha,Colchicaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Wurmbea_sinora,Wurmbea,sinora,Colchicaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Wurmbea_tenella,Wurmbea,tenella,Colchicaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Xanthium_occidentale,Xanthium,occidentale,Asteraceae,,C3,,C3,TERN SIA,,,-27.81,,,NSA  07518,leaves,NSABHC0026-57102,-31.778032,142.268019,4/6/2014,,,,,,,,CSIRO-2019
Xanthium_spinosum,Xanthium,spinosum,Asteraceae,,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,,,,,,,,,,,,,,,,,,
Xanthium_strumarium,Xanthium,strumarium,Asteraceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Xanthorrhoea_drummondii,Xanthorrhoea,drummondii,Asphodelaceae,,U,U,U,,,,,,,,,,,,,,,,,,,,
Xanthorrhoea_johnsonii,Xanthorrhoea,johnsonii,Asphodelaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Xanthorrhoea_nana,Xanthorrhoea,nana,Asphodelaceae,,U,U,U,,,,,,,,,,,,,,,,,,,,
Xanthorrhoea_preissii,Xanthorrhoea,preissii,Xanthorrhoeaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Xanthorrhoea_quadrangulata,Xanthorrhoea,quadrangulata,Xanthorrhoeaceae,,C3,,C3,TERN SIA,,,-24.14,,,SAT 003730,"preground sample, tissue type unknown",SATFLB0004-53705,-31.32773611,138.5673306,18/09/2012,,,,,,,,CSIRO-2019
Xanthorrhoea_semiplana,Xanthorrhoea,semiplana,Xanthorrhoeaceae,,C3,,C3,"Caddy-Retalic, 2017",,,,,,,,,,,,,,,,,,,
Xanthosia_candida,Xanthosia,candida,Apiaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards","No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3 or CAM, but CAM is rare and only recorded in aquatic plants ",,,,,,,,,,,,,,,,,,
Xanthosia_huegelii,Xanthosia,huegelii,Apiaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards","No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3 or CAM, but CAM is rare and only recorded in aquatic plants ",,,,,,,,,,,,,,,,,,
Xanthosia_pilosa,Xanthosia,pilosa,Apiaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Xanthosia_tasmanica,Xanthosia,tasmanica,Apiaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards","No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3 or CAM, but CAM is rare and only recorded in aquatic plants ",,,,,,,,,,,,,,,,,,
Xanthosia_tridentata,Xanthosia,tridentata,Apiaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Xanthostemon_arenarius,Xanthostemon,arenarius,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Xanthostemon_paradoxus,Xanthostemon,paradoxus,Myrtaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Xanthostemon_xerophilus,Xanthostemon,xerophilus,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Xenostegia_tridentata,Xenostegia,tridentata,Convolvulaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Xerochloa_barbata,Xerochloa,barbata,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Xerochloa_imberbis,Xerochloa,imberbis,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Xerochrysum_bracteatum,Xerochrysum,bracteatum,Asteraceae,,C3,,C3,TERN SIA,,,-26.46,,,NTA  006454,leaves,NTAMAC0001-53574,-23.96590833,133.3723,6/10/2014,,,,,,,,CSIRO-2019
Xerochrysum_subundulatum,Xerochrysum,subundulatum,Asteraceae,,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,,,,,,,,,,,,,,,,,,
Xylomelum_angustifolium,Xylomelum,angustifolium,Proteaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Xylomelum_pyriforme,Xylomelum,pyriforme,Proteaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Xylomelum_scottianum,Xylomelum,scottianum,Proteaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Xyris_cheumatophila,Xyris,cheumatophila,Xyridaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Xyris_complanata,Xyris,complanata,Xyridaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Xyris_indica,Xyris,indica,Xyridaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Xyris_oligantha,Xyris,oligantha,Xyridaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Xyris_pauciflora,Xyris,pauciflora,Xyridaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Xyris_ustulata,Xyris,ustulata,Xyridaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Yakirra_australiensis,Yakirra,australiensis,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Yakirra_majuscula,Yakirra,majuscula,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Yakirra_nulla,Yakirra,nulla,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Yakirra_pauciflora,Yakirra,pauciflora,Poaceae,,C4,,C4,Osborne et al. 2014,,,,,,,,,,,,,,,,,,,
Yucca_gloriosa,Yucca,gloriosa,Asparagaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Zaleya_galericulata,Zaleya,galericulata,Aizoaceae,,C4,,C4,"Kattge et al., 2020 ",,,,,,,,,,,,,,,,,,,
Zaluzianskya_divaricata,Zaluzianskya,divaricata,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Zantedeschia_aethiopica,Zantedeschia,aethiopica,Araceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage,,,,,,,,,,,,,,,,,,
Zea_mays,Zea,mays,Poaceae,,C4,,C4,Osborne et al. 2014,,,,,,,,,,,,,,,,,,,
Ziziphus_jujuba,Ziziphus,jujuba,Rhamnaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Ziziphus_mauritiana,Ziziphus,mauritiana,Rhamnaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Ziziphus_oenopolia,Ziziphus,oenopolia,Rhamnaceae,,U,C3,C3,"Sage, 2016",,,,,,,,,,,,,,,,,,,
Zornia_adenophora,Zornia,adenophora,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Zornia_albiflora,Zornia,albiflora,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Zornia_disticha,Zornia,disticha,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Zornia_muriculata,Zornia,muriculata,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Zornia_oligantha,Zornia,oligantha,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Zornia_prostrata,Zornia,prostrata,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Zornia_stirlingii,Zornia,stirlingii,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Zygochloa_paradoxa,Zygochloa,paradoxa,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Zygophyllum fruticulosum,Zygophyllum,fruticulosa,Zygophyllaceae,,C3,,C3,TERN SIA,,,-28.08,,,WAA020095,leaves & stem,WAAYAL0005,-26.38998,113.3111,30/07/2019,,,,,,,,Unversity of Adelaide-2023
Zygophyllum lobulatum ,Zygophyllum,lobulata,Zygophyllaceae,,C3,,C3,TERN SIA,,,-28.27,,,WAA019557,leaves,WAACAR0001,-26.40814,114.3667,26/07/2019,,,,,,,,Unversity of Adelaide-2023
Zygophyllum marliesiae,Zygophyllum,marliesiae,Zygophyllaceae,,U,U,U,,,,,,,,,,,,,,,,,,,,
Zygophyllum retivalve,Zygophyllum,retivalvis,Zygophyllaceae,,U,U,U,,,,,,,,,,,,,,,,,,,,
Zygophyllum_ammophilum,Zygophyllum,ammophilum,Zygophyllaceae,,C3,,C3,TERN SIA,,"Isotope values suggest C3-CAM potential, further investigation warrented ",-23.27,,,NSA05542,leaves ,NSABHC0013-53608,-31.32391889,141.6008031,20/09/2012,,,,,,,,CSIRO-2019
Zygophyllum_angustifolium,Zygophyllum,angustifolia,Zygophyllaceae,,C3,,C3,TERN SIA,,,-26.89,,,SAA018023,leaves & stem,SAAEYB0032,-33.20235,136.8494,4/3/2021,,,,,,,,University of Adeliade-2023
Zygophyllum_apiculatum,Zygophyllum,apiculatum,Zygophyllaceae,Australian Plant Census Comment: Nomenclatural synonym: Zygophyllum apiculatum. Treated as Zygophyllum apiculatum in Qld and Vic. Roepera apiculata elsewhere,C3,,C3,TERN SIA,,,-27.35,,,NSA013494,leaves,NSABHC0028-58027,-31.06597778,141.717325,12/9/2016,,,,,,,,CSIRO-2019
Zygophyllum_aurantiacum,Zygophyllum,aurantiacum,Zygophyllaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Zygophyllum_billardierei,Zygophyllum,billardierei,Zygophyllaceae,,C3,,C3,TERN SIA,,,-25.95,-25.67,,WAA  005526,leaves,WAAHAM0001-56964,-31.98483333,128.2852417,24/06/2014,,,,,,,,CSIRO-2019
Zygophyllum_confluens,Zygophyllum,confluens,Zygophyllaceae,,U,U,U,,,,,,,,,,,,,,,,,,,,
Zygophyllum_crenatum ,Zygophyllum,crenata,Zygophyllaceae,,C3,,C3,TERN SIA,,,-28.08,-28.17,,NSA013409,leaves,NSABHC0028,-31.06598,141.7173,12/9/2016,,,,,,,,University of Adeliade-2023
Zygophyllum_eichleri,Zygophyllum,eichleri,Zygophyllaceae,,C3,,C3,TERN SIA,,,-25.33,,,WAA  007115,leaves ,WAAPIL0019-57614,-22.30292222,119.0129083,9/9/2015,,,,,,,,CSIRO-2019
Zygophyllum_emarginatum,Zygophyllum,emarginatum,Zygophyllaceae,,C3,,C3,TERN SIA,,"Isotope values suggest C3-CAM potential, further investigation warrented ",-22.64,,,SAA 000576,leaves,SAASTP0008-53725,-26.36887778,135.7887611,10/8/2012,,,,,,,,CSIRO-2019
