dicot,family,genus,species,species_name,endemic to Tasmania,native to New Zealand,native to South America,"habit (s=woody, p=perennial herb, a=annual herb)",dioecious (d=dioecious; h=hermaphrodite or monoecious),"habitat (d=dry forests  woodlands and heaths; c=coastal, sm=saltmarsh; e=estuarine; wf=wet forest; b= waterlogged peats; rf=temperate rainforest; a = aquatic)",alpine (0=absent from alpine; 1= both alpine and lowland; 2= predominantly alpine),fleshy fruit (1=present),seed length (cm),seed width (cm),propagule traits
d,Rubiaceae,Asperula,minima,Asperula minima,0,0,0,p,d,d,0,1,0.1,0.7,none
d,Rubiaceae,Asperula,pusilla,Asperula pusilla,0,0,0,p,d,d,1,1,0.2,0.15,none
d,Rubiaceae,Asperula,scoparia,Asperula scoparia,0,0,0,p,d,d,0,1,0.2,0.15,none
d,Rubiaceae,Asperula,subsimplex,Asperula subsimplex,0,0,0,p,d,b,0,1,0.2,0.1,none
d,Rubiaceae,Coprosma,hirtella,Coprosma hirtella,0,0,0,s,d,d,0,1,0.5,0.3,none
d,Rubiaceae,Coprosma,moorei,Coprosma moorei,0,0,0,p,d,b,2,1,0.4,0.25,none
d,Rubiaceae,Coprosma,nitida,Coprosma nitida,0,0,0,s,d,d,1,1,0.7,0.45,none
d,Rubiaceae,Coprosma,perpusilla,Coprosma perpusilla,0,0,0,s,d,b,2,1,0.5,0.25,none
d,Rubiaceae,Coprosma,pumila,Coprosma pumila,0,0,0,s,d,b,2,1,0.6,0.3,none
d,Rubiaceae,Coprosma,quadrifida,Coprosma quadrifida,0,0,0,s,d,wf,0,1,0.6,0.4,none
d,Rubiaceae,Galium,australe,Galium australe,0,0,0,p,h,c/wf/d,0,0,0.2,0.15,barbs
d,Rubiaceae,Galium,ciliare,Galium ciliare,0,0,0,p,h,d,0,0,0.25,0.2,
d,Rubiaceae,Galium,gaudichaudii,Galium gaudichaudii,0,0,0,p,h,d,1,0,0.25,0.2,
d,Rubiaceae,Nertera,granadensis,Nertera granadensis,0,1,0,p,h,b,2,1,0.3,0.25,none
d,Rubiaceae,Opercularia,ovata,Opercularia ovata,0,0,0,p,h,d,0,0,0.3,0.15,
d,Rubiaceae,Opercularia,varia,Opercularia varia,0,0,0,p,h,d,0,0,0.2,0.1,
m,Ruppiaceae,Ruppia,megacarpa,Ruppia megacarpa,0,1,0,p,h,e,0,0,0.375,0.28,floating_seed
m,Ruppiaceae,Ruppia,polycarpa,Ruppia polycarpa,0,1,0,p,h,e,0,0,0.225,0.15,floating_seed
m,Ruppiaceae,Ruppia,tuberosa,Ruppia tuberosa,0,0,0,a,h,e,0,0,0.2,0.1,floating_seed
d,Rutaceae,Acradenia,frankliniae,Acradenia frankliniae,1,0,0,s,h,rf,0,0,,,none
d,Rutaceae,Boronia,anemifolia,Boronia anemifolia,0,0,0,s,h,d,0,0,,,none
d,Rutaceae,Boronia,citriodora,Boronia citriodora,0,0,0,s,h,b,1,0,0.2041,0.1099,none
d,Rutaceae,Boronia,nana,Boronia nana,0,0,0,s,h,d,0,0,0.2,0.15,none
d,Rutaceae,Boronia,parviflora,Boronia parviflora,0,0,0,s,h,b,0,0,0.15,0.1,none
d,Rutaceae,Boronia,pilosa,Boronia pilosa,0,0,0,s,h,d/b,0,0,0.2,0.1,none
d,Rutaceae,Boronia,rhomboidea,Boronia rhomboidea,0,0,0,s,h,d,2,0,,,none
d,Rutaceae,Correa,alba,Correa alba,0,0,0,s,h,c,0,0,0.3454,0.2198,none
d,Rutaceae,Correa,backhousiana,Correa backhousiana,0,0,0,s,h,c,0,0,,,none
d,Rutaceae,Correa,lawrenciana,Correa lawrenciana,0,0,0,s,h,wf,0,0,,,none
d,Rutaceae,Correa,reflexa,Correa reflexa,0,0,0,s,h,d,0,0,,,none
d,Rutaceae,Leionema,bilobum,Leionema bilobum,0,0,0,s,h,d,0,0,,,none
d,Rutaceae,Leionema,montanum,Leionema montanum,1,0,0,s,h,d,2,0,,,none
d,Rutaceae,Leionema,oldfieldii,Leionema oldfieldii,1,0,0,s,h,b,2,0,,,none
d,Rutaceae,Nematolepis,squameum,Nematolepis squameum,0,0,0,s,h,wf,0,0,0.1727,0.0942,none
d,Rutaceae,Phebalium,daviesii,Phebalium daviesii,1,0,0,s,h,d,0,0,,,none
d,Rutaceae,Philotheca,verrucosus,Philotheca verrucosus,0,0,0,s,h,d,0,0,0.35,0.15,none
d,Rutaceae,Philotheca,virgatus,Philotheca virgatus,0,0,0,s,h,d,0,0,0.45,0.15,none
d,Rutaceae,Zieria,arborescens,Zieria arborescens,0,0,0,s,h,wf,0,0,0.3768,0.157,none
d,Rutaceae,Zieria,cytisoides,Zieria cytisoides,0,0,0,s,h,c,0,0,,,none
d,Rutaceae,Zieria,veronicea,Zieria veronicea,0,0,0,s,h,c,0,0,0.3,0.15,none
d,Santalaceae,Exocarpos,cupressiformis,Exocarpos cupressiformis,0,0,0,s,h,d,0,1,0.6,0.18,none
d,Santalaceae,Exocarpos,humifusus,Exocarpos humifusus,1,0,0,s,h,d,2,1,0.48,0.18,none
d,Santalaceae,Exocarpos,nanus,Exocarpos nanus,0,0,0,s,h,b,2,1,0.42,0.18,none
d,Santalaceae,Exocarpos,strictus,Exocarpos strictus,0,0,0,s,h,d,0,1,0.54,0.18,none
d,Santalaceae,Exocarpos,syrticola,Exocarpos syrticola,0,0,0,s,h,c,0,1,0.6,0.3,none
d,Santalaceae,Leptomeria,drupacea,Leptomeria drupacea,0,0,0,s,h,d,0,1,0.36,0.24,none
d,Santalaceae,Leptomeria,glomerata,Leptomeria glomerata,1,0,0,s,h,b,0,1,0.24,0.18,none
d,Santalaceae,Thesium,australe,Thesium australe,0,0,0,p,h,d,0,0,0.25,0.2,none
d,Sapindaceae,Dodonaea,filiformis,Dodonaea filiformis,1,0,0,s,d,d,0,0,1,0.1,wings
d,Sapindaceae,Dodonaea,viscosa,Dodonaea viscosa,0,1,0,s,h,d,0,0,1,0.1,wings
d,Scrophulariaceae,Limosella,australis,Limosella australis,0,1,0,a,h,b,0,0,0.0594,0.02376,
d,Solanaceae,Cyphanthera,tasmanica,Cyphanthera tasmanica,1,0,0,s,h,wf,0,0,0.25,0.1,none
d,Solanaceae,Solanum,laciniatum,Solanum laciniatum,0,1,0,s,h,wf/d,0,1,0.2,0.15,none
d,Solanaceae,Solanum,opacum,Solanum opacum,0,0,0,a,h,wf,0,1,0.2,0.15,none
d,Solanaceae,Solanum,vescum,Solanum vescum,0,0,0,s,h,c,0,1,0.25,0.15,none
d,Stylidiaceae,Forstera,bellidifolia,Forstera bellidifolia,1,0,0,p,h,b,2,0,0.0942,0.0157,
d,Stylidiaceae,Levenhookia,dubia,Levenhookia dubia,0,0,0,a,h,d,0,0,,,
d,Stylidiaceae,Phyllachne,colensoi,Phyllachne colensoi,0,1,0,p,h,b,2,0,,,
d,Stylidiaceae,Stylidium,despectum,Stylidium despectum,0,0,0,a,h,b,0,0,0.03,0.01,none
d,Stylidiaceae,Stylidium,graminifolium,Stylidium graminifolium,0,0,0,p,h,b/d/c,1,0,0.1413,0.0628,none
d,Stylidiaceae,Stylidium,inundatum,Stylidium inundatum,0,0,0,a,h,b,0,0,0.02,0.01,none
d,Stylidiaceae,Stylidium,perpusillum,Stylidium perpusillum,0,0,0,a,h,d,0,0,,,none
d,Tetracarpaeaceae,Tetracarpaea,tasmanica,Tetracarpaea tasmanica,1,0,0,s,h,d,2,0,0.0396,0.01584,none
d,Thymeleaceae,Kelleria,dieffenbachii,Kelleria dieffenbachii,0,0,0,s,h,b,2,1,0.2,0.15,none
d,Thymeleaceae,Pimelea,cinerea,Pimelea cinerea,1,0,0,s,h,wf,0,0,0.4,0.3,none
d,Thymeleaceae,Pimelea,curviflora,Pimelea curviflora,0,0,0,s,h,b,0,0,0.3,0.1,none
d,Thymeleaceae,Pimelea,drupacea,Pimelea drupacea,0,0,0,s,h,wf,0,1,,,none
d,Thymeleaceae,Pimelea,filiformis,Pimelea filiformis,1,0,0,s,h,d,0,0,0.4,0.2,none
d,Thymeleaceae,Pimelea,flava,Pimelea flava,0,0,0,s,d,d,0,0,,,none
d,Thymeleaceae,Pimelea,glauca,Pimelea glauca,0,0,0,s,h,c/d,0,0,0.4,0.2,barbs
d,Thymeleaceae,Pimelea,humilis,Pimelea humilis,0,0,0,s,h,d,0,0,0.35,0.3,none
d,Thymeleaceae,Pimelea,ligustrina,Pimelea ligustrina,0,0,0,s,h,wf,0,0,0.35,0.3,none
d,Thymeleaceae,Pimelea,linifolia,Pimelea linifolia,0,0,0,s,h,d,0,0,0.3611,0.1099,none
d,Thymeleaceae,Pimelea,milliganii,Pimelea milliganii,1,0,0,s,h,b,2,0,,,none
d,Thymeleaceae,Pimelea,nivea,Pimelea nivea,1,0,0,s,h,d,0,0,0.3,0.2,none
d,Thymeleaceae,Pimelea,pauciflora,Pimelea pauciflora,0,0,0,s,d,b,0,1,,,none
d,Thymeleaceae,Pimelea,phylicoides,Pimelea phylicoides,0,0,0,s,h,,0,0,,,none
d,Thymeleaceae,Pimelea,pygmaea,Pimelea pygmaea,1,0,0,s,d,b,2,1,,,none
d,Thymeleaceae,Pimelea,sericea,Pimelea sericea,1,0,0,s,h,d,2,0,0.35,0.3,hairs
d,Thymeleaceae,Pimelea,serpyllifolia,Pimelea serpyllifolia,0,0,0,s,d,d,0,0,,,
m,Typhaceae,Typha,domingensis,Typha domingensis,0,0,0,p,h,a,0,0,0.1584,0.0198,
m,Typhaceae,Typha,orientalis,Typha orientalis,0,1,0,p,h,a,0,0,0.1584,0.03168,
d,Urticaceae,Australina,pusilla,Australina pusilla,0,1,0,p,h,b,0,0,0.15,0.05,
d,Urticaceae,Parietaria,cardiostegia,Parietaria cardiostegia,0,0,0,a,h,d,0,0,0.2,0.1,
d,Urticaceae,Parietaria,debilis,Parietaria debilis,0,1,0,a,h,c,0,0,0.15,0.05,
d,Urticaceae,Urtica,incisa,Urtica incisa,0,0,0,p,h,wf,0,0,,,
d,Veronicaceae,Chionohebe,ciliolata,Chionohebe ciliolata,0,1,0,s,h,d,2,0,,,none
d,Veronicaceae,Derwentia,derwentiana,Derwentia derwentiana,0,0,0,p,h,d,0,0,,,none
d,Veronicaceae,Derwentia,nivea,Derwentia nivea,0,0,0,p,h,b/d,1,0,0.099,0.0297,none
d,Veronicaceae,Veronica,calycina,Veronica calycina,0,0,0,p,h,d,0,0,,,none
d,Veronicaceae,Veronica,formosa,Veronica formosa,1,0,0,s,h,d,0,0,0.0792,0.0297,none
d,Veronicaceae,Veronica,gracilis,Veronica gracilis,0,0,0,p,h,d,1,0,,,none
d,Veronicaceae,Veronica,notabilis,Veronica notabilis,0,0,0,p,h,d,0,0,,,none
d,Veronicaceae,Veronica,novae-hollandiae,Veronica novae-hollandiae,0,0,0,p,h,c,0,0,,,none
d,Veronicaceae,Veronica,plebeia,Veronica plebeia,0,0,0,p,h,d,0,0,,,none
d,Violaceae,Melicytus,dentatus,Melicytus dentatus,0,0,0,s,h,d,2,1,0.35,0.3,none
d,Violaceae,Viola,betonicifolia,Viola betonicifolia,0,0,0,p,h,b,1,0,0.12,0.1,none
d,Violaceae,Viola,caleyana,Viola caleyana,0,0,0,p,h,c,0,0,0.1,0.08,none
d,Violaceae,Viola,cleistogamoides,Viola cleistogamoides,0,0,0,p,h,d,0,0,0.125,0.1,none
d,Violaceae,Viola,cunninghamii,Viola cunninghamii,0,1,0,p,h,b,2,0,0.12,0.1,none
d,Violaceae,Viola,fuscoviolacea,Viola fuscoviolacea,0,0,0,p,h,b,1,0,.,.,none
d,Violaceae,Viola,hederacea,Viola hederacea,0,0,0,p,h,d/b/wf,1,0,0.17,0.14,none
d,Winteraceae,Tasmannia,lanceolata,Tasmannia lanceolata,0,0,0,s,d,wf,1,1,0.3,2,none
m,Xyridaceae,Xyris,gracilis,Xyris gracilis,0,0,0,p,h,b,0,0,0.13,0.05,
m,Xyridaceae,Xyris,marginata,Xyris marginata,1,0,0,p,h,b,0,0,0.13,0.04,
m,Xyridaceae,Xyris,muelleri,Xyris muelleri,1,0,0,p,h,b,0,0,0.3925,0.0471,
m,Xyridaceae,Xyris,operculata,Xyris operculata,0,0,0,p,h,b,0,0,0.13,0.05,
m,Xyridaceae,Xyris,tasmanica,Xyris tasmanica,1,0,0,p,h,b,0,0,0.13,0.05,
m,Zannichelaceae,Lepilaena,australis,Lepilaena australis,0,0,0,a,h,a,0,0,.,.,
m,Zannichelaceae,Lepilaena,bilocularis,Lepilaena bilocularis,0,1,0,a,d,e,0,0,0.15,0.04,
m,Zannichelaceae,Lepilaena,cylindrocarpa,Lepilaena cylindrocarpa,0,0,0,a,d,a/e,0,0,0.2,0.1,
m,Zannichelaceae,Lepilaena,marina,Lepilaena marina,0,0,0,a,d,e,0,0,0.15,0.08,
m,Zannichelaceae,Lepilaena,patentifolia,Lepilaena patentifolia,0,0,0,a,d,e,0,0,0.18,0.1,
m,Zannichelaceae,Lepilaena,preissii,Lepilaena preissii,0,0,0,a,h,e,0,0,0.15,0.04,
m,Zosteraceae,Heterozostera,tasmanica,Heterozostera tasmanica,0,0,1,p,h,e,0,0,0.225,0.1,
m,Zosteraceae,Zostera,muelleri,Zostera muelleri,0,1,0,p,h,e,0,0,0.2,0.07,
