species_name,species_name_current,photosynthetic pathway,Authority,k=Kranz n=non-Kranz,d13C value,d13C_replicates,Other evidence,Reference,genus_name,Species sampled,Notes,excluded_names
Aristida caput-medusae,Aristida caput-medusae,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida contorta,Aristida contorta,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida dominii,Aristida dominii,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida echinata,Aristida echinata,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida exserta,Aristida exserta,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida forsteri,Aristida forsteri,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida gracilipes,Aristida gracilipes,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida granitica,Aristida granitica,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida helicophylla,Aristida helicophylla,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida holathera,Aristida holathera,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida holathera var. holathera,Aristida holathera var. holathera,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida holathera var. latifolia,Aristida holathera var. latifolia,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida hygrometrica,Aristida hygrometrica,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida inaequiglumis,Aristida inaequiglumis,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida ingrata,Aristida ingrata,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida jerichoensis,Aristida jerichoensis,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida jerichoensis var. jerichoensis,Aristida jerichoensis var. jerichoensis,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida jerichoensis var. subspinulifera,Aristida jerichoensis var. subspinulifera,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida kimberleyensis,Aristida kimberleyensis,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida latifolia,Aristida latifolia,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida latzii,Aristida latzii,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida lazaridis,Aristida lazaridis,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida leichhardtiana,Aristida leichhardtiana,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
Aristida leptopoda,Aristida leptopoda,c4,Aristida L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards); Cerros-Tlatilpa & Columbus (2009),Aristida,"Aristida adscensionis L., Aristida aemulans Melderis, Aristida brainii Melderis, Aristida congesta Roem. & Schult., Aristida caput-medusae Domin, Aristida hordeacea Kunth, Aristida kenyensis Henr., Aristida longifolia Trin., Aristida meridionalis Henr., Aristida ramosa R. Br., Aristida rhiniochloa Hochst., Aristida scabrivalvis Hack., Aristida setacea Retz., Aristida sieberiana Trin. (=Aristida longiflora Schumach. & Thonn.), Aristida stipitata Hack., Aristida vestita Thunb., Aristida pungens Desf. (Stipagrostis)",A. longifolia: has non-Kranz leaf anatomy; Metcalfe (1960) lists broad surveys of the genus in the older literature.,
