Data_Set,Branch_ID,Family,Genus,Species,Coty,Form,Location,P.width,P.height,Lam,LMA,Area,d13C,d15N,TN,TC,Photo,Cond,Vcmax,jmax,UI_Av,CA_Av,height,LAI,Treatment,site,context,branch location
2014,TD_53,Meliaceae,Dysoxylum,Dysoxylum pettigrewianum,Dicot,Tree,CC,1.994,2.160,0.243,116.7,122.1,-30.547,4.494,2.890,48.747,4.099,0.028,41.55671,59.677,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_19,Elaeocarpaceae,Elaeocarpus,Elaeocarpus angustifolius,Dicot,Tree,CC,1.733,1.590,0.199,139.4,21.9,-29.156,2.772,1.978,43.893,15.299,0.194,NA,NA,1.127,148.477,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_51,Rhamnaceae,Emmenosperma,Emmenosperma cunninghamii,Dicot,Tree,CC,1.278,1.367,0.206,121.5,24.4,-29.734,0.997,1.467,46.189,13.067,0.228,45.5123,97.708,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_45,Lauraceae,Endiandra,Endiandra insignis,Dicot,Tree,CC,2.706,2.443,0.291,133.9,66.3,-31.763,2.170,1.855,43.817,7.565,0.065,44.06121,89.789,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_41,Lauraceae,Endiandra,Endiandra leptodendron,Dicot,Tree,CC,2.077,2.493,0.394,135.0,78.2,-30.855,3.854,1.315,47.052,7.977,0.083,38.18767,91.105,1.146,300.079,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_28,Lauraceae,Endiandra,Endiandra microneura,Dicot,Tree,CC,2.203,1.500,0.304,153.6,27.2,-32.815,-0.057,1.756,43.870,12.322,0.310,40.84349,75.285,1.215,137.431,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_6,Mimosaceae,Entada,Entada phaseoloides,Dicot,Liana,CC,2.123,1.932,0.327,83.1,38.1,-27.884,0.225,3.839,45.309,8.930,0.096,46.51034,73.141,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_26,Arecaceae,Epipremnu,Epipremnum pinnatum,Mono,Liana,CC,3.651,2.351,0.321,64.2,89.7,-28.847,5.897,2.658,41.920,6.010,0.047,38.41995,77.608,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_8,Moraceae,Ficus,Ficus destruens,Dicot,Liana,CC,3.347,1.997,0.471,202.1,45.7,-31.520,1.304,1.335,48.641,17.071,0.321,55.5099,116.470,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_54,Moraceae,Ficus,Ficus variegata,Dicot,Tree,CC,3.187,2.438,0.247,74.3,123.1,-25.785,4.163,2.432,43.694,8.162,0.086,44.76599,85.045,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_55,Sapindaceae,Ganophyllum,Ganophyllum falcatum,Dicot,Tree,CC,1.804,1.745,0.198,112.5,23.6,-29.645,-0.254,1.811,48.417,6.550,0.060,44.52562,110.315,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_42,Cunoniaceae,Gillbeea,Gillbeea whypallana,Dicot,Tree,CC,1.818,1.955,0.295,99.9,39.3,-30.666,3.246,2.134,45.369,8.355,0.082,44.34972,95.340,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_56,Phyllanthaceae,Glochidon,Glochidion sumatranum,Dicot,Tree,CC,1.876,1.982,0.212,97.8,32.2,-32.362,5.247,2.000,47.722,11.703,0.121,80.35608,132.683,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_57,Icacinaceae,Gomphandra,Gomphandra australiana,Dicot,Tree,CC,2.473,2.658,0.305,106.2,79.4,-30.559,3.653,2.248,45.562,6.680,0.054,35.73378,76.918,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_62,Menispermaceae,Hypserpa,Hypserpa decumbens,Dicot,Liana,CC,1.436,1.574,0.251,43.6,55.6,-29.477,5.556,1.898,45.003,NA,NA,NA,NA,1.173,386.619,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_59,Arecaceae,Licuala,Licuala ramsayi,Mono,Tree,CC,NA,NA,0.150,137.3,632.9,-30.431,2.752,1.061,44.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_33,Lauraceae,Litsea,Litsea leefeana,Dicot,Tree,CC,1.806,1.618,0.335,140.3,40.5,-30.891,1.670,1.642,47.238,9.612,0.109,52.8377,104.609,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_44,Lauraceae,Litsea,Litsea leefeana,Dicot,Tree,CC,1.724,1.897,0.327,123.1,37.0,-31.226,1.305,1.377,47.415,9.629,0.130,45.83762,100.024,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_18,Euphorbiaceae,Mallotus,Mallotus paniculatus,Dicot,Tree,CC,2.500,2.435,0.227,71.1,107.8,-28.655,3.235,3.891,44.935,18.446,0.283,71.75508,148.745,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_21,Convolvulaceae,Merremia,Merremia peltata,Dicot,Liana,CC,3.350,3.378,0.199,73.4,241.2,-26.678,2.813,2.386,46.136,13.190,0.140,55.09752,103.353,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_38,Proteaceae,Musgravea,Musgravea heterophylla,Dicot,Tree,CC,3.191,2.401,0.296,158.9,162.6,-31.247,4.071,0.897,43.664,16.456,0.312,53.51779,127.524,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_13,Myristicaceae,Myristica,Myristica globosa subsp. muelleri,Dicot,Tree,CC,2.923,2.908,0.293,126.7,81.2,-29.955,2.264,1.621,47.003,9.268,0.100,44.7099,91.819,1.098,285.871,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_34,Rubiaceae,Neonauclea ,Neonauclea glabra,Dicot,Tree,CC,2.294,1.721,0.324,140.2,37.8,-29.908,1.931,1.335,45.385,10.449,0.098,57.85631,91.658,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_12,Arecaceae,Normanbya,Normanbya normanbyi,Mono,Tree,CC,7.034,4.732,0.276,140.5,153.4,-30.437,2.969,1.702,45.143,12.214,0.185,47.76278,104.099,1.187,532.891,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_4,Sapotaceae,Palaquium,Palaquium galactoxylum,Dicot,Tree,CC,2.288,1.945,0.326,149.8,38.1,-31.789,0.979,2.600,46.262,10.150,0.109,47.24024,98.510,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_61,Apocynaceae,Parsonsia,Parsonsia latifolia,Dicot,Liana,CC,3.639,3.011,0.341,98.9,94.0,-28.941,4.260,1.896,46.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_36,Lamiaceae,Premna,Premna serratifolia,Dicot,Tree,CC,3.189,2.778,0.255,78.3,120.2,-29.090,3.239,2.604,43.191,10.480,0.087,57.74838,109.183,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_11,Euphorbiaceae,Rockinghamia,Rockinghamia angustifolia,Dicot,Tree,CC,1.534,1.495,0.265,104.2,58.0,-28.009,5.829,1.877,41.349,5.021,0.069,25.83681,62.527,1.443,322.796,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_31,Sapindaceae,Synima,Synima cordierorum,Dicot,Tree,CC,1.555,1.541,0.216,144.0,37.1,-29.890,1.808,1.825,46.705,10.448,0.218,23.64017,48.839,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_60,Myrtaceae,Syzygium,Syzygium claviflorum,Dicot,Tree,CC,1.998,1.661,0.275,144.2,40.7,-30.763,2.025,1.200,45.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_16,Myrtaceae,Syzygium,Syzygium graveolens,Dicot,Tree,CC,3.002,2.665,0.314,142.4,49.0,-29.854,0.979,1.426,46.107,10.387,0.119,42.69061,100.591,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_27,Myrtaceae,Syzygium,Syzygium gustavioides,Dicot,Tree,CC,2.927,1.902,0.321,166.1,58.2,-27.222,1.505,1.335,44.969,7.601,0.087,52.57765,83.507,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_48,Myrtaceae,Syzygium,Syzygium monospermum,Dicot,Tree,CC,2.594,2.461,0.215,101.1,56.0,-32.428,2.031,1.268,46.469,3.510,0.027,35.74364,57.673,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_1,Myrtaceae,Syzygium,Syzygium sayeri,Dicot,Tree,CC,2.284,1.379,0.331,129.2,47.8,-30.872,1.256,1.328,46.317,6.703,0.056,42.29894,88.768,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_40,Dilleniaceae,Tetracera,Tetracera nordtiana,Dicot,Liana,CC,1.168,1.505,0.272,85.9,34.4,-31.061,1.200,1.399,40.755,8.643,0.117,31.43744,69.004,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_46,Sapindaceae,Toechima,Toechima erythrocarpum,Dicot,Tree,CC,2.018,1.833,0.227,94.1,65.8,-32.386,3.065,1.639,44.807,7.509,0.096,40.7416,71.783,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_47,Lamiaceae,Viticipremna,Vitex queenslandica,Dicot,Tree,CC,0.985,1.016,0.174,64.2,29.4,-29.824,4.686,2.962,42.732,12.820,0.166,58.74503,113.117,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_25,Apocynaceae,Wrightia,Wrightia laevis,Dicot,Tree,CC,2.351,1.816,0.221,81.8,57.8,-28.523,2.934,4.312,43.737,12.307,0.206,43.71505,108.754,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_30,Polygalaceae,Xanthophyllum,Xanthophyllum octandrum,Dicot,Tree,CC,1.959,1.442,0.299,97.0,25.1,-30.808,4.641,3.480,44.479,10.510,0.193,40.05712,94.968,NA,NA,NA,NA,NA,Crane,measurements made from on  CANOPY CROWN branches before drought infrastructure installed,canopy crown
2014,TD_66,Euphorbiaceae,Aleurites,Aleurites rockinghamensis,Dicot,Tree,Reforestation,NA,NA,NA,NA,NA,-28.702,0.510,1.325,42.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reforestation,measurements made at Reforestation site,Reforestation
2014,TD_75,Apocynaceae,Alstonia,Alstonia scholaris,Dicot,Tree,Reforestation,3.598,2.986,0.410,149.7,85.5,-28.818,2.913,1.037,48.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reforestation,measurements made at Reforestation site,Reforestation
2014,TD_67,Apocynaceae,Cerbera,Cerbera floribunda,Dicot,Tree,Reforestation,4.503,2.869,0.240,84.2,115.0,-32.189,0.158,1.197,43.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reforestation,measurements made at Reforestation site,Reforestation
2014,TD_78,Oleaceae,Chionanthus,Chionanthus ramiflorus,Dicot,Tree,Reforestation,1.715,1.590,0.219,134.4,87.9,-31.669,0.476,1.174,45.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reforestation,measurements made at Reforestation site,Reforestation
2014,TD_71,Proteaceae,Darlingia,Darlingia darlingiana,Dicot,Tree,Reforestation,2.573,2.366,0.298,156.1,128.6,-30.722,7.134,0.617,47.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reforestation,measurements made at Reforestation site,Reforestation
2014,TD_76,Elaeocarpaceae,Elaeocarpus,Elaeocarpus angustifolius,Dicot,Tree,Reforestation,1.648,1.362,0.170,93.1,27.4,-30.666,0.289,1.379,44.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reforestation,measurements made at Reforestation site,Reforestation
2014,TD_77,Moraceae,Ficus,Ficus racemosa,Dicot,Tree,Reforestation,1.637,1.408,0.200,64.4,44.7,-30.368,1.896,1.760,43.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reforestation,measurements made at Reforestation site,Reforestation
2014,TD_72,Moraceae,Ficus,Ficus variegata,Dicot,Tree,Reforestation,2.547,2.450,0.300,109.1,80.7,-28.740,-1.136,1.505,39.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reforestation,measurements made at Reforestation site,Reforestation
2014,TD_73,Phyllanthaceae,Glochidion,Glochidion harveyanum,Dicot,Tree,Reforestation,2.548,2.481,0.271,121.6,69.4,-32.184,-0.245,0.960,43.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reforestation,measurements made at Reforestation site,Reforestation
2014,TD_68,Sapindaceae,Mischocarpus,Mischocarpus exangulatus,Dicot,Tree,Reforestation,1.674,1.172,0.239,109.3,57.8,-30.130,-2.299,1.088,47.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reforestation,measurements made at Reforestation site,Reforestation
2014,TD_69,Sapotaceae,Pouteria,Planchonella myrsinodendron,Dicot,Tree,Reforestation,2.681,2.482,0.271,119.1,150.2,-30.859,1.614,1.562,48.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reforestation,measurements made at Reforestation site,Reforestation
2014,TD_79,Sapindaceae,Rhysotoechia,Rhysotoechia robertsonii,Dicot,Tree,Reforestation,1.601,1.284,0.212,79.6,37.3,-33.367,0.672,1.595,44.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reforestation,measurements made at Reforestation site,Reforestation
2014,TD_65,Araliaceae,Schefflera,Schefflera actinophylla,Dicot,Tree,Reforestation,3.467,4.204,0.333,118.6,182.5,-29.029,0.364,1.098,40.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reforestation,measurements made at Reforestation site,Reforestation
2014,TD_70,Myrtaceae,Syzygium,Syzygium hemilampra,Dicot,Tree,Reforestation,2.407,1.741,0.324,147.5,40.7,-31.570,-0.180,0.891,48.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reforestation,measurements made at Reforestation site,Reforestation
2014,TD_74,Combretaceae,Terminalia,Terminalia sericocarpa,Dicot,Tree,Reforestation,2.272,1.438,0.244,90.1,28.9,-27.891,1.095,1.524,44.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reforestation,measurements made at Reforestation site,Reforestation
2014,TDU_35,Meliaceae,Aglaia,Aglaia meridionalis,Dicot,Tree,US,2.21,2.205,0.173333333,56.8,45.6,-36.19096536,2.201874391,1.734,44.339,5.995525859,0.074103032,23.94881,38.408,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_9,Zingiberaceae,Alpinia,Alpinia caerulea,Mono,Herb,US,2.685,2.375,0.128333333,44.5,247.3,-36.32135296,2.125817315,2.538486451,44.43113212,4.597286705,0.032539735,NA,NA,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_10,Arecaceae,Archontophoenix,Archontophoenix alexandrae,Mono,Tree,US,10.33,NA,0.148333333,53.5,80.9,-35.53488484,3.182891894,1.205720625,40.54112646,4.929353671,0.075587381,21.92931,39.584,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_45,Primulaceae,Ardisia,Ardisia pachyrrhachis,Dicot,Tree,US,4.46,3.4,0.373333333,86.0,70.6,-34.84550721,2.393637136,0.86,44.431,3.174296676,0.030808363,17.74589,34.125,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_46,Primulaceae,Ardisia,Ardisia pachyrrhachis,Dicot,Tree,US,3.675,3,0.366666667,80.0,56.7,-34.88720319,2.452062699,0.824,44.391,2.824552562,0.028796821,14.79176,30.563,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_3,Malvacea,Argyrodendron,Argyrodendron peralatum,Dicot,Tree,US,2.745,3.01,0.238333333,105.2,85.5,-35.61507375,3.623741656,1.337999233,45.45696979,4.625085831,0.063993302,18.15875,39.930,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_43,Malvacea,Argyrodendron,Argyrodendron peralatum,Dicot,Tree,US,2.52,2.82,0.236666667,87.0,90.5,-35.81976942,1.685820319,1.469,47.3,5.44971747,0.068736648,24.5446,42.979,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_12,Rubiaceae,Atractocarpus,Atractocarpus hirtus,Dicot,Tree,US,2.835,2.49,0.245,64.3,81.2,-34.85225108,2.322883007,1.25942968,38.91189998,3.899274321,0.048602781,18.55122,34.422,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_17,Rubiaceae,Atractocarpus,Atractocarpus hirtus,Dicot,Tree,US,3.53,3.05,0.316666667,58.1,64.5,-35.79231109,5.13658699,1.635,41.769,3.138161402,0.043178426,14.66811,27.497,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_30,Fabaceae,Austrosteenisia,Austrosteenisia blackii,Dicot,Liana,US,0.92,0.9,0.123333333,19.0,14.9,-34.07362305,0.545552141,4.153,45.878,3.971084967,0.045254365,19.79389,37.396,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_29,Zamiaceae,Bowenia,Bowenia spectabilis,Cycad,Cycad,US,NA,NA,0.275,65.4,21.7,-34.13769249,0.247839929,2.122,45.274,2.744059529,0.022276417,20.97728,57.381,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
