Species,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Modern/Historic,Replicate,Root (g),Totalshoot (g),Totalplant,Roottoshoot
Allocasuarina nana,08/17/17,33 38 38 S,150 14 42 E,-33.6439,150.2450,site_at_33.6439_S_and_150.2450_E,Modern,18,,0.09,0.09,
Bothriochloa macra,04/15/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,2,3.91,14.5094,18.4194,0.269480475
Bothriochloa macra,04/15/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,3,1.52,1.7909,3.3109,0.848735273
Bothriochloa macra,04/15/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,1,3.1,13.9844,17.0844,0.221675581
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern ,15,4.36,8.3027,12.6627,0.525130379
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern,13,8.57,11.8601,20.4301,0.722590872
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern,9,10.27,10.6989,20.9689,0.959911767
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern,38,12.41,12.3397,24.7497,1.005697059
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern,33,11.67,12.0609,23.7309,0.967589483
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern,29,3.95,11.5431,15.4931,0.342195771
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern,36,12.96,15.4683,28.4283,0.837842555
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern,24,1.64,6.8165,8.4565,0.24059268
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern,21,5.25,14.9169,20.1669,0.351949802
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern,18,3.7,12.1304,15.8304,0.305018796
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern,28,13.7,9.376,23.076,1.461177474
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern,20,6.71,15.003,21.713,0.447243885
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern,12,5.02,9.1625,14.1825,0.547885402
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern,26,15.33,12.6667,27.9967,1.210259973
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern,2,4.2,10.913,15.113,0.384862091
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern,31,7.41,9.3028,16.7128,0.796534377
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern,10,3.66,9.7451,13.4051,0.375573365
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern,34,5.05,11.5753,16.6253,0.43627379
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern,25,6.07,11.5102,17.5802,0.527358343
Bothriochloa macra,12/11/17,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,Modern,14,6.33,15.707,22.037,0.40300503
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,37,1.48,1.5486,3.0286,0.955701924
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,24,0.97,2.7894,3.7594,0.347745035
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,23,1.31,2.9095,4.2195,0.450249184
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,26,0.96,2.4657,3.4257,0.389341769
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,34,0.9,1.323,2.223,0.680272109
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,2,0.45,0.5585,1.0085,0.805729633
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,33,1.22,1.8038,3.0238,0.676349928
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,20,0.49,1.8751,2.3651,0.261319396
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,19,1,2.5123,3.5123,0.398041635
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,11,1.41,2.1847,3.5947,0.645397537
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,4,0.78,1.2215,2.0015,0.638559149
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,16,0.45,1.0134,1.4634,0.444049734
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,10,1.23,3.5025,4.7325,0.35117773
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,32,0.46,1.2307,1.6907,0.373771025
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,13,0.93,1.578,2.508,0.589353612
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,35,1.11,1.7578,2.8678,0.631471157
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,29,1.61,2.3109,3.9209,0.696698256
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,18,1.15,1.1489,2.2989,1.000957438
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,8,0.22,0.3633,0.5833,0.605560143
Bulbine bulbosa,12/10/80,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,Historic,1,0.66,1.1625,1.8225,0.567741935
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,14,28.37,22.3337,50.7037,1.270277652
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,37,10.36,22.5361,32.8961,0.45970687
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,24,9.1,10.9579,20.0579,0.83045109
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,2,27.18,22.9104,50.0904,1.186360779
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,4,2.52,10.0995,12.6195,0.249517303
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,30,11.75,16.094,27.844,0.730085746
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,35,10.31,13.617,23.927,0.757141808
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,22,8.71,20.8447,29.5547,0.41785202
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,16,24.8,27.9286,52.7286,0.887978631
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,19,5.21,13.2333,18.4433,0.393703762
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,3,7.47,18.6408,26.1108,0.400733874
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,10,5.54,15.3436,20.8836,0.361062593
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,31,10.28,24.4891,34.7691,0.419778595
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,25,9.03,13.0909,22.1209,0.689792146
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,38,6.89,14.6528,21.5428,0.470217296
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,13,20.74,18.6595,39.3995,1.111498164
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,34,10.31,24.023,34.333,0.429172043
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,36,9.65,14.197,23.847,0.679721068
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,7,10.21,13.1526,23.3626,0.776272372
Bulbine bulbosa,12/01/16,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,Modern,26,3.37,7.6928,11.0628,0.438071963
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,4,0.36,1.1192,1.4792,0.321658327
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,26,0.28,1.3024,1.5824,0.214987715
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,5,0.29,1.2182,1.5082,0.238056148
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,25,0.33,1.4205,1.7505,0.232312566
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,19,0.24,1.1711,1.4111,0.204935531
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,8,0.11,0.3571,0.4671,0.308036964
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,18,0.03,0.1009,0.1309,0.297324083
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,14,0.31,1.0771,1.3871,0.28780986
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,6,0.23,0.9906,1.2206,0.232182516
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,12,0.55,1.6148,2.1648,0.340599455
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,24,0.28,1.4272,1.7072,0.196188341
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,15,0.37,0.9347,1.3047,0.395848935
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,21,0.2,0.6612,0.8612,0.302480339
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,23,0.21,1.2419,1.4519,0.16909574
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,16,0.55,1.6065,2.1565,0.342359166
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,10,0.07,0.3513,0.4213,0.199259892
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,9,0.15,0.3734,0.5234,0.40171398
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,17,0.35,0.9413,1.2913,0.371826198
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,27,0.5,1.5942,2.0942,0.313636934
Callistemon sieberi,05/23/80,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,Historic,11,0.34,1.0491,1.3891,0.324087313
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,4,0.36,1.2761,1.6361,0.282109553
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,12,0.12,0.4248,0.5448,0.282485876
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,27,0.3,1.4827,1.7827,0.202333581
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,2,0.08,0.4377,0.5177,0.182773589
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,24,0.23,1.0516,1.2816,0.21871434
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,13,0.01,0.0526,0.0626,0.190114068
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,19,0.22,0.452,0.672,0.486725664
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,9,0.44,1.7268,2.1668,0.254806579
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,11,0.18,0.4582,0.6382,0.392841554
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,16,0.3,0.8262,1.1262,0.363108206
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,6,0.19,0.8285,1.0185,0.229330115
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,28,0.35,0.7968,1.1468,0.439257028
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,18,0.17,0.3709,0.5409,0.458344567
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,1,0.24,0.8799,1.1199,0.272758268
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,21,0.14,0.3047,0.4447,0.45946833
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,26,0.57,2.4437,3.0137,0.233252854
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,25,0.3,0.7394,1.0394,0.405734379
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,23,0.64,2.2039,2.8439,0.290394301
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,10,0.15,0.3291,0.4791,0.455788514
Callistemon sieberi,12/11/17,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,Modern,14,0.29,1.0504,1.3404,0.276085301
Callitris endlicheri,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,Historic,5,0.77,1.98,2.75,0.388888889
Callitris endlicheri,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,Historic,6,0.19,0.4,0.59,0.475
Callitris endlicheri,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,Historic,1,1.06,2.33,3.39,0.454935622
Callitris endlicheri,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,Historic,2,0.74,1.44,2.18,0.513888889
Callitris endlicheri,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,Historic,8,0.09,0.19,0.28,0.473684211
Callitris endlicheri,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,Historic,3,0.72,1.92,2.64,0.375
Callitris endlicheri,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,Historic,7,0.01,0.03,0.04,0.333333333
Callitris endlicheri,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,Modern,4,0.53,1.61,2.14,0.329192547
Callitris endlicheri,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,Modern,15,0.34,0.72,1.06,0.472222222
Callitris endlicheri,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,Modern,2,0.62,1,1.62,0.62
Callitris endlicheri,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,Modern,14,0.36,0.55,0.91,0.654545455
Callitris endlicheri,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,Modern,6,0.54,1.23,1.77,0.43902439
Callitris endlicheri,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,Modern,5,0.73,1.86,2.59,0.392473118
Callitris endlicheri,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,Modern,10,0.86,1.62,2.48,0.530864198
Callitris endlicheri,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,Modern,18,0.44,0.91,1.35,0.483516484
Callitris endlicheri,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,Modern,9,0.61,1.19,1.8,0.512605042
Callitris endlicheri,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,Modern,7,0.41,0.98,1.39,0.418367347
Callitris endlicheri,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,Modern,16,0.47,1.02,1.49,0.460784314
Callitris endlicheri,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,Modern,1,0.63,1.6,2.23,0.39375
Callitris endlicheri,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,Modern,8,0.76,2.09,2.85,0.363636364
Callitris endlicheri,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,Modern,19,0.34,0.84,1.18,0.404761905
Callitris endlicheri,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,Modern,11,0.68,1.22,1.9,0.557377049
Callitris endlicheri,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,Modern,13,0.29,0.6,0.89,0.483333333
Callitris endlicheri,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,Modern,12,0.41,0.88,1.29,0.465909091
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,16,1.65,6.3768,8.0268,0.25875047
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,4,1.76,5.5656,7.3256,0.316228259
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,27,1.83,9.7758,11.6058,0.187196956
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,10,4.58,12.393,16.973,0.369563463
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,8,1.37,5.7623,7.1323,0.237752286
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,6,4.49,7.3988,11.8888,0.606855166
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,19,0.88,4.0008,4.8808,0.219956009
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,31,6.55,21.2304,27.7804,0.308519858
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,32,1.04,13.916,14.956,0.074734119
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,11,0.29,1.6577,1.9477,0.174941184
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,14,0.46,2.1329,2.5929,0.215668808
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,37,1.08,4.0861,5.1661,0.264310712
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,9,2.34,9.8141,12.1541,0.238432459
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,12,1.63,5.0528,6.6828,0.322593414
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,21,2.04,8.235,10.275,0.247723133
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,18,2.57,9.4424,12.0124,0.272176565
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,30,2.48,7.5369,10.0169,0.329047752
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,40,2.57,8.0387,10.6087,0.319703435
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,35,1.92,7.5353,9.4553,0.254800738
Corymbia eximia,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,Historic,23,1.68,6.2672,7.9472,0.268062293
Corymbia eximia,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,Modern,2,1.68,7.3856,9.0656,0.227469671
Corymbia eximia,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,Modern,6,1.09,7.9895,9.0795,0.136429063
Corymbia eximia,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,Modern,31,3.56,14.2036,17.7636,0.250640683
Corymbia eximia,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,Modern,16,2.7,10.3768,13.0768,0.260195821
Corymbia eximia,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,Modern,8,2.52,8.1874,10.7074,0.307790019
Corymbia eximia,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,Modern,14,1.56,3.5812,5.1412,0.435608176
Corymbia eximia,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,Modern,22,2.56,8.9033,11.4633,0.287533836
Corymbia eximia,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,Modern,9,1.46,13.1798,14.6398,0.110775581
Corymbia eximia,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,Modern,13,1.18,4.1815,5.3615,0.282195384
