Species,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Modern/Historic,Replicate,Root (g),Totalshoot (g),Totalplant,Roottoshoot
Acacia aspera,11/24/84,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,Historic,2,0.03,0.04,0.07,0.75
Acacia aspera,11/24/17,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,Modern,9,0.03,0.1164,0.1464,0.257731959
Acacia aspera,11/24/17,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,Modern,7,0.01,0.096,0.106,0.104166667
Acacia aspera,11/24/17,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,Modern,5,0.01,0.01,0.02,1
Acacia aspera,11/24/17,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,Modern,3,0.01,0.05,0.06,0.2
Acacia aspera,11/24/17,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,Modern,12,0.01,0.05,0.06,0.2
Acacia aspera,11/24/17,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,Modern,11,0.04,0.01,0.05,4
Acacia aspera,11/24/17,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,Modern,8,0.02,0.1099,0.1299,0.181983621
Acacia baileyana,11/24/84,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,Historic,23,2.08,6.2101,8.2901,0.334938246
Acacia baileyana,11/24/84,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,Historic,28,3.72,8.0409,11.7609,0.46263478
Acacia baileyana,11/24/84,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,Historic,16,1.18,3.571,4.751,0.330439653
Acacia baileyana,11/24/84,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,Historic,9,1.81,6.1104,7.9204,0.296216287
Acacia baileyana,11/24/84,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,Historic,18,4.79,14.4713,19.2613,0.330999979
Acacia baileyana,11/24/84,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,Historic,25,3.22,6.4507,9.6707,0.499170633
Acacia baileyana,11/24/84,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,Historic,30,1.7,3.7901,5.4901,0.448536978
Acacia baileyana,11/24/84,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,Historic,19,4.04,10.4513,14.4913,0.386554783
Acacia baileyana,11/24/84,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,Historic,7,2.59,6.4212,9.0112,0.403351398
Acacia baileyana,11/24/84,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,Historic,33,1.34,4.7216,6.0616,0.283802101
Acacia baileyana,11/24/84,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,Historic,32,3.08,8.8414,11.9214,0.348361119
Acacia baileyana,11/24/84,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,Historic,13,2.55,5.3714,7.9214,0.474736568
Acacia baileyana,11/24/84,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,Historic,6,1.05,3.2411,4.2911,0.323964086
Acacia baileyana,11/24/84,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,Historic,8,3.97,11.8001,15.7701,0.336437827
Acacia baileyana,11/24/84,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,Historic,20,1.31,3.3325,4.6425,0.393098275
Acacia baileyana,11/24/84,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,Historic,12,3.62,6.7209,10.3409,0.53861834
Acacia baileyana,11/24/84,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,Historic,21,2.27,6.1706,8.4406,0.367873464
Acacia baileyana,11/24/84,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,Historic,11,3.47,10.3304,13.8004,0.335901804
Acacia baileyana,11/24/84,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,Historic,29,4.52,10.2711,14.7911,0.44006971
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,32,3.06,10.961,14.021,0.279171608
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,10,2.76,7.6514,10.4114,0.3607183
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,4,4.77,9.6913,14.4613,0.49219403
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,9,3.29,12.1606,15.4506,0.270545861
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,16,4.63,8.8017,13.4317,0.526034743
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,5,6.89,15.2108,22.1008,0.452967628
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,36,0.98,3.4616,4.4416,0.283106078
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,13,2.02,7.7905,9.8105,0.259290161
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,24,3.42,7.2108,10.6308,0.474288567
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,6,0.5,1.5808,2.0808,0.316295547
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,2,1.2,4.5212,5.7212,0.265416261
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,40,3.72,10.7815,14.5015,0.345035477
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,30,1.53,3.1401,4.6701,0.487245629
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,37,11.99,13.7914,25.7814,0.869382369
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,1,5.08,10.3108,15.3908,0.492687279
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,18,3.02,8.9512,11.9712,0.337384932
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,29,2.37,7.5307,9.9007,0.31471178
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,14,4.67,15.9316,20.6016,0.293128123
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,7,3.18,9.7407,12.9207,0.326465244
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,12,5.33,12.7611,18.0911,0.417675592
Acacia baileyana,11/24/17,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,Modern,35,2.77,6.1401,8.9101,0.451132718
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,14,1.36,6.6628,8.0228,0.204118389
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,23,0.03,0.1659,0.1959,0.180831826
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,9,1.63,4.8143,6.4443,0.338574663
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,27,0.88,3.9817,4.8617,0.221011126
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,34,0.28,0.7423,1.0223,0.377205981
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,7,1.04,4.376,5.416,0.237659963
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,4,0.74,3.016,3.756,0.24535809
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,40,1.59,5.0795,6.6695,0.313022935
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,24,0.3,0.9107,1.2107,0.329416932
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,10,0.73,2.8148,3.5448,0.25934347
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,2,0.63,2.1137,2.7437,0.298055542
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,29,1.04,2.8871,3.9271,0.360223061
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,36,1.37,4.359,5.729,0.314292269
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,25,0.15,0.6007,0.7507,0.249708673
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,31,0.78,2.4691,3.2491,0.315904581
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,22,0.13,0.3888,0.5188,0.33436214
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,18,0.21,0.7417,0.9517,0.283133342
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,13,1.3,3.7955,5.0955,0.342510868
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,3,3.24,6.2434,9.4834,0.518948009
Acacia brachybotrya,11/27/85,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Historic,33,1.23,4.915,6.145,0.250254323
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,3,0.83,3.7401,4.5701,0.2219192
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,4,0.66,2.0531,2.7131,0.321465102
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,28,0.08,0.1313,0.2113,0.609291698
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,33,0.38,1.0044,1.3844,0.378335325
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,14,1.95,8.6191,10.5691,0.226241719
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,20,1.21,4.9245,6.1345,0.245710224
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,32,0.38,0.9464,1.3264,0.401521555
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,35,2.32,7.9179,10.2379,0.293006984
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,17,0.41,1.5142,1.9242,0.270770044
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,6,0.34,2.214,2.554,0.153568202
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,22,0.04,0.12,0.16,0.333333333
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,34,0.32,1.1496,1.4696,0.27835769
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,15,1.36,5.9864,7.3464,0.227181612
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,36,0.95,2.7766,3.7266,0.34214507
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,29,0.14,0.4255,0.5655,0.329024677
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,8,0.97,3.2276,4.1976,0.300532904
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,16,0.64,2.0423,2.6823,0.313372178
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,7,0.27,1.0945,1.3645,0.246687985
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,37,2.19,5.5956,7.7856,0.391378941
Acacia brachybotrya,11/01/16,32 53 00 S,134 22 00 E,-32.8833,134.3667,site_at_32.8833_S_and_134.3667_E,Modern,19,1.74,5.9599,7.6999,0.291951207
Acacia chinchillensis,11/27/84,26 27 00 S,150 39 00 E,-26.45,150.6500,site_at_26.4500_S_and_150.6500_E,Historic,36,0.01,0.02,0.03,0.5
Acacia chinchillensis,11/27/84,26 27 00 S,150 39 00 E,-26.45,150.6500,site_at_26.4500_S_and_150.6500_E,Historic,38,0.001,0.01,0.011,0.1
Acacia chinchillensis,11/27/84,26 27 00 S,150 39 00 E,-26.45,150.6500,site_at_26.4500_S_and_150.6500_E,Historic,16,0.05,0.26014,0.31014,0.192204198
Acacia chinchillensis,11/27/84,26 27 00 S,150 39 00 E,-26.45,150.6500,site_at_26.4500_S_and_150.6500_E,Historic,29,0.88,2.07052,2.95052,0.425014006
Acacia chinchillensis,11/27/84,26 27 00 S,150 39 00 E,-26.45,150.6500,site_at_26.4500_S_and_150.6500_E,Historic,5,0.13,0.50038,0.63038,0.25980255
Acacia chinchillensis,11/27/84,26 27 00 S,150 39 00 E,-26.45,150.6500,site_at_26.4500_S_and_150.6500_E,Historic,23,0.001,0.01017,0.01117,0.098328417
Acacia chinchillensis,11/27/84,26 27 00 S,150 39 00 E,-26.45,150.6500,site_at_26.4500_S_and_150.6500_E,Historic,34,0.24,0.29057,0.53057,0.825962763
Acacia chinchillensis,11/27/84,26 27 00 S,150 39 00 E,-26.45,150.6500,site_at_26.4500_S_and_150.6500_E,Historic,33,0.03,0.16024,0.19024,0.187219171
Acacia chinchillensis,11/27/84,26 27 00 S,150 39 00 E,-26.45,150.6500,site_at_26.4500_S_and_150.6500_E,Historic,12,0.02,0.07054,0.09054,0.283527077
Acacia chinchillensis,11/27/84,26 27 00 S,150 39 00 E,-26.45,150.6500,site_at_26.4500_S_and_150.6500_E,Historic,3,0.41,1.22031,1.63031,0.335980202
Acacia chinchillensis,11/27/84,26 27 00 S,150 39 00 E,-26.45,150.6500,site_at_26.4500_S_and_150.6500_E,Historic,15,0.58,0.86022,1.44022,0.674246123
Acacia chinchillensis,11/27/84,26 27 00 S,150 39 00 E,-26.45,150.6500,site_at_26.4500_S_and_150.6500_E,Historic,19,0.23,0.33023,0.56023,0.696484269
Acacia chinchillensis,11/27/84,26 27 00 S,150 39 00 E,-26.45,150.6500,site_at_26.4500_S_and_150.6500_E,Historic,18,0.01,0.10034,0.11034,0.099661152
Acacia chinchillensis,11/27/84,26 27 00 S,150 39 00 E,-26.45,150.6500,site_at_26.4500_S_and_150.6500_E,Historic,17,0.18,0.74084,0.92084,0.242967442
Acacia chinchillensis,11/27/84,26 27 00 S,150 39 00 E,-26.45,150.6500,site_at_26.4500_S_and_150.6500_E,Historic,20,0.06,0.10013,0.16013,0.599221013
Acacia chinchillensis,11/27/84,26 27 00 S,150 39 00 E,-26.45,150.6500,site_at_26.4500_S_and_150.6500_E,Historic,31,0.05,0.18016,0.23016,0.277531083
Acacia chinchillensis,11/27/84,26 27 00 S,150 39 00 E,-26.45,150.6500,site_at_26.4500_S_and_150.6500_E,Historic,26,0.05,0.25082,0.30082,0.199346145
Acacia chinchillensis,11/27/84,26 27 00 S,150 39 00 E,-26.45,150.6500,site_at_26.4500_S_and_150.6500_E,Historic,35,0.01,0.04,0.05,0.25
Acacia chinchillensis,11/27/84,26 27 00 S,150 39 00 E,-26.45,150.6500,site_at_26.4500_S_and_150.6500_E,Historic,7,0.001,0.01017,0.01117,0.098328417
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,20,0.03,0.07,0.1,0.428571429
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,24,0.03,0.20138,0.23138,0.148972093
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,40,0.04,0.3005,0.3405,0.133111481
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,36,0.07,0.25045,0.32045,0.279496906
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,27,0.01,0.06,0.07,0.166666667
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,34,0.01,0.0607,0.0707,0.164744646
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,18,0.04,0.12017,0.16017,0.332861779
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,16,0.14,0.59093,0.73093,0.236914694
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,8,0.12,0.53031,0.65031,0.22628274
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,7,0.02,0.08,0.1,0.25
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,22,0.09,0.46088,0.55088,0.195278597
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,39,0.02,0.14069,0.16069,0.142156514
