Species,Modern/Historic,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Plant label number,Leaf area (cm2),Leaf area (m2),Leaf mass (g),LMA (g/m2)
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,19,34.628,0.0034628,0.2087,60.26914636
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,2,35.12,0.003512,0.2148,61.16173121
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,20,42.818,0.0042818,0.2194,51.24013265
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,22,43.161,0.0043161,0.2559,59.28963648
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,29,44.665,0.0044665,0.3047,68.21896339
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,31,46.028,0.0046028,0.3424,74.38950204
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,32,38.582,0.0038582,0.317,82.16266653
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,34,33.42,0.003342,0.2588,77.43865949
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,37,35.195,0.0035195,0.2874,81.65932661
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,38,36.557,0.0036557,0.2962,81.02415406
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,5,38.939,0.0038939,0.3096,79.50897558
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,6,38.219,0.0038219,0.3105,81.24231403
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,7,41.468,0.0041468,0.3086,74.41882898
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,9,40.505,0.0040505,0.3159,77.99037156
Lasiopetalum behrii,Historic,11/27/1985,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,1,34.127,0.0034127,0.1375,40.29067893
Lasiopetalum behrii,Historic,11/27/1985,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,2,67.31,0.006731,0.3189,47.37780419
Lasiopetalum behrii,Historic,11/27/1985,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,3,53.652,0.0053652,0.2969,55.33810482
Lasiopetalum behrii,Historic,11/27/1985,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,4,58.075,0.0058075,0.4118,70.90830822
Lasiopetalum behrii,Historic,11/27/1985,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,5,79.985,0.0079985,0.4714,58.93605051
Lasiopetalum behrii,Historic,11/27/1985,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,6,57.245,0.0057245,0.4543,79.36064285
Lasiopetalum behrii,Historic,11/27/1985,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,7,84.643,0.0084643,0.4852,57.32311
Lasiopetalum behrii,Historic,11/27/1985,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,9,75.722,0.0075722,0.5031,66.44040041
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,1,26.188,0.0026188,0.1568,59.87475179
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,10,15.244,0.0015244,0.0854,56.02204146
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,11,11.738,0.0011738,0.0633,53.92741523
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,14,34.433,0.0034433,0.1902,55.23770801
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,15,29.548,0.0029548,0.1396,47.24516042
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,24,20.3,0.00203,0.0918,45.22167488
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,25,28.879,0.0028879,0.1703,58.97018595
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,27,6.956,0.0006956,0.0239,34.35882691
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,4,36.345,0.0036345,0.2028,55.79859678
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,6,33.123,0.0033123,0.1874,56.57700088
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,8,14.683,0.0014683,0.099,67.42491316
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,9,29.5,0.00295,0.1701,57.66101695
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,1,0.58,5.80E-05,0.0021,36.20689655
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,10,0.369,3.69E-05,0.0013,35.2303523
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,11,0.405,4.05E-05,0.0014,34.56790123
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,12,0.824,8.24E-05,0.0027,32.76699029
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,13,0.719,7.19E-05,0.0023,31.98887344
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,14,0.447,4.47E-05,0.0011,24.60850112
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,15,0.517,5.17E-05,0.0015,29.01353965
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,16,0.369,3.69E-05,0.0021,56.91056911
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,17,0.663,6.63E-05,0.0027,40.7239819
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,19,0.379,3.79E-05,0.0011,29.0237467
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,2,0.711,7.11E-05,0.003,42.19409283
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,20,0.703,7.03E-05,0.0024,34.13940256
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,21,0.736,7.36E-05,0.0021,28.5326087
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,22,0.465,4.65E-05,0.0012,25.80645161
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,23,0.468,4.68E-05,0.0013,27.77777778
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,3,0.494,4.94E-05,0.0016,32.38866397
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,4,0.507,5.07E-05,0.0017,33.53057199
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,5,0.575,5.75E-05,0.0019,33.04347826
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,6,0.463,4.63E-05,8.00E-04,17.27861771
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,7,0.523,5.23E-05,0.0015,28.68068834
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,12,0.462,4.62E-05,0.0021,45.45454545
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,13,0.417,4.17E-05,0.0011,26.37889688
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,15,0.421,4.21E-05,0.002,47.50593824
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,16,0.392,3.92E-05,0.0018,45.91836735
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,2,0.677,6.77E-05,0.0023,33.97341211
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,21,0.435,4.35E-05,0.0026,59.77011494
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,22,0.531,5.31E-05,0.001,18.83239171
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,24,0.487,4.87E-05,0.0018,36.96098563
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,25,0.483,4.83E-05,0.0029,60.04140787
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,26,0.637,6.37E-05,0.0014,21.97802198
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,27,0.397,3.97E-05,0.0019,47.85894207
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,28,0.361,3.61E-05,0.0018,49.86149584
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,29,0.594,5.94E-05,0.0022,37.03703704
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,31,0.429,4.29E-05,0.0014,32.63403263
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,32,0.343,3.43E-05,0.0012,34.98542274
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,34,0.472,4.72E-05,0.0015,31.77966102
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,38,0.474,4.74E-05,0.001,21.09704641
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,39,0.468,4.68E-05,0.0024,51.28205128
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,6,0.392,3.92E-05,0.0011,28.06122449
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,7,0.377,3.77E-05,0.0018,47.74535809
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,1,22.156,0.0022156,0.1397,63.05289763
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,10,17.446,0.0017446,0.0745,42.70319844
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,11,22.02,0.002202,0.1006,45.68574024
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,13,31.126,0.0031126,0.1231,39.54893015
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,16,22.287,0.0022287,0.0987,44.28590658
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,17,17.41,0.001741,0.061,35.03733487
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,18,19.896,0.0019896,0.0971,48.80377965
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,19,24.591,0.0024591,0.1074,43.67451507
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,2,14.485,0.0014485,0.0781,53.91784605
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,20,18.273,0.0018273,0.0782,42.79538116
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,21,15.93,0.001593,0.1041,65.34839925
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,22,13.157,0.0013157,0.0591,44.9190545
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,23,18.936,0.0018936,0.0799,42.1947613
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,25,16.937,0.0016937,0.0771,45.52163902
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,27,22.316,0.0022316,0.1148,51.44291092
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,3,15.016,0.0015016,0.0665,44.28609483
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,4,27.84,0.002784,0.1651,59.30316092
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,5,13.983,0.0013983,0.0605,43.266824
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,8,27.164,0.0027164,0.1664,61.25754675
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,9,35.32,0.003532,0.1904,53.90713477
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,1,18.237,0.0018237,0.0927,50.83072874
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,10,14.675,0.0014675,0.0888,60.51107325
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,12,12.356,0.0012356,0.0747,60.4564584
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,14,15.748,0.0015748,0.0888,56.38811278
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,16,18.936,0.0018936,0.1111,58.6713139
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,17,21.024,0.0021024,0.0851,40.47754947
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,22,23.342,0.0023342,0.1095,46.91114729
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,23,24.932,0.0024932,0.1618,64.89651853
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,24,13.611,0.0013611,0.0792,58.18823011
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,25,28.526,0.0028526,0.2106,73.82738554
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,26,11.744,0.0011744,0.0544,46.32152589
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,27,14.314,0.0014314,0.0778,54.35238228
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,3,17.797,0.0017797,0.1191,66.92139125
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,30,23.902,0.0023902,0.1121,46.89984102
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,33,14.556,0.0014556,0.1185,81.40972795
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,35,15.005,0.0015005,0.0703,46.85104965
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,36,22.546,0.0022546,0.0984,43.64410538
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,4,18.689,0.0018689,0.1027,54.95211087
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,6,14.279,0.0014279,0.0946,66.25113803
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,7,20.568,0.0020568,0.1322,64.27460132
Senecio garlandii,Historic,11/26/1984,35 16 30 S,147 04 30 E,-35.275,147.075,site_at_35.2750_S_and_147.0750_E,10,134.007,0.0134007,0.9683,72.25741939
Senecio garlandii,Historic,11/26/1984,35 16 30 S,147 04 30 E,-35.275,147.075,site_at_35.2750_S_and_147.0750_E,4,131.442,0.0131442,0.5565,42.33806546
Senecio garlandii,Historic,11/26/1984,35 16 30 S,147 04 30 E,-35.275,147.075,site_at_35.2750_S_and_147.0750_E,5,114.147,0.0114147,0.6499,56.93535529
Senecio garlandii,Historic,11/26/1984,35 16 30 S,147 04 30 E,-35.275,147.075,site_at_35.2750_S_and_147.0750_E,8,125.032,0.0125032,0.6505,52.02668117
Senecio garlandii,Historic,11/26/1984,35 16 30 S,147 04 30 E,-35.275,147.075,site_at_35.2750_S_and_147.0750_E,9,113.823,0.0113823,0.5106,44.85912338
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,10,152.071,0.0152071,1.0969,72.13078102
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,11,122.101,0.0122101,0.6795,55.65064987
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,15,138.545,0.0138545,0.7784,56.18391136
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,16,135.948,0.0135948,0.9443,69.46038191
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,17,115.156,0.0115156,0.7616,66.13637153
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,19,136.556,0.0136556,0.9472,69.36348458
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,2,81.175,0.0081175,0.7841,96.59377887
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,21,167.058,0.0167058,1.1679,69.90985167
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,22,198.385,0.0198385,1.3459,67.84283086
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,23,96.076,0.0096076,0.8806,91.65660519
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,24,187.636,0.0187636,0.9369,49.93178281
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,25,161.079,0.0161079,1.1745,72.91453262
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,26,126.213,0.0126213,0.9576,75.87174063
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,3,159.886,0.0159886,1.1767,73.59618728
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,30,139.112,0.0139112,0.7681,55.21450342
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,33,159.207,0.0159207,1.1004,69.11756393
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,5,202.972,0.0202972,1.1481,56.56445224
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,6,88.743,0.0088743,0.62,69.86466538
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,7,146.453,0.0146453,1.1128,75.9834213
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,8,159.147,0.0159147,1.1777,74.00076659
Vittadinia cuneata,Historic,12/18/1986,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,1,4.006,0.0004006,0.0195,48.67698452
Vittadinia cuneata,Historic,12/18/1986,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,12,2.989,0.0002989,0.0159,53.19504851
Vittadinia cuneata,Historic,12/18/1986,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,13,2.887,0.0002887,0.011,38.10183582
Vittadinia cuneata,Historic,12/18/1986,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,14,5.614,0.0005614,0.0264,47.02529391
Vittadinia cuneata,Historic,12/18/1986,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,2,3.526,0.0003526,0.0169,47.92966534
Vittadinia cuneata,Historic,12/18/1986,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,6,3.523,0.0003523,0.0139,39.45500993
Vittadinia cuneata,Historic,12/18/1986,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,7,4.765,0.0004765,0.0135,28.33158447
Vittadinia cuneata,Historic,12/18/1986,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,9,4.054,0.0004054,0.0182,44.89393192
Vittadinia cuneata,Modern,12/12/2017,35 22 24 S,149 12 47 E,-35.3733,149.2131,site_at_35.3733_S_and_149.2131_E,1,3.484,0.0003484,0.0121,34.73019518
Vittadinia cuneata,Modern,12/12/2017,35 22 24 S,149 12 47 E,-35.3733,149.2131,site_at_35.3733_S_and_149.2131_E,10,3.339,0.0003339,0.0122,36.53788559
Vittadinia cuneata,Modern,12/12/2017,35 22 24 S,149 12 47 E,-35.3733,149.2131,site_at_35.3733_S_and_149.2131_E,11,3.059,0.0003059,0.0125,40.86302713
