Species,Modern/Historic,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Plant ID,HHMMSS,Photo (Asat; umol CO2 m-2 s-1),Conductance (gs; mmol H2O m-2 s-1),Ci,Area
Hovea lanceolata,Historic,11/22/84,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,6,14:20:04,3.116169458,0.215109941,367.8176242,4.889999866
Hovea lanceolata,Historic,11/22/84,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,6,14:20:05,3.102394465,0.213496857,367.7451791,4.889999866
Hovea lanceolata,Historic,11/22/84,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,6,14:20:07,3.092145991,0.212440587,367.7017076,4.889999866
Hovea lanceolata,Historic,11/22/84,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,17,14:30:35,4.033249795,0.052660874,266.5323195,5.699999809
Hovea lanceolata,Historic,11/22/84,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,17,14:30:36,4.092252542,0.052598673,264.6315911,5.699999809
Hovea lanceolata,Historic,11/22/84,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,17,14:30:37,4.137726097,0.052591175,263.2898508,5.699999809
Hovea lanceolata,Historic,11/22/84,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,17,14:30:39,4.147495345,0.052665363,263.2282647,5.699999809
Hovea lanceolata,Historic,11/22/84,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,17,14:30:41,4.144179505,0.052654792,263.3848733,5.699999809
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,30,12:38:02,12.4885096,0.190052745,266.819414,5.980000019
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,30,12:38:03,12.48028872,0.189650647,266.6498542,5.980000019
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,30,12:38:04,12.48945058,0.189314569,266.3684585,5.980000019
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,30,12:38:06,12.52539949,0.188908211,265.809203,5.980000019
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,30,12:38:07,12.56525306,0.188643105,265.3082216,5.980000019
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,18,12:45:00,7.900394018,0.093566624,244.4222787,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,18,12:45:02,7.904968134,0.093482039,244.2242312,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,18,12:45:04,7.91844094,0.093422632,243.9057435,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,18,12:45:06,7.935381465,0.093408112,243.5910094,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,18,12:45:08,7.93420211,0.093283817,243.4287994,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,39,12:49:26,12.84860599,0.169760582,249.939836,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,39,12:49:27,12.87379376,0.170214154,250.0375655,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,39,12:49:29,12.86937774,0.170655812,250.4281028,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,39,12:49:31,12.86251576,0.17078042,250.5990887,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,39,12:49:33,12.85818705,0.170776749,250.6578626,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,2,12:55:53,10.12187736,0.094985929,205.6427031,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,2,12:55:54,10.09893972,0.094873045,205.8498178,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,2,12:55:55,10.08343897,0.094762716,205.9272974,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,2,12:55:56,10.07014758,0.094623496,205.9136086,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,2,12:55:57,10.06741712,0.094509447,205.7571387,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,12,12:58:59,9.39501188,0.142049358,270.7603752,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,12,12:59:01,9.410556021,0.141659103,270.3202487,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,12,12:59:03,9.416945118,0.141336006,270.0431149,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,12,12:59:04,9.407594846,0.140968081,269.9146625,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,12,12:59:06,9.38268581,0.140401852,269.8230414,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,22,13:35:34,6.598815745,0.15868623,317.1223286,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,22,13:35:35,6.604920246,0.15720806,316.444072,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,22,13:35:36,6.613348451,0.155724228,315.7275182,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,22,13:35:37,6.625540622,0.153514697,314.6451773,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,22,13:35:38,6.628792198,0.152035148,313.958134,6
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,35,13:40:07,4.553904414,0.096604896,311.5466747,5.699999809
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,35,13:40:08,4.554984146,0.096231959,311.2356753,5.699999809
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,35,13:40:09,4.562722398,0.095514802,310.5348577,5.699999809
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,35,13:40:09,4.56755465,0.095166893,310.1736942,5.699999809
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,35,13:40:10,4.578139864,0.094487416,309.4450423,5.699999809
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,8,13:44:41,3.765749153,0.095760415,324.9188549,5.849999905
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,8,13:44:42,3.747029403,0.095181004,324.8595009,5.849999905
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,8,13:44:43,3.733561584,0.09445246,324.6108779,5.849999905
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,8,13:44:44,3.726848161,0.093581343,324.1425922,5.849999905
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,8,13:44:46,3.70743898,0.091560146,323.0975427,5.849999905
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,10,13:48:36,5.882225878,0.136700108,316.1583054,5.849999905
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,10,13:48:38,5.86927049,0.137707939,316.814965,5.849999905
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,10,13:48:40,5.872447377,0.138967298,317.3891138,5.849999905
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,10,13:48:41,5.876684975,0.13988984,317.7801775,5.849999905
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,10,13:48:43,5.870194729,0.141135856,318.4435575,5.849999905
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,14,14:23:12,3.876889444,0.457420838,375.2349474,5.949999809
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,14,14:23:13,3.859822139,0.457559984,375.2941826,5.949999809
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,14,14:23:15,3.868429846,0.457906562,375.2579731,5.949999809
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,14,14:23:16,3.886902488,0.458338336,375.1911767,5.949999809
Hovea lanceolata,Modern,11/01/08,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,14,14:23:18,3.899213277,0.458692283,375.1494342,5.949999809
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,9,10:30:11,17.40271594,0.454157502,302.4311363,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,9,10:30:12,17.40704517,0.453353341,302.3025465,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,9,10:30:14,17.39977929,0.452052532,302.1529249,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,9,10:30:15,17.39223226,0.451042158,302.0476593,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,9,10:30:17,17.3947764,0.450913154,302.0266194,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,3,10:35:54,23.99865952,0.755088371,302.5006943,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,3,10:35:55,24.0038901,0.755917714,302.5355554,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,3,10:35:56,24.00170887,0.758822266,302.7302548,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,3,10:35:57,23.99763559,0.762510447,302.9868103,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,3,10:35:59,24.00691281,0.76537473,303.1520132,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,5,10:43:44,13.85895209,0.230678719,274.899492,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,5,10:43:45,13.85831502,0.230235027,274.7286923,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,5,10:43:47,13.85248111,0.229526903,274.4905856,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,5,10:43:48,13.83491267,0.228765074,274.3198417,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,5,10:43:49,13.82354579,0.228299756,274.2213498,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,6,10:51:45,20.41105316,0.583297964,303.6489493,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,6,10:51:47,20.41555098,0.58098935,303.3984426,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,6,10:51:48,20.42089201,0.576234641,302.8900395,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,6,10:51:50,20.42303248,0.572634021,302.5071443,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,6,10:51:51,20.43311882,0.569103885,302.0952771,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,4,10:56:03,21.40847666,1.022358098,326.0823343,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,4,10:56:04,21.41420056,1.025440728,326.1647493,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,4,10:56:06,21.43174728,1.030925618,326.2935978,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,4,10:56:07,21.44370361,1.034897241,326.3888004,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,4,10:56:08,21.46345216,1.040934782,326.5281892,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,7,11:06:32,20.70060257,0.644292586,307.2547978,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,7,11:06:34,20.70721341,0.646105988,307.3732625,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,7,11:06:35,20.70864639,0.648169477,307.5331255,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,7,11:06:36,20.71020968,0.64895554,307.5919463,6
Lasiopetalum behrii,Historic,11/27/85,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,7,11:06:37,20.71836619,0.648954221,307.5632374,6
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,6,10:39:28,22.22769119,0.627719823,315.8630458,3
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,6,10:39:29,22.20338483,0.627307029,315.9067744,3
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,6,10:39:30,22.18651626,0.626963127,315.9300305,3
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,6,10:39:31,22.16845913,0.626435754,315.9375832,3
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,6,10:39:32,22.17628962,0.626073114,315.8797677,3
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,25,10:48:24,21.50552138,0.616109588,307.6145467,5
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,25,10:48:25,21.54027959,0.617991928,307.6496031,5
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,25,10:48:27,21.56323098,0.61980083,307.731642,5
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,25,10:48:29,21.57744507,0.620862926,307.7803634,5
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,25,10:48:31,21.58500885,0.622162497,307.8662408,5
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,4,11:25:33,15.41736554,0.403309398,313.2619927,4.5
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,4,11:25:34,15.41561591,0.403597852,313.3140382,4.5
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,4,11:25:36,15.40362207,0.403967364,313.4243829,4.5
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,4,11:25:37,15.38983184,0.404297783,313.5369002,4.5
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,4,11:25:38,15.38644274,0.404528966,313.5869795,4.5
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,14,11:28:32,13.95413852,0.29197722,303.7596766,3
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,14,11:28:33,13.95545531,0.291943605,303.734228,3
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,14,11:28:34,13.94731572,0.291824013,303.733439,3
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,14,11:28:36,13.94232684,0.29177174,303.7402594,3
Lasiopetalum behrii,Modern,11/01/14,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,14,11:28:37,13.9499566,0.291721061,303.6747425,3
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,2,11:25:10,13.18098375,0.507771972,344.0190109,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,2,11:25:12,13.15693291,0.507828173,344.0885356,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,2,11:25:13,13.14212014,0.50771378,344.1043921,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,2,11:25:15,13.15754417,0.507804439,344.0241981,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,2,11:25:16,13.22446002,0.508051189,343.7834084,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,18,11:29:30,14.86094519,0.21821778,276.1697324,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,18,11:29:32,14.75508736,0.218398461,277.0638309,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,18,11:29:33,14.7012349,0.21839711,277.463662,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,18,11:29:35,14.69734659,0.218294413,277.4375881,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,18,11:29:37,14.76366851,0.218235604,276.9085518,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,15,12:15:03,32.69608177,0.608980456,290.7056324,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,15,12:15:04,32.74069516,0.609396637,290.644888,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,15,12:15:05,32.80835297,0.610131844,290.5725547,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,15,12:15:07,32.85160174,0.610736403,290.5517677,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,15,12:15:08,32.8502678,0.611140529,290.6305747,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,1,12:23:49,34.68391153,0.849224371,309.1609584,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,1,12:23:50,34.73816116,0.849433268,309.0567036,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,1,12:23:52,34.75161679,0.849754778,309.0532244,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,1,12:23:53,34.75269328,0.850169479,309.087455,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,1,12:23:55,34.77844492,0.850692001,309.0738898,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,12,12:30:11,14.26547324,0.328281431,316.0223015,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,12,12:30:12,14.22860945,0.328131343,316.1820108,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,12,12:30:13,14.15638227,0.328098179,316.540735,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,12,12:30:14,14.13669883,0.328161654,316.6486024,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,12,12:30:15,14.19444341,0.328462334,316.4045672,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,8,12:34:35,14.45607064,0.351923651,319.7049146,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,8,12:34:37,14.45284704,0.35223985,319.7861635,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,8,12:34:38,14.41266448,0.352714353,320.0763562,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,8,12:34:40,14.36265082,0.353260702,320.4283606,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,8,12:34:41,14.33322324,0.353665735,320.6532566,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,11,12:49:16,20.35538557,0.442101955,308.6185516,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,11,12:49:17,20.35120599,0.442241211,308.6519441,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,11,12:49:19,20.40000453,0.442561178,308.5064567,1.5
Melaleuca gibbosa,Historic,12/29/79,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,11,12:49:20,20.45088467,0.443152055,308.3959971,1.5
