Species,Modern/Historic,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Replicate,Mass (g),Number of seeds weighed per replicate
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,37,0.012,1
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,38,0.0148,1
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,39,0.0148,1
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,40,0.0193,1
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,41,0.0149,1
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,42,0.0063,1
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,43,0.0099,1
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,44,0.0281,1
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,45,0.0152,1
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,46,0.0153,1
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,47,0.0101,1
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,48,0.0187,1
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,49,0.0119,1
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,50,0.0128,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,1,0.0136,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,2,0.0225,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,3,0.0188,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,4,0.0175,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,5,0.0135,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,6,0.0203,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,7,0.014,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,8,0.022,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,9,0.0146,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,10,0.0147,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,11,0.0165,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,12,0.0145,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,13,0.0169,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,14,0.0182,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,15,0.0176,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,16,0.0165,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,17,0.0176,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,18,0.0213,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,19,0.0163,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,20,0.017,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,21,0.0162,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,22,0.0136,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,23,0.0163,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,24,0.0095,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,25,0.0182,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,26,0.0199,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,27,0.0207,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,28,0.0151,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,29,0.0196,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,30,0.0136,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,31,0.0196,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,32,0.0123,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,33,0.0131,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,34,0.0174,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,35,0.0162,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,36,0.0141,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,37,0.0218,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,38,0.0134,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,39,0.0202,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,40,0.0149,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,41,0.0178,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,42,0.016,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,43,0.0184,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,44,0.018,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,45,0.0121,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,46,0.0174,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,47,0.0186,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,48,0.0147,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,49,0.0169,1
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,50,0.0163,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,1,0.0139,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,2,0.0223,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,3,0.0216,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,4,0.0158,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,5,0.0225,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,6,0.0197,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,7,0.0147,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,8,0.0148,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,9,0.0184,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,10,0.0137,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,11,0.0149,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,12,0.0168,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,13,0.0117,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,14,0.018,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,15,0.0121,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,16,0.0174,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,17,0.0185,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,18,0.0093,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,19,0.0162,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,20,0.0108,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,21,0.0154,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,22,0.0129,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,23,0.0076,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,24,0.0115,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,25,0.016,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,26,0.0151,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,27,0.0113,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,28,0.0165,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,29,0.0211,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,30,0.014,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,31,0.008,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,32,0.0195,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,33,0.0156,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,34,0.0201,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,35,0.0184,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,36,0.0181,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,37,0.0176,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,38,0.0139,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,39,0.0147,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,40,0.0082,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,41,0.0201,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,42,0.013,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,43,0.0133,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,44,0.0176,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,45,0.0152,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,46,0.0155,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,47,0.0102,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,48,0.0174,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,49,0.0104,1
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,50,0.016,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,1,0.0138,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,2,0.023,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,3,0.0194,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,4,0.0168,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,5,0.0171,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,6,0.0203,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,7,0.0199,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,8,0.0236,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,9,0.0202,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,10,0.0279,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,11,0.0216,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,12,0.0143,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,13,0.0172,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,14,0.0239,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,15,0.0166,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,16,0.0188,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,17,0.0223,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,18,0.0206,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,19,0.0219,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,20,0.0174,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,21,0.0176,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,22,0.018,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,23,0.0179,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,24,0.0246,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,25,0.0191,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,26,0.0245,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,27,0.0227,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,28,0.0201,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,29,0.0138,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,30,0.0248,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,31,0.0187,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,32,0.0193,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,33,0.0198,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,34,0.0161,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,35,0.0285,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,36,0.0246,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,37,0.0167,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,38,0.0171,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,39,0.0172,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,40,0.0223,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,41,0.0187,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,42,0.0147,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,43,0.0148,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,44,0.0197,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,45,0.017,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,46,0.0115,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,47,0.0114,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,48,0.0186,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,49,0.0132,1
Acacia baileyana,Historic,11/24/1984,34 33 30 S,147 44 00 E,-34.5583,147.7333,site_at_34.5583_S_and_147.7333_E,50,0.0193,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,1,0.033,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,2,0.0199,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,3,0.0259,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,4,0.0222,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,5,0.0244,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,6,0.024,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,7,0.0235,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,8,0.0251,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,9,0.0206,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,10,0.0259,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,11,0.0214,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,12,0.0254,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,13,0.0079,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,14,0.0204,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,15,0.0238,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,16,0.0231,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,17,0.0284,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,18,0.022,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,19,0.0195,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,20,0.0235,1
Acacia baileyana,Modern,11/24/2017,34 33 22 S,147 43 49 E,-34.5561,147.7303,site_at_34.5561_S_and_147.7303_E,21,0.028,1
