Species,Modern/Historic,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Replicate,Mass (g),Number of seeds weighed per replicate
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,4,0.0117,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,5,0.0094,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,6,0.0192,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,7,0.0169,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,8,0.0228,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,9,0.0109,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,10,0.0094,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,11,0.0142,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,12,0.0207,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,13,0.0221,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,14,0.0131,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,15,0.0219,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,16,0.0195,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,17,0.0168,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,18,0.0176,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,19,0.015,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,20,0.0116,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,21,0.022,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,22,0.0098,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,23,0.0136,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,24,0.0133,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,25,0.0161,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,26,0.025,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,27,0.0244,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,28,0.0225,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,29,0.0126,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,30,0.0124,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,31,0.0098,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,32,0.0114,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,33,0.013,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,34,0.0069,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,35,0.0214,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,36,0.0141,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,37,0.0067,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,38,0.0121,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,39,0.012,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,40,0.0128,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,41,0.0174,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,42,0.0153,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,43,0.0125,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,44,0.0078,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,45,0.024,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,46,0.0136,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,47,0.0114,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,48,0.014,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,49,0.0113,1
Acacia dealbata,Modern,1/26/2018,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,50,0.0126,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,1,0.0212,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,2,0.0295,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,3,0.0269,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,4,0.0228,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,5,0.0173,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,6,0.0225,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,7,0.0204,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,8,0.0231,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,9,0.0186,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,10,0.0228,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,11,0.0282,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,12,0.0256,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,13,0.0213,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,14,0.0214,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,15,0.0305,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,16,0.013,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,17,0.0271,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,18,0.0225,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,19,0.0282,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,20,0.0221,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,21,0.0251,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,22,0.0251,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,23,0.0195,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,24,0.0226,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,25,0.0152,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,26,0.0246,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,27,0.0221,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,28,0.0216,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,29,0.0139,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,30,0.0266,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,31,0.0238,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,32,0.0288,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,33,0.0311,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,34,0.0246,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,35,0.0266,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,36,0.0203,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,37,0.0254,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,38,0.0277,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,39,0.0261,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,40,0.023,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,41,0.0238,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,42,0.0186,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,43,0.0252,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,44,0.0176,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,45,0.0316,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,46,0.0151,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,47,0.0225,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,48,0.0201,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,49,0.019,1
Acacia deanei,Historic,6/27/1984,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,50,0.0252,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,1,0.0272,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,2,0.0165,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,3,0.0182,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,4,0.0374,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,5,0.0302,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,6,0.0464,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,7,0.0153,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,8,0.0298,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,9,0.0305,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,10,0.0348,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,11,0.0187,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,12,0.0363,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,13,0.0333,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,14,0.0207,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,15,0.0249,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,16,0.0506,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,17,0.0372,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,18,0.0404,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,19,0.03,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,20,0.0094,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,21,0.0236,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,22,0.0181,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,23,0.0168,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,24,0.0375,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,25,0.0385,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,26,0.0331,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,27,0.0388,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,28,0.0302,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,29,0.0428,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,30,0.0333,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,31,0.0324,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,32,0.0251,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,33,0.0231,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,34,0.0318,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,35,0.0533,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,36,0.0377,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,37,0.0222,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,38,0.0153,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,39,0.0484,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,40,0.0396,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,41,0.0309,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,42,0.0368,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,43,0.0207,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,44,0.0306,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,45,0.0414,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,46,0.0399,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,47,0.0242,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,48,0.0287,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,49,0.025,1
Acacia deanei,Modern,11/23/2017,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,50,0.0322,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,1,0.0059,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,2,0.0083,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,3,0.0081,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,4,0.009,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,5,0.0098,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,6,0.0108,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,7,0.0099,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,8,0.0125,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,9,0.0098,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,10,0.0079,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,11,0.0079,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,12,0.0096,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,13,0.0095,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,14,0.0103,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,15,0.0065,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,16,0.0115,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,17,0.0104,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,18,0.0061,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,19,0.0083,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,20,0.0101,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,21,0.0105,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,22,0.0076,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,23,0.009,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,24,0.0086,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,25,0.0078,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,26,0.0067,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,27,0.0085,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,28,0.0077,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,29,0.0117,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,30,0.0092,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,31,0.0082,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,32,0.0099,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,33,0.0075,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,34,0.0089,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,35,0.0076,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,36,0.0077,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,37,0.0095,1
Acacia georgensis,Historic,12/14/1984,36 39 00 S,149 54 00 E,-36.65,149.9,site_at_36.6500_S_and_149.9000_E,38,0.0071,1
