Species,Modern/Historic,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Plant label number,Volume of Stem (mL),Mass of dried stem (g),Stem Density (g/mL)
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,4,0.6135,0.0943,0.153708231
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,3,0.961,0.2051,0.213423517
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,13,0.6769,0.0966,0.142709411
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,9,0.4963,0.0737,0.148498892
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,5,0.6789,0.1576,0.232140227
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,8,1.159,0.2504,0.216048318
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,27,0.2932,0.0693,0.236357435
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,17,0.3781,0.0474,0.12536366
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,7,0.8394,0.1753,0.208839647
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,10,1.0512,0.242,0.23021309
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,1,0.6103,0.1019,0.166967065
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,23,1.0502,0.2543,0.242144353
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,1,0.5708,0.1131,0.198142957
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,25,1.5524,0.2994,0.192862664
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,36,0.5041,0.067,0.132910137
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,7,1.1367,0.287,0.252485264
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,12,1.4277,0.3405,0.238495482
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,18,0.6658,0.106,0.159206969
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,26,0.586,0.1572,0.268259386
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,16,0.6697,0.1114,0.166343139
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,24,0.3778,0.0709,0.187665431
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,35,0.8452,0.1535,0.181613819
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,6,1.443,0.3608,0.25003465
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,30,0.7284,0.1256,0.172432729
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,17,0.5646,0.0892,0.157987956
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,10,1.1557,0.2644,0.228779095
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,14,1.5406,0.3878,0.251720109
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,27,0.5059,0.0797,0.157541016
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,33,0.5424,0.0921,0.169800885
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,3,1.0398,0.3277,0.315156761
Melaleuca quinquenervia,Modern,10/17/2017,31 33 00 S,152 50 60 E,-31.55,152.85,site_at_31.5500_S_and_152.8500_E,4,0.8917,0.1865,0.20915106
Senecio garlandii,Historic,11/26/1984,35 16 30 S,147 04 30 E,-35.275,147.075,site_at_35.2750_S_and_147.0750_E,10,1.5458,0.3728,0.241169621
Senecio garlandii,Historic,11/26/1984,35 16 30 S,147 04 30 E,-35.275,147.075,site_at_35.2750_S_and_147.0750_E,5,1.0218,0.2282,0.223331376
Senecio garlandii,Historic,11/26/1984,35 16 30 S,147 04 30 E,-35.275,147.075,site_at_35.2750_S_and_147.0750_E,4,1.0711,0.2004,0.187097377
Senecio garlandii,Historic,11/26/1984,35 16 30 S,147 04 30 E,-35.275,147.075,site_at_35.2750_S_and_147.0750_E,8,0.7602,0.1347,0.177190213
Senecio garlandii,Historic,11/26/1984,35 16 30 S,147 04 30 E,-35.275,147.075,site_at_35.2750_S_and_147.0750_E,9,0.6294,0.0992,0.157610423
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,6,1.5754,0.2592,0.164529643
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,10,1.4643,0.3033,0.207129687
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,33,1.4269,0.3935,0.275772654
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,11,1.1405,0.2847,0.249627356
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,19,1.9798,0.4101,0.207142136
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,16,1.3562,0.3264,0.240672467
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,17,0.9469,0.2259,0.238567959
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,21,1.4112,0.3193,0.226261338
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,2,1.6064,0.3781,0.235371016
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,26,2.0762,0.4554,0.219343031
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,22,1.7072,0.3647,0.213624649
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,24,1.7244,0.3373,0.195604268
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,15,2.2869,0.501,0.219073855
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,25,1.6405,0.4502,0.274428528
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,8,1.6482,0.3399,0.206224973
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,30,1.5215,0.3169,0.208281301
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,3,1.1656,0.2645,0.226921757
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,7,1.2613,0.2823,0.223816697
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,5,1.3318,0.217,0.162937378
Senecio garlandii,Modern,11/22/2017,35 16 28 S,147 04 34 E,-35.2744,147.0761,site_at_35.2744_S_and_147.0761_E,23,1.6738,0.3816,0.227984228
Vittadinia cuneata,Historic,12/18/1986,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,6,0.4972,0.2199,0.44227675
Vittadinia cuneata,Historic,12/18/1986,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,13,0.5018,0.2041,0.406735751
Vittadinia cuneata,Historic,12/18/1986,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,12,0.5938,0.2875,0.484169754
Vittadinia cuneata,Historic,12/18/1986,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,2,0.7073,0.2959,0.418351477
Vittadinia cuneata,Historic,12/18/1986,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,1,0.6138,0.2283,0.371945259
Vittadinia cuneata,Historic,12/18/1986,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,14,0.44,0.2155,0.489772727
Vittadinia cuneata,Historic,12/18/1986,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,7,0.4854,0.1977,0.407292954
Vittadinia cuneata,Historic,12/18/1986,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,9,0.8717,0.3223,0.369737295
Vittadinia cuneata,Modern,12/12/2017,35 22 24 S,149 12 47 E,-35.3733,149.2131,site_at_35.3733_S_and_149.2131_E,3,0.7658,0.3422,0.446852964
Vittadinia cuneata,Modern,12/12/2017,35 22 24 S,149 12 47 E,-35.3733,149.2131,site_at_35.3733_S_and_149.2131_E,7,0.4332,0.1496,0.345337027
Vittadinia cuneata,Modern,12/12/2017,35 22 24 S,149 12 47 E,-35.3733,149.2131,site_at_35.3733_S_and_149.2131_E,9,0.7199,0.2417,0.335741075
Vittadinia cuneata,Modern,12/12/2017,35 22 24 S,149 12 47 E,-35.3733,149.2131,site_at_35.3733_S_and_149.2131_E,2,0.9741,0.3411,0.350169387
Vittadinia cuneata,Modern,12/12/2017,35 22 24 S,149 12 47 E,-35.3733,149.2131,site_at_35.3733_S_and_149.2131_E,1,0.7176,0.2719,0.378901895
Vittadinia cuneata,Modern,12/12/2017,35 22 24 S,149 12 47 E,-35.3733,149.2131,site_at_35.3733_S_and_149.2131_E,13,0.4638,0.1695,0.36545925
Vittadinia cuneata,Modern,12/12/2017,35 22 24 S,149 12 47 E,-35.3733,149.2131,site_at_35.3733_S_and_149.2131_E,8,0.3475,0.2285,0.657553957
Vittadinia cuneata,Modern,12/12/2017,35 22 24 S,149 12 47 E,-35.3733,149.2131,site_at_35.3733_S_and_149.2131_E,14,0.3603,0.1493,0.414376908
Vittadinia cuneata,Modern,12/12/2017,35 22 24 S,149 12 47 E,-35.3733,149.2131,site_at_35.3733_S_and_149.2131_E,10,0.6756,0.2234,0.330669035
Vittadinia cuneata,Modern,12/12/2017,35 22 24 S,149 12 47 E,-35.3733,149.2131,site_at_35.3733_S_and_149.2131_E,12,0.4435,0.2042,0.46042841
Vittadinia cuneata,Modern,12/12/2017,35 22 24 S,149 12 47 E,-35.3733,149.2131,site_at_35.3733_S_and_149.2131_E,6,0.6973,0.2302,0.330130503
Vittadinia cuneata,Modern,12/12/2017,35 22 24 S,149 12 47 E,-35.3733,149.2131,site_at_35.3733_S_and_149.2131_E,11,0.4476,0.2321,0.518543342
