F3ID,UniqueID,FullID,F3_line,Growth_temp,Parent_temp,Cross_type,F2_mum,Row,Column,Block,Date_first_flower,Dry_biomass_g,Total_repro_stems,Chlorophyll_content,LMA_mg_cm2,Post_hail,phiPSII,fvfm_hot,Tcrit-hot,Tcrit-cold,Total_repro_stems_2,N_all_capsules,Sum_capsule_mass,N_capsules_weighed,Mass_per_capsule,Potential_repro_mass
F3.449.4,2028,2028_F3.449.4,F3.449,Warm,Hot,Outcrossed,F2.236.1,3,8,4,20191223,5.35,13,43.57,1.008,NA,NA,NA,NA,NA,,,,,,
F3.509.1,2033,2033_F3.509.1,F3.509,Warm,Hot,Outcrossed,F2.204.1,2,9,1,20191218,17.09,29,43.53,0.923,0,0.35,0.77,46.38,-12.44,,,,,,
F3.509.2,2034,2034_F3.509.2,F3.509,Warm,Hot,Outcrossed,F2.204.1,5,4,2,20191216,9.66,37,36.03,0.82,0,0.29,0.76,45.27,-12.95,,,,,,
F3.509.3,2035,2035_F3.509.3,F3.509,Warm,Hot,Outcrossed,F2.204.1,3,15,3,20191213,17.42,37,47.83,1.495,1,0.16,0.69,42.66,-10.79,,,,,,
F3.509.4,2036,2036_F3.509.4,F3.509,Warm,Hot,Outcrossed,F2.204.1,5,21,4,20191225,8.07,45,33.1,1.235,NA,NA,NA,NA,NA,,,,,,
F3.511.1,2041,2041_F3.511.1,F3.511,Warm,Hot,Outcrossed,F2.231.1,2,23,1,20191227,7.87,16,55.93,1.512,0,0.26,0.74,45.31,-12.99,,,,,,
F3.511.2,2042,2042_F3.511.2,F3.511,Warm,Hot,Outcrossed,F2.231.1,1,7,2,20191218,4.44,7,43.4,1.061,0,0.34,0.78,45.62,-10.08,,,,,,
F3.511.3,2043,2043_F3.511.3,F3.511,Warm,Hot,Outcrossed,F2.231.1,5,28,3,20191211,12.85,58,35.5,1.101,1,0.26,0.72,NA,-12.31,,,,,,
F3.511.4,2044,2044_F3.511.4,F3.511,Warm,Hot,Outcrossed,F2.231.1,3,29,4,20191218,10.31,47,40.13,1.457,NA,NA,NA,NA,NA,,,,,,
F3.513.1,2049,2049_F3.513.1,F3.513,Warm,Hot,Outcrossed,F2.243.1,1,13,1,20191216,12.56,32,29.4,0.711,0,0.35,0.78,45.44,-12.1,,,,,,
F3.513.2,2050,2050_F3.513.2,F3.513,Warm,Hot,Outcrossed,F2.243.1,2,18,2,20191216,7.31,28,44.83,0.995,0,0.29,0.77,42.38,-10.98,,,,,,
F3.513.3,2051,2051_F3.513.3,F3.513,Warm,Hot,Outcrossed,F2.243.1,5,10,3,20191211,9.62,53,40.23,0.894,1,0.33,0.73,46.07,-14.29,,,,,,
F3.513.4,2052,2052_F3.513.4,F3.513,Warm,Hot,Outcrossed,F2.243.1,2,8,4,20191213,11.75,72,40.3,1.046,NA,NA,NA,NA,NA,,,,,,
F3.341.1,2057,2057_F3.341.1,F3.341,Warm,Hot,Selfed,F2.241.1,2,21,1,20191211,12.37,55,39.1,1.78,0,0.2,0.64,41.16,-13.2,,,,,,
F3.341.2,2058,2058_F3.341.2,F3.341,Warm,Hot,Selfed,F2.241.1,4,1,2,20191209,13.46,59,48.77,1.955,0,0.27,0.74,44.28,-14.74,,,,,,
F3.341.3,2059,2059_F3.341.3,F3.341,Warm,Hot,Selfed,F2.241.1,2,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.341.4,2060,2060_F3.341.4,F3.341,Warm,Hot,Selfed,F2.241.1,5,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.343.1,2065,2065_F3.343.1,F3.343,Warm,Hot,Selfed,F2.211.1,5,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.343.2,2066,2066_F3.343.2,F3.343,Warm,Hot,Selfed,F2.211.1,3,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.343.3,2067,2067_F3.343.3,F3.343,Warm,Hot,Selfed,F2.211.1,3,17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.343.4,2068,2068_F3.343.4,F3.343,Warm,Hot,Selfed,F2.211.1,5,25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.451.1,2073,2073_F3.451.1,F3.451,Warm,Hot,Outcrossed,F2.211.1,4,4,1,20191213,15.13,43,31.07,0.983,0,0.45,0.78,46.94,-7.05,,,,,,
F3.451.2,2074,2074_F3.451.2,F3.451,Warm,Hot,Outcrossed,F2.211.1,4,15,2,20191227,8.66,14,33.97,0.913,0,0.43,0.78,43.93,-15.48,,,,,,
F3.451.3,2075,2075_F3.451.3,F3.451,Warm,Hot,Outcrossed,F2.211.1,3,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.451.4,2076,2076_F3.451.4,F3.451,Warm,Hot,Outcrossed,F2.211.1,5,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.515.1,2081,2081_F3.515.1,F3.515,Warm,Hot,Outcrossed,F2.263.2,1,1,1,20191218,14.07,48,51.97,1.761,0,0.36,0.74,45.58,-17.26,,,,,,
F3.515.2,2082,2082_F3.515.2,F3.515,Warm,Hot,Outcrossed,F2.263.2,3,5,2,20191209,6.13,8,45.63,1.217,0,0.22,0.73,44.32,-11.05,,,,,,
F3.515.3,2083,2083_F3.515.3,F3.515,Warm,Hot,Outcrossed,F2.263.2,3,16,3,20191216,8.68,41,32.03,1.239,1,0.27,0.66,38.86,-13.96,,,,,,
F3.515.4,2084,2084_F3.515.4,F3.515,Warm,Hot,Outcrossed,F2.263.2,3,26,4,20191211,12.83,68,43.17,1.36,NA,NA,NA,NA,NA,,,,,,
F3.517.1,2089,2089_F3.517.1,F3.517,Warm,Hot,Outcrossed,F2.215.4,2,25,1,20191213,18.4,95,32.6,0.946,0,0.21,0.75,44.66,-13.71,,,,,,
F3.517.2,2090,2090_F3.517.2,F3.517,Warm,Hot,Outcrossed,F2.215.4,5,3,2,20191213,10.03,25,36.47,0.929,0,0.19,0.73,44.05,-13.09,,,,,,
F3.517.3,2091,2091_F3.517.3,F3.517,Warm,Hot,Outcrossed,F2.215.4,2,15,3,20191225,9.66,4,33.27,1.428,1,0.27,0.7,NA,-15.64,,,,,,
F3.517.4,2092,2092_F3.517.4,F3.517,Warm,Hot,Outcrossed,F2.215.4,3,14,4,20191220,11.85,23,31.27,0.626,NA,NA,NA,NA,NA,,,,,,
F3.519.1,2097,2097_F3.519.1,F3.519,Warm,Hot,Outcrossed,F2.246.1,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.519.2,2098,2098_F3.519.2,F3.519,Warm,Hot,Outcrossed,F2.246.1,3,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.519.3,2099,2099_F3.519.3,F3.519,Warm,Hot,Outcrossed,F2.246.1,5,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.519.4,2100,2100_F3.519.4,F3.519,Warm,Hot,Outcrossed,F2.246.1,4,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.345.1,2105,2105_F3.345.1,F3.345,Warm,Hot,Selfed,F2.248.1,5,12,1,20191216,12.49,49,37.37,1.011,0,0.31,0.75,45.03,-9.64,,,,,,
F3.345.2,2106,2106_F3.345.2,F3.345,Warm,Hot,Selfed,F2.248.1,1,18,2,20191220,2.88,6,35.2,0.57,0,0.38,0.77,46.85,-13.91,,,,,,
F3.345.3,2107,2107_F3.345.3,F3.345,Warm,Hot,Selfed,F2.248.1,4,25,3,20191211,15.15,51,37.93,0.782,1,0.51,0.77,46.61,-12.87,,,,,,
F3.345.4,2108,2108_F3.345.4,F3.345,Warm,Hot,Selfed,F2.248.1,1,5,4,20191209,5.42,47,30.8,1.526,NA,NA,NA,NA,NA,,,,,,
F3.347.1,2113,2113_F3.347.1,F3.347,Warm,Hot,Selfed,F2.263.2,1,9,1,20191204,14.87,63,44.63,0.878,0,0.18,0.75,46.06,-15.23,,,,,,
F3.347.2,2114,2114_F3.347.2,F3.347,Warm,Hot,Selfed,F2.263.2,2,11,2,20191216,NA,12,NA,NA,0,0.25,0.71,40.71,-16.58,,,,,,
F3.347.3,2115,2115_F3.347.3,F3.347,Warm,Hot,Selfed,F2.263.2,2,8,3,20191216,12.51,34,36.57,1.034,1,0.32,0.71,39.76,-14.4,,,,,,
F3.347.4,2116,2116_F3.347.4,F3.347,Warm,Hot,Selfed,F2.263.2,5,4,4,20191216,7.81,55,41.9,1.462,NA,NA,NA,NA,NA,,,,,,
F3.453.1,2121,2121_F3.453.1,F3.453,Warm,Hot,Outcrossed,F2.263.2,5,11,1,20191211,15.96,47,38.07,0.985,0,0.42,0.78,43.07,-12.63,,,,,,
F3.453.2,2122,2122_F3.453.2,F3.453,Warm,Hot,Outcrossed,F2.263.2,3,27,2,20191213,8.33,49,39.87,0.965,0,0.29,0.76,46.2,-14.1,,,,,,
F3.453.3,2123,2123_F3.453.3,F3.453,Warm,Hot,Outcrossed,F2.263.2,3,27,3,20191225,7.56,13,36.83,0.982,1,0.33,0.73,44.88,-12.98,,,,,,
F3.453.4,2124,2124_F3.453.4,F3.453,Warm,Hot,Outcrossed,F2.263.2,4,8,4,20191209,10.65,76,29.67,0.709,NA,NA,NA,NA,NA,,,,,,
F3.521.1,2129,2129_F3.521.1,F3.521,Warm,Hot,Outcrossed,F2.262.2,3,10,1,20191216,7.12,8,33.07,1.116,0,0.11,0.72,46.99,-5.86,,,,,,
F3.521.2,2130,2130_F3.521.2,F3.521,Warm,Hot,Outcrossed,F2.262.2,4,22,2,20191211,8.45,43,36.17,1.162,0,0.33,0.76,43.34,-14.96,,,,,,
F3.521.3,2131,2131_F3.521.3,F3.521,Warm,Hot,Outcrossed,F2.262.2,2,7,3,20191213,5.49,20,28.3,1.686,1,0.14,0.7,NA,-14.42,,,,,,
F3.521.4,2132,2132_F3.521.4,F3.521,Warm,Hot,Outcrossed,F2.262.2,3,20,4,20191216,7.59,46,37.87,1.013,NA,NA,NA,NA,NA,,,,,,
F3.523.1,2137,2137_F3.523.1,F3.523,Warm,Hot,Outcrossed,F2.234.1,1,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.523.2,2138,2138_F3.523.2,F3.523,Warm,Hot,Outcrossed,F2.234.1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.523.3,2139,2139_F3.523.3,F3.523,Warm,Hot,Outcrossed,F2.234.1,1,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.523.4,2140,2140_F3.523.4,F3.523,Warm,Hot,Outcrossed,F2.234.1,2,23,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.525.1,2145,2145_F3.525.1,F3.525,Warm,Hot,Outcrossed,F2.238.1,4,19,1,20191216,13.03,35,30.23,1.144,0,0.11,0.72,47.37,-12.7,,,,,,
F3.525.2,2146,2146_F3.525.2,F3.525,Warm,Hot,Outcrossed,F2.238.1,1,1,2,20191206,5.22,31,43.27,1.055,0,0.4,0.78,46.26,-16.34,,,,,,
F3.525.3,2147,2147_F3.525.3,F3.525,Warm,Hot,Outcrossed,F2.238.1,5,19,3,20191213,12.92,38,34.73,1.276,1,0.19,0.7,43.52,-9.61,,,,,,
F3.525.4,2148,2148_F3.525.4,F3.525,Warm,Hot,Outcrossed,F2.238.1,1,28,4,20191211,11.53,27,26.5,1.178,NA,NA,NA,NA,NA,,,,,,
,,,,Cool,Cold,Cross,,,,,,,43,,,,,,,,8,0.071,8,0.0088,0.3784,
,,,,Cool,Cold,Cross,,,,,,,19,,,,,,,,9,0.036,7,0.0052,0.0988,
,,,,Cool,Cold,Cross,,,,,,,59,,,,,,,,42,0.209,18,0.0116,0.6844,
,,,,Cool,Cold,Cross,,,,,,,21,,,,,,,,2,0.009,1,0.0091,0.1911,
,,,,Cool,Cold,Cross,,,,,,,69,,,,,,,,41,0.378,31,0.0122,0.8418,
,,,,Cool,Cold,Cross,,,,,,,42,,,,,,,,15,0.11,14,0.0078,0.3276,
,,,,Cool,Cold,Cross,,,,,,,61,,,,,,,,35,0.272,27,0.0101,0.6161,
,,,,Cool,Cold,Cross,,,,,,,29,,,,,,,,13,0.06,10,0.006,0.174,
,,,,Cool,Cold,Cross,,,,,,,53,,,,,,,,22,0.156,19,0.0082,0.4346,
,,,,Cool,Cold,Self,,,,,,,36,,,,,,,,13,0.022,5,0.0044,0.1584,
,,,,Cool,Cold,Self,,,,,,,66,,,,,,,,36,0.17,23,0.0074,0.4884,
,,,,Cool,Cold,Self,,,,,,,45,,,,,,,,29,0.173,25,0.0069,0.3105,
,,,,Cool,Cold,Self,,,,,,,42,,,,,,,,27,0.148,24,0.0062,0.2604,
,,,,Cool,Hot,Cross,,,,,,,84,,,,,,,,55,0.268,43,0.0062,0.5208,
,,,,Cool,Hot,Cross,,,,,,,51,,,,,,,,22,0.256,20,0.0128,0.6528,
,,,,Cool,Hot,Cross,,,,,,,53,,,,,,,,12,0.124,10,0.0124,0.6572,
,,,,Cool,Hot,Cross,,,,,,,34,,,,,,,,6,0.04,5,0.0079,0.2686,
,,,,Cool,Hot,Cross,,,,,,,36,,,,,,,,24,0.087,9,0.0096,0.3456,
,,,,Cool,Hot,Cross,,,,,,,26,,,,,,,,15,0.105,11,0.0096,0.2496,
,,,,Cool,Hot,Self,,,,,,,64,,,,,,,,40,0.184,23,0.008,0.512,
,,,,Warm,Cold,Cross,,,,,,,32,,,,,,,,16,0.012,2,0.0061,0.1952,
,,,,Warm,Cold,Cross,,,,,,,83,,,,,,,,73,0.496,45,0.011,0.913,
,,,,Warm,Cold,Cross,,,,,,,42,,,,,,,,28,0.232,28,0.0083,0.3486,
,,,,Warm,Cold,Cross,,,,,,,38,,,,,,,,20,0.07,11,0.0063,0.2394,
,,,,Warm,Cold,Cross,,,,,,,104,,,,,,,,52,0.291,42,0.0069,0.7176,
,,,,Warm,Cold,Cross,,,,,,,19,,,,,,,,2,0.011,2,0.0057,0.1083,
,,,,Warm,Cold,Cross,,,,,,,44,,,,,,,,18,0.113,18,0.0063,0.2772,
,,,,Warm,Cold,Cross,,,,,,,11,,,,,,,,4,0.006,1,0.0061,0.0671,
,,,,Warm,Cold,Cross,,,,,,,41,,,,,,,,22,0.087,19,0.0046,0.1871,
,,,,Warm,Cold,Cross,,,,,,,64,,,,,,,,52,0.101,16,0.0063,0.4056,
,,,,Warm,Cold,Cross,,,,,,,10,,,,,,,,4,0.03,4,0.0076,0.0758,
,,,,Warm,Cold,Cross,,,,,,,40,,,,,,,,30,0.156,26,0.006,0.2402,
,,,,Warm,Cold,Cross,,,,,,,38,,,,,,,,13,0.06,9,0.0067,0.2542,
,,,,Warm,Cold,Self,,,,,,,8,,,,,,,,1,0.006,1,0.0058,0.0464,
,,,,Warm,Cold,Self,,,,,,,29,,,,,,,,4,0.031,4,0.0077,0.2233,
,,,,Warm,Cold,Self,,,,,,,19,,,,,,,,9,0.041,6,0.0068,0.1292,
,,,,Warm,Cold,Self,,,,,,,16,,,,,,,,8,0.052,8,0.0065,0.1044,
,,,,Warm,Cold,Self,,,,,,,41,,,,,,,,13,0.063,13,0.0049,0.1996,
,,,,Warm,Cold,Self,,,,,,,13,,,,,,,,3,0.006,1,0.0057,0.0741,
,,,,Warm,Cold,Self,,,,,,,4,,,,,,,,2,0.01,2,0.0048,0.019,
,,,,Warm,Cold,Self,,,,,,,55,,,,,,,,27,0.165,27,0.0061,0.3365,
,,,,Warm,Hot,Cross,,,,,,,88,,,,,,,,32,0.18,26,0.0069,0.6072,
,,,,Warm,Hot,Cross,,,,,,,83,,,,,,,,35,0.23,35,0.0066,0.5478,
,,,,Warm,Hot,Cross,,,,,,,45,,,,,,,,12,0.105,13,0.0081,0.3645,
,,,,Warm,Hot,Cross,,,,,,,65,,,,,,,,29,0.183,27,0.0068,0.442,
,,,,Warm,Hot,Cross,,,,,,,96,,,,,,,,46,0.257,43,0.006,0.576,
,,,,Warm,Hot,Cross,,,,,,,28,,,,,,,,4,0.017,3,0.0057,0.1596,
,,,,Warm,Hot,Cross,,,,,,,29,,,,,,,,12,0.05,8,0.0063,0.1827,
,,,,Warm,Hot,Cross,,,,,,,19,,,,,,,,4,0.024,4,0.006,0.114,
,,,,Warm,Hot,Cross,,,,,,,39,,,,,,,,23,0.168,20,0.0084,0.3276,
,,,,Warm,Hot,Cross,,,,,,,47,,,,,,,,9,0.051,8,0.0063,0.2973,
,,,,Warm,Hot,Cross,,,,,,,60,,,,,,,,8,0.039,7,0.0056,0.3377,
,,,,Warm,Hot,Cross,,,,,,,23,,,,,,,,15,0.092,14,0.0066,0.1515,
,,,,Warm,Hot,Cross,,,,,,,26,,,,,,,,11,0.064,11,0.0058,0.1515,
,,,,Warm,Hot,Cross,,,,,,,37,,,,,,,,15,0.081,11,0.0074,0.2738,
,,,,Warm,Hot,Cross,,,,,,,49,,,,,,,,23,0.166,23,0.0072,0.3534,
,,,,Warm,Hot,Self,,,,,,,60,,,,,,,,15,0.051,12,0.0042,0.252,
,,,,Warm,Hot,Cross,,,,,,,47,,,,,,,,15,0.059,12,0.0049,0.2315,
,,,,Warm,Hot,Cross,,,,,,,46,,,,,,,,13,0.085,11,0.0077,0.3563,
,,,,Warm,Cold,Cross,,,,,,,41,,,,,,,,28,0.23,22,0.0105,0.4288,
,,,,Warm,Hot,Cross,,,,,,,40,,,,,,,,11,0.067,11,0.0061,0.2422,
,,,,Warm,Hot,Self,,,,,,,42,,,,,,,,33,0.175,28,0.0063,0.2631,
,,,,Warm,Cold,Self,,,,,,,66,,,,,,,,13,0.048,6,0.0081,0.5313,
,,,,Warm,Cold,Self,,,,,,,25,,,,,,,,18,0.031,7,0.0044,0.11,
,,,,Warm,Cold,Self,,,,,,,45,,,,,,,,15,0.061,14,0.0044,0.1974,
,,,,Warm,Cold,Self,,,,,,,16,,,,,,,,3,0.01,3,0.0032,0.0517,
,,,,Warm,Hot,Cross,,,,,,,26,,,,,,,,20,0.082,16,0.0051,0.1329,
,,,,Warm,Hot,Cross,,,,,,,58,,,,,,,,14,0.06,11,0.0055,0.3185,
,,,,Warm,Cold,Cross,,,,,,,54,,,,,,,,34,0.082,17,0.0048,0.2602,
,,,,Warm,Cold,Cross,,,,,,,38,,,,,,,,4,0.014,3,0.0045,0.1723,
,,,,Cool,Hot,Cross,,,,,,,18,,,,,,,,3,0.017,2,0.0084,0.1503,
,,,,Cool,Cold,Cross,,,,,,,54,,,,,,,,33,0.247,30,0.0082,0.4448,
,,,,Cool,Cold,Cross,,,,,,,52,,,,,,,,23,0.377,22,0.0171,0.8916,
,,,,Cool,Hot,Self,,,,,,,19,,,,,,,,10,0.01,1,0.0103,0.1957,
,,,,Cool,Cold,Cross,,,,,,,34,,,,,,,,11,0.067,8,0.0084,0.2839,
,,,,Cool,Cold,Self,,,,,,,35,,,,,,,,9,0.029,4,0.0073,0.2538,
,,,,Cool,Hot,Self,,,,,,,62,,,,,,,,27,0.143,16,0.0089,0.5534,
,,,,Cool,Hot,Cross,,,,,,,15,,,,,,,,4,0.004,1,0.0035,0.0525,
,,,,Cool,Cold,Cross,,,,,,,19,,,,,,,,8,0.035,4,0.0086,0.1639,
,,,,Cool,Hot,Cross,,,,,,,71,,,,,,,,19,0.05,5,0.0101,0.7157,
,,,,Cool,Cold,Cross,,,,,,,38,,,,,,,,26,0.154,12,0.0129,0.4886,
,,,,Cool,Cold,Cross,,,,,,,61,,,,,,,,18,0.072,14,0.0052,0.3142,
,,,,Cool,Cold,Self,,,,,,,31,,,,,,,,10,0.056,10,0.0056,0.1721,
,,,,Cool,Cold,Cross,,,,,,,158,,,,,,,,56,0.488,52,0.0094,1.484,
,,,,Cool,Cold,Cross,,,,,,,76,,,,,,,,48,0.113,15,0.0075,0.5705,
,,,,Cool,Hot,Cross,,,,,,,39,,,,,,,,6,0.026,4,0.0066,0.2555,
,,,,Cool,Cold,Cross,,,,,,,36,,,,,,,,9,0.036,5,0.0072,0.2592,
,,,,Cool,Hot,Self,,,,,,,33,,,,,,,,15,0.057,7,0.0082,0.2701,
,,,,Cool,Cold,Cross,,,,,,,29,,,,,,,,11,0.032,5,0.0063,0.1839,
,,,,Cool,Cold,Cross,,,,,,,25,,,,,,,,10,0.059,8,0.0074,0.1841,
,,,,Cool,Hot,Self,,,,,,,59,,,,,,,,32,0.293,28,0.0105,0.618,
,,,,Cool,Hot,Cross,,,,,,,51,,,,,,,,27,0.206,20,0.0103,0.5261,
,,,,Cool,Hot,Cross,,,,,,,33,,,,,,,,14,0.088,9,0.0097,0.3216,
,,,,Cool,Hot,Self,,,,,,,8,,,,,,,,4,0.016,2,0.0082,0.0652,
,,,,Cool,Cold,Cross,,,,,,,43,,,,,,,,17,0.054,7,0.0077,0.3323,
,,,,Cool,Cold,Cross,,,,,,,98,,,,,,,,15,0.064,11,0.0058,0.5693,
,,,,Cool,Hot,Cross,,,,,,,58,,,,,,,,22,0.109,12,0.0091,0.5278,
,,,,Cool,Hot,Cross,,,,,,,34,,,,,,,,20,0.093,12,0.0077,0.2632,
,,,,Cool,Hot,Cross,,,,,,,16,,,,,,,,9,0.008,1,0.0078,0.1248,
,,,,Cool,Hot,Self,,,,,,,36,,,,,,,,7,0.053,6,0.0088,0.3156,
