leaf_id,tree_id,unique_id,site_location_name,collection_date,genus,species,dry_area,dry_mass,SLA,fresh_area,fresh_SLA,shrinkage,longitude,latitude
Ecos1.2,Ecos1,SAA008542,SAAKAN0009,27/10/18,Eucalyptus,cosmophylla,1322.479,461.6,2.864989168,NA,NA,NA,137.324832,-35.943027
Ecos1.3,Ecos1,SAA008542,SAAKAN0009,27/10/18,Eucalyptus,cosmophylla,1263.739,459.4,2.750846757,NA,NA,NA,137.324832,-35.943027
Ecos1.4,Ecos1,SAA008542,SAAKAN0009,27/10/18,Eucalyptus,cosmophylla,998.212,374.8,2.663319104,NA,NA,NA,137.324832,-35.943027
Ecos1.5,Ecos1,SAA008542,SAAKAN0009,27/10/18,Eucalyptus,cosmophylla,1371.66,499.8,2.744417767,NA,NA,NA,137.324832,-35.943027
Ecos2.1,Ecos2,SAT000209,SATKAN0002,22/8/12,Eucalyptus,cosmophylla,1899.62,565.7,3.357998939,NA,NA,NA,138.690175,-35.27211111
Ecos2.2,Ecos2,SAT000209,SATKAN0002,22/8/12,Eucalyptus,cosmophylla,2242.91,714.1,3.140890632,NA,NA,NA,138.690175,-35.27211111
Ecos2.3,Ecos2,SAT000209,SATKAN0002,22/8/12,Eucalyptus,cosmophylla,1933.509,603.6,3.203295229,NA,NA,NA,138.690175,-35.27211111
Ecos2.4,Ecos2,SAT000209,SATKAN0002,22/8/12,Eucalyptus,cosmophylla,1232.179,377.4,3.264915209,NA,NA,NA,138.690175,-35.27211111
Ecos2.5,Ecos2,SAT000209,SATKAN0002,22/8/12,Eucalyptus,cosmophylla,1537.819,452.8,3.396243375,NA,NA,NA,138.690175,-35.27211111
Ecos3.1,Ecos3,SAA008170,SAAKAN0006,24/10/18,Eucalyptus,cosmophylla,1877.361,657.9,2.853565891,NA,NA,NA,136.8960835,-35.90062129
Ecos3.2,Ecos3,SAA008170,SAAKAN0006,24/10/18,Eucalyptus,cosmophylla,2158.952,829.1,2.60397057,NA,NA,NA,136.8960835,-35.90062129
Ecos3.3,Ecos3,SAA008170,SAAKAN0006,24/10/18,Eucalyptus,cosmophylla,2952.268,997,2.961151454,NA,NA,NA,136.8960835,-35.90062129
Ecos3.4,Ecos3,SAA008170,SAAKAN0006,24/10/18,Eucalyptus,cosmophylla,4092.257,1553.7,2.633878484,NA,NA,NA,136.8960835,-35.90062129
Ecos3.5,Ecos3,SAA008170,SAAKAN0006,24/10/18,Eucalyptus,cosmophylla,3182.709,1085.3,2.932561504,NA,NA,NA,136.8960835,-35.90062129
Ecos4.1,Ecos4,SAT008956,SATFLB0027,2/11/18,Eucalyptus,cosmophylla,3056.843,1154.9,2.64684648,NA,NA,NA,138.6790056,-35.08308056
Ecos4.2,Ecos4,SAT008956,SATFLB0027,2/11/18,Eucalyptus,cosmophylla,797.208,229,3.481257642,NA,NA,NA,138.6790056,-35.08308056
Ecos4.3,Ecos4,SAT008956,SATFLB0027,2/11/18,Eucalyptus,cosmophylla,889.148,247.81,3.588023082,NA,NA,NA,138.6790056,-35.08308056
Ecos4.4,Ecos4,SAT008956,SATFLB0027,2/11/18,Eucalyptus,cosmophylla,1153.769,343.6,3.357884168,NA,NA,NA,138.6790056,-35.08308056
Ecos4.5,Ecos4,SAT008956,SATFLB0027,2/11/18,Eucalyptus,cosmophylla,835.343,268.9,3.106519152,NA,NA,NA,138.6790056,-35.08308056
Efas1.1,Efas1,SAT000014,SATFLB0001,13/8/12,Eucalyptus,fasciculosa,745.735,194.4,3.836085391,NA,NA,NA,138.8613444,-34.60900833
Efas1.2,Efas1,SAT000014,SATFLB0001,13/8/12,Eucalyptus,fasciculosa,1271.975,347,3.665634006,NA,NA,NA,138.8613444,-34.60900833
Efas1.3,Efas1,SAT000014,SATFLB0001,13/8/12,Eucalyptus,fasciculosa,801.934,196,4.0915,NA,NA,NA,138.8613444,-34.60900833
Efas1.4,Efas1,SAT000014,SATFLB0001,13/8/12,Eucalyptus,fasciculosa,852.505,212.4,4.013677024,NA,NA,NA,138.8613444,-34.60900833
Efas1.5,Efas1,SAT000014,SATFLB0001,13/8/12,Eucalyptus,fasciculosa,1099.77,264.2,4.162641938,NA,NA,NA,138.8613444,-34.60900833
Efas2.1,Efas2,SAT000630,SATFLB0012,16/11/12,Eucalyptus,fasciculosa,1099.408,340.7,3.226909304,NA,NA,NA,138.7082603,-34.88076551
Efas2.2,Efas2,SAT000630,SATFLB0012,16/11/12,Eucalyptus,fasciculosa,1350.412,454,2.974475771,NA,NA,NA,138.7082603,-34.88076551
Efas2.3,Efas2,SAT000630,SATFLB0012,16/11/12,Eucalyptus,fasciculosa,1227.27,426.4,2.878212946,NA,NA,NA,138.7082603,-34.88076551
Efas2.4,Efas2,SAT000630,SATFLB0012,16/11/12,Eucalyptus,fasciculosa,1050.326,330.4,3.178952785,NA,NA,NA,138.7082603,-34.88076551
Efas2.5,Efas2,SAT000630,SATFLB0012,16/11/12,Eucalyptus,fasciculosa,692.692,223.2,3.103458781,NA,NA,NA,138.7082603,-34.88076551
Efas3.1,Efas3,SAT003534,SATFLB0027,12/6/14,Eucalyptus,fasciculosa,1975.977,316.5,6.24321327,NA,NA,NA,138.6790056,-35.08308056
Efas3.2,Efas3,SAT003534,SATFLB0027,12/6/14,Eucalyptus,fasciculosa,1038.473,137,7.580094891,NA,NA,NA,138.6790056,-35.08308056
Efas3.3,Efas3,SAT003534,SATFLB0027,12/6/14,Eucalyptus,fasciculosa,1595.569,305.3,5.226233213,NA,NA,NA,138.6790056,-35.08308056
Efas3.4,Efas3,SAT003534,SATFLB0027,12/6/14,Eucalyptus,fasciculosa,1685.019,248.1,6.791692866,NA,NA,NA,138.6790056,-35.08308056
Efas3.5,Efas3,SAT003534,SATFLB0027,12/6/14,Eucalyptus,fasciculosa,1501.716,309.5,4.852071082,NA,NA,NA,138.6790056,-35.08308056
Efas4.1,Efas4,SAA007966,SAAKAN0004,22/10/18,Eucalyptus,fasciculosa,1569.879,408.6,3.842092511,NA,NA,NA,136.973145,-35.722523
Efas4.2,Efas4,SAA007966,SAAKAN0004,22/10/18,Eucalyptus,fasciculosa,1505.58,401,3.754563591,NA,NA,NA,136.973145,-35.722523
Efas4.3,Efas4,SAA007966,SAAKAN0004,22/10/18,Eucalyptus,fasciculosa,1891.899,481.8,3.926731009,NA,NA,NA,136.973145,-35.722523
Efas4.4,Efas4,SAA007966,SAAKAN0004,22/10/18,Eucalyptus,fasciculosa,1772.666,459.2,3.860335366,NA,NA,NA,136.973145,-35.722523
Efas4.5,Efas4,SAA007966,SAAKAN0004,22/10/18,Eucalyptus,fasciculosa,1385.019,355.2,3.899265203,NA,NA,NA,136.973145,-35.722523
Efas5.1,Efas5,SAA006924,SAAKAN0003,21/10/18,Eucalyptus,fasciculosa,2158.288,576,3.747027778,NA,NA,NA,137.3340444,-35.74408333
Efas5.2,Efas5,SAA006924,SAAKAN0003,21/10/18,Eucalyptus,fasciculosa,1542.61,407.6,3.784617272,NA,NA,NA,137.3340444,-35.74408333
Efas5.3,Efas5,SAA006924,SAAKAN0003,21/10/18,Eucalyptus,fasciculosa,870.461,216.8,4.015041513,NA,NA,NA,137.3340444,-35.74408333
Efas5.4,Efas5,SAA006924,SAAKAN0003,21/10/18,Eucalyptus,fasciculosa,1045.547,269.9,3.873831049,NA,NA,NA,137.3340444,-35.74408333
Efas5.5,Efas5,SAA006924,SAAKAN0003,21/10/18,Eucalyptus,fasciculosa,2008.467,546.1,3.677837392,NA,NA,NA,137.3340444,-35.74408333
Efas6.1,Efas6,SAT008954,SATFLB0027,2/11/18,Eucalyptus,fasciculosa,1457.67,363.1,4.014513908,NA,NA,NA,138.6790056,-35.08308056
Efas6.2,Efas6,SAT008954,SATFLB0027,2/11/18,Eucalyptus,fasciculosa,1880.315,528.2,3.559854222,NA,NA,NA,138.6790056,-35.08308056
Efas6.3,Efas6,SAT008954,SATFLB0027,2/11/18,Eucalyptus,fasciculosa,1647.264,365.5,4.506878249,NA,NA,NA,138.6790056,-35.08308056
Efas6.4,Efas6,SAT008954,SATFLB0027,2/11/18,Eucalyptus,fasciculosa,2273.98,634.3,3.58502286,NA,NA,NA,138.6790056,-35.08308056
Efas6.5,Efas6,SAT008954,SATFLB0027,2/11/18,Eucalyptus,fasciculosa,2233.194,518.4,4.307858796,NA,NA,NA,138.6790056,-35.08308056
Efas7.1,Efas7,SAT009138,SATFLB0026,9/11/18,Eucalyptus,fasciculosa,1673.176,427.1,3.917527511,NA,NA,NA,138.78705,-34.88775556
Efas7.2,Efas7,SAT009138,SATFLB0026,9/11/18,Eucalyptus,fasciculosa,2185.353,569.3,3.838666784,NA,NA,NA,138.78705,-34.88775556
Efas7.3,Efas7,SAT009138,SATFLB0026,9/11/18,Eucalyptus,fasciculosa,1081.869,305.2,3.544787025,NA,NA,NA,138.78705,-34.88775556
Efas7.4,Efas7,SAT009138,SATFLB0026,9/11/18,Eucalyptus,fasciculosa,1387.041,364.9,3.801153741,NA,NA,NA,138.78705,-34.88775556
Efas7.5,Efas7,SAT009138,SATFLB0026,9/11/18,Eucalyptus,fasciculosa,1170.451,270.5,4.326990758,NA,NA,NA,138.78705,-34.88775556
Eint1.1,Eint1,SAT001127,SATFLB0018,8/8/18,Eucalyptus,intertexta,513.602,138.5,3.70831769,NA,NA,NA,139.3241306,-30.21904444
Eint1.2,Eint1,SAT001127,SATFLB0018,8/8/18,Eucalyptus,intertexta,671.254,180.4,3.720920177,NA,NA,NA,139.3241306,-30.21904444
Eint1.3,Eint1,SAT001127,SATFLB0018,8/8/18,Eucalyptus,intertexta,891.424,221.3,4.028124718,NA,NA,NA,139.3241306,-30.21904444
Eint1.4,Eint1,SAT001127,SATFLB0018,8/8/18,Eucalyptus,intertexta,719.702,204.4,3.521046967,NA,NA,NA,139.3241306,-30.21904444
Eint1.5,Eint1,SAT001127,SATFLB0018,8/8/18,Eucalyptus,intertexta,529.41,134.9,3.924462565,NA,NA,NA,139.3241306,-30.21904444
Eint2.1,Eint2,SAT000229,SATFLB0004,18/9/12,Eucalyptus,intertexta,594.764,173.4,3.430011534,NA,NA,NA,138.5673306,-31.32773611
Eint2.2,Eint2,SAT000229,SATFLB0004,18/9/12,Eucalyptus,intertexta,1174.885,373.3,3.147294401,NA,NA,NA,138.5673306,-31.32773611
Eint2.3,Eint2,SAT000229,SATFLB0004,18/9/12,Eucalyptus,intertexta,623.513,203.8,3.059435721,NA,NA,NA,138.5673306,-31.32773611
Eint2.4,Eint2,SAT000229,SATFLB0004,18/9/12,Eucalyptus,intertexta,791.008,244.5,3.235206544,NA,NA,NA,138.5673306,-31.32773611
Eint2.5,Eint2,SAT000229,SATFLB0004,18/9/12,Eucalyptus,intertexta,725.812,267.3,2.715346053,NA,NA,NA,138.5673306,-31.32773611
Eint3.1,Eint3,SAT001293,SATFLB0019,8/9/13,Eucalyptus,intertexta,914.654,281.6,3.24806108,NA,NA,NA,139.2328694,-30.21953056
Eint3.2,Eint3,SAT001293,SATFLB0019,8/9/13,Eucalyptus,intertexta,836.798,274.6,3.047334304,NA,NA,NA,139.2328694,-30.21953056
Eint3.3,Eint3,SAT001293,SATFLB0019,8/9/13,Eucalyptus,intertexta,651.128,177.3,3.672464749,NA,NA,NA,139.2328694,-30.21953056
Eint3.4,Eint3,SAT001293,SATFLB0019,8/9/13,Eucalyptus,intertexta,536.793,157.9,3.399575681,NA,NA,NA,139.2328694,-30.21953056
Eint3.5,Eint3,SAT001293,SATFLB0019,8/9/13,Eucalyptus,intertexta,752.451,221.4,3.398604336,NA,NA,NA,139.2328694,-30.21953056
Eint4.1,Eint4,SAT006987,SATFLB0022,7/9/18,Eucalyptus,intertexta,1131.204,262.6,4.30770754,NA,NA,NA,139.2260583,-30.40600556
Eint4.2,Eint4,SAT006987,SATFLB0022,7/9/18,Eucalyptus,intertexta,1052.904,270.8,3.888124077,NA,NA,NA,139.2260583,-30.40600556
Eint4.3,Eint4,SAT006987,SATFLB0022,7/9/18,Eucalyptus,intertexta,1336.346,314.5,4.249112878,NA,NA,NA,139.2260583,-30.40600556
Eint4.4,Eint4,SAT006987,SATFLB0022,7/9/18,Eucalyptus,intertexta,981.423,223.8,4.385268097,NA,NA,NA,139.2260583,-30.40600556
Eint4.5,Eint4,SAT006987,SATFLB0022,7/9/18,Eucalyptus,intertexta,1019.455,223.03,4.570932162,NA,NA,NA,139.2260583,-30.40600556
Eobl1.1,Eobl1,SAT000816,SATFLB0015,22/11/12,Eucalyptus,obliqua,1748.391,375.2,4.659890725,NA,NA,NA,138.7269537,-34.93342691
Eobl1.2,Eobl1,SAT000816,SATFLB0015,22/11/12,Eucalyptus,obliqua,1444.578,336.4,4.294227111,NA,NA,NA,138.7269537,-34.93342691
Eobl1.3,Eobl1,SAT000816,SATFLB0015,22/11/12,Eucalyptus,obliqua,1289.155,272.9,4.723909857,NA,NA,NA,138.7269537,-34.93342691
Eobl1.4,Eobl1,SAT000816,SATFLB0015,22/11/12,Eucalyptus,obliqua,929.704,233,3.990145923,NA,NA,NA,138.7269537,-34.93342691
Eobl1.5,Eobl1,SAT000816,SATFLB0015,22/11/12,Eucalyptus,obliqua,1146.524,244.8,4.683513072,NA,NA,NA,138.7269537,-34.93342691
Eobl2.1,Eobl2,SAT000057,SATFLB0002,14/8/12,Eucalyptus,obliqua,713.57,178.1,4.006569343,NA,NA,NA,138.9086,-34.68309722
Eobl2.2,Eobl2,SAT000057,SATFLB0002,14/8/12,Eucalyptus,obliqua,870.169,221.7,3.924984213,NA,NA,NA,138.9086,-34.68309722
Eobl2.3,Eobl2,SAT000057,SATFLB0002,14/8/12,Eucalyptus,obliqua,1157.386,265.6,4.357628012,NA,NA,NA,138.9086,-34.68309722
Eobl2.4,Eobl2,SAT000057,SATFLB0002,14/8/12,Eucalyptus,obliqua,830.249,208.4,3.983920345,NA,NA,NA,138.9086,-34.68309722
Eobl2.5,Eobl2,SAT000057,SATFLB0002,14/8/12,Eucalyptus,obliqua,1118.342,316.8,3.530119949,NA,NA,NA,138.9086,-34.68309722
Eobl3.1,Eobl3,SAA002080,SAAKAN0001,28/2/19,Eucalyptus,obliqua,2124.524,564.8,3.761550992,NA,NA,NA,137.3680278,-35.64864444
Eobl3.2,Eobl3,SAA002080,SAAKAN0001,28/2/19,Eucalyptus,obliqua,1914.764,569,3.36513884,NA,NA,NA,137.3680278,-35.64864444
Eobl3.3,Eobl3,SAA002080,SAAKAN0001,28/2/19,Eucalyptus,obliqua,1007.289,321,3.137971963,NA,NA,NA,137.3680278,-35.64864444
Eobl3.4,Eobl3,SAA002080,SAAKAN0001,28/2/19,Eucalyptus,obliqua,1536.136,420.9,3.649645997,NA,NA,NA,137.3680278,-35.64864444
Eobl3.5,Eobl3,SAA002080,SAAKAN0001,28/2/19,Eucalyptus,obliqua,1452.31,457.2,3.176531059,NA,NA,NA,137.3680278,-35.64864444
Eobl4.1,Eobl4,SAT000191,SATKAN0002,22/8/12,Eucalyptus,obliqua,782.161,202.6,3.860616979,NA,NA,NA,138.690175,-35.27211111
Eobl4.2,Eobl4,SAT000191,SATKAN0002,22/8/12,Eucalyptus,obliqua,763.511,149.4,5.110515395,NA,NA,NA,138.690175,-35.27211111
Eobl4.3,Eobl4,SAT000191,SATKAN0002,22/8/12,Eucalyptus,obliqua,546.22,133.4,4.094602699,NA,NA,NA,138.690175,-35.27211111
Eobl4.4,Eobl4,SAT000191,SATKAN0002,22/8/12,Eucalyptus,obliqua,1272.219,317.6,4.00572733,NA,NA,NA,138.690175,-35.27211111
Eobl4.5,Eobl4,SAT000191,SATKAN0002,22/8/12,Eucalyptus,obliqua,811.213,192.4,4.216283784,NA,NA,NA,138.690175,-35.27211111
Eobl5.1,Eobl5,SAT009650,SATKAN0001,20/11/18,Eucalyptus,obliqua,3348.959,574.7,5.827316861,NA,NA,NA,138.261275,-35.60826944
Eobl5.2,Eobl5,SAT009650,SATKAN0001,20/11/18,Eucalyptus,obliqua,2384.024,453.5,5.256943771,NA,NA,NA,138.261275,-35.60826944
Eobl5.3,Eobl5,SAT009650,SATKAN0001,20/11/18,Eucalyptus,obliqua,2856.06,494.3,5.777989075,NA,NA,NA,138.261275,-35.60826944
Eobl5.4,Eobl5,SAT009650,SATKAN0001,20/11/18,Eucalyptus,obliqua,3714.252,876.5,4.23759498,NA,NA,NA,138.261275,-35.60826944
Eobl5.5,Eobl5,SAT009650,SATKAN0001,20/11/18,Eucalyptus,obliqua,2050.245,359.8,5.698290717,NA,NA,NA,138.261275,-35.60826944
Eodo1.1,Eodo1,SAT000535,SATFLB0010,25/8/12,Eucalyptus,odorata,1078.757,300.8,3.586293218,NA,NA,NA,138.0326702,-32.82851134
Eodo1.2,Eodo1,SAT000535,SATFLB0010,25/8/12,Eucalyptus,odorata,462.291,146.2,3.162045144,NA,NA,NA,138.0326702,-32.82851134
Eodo1.3,Eodo1,SAT000535,SATFLB0010,25/8/12,Eucalyptus,odorata,517.481,162.7,3.180583897,NA,NA,NA,138.0326702,-32.82851134
Eodo1.4,Eodo1,SAT000535,SATFLB0010,25/8/12,Eucalyptus,odorata,562.393,177.9,3.16128724,NA,NA,NA,138.0326702,-32.82851134
Eodo1.5,Eodo1,SAT000535,SATFLB0010,25/8/12,Eucalyptus,odorata,291.387,86.4,3.372534722,NA,NA,NA,138.0326702,-32.82851134
Eodo2.1,Eodo2,SAA008692,SAAKAN0011,29/10/18,Eucalyptus,odorata,662.178,213.6,3.10008427,NA,NA,NA,138.061671,-35.783373
Eodo2.2,Eodo2,SAA008692,SAAKAN0011,29/10/18,Eucalyptus,odorata,340.52,85.6,3.978037383,NA,NA,NA,138.061671,-35.783373
Eodo2.3,Eodo2,SAA008692,SAAKAN0011,29/10/18,Eucalyptus,odorata,355.984,96.4,3.692780083,NA,NA,NA,138.061671,-35.783373
Eodo2.4,Eodo2,SAA008692,SAAKAN0011,29/10/18,Eucalyptus,odorata,378.242,103.1,3.668690592,NA,NA,NA,138.061671,-35.783373
Eodo2.5,Eodo2,SAA008692,SAAKAN0011,29/10/18,Eucalyptus,odorata,457.003,134,3.410470149,NA,NA,NA,138.061671,-35.783373
Eodo3.1,Eodo3,SAT000746,SATFLB0014,20/11/12,Eucalyptus,odorata,676.838,217,3.119069124,NA,NA,NA,138.9593701,-34.00513798
Eodo3.2,Eodo3,SAT000746,SATFLB0014,20/11/12,Eucalyptus,odorata,947.955,282.5,3.35559292,NA,NA,NA,138.9593701,-34.00513798
Eodo3.3,Eodo3,SAT000746,SATFLB0014,20/11/12,Eucalyptus,odorata,672.905,214.8,3.132704842,NA,NA,NA,138.9593701,-34.00513798
Eodo3.4,Eodo3,SAT000746,SATFLB0014,20/11/12,Eucalyptus,odorata,658.796,226.5,2.908591611,NA,NA,NA,138.9593701,-34.00513798
Eodo3.5,Eodo3,SAT000746,SATFLB0014,20/11/12,Eucalyptus,odorata,517.382,161,3.213552795,NA,NA,NA,138.9593701,-34.00513798
Eodo4.1,Eodo4,SAT005408,SATFLB0028,14/9/18,Eucalyptus,odorata,594.847,201.8,2.947705649,NA,NA,NA,138.3932722,-33.55308333
Eodo4.2,Eodo4,SAT005408,SATFLB0028,14/9/18,Eucalyptus,odorata,1335.888,411.2,3.248754864,NA,NA,NA,138.3932722,-33.55308333
Eodo4.3,Eodo4,SAT005408,SATFLB0028,14/9/18,Eucalyptus,odorata,634.665,181.6,3.494851322,NA,NA,NA,138.3932722,-33.55308333
Eodo4.4,Eodo4,SAT005408,SATFLB0028,14/9/18,Eucalyptus,odorata,795.668,286.2,2.78011181,NA,NA,NA,138.3932722,-33.55308333
Eodo4.5,Eodo4,SAT005408,SATFLB0028,14/9/18,Eucalyptus,odorata,542.249,165.2,3.282378935,NA,NA,NA,138.3932722,-33.55308333
Esoc1.1,Esoc1,SAT006805,SATFLB0022,7/9/18,Eucalyptus,socialis,1063.234,337.3,3.152190928,NA,NA,NA,139.2260583,-30.40600556
Esoc1.2,Esoc1,SAT006805,SATFLB0022,7/9/18,Eucalyptus,socialis,749.75,253.5,2.957593688,NA,NA,NA,139.2260583,-30.40600556
Esoc1.3,Esoc1,SAT006805,SATFLB0022,7/9/18,Eucalyptus,socialis,914.117,276.3,3.308422005,NA,NA,NA,139.2260583,-30.40600556
Esoc1.4,Esoc1,SAT006805,SATFLB0022,7/9/18,Eucalyptus,socialis,862.118,273.4,3.153321141,NA,NA,NA,139.2260583,-30.40600556
Esoc1.5,Esoc1,SAT006805,SATFLB0022,7/9/18,Eucalyptus,socialis,859.164,287.9,2.984244529,NA,NA,NA,139.2260583,-30.40600556
Esoc2.1,Esoc2,SAT006431,SATFLB0019,7/8/18,Eucalyptus,socialis,926.276,297.4,3.114579691,NA,NA,NA,139.2328694,-30.21953056
Esoc2.2,Esoc2,SAT006431,SATFLB0019,7/8/18,Eucalyptus,socialis,712.337,271.2,2.626611357,NA,NA,NA,139.2328694,-30.21953056
Esoc2.3,Esoc2,SAT006431,SATFLB0019,7/8/18,Eucalyptus,socialis,831.464,294.3,2.82522596,NA,NA,NA,139.2328694,-30.21953056
Esoc2.4,Esoc2,SAT006431,SATFLB0019,7/8/18,Eucalyptus,socialis,733.552,234.8,3.124156729,NA,NA,NA,139.2328694,-30.21953056
Esoc2.5,Esoc2,SAT006431,SATFLB0019,7/8/18,Eucalyptus,socialis,711.569,238.8,2.979769682,NA,NA,NA,139.2328694,-30.21953056
Esoc3.1,Esoc3,SAT007013,SATFLB0020,7/8/18,Eucalyptus,socialis,826.094,333.8,2.474817256,NA,NA,NA,139.2272333,-30.25567778
Esoc3.2,Esoc3,SAT007013,SATFLB0020,7/8/18,Eucalyptus,socialis,458.076,160.1,2.861186758,NA,NA,NA,139.2272333,-30.25567778
Esoc3.3,Esoc3,SAT007013,SATFLB0020,7/8/18,Eucalyptus,socialis,599.912,219.8,2.729353958,NA,NA,NA,139.2272333,-30.25567778
Esoc3.4,Esoc3,SAT007013,SATFLB0020,7/8/18,Eucalyptus,socialis,700.957,276.8,2.532359104,NA,NA,NA,139.2272333,-30.25567778
Esoc3.5,Esoc3,SAT007013,SATFLB0020,7/8/18,Eucalyptus,socialis,493.769,166.3,2.969146121,NA,NA,NA,139.2272333,-30.25567778
Ecam1.1,Ecam1,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1734.577,411.5,4.215253949,1880.417,4.569664642,7.755726522,138.64143,-34.9722
Ecam1.2,Ecam1,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1513.155,358.7,4.218441595,1673.009,4.664089769,9.55487986,138.64143,-34.9722
Ecam1.3,Ecam1,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,2395.477,584.8,4.0962329,2586.868,4.423508892,7.398560731,138.64143,-34.9722
Ecam1.4,Ecam1,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,2110.186,504.1,4.186046419,2285.207,4.53324142,7.65886854,138.64143,-34.9722
Ecam1.5,Ecam1,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1919.236,440.7,4.354971636,2079.868,4.719464488,7.723182433,138.64143,-34.9722
Ecam2.1,Ecam2,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1919.715,356.3,5.387917485,2112.243,5.92827112,9.114860364,138.64143,-34.9722
Ecam2.2,Ecam2,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1925.262,380.2,5.063813782,2093.988,5.507596002,8.057639299,138.64143,-34.9722
Ecam2.3,Ecam2,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1507.979,279.5,5.395273703,1676.435,5.997978533,10.04846594,138.64143,-34.9722
Ecam2.4,Ecam2,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1406.363,257.1,5.470101128,1558.371,6.06134189,9.754288292,138.64143,-34.9722
Ecam2.5,Ecam2,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1402.407,259.2,5.410520833,1534.397,5.919741512,8.602076255,138.64143,-34.9722
Ecam3.1,Ecam3,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,2121.02,354.2,5.988198758,2348.363,6.630047995,9.680913896,138.64143,-34.9722
Ecam3.2,Ecam3,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1267.653,245.2,5.169873573,1387.654,5.659274062,8.647760897,138.64143,-34.9722
Ecam3.3,Ecam3,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1030.298,160.4,6.423304239,1147.386,7.153279302,10.20476108,138.64143,-34.9722
Ecam3.4,Ecam3,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,2382.074,400.2,5.952208896,2604.367,6.507663668,8.535394589,138.64143,-34.9722
Ecam3.5,Ecam3,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1368.711,203.1,6.739098966,1536.419,7.56483998,10.91551198,138.64143,-34.9722
