Plant genus,Plant species,Plant scientific name,Plant family,Animal species binomial name,Animal genus,Animal subgenus,Animal species,Animal family,Animal subfamily,Animal common name,Animal class,Animal order,No. of visitors,Location - State,Nearest named place,Latitude (S),Longitude (E),Date,Month,Year,Reference,Dataset_ID,"Observation type (Observational (O), Survey (S), Experimental (E ), Pollen-grains only (P), DNA (D))","Taxanomic verfication (1, 0)","Physical speciman (1, 0)","Photo (1, 0)","Geographic location (1, 0)","Date of collection (1, 0)","No visitors recorded (0,1)",Comments,Column1
Asphodelus,fistulosus,Asphodelus fistulosa,Asphodelaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,1,SA,Cummins,-34.30753,135.6745,12/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,1,SA,Cummins,-34.30753,135.6745,12/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Dampiera,rosmarifolia,Dampiera rosmarinifolia,Goodeniaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,1,SA,Cummins,-34.30753,135.6745,12/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Acacia,spinescens,Acacia spinescens,Fabaceae,Brachyhesma (Microhesma) cavagnari?,Brachyhesma,Microhesma,cavagnari?,Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,1,SA,Cummins,-34.30753,135.6745,12/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Calliphora albifrontalis,Calliphora,NA,albifrontalis,Calliphoridae,Calliphorinae,NA,Insecta,Diptera,4,SA,Cummins,-34.30753,135.6745,12/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Desmometopa sp.1,Desmometopa,NA,NA,Milichiidae,Madizinae,NA,Insecta,Diptera,1,SA,Cummins,-34.30753,135.6745,12/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,spinescens,Acacia spinescens,Fabaceae,Euhesma sp.1SA,Euhesma,NA,NA,Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,5,SA,Cummins,-34.30753,135.6745,12/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Eucalyptus,diversifolia,Eucalyptus diversifolia,Mytraceae,Euhesma sp.1SA,Euhesma,NA,NA,Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,3,SA,Cummins,-34.30753,135.6745,12/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Grevillea,ilicifolia,Grevillea illicifolia,Proteaceae,Labium sp.1SA,Labium,NA,NA,Ichneumonidae,Labeninae,NA,Insecta,Hymenoptera,2,SA,Cummins,-34.30753,135.6745,12/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Dampiera,rosmarifolia,Dampiera rosmarinifolia,Goodeniaceae,Lasioglossum (Chilalictus) littleri?,Lasioglossum,Chilalictus,littleri?,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Cummins,-34.30753,135.6745,12/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Eucalyptus,diversifolia,Eucalyptus diversifolia,Mytraceae,Lasioglossum (Homalictus) cf. punctatum,NA,Homalictus,cf. punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,19,SA,Cummins,-34.30753,135.6745,12/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Thomasia,petalocalyx,Thomasia petalocalyx,Malvaceae,Leioproctus (Leioproctus) maculatus,Leioproctus,Leioproctus,maculatus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,2,SA,Cummins,-34.30753,135.6745,12/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Eucalyptus,diversifolia,Eucalyptus diversifolia,Mytraceae,Leioproctus (Leioproctus) maculatus?,Leioproctus,Leioproctus,maculatus?,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,1,SA,Cummins,-34.30753,135.6745,12/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,spinescens,Acacia spinescens,Fabaceae,Microtropesa sinuata,Microtropesa,NA,sinuata,Tachinidae,Tachininae,NA,Insecta,Diptera,1,SA,Cummins,-34.30753,135.6745,12/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Dampiera,rosmarifolia,Dampiera rosmarinifolia,Goodeniaceae,Musca vetustissima,Musca,NA,vetustissima,Muscidae,Muscinae,NA,Insecta,Diptera,1,SA,Cummins,-34.30753,135.6745,12/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Simosyrphus grandicornis,Simosyrphus,NA,grandicornis,Syrphidae,Syrphinae,NA,Insecta,Diptera,4,SA,Cummins,-34.30753,135.6745,12/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,spinescens,Acacia spinescens,Fabaceae,Tiphiidae sp.6SA,NA,NA,NA,Tiphiidae,NA,NA,Insecta,Hymenoptera,1,SA,Cummins,-34.30753,135.6745,12/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Thomasia,petalocalyx,Thomasia petalocalyx,Malvaceae,Tiphiidae sp.6SA,NA,NA,NA,Tiphiidae,NA,NA,Insecta,Hymenoptera,4,SA,Cummins,-34.30753,135.6745,12/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Dampiera,rosmarifolia,Dampiera rosmarinifolia,Goodeniaceae,Trichocolletes tenuiculus,Trichocolletes,NA,tenuiculus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,1,SA,Cummins,-34.30753,135.6745,12/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,25,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Calytrix,tetrgona,Calytrix tetragona,Mytraceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,4,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Eucalyptus,angulosa,Eucalyptus angulosa,Mytraceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Roepera,billadierei,Roepera billardierei,Zygophyllaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Thomesia,petalocalyx,Thomesia petalocalyx,Malvaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Spyridium,bifidum,Spyridium bifidum,Rhamnaceae,Biblionidae sp.1,NA,NA,NA,Biblionidae,NA,NA,Insecta,Diptera,1,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,devito,Daviesia devito,Fabaceae,Calliphora vicina,Calliphora,NA,vicina,Calliphoridae,Calliphorinae,NA,Insecta,Diptera,1,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Calliphoridae sp.1,NA,NA,NA,Calliphoridae,NA,NA,Insecta,Diptera,1,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Dampiera,rosmarifolia,Dampiera rosmarinifolia,Goodeniaceae,Junonia villida,Junonia,NA,villida,Nymphalidae,Nymphalinae,NA,Insecta,Lepidoptera,1,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,devito,Daviesia devito,Fabaceae,Labium sp.1SA,Labium,NA,NA,Ichneumonidae,Labeninae,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,brevifolia,Daviesia brevifolia,Fabaceae,Lasioglossum (Chilalictus) littleri?,Lasioglossum,Chilalictus,littleri?,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Boronia,caerulescens,Boronia caerulescens,Rutaceae,Lasioglossum (Chilalictus) repraesentans,Lasioglossum,Chilalictus,repraesentans,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,devito,Daviesia devito,Fabaceae,Leioproctus (Leioproctus) obscurus?,Leioproctus,Leioproctus,obscurus?,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,3,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,devito,Daviesia devito,Fabaceae,Metapelma sp.1,Metapelma,NA,NA,Eupelmidae,Neanastatinae,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Microgastrinae? Sp.1,NA,NA,NA,Braconidae,Microgastrinae,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Calytrix,tetragona,Calytrix tetragona,Mytraceae,Nacaduba biocellata,Nacaduba,NA,biocellata,Lycaenidae,Polyommatinae,NA,Insecta,Lepidoptera,1,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Pieris rapae,Pieris,NA,rapae,Pieridae,Pierinae,NA,Insecta,Lepidoptera,2,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Plutella xylostella,Plutella,NA,xylostella,Plutellidae,Plutellinae,NA,Insecta,Lepidoptera,2,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Pteromalidae sp.1,NA,NA,NA,Pteromalidae,NA,NA,Insecta,Hymenoptera,2,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Simosyrphus grandicornis,Simosyrphus,NA,grandicornis,Syrphidae,Syrphinae,NA,Insecta,Diptera,2,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,brevifolia,Daviesia brevifolia,Fabaceae,Trichocolletes tenuiculus,Trichocolletes,NA,tenuiculus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,devito,Daviesia devito,Fabaceae,Trichocolletes tenuiculus,Trichocolletes,NA,tenuiculus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,5,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,pectinata,Daviesia pectinata,Fabaceae,Trichocolletes tenuiculus,Trichocolletes,NA,tenuiculus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,13/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,1,SA,Ungarra,-34.2021083,135.9911761,16/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Calliphoridae sp.1,NA,NA,NA,Calliphoridae,NA,NA,Insecta,Diptera,1,SA,Ungarra,-34.2021083,135.9911761,16/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Melangyna viridiceps,Melangyna,NA,viridiceps,Syrphidae,Syrphinae,NA,Insecta,Diptera,2,SA,Ungarra,-34.2021083,135.9911761,16/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Pieris rapae,Pieris,NA,rapae,Pieridae,Pierinae,NA,Insecta,Lepidoptera,1,SA,Ungarra,-34.2021083,135.9911761,16/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Polistes dominula,Polistes,NA,dominula,Vespidae,Polistinae,NA,Insecta,Hymenoptera,2,SA,Ungarra,-34.2021083,135.9911761,16/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,4,SA,Yeelanna,-34.15638889,135.7327778,17/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Calliphoridae sp.1,NA,NA,NA,Calliphoridae,NA,NA,Insecta,Diptera,1,SA,Karkoo,-33.990923,135.724774,17/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Calliphoridae sp.1,NA,NA,NA,Calliphoridae,NA,NA,Insecta,Diptera,1,SA,Yeelanna,-34.15638889,135.7327778,17/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Chalcidoidea sp.1,NA,NA,NA,NA,NA,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,17/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Thomasia,petalocalyx,Thomasia petalocalyx,Malvaceae,Ectinorhynchus variabilis?,Ectinorhynchus,NA,NA,Therevidae,Agapophytinae,NA,Insecta,Diptera,1,SA,Yeelanna,-34.15638889,135.7327778,17/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Exoneura (Brevineura) minutissima,Exoneura,Brevineura,minutissima,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,17/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Lasioglossum (Chilalictus) repraesentans,Lasioglossum,Chilalictus,repraesentans,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,17/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Lasioglossum (Homalictus) cf. punctatum,NA,Homalictus,cf. punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,13,SA,Karkoo,-33.990923,135.724774,17/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Thomasia,petalocalyx,Thomasia petalocalyx,Malvaceae,Lasioglossum (Homalictus) cf. punctatum,NA,Homalictus,cf. punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.15638889,135.7327778,17/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Thomasia,petalocalyx,Thomasia petalocalyx,Malvaceae,Leioproctus (Leioproctus) maculatus,Leioproctus,Leioproctus,maculatus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.15638889,135.7327778,17/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Melangyna viridiceps,Melangyna,NA,viridiceps,Syrphidae,Syrphinae,NA,Insecta,Diptera,2,SA,Yeelanna,-34.15638889,135.7327778,17/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Pieris rapae,Pieris,NA,rapae,Pieridae,Pierinae,NA,Insecta,Lepidoptera,1,SA,Yeelanna,-34.15638889,135.7327778,17/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Plutella xylostella,Plutella,NA,xylostella,Plutellidae,Plutellinae,NA,Insecta,Lepidoptera,1,SA,Yeelanna,-34.15638889,135.7327778,17/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
