Plant genus,Plant species,Plant scientific name,Plant family,Animal species binomial name,Animal genus,Animal subgenus,Animal species,Animal family,Animal subfamily,Animal common name,Animal class,Animal order,No. of visitors,Location - State,Nearest named place,Latitude (S),Longitude (E),Date,Month,Year,Reference,Dataset_ID,source_id,"Observation type (Observational (O), Survey (S), Experimental (E ), Pollen-grains only (P), DNA (D))","Taxanomic verfication (1, 0)","Physical speciman (1, 0)","Photo (1, 0)","Geographic location (1, 0)","Date of collection (1, 0)","No visitors recorded (0,1)",Comments,Column1
Acacia,papyrocarpa,Acacia papyrocarpa,Fabaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,European honey bee,Insecta,Hymenoptera,4,VIC,Brisbane Ranges National Park,-37.8725051,144.1658051,12/09/84-31/10/84,Sept - Oct,1984,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,1,1,1,"Highly dependent for nesting, possibly foraging",NA
Acacia,retinodes,Acacia retinodes,Fabaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,European honey bee,Insecta,Hymenoptera,1,VIC,Grampians NP,-37.12833333,142.3658333,16/01/1982 - 17/1/82,Jan,1982,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,subsp. retinoides,NA
Acacia,retinodes,Acacia retinodes,Fabaceae,Callomelitta sp.,Callomelitta,NA,NA,Colletidae,Callomelittinae,NA,Insecta,Hymenoptera,8,VIC,Grampians NP,-37.12833333,142.3658333,16/01/1982 - 17/1/82,Jan,1982,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,subsp. retinoides,NA
Acacia,retinodes,Acacia retinodes,Fabaceae,Euhesma sp.,Euhesma,NA,NA,Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,1,VIC,Grampians NP,-37.12833333,142.3658333,16/01/1982 - 17/1/82,Jan,1982,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,subsp. retinoides,NA
Acacia,retinodes,Acacia retinodes,Fabaceae,Exoneura (Exoneura) sp.,Exoneura,Exoneura,NA,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,2,VIC,Grampians NP,-37.12833333,142.3658333,16/01/1982 - 17/1/82,Jan,1982,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,subsp. retinoides,NA
Acacia,retinodes,Acacia retinodes,Fabaceae,Lasioglossum (Chilalictus) sp.,Lasioglossum,Chilalictus,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,16,VIC,Grampians NP,-37.12833333,142.3658333,16/01/1982 - 17/1/82,Jan,1982,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,subsp. retinoides,NA
Acacia,retinodes,Acacia retinodes,Fabaceae,Lasioglossum (Homalictus) demissus,Lasioglossum,Homalictus,demissus,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,VIC,Grampians NP,-37.12833333,142.3658333,16/01/1982 - 17/1/82,Jan,1982,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,subsp. retinoides,NA
Acacia,retinodes,Acacia retinodes,Fabaceae,Lasioglossum (Homalictus) megastigmus,Lasioglossum,Homalictus,megastigmum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,VIC,Grampians NP,-37.12833333,142.3658333,16/01/1982 - 17/1/82,Jan,1982,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,subsp. retinoides,NA
Acacia,retinodes,Acacia retinodes,Fabaceae,Lasioglossum (Homalictus) punctatus,Lasioglossum,Homalictus,punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,VIC,Grampians NP,-37.12833333,142.3658333,16/01/1982 - 17/1/82,Jan,1982,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,subsp. retinoides,NA
Acacia,retinodes,Acacia retinodes,Fabaceae,Lasioglossum (Parasphecodes) sp.,Lasioglossum,Parasphecodes,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,6,VIC,Grampians NP,-37.12833333,142.3658333,16/01/1982 - 17/1/82,Jan,1982,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,subsp. retinoides,NA
Acacia,retinodes,Acacia retinodes,Fabaceae,Leioproctus (Euryglossidia) sp.,Leioproctus,Euryglossidia,NA,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,2,VIC,Grampians NP,-37.12833333,142.3658333,16/01/1982 - 17/1/82,Jan,1982,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,subsp. retinoides,NA
Acacia,retinodes,Acacia retinodes,Fabaceae,Leioproctus (Leioproctus) sp.,Leioproctus,Leioproctus,NA,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,19,VIC,Grampians NP,-37.12833333,142.3658333,16/01/1982 - 17/1/82,Jan,1982,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,subsp. retinoides,NA
Acacia,longifolia,Acacia longifolia,Fabaceae,Arpactophilus (= syn. Harpactophilus) sp.,Arpactophilus,NA,NA,Crabronidae,Pemphredoninae,sphecid wasp,Insecta,Hymenoptera,1,VIC,Langwarren Reserve,-38.1722466,145.1352919,31/08/84-28/09/84,Aug - Sept,1984,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,Subsp. Sophorae,NA
Acacia,mearnsii,Acacia mearnsii,Fabaceae,Eumeninae sp.,NA,NA,NA,Vespidae,Eumeninae,eumenid wasp,Insecta,Hymenoptera,3,VIC,Coranderrk Reserve,-37.6889791,145.5079437,8/11/84-21/11/84,Nov,1984,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,Syn. Botrycephala,NA
Acacia,mearnsii,Acacia mearnsii,Fabaceae,Nomia sp.,Nomia,NA,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,5,VIC,Coranderrk Reserve,-37.6889791,145.5079437,8/11/84-21/11/84,Nov,1984,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,Syn. Botrycephala,NA
Acacia,terminalis,Acacia terminalis,Fabaceae,Rhopalum sp.,Rhopalum,NA,NA,Crabronidae,Crabroninae,sphecid wasp,Insecta,Hymenoptera,1,VIC,Erica-Moe (S Gippsland),NA,NA,18/03/83-28/04/83,March - April,1983,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,Syn. Botrycephala,NA
Acacia,longifolia,Acacia longifolia,Fabaceae,Apanteles sp.,Apanteles,NA,NA,Braconidae,Microgastrinae,braconid wasp,Insecta,Hymenoptera,1,VIC,Langwarren Reserve,-38.1722466,145.1352919,31/08/84-28/09/84,Aug - Sept,1984,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,longifolia,Acacia longifolia,Fabaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,European honey bee,Insecta,Hymenoptera,Abundant (>5),VIC,Langwarren Reserve,-38.1722466,145.1352919,31/08/84-28/09/84,Aug - Sept,1984,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,longifolia,Acacia longifolia,Fabaceae,Euryglossa sp.,Euryglossa,NA,NA,Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,1,VIC,Langwarren Reserve,-38.1722466,145.1352919,31/08/84-28/09/84,Aug - Sept,1984,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,longifolia,Acacia longifolia,Fabaceae,Labium sp.,Labium,NA,NA,Ichneumonidae,Labeninae,ichneumonid wasp,Insecta,Hymenoptera,1,VIC,Langwarren Reserve,-38.1722466,145.1352919,31/08/84-28/09/84,Aug - Sept,1984,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,longifolia,Acacia longifolia,Fabaceae,Lasioglossum (Homalictus) holochorus,Lasioglossum,Homalictus,holochorus,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,VIC,Langwarren Reserve,-38.1722466,145.1352919,31/08/84-28/09/84,Aug - Sept,1984,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,longifolia,Acacia longifolia,Fabaceae,Lasioglossum (Parasphecodes) sp.,Lasioglossum,Parasphecodes,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,2,VIC,Langwarren Reserve,-38.1722466,145.1352919,31/08/84-28/09/84,Aug - Sept,1984,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,longifolia,Acacia longifolia,Fabaceae,Leioproctus (Leioproctus) sp.,Leioproctus,Leioproctus,NA,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,3,VIC,Langwarren Reserve,-38.1722466,145.1352919,31/08/84-28/09/84,Aug - Sept,1984,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,longifolia,Acacia longifolia,Fabaceae,Tiphiidae sp.,NA,NA,NA,Tiphiidae,NA,tiphiid wasp,Insecta,Hymenoptera,2,VIC,Langwarren Reserve,-38.1722466,145.1352919,31/08/84-28/09/84,Aug - Sept,1984,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,mearnsii,Acacia mearnsii,Fabaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,European honey bee,Insecta,Hymenoptera,1,VIC,Coranderrk Reserve,-37.6889791,145.5079437,8/11/84-21/11/84,Nov,1984,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,mearnsii,Acacia mearnsii,Fabaceae,Exoneura (Brevineura) sp.,Exoneura,Brevineura,NA,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,4,VIC,Coranderrk Reserve,-37.6889791,145.5079437,8/11/84-21/11/84,Nov,1984,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,mearnsii,Acacia mearnsii,Fabaceae,Exoneura (Exoneura) sp.,Exoneura,Exoneura,NA,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,18,VIC,Coranderrk Reserve,-37.6889791,145.5079437,8/11/84-21/11/84,Nov,1984,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,mearnsii,Acacia mearnsii,Fabaceae,Lasioglossum (Australictus) sp.,Lasioglossum,Australictus,NA,Halictidae,Halictinae,NA,Insect,Hymenoptera,12,VIC,Coranderrk Reserve,-37.6889791,145.5079437,8/11/84-21/11/84,Nov,1984,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,mearnsii,Acacia mearnsii,Fabaceae,Lasioglossum (Chilalictus) sp.,Lasioglossum,Chilalictus,NA,Halictidae,Halictinae,NA,Insect,Hymenoptera,9,VIC,Coranderrk Reserve,-37.6889791,145.5079437,8/11/84-21/11/84,Nov,1984,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,mearnsii,Acacia mearnsii,Fabaceae,Lasioglossum (Homalictus) brisbanensis,Lasioglossum,Homalictus,brisbanensis,Halictidae,Halictinae,NA,Insect,Hymenoptera,2,VIC,Coranderrk Reserve,-37.6889791,145.5079437,8/11/84-21/11/84,Nov,1984,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,mearnsii,Acacia mearnsii,Fabaceae,Lasioglossum (Parasphecodes) sp.,Lasioglossum,Parasphecodes,NA,Halictidae,Halictinae,NA,Insect,Hymenoptera,1,VIC,Coranderrk Reserve,-37.6889791,145.5079437,8/11/84-21/11/84,Nov,1984,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,mitchellii,Acacia mitchellii,Fabaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,European honey bee,Insecta,Hymenoptera,1,VIC,Brisbane Ranges National Park,-37.8725051,144.1658051,16/07/82-21/01/83,July - Jan,1982 - 1983,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,mitchellii,Acacia mitchellii,Fabaceae,Callomelitta sp.,Callomelitta,NA,NA,Colletidae,Callomelittinae,NA,Insecta,Hymenoptera,1,VIC,Brisbane Ranges National Park,-37.8725051,144.1658051,16/07/82-21/01/83,July - Jan,1982 - 1983,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,mitchellii,Acacia mitchellii,Fabaceae,Eumenidae sp,NA,NA,NA,Vespidae,Eumenidae,eumenid wasp,Insecta,Hymenoptera,1,VIC,Brisbane Ranges National Park,-37.8725051,144.1658051,16/07/82-21/01/83,July - Jan,1982 - 1983,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,mitchellii,Acacia mitchellii,Fabaceae,Lasioglossum (Chilalictus) sp.,Lasioglossum,Chilalictus,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,12,VIC,Brisbane Ranges National Park,-37.8725051,144.1658051,16/07/82-21/01/83,July - Jan,1982 - 1983,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,mitchellii,Acacia mitchellii,Fabaceae,Lasioglossum (Homalictus) megastigmus,Lasioglossum,Homalictus,megastigmum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,2,VIC,Brisbane Ranges National Park,-37.8725051,144.1658051,16/07/82-21/01/83,July - Jan,1982 - 1983,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,mitchellii,Acacia mitchellii,Fabaceae,Lasioglossum (Parasphecodes) sp.,Lasioglossum,Parasphecodes,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,9,VIC,Brisbane Ranges National Park,-37.8725051,144.1658051,16/07/82-21/01/83,July - Jan,1982 - 1983,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,mitchellii,Acacia mitchellii,Fabaceae,Leioproctus (Leioproctus) sp.,Leioproctus,Leioproctus,NA,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,2,VIC,Brisbane Ranges National Park,-37.8725051,144.1658051,16/07/82-21/01/83,July - Jan,1982 - 1983,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,mitchellii,Acacia mitchellii,Fabaceae,Nomia sp.,Nomia,NA,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,5,VIC,Brisbane Ranges National Park,-37.8725051,144.1658051,16/07/82-21/01/83,July - Jan,1982 - 1983,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,myrtifolia,Acacia myrtifolia,Fabaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,European honey bee,Insecta,Hymenoptera,5,VIC,Brisbane Ranges National Park,-37.8725051,144.1658051,19/08/82-7/10/82,Aug - Oct,1982,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,myrtifolia,Acacia myrtifolia,Fabaceae,Callomelitta sp.,Callomelitta,NA,NA,Colletidae,Callomelittinae,NA,Insecta,Hymenoptera,2,VIC,Brisbane Ranges National Park,-37.8725051,144.1658051,19/08/82-7/10/82,Aug - Oct,1982,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,myrtifolia,Acacia myrtifolia,Fabaceae,Lasioglossum (Chilalictus) sp.,Lasioglossum,Chilalictus,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,9,VIC,Brisbane Ranges National Park,-37.8725051,144.1658051,19/08/82-7/10/82,Aug - Oct,1982,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,myrtifolia,Acacia myrtifolia,Fabaceae,Lasioglossum (Homalictus) punctatus,Lasioglossum,Homalictus,punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,VIC,Brisbane Ranges National Park,-37.8725051,144.1658051,19/08/82-7/10/82,Aug - Oct,1982,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
Acacia,myrtifolia,Acacia myrtifolia,Fabaceae,Lasioglossum (Parasphecodes) sp.,Lasioglossum,Parasphecodes,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,5,VIC,Brisbane Ranges National Park,-37.8725051,144.1658051,19/08/82-7/10/82,Aug - Oct,1982,"Bernhardt, P. (1987). A comparison of the diversity, density, and foraging behavior of bees and wasps on Australian Acacia. Annals of the Missouri Botanical Garden, 42-50.",S09,Bernhardt_1987,S,1,1,0,0,1,1,NA,NA
