species,population,individual,leaf_width_mm,leaf_length_mm,leaf_hairs_adult,leaf_shape,latitude,longitude,region,latitude (deg),longitude (deg)
Pultenaea juniperina,3,6,0.876,6.146,1,lanceolate,-42 36 34.210,147 52 54.358,Three Thumbs lookout,-42.6095028,147.8817661
Pultenaea juniperina,3,7,0.672,6.196,1,lanceolate,-42 36 34.210,147 52 54.358,Three Thumbs lookout,-42.6095028,147.8817661
Pultenaea juniperina,3,8,0.748,6.766,1,lanceolate,-42 36 34.210,147 52 54.358,Three Thumbs lookout,-42.6095028,147.8817661
Pultenaea juniperina,3,9,0.87,6.05,1,lanceolate,-42 36 34.210,147 52 54.358,Three Thumbs lookout,-42.6095028,147.8817661
Pultenaea juniperina,3,10,0.718,6.224,1,lanceolate,-42 36 34.210,147 52 54.358,Three Thumbs lookout,-42.6095028,147.8817661
Pultenaea juniperina,4,1,2.156,8.752,1,broadly_lanceolate,-42 10 58.738,148 19 25.537,Freycinet Peninsula,-42.1829828,148.3237603
Pultenaea juniperina,4,2,2.406,8.036,1,broadly_lanceolate,-42 10 58.738,148 19 25.537,Freycinet Peninsula,-42.1829828,148.3237603
Pultenaea juniperina,4,3,2.72,9.42,1,broadly_lanceolate,-42 10 58.738,148 19 25.537,Freycinet Peninsula,-42.1829828,148.3237603
Pultenaea juniperina,4,4,3,7.966,1,broadly_lanceolate,-42 10 58.738,148 19 25.537,Freycinet Peninsula,-42.1829828,148.3237603
Pultenaea juniperina,4,5,2.024,6.862,1,broadly_lanceolate,-42 10 58.738,148 19 25.537,Freycinet Peninsula,-42.1829828,148.3237603
Pultenaea juniperina,4,6,2.168,7.544,1,broadly_lanceolate,-42 10 58.738,148 19 25.537,Freycinet Peninsula,-42.1829828,148.3237603
Pultenaea juniperina,4,7,2.1,7.56,1,broadly_lanceolate,-42 10 58.738,148 19 25.537,Freycinet Peninsula,-42.1829828,148.3237603
Pultenaea juniperina,4,8,1.872,5.88,1,broadly_lanceolate,-42 10 58.738,148 19 25.537,Freycinet Peninsula,-42.1829828,148.3237603
Pultenaea juniperina,4,9,2.9,7.834,1,broadly_lanceolate,-42 10 58.738,148 19 25.537,Freycinet Peninsula,-42.1829828,148.3237603
Pultenaea juniperina,4,10,1.84,7.02,1,broadly_lanceolate,-42 10 58.738,148 19 25.537,Freycinet Peninsula,-42.1829828,148.3237603
Pultenaea juniperina,5,1,2.26,8.36,1,broadly_lanceolate,-42 56 54.511,147 51 58.201,Murdunna,-42.9484753,147.8661669
Pultenaea juniperina,5,2,1.95,6.96,1,broadly_lanceolate,-42 56 54.511,147 51 58.201,Murdunna,-42.9484753,147.8661669
Pultenaea juniperina,5,3,1.88,6.5,1,broadly_lanceolate,-42 56 54.511,147 51 58.201,Murdunna,-42.9484753,147.8661669
Pultenaea juniperina,5,4,1.82,7.856,1,broadly_lanceolate,-42 56 54.511,147 51 58.201,Murdunna,-42.9484753,147.8661669
Pultenaea juniperina,5,5,2.76,7.02,1,broadly_lanceolate,-42 56 54.511,147 51 58.201,Murdunna,-42.9484753,147.8661669
Pultenaea juniperina,5,6,1.96,7.6,1,broadly_lanceolate,-42 56 54.511,147 51 58.201,Murdunna,-42.9484753,147.8661669
Pultenaea juniperina,5,7,1.66,6.27,1,broadly_lanceolate,-42 56 54.511,147 51 58.201,Murdunna,-42.9484753,147.8661669
Pultenaea juniperina,5,8,1.81,6.76,1,broadly_lanceolate,-42 56 54.511,147 51 58.201,Murdunna,-42.9484753,147.8661669
Pultenaea juniperina,5,9,1.7,5.906,1,broadly_lanceolate,-42 56 54.511,147 51 58.201,Murdunna,-42.9484753,147.8661669
Pultenaea juniperina,5,10,1.98,5.82,1,broadly_lanceolate,-42 56 54.511,147 51 58.201,Murdunna,-42.9484753,147.8661669
Pultenaea juniperina,6,1,2.34,7.28,1,broadly_lanceolate,-43  3 28.244,147 56 50.694,Waterfall Bay,-43.0578456,147.947415
Pultenaea juniperina,6,2,2.8,7.74,1,broadly_lanceolate,-43  3 28.244,147 56 50.694,Waterfall Bay,-43.0578456,147.947415
Pultenaea juniperina,6,3,2.6,7.16,1,broadly_lanceolate,-43  3 28.244,147 56 50.694,Waterfall Bay,-43.0578456,147.947415
Pultenaea juniperina,6,4,2.12,6.96,1,broadly_lanceolate,-43  3 28.244,147 56 50.694,Waterfall Bay,-43.0578456,147.947415
Pultenaea juniperina,6,5,1.9,6.11,1,broadly_lanceolate,-43  3 28.244,147 56 50.694,Waterfall Bay,-43.0578456,147.947415
Pultenaea juniperina,6,6,2.26,7.32,1,broadly_lanceolate,-43  3 28.244,147 56 50.694,Waterfall Bay,-43.0578456,147.947415
Pultenaea juniperina,6,7,1.1,4.53,1,broadly_lanceolate,-43  3 28.244,147 56 50.694,Waterfall Bay,-43.0578456,147.947415
Pultenaea juniperina,6,8,2.18,7.46,1,broadly_lanceolate,-43  3 28.244,147 56 50.694,Waterfall Bay,-43.0578456,147.947415
Pultenaea juniperina,6,9,1.72,6.17,1,broadly_lanceolate,-43  3 28.244,147 56 50.694,Waterfall Bay,-43.0578456,147.947415
Pultenaea juniperina,6,10,2.58,7.52,1,broadly_lanceolate,-43  3 28.244,147 56 50.694,Waterfall Bay,-43.0578456,147.947415
Pultenaea juniperina,7,1,1.624,6.04,1,broadly_lanceolate,-43  2 40.528,147 45 2.468,Prices Bay,-43.0445911,147.7506856
Pultenaea juniperina,7,2,1.75,5.86,1,broadly_lanceolate,-43  2 40.528,147 45 2.468,Prices Bay,-43.0445911,147.7506856
Pultenaea juniperina,7,3,1.52,5.18,1,broadly_lanceolate,-43  2 40.528,147 45 2.468,Prices Bay,-43.0445911,147.7506856
Pultenaea juniperina,7,4,2.534,7.2,1,broadly_lanceolate,-43  2 40.528,147 45 2.468,Prices Bay,-43.0445911,147.7506856
Pultenaea juniperina,7,5,1.592,5.392,1,broadly_lanceolate,-43  2 40.528,147 45 2.468,Prices Bay,-43.0445911,147.7506856
Pultenaea juniperina,7,6,1.67,5.514,1,broadly_lanceolate,-43  2 40.528,147 45 2.468,Prices Bay,-43.0445911,147.7506856
Pultenaea juniperina,7,7,1.26,5.274,1,broadly_lanceolate,-43  2 40.528,147 45 2.468,Prices Bay,-43.0445911,147.7506856
Pultenaea juniperina,7,8,1.094,5.676,1,broadly_lanceolate,-43  2 40.528,147 45 2.468,Prices Bay,-43.0445911,147.7506856
Pultenaea juniperina,7,9,1.6,6.71,1,broadly_lanceolate,-43  2 40.528,147 45 2.468,Prices Bay,-43.0445911,147.7506856
Pultenaea juniperina,7,10,2.08,5.76,1,broadly_lanceolate,-43  2 40.528,147 45 2.468,Prices Bay,-43.0445911,147.7506856
Pultenaea juniperina,8,1,3.36,14.28,1,lanceolate,-41 12 31.616,146 42 33.867,North Dazzler,-41.2087822,146.7094075
Pultenaea juniperina,8,2,2.8,11.93,1,lanceolate,-41 12 31.616,146 42 33.867,North Dazzler,-41.2087822,146.7094075
Pultenaea juniperina,8,3,2.106,10.96,1,lanceolate,-41 12 31.616,146 42 33.867,North Dazzler,-41.2087822,146.7094075
Pultenaea juniperina,8,4,3,13.66,1,lanceolate,-41 12 31.616,146 42 33.867,North Dazzler,-41.2087822,146.7094075
Pultenaea juniperina,8,5,3.19,10.79,1,lanceolate,-41 12 31.616,146 42 33.867,North Dazzler,-41.2087822,146.7094075
Pultenaea juniperina,8,6,1.876,10.346,1,lanceolate,-41 12 31.616,146 42 33.867,North Dazzler,-41.2087822,146.7094075
Pultenaea juniperina,8,7,3.548,11.04,1,lanceolate,-41 12 31.616,146 42 33.867,North Dazzler,-41.2087822,146.7094075
Pultenaea juniperina,8,8,2.8,12.6,1,lanceolate,-41 12 31.616,146 42 33.867,North Dazzler,-41.2087822,146.7094075
Pultenaea juniperina,8,9,2.78,10.6,1,lanceolate,-41 12 31.616,146 42 33.867,North Dazzler,-41.2087822,146.7094075
Pultenaea juniperina,8,10,2.1,10.71,1,lanceolate,-41 12 31.616,146 42 33.867,North Dazzler,-41.2087822,146.7094075
Pultenaea juniperina,9,1,3.34,12.04,1,broadly_lanceolate,-41 12 31.616,146 42 33.867,South Dazzler,-41.2087822,146.7094075
Pultenaea juniperina,9,2,2.648,9.02,1,broadly_lanceolate,-41 14 36.812,146 43 49.875,South Dazzler,-41.2435589,146.7305208
Pultenaea juniperina,9,3,2.92,10.64,1,broadly_lanceolate,-41 14 36.812,146 43 49.875,South Dazzler,-41.2435589,146.7305208
Pultenaea juniperina,9,4,3.1,12.092,1,broadly_lanceolate,-41 14 36.812,146 43 49.875,South Dazzler,-41.2435589,146.7305208
Pultenaea juniperina,9,5,2.76,10.78,1,lanceolate,-41 14 36.812,146 43 49.875,South Dazzler,-41.2435589,146.7305208
Pultenaea juniperina,9,6,2.02,8.4,1,lanceolate,-41 14 36.812,146 43 49.875,South Dazzler,-41.2435589,146.7305208
Pultenaea juniperina,9,7,2.97,10.26,1,broadly_lanceolate,-41 14 36.812,146 43 49.875,South Dazzler,-41.2435589,146.7305208
Pultenaea juniperina,9,8,2.92,9.18,1,broadly_lanceolate,-41 14 36.812,146 43 49.875,South Dazzler,-41.2435589,146.7305208
Pultenaea juniperina,9,9,2.46,13,1,lanceolate,-41 14 36.812,146 43 49.875,South Dazzler,-41.2435589,146.7305208
Pultenaea juniperina,9,10,3.32,10.48,1,broadly_lanceolate,-41 14 36.812,146 43 49.875,South Dazzler,-41.2435589,146.7305208
Pultenaea juniperina,10,1,0.98,7.04,1,lanceolate,-42 54 55.354,147 18 58.087,Mt Nelson,-42.9153761,147.3161353
Pultenaea juniperina,10,2,1.04,8.14,1,lanceolate,-42 54 55.354,147 18 58.087,Mt Nelson,-42.9153761,147.3161353
Pultenaea juniperina,10,3,1.04,8.66,1,lanceolate,-42 54 55.354,147 18 58.087,Mt Nelson,-42.9153761,147.3161353
Pultenaea juniperina,10,4,0.96,7.58,1,lanceolate,-42 54 55.354,147 18 58.087,Mt Nelson,-42.9153761,147.3161353
Pultenaea juniperina,10,5,1.012,8.28,1,lanceolate,-42 54 55.354,147 18 58.087,Mt Nelson,-42.9153761,147.3161353
Pultenaea juniperina,10,6,0.72,5.56,1,lanceolate,-42 54 55.354,147 18 58.087,Mt Nelson,-42.9153761,147.3161353
Pultenaea juniperina,10,7,0.98,6.92,1,lanceolate,-42 54 55.354,147 18 58.087,Mt Nelson,-42.9153761,147.3161353
Pultenaea juniperina,10,8,0.92,11.1,1,lanceolate,-42 54 55.354,147 18 58.087,Mt Nelson,-42.9153761,147.3161353
Pultenaea juniperina,10,9,0.84,6.66,1,lanceolate,-42 54 55.354,147 18 58.087,Mt Nelson,-42.9153761,147.3161353
Pultenaea juniperina,10,10,0.68,8.58,1,lanceolate,-42 54 55.354,147 18 58.087,Mt Nelson,-42.9153761,147.3161353
Pultenaea juniperina,11,1,0.86,6.62,1,linear,-42 53 23.528,147 14 8.882,kunanyi/Mt Wellington Chalet,-42.8898689,147.2358006
Pultenaea juniperina,11,2,0.82,7.78,1,linear,-42 53 23.528,147 14 8.882,kunanyi/Mt Wellington Chalet,-42.8898689,147.2358006
Pultenaea juniperina,11,3,0.84,7.9,1,linear,-42 53 23.528,147 14 8.882,kunanyi/Mt Wellington Chalet,-42.8898689,147.2358006
Pultenaea juniperina,11,4,1.08,8.76,1,linear,-42 53 23.528,147 14 8.882,kunanyi/Mt Wellington Chalet,-42.8898689,147.2358006
Pultenaea juniperina,11,5,0.98,7.968,1,linear,-42 53 23.528,147 14 8.882,kunanyi/Mt Wellington Chalet,-42.8898689,147.2358006
Pultenaea juniperina,11,6,0.94,6.48,1,linear,-42 53 23.528,147 14 8.882,kunanyi/Mt Wellington Chalet,-42.8898689,147.2358006
Pultenaea juniperina,11,7,1.06,8.54,1,linear,-42 53 23.528,147 14 8.882,kunanyi/Mt Wellington Chalet,-42.8898689,147.2358006
Pultenaea juniperina,11,8,0.72,5.9,1,linear,-42 53 23.528,147 14 8.882,kunanyi/Mt Wellington Chalet,-42.8898689,147.2358006
Pultenaea juniperina,11,9,0.94,8.4,1,linear,-42 53 23.528,147 14 8.882,kunanyi/Mt Wellington Chalet,-42.8898689,147.2358006
Pultenaea juniperina,11,10,0.9,7.76,1,linear,-42 53 23.528,147 14 8.882,kunanyi/Mt Wellington Chalet,-42.8898689,147.2358006
Pultenaea juniperina,12,1,0.84,7.14,1,lanceolate,-43 27 57.202,147  8 58.466,Bruny Island,-43.4658894,147.1495739
Pultenaea juniperina,12,2,1.02,8.62,1,lanceolate,-43 27 57.202,147  8 58.466,Bruny Island,-43.4658894,147.1495739
Pultenaea juniperina,12,3,0.86,7.36,1,lanceolate,-43 27 57.202,147  8 58.466,Bruny Island,-43.4658894,147.1495739
Pultenaea juniperina,12,4,0.76,6.46,1,lanceolate,-43 27 57.202,147  8 58.466,Bruny Island,-43.4658894,147.1495739
Pultenaea juniperina,12,5,0.76,7.08,1,lanceolate,-43 27 57.202,147  8 58.466,Bruny Island,-43.4658894,147.1495739
Pultenaea juniperina,12,6,0.78,6.5,1,lanceolate,-43 27 57.202,147  8 58.466,Bruny Island,-43.4658894,147.1495739
Pultenaea juniperina,12,7,0.76,7.5,1,lanceolate,-43 27 57.202,147  8 58.466,Bruny Island,-43.4658894,147.1495739
Pultenaea juniperina,12,8,0.86,5.54,1,lanceolate,-43 27 57.202,147  8 58.466,Bruny Island,-43.4658894,147.1495739
Pultenaea juniperina,12,9,0.78,7.48,1,lanceolate,-43 27 57.202,147  8 58.466,Bruny Island,-43.4658894,147.1495739
Pultenaea juniperina,12,10,0.8,4.96,1,lanceolate,-43 27 57.202,147  8 58.466,Bruny Island,-43.4658894,147.1495739
Pultenaea juniperina,13,1,1.42,6.66,1,broadly_lanceolate,-41 16 16.277,147 58 12.442,Pyengana,-41.2711881,147.9701228
Pultenaea juniperina,13,2,1.64,6.58,1,broadly_lanceolate,-41 16 16.277,147 58 12.442,Pyengana,-41.2711881,147.9701228
Pultenaea juniperina,13,3,1.62,6.78,1,broadly_lanceolate,-41 16 16.277,147 58 12.442,Pyengana,-41.2711881,147.9701228
Pultenaea juniperina,13,4,1.4,7.48,1,broadly_lanceolate,-41 16 16.277,147 58 12.442,Pyengana,-41.2711881,147.9701228
Pultenaea juniperina,13,5,1.24,5.62,1,broadly_lanceolate,-41 16 16.277,147 58 12.442,Pyengana,-41.2711881,147.9701228
Pultenaea juniperina,13,6,1.46,6.68,1,broadly_lanceolate,-41 16 16.277,147 58 12.442,Pyengana,-41.2711881,147.9701228
Pultenaea juniperina,13,7,1.32,6.732,1,broadly_lanceolate,-41 16 16.277,147 58 12.442,Pyengana,-41.2711881,147.9701228
Pultenaea juniperina,13,8,1.22,7.16,1,broadly_lanceolate,-41 16 16.277,147 58 12.442,Pyengana,-41.2711881,147.9701228
Pultenaea juniperina,13,9,1.24,8.08,1,broadly_lanceolate,-41 16 16.277,147 58 12.442,Pyengana,-41.2711881,147.9701228
Pultenaea juniperina,13,10,1.52,7.44,1,broadly_lanceolate,-41 16 16.277,147 58 12.442,Pyengana,-41.2711881,147.9701228
Pultenaea juniperina,14,1,2.34,8.94,1,broadly_lanceolate,-41 15 27.400,148  3 1.696,Goulds Country,-41.2576111,148.0504711
Pultenaea juniperina,14,2,1.22,5.64,1,broadly_lanceolate,-41 15 27.400,148  3 1.696,Goulds Country,-41.2576111,148.0504711
Pultenaea juniperina,14,3,1.2,5.82,1,broadly_lanceolate,-41 15 27.400,148  3 1.696,Goulds Country,-41.2576111,148.0504711
Pultenaea juniperina,14,4,1.38,5.6,1,broadly_lanceolate,-41 15 27.400,148  3 1.696,Goulds Country,-41.2576111,148.0504711
Pultenaea juniperina,14,5,1.14,6.02,1,broadly_lanceolate,-41 15 27.400,148  3 1.696,Goulds Country,-41.2576111,148.0504711
Pultenaea juniperina,14,6,1.02,6.38,1,broadly_lanceolate,-41 15 27.400,148  3 1.696,Goulds Country,-41.2576111,148.0504711
Pultenaea juniperina,14,7,1.74,8.9,1,broadly_lanceolate,-41 15 27.400,148  3 1.696,Goulds Country,-41.2576111,148.0504711
Pultenaea juniperina,14,8,1.28,6.64,1,broadly_lanceolate,-41 15 27.400,148  3 1.696,Goulds Country,-41.2576111,148.0504711
Pultenaea juniperina,14,9,1.74,7.46,1,broadly_lanceolate,-41 15 27.400,148  3 1.696,Goulds Country,-41.2576111,148.0504711
Pultenaea juniperina,14,10,1.18,6.7,1,broadly_lanceolate,-41 15 27.400,148  3 1.696,Goulds Country,-41.2576111,148.0504711
Pultenaea juniperina,15,1,1.02,6.3,1,linear,-41 42 36.603,146 43 40.901,Projection Bluff,-41.7101675,146.7280281
Pultenaea juniperina,15,2,0.86,5.78,1,linear,-41 42 36.603,146 43 40.901,Projection Bluff,-41.7101675,146.7280281
Pultenaea juniperina,15,3,1.14,6.44,1,linear,-41 42 36.603,146 43 40.901,Projection Bluff,-41.7101675,146.7280281
Pultenaea juniperina,15,4,1.16,6.98,1,lanceolate,-41 42 36.603,146 43 40.901,Projection Bluff,-41.7101675,146.7280281
Pultenaea juniperina,15,5,1.24,5.58,1,lanceolate,-41 42 36.603,146 43 40.901,Projection Bluff,-41.7101675,146.7280281
Pultenaea juniperina,15,6,1.24,6.64,1,lanceolate,-41 42 36.603,146 43 40.901,Projection Bluff,-41.7101675,146.7280281
Pultenaea juniperina,15,7,0.88,6.92,1,linear,-41 42 36.603,146 43 40.901,Projection Bluff,-41.7101675,146.7280281
Pultenaea juniperina,15,8,0.78,5.1,1,linear,-41 42 36.603,146 43 40.901,Projection Bluff,-41.7101675,146.7280281
Pultenaea juniperina,15,9,0.9,5.24,1,lanceolate,-41 42 36.603,146 43 40.901,Projection Bluff,-41.7101675,146.7280281
Pultenaea juniperina,15,10,0.86,6.7,1,linear,-41 42 36.603,146 43 40.901,Projection Bluff,-41.7101675,146.7280281
Pultenaea juniperina,16,1,0.6,4.7,0,linear,-41 58 44.801,146 40 54.054,Miena,-41.9791114,146.6816817
Pultenaea juniperina,16,2,0.68,5.28,0,linear,-41 58 44.801,146 40 54.054,Miena,-41.9791114,146.6816817
Pultenaea juniperina,16,3,0.812,5.12,1,linear,-41 58 44.801,146 40 54.054,Miena,-41.9791114,146.6816817
Pultenaea juniperina,16,4,0.84,4.952,0,linear,-41 58 44.801,146 40 54.054,Miena,-41.9791114,146.6816817
Pultenaea juniperina,16,5,0.8,5.38,1,linear,-41 58 44.801,146 40 54.054,Miena,-41.9791114,146.6816817
Pultenaea juniperina,16,6,0.74,5.1,1,linear,-41 58 44.801,146 40 54.054,Miena,-41.9791114,146.6816817
Pultenaea juniperina,16,7,0.78,5.28,1,linear,-41 58 44.801,146 40 54.054,Miena,-41.9791114,146.6816817
Pultenaea juniperina,16,8,0.66,4.64,1,linear,-41 58 44.801,146 40 54.054,Miena,-41.9791114,146.6816817
Pultenaea juniperina,16,9,0.9,5.17,1,linear,-41 58 44.801,146 40 54.054,Miena,-41.9791114,146.6816817
Pultenaea juniperina,16,10,0.84,5.1,1,linear,-41 58 44.801,146 40 54.054,Miena,-41.9791114,146.6816817
Pultenaea juniperina,17,1,0.98,6.64,1,linear,-41 53 33.803,146 39 18.436,Liawenee,-41.8927231,146.6551211
Pultenaea juniperina,17,2,0.72,5.32,1,linear,-41 53 33.803,146 39 18.436,Liawenee,-41.8927231,146.6551211
Pultenaea juniperina,17,3,0.76,6.28,1,linear,-41 53 33.803,146 39 18.436,Liawenee,-41.8927231,146.6551211
Pultenaea juniperina,17,4,0.78,6.44,1,linear,-41 53 33.803,146 39 18.436,Liawenee,-41.8927231,146.6551211
Pultenaea juniperina,17,5,0.8,5.34,1,linear,-41 53 33.803,146 39 18.436,Liawenee,-41.8927231,146.6551211
Pultenaea juniperina,17,6,0.7,5.86,1,linear,-41 53 33.803,146 39 18.436,Liawenee,-41.8927231,146.6551211
Pultenaea juniperina,17,7,0.9,5.18,1,linear,-41 53 33.803,146 39 18.436,Liawenee,-41.8927231,146.6551211
Pultenaea juniperina,17,8,0.76,5.26,1,linear,-41 53 33.803,146 39 18.436,Liawenee,-41.8927231,146.6551211
Pultenaea juniperina,17,9,0.84,6.88,1,linear,-41 53 33.803,146 39 18.436,Liawenee,-41.8927231,146.6551211
Pultenaea juniperina,17,10,0.74,4.7,1,linear,-41 53 33.803,146 39 18.436,Liawenee,-41.8927231,146.6551211
Pultenaea juniperina,18,1,1.02,6.36,1,lanceolate,-41 42 11.403,146 43 11.844,Quamby Bluff,-41.7031675,146.7199567
Pultenaea juniperina,18,2,1.092,5.78,1,linear,-41 42 11.403,146 43 11.844,Quamby Bluff,-41.7031675,146.7199567
Pultenaea juniperina,18,3,0.84,8.3,1,lanceolate,-41 42 11.403,146 43 11.844,Quamby Bluff,-41.7031675,146.7199567
Pultenaea juniperina,18,4,0.96,6.5,1,lanceolate,-41 42 11.403,146 43 11.844,Quamby Bluff,-41.7031675,146.7199567
Pultenaea juniperina,18,5,0.94,6.76,1,lanceolate,-41 42 11.403,146 43 11.844,Quamby Bluff,-41.7031675,146.7199567
Pultenaea juniperina,18,6,0.88,5.6,1,lanceolate,-41 42 11.403,146 43 11.844,Quamby Bluff,-41.7031675,146.7199567
Pultenaea juniperina,18,7,0.88,7.08,1,lanceolate,-41 42 11.403,146 43 11.844,Quamby Bluff,-41.7031675,146.7199567
Pultenaea juniperina,18,8,0.88,5.8,1,lanceolate,-41 42 11.403,146 43 11.844,Quamby Bluff,-41.7031675,146.7199567
Pultenaea juniperina,18,9,1.24,6.48,1,lanceolate,-41 42 11.403,146 43 11.844,Quamby Bluff,-41.7031675,146.7199567
Pultenaea juniperina,18,10,1.14,6.18,1,lanceolate,-41 42 11.403,146 43 11.844,Quamby Bluff,-41.7031675,146.7199567
