Plant genus,Plant species,Plant scientific name,Plant family,Animal species binomial name,Animal genus,Animal subgenus,Animal species,Animal family,Animal subfamily,Animal common name,Animal class,Animal order,No. of visitors,Location - State,Nearest named place,Latitude (S),Longitude (E),Date,Month,Year,Reference,Dataset_ID,"Observation type (Observational (O), Survey (S), Experimental (E ), Pollen-grains only (P), DNA (D))","Taxanomic verfication (1, 0)","Physical speciman (1, 0)","Photo (1, 0)","Geographic location (1, 0)","Date of collection (1, 0)","No visitors recorded (0,1)",Comments,Pollinator match column,Pollinator match value,location_name,Pollinator taxon name
Acacia,pulchella,Acacia pulchella ,Mimosaceae,Diphucephala sp.,Diphucephala,,sp.,Scarabaeidae,Melolonthinae,Scarab beetle,Insecta ,Coleoptera,,WA,King's Park,31.57,115.5,,,,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,0,0,Reference in Brown et al. (1997):146,Animal order,Coleoptera,King's Park,Diphucephala sp.
Acacia,pulchella,Acacia pulchella ,Mimosaceae,Zosterops lateralis,Zosterops,,lateralis,Zosteropidae,,Silvereye,Aves,Passeriformes,,WA,North Lake,32.05,115.49,5/8/1979,Aug,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):78,Animal family,Zosteropidae,North Lake_1,Zosterops lateralis
Acacia,pyrifolia,Acacia pyrifolia ,Mimosaceae,Ctenocolletes centralis,Ctenocolletes,,centralis,Stenotritidae,,Stenotritid bee,Insecta ,Hymenoptera,,WA,SW of Mt Leake,25.47,119.1,16/8/1984,Aug,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):117,Animal family,Stenotritidae,SW of Mt Leake,Ctenocolletes centralis
Acacia,saligna,Acacia saligna ,Mimosaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Badjaling Reserve,31.59,117.3,10/5/1975,May,1975,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):51,Animal family,Meliphagidae,Badjaling Reserve_1,Lichmera indistincta
Acacia,sclerophylla,Acacia sclerophylla ,Mimosaceae,Neocleptria punctifera,Heliothis,,punctifera,Noctuidae,Heliothinae ,Noctuid moth,Insecta ,Lepidoptera,,WA,"Hamelin Pool, Shark Bay",26.24,114.1,15/8/1988,Aug,1988,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):156,Animal order,Lepidoptera,"Hamelin Pool, Shark Bay_1",Neocleptria punctifera
Acacia,sp.,Acacia sp. ,Mimosaceae,Bubastes sp.,Bubastes,,sp.,Buprestidae,Buprestinae,Jewel beetle,Insecta ,Coleoptera,,WA,10 km S of Nanutarra,22.4,115.29,5/9/1988,Sep,1988,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):87,Animal order,Coleoptera,10 km S of Nanutarra_1,Bubastes sp.
Acacia,sp.,Acacia sp. ,Mimosaceae,Bubastes sp.,Bubastes,,sp.,Buprestidae,Buprestinae,Jewel beetle,Insecta ,Coleoptera,,WA,Sandfire Roadhouse,19.46,121.05,3/5/1988,May,1988,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):87,Animal order,Coleoptera,Sandfire Roadhouse_1,Bubastes sp.
Acacia,sp.,Acacia sp. ,Mimosaceae,Ctenocolletes centralis,Ctenocolletes,,centralis,Stenotritidae,,Stenotritid bee,Insecta ,Hymenoptera,,WA,W of Lorna Glen HS,26.13,121.33,10/8/1983,Aug,1983,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):117,Animal family,Stenotritidae,W of Lorna Glen HS_1,Ctenocolletes centralis
Acacia,sp.,Acacia sp. ,Mimosaceae,Ctenocolletes nicholsoni,Ctenocolletes,,nicholsoni,Stenotritidae,,Stenotritid bee,Insecta ,Hymenoptera,,WA,11 km ENE of Anketell HS,28.02,118.51,4/9/1981,Sep,1981,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):113,Animal family,Stenotritidae,11 km ENE of Anketell HS,Ctenocolletes nicholsoni
Acacia,sp.,Acacia sp. ,Mimosaceae,Diphucephala sp.,Diphucephala,,sp.,Scarabaeidae,Melolonthinae,Scarab beetle,Insecta ,Coleoptera,,WA,"Mowen Rd, Mowen",33.56,115.11,12/9/1985,Sep,1985,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):229,Animal order,Coleoptera,"Mowen Rd, Mowen_1",Diphucephala sp.
Acacia,sp.,Acacia sp. ,Mimosaceae,Hylaeus elegans,Hylaeus,Euprosopis,elegans,Colletidae,Hylaeinae,Hylaeine bee,Insecta ,Hymenoptera,,WA,22 km N of Bullfinch,30.59,119.07,18/9/1979,Sep,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):111,Animal family,Colletidae,22 km N of Bullfinch,Hylaeus elegans
Acacia,sp.,Acacia sp. ,Mimosaceae,Hylaeus elegans,Hylaeus,Euprosopis,elegans,Colletidae,Hylaeinae,Hylaeine bee,Insecta ,Hymenoptera,,WA,8 km WSW of Manunda RH,26.32,125.21,14/9/1982,Sep,1982,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):111,Animal family,Colletidae,8 km WSW of Manunda RH_1,Hylaeus elegans
Acacia,sp.,Acacia sp. ,Mimosaceae,Neocleptria punctifera,Heliothis,,punctifera,Noctuidae,Heliothinae ,Noctuid moth,Insecta ,Lepidoptera,,WA,Mitchell Plateau,15,126,,,,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,0,0,Reference in Brown et al. (1997):127,Animal order,Lepidoptera,Mitchell Plateau_1,Neocleptria punctifera
Acacia,sp.,Acacia sp. ,Mimosaceae,Neocuris sp.,Neocuris,,sp.,Buprestidae,Buprestinae,Jewel beetle,Insecta ,Coleoptera,,WA,Balgo Hills,20.07,127.48,31/1/1986,Jan,1986,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):87,Animal order,Coleoptera,Balgo Hills_1,Neocuris sp.
Acacia,sp.,Acacia sp. ,Mimosaceae,Xylocopa (Koptortosoma) sp.,Xylocopa,Koptortosoma,sp.,Apidae,Xylocopinae,Great Carpenter Bee,Insecta ,Hymenoptera,,WA,Kimberley,,,15/4/1973,Apr,1973,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):110,Animal genus,Xylocopa,unknown,Xylocopa (Koptortosoma) sp.
Acacia,spathulifolia,Acacia spathulifolia ,Mimosaceae,Apis mellifera,Apis,,mellifera,Apidae,Apinae,European Honey-bee,Insecta ,Hymenoptera,,WA,"Beekeepers Reserve, S of Dongara",29.5,115,27/8/1986,Aug,1986,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):245,Animal species binomial name,Apis mellifera,"Beekeepers Reserve, S of Dongara_1",Apis mellifera
Acacia,tetragononphylla,Acacia tetragonophylla ,Mimosaceae,Ctenocolletes centralis,Ctenocolletes,,centralis,Stenotritidae,,Stenotritid bee,Insecta ,Hymenoptera,,WA,WNW of Wiluna,26.1,120.1,27/7/1983,Jul,1983,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):117,Animal family,Stenotritidae,WNW of Wiluna_1,Ctenocolletes centralis
Acacia,tetragononphylla,Acacia tetragonophylla ,Mimosaceae,Ctenocolletes nicholsoni,Ctenocolletes,,nicholsoni,Stenotritidae,,Stenotritid bee,Insecta ,Hymenoptera,,WA,Meleya Well,28.58,117.12,28/8/1981,Aug,1981,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):113,Animal family,Stenotritidae,Meleya Well,Ctenocolletes nicholsoni
Acrotriche,cordata,Acrotriche cordata ,Epacridaceae,Muscidae sp.,,,sp.,Muscidae,,Muscid fly ,Insecta ,Diptera,,WA,Cape Arid National Park,33.29,123.25,,,,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,0,0,Reference in Brown et al. (1997):143,Animal order,Diptera,Cape Arid National Park_1,Muscidae sp.
Actinodium,cunninghamii,Actinodium cunninghamii ,Myrtaceae,Diptera sp.,Diptera,,sp.,,,Gnat ,Insecta ,Diptera,,WA,Albany,35.02,117.53,15/6/1979,Jun,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):146,Animal order,Diptera,Albany_1,Diptera sp.
Actinodium,cunninghamii,Actinodium cunninghamii ,Myrtaceae,Lycaenidae sp.,,,,Lycaenidae,,Lycaenid butterfly ,Insecta ,Lepidoptera,,WA,Albany,35.02,117.53,15/6/1979,Jun,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):146,Animal order,Lepidoptera,Albany_1,Lycaenidae sp.
Adansonia,gregorii,Adansonia gregorii ,Bombacaceae,Agrius convolvuli,Agrius,,convolvuli,Sphingidae,Sphinginae,Sphingid moth,Insecta ,Lepidoptera,,WA,"Oscar Range, Kimberley",18.02,125.3,15/1/1990,Jan,1990,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):13,Animal order,Lepidoptera,"Oscar Range, Kimberley",Agrius convolvuli
Adansonia,gregorii,Adansonia gregorii ,Bombacaceae,Certhionyx pectoralis,Certhionyx,,pectoralis,Meliphagidae,Meliphaginae,Banded honeyeater,Aves,Passeriformes,,WA,"Oscar Range, Kimberley",18.02,125.3,15/1/1990,Jan,1990,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):13,Animal family,Meliphagidae,"Oscar Range, Kimberley",Certhionyx pectoralis
Adansonia,gregorii,Adansonia gregorii ,Bombacaceae,Lichenostomus plumulus,Lichenostomus,,plumulus,Meliphagidae,Meliphaginae,Grey-fronted Honeyeater,Aves,Passeriformes,,WA,"Oscar Range, Kimberley",18.02,125.3,15/1/1990,Jan,1990,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):13,Animal family,Meliphagidae,"Oscar Range, Kimberley",Lichenostomus plumulus
Adansonia,gregorii,Adansonia gregorii ,Bombacaceae,Lichenostomus virescens,Lichenostomus,,virescens,Meliphagidae,Meliphaginae,Singing honeyeater,Aves,Passeriformes,,WA,"Oscar Range, Kimberley",18.02,125.3,15/1/1990,Jan,1990,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):13,Animal family,Meliphagidae,"Oscar Range, Kimberley",Lichenostomus virescens
Adansonia,gregorii,Adansonia gregorii ,Bombacaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,"Oscar Range, Kimberley",18.02,125.3,15/1/1990,Jan,1990,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):13,Animal family,Meliphagidae,"Oscar Range, Kimberley",Lichmera indistincta
Adansonia,gregorii,Adansonia gregorii ,Bombacaceae,Manorina flavigula,Manorina,,flavigula,Meliphagidae,Meliphaginae,Yellow-throated Miner,Aves,Passeriformes,,WA,"Oscar Range, Kimberley",18.02,125.3,15/1/1990,Jan,1990,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):13,Animal family,Meliphagidae,"Oscar Range, Kimberley",Manorina flavigula
Adansonia,gregorii,Adansonia gregorii ,Bombacaceae,Philemon citreogularis,Philemon,,citreogularis,Meliphagidae,Meliphaginae,Little friarbird,Aves ,Passeriformes,,WA,"Oscar Range, Kimberley",18.02,125.3,15/1/1990,Jan,1990,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):13,Animal family,Meliphagidae,"Oscar Range, Kimberley",Philemon citreogularis
Adansonia,gregorii,Adansonia gregorii ,Bombacaceae,Trichoglossus haematodus,Trichoglossus,,haematodus,Psittacidae,Loriinae,Rainbow lorikeet,Aves,Psittaciformes,,WA,"Oscar Range, Kimberley",18.02,125.3,15/1/1990,Jan,1990,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):13,Animal family,Psittacidae,"Oscar Range, Kimberley",Trichoglossus haematodus
Adansonia,gregorii,Adansonia gregorii ,Bombacaceae,Zosterops luteus,Zosterops,,luteus,Zosteropidae,,Yellow White-eye,Aves,Passeriformes,,WA,"Oscar Range, Kimberley",18.02,125.3,15/1/1990,Jan,1990,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):13,Animal family,Zosteropidae,"Oscar Range, Kimberley",Zosterops luteus
Adenanthos,argyreus,Adenanthos argyreus ,Proteaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Wongamine Nature Reserve,31.29,116.4,15/1/1982,Jan,1982,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):35,Animal family,Meliphagidae,Wongamine Nature Reserve,Lichmera indistincta
Adenanthos,argyreus,Adenanthos argyreus ,Proteaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Wongamine Nature Reserve,31.29,116.4,15/2/1982,Feb,1982,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):35,Animal family,Meliphagidae,Wongamine Nature Reserve,Lichmera indistincta
Adenanthos,argyreus,Adenanthos argyreus ,Proteaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Wongamine Nature Reserve,31.29,116.4,15/3/1982,Mar,1982,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):35,Animal family,Meliphagidae,Wongamine Nature Reserve,Lichmera indistincta
