Plant genus,Plant species,Plant scientific name,Plant family,Animal species binomial name,Animal genus,Animal subgenus,Animal species,Animal family,Animal subfamily,Animal common name,Animal class,Animal order,No. of visitors,Location - State,Nearest named place,Latitude (S),Longitude (E),Date,Month,Year,Reference,Dataset_ID,"Observation type (Observational (O), Survey (S), Experimental (E ), Pollen-grains only (P), DNA (D))","Taxanomic verfication (1, 0)","Physical speciman (1, 0)","Photo (1, 0)","Geographic location (1, 0)","Date of collection (1, 0)","No visitors recorded (0,1)",Comments,Pollinator match column,Pollinator match value,location_name,Pollinator taxon name
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Boyagin,312.28,116.54,19/7/1987,Jul,1987,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,unknown,Lichmera indistincta
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Boyagin Rock,32.28,116.54,10/7/1980,Jul,1980,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,Boyagin Rock,Lichmera indistincta
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Chiddarcooping Hill,30.54,118.4,7/6/1979,Jun,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):98,Animal family,Meliphagidae,Chiddarcooping Hill_2,Lichmera indistincta
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Chiddarcooping Hill,30.54,118.4,1/8/1979,Aug,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):98,Animal family,Meliphagidae,Chiddarcooping Hill_2,Lichmera indistincta
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Chiddarcooping Nature Reserve,30.54,118.4,15/8/1981,Aug,1981,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,Chiddarcooping Nature Reserve_2,Lichmera indistincta
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Chiddarcooping Nature Reserve,30.54,118.4,13/4/1984,Apr,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,Chiddarcooping Nature Reserve_2,Lichmera indistincta
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Chiddarcooping Nature Reserve,30.54,118.4,21/7/1984,Jul,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,Chiddarcooping Nature Reserve_2,Lichmera indistincta
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Chutawalakin Hill,30.55,118.43,8/6/1979,Jun,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):98,Animal family,Meliphagidae,Chutawalakin Hill,Lichmera indistincta
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Kalguddering Hill,30.58,116.45,25/8/1979,Aug,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):98,Animal family,Meliphagidae,Kalguddering Hill,Lichmera indistincta
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Mount Caroline,31.48,117.38,10/6/1978,Jun,1978,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):98,Animal family,Meliphagidae,Mount Caroline,Lichmera indistincta
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Mount Caroline,31.48,117.38,19/9/1978,Sep,1978,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):98,Animal family,Meliphagidae,Mount Caroline,Lichmera indistincta
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Mount Caroline,31.48,117.38,16/6/1979,Jun,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):41,Animal family,Meliphagidae,Mount Caroline,Lichmera indistincta
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Mount Caroline,31.48,117.38,15/7/1979,Jul,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):41,Animal family,Meliphagidae,Mount Caroline,Lichmera indistincta
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Mount Caroline,31.48,117.38,30/7/1979,Jul,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):98,Animal family,Meliphagidae,Mount Caroline,Lichmera indistincta
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Ongerup,33.55,118.25,15/7/1978,Jul,1978,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):172,Animal family,Meliphagidae,Ongerup_1,Lichmera indistincta
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Ongerup,33.55,118.25,15/8/1978,Aug,1978,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):172,Animal family,Meliphagidae,Ongerup_1,Lichmera indistincta
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Yanneymooning Hill,30.42,118.34,8/8/1984,Aug,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,Yanneymooning Hill,Lichmera indistincta
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Manorina flavigula,Manorina,,flavigula,Meliphagidae,Meliphaginae,Yellow-throated Miner,Aves,Passeriformes,,WA,Ongerup,33.55,118.25,15/7/1978,Jul,1978,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):172,Animal family,Meliphagidae,Ongerup_1,Manorina flavigula
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Manorina flavigula,Manorina,,flavigula,Meliphagidae,Meliphaginae,Yellow-throated Miner,Aves,Passeriformes,,WA,Ongerup,33.55,118.25,15/8/1978,Aug,1978,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):172,Animal family,Meliphagidae,Ongerup_1,Manorina flavigula
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Melithreptus brevirostris,Melithreptus,,brevirostris,Meliphagidae,Meliphaginae,Brown-headed Honeyeater,Aves,Passeriformes,,WA,Ongerup,33.55,118.25,15/7/1978,Jul,1978,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):172,Animal family,Meliphagidae,Ongerup_1,Melithreptus brevirostris
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Melithreptus lunatus,Melithreptus,,lunatus,Meliphagidae,Meliphaginae,White-naped Honeyeater,Aves,Passeriformes,,WA,Boyagin,32.28,116.54,30/7/1984,Jul,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,Boyagin,Melithreptus lunatus
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Melithreptus lunatus,Melithreptus,,lunatus,Meliphagidae,Meliphaginae,White-naped Honeyeater,Aves,Passeriformes,,WA,Boyagin,32.28,116.54,19/7/1987,Jul,1987,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,Boyagin,Melithreptus lunatus
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Melithreptus lunatus,Melithreptus,,lunatus,Meliphagidae,Meliphaginae,White-naped Honeyeater,Aves,Passeriformes,,WA,Boyagin Rock,32.28,116.54,10/7/1980,Jul,1980,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,Boyagin Rock,Melithreptus lunatus
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Phylidonyris albifrons,Phylidonyris,,albifrons,Meliphagidae,Meliphaginae,White-fronted Honeyeater,Aves,Passeriformes,,WA,Chiddarcooping Hill,30.54,118.4,9/6/1978,Jun,1978,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):98,Animal family,Meliphagidae,Chiddarcooping Hill_2,Phylidonyris albifrons
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Phylidonyris albifrons,Phylidonyris,,albifrons,Meliphagidae,Meliphaginae,White-fronted Honeyeater,Aves,Passeriformes,,WA,Chiddarcooping Nature Reserve,30.54,118.4,13/4/1984,Apr,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,Chiddarcooping Nature Reserve_2,Phylidonyris albifrons
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Phylidonyris albifrons,Phylidonyris,,albifrons,Meliphagidae,Meliphaginae,White-fronted Honeyeater,Aves,Passeriformes,,WA,Chiddarcooping Nature Reserve,30.54,118.4,21/7/1984,Jul,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,Chiddarcooping Nature Reserve_2,Phylidonyris albifrons
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Phylidonyris albifrons,Phylidonyris,,albifrons,Meliphagidae,Meliphaginae,White-fronted Honeyeater,Aves,Passeriformes,,WA,Chutawalakin Hill,30.55,118.43,9/6/1978,Jun,1978,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):98,Animal family,Meliphagidae,Chutawalakin Hill,Phylidonyris albifrons
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Phylidonyris albifrons,Phylidonyris,,albifrons,Meliphagidae,Meliphaginae,White-fronted Honeyeater,Aves,Passeriformes,,WA,Chutawalakin Hill,30.55,118.43,2/8/1978,Aug,1978,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):98,Animal family,Meliphagidae,Chutawalakin Hill,Phylidonyris albifrons
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Phylidonyris albifrons,Phylidonyris,,albifrons,Meliphagidae,Meliphaginae,White-fronted Honeyeater,Aves,Passeriformes,,WA,Yanneymooning Hill,30.42,118.34,28/6/1978,Jun,1978,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):98,Animal family,Meliphagidae,Yanneymooning Hill,Phylidonyris albifrons
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Phylidonyris albifrons,Phylidonyris,,albifrons,Meliphagidae,Meliphaginae,White-fronted Honeyeater,Aves,Passeriformes,,WA,Yanneymooning Hill,30.42,118.34,8/8/1984,Aug,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,Yanneymooning Hill,Phylidonyris albifrons
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Phylidonyris novaehollandiae,Phylidonyris,,novaehollandiae,Meliphagidae,Meliphaginae,New-holland honeyeater,Aves,Passeriformes,,WA,Boy agin Rock,32.28,116.54,17/7/1978,Jul,1978,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):98,Animal family,Meliphagidae,Boy agin Rock,Phylidonyris novaehollandiae
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Phylidonyris novaehollandiae,Phylidonyris,,novaehollandiae,Meliphagidae,Meliphaginae,New-holland honeyeater,Aves,Passeriformes,,WA,Boyagin,32.28,116.54,30/7/1984,Jul,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,Boyagin,Phylidonyris novaehollandiae
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Phylidonyris novaehollandiae,Phylidonyris,,novaehollandiae,Meliphagidae,Meliphaginae,New-holland honeyeater,Aves,Passeriformes,,WA,Boyagin Rock,32.28,116.54,25/4/1979,Apr,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):98,Animal family,Meliphagidae,Boyagin Rock,Phylidonyris novaehollandiae
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Phylidonyris novaehollandiae,Phylidonyris,,novaehollandiae,Meliphagidae,Meliphaginae,New-holland honeyeater,Aves,Passeriformes,,WA,Boyagin Rock,32.28,116.54,17/5/1979,May,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):98,Animal family,Meliphagidae,Boyagin Rock,Phylidonyris novaehollandiae
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Phylidonyris novaehollandiae,Phylidonyris,,novaehollandiae,Meliphagidae,Meliphaginae,New-holland honeyeater,Aves,Passeriformes,,WA,Boyagin Rock,32.28,116.54,21/6/1980,Jun,1980,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):95,Animal family,Meliphagidae,Boyagin Rock,Phylidonyris novaehollandiae
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Phylidonyris novaehollandiae,Phylidonyris,,novaehollandiae,Meliphagidae,Meliphaginae,New-holland honeyeater,Aves,Passeriformes,,WA,Boyagin Rock,32.28,116.54,10/7/1980,Jul,1980,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,Boyagin Rock,Phylidonyris novaehollandiae
Eucalyptus,caesia,Eucalyptus caesia ,Myrtaceae,Phylidonyris novaehollandiae,Phylidonyris,,novaehollandiae,Meliphagidae,Meliphaginae,New-holland honeyeater,Aves,Passeriformes,,WA,Boyagin Rock,32.28,116.54,3/4/1984,Apr,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,Boyagin Rock,Phylidonyris novaehollandiae
Eucalyptus,c,Eucalyptus caesia c ,Myrtaceae,Acanthorhynchus superciliosus,Acanthorhynchus,,superciliosus,Meliphagidae,Meliphaginae,Western spinebill,Aves,Passeriformes,,WA,Woodvale Nature Reserve,31.46,115.47,7/5/1993,May,1993,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):22,Animal family,Meliphagidae,Woodvale Nature Reserve_1,Acanthorhynchus superciliosus
Eucalyptus,c,Eucalyptus caesia c ,Myrtaceae,Anthochaera carunculata,Anthochaera,,carunculata,Meliphagidae,Meliphaginae,Red wattlebird,Aves,Passeriformes,,WA,Frankland,34.22,117.05,21/8/1979,Aug,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,Frankland_1,Anthochaera carunculata
Eucalyptus,c,Eucalyptus caesia c ,Myrtaceae,Lichenostomus virescens,Lichenostomus,,virescens,Meliphagidae,Meliphaginae,Singing honeyeater,Aves,Passeriformes,,WA,"Botany Dept, UWA",31.58,115.49,11/6/1978,Jun,1978,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,"Botany Dept, UWA",Lichenostomus virescens
Eucalyptus,c,Eucalyptus caesia c ,Myrtaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Botany Dept UWA,31.58,115.49,16/6/1979,Jun,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,Botany Dept UWA,Lichmera indistincta
Eucalyptus,c,Eucalyptus caesia c ,Myrtaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Frankland,34.22,117.05,21/8/1979,Aug,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,Frankland_1,Lichmera indistincta
Eucalyptus,c,Eucalyptus caesia c ,Myrtaceae,Phylidonyris novaehollandiae,Phylidonyris,,novaehollandiae,Meliphagidae,Meliphaginae,New-holland honeyeater,Aves,Passeriformes,,WA,Frankland,34.22,117.05,21/8/1979,Aug,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Meliphagidae,Frankland_1,Phylidonyris novaehollandiae
Eucalyptus,c,Eucalyptus caesia c ,Myrtaceae,Phylidonyris novaehollandiae,Phylidonyris,,novaehollandiae,Meliphagidae,Meliphaginae,New-holland honeyeater,Aves,Passeriformes,,WA,Ongerup,33.55,118.25,15/7/1978,Jul,1978,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):172,Animal family,Meliphagidae,Ongerup_1,Phylidonyris novaehollandiae
Eucalyptus,c,Eucalyptus caesia c ,Myrtaceae,Zosterops lateralis,Zosterops,,lateralis,Zosteropidae,,Silvereye,Aves,Passeriformes,,WA,Frankland,34.22,119.05,21/8/1979,Aug,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):106,Animal family,Zosteropidae,Frankland_2,Zosterops lateralis
Eucalyptus,caesia,Eucalyptus caesia subsp. caesia,Myrtaceae,Anthochaera carunculata,Anthochaera,,carunculata,Meliphagidae,Meliphaginae,Red wattlebird,Aves,Passeriformes,,WA,Kensington,32,115.52,5/5/1995,May,1995,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):155,Animal family,Meliphagidae,Kensington,Anthochaera carunculata
