location_name,latitude (deg),longitude (deg),locality,state
Lake Medcalf,-32.29,120.49,"Lake Medcalf, WA",WA
Lake Moore,-29.29,117.27,"Lake Moore, WA",WA
Lake Percy,-31.45,120.15,"Lake Percy, WA",WA
Lake Tay,-32.45,120.43,"Lake Tay, WA",WA
Lake William,-35.05,117.36,"Lake William, WA",WA
Lancelin_1,-31.01,115.19,"Lancelin, WA",WA
Lancelin_2,-31.01,115.2,"Lancelin, WA",WA
Lawley River,-14.4,126.0,"Lawley River, WA",WA
Leeming,-31.57,115.52,"Leeming, WA",WA
Leonora,-28.55,121.2,"Leonora, WA",WA
Lillian Stoke Rock,-33.05,120.05,"Lillian Stoke Rock, WA",WA
"Lily Creek, Kimberley",-15.46,128.48,"Lily Creek, Kimberley, WA",WA
Little Unicup Lake,-34.2,116.42,"Little Unicup Lake, WA",WA
Liveringa Station,-18.15,124.15,"Liveringa Station, WA",WA
"Lockhart Pool, Deep River",-34.35,116.32,"Lockhart Pool, Deep River, WA",WA
Logue Spring,-18.25,123.05,"Logue Spring, WA",WA
Lookout Point,-34.53,118.25,"Lookout Point, WA",WA
Lucky Bay,-34.0,122.14,"Lucky Bay, WA",WA
"Maida Vale, Perth",-31.57,116.01,"Maida Vale, Perth, WA",WA
"Malaga, Perth",-31.52,115.54,"Malaga, Perth, WA",WA
Mandilla,-31.25,121.35,"Mandilla, WA",WA
Mandogalup,-32.12,115.5,"Mandogalup, WA",WA
Mandurah,-32.3,115.45,"Mandurah, WA",WA
Marchagee Nature Reserve,-29.58,116.05,"Marchagee Nature Reserve, WA",WA
Mardathuna HS,-24.28,114.33,"Mardathuna HS, WA",WA
Mardathuna Station,-24.26,114.34,"Mardathuna Station, WA",WA
Margaret River,-33.53,115.21,"Margaret River, WA",WA
Martin's Well .,-16.34,122.51,"Martin's Well ., WA",WA
Martin's Well_1,-16.34,122.51,"Martin's Well, WA",WA
Martin's Well_2,-16.34,125.51,"Martin's Well, WA",WA
McDermid Rock,-32.01,120.44,"McDermid Rock, WA",WA
Meckering,-31.37,117.0,"Meckering, WA",WA
Meelup Beach,-33.35,115.03,"Meelup Beach, WA",WA
Meelup Beach Road,-33.34,115.05,"Meelup Beach Road, WA",WA
Meelup Brook,-33.35,115.04,"Meelup Brook, WA",WA
Meelup Creek,-33.35,115.04,"Meelup Creek, WA",WA
Melaleuca Park,-31.4,115.48,"Melaleuca Park, WA",WA
Melaya Well,-28.35,117.07,"Melaya Well, WA",WA
Meleya Well,-28.58,117.12,"Meleya Well, WA",WA
"Meleya Well, Thundelarra Station",-28.58,117.12,"Meleya Well, Thundelarra Station, WA",WA
Mid Mt Barren,-34.03,119.25,"Mid Mt Barren, WA",WA
Middle Ironcap_1,-32.34,119.44,"Middle Ironcap, WA",WA
Middle Ironcap_2,-23.34,119.44,"Middle Ironcap, WA",WA
Midland,-29.34,115.49,"Midland, WA",WA
Military Road north of Yanchep,-31.25,115.45,"Military Road north of Yanchep, WA",WA
Millbrook Nature Reserve_1,-34.5,117.48,"Millbrook Nature Reserve, WA",WA
Millbrook Nature Reserve_2,-35.0,117.55,"Millbrook Nature Reserve, WA",WA
Millbrook Nature Reserve_3,-34.53,117.51,"Millbrook Nature Reserve, WA",WA
Millbrook Nature Reserve_4,-34.53,117.5,"Millbrook Nature Reserve, WA",WA
Millbrook Nature Reserve_5,-34.51,117.49,"Millbrook Nature Reserve, WA",WA
Millstream,-21.35,117.04,"Millstream, WA",WA
"Milyering, Cape Range National Park",-22.01,113.56,"Milyering, Cape Range National Park, WA",WA
"Mini Palms, Bungle Bungle",-17.2,128.24,"Mini Palms, Bungle Bungle, WA",WA
Miralga Creek,-20.56,119.21,"Miralga Creek, WA",WA
"Mirima National Park, nr Kununurra",-15.46,128.44,"Mirima National Park, nr Kununurra, WA",WA
Mitchell Plateau airstrip,-14.37,125.48,"Mitchell Plateau airstrip, WA",WA
Mitchell Plateau rJ,-15.0,126.0,"Mitchell Plateau rJ, WA",WA
Mitchell Plateau_1,-15.0,126.0,"Mitchell Plateau, WA",WA
Mitchell Plateau_2,-14.37,125.48,"Mitchell Plateau, WA",WA
Mitchell Plateau_3,-14.49,125.43,"Mitchell Plateau, WA",WA
Mitchell Plateau_4,-15.0003,126.0003,"Mitchell Plateau, WA",WA
Moates Lake_1,-31.58,118.07,"Moates Lake, WA",WA
Moates Lake_2,-34.58,118.06,"Moates Lake, WA",WA
Moates Lake_3,-34.58,118.07,"Moates Lake, WA",WA
Mogumber Nature Reserve,-31.02,116.02,"Mogumber Nature Reserve, WA",WA
Mondrain Island_1,-34.08,122.14,"Mondrain Island, WA",WA
Mondrain Island_2,-34.08,122.15,"Mondrain Island, WA",WA
Mondrain Island_3,-34.07,122.14,"Mondrain Island, WA",WA
Mondurup Peak,-34.24,117.49,"Mondurup Peak, WA",WA
"Monkey Mia, Shark Bay",-25.48,113.42,"Monkey Mia, Shark Bay, WA",WA
Mooliabeenee,-31.2,116.01,"Mooliabeenee, WA",WA
Moolyella Rock,-21.08,119.53,"Moolyella Rock, WA",WA
Moora_1,-30.4,116.0,"Moora, WA",WA
Moora_2,-30.38,116.01,"Moora, WA",WA
Moore River National Park_1,-31.03,115.36,"Moore River National Park, WA",WA
Moore River National Park_2,-31.1,115.4,"Moore River National Park, WA",WA
Morawa,-29.12,116.0,"Morawa, WA",WA
Mount Bland,-34.15,119.25,"Mount Bland, WA",WA
Mount Bruce,-22.36,118.08,"Mount Bruce, WA",WA
Mount Caroline,-31.48,117.38,"Mount Caroline, WA",WA
Mount Chudalup_1,-34.19,117.0,"Mount Chudalup, WA",WA
Mount Chudalup_2,-34.46,116.05,"Mount Chudalup, WA",WA
Mount Elvire,-29.3,119.36,"Mount Elvire, WA",WA
Mount Gardner,-35.0,118.11,"Mount Gardner, WA",WA
Mount Gibbs,-32.55,119.55,"Mount Gibbs, WA",WA
Mount Gibson,-29.36,117.11,"Mount Gibson, WA",WA
Mount Gordon,-32.25,120.35,"Mount Gordon, WA",WA
Mount Hassell_1,-34.22,118.04,"Mount Hassell, WA",WA
Mount Hassell_2,-34.22,118.11,"Mount Hassell, WA",WA
Mount Hassell_3,-34.23,118.04,"Mount Hassell, WA",WA
Mount Jackson,-30.14,119.15,"Mount Jackson, WA",WA
Mount Ragged,-33.3,123.3,"Mount Ragged, WA",WA
Mount Saddleback,-33.46,117.05,"Mount Saddleback, WA",WA
Mount Success,-34.21,118.13,"Mount Success, WA",WA
Mount Trio,-34.21,118.06,"Mount Trio, WA",WA
"Mount Trio, Stirling Ranges",-34.21,118.06,"Mount Trio, Stirling Ranges, WA",WA
Mouroubra Station,-29.48,117.42,"Mouroubra Station, WA",WA
Mowanjum (near Derby),-17.22,123.41,"Mowanjum (near Derby), WA",WA
"Mowen Rd, Mowen_1",-33.56,115.11,"Mowen Rd, Mowen, WA",WA
"Mowen Rd, Mowen_2",-33.9156,115.5104,"Mowen Rd, Mowen, WA",WA
Mt Adams,-29.21,115.13,"Mt Adams, WA",WA
Mt Adams Nature Reserve,-29.21,115.13,"Mt Adams Nature Reserve, WA",WA
Mt Adams Road,-29.21,115.13,"Mt Adams Road, WA",WA
Mt Augustus,-24.2,116.5,"Mt Augustus, WA",WA
Mt Bannerman,-19.28,127.07,"Mt Bannerman, WA",WA
Mt Barnett Station,-16.39,125.56,"Mt Barnett Station, WA",WA
Mt Benia,-30.12,115.14,"Mt Benia, WA",WA
Mt Bland,-34.15,119.25,"Mt Bland, WA",WA
Mt Day,-32.15,120.35,"Mt Day, WA",WA
Mt Gardner,-35.0,118.11,"Mt Gardner, WA",WA
Mt Gibbs,-32.55,119.55,"Mt Gibbs, WA",WA
Mt Hart Homestead,-16.49,124.55,"Mt Hart Homestead, WA",WA
Mt Hassell,-34.22,118.04,"Mt Hassell, WA",WA
Mt Lesueur,-30.1,115.11,"Mt Lesueur, WA",WA
Mt Lesueur National Park_1,-30.1,115.11,"Mt Lesueur National Park, WA",WA
Mt Lesueur National Park_2,-30.1,115.12,"Mt Lesueur National Park, WA",WA
Mt Manning,-30.0,119.38,"Mt Manning, WA",WA
Mt Manning Range,-30.0,119.36,"Mt Manning Range, WA",WA
Mt Manypeaks _,-34.5,118.16,"Mt Manypeaks _, WA",WA
Mt Manypeaks area,-34.54,118.16,"Mt Manypeaks area, WA",WA
Mt Manypeaks ~ _,-34.5,118.16,"Mt Manypeaks ~ _, WA",WA
Mt Manypeaks_1,-34.5,118.16,"Mt Manypeaks, WA",WA
Mt Manypeaks_2,-34.54,118.16,"Mt Manypeaks, WA",WA
"Mt Ragged, Cape Arid National Park",-33.28,123.27,"Mt Ragged, Cape Arid National Park, WA",WA
Mt Stirling,-31.49,117.37,"Mt Stirling, WA",WA
Mt Success,-34.21,118.13,"Mt Success, WA",WA
Mt Talyuberup,-34.24,117.57,"Mt Talyuberup, WA",WA
Mt Taylor Gull Rock Nature Reserve,-35.01,118.02,"Mt Taylor Gull Rock Nature Reserve, WA",WA
"Mt Taylor, Gull Rock Nature Reserve",-35.01,118.02,"Mt Taylor, Gull Rock Nature Reserve, WA",WA
Mt Toolbrunup,-34.24,118.04,"Mt Toolbrunup, WA",WA
"Mt Toolbrunup, Stirling Range",-34.24,118.04,"Mt Toolbrunup, Stirling Range, WA",WA
Muchea,-31.34,115.58,"Muchea, WA",WA
Mullaloo_1,-31.47,115.44,"Mullaloo, WA",WA
Mullaloo_2,-31.46,115.43,"Mullaloo, WA",WA
Mullewa,-28.32,115.31,"Mullewa, WA",WA
Mumballup,-33.32,116.06,"Mumballup, WA",WA
Mundaring,-31.54,116.1,"Mundaring, WA",WA
Munglinup_1,-33.45,120.45,"Munglinup, WA",WA
Munglinup_2,-33.41,120.5,"Munglinup, WA",WA
Munglinup_3,-33.42,120.58,"Munglinup, WA",WA
Munglinup_4,-32.07,118.01,"Munglinup, WA",WA
Murchison House Station,-27.4,114.15,"Murchison House Station, WA",WA
Murchison River,-26.16,116.36,"Murchison River, WA",WA
Murchison River crossing,-27.42,114.41,"Murchison River crossing, WA",WA
Murdoch_1,-32.05,115.52,"Murdoch, WA",WA
Murdoch_2,-32.05,115.48,"Murdoch, WA",WA
Mylies Beach,-33.56,119.59,"Mylies Beach, WA",WA
N Queen Victoria Spring,-30.1,123.1,"N Queen Victoria Spring, WA",WA
N Starvation Boat Harbour,-33.45,120.35,"N Starvation Boat Harbour, WA",WA
N of Daylight Rock,-31.55,121.15,"N of Daylight Rock, WA",WA
N of Eneabba,-29.4,115.15,"N of Eneabba, WA",WA
N of Eyre Bird Observatory,-32.15,126.18,"N of Eyre Bird Observatory, WA",WA
N of Gingin,-31.48,115.52,"N of Gingin, WA",WA
N of Granite Rock,-32.25,120.15,"N of Granite Rock, WA",WA
N of Karridale_1,-34.12,115.05,"N of Karridale, WA",WA
N of Karridale_2,-34.02,115.06,"N of Karridale, WA",WA
N of Kumarina Hotel,-24.42,119.36,"N of Kumarina Hotel, WA",WA
N of Kumarina Hotel ^,-24.42,119.36,"N of Kumarina Hotel ^, WA",WA
N of Lake Tay,-32.45,120.45,"N of Lake Tay, WA",WA
N of Lillian Stoke Rock,-32.55,120.15,"N of Lillian Stoke Rock, WA",WA
N of Norseman_1,-31.52,121.47,"N of Norseman, WA",WA
N of Norseman_2,-31.27,121.47,"N of Norseman, WA",WA
N of Norseman_3,-32.09,121.47,"N of Norseman, WA",WA
N of Pinjarra,-32.38,115.52,"N of Pinjarra, WA",WA
N of Ravensthorpe,-31.31,120.01,"N of Ravensthorpe, WA",WA
N of Stirling Range,-34.2,117.44,"N of Stirling Range, WA",WA
N of Wannoo,-26.49,114.37,"N of Wannoo, WA",WA
NE foot of Whoogarup Range,-33.56,119.53,"NE foot of Whoogarup Range, WA",WA
NE of Bakers Junction,-34.56,117.55,"NE of Bakers Junction, WA",WA
NE of Canna Siding,-28.54,115.51,"NE of Canna Siding, WA",WA
NE of Comet Vale Siding,-29.57,121.07,"NE of Comet Vale Siding, WA",WA
NE of Dalwallinu,-30.1,116.55,"NE of Dalwallinu, WA",WA
NE of La Grange T.O.,-18.4,121.55,"NE of La Grange T.O., WA",WA
NE of Lake Throssell,-27.1,124.32,"NE of Lake Throssell, WA",WA
NE of Muchea,-31.35,115.58,"NE of Muchea, WA",WA
NE of Newman,-23.21,119.44,"NE of Newman, WA",WA
NE of Norseman,-32.12,121.46,"NE of Norseman, WA",WA
NE of Peak Charles,-32.45,121.15,"NE of Peak Charles, WA",WA
NE of Wanneroo,-31.42,115.51,"NE of Wanneroo, WA",WA
NE of Yellowdine,-31.17,119.53,"NE of Yellowdine, WA",WA
NE of Youanmi,-28.27,119.03,"NE of Youanmi, WA",WA
NEof Eucla,-31.41,128.54,"NEof Eucla, WA",WA
NNE Mt Jackson,-30.59,119.07,"NNE Mt Jackson, WA",WA
NNE of Neale Junction,-28.47,126.07,"NNE of Neale Junction, WA",WA
NNW of Cataby,-30.44,115.32,"NNW of Cataby, WA",WA
NNW of Eneabba,-29.49,115.16,"NNW of Eneabba, WA",WA
NNW of Gingin,-31.01,115.55,"NNW of Gingin, WA",WA
NW of Boolathana HS,-24.23,113.25,"NW of Boolathana HS, WA",WA
NW of Duladgin Rock,-31.05,119.35,"NW of Duladgin Rock, WA",WA
NW of Hamersley Inlet,-33.57,119.54,"NW of Hamersley Inlet, WA",WA
NW of Johnson Rocks,-29.46,119.46,"NW of Johnson Rocks, WA",WA
NW of Kalgoorlie,-30.42,121.25,"NW of Kalgoorlie, WA",WA
NW of Munglinup_1,-33.33,120.33,"NW of Munglinup, WA",WA
NW of Munglinup_2,-33.3,120.36,"NW of Munglinup, WA",WA
NW of Norseman,-32.05,121.25,"NW of Norseman, WA",WA
NW of Toolinna Rock,-32.45,124.59,"NW of Toolinna Rock, WA",WA
Nallan Station near Cue,-27.2,117.58,"Nallan Station near Cue, WA",WA
Nambung,-30.34,115.23,"Nambung, WA",WA
Nambung National Park,-30.4,115.07,"Nambung National Park, WA",WA
Nannup,-33.59,115.45,"Nannup, WA",WA
Napier Broome Bay,-14.15,126.45,"Napier Broome Bay, WA",WA
Narembeen,-31.56,118.18,"Narembeen, WA",WA
Near Mt Bannerman,-19.28,127.1,"Near Mt Bannerman, WA",WA
Near Waychinicup River_1,-34.28,118.2,"Near Waychinicup River, WA",WA
Near Waychinicup River_2,-34.48,118.2,"Near Waychinicup River, WA",WA
Nedlands_1,-31.58,115.49,"Nedlands, WA",WA
Nedlands_2,-32.0,118.3,"Nedlands, WA",WA
Needip Copper Mine,-34.0,119.3,"Needip Copper Mine, WA",WA
Neerabup National Park_1,-31.41,115.45,"Neerabup National Park, WA",WA
Neerabup National Park_2,-31.38,115.43,"Neerabup National Park, WA",WA
Neerabup National Park_3,-31.4,115.45,"Neerabup National Park, WA",WA
Neerabup water reserve,-31.42,115.45,"Neerabup water reserve, WA",WA
Newdegate,-33.05,119.01,"Newdegate, WA",WA
Newman_1,-23.21,119.44,"Newman, WA",WA
Newman_2,-23.46,119.44,"Newman, WA",WA
Noble Falls,-31.46,116.14,"Noble Falls, WA",WA
Nornalup_1,-35.0,116.5,"Nornalup, WA",WA
Nornalup_2,-34.59,116.48,"Nornalup, WA",WA
Norseman,-32.12,121.46,"Norseman, WA",WA
North Bungalla Nature Reserve,-31.32,117.35,"North Bungalla Nature Reserve, WA",WA
North Bungulla Nature Reserve,-31.32,117.35,"North Bungulla Nature Reserve, WA",WA
North Lake_1,-32.05,115.49,"North Lake, WA",WA
North Lake_2,-32.0836,115.8169,"North Lake, WA",WA
North Pole mine site,-21.05,119.26,"North Pole mine site, WA",WA
North Tarin Rock Reserve,-33.0,118.2,"North Tarin Rock Reserve, WA",WA
Northcliffe,-34.38,116.07,"Northcliffe, WA",WA
Nukarni,-31.18,118.12,"Nukarni, WA",WA
Oakley Dam,-32.39,115.58,"Oakley Dam, WA",WA
Old Kundip townsite,-33.41,120.11,"Old Kundip townsite, WA",WA
Ongerup_1,-33.55,118.25,"Ongerup, WA",WA
Ongerup_2,-34.0,118.3,"Ongerup, WA",WA
Ord River,-16.14,128.48,"Ord River, WA",WA
"Oscar Range, Kimberley",-18.02,125.3,"Oscar Range, Kimberley, WA",WA
Oyster Harbour,-34.56,117.57,"Oyster Harbour, WA",WA
Pallinup River bridge,-34.25,118.14,"Pallinup River bridge, WA",WA
Peaceful Bay,-35.03,116.55,"Peaceful Bay, WA",WA
Peak Charles_1,-32.53,121.09,"Peak Charles, WA",WA
Peak Charles_2,-32.53,121.1,"Peak Charles, WA",WA
Peak Charles_3,-32.52,121.1,"Peak Charles, WA",WA
Pemberton,-34.3,116.0,"Pemberton, WA",WA
Perth - Rockingham,-32.1,115.45,"Perth - Rockingham, WA",WA
Perth_1,-31.57,115.52,"Perth, WA",WA
Perth_2,-31.57,115.51,"Perth, WA",WA
Perth_3,-32.0,115.52,"Perth, WA",WA
Phillip's River,-33.45,119.55,"Phillip's River, WA",WA
Piawaning,-30.51,116.25,"Piawaning, WA",WA
Pickering Brook,-32.02,116.08,"Pickering Brook, WA",WA
Pingaring Rock,-32.44,118.39,"Pingaring Rock, WA",WA
"Plain Creek, Beverly Springs",-16.35,125.26,"Plain Creek, Beverly Springs, WA",WA
Point Anne,-34.15,119.35,"Point Anne, WA",WA
Point Malcolm,-33.47,123.45,"Point Malcolm, WA",WA
Point Matthew,-34.22,115.09,"Point Matthew, WA",WA
Point Warrender Mitchell Plateau,-14.45,125.45,"Point Warrender Mitchell Plateau, WA",WA
"Point Warrender, Mitchell Plateau",-14.45,125.45,"Point Warrender, Mitchell Plateau, WA",WA
Ponton Creek,-30.58,123.45,"Ponton Creek, WA",WA
Porongurup,-34.41,117.54,"Porongurup, WA",WA
Porongurup National Park,-34.4,117.5,"Porongurup National Park, WA",WA
Porongurups_1,-34.4,117.5,"Porongurups, WA",WA
Porongurups_2,-34.41,117.54,"Porongurups, WA",WA
"Prices Point Road, N of Broome",-17.43,122.13,"Prices Point Road, N of Broome, WA",WA
Prince Regent River Reserve E5,-15.28,125.4,"Prince Regent River Reserve E5, WA",WA
Prince Regent River Reserve W6,-15.34,125.25,"Prince Regent River Reserve W6, WA",WA
Prince Regent River Reserve_1,-15.47,125.2,"Prince Regent River Reserve, WA",WA
Prince Regent River Reserve_2,-15.28,125.06,"Prince Regent River Reserve, WA",WA
Purnululu National Park,-17.25,128.17,"Purnululu National Park, WA",WA
Qualup,-34.15,119.25,"Qualup, WA",WA
Queen Victoria Rock_1,-15.0,120.55,"Queen Victoria Rock, WA",WA
Queen Victoria Rock_2,-31.17,120.55,"Queen Victoria Rock, WA",WA
Queen Victoria Rock_3,-31.15,120.55,"Queen Victoria Rock, WA",WA
Queen Victoria Rocks_1,-31.15,120.55,"Queen Victoria Rocks, WA",WA
Queen Victoria Rocks_2,-30.28,123.41,"Queen Victoria Rocks, WA",WA
Queen Victoria Spring,-30.27,123.4,"Queen Victoria Spring, WA",WA
Quinninup,-34.25,116.15,"Quinninup, WA",WA
Quoin Head,-33.59,119.48,"Quoin Head, WA",WA
RAAF Pearce,-31.4,116.01,"RAAF Pearce, WA",WA
"RGC Minesite, Eneabba",-29.5,115.18,"RGC Minesite, Eneabba, WA",WA
"RGC Minesite,sEneabba",-29.5,115.18,"RGC Minesite,sEneabba, WA",WA
RGC Minesite; Eneabba,-29.5,115.18,"RGC Minesite; Eneabba, WA",WA
Ravensthorpe Range,-33.3,120.01,"Ravensthorpe Range, WA",WA
Ravensthorpe_1,-33.55,120.02,"Ravensthorpe, WA",WA
Ravensthorpe_2,-33.32,120.02,"Ravensthorpe, WA",WA
Red Gum Hill,-34.25,117.45,"Red Gum Hill, WA",WA
Red Gum Spring,-34.25,117.45,"Red Gum Spring, WA",WA
Regans's Ford,-30.59,115.42,"Regans's Ford, WA",WA
Rockingham,-32.15,115.45,"Rockingham, WA",WA
Rocky Gully_1,-34.3,117.0,"Rocky Gully, WA",WA
Rocky Gully_2,-34.28,116.55,"Rocky Gully, WA",WA
Roebuck Plains,-18.0,122.3,"Roebuck Plains, WA",WA
Roes Rock,-33.55,119.25,"Roes Rock, WA",WA
Rottnest Island,-32.0,115.3,"Rottnest Island, WA",WA
Rudall River,-22.32,122.08,"Rudall River, WA",WA
"Runi Valley, Rudall River National Park",-22.14,122.51,"Runi Valley, Rudall River National Park, WA",WA
S Bunbury,-33.2,115.39,"S Bunbury, WA",WA
S Fremantle,-32.03,115.45,"S Fremantle, WA",WA
S W of Waroona,-32.21,116.1,"S W of Waroona, WA",WA
S of Broome,-17.57,122.14,"S of Broome, WA",WA
S of Busselton,-35.08,117.36,"S of Busselton, WA",WA
S of Eneabba,-29.49,115.16,"S of Eneabba, WA",WA
S of Eucla,-31.43,128.55,"S of Eucla, WA",WA
S of Grass Patch,-33.17,121.43,"S of Grass Patch, WA",WA
S of Jerramungup,-33.51,119.51,"S of Jerramungup, WA",WA
S of Lyons River HS,-24.38,115.2,"S of Lyons River HS, WA",WA
S of Mogumber,-31.11,116.03,"S of Mogumber, WA",WA
S of Norseman,-32.35,121.47,"S of Norseman, WA",WA
S of Onslow,-23.44,115.07,"S of Onslow, WA",WA
S of Round Top Hill,-32.15,120.25,"S of Round Top Hill, WA",WA
S of Wannoo_1,-26.29,114.22,"S of Wannoo, WA",WA
S of Wannoo_2,-26.49,114.37,"S of Wannoo, WA",WA
S of Yellowdine,-31.22,119.44,"S of Yellowdine, WA",WA
S. of New Norcia,-31.05,116.1,"S. of New Norcia, WA",WA
S. of Tinkurrin,-33.05,117.45,"S. of Tinkurrin, WA",WA
S.W. of Widgiemooltha,-31.35,121.15,"S.W. of Widgiemooltha, WA",WA
SE of Banjiwarn HS,-27.42,121.37,"SE of Banjiwarn HS, WA",WA
SE of Kidson Bluff,-22.16,125.04,"SE of Kidson Bluff, WA",WA
SE of North Bannister,-32.35,116.27,"SE of North Bannister, WA",WA
SE of Ongerup_1,-34.15,118.35,"SE of Ongerup, WA",WA
SE of Ongerup_2,-34.05,118.35,"SE of Ongerup, WA",WA
SE of Pindar,-28.39,116.58,"SE of Pindar, WA",WA
SE of Pinjarra,-32.44,115.58,"SE of Pinjarra, WA",WA
SE of Sandstone,-28.08,119.18,"SE of Sandstone, WA",WA
SSE Banjiwarn HS,-27.42,121.37,"SSE Banjiwarn HS, WA",WA
SSE of Banjiwarn HS,-27.42,121.37,"SSE of Banjiwarn HS, WA",WA
SW Kalgoorlie,-30.44,121.28,"SW Kalgoorlie, WA",WA
SW of Albany,-35.02,117.5,"SW of Albany, WA",WA
SW of Balladonia Roadhouse,-32.3,123.55,"SW of Balladonia Roadhouse, WA",WA
SW of Glenayle HS,-25.16,122.02,"SW of Glenayle HS, WA",WA
SW of Hamersley Inlet,-33.57,119.54,"SW of Hamersley Inlet, WA",WA
SW of McDermid Rock,-32.01,120.44,"SW of McDermid Rock, WA",WA
SW of Mt Leake,-25.47,119.1,"SW of Mt Leake, WA",WA
SW of Mt Ragged,-33.27,123.29,"SW of Mt Ragged, WA",WA
SW of Mt Singleton,-29.29,117.11,"SW of Mt Singleton, WA",WA
SW of Queen Victoria Rock,-31.25,120.45,"SW of Queen Victoria Rock, WA",WA
SW of Round Top Hill,-32.15,120.15,"SW of Round Top Hill, WA",WA
SW of Warburton,-27.0,125.19,"SW of Warburton, WA",WA
SW ofTangadeeHS,-24.25,118.56,"SW ofTangadeeHS, WA",WA
SWofMcDermidRock_1,-32.01,120.44,"SWofMcDermidRock, WA",WA
SWofMcDermidRock_2,-32.03,120.42,"SWofMcDermidRock, WA",WA
Sale River,-15.59,124.38,"Sale River, WA",WA
Salt River Road_1,-34.18,117.45,"Salt River Road, WA",WA
Salt River Road_2,-34.19,117.49,"Salt River Road, WA",WA
Sandfire Roadhouse_1,-19.46,121.05,"Sandfire Roadhouse, WA",WA
Sandfire Roadhouse_2,-19.7669,121.0836,"Sandfire Roadhouse, WA",WA
Sandstone,-28.0,119.0,"Sandstone, WA",WA
Savory Creek_1,-23.56,120.32,"Savory Creek, WA",WA
Savory Creek_2,-23.52,120.32,"Savory Creek, WA",WA
Savory Creek_3,-31.56,120.32,"Savory Creek, WA",WA
Scott National Park_1,-34.16,115.13,"Scott National Park, WA",WA
Scott National Park_2,-34.17,115.2,"Scott National Park, WA",WA
Scott River Sandplain,-34.15,115.15,"Scott River Sandplain, WA",WA
Shannon River,-34.48,116.24,"Shannon River, WA",WA
Shark Bay,-25.48,113.42,"Shark Bay, WA",WA
"Snake Hill, Torndirrup National Park",-35.05,117.54,"Snake Hill, Torndirrup National Park, WA",WA
Sorrento,-31.49,115.44,"Sorrento, WA",WA
South Badjaling Reserve,-32.01,117.31,"South Badjaling Reserve, WA",WA
South Ironcap,-32.35,119.45,"South Ironcap, WA",WA
South Perth,-31.59,115.51,"South Perth, WA",WA
South Sister Nature Reserve,-34.49,118.09,"South Sister Nature Reserve, WA",WA
South Sister Nature Reserve i,-34.49,118.09,"South Sister Nature Reserve i, WA",WA
South of Edgar Ranges_1,-19.0,123.3,"South of Edgar Ranges, WA",WA
South of Edgar Ranges_2,-18.53,123.43,"South of Edgar Ranges, WA",WA
Southern Cross,-31.13,119.19,"Southern Cross, WA",WA
Spargoville,-31.45,121.25,"Spargoville, WA",WA
St George Basin.,-15.22,125.0,"St George Basin., WA",WA
"Star Swamp, Perth",-31.54,115.45,"Star Swamp, Perth, WA",WA
Stirling Range Caravan Park,-34.2,118.1,"Stirling Range Caravan Park, WA",WA
Stirling Range National Park_1,-34.2,118.23,"Stirling Range National Park, WA",WA
Stirling Range National Park_2,-34.21,118.04,"Stirling Range National Park, WA",WA
Stirling Range National Park_3,-34.34,117.59,"Stirling Range National Park, WA",WA
Stirling Range National Park_4,-34.21,118.24,"Stirling Range National Park, WA",WA
Stirling Range Scenic Dv,-34.22,117.57,"Stirling Range Scenic Dv, WA",WA
Stirling Range o Spiculaea ciliata ( Orchidaceae ),-34.2,117.44,"Stirling Range o Spiculaea ciliata ( Orchidaceae ), WA",WA
Stirling Range scenic drive_1,-34.2,118.23,"Stirling Range scenic drive, WA",WA
Stirling Range scenic drive_2,-34.24,117.48,"Stirling Range scenic drive, WA",WA
Stirling Range scenic drive_3,-34.25,117.57,"Stirling Range scenic drive, WA",WA
Stirling Range_1,-34.2,117.44,"Stirling Range, WA",WA
Stirling Range_2,-34.2,118.23,"Stirling Range, WA",WA
Stirling Range_3,-34.2,118.07,"Stirling Range, WA",WA
Stirling Ranges_1,-34.2,118.0,"Stirling Ranges, WA",WA
Stirling Ranges_2,-34.2,118.1,"Stirling Ranges, WA",WA
Stokes National Park,-33.5,121.05,"Stokes National Park, WA",WA
Stony Hill,-35.07,117.56,"Stony Hill, WA",WA
Streich Mound,-30.27,123.41,"Streich Mound, WA",WA
"Sukey Hill, ENE of Cranbrook",-34.18,117.36,"Sukey Hill, ENE of Cranbrook, WA",WA
Sunday Island,-16.25,123.11,"Sunday Island, WA",WA
Sunday Soak,-31.45,121.25,"Sunday Soak, WA",WA
Tammar Hill,-32.3,120.5,"Tammar Hill, WA",WA
"The Abbey, Stirling Range",-34.22,118.0,"The Abbey, Stirling Range, WA",WA
The Loop,-27.33,114.28,"The Loop, WA",WA
Thompson's L^ke Nature Reserve,-32.1,115.5,"Thompson's L^ke Nature Reserve, WA",WA
Thompson's Lake Nature Reserve,-32.1,115.5,"Thompson's Lake Nature Reserve, WA",WA
Thomsons Lake,-32.09,115.49,"Thomsons Lake, WA",WA
Toolbrunup Peak,-34.23,118.03,"Toolbrunup Peak, WA",WA
Toolina Cove,-32.44,125.01,"Toolina Cove, WA",WA
Toolinna Cove,-32.44,125.01,"Toolinna Cove, WA",WA
Toomey Hills,-31.35,119.45,"Toomey Hills, WA",WA
Torndirrup Peninsula,-35.07,117.55,"Torndirrup Peninsula, WA",WA
