abbrev,individual_id,sample_id,leaflet_id,leaf_area_mm2,leaf_fresh_mass_g,leaf_dry_mass_g,notes
acmeinge,3,2,NA,3403.787,1.1889,0.4621,
acmeinge,3,3,NA,2778.844,0.9923,0.3608,
acmeinge,3,4,NA,2933.334,1.1041,0.3744,
acmeinge,4,1,NA,1578.336,0.5507,0.2077,
acmeinge,4,2,NA,4148.444,1.5291,0.6066,
acmeinge,4,3,NA,1359.56,0.466,0.1755,
acmeinge,4,4,NA,1498.989,0.4874,0.1786,
acraeudi,1,1,a,2298.8,0.7548,0.3059,
acraeudi,1,1,b,2335.3,0.7533,0.2885,
acraeudi,1,1,c,2912.6,1.0073,0.4166,
acraeudi,1,2,a,3229,1.0436,0.3903,
acraeudi,1,2,b,3131.3,1.0392,0.3929,
acraeudi,1,2,c,3316.8,1.1222,0.4252,
acraeudi,1,3,a,2445.2,0.8068,0.298,
acraeudi,1,3,b,1812.3,0.5576,0.2064,
acraeudi,1,3,c,2580.3,0.8714,0.3189,
acraeudi,1,4,a,3056.5,1.0499,0.4079,
acraeudi,1,4,b,3261.4,1.1036,0.4232,
acraeudi,1,4,c,3042.4,1.0175,0.384,
acraeudi,2,1,a,1556.5,0.4818,0.1877,
acraeudi,2,1,b,1645.8,0.5151,0.2039,
acraeudi,2,1,c,1415.1,0.4259,0.1644,
acraeudi,2,2,a,649,0.2254,0.0903,
acraeudi,2,2,b,1336.8,0.4486,0.176,
acraeudi,2,2,c,1558.5,0.5403,0.2253,
acraeudi,2,3,a,2144.8,0.7486,0.3083,
acraeudi,2,3,b,2205.2,0.7646,0.31,
acraeudi,2,3,c,1677.1,0.5726,0.2276,
acraeudi,2,4,a,1926.8,0.665,0.2715,
acraeudi,2,4,b,1958,0.6806,0.2796,
acraeudi,2,4,c,2110.9,0.6889,0.2733,
acraeudi,3,1,a,4292,1.4988,0.64,
acraeudi,3,1,b,4142.2,1.6889,0.7053,
acraeudi,3,1,c,3945.8,1.5758,0.6823,
acraeudi,3,2,a,2502.2,0.9579,0.415,
acraeudi,3,2,b,2498.8,0.9514,0.3965,
acraeudi,3,2,c,2888.6,1.085,0.4639,
acraeudi,3,3,a,2009.1,0.6507,0.2484,
acraeudi,3,3,b,2336.3,0.7594,0.2784,
acraeudi,3,3,c,2189.4,0.6964,0.2516,
acraeudi,3,4,a,3778,1.4772,0.5882,
acraeudi,3,4,b,3763,1.4817,0.5978,
acraeudi,3,4,c,3255.2,1.2356,0.487,
acrobaeu,1,1,,2093.4,0.5975,0.1745,
acrobaeu,1,2,,2545.8,0.7068,0.2092,
acrobaeu,1,3,,2461.7,0.6984,0.2008,
acrobaeu,1,4,,1372.4,0.3373,0.0964,
acrooblo,1,1,NA,1078.918,0.2416,0.0823,
acrooblo,1,2,NA,1477.112,0.326,0.0998,
acrooblo,1,3,NA,1530.937,0.3684,0.129,
acrooblo,1,4,NA,1391.233,0.3453,0.1165,
acrooblo,2,1,NA,1893.166,0.4846,0.1618,
acrooblo,2,2,NA,1606.061,0.4263,0.161,
acrooblo,2,3,NA,1454.467,0.3743,0.1274,
acrooblo,2,4,NA,1107.928,0.2916,0.107,
acrooblo,3,1,NA,1292.851,0.3341,0.1217,
acrooblo,3,2,NA,901.719,0.2566,0.0902,
acrooblo,3,3,NA,2168.366,0.6245,0.2263,
acrooblo,3,4,NA,2427.096,0.6888,0.2601,
acrooblo,4,1,NA,1340.115,0.4218,0.1468,
acrooblo,4,2,NA,1264.934,0.3719,0.1562,
acrooblo,4,3,NA,1349.199,0.4121,0.1589,
acrooblo,4,4,NA,1273.145,0.3977,0.1511,
acropauc,1,1,,991.4,0.3316,0.1042,
acropauc,1,2,,713.6,0.2552,0.0856,
acropauc,1,3,,589.5,0.3305,0.0802,
acropauc,1,4,,1038.8,0.2144,0.1046,
acropauc,2,1,,990.3,0.3195,0.1245,
acropauc,2,2,,1176.9,0.3865,0.1481,
acropauc,2,3,,1121,0.3587,0.1395,
acropauc,2,4,,994.7,0.3134,0.1077,
acropauc,3,1,,1218.1,0.3793,0.1218,
acropauc,3,2,,1051.7,0.3412,0.103,
acropauc,3,3,,1164.7,0.3605,0.122,
acropauc,3,4,,1242.9,0.3635,0.1137,
acropauc,4,1,,2469.1,0.7595,0.2724,
acropauc,4,2,,1206.5,0.3347,0.1099,
acropauc,4,3,,1338.4,0.4542,0.1737,
acropauc,4,4,,1050.4,0.3443,0.1305,
acropube,1,1,a,1427.325,0.4041,0.1394,
acropube,1,1,b,1669.202,0.4659,0.16,
acropube,1,1,c,2529.871,0.7305,0.2536,
acropube,1,2,a,1242.081,0.3415,0.1129,
acropube,1,2,b,1597.439,0.4345,0.1439,
acropube,1,2,c,2154.994,0.6238,0.2059,
acropube,1,3,a,959.793,0.2674,0.0859,
acropube,1,3,b,509.945,0.1386,0.046,
acropube,1,3,c,662.007,0.1747,0.0562,
acropube,1,4,a,1397.243,0.371,0.1176,
acropube,1,4,b,746.352,0.1913,0.0617,
acropube,1,4,c,682.607,0.1665,0.0528,
acropube,2,1,a,2284.546,0.6482,0.2377,
acropube,2,1,b,820.373,0.2118,0.0795,
acropube,2,1,c,750.724,0.1964,0.0727,
acropube,2,2,a,5798.156,1.5291,0.5386,
acropube,2,2,b,5494.878,1.4702,0.5238,
acropube,2,2,c,5499.138,1.4781,0.5359,
acropube,2,3,a,2973.788,0.8233,0.2881,
acropube,2,3,b,4388.511,1.1992,0.4136,
acropube,2,3,c,2380.413,0.6035,0.2068,
acropube,2,4,a,5321.158,1.6548,0.6656,
acropube,2,4,b,1567.171,0.4363,0.1777,
acropube,2,4,c,3283.588,0.9712,0.3954,
acropube,3,1,a,2816.862,0.6151,0.2079,
acropube,3,1,b,1969.852,0.4714,0.158,
acropube,3,1,c,2542.7,0.5597,0.1896,
acropube,3,2,a,1698.87,0.362,0.1218,
acropube,3,2,b,1015.675,0.1999,0.0684,
acropube,3,2,c,3297.524,0.7183,0.2311,
acropube,3,3,a,3202.261,0.714,0.2407,
acropube,3,3,b,3444.42,0.731,0.2472,
acropube,3,3,c,3804.388,0.7836,0.2631,
acropube,3,4,a,3698.798,0.8314,0.2538,
acropube,3,4,b,2394.897,0.5083,0.1572,
acropube,3,4,c,3553.925,0.7782,0.2411,
acropube,4,1,a,1482.353,0.3381,0.1223,
acropube,4,1,b,2149.771,0.4743,0.1695,
acropube,4,1,c,1235.881,0.2655,0.0962,
acropube,4,2,a,2284.106,0.522,0.1904,
acropube,4,2,b,3781.427,0.9083,0.3369,
acropube,4,2,c,2554.237,0.5935,0.2149,
acropube,4,3,a,3963.104,0.8606,0.2917,
acropube,4,3,b,5914.783,1.3806,0.4748,
acropube,4,3,c,3823.765,0.8405,0.2884,
acropube,4,4,a,2570.176,0.5286,0.1772,
acropube,4,4,b,3834.734,0.8073,0.265,
acropube,4,4,c,2877.993,0.5903,0.1974,
acrosube,1,1,a,2646.601,0.6143,0.2036,
acrosube,1,1,b,4308.813,1.0334,0.3509,
acrosube,1,1,c,2272.501,0.4897,0.1609,
acrosube,1,2,a,2303.883,0.4886,0.1633,
acrosube,1,2,b,2547.525,0.5738,0.1952,
acrosube,1,2,c,3854.147,0.8307,0.2837,
acrosube,1,3,a,3963.656,0.9144,0.3161,
acrosube,1,3,b,4941.882,1.1932,0.3923,
acrosube,1,3,c,6696.583,1.6322,0.553,
acrosube,1,4,a,6546.264,1.5803,0.5816,
acrosube,1,4,b,4613.043,1.0977,0.3893,
acrosube,1,4,c,4463.171,1.0262,0.3646,
acrosube,3,1,a,1036.77,0.3168,0.1068,
acrosube,3,1,b,1216.39,0.3883,0.129,
acrosube,3,1,c,1081.245,0.3235,0.1076,
acrosube,3,2,a,659.381,0.1603,0.0434,
acrosube,3,2,b,662.519,0.1634,0.0457,
acrosube,3,2,c,729.894,0.1813,0.0526,
acrosube,3,3,a,750.237,0.1892,0.0534,
acrosube,3,3,b,825.086,0.2167,0.0608,
acrosube,3,3,c,752.69,0.1905,0.0533,
acrosube,3,4,a,794.775,0.1944,0.054,
acrosube,3,4,b,788.786,0.2022,0.0545,
acrosube,3,4,c,761.922,0.182,0.0456,
acrosube,4,1,a,831.708,0.3023,0.1053,
acrosube,4,1,b,834.728,0.2844,0.0984,
acrosube,4,1,c,626.063,0.2125,0.0743,
acrosube,4,2,a,893.678,0.2771,0.0901,
acrosube,4,2,b,792.942,0.2453,0.0792,
acrosube,4,2,c,825.803,0.2515,0.0837,
acrosube,4,3,a,1116.625,0.3735,0.1343,
acrosube,4,3,b,1264.723,0.4371,0.1535,
acrosube,4,3,c,1262.014,0.4219,0.1475,
acrosube,4,4,a,499.572,0.1819,0.0582,
acrosube,4,4,b,470.584,0.1723,0.0586,
acrosube,4,4,c,514.394,0.1844,0.0618,
acrosube,2,1,a,1324.654,0.4035,0.1427,
acrosube,2,1,b,1394.927,0.4617,0.1648,
acrosube,2,1,c,1381.718,0.4569,0.1611,
acrosube,2,2,a,369.506,0.0894,0.0289,
acrosube,2,2,b,445.818,0.1102,0.0356,
acrosube,2,2,c,559.708,0.1463,0.0507,
acrosube,2,3,a,1079.07,0.3241,0.1103,
acrosube,2,3,b,924.046,0.2595,0.0865,
acrosube,2,3,c,990.771,0.2725,0.0884,
acrosube,2,4,a,935.714,0.2682,0.0967,
acrosube,2,4,b,750.844,0.1923,0.0655,
acrosube,2,4,c,892.573,0.2468,0.0872,
actelind,5,1,NA,1850.3,0.6043,0.2613,
actelind,5,2,NA,2262.1,0.7502,0.3274,
actelind,5,3,NA,1030.7,0.3595,0.1644,
actelind,5,4,NA,1498.3,0.5026,0.225,
akanbidw,1,1,a,3064.3,1.1789,0.4407,
akanbidw,1,1,b,5073.9,1.8506,0.6763,
akanbidw,1,1,c,4152.4,1.5324,0.5803,
akanbidw,1,1,d,5655.4,2.0482,0.7695,
akanbidw,1,1,e,6234.3,2.2794,0.8763,
akanbidw,1,1,f,5933.8,2.1657,0.8602,
akanbidw,1,1,g,5320.7,1.87,0.7306,
akanbidw,1,1,h,4649.7,1.7547,0.6925,
akanbidw,1,2,a,5604.6,1.8704,0.723,
akanbidw,1,2,b,6903.3,2.2804,0.9053,
akanbidw,1,2,c,6407.7,2.1292,0.8238,
akanbidw,1,2,d,6902.2,2.2943,0.8867,
akanbidw,1,2,e,6241.3,2.0555,0.8295,
akanbidw,1,2,f,5395,1.7642,0.6965,
akanbidw,1,3,a,5110.8,1.7221,0.6642,
akanbidw,1,3,b,3967.9,1.355,0.5268,
akanbidw,1,3,c,5632.2,1.8599,0.7096,
akanbidw,1,3,d,6665.4,2.281,0.9133,
akanbidw,1,3,e,6227.7,2.0805,0.8033,
akanbidw,1,3,f,5418.3,1.8007,0.7416,
akanbidw,1,3,g,2041.8,0.7253,0.2747,
akanbidw,1,3,h,1242.1,0.4416,0.165,
akanbidw,1,4,a,4009.9,1.4332,0.5543,
akanbidw,1,4,b,4276.5,1.5568,0.6127,
akanbidw,1,4,c,4322.2,1.5285,0.6084,
akanbidw,1,4,d,4123.2,1.4261,0.5691,
akanbidw,1,4,e,4247.7,1.5012,0.6026,
akanbidw,1,4,f,3218.3,1.1478,0.4559,
akanbidw,1,4,g,2479.2,0.9041,0.3541,
akanbidw,2,1,a,1173.3,0.4313,0.1731,
akanbidw,2,1,b,3018.2,1.1011,0.4567,
akanbidw,2,1,c,2727.5,1.0719,0.4767,
akanbidw,2,1,d,2467.5,0.9258,0.3875,
akanbidw,2,1,e,3219.6,1.2111,0.5178,
akanbidw,2,1,f,1487.8,0.5458,0.2201,
akanbidw,2,1,g,3166.5,1.1554,0.493,
akanbidw,2,1,h,1867.3,0.6958,0.2904,
akanbidw,2,2,a,2172.1,0.7272,0.2642,
akanbidw,2,2,b,4378.5,1.4566,0.5426,
akanbidw,2,2,c,4561.8,1.5561,0.588,
akanbidw,2,2,d,4008,1.3086,0.4796,
akanbidw,2,2,e,3423.5,1.1934,0.4576,
akanbidw,2,2,f,4638.7,1.6527,0.6754,
akanbidw,2,2,g,4951.7,1.8372,0.7784,
akanbidw,2,2,h,4603.3,1.7648,0.7751,
akanbidw,2,2,i,2666,1.0406,0.4476,
akanbidw,2,2,j,4080.7,1.5464,0.6763,
akanbidw,2,3,a,8460.2,3.2151,1.1803,
akanbidw,2,3,b,7231,2.8356,1.0174,
akanbidw,2,3,c,4088.1,1.5832,0.5167,
akanbidw,2,3,d,4812.8,1.8354,0.6372,
akanbidw,2,3,e,8718.3,3.3881,1.2462,
akanbidw,2,3,f,2041.8,0.8372,0.2694,
akanbidw,2,4,a,2218.9,0.9093,0.3498,
akanbidw,2,4,b,2298.4,0.874,0.3743,
akanbidw,2,4,c,3832.9,1.5897,0.6489,
akanbidw,2,4,d,3708.8,1.4431,0.6152,
akanbidw,2,4,e,3790.3,1.4903,0.6083,
akanbidw,2,4,f,3996.1,1.6647,0.7018,
akanbidw,2,4,g,3257.7,1.3139,0.5565,
akanbidw,3,1,a,2723.3,0.7418,0.264,
akanbidw,3,1,b,3113.7,0.8216,0.301,
akanbidw,3,1,c,2681.3,0.7318,0.2586,
akanbidw,3,1,d,1527.8,0.4242,0.1466,
akanbidw,3,1,e,3250.9,0.8569,0.3189,
akanbidw,3,1,f,3954.1,1.0484,0.3891,
akanbidw,3,1,g,3230.6,0.8609,0.323,
akanbidw,3,2,a,2597.9,0.7282,0.2667,
akanbidw,3,2,b,2913.6,0.792,0.2899,
akanbidw,3,2,c,2061,0.5611,0.2025,
akanbidw,3,2,d,1571.7,0.4479,0.1582,
akanbidw,3,2,e,3079.8,0.8604,0.3176,
akanbidw,3,2,f,2775.2,0.764,0.2848,
akanbidw,3,2,g,3625.8,1.0025,0.3749,
akanbidw,3,2,h,3865.6,1.1215,0.4235,
akanbidw,3,3,a,2292,0.6258,0.2397,
akanbidw,3,3,b,3195.8,0.8545,0.3291,
akanbidw,3,3,c,3763.4,0.9473,0.3682,
akanbidw,3,3,d,3526.1,0.8876,0.3448,
akanbidw,3,3,e,4272.7,1.0946,0.4247,
akanbidw,3,3,f,4408.5,1.0838,0.4216,
akanbidw,3,4,a,2235.6,0.6132,0.2104,
akanbidw,3,4,b,2481.9,0.6704,0.2285,
akanbidw,3,4,c,3046,0.79,0.2819,
akanbidw,3,4,d,2829.1,0.6929,0.2532,
akanbidw,3,4,e,2981.6,0.8046,0.2953,
akanbidw,3,4,f,2904.1,0.7813,0.2903,
akanbidw,3,4,g,3049.2,0.8217,0.3125,
akanbidw,3,4,h,2997.3,0.8144,0.3068,
akanbidw,4,1,a,1282.2,0.4672,0.1658,
akanbidw,4,1,b,1560.3,0.5645,0.205,
akanbidw,4,1,c,1821.3,0.6497,0.2364,
akanbidw,4,1,d,2516.4,0.9035,0.3329,
akanbidw,4,1,e,2698.6,0.9503,0.3524,
akanbidw,4,1,f,2750.7,0.9626,0.3552,
akanbidw,4,1,g,3015.3,1.0481,0.3908,
akanbidw,4,1,h,3173.2,1.0708,0.3997,
akanbidw,4,1,i,2952.2,0.981,0.3653,
akanbidw,4,1,j,2808.9,0.9178,0.3412,
akanbidw,4,1,k,2930.3,0.9338,0.3558,
akanbidw,4,2,a,864.8,0.2853,0.096,
akanbidw,4,2,b,2978.8,0.9447,0.3274,
akanbidw,4,2,c,2957,0.9408,0.3325,
akanbidw,4,2,d,1671.3,0.5566,0.1904,
akanbidw,4,2,e,4073.8,1.1932,0.4316,
akanbidw,4,2,f,3122.9,0.8932,0.3371,
akanbidw,4,2,g,3759.2,1.1027,0.4068,
akanbidw,4,2,h,3911.3,1.1326,0.4171,
akanbidw,4,3,a,2158.7,0.7127,0.2771,
akanbidw,4,3,b,2270.4,0.74,0.2943,
akanbidw,4,3,c,2729.6,0.8581,0.3383,
akanbidw,4,3,d,463.8,0.1779,0.0651,
akanbidw,4,3,e,1461.6,0.5303,0.2066,
akanbidw,4,3,f,1549.7,0.5548,0.2183,
akanbidw,4,3,g,1646.8,0.5876,0.2339,
akanbidw,4,3,h,1904.3,0.6363,0.2583,
akanbidw,4,3,i,1082.4,0.3807,0.1441,
akanbidw,4,3,j,947.9,0.3257,0.124,
akanbidw,4,4,a,2167.6,0.764,0.2767,
akanbidw,4,4,b,2578.9,0.8811,0.3211,
akanbidw,4,4,c,2016.2,0.7084,0.2584,
akanbidw,4,4,d,2450.7,0.8233,0.3013,
akanbidw,4,4,e,2401.5,0.775,0.2879,
akanbidw,4,4,f,2581,0.8434,0.3212,
akanbidw,4,4,g,1236,0.446,0.1611,
akanbidw,4,4,h,2669.7,0.8523,0.3141,
akanbidw,4,4,i,2650.6,0.8769,0.316,
akanbidw,4,4,j,2754.3,0.8674,0.3191,
akanbidw,4,4,k,1670.6,0.4841,0.1858,
alanvill,1,1,NA,4163.633,0.7743,0.3197,
alanvill,1,2,NA,3802.694,0.6324,0.2531,
alanvill,1,3,NA,1908.341,0.3307,0.1314,
alanvill,1,4,NA,3983.168,0.7019,0.2779,
alanvill,2,1,NA,3761.7,0.8037,0.2574,
alanvill,2,2,NA,2194.7,0.4841,0.1514,
alanvill,2,3,NA,3038,0.671,0.2174,
alanvill,2,4,NA,3583.7,0.8097,0.2565,
alanvill,3,1,NA,2212,0.3518,0.1429,
alanvill,3,2,NA,1322.1,0.219,0.0883,
alanvill,3,3,NA,1394.2,0.2308,0.0929,
alanvill,3,4,NA,1802.8,0.3004,0.1248,
alanvill,4,1,NA,2553.5,0.4621,0.1818,
alanvill,4,2,NA,3110.4,0.53,0.2122,
alanvill,4,3,NA,3736.5,0.6212,0.2501,
alanvill,4,4,NA,1729.7,0.2807,0.1136,
alchilic,1,1,NA,1639.985,0.4179,0.1992,
alchilic,1,2,NA,1390.454,0.3169,0.1481,
alchilic,1,3,NA,1157.962,0.2764,0.1295,
alchilic,1,4,NA,1200.347,0.2906,0.1339,
alchilic,2,1,NA,727.657,0.2192,0.0972,
alchilic,2,2,NA,1331.557,0.4166,0.1885,
alchilic,2,3,NA,1647.042,0.5013,0.2164,
alchilic,2,4,NA,1165.211,0.3373,0.155,
alchilic,3,1,NA,1342.004,0.3308,0.1476,
alchilic,3,2,NA,1206.431,0.2787,0.1302,
alchilic,3,3,NA,1032.053,0.2387,0.1115,
alchilic,3,4,NA,934.882,0.1993,0.0926,
alchilic,4,1,NA,1616.706,0.4224,0.1821,
alchilic,4,2,NA,1746.87,0.4332,0.1839,
alchilic,4,3,NA,1051.235,0.2403,0.1027,
alchilic,4,4,NA,1150.978,0.2797,0.1216,
alecconn,1,1,a,2436.6,0.4589,0.2549,
alecconn,1,1,b,2482.6,0.4826,0.2647,
alecconn,1,2,a,3704.5,0.7076,0.3892,
alecconn,1,2,b,3805.8,0.6911,0.3789,
alecconn,1,3,a,4376.4,0.7654,0.4094,
alecconn,1,3,b,4153.4,0.6867,0.3696,
alecconn,1,4,a,3972.2,0.6279,0.3366,
alecconn,1,4,b,1513.3,0.247,0.1389,
alecconn,2,1,a,1681,0.3082,0.1604,
alecconn,2,1,b,1717.5,0.3126,0.1611,
alecconn,2,2,a,607.8,0.0989,0.053,
alecconn,2,2,b,966.3,0.1514,0.0787,
alecconn,2,3,a,512.5,0.0858,0.0465,
alecconn,2,3,b,450.4,0.0728,0.0391,
alecconn,2,4,a,850.9,0.1531,0.0816,
alecconn,2,4,b,1023.3,0.1836,0.097,
alecconn,3,1,a,757.5,0.1868,0.0834,
alecconn,3,1,b,758.8,0.1862,0.0833,
alecconn,3,1,c,781.7,0.2029,0.0924,
alecconn,3,2,a,1823.7,0.5978,0.2956,
alecconn,3,2,b,1088.7,0.3152,0.158,
alecconn,3,3,a,428.9,0.1139,0.0577,
alecconn,3,3,b,803.5,0.1846,0.0912,
alecconn,3,4,a,1561.1,0.3412,0.1544,
alecconn,3,4,b,782.3,0.1662,0.074,
alecconn,3,4,c,1226.9,0.2914,0.1315,
alecconn,4,1,a,1695.4,0.3973,0.1913,
alecconn,4,1,b,2069.7,0.4837,0.2315,
alecconn,4,2,a,1722.8,0.3825,0.1856,
alecconn,4,2,b,1163,0.2618,0.128,
alecconn,4,2,c,1128.3,0.2358,0.115,
alecconn,4,3,a,2213.1,0.5009,0.2352,
alecconn,4,3,b,1747.8,0.3798,0.1766,
alecconn,4,4,a,617.7,0.1244,0.0589,
alecconn,4,4,b,761.3,0.1656,0.0813,
alecconn,4,4,c,639.9,0.1276,0.0614,
alecsubc,1,1,a,4128.638,0.8867,0.4378,
alecsubc,1,1,b,5861.002,1.2738,0.6309,
alecsubc,1,1,c,5225.941,1.0796,0.5205,
alecsubc,1,1,rachis,203.372,0.2587,0.1211,
alecsubc,1,2,a,2350.178,0.4414,0.2189,
alecsubc,1,2,b,3807.313,0.7383,0.3581,
alecsubc,1,2,c,2571.301,0.4906,0.239,
alecsubc,1,2,d,1710.877,0.306,0.1443,
alecsubc,1,2,rachis,151.156,0.1898,0.0882,
alecsubc,1,3,a,2992.986,0.6538,0.327,
alecsubc,1,3,b,2839.215,0.6381,0.3169,
alecsubc,1,3,rachis,90.28,0.1064,0.0535,
alecsubc,1,4,a,3970.371,0.8219,0.4197,
alecsubc,1,4,b,2414.698,0.4999,0.2557,
alecsubc,1,4,c,2003.26,0.3856,0.1999,
alecsubc,1,4,rachis,156.383,0.1872,0.0874,
alecsubc,2,1,a,2688.1,0.5679,0.2592,
alecsubc,2,1,b,3204.7,0.6854,0.3101,
alecsubc,2,2,a,3230.6,0.6897,0.3229,
alecsubc,2,2,b,3053.7,0.6372,0.2861,
alecsubc,2,2,c,2273.4,0.4495,0.1919,
alecsubc,2,3,a,2136.9,0.4823,0.2148,
alecsubc,2,3,b,2255.3,0.4811,0.2156,
alecsubc,2,3,c,1669,0.3413,0.1457,
alecsubc,2,4,a,3862,0.7921,0.3405,
alecsubc,2,4,b,2626.4,0.5161,0.2191,
alecsubc,3,1,a,2326.9,0.492,0.206,
alecsubc,3,1,b,1947.9,0.4073,0.1784,
alecsubc,3,1,c,3517.2,0.3019,0.3504,
alecsubc,3,1,d,3055.2,0.5653,0.2871,
alecsubc,3,2,a,2504,0.4911,0.2153,
alecsubc,3,2,b,2376,0.4775,0.2032,
alecsubc,3,2,c,2909.3,0.5573,0.2343,
alecsubc,3,3,a,2067.8,0.4169,0.1719,
alecsubc,3,3,b,2020.6,0.401,0.159,
alecsubc,3,4,a,1423.6,0.2954,0.1306,
alecsubc,3,4,b,2565.4,0.5083,0.2226,
alecsubc,4,1,a,1106.5,0.2315,0.1136,
alecsubc,4,1,b,807.2,0.1703,0.083,
alecsubc,4,1,c,464.8,0.0978,0.0479,
alecsubc,4,2,a,2169.8,0.4798,0.2095,
alecsubc,4,2,b,1592.4,0.3595,0.156,
alecsubc,4,2,c,2384.4,0.5167,0.2285,
alecsubc,4,2,d,1806.2,0.3878,0.171,
alecsubc,4,3,a,2153.4,0.4171,0.1965,
alecsubc,4,3,b,2325.2,0.4466,0.213,
alecsubc,4,3,c,1997.3,0.3899,0.1871,
alecsubc,4,3,d,1543.5,0.302,0.146,
alecsubc,4,4,a,810.2,0.1572,0.0721,
