abbrev,individual_id,bundle_id,xylem_id,max_lumen_width,min_lumen_width,wall_thickness_1,wall_thickness_2,wall_thickness_3
phylsaur,3,1,4,0.01361,0.00825,0.0017,0.00152,0.00179
phylsaur,3,1,5,0.01223,0.00859,0.00189,0.00109,0.00144
phylsaur,3,2,1,0.01791,0.01321,0.00263,0.00267,0.00173
phylsaur,3,2,2,0.00707,0.00979,0.00125,0.00176,0.00141
phylsaur,3,2,3,0.01379,0.01123,0.00184,0.00164,0.00252
phylsaur,3,2,4,0.01946,0.0175,0.00206,0.00237,0.00154
phylsaur,3,2,5,0.007,0.00892,0.00139,0.00182,0.0014
phylsaur,3,3,1,0.01238,0.01193,0.00163,0.0013,0.0014
phylsaur,3,3,2,0.00798,0.01065,0.00163,0.00122,0.00165
phylsaur,3,3,3,0.01472,0.01727,0.00183,0.00207,0.00198
phylsaur,3,3,4,0.01243,0.01138,0.00152,0.00163,0.00145
phylsaur,3,3,5,0.01771,0.01154,0.0018,0.00191,0.00136
archthoz,1,1,1,0.01629,0.01484,0.00083,0.00091,0.00103
archthoz,1,1,2,0.0146,0.01194,0.00108,0.00069,0.0012
archthoz,1,1,3,0.01979,0.01217,0.00122,0.00109,0.00116
archthoz,1,1,4,0.00959,0.00876,0.00105,0.00082,0.00067
archthoz,1,1,5,0.01465,0.01266,0.00123,0.00095,0.00082
archthoz,1,2,1,0.01452,0.01196,0.00111,0.00136,0.00159
archthoz,1,2,2,0.01353,0.01141,0.00116,0.00145,0.00115
archthoz,1,2,3,0.01317,0.01113,0.00139,0.00152,0.00146
archthoz,1,2,4,0.01137,0.00757,0.00117,0.00127,0.00132
archthoz,1,2,5,0.01228,0.00855,0.00126,0.00132,0.00116
archthoz,1,3,1,0.01183,0.00951,0.00171,0.00141,0.00123
archthoz,1,3,2,0.0167,0.01386,0.0016,0.00177,0.00174
archthoz,1,3,3,0.01297,0.01052,0.00148,0.00122,0.00111
archthoz,1,3,4,0.01563,0.01297,0.00127,0.0013,0.00121
archthoz,1,3,5,0.01475,0.01329,0.0022,0.0013,0.0015
archthoz,2,1,1,0.01476,0.01299,0.00163,0.00121,0.00158
archthoz,2,1,2,0.01298,0.01048,0.00173,0.00189,0.00152
archthoz,2,1,3,0.01086,0.0108,0.00173,0.00125,0.00146
archthoz,2,1,4,0.01163,0.00948,0.00146,0.00133,0.00137
archthoz,2,1,5,0.01614,0.01378,0.00161,0.00164,0.00114
archthoz,2,2,1,0.01408,0.01308,0.00091,0.00111,0.00108
archthoz,2,2,2,0.01291,0.01378,0.00111,0.00115,0.00103
archthoz,2,2,3,0.01253,0.01246,0.0011,0.00104,0.00105
archthoz,2,2,4,0.01567,0.01357,0.00152,0.00106,0.00161
archthoz,2,2,5,0.01035,0.00764,0.0011,0.00112,0.00109
archthoz,2,3,1,0.01088,0.01006,0.00146,0.00157,0.00137
archthoz,2,3,2,0.01124,0.01101,0.00129,0.00134,0.00157
archthoz,2,3,3,0.01141,0.01014,0.00109,0.00107,0.00121
archthoz,2,3,4,0.01304,0.0108,0.00164,0.00157,0.00097
archthoz,2,3,5,0.01062,0.00836,0.00142,0.00117,0.001
pleuoppo,1,1,1,0.00878,0.00889,0.00131,0.00115,0.00128
pleuoppo,1,1,2,0.00987,0.00967,0.00149,0.00143,0.00116
pleuoppo,1,1,3,0.01313,0.0108,0.00138,0.00129,0.00188
pleuoppo,1,1,4,0.00854,0.00916,0.00131,0.00125,0.00112
pleuoppo,1,1,5,0.00828,0.00592,0.00119,0.00117,0.00115
pleuoppo,1,2,1,0.01041,0.00867,0.00188,0.00178,0.00161
pleuoppo,1,2,2,0.00962,0.00983,0.00165,0.0014,0.00152
pleuoppo,1,2,3,0.00959,0.00862,0.00116,0.00149,0.00131
pleuoppo,1,2,4,0.01242,0.00935,0.00131,0.00234,0.00115
pleuoppo,1,2,5,0.01072,0.0119,0.00164,0.00163,0.00174
pleuoppo,1,3,1,0.01091,0.01006,0.00259,0.00158,0.00178
pleuoppo,1,3,2,0.01235,0.00958,0.00305,0.00155,0.00125
pleuoppo,1,3,3,0.01037,0.00755,0.00132,0.00193,0.00134
pleuoppo,1,3,4,0.00856,0.00901,0.00171,0.00216,0.00157
pleuoppo,1,3,5,0.00875,0.00961,0.00136,0.00104,0.00133
pleuoppo,2,1,1,0.00787,0.00957,0.00226,0.00185,0.00117
pleuoppo,2,1,2,0.0074,0.01255,0.00173,0.00176,0.00152
pleuoppo,2,1,3,0.00915,0.01175,0.00145,0.00312,0.00116
pleuoppo,2,1,4,0.00868,0.01108,0.00282,0.00168,0.0017
pleuoppo,2,1,5,0.01229,0.00978,0.00165,0.00217,0.0017
pleuoppo,2,2,1,0.00456,0.00421,0.00184,0.00224,0.0017
pleuoppo,2,2,2,0.01079,0.00944,0.00269,0.00131,0.00125
pleuoppo,2,2,3,0.01107,0.00977,0.00249,0.00185,0.00116
pleuoppo,2,2,4,0.00943,0.01129,0.00254,0.0012,0.002
pleuoppo,2,2,5,0.01174,0.00965,0.00233,0.00192,0.00189
pleuoppo,2,3,1,0.01111,0.00984,0.00151,0.00232,0.00163
pleuoppo,2,3,2,0.00899,0.00844,0.00242,0.0012,0.00169
pleuoppo,2,3,3,0.00755,0.00649,0.00191,0.00151,0.00191
pleuoppo,2,3,4,0.00781,0.00802,0.00149,0.00156,0.00114
pleuoppo,2,3,5,0.0097,0.00798,0.00161,0.00138,0.0015
pleuoppo,3,1,1,0.00489,0.00652,0.00189,0.00228,0.00149
pleuoppo,3,1,2,0.00912,0.01273,0.00207,0.00153,0.00215
pleuoppo,3,1,3,0.01092,0.01141,0.00211,0.00218,0.00174
pleuoppo,3,1,4,0.00999,0.00841,0.00116,0.00149,0.00158
pleuoppo,3,1,5,0.00807,0.00664,0.00231,0.00173,0.00197
pleuoppo,3,2,1,0.00992,0.01047,0.00171,0.00283,0.00246
pleuoppo,3,2,2,0.01003,0.00948,0.00237,0.00214,0.00181
pleuoppo,3,2,3,0.00838,0.01176,0.00183,0.00177,0.00192
pleuoppo,3,2,4,0.00809,0.00975,0.00209,0.00163,0.00159
pleuoppo,3,2,5,0.00683,0.00987,0.00161,0.00138,0.00161
pleuoppo,3,3,1,0.01187,0.00874,0.00162,0.00196,0.00158
pleuoppo,3,3,2,0.01215,0.01107,0.00258,0.00204,0.0013
pleuoppo,3,3,3,0.0112,0.01114,0.00178,0.00219,0.00159
pleuoppo,3,3,4,0.01181,0.00947,0.0023,0.00205,0.00174
pleuoppo,3,3,5,0.00739,0.01127,0.00215,0.00155,0.0019
psycsimm,1,1,1,0.01375,0.01081,0.00137,0.00204,0.00119
psycsimm,1,1,2,0.01491,0.01204,0.00249,0.00115,0.00152
psycsimm,1,1,3,0.0144,0.0117,0.00141,0.00183,0.00163
psycsimm,1,1,4,0.01371,0.01209,0.002,0.00149,0.00127
psycsimm,1,1,5,0.01185,0.01087,0.00231,0.00128,0.0018
psycsimm,1,2,1,0.01463,0.01114,0.0013,0.00136,0.00115
psycsimm,1,2,2,0.01259,0.0099,0.00129,0.0017,0.00121
psycsimm,1,2,3,0.01348,0.00696,0.00166,0.00169,0.00117
psycsimm,1,2,4,0.01399,0.00777,0.00097,0.00135,0.00144
psycsimm,1,2,5,0.00938,0.00856,0.00127,0.00136,0.00137
psycsimm,1,3,1,0.01109,0.01041,0.00204,0.00131,0.00137
psycsimm,1,3,2,0.00828,0.00868,0.0015,0.00195,0.00196
psycsimm,1,3,3,0.00736,0.00698,0.00129,0.0024,0.00149
psycsimm,1,3,4,0.00848,0.00718,0.00261,0.0015,0.00126
psycsimm,1,3,5,0.00759,0.00597,0.00216,0.00172,0.00127
psycsimm,2,1,1,0.00777,0.00992,0.00152,0.00138,0.00153
psycsimm,2,1,2,0.00953,0.01033,0.00139,0.00175,0.0011
psycsimm,2,1,3,0.01073,0.0088,0.00132,0.00143,0.00121
psycsimm,2,1,4,0.0084,0.00893,0.00092,0.00104,0.00088
psycsimm,2,1,5,0.01048,0.00828,0.00086,0.00111,0.00105
psycsimm,2,2,1,0.01002,0.00785,0.00137,0.00096,0.00109
psycsimm,2,2,2,0.00883,0.00956,0.00127,0.00125,0.00092
psycsimm,2,2,3,0.00874,0.01062,0.0012,0.0013,0.00118
psycsimm,2,2,4,0.01147,0.00881,0.00102,0.00109,0.00131
psycsimm,2,2,5,0.01053,0.00938,0.00132,0.00155,0.00134
psycsimm,2,3,1,0.01127,0.0074,0.00149,0.00104,0.00116
psycsimm,2,3,2,0.00865,0.006,0.0019,0.00161,0.00113
psycsimm,2,3,3,0.0098,0.01008,0.0013,0.0011,0.00152
psycsimm,2,3,4,0.00841,0.00942,0.00118,0.00106,0.00112
psycsimm,2,3,5,0.00876,0.00893,0.0011,0.00091,0.00102
psycsimm,3,1,1,0.00981,0.0086,0.00165,0.00164,0.00154
psycsimm,3,1,2,0.01202,0.01099,0.00203,0.0013,0.00137
psycsimm,3,1,3,0.00843,0.00973,0.0012,0.00093,0.00075
psycsimm,3,1,4,0.01188,0.00678,0.0016,0.00184,0.00166
psycsimm,3,1,5,0.00747,0.00925,0.00172,0.00324,0.00125
psycsimm,3,2,1,0.00833,0.00839,0.00159,0.00082,0.00112
psycsimm,3,2,2,0.00934,0.00875,0.00252,0.00147,0.00201
psycsimm,3,2,3,0.00786,0.01049,0.0017,0.00096,0.00101
psycsimm,3,2,4,0.00804,0.00998,0.00087,0.00102,0.00083
psycsimm,3,2,5,0.01233,0.01027,0.00154,0.00163,0.00159
psycsimm,3,3,1,0.01148,0.00911,0.00116,0.00136,0.00123
psycsimm,3,3,2,0.01131,0.00775,0.00099,0.00094,0.00085
psycsimm,3,3,3,0.01322,0.01055,0.00108,0.00108,0.0009
psycsimm,3,3,4,0.00999,0.00802,0.00109,0.00102,0.00094
psycsimm,3,3,5,0.01072,0.00615,0.00106,0.00093,0.00143
syzycreb,1,1,1,0.00991,0.01025,0.00155,0.00119,0.00106
syzycreb,1,1,2,0.01836,0.01164,0.0012,0.00145,0.00149
syzycreb,1,1,3,0.01607,0.01172,0.00137,0.00156,0.00111
syzycreb,1,1,4,0.01657,0.01067,0.00179,0.00128,0.00118
syzycreb,1,1,5,0.01711,0.0114,0.00149,0.00116,0.00143
syzycreb,1,2,1,0.01594,0.01316,0.00125,0.00116,0.0013
syzycreb,1,2,2,0.01368,0.01359,0.00129,0.00138,0.00143
syzycreb,1,2,3,0.01361,0.0086,0.00183,0.00132,0.00109
syzycreb,1,2,4,0.01616,0.0129,0.00161,0.00118,0.00086
syzycreb,1,2,5,0.01173,0.01198,0.0015,0.0014,0.00122
syzycreb,1,3,1,0.0129,0.01068,0.00115,0.00136,0.00098
syzycreb,1,3,2,0.01576,0.0102,0.00109,0.00131,0.00108
syzycreb,1,3,3,0.01006,0.0077,0.00109,0.00104,0.00113
syzycreb,1,3,4,0.01477,0.01113,0.00114,0.00093,0.00093
syzycreb,1,3,5,0.00905,0.01187,0.00101,0.00118,0.00128
syzycreb,2,1,1,0.01747,0.01157,0.00124,0.0014,0.00143
syzycreb,2,1,2,0.01634,0.00938,0.00159,0.00126,0.00129
syzycreb,2,1,3,0.01119,0.01526,0.00138,0.00126,0.00086
syzycreb,2,1,4,0.01101,0.01282,0.00103,0.0011,0.00106
syzycreb,2,1,5,0.01667,0.01284,0.00173,0.00211,0.00136
syzycreb,2,2,1,0.02106,0.00956,0.00127,0.00114,0.00144
syzycreb,2,2,2,0.01563,0.00884,0.00212,0.00091,0.00101
syzycreb,2,2,3,0.01468,0.01095,0.00197,0.00164,0.00106
syzycreb,2,2,4,0.01308,0.01406,0.00157,0.00121,0.00132
syzycreb,2,2,5,0.01875,0.01077,0.00144,0.0013,0.00121
syzycreb,2,3,1,0.02106,0.00956,0.00127,0.00114,0.00144
syzycreb,2,3,2,0.01563,0.00884,0.00212,0.00091,0.00101
syzycreb,2,3,3,0.01468,0.01095,0.00197,0.00164,0.00106
syzycreb,2,3,4,0.01308,0.01406,0.00157,0.00121,0.00132
syzycreb,2,3,5,0.01875,0.01077,0.00144,0.0013,0.00121
syzycreb,3,1,1,0.0122,0.00813,0.00092,0.00128,0.00122
syzycreb,3,1,2,0.0072,0.00673,0.0013,0.00116,0.00159
syzycreb,3,1,3,0.01026,0.00949,0.00117,0.00091,0.00128
syzycreb,3,1,4,0.00871,0.00955,0.00136,0.00138,0.00125
syzycreb,3,1,5,0.00857,0.01451,0.00107,0.00097,0.00123
syzycreb,3,2,1,0.01139,0.01174,0.00171,0.00122,0.00126
syzycreb,3,2,2,0.01092,0.01184,0.0013,0.00126,0.0015
syzycreb,3,2,3,0.01021,0.0093,0.00115,0.00105,0.00105
syzycreb,3,2,4,0.00931,0.00928,0.00152,0.00109,0.00076
syzycreb,3,2,5,0.01146,0.01071,0.00116,0.00117,0.00107
syzycreb,3,3,1,0.00823,0.00995,0.00158,0.00107,0.00128
syzycreb,3,3,2,0.01277,0.00919,0.00135,0.00122,0.00116
syzycreb,3,3,3,0.01433,0.00704,0.00149,0.0011,0.00091
syzycreb,3,3,4,0.00834,0.00702,0.00083,0.00097,0.00125
syzycreb,3,3,5,0.01205,0.00786,0.0013,0.00121,0.00109
excodall,1,1,1,0.01301,0.01256,0.00386,0.00223,0.00205
excodall,1,1,2,0.00855,0.00666,0.00182,0.00153,0.00195
excodall,1,1,3,0.00823,0.00753,0.00181,0.0017,0.00168
excodall,1,1,4,0.01314,0.00769,0.00228,0.00202,0.00228
excodall,1,1,5,0.01023,0.00783,0.00224,0.00173,0.00201
excodall,1,2,1,0.01767,0.01032,0.00157,0.00212,0.00168
excodall,1,2,2,0.01524,0.01135,0.00338,0.00243,0.0027
excodall,1,2,3,0.00975,0.00932,0.00194,0.00185,0.00177
excodall,1,2,4,0.01084,0.01075,0.00247,0.0027,0.00296
excodall,1,2,5,0.01263,0.01053,0.0028,0.00285,0.002
excodall,1,3,1,0.01542,0.01257,0.00239,0.00165,0.00275
excodall,1,3,2,0.01387,0.01078,0.00329,0.00185,0.00192
excodall,1,3,3,0.01315,0.01101,0.00178,0.00165,0.00185
excodall,1,3,4,0.01318,0.00946,0.00157,0.00235,0.00175
excodall,1,3,5,0.00949,0.00819,0.00204,0.00244,0.00214
excodall,2,1,1,0.00971,0.0079,0.00186,0.00159,0.0018
excodall,2,1,2,0.00894,0.0083,0.00211,0.00156,0.00222
excodall,2,1,3,0.01245,0.01122,0.00175,0.00192,0.00167
excodall,2,1,4,0.01123,0.00989,0.00182,0.0016,0.00286
excodall,2,1,5,0.00756,0.00603,0.00175,0.00178,0.00193
excodall,2,2,1,0.01073,0.01144,0.00238,0.00214,0.00169
excodall,2,2,2,0.01246,0.01116,0.00216,0.00237,0.00155
excodall,2,2,3,0.0122,0.01086,0.00186,0.00181,0.0019
excodall,2,2,4,0.01312,0.01185,0.00212,0.00234,0.00189
excodall,2,2,5,0.00811,0.00842,0.00168,0.00141,0.00244
excodall,2,3,1,0.01055,0.01018,0.0022,0.0021,0.00159
excodall,2,3,2,0.01039,0.00982,0.00193,0.00167,0.00144
excodall,2,3,3,0.01073,0.00984,0.00177,0.00194,0.00176
excodall,2,3,4,0.01179,0.00878,0.00146,0.00261,0.00143
excodall,2,3,5,0.01262,0.01266,0.00154,0.00203,0.00171
excodall,3,1,1,0.0117,0.0094,0.00335,0.00189,0.00143
excodall,3,1,2,0.00731,0.00511,0.00164,0.00195,0.00143
excodall,3,1,3,0.01039,0.00764,0.00121,0.00137,0.00168
excodall,3,1,4,0.01203,0.01056,0.00174,0.00187,0.00191
excodall,3,1,5,0.01246,0.0109,0.00212,0.00193,0.00205
excodall,3,2,1,0.01138,0.0077,0.00194,0.0016,0.00177
excodall,3,2,2,0.01372,0.01061,0.00244,0.00132,0.00204
excodall,3,2,3,0.01296,0.01223,0.00149,0.00169,0.00154
excodall,3,2,4,0.00947,0.00778,0.00158,0.00217,0.00153
excodall,3,2,5,0.01193,0.00806,0.00202,0.00189,0.00244
excodall,3,3,1,0.01093,0.00966,0.00267,0.002,0.00147
excodall,3,3,2,0.01093,0.00637,0.00175,0.00157,0.00142
excodall,3,3,3,0.01307,0.01037,0.00212,0.00213,0.00183
excodall,3,3,4,0.01101,0.00989,0.0022,0.00255,0.00237
excodall,3,3,5,0.01139,0.01003,0.00264,0.0017,0.00186
denhcela,1,1,1,0.00641,0.00617,0.00204,0.00161,0.00202
denhcela,1,1,2,0.00713,0.00653,0.00176,0.00226,0.00151
denhcela,1,1,3,0.00704,0.00709,0.00174,0.00144,0.00146
denhcela,1,1,4,0.00599,0.00672,0.0018,0.00118,0.00191
denhcela,1,1,5,0.00762,0.00983,0.00205,0.00193,0.00181
denhcela,1,2,1,0.007,0.00633,0.00181,0.00122,0.00152
denhcela,1,2,2,0.00817,0.00893,0.00161,0.0019,0.00216
denhcela,1,2,3,0.00572,0.00765,0.00168,0.00277,0.00151
denhcela,1,2,4,0.01088,0.01079,0.00227,0.00189,0.00129
denhcela,1,2,5,0.00768,0.006,0.00188,0.00286,0.00138
denhcela,1,3,1,0.00583,0.00607,0.00165,0.00178,0.00155
denhcela,1,3,2,0.0061,0.00835,0.00258,0.00183,0.00178
denhcela,1,3,3,0.00905,0.00605,0.00371,0.00181,0.00298
denhcela,1,3,4,0.00606,0.00874,0.0015,0.00183,0.00167
denhcela,1,3,5,0.00619,0.00528,0.00217,0.00165,0.0014
denhcela,2,1,1,0.00681,0.00855,0.00192,0.00172,0.00185
denhcela,2,1,2,0.00614,0.00574,0.00275,0.0017,0.00188
denhcela,2,1,3,0.00935,0.0082,0.00201,0.00193,0.00127
denhcela,2,1,4,0.0064,0.00576,0.00258,0.00277,0.00208
denhcela,2,1,5,0.00937,0.00756,0.00269,0.00292,0.00201
denhcela,2,2,1,0.01283,0.00884,0.00367,0.00339,0.0017
denhcela,2,2,2,0.00848,0.01005,0.00411,0.00237,0.00192
denhcela,2,2,3,0.0105,0.00868,0.0021,0.00221,0.00166
denhcela,2,2,4,0.00678,0.0041,0.00334,0.00152,0.00275
denhcela,2,2,5,0.00748,0.00878,0.00202,0.00114,0.00185
denhcela,2,3,1,0.01067,0.01425,0.00176,0.00168,0.00146
denhcela,2,3,2,0.01048,0.01189,0.00312,0.00194,0.00185
denhcela,2,3,3,0.00912,0.01008,0.00272,0.00278,0.00183
denhcela,2,3,4,0.01213,0.0122,0.00263,0.00216,0.00201
denhcela,2,3,5,0.0052,0.00554,0.00326,0.00335,0.0025
endihaye,1,1,1,0.01605,0.01045,0.00207,0.00218,0.00179
endihaye,1,1,2,0.01744,0.01238,0.00188,0.00226,0.00212
endihaye,1,1,3,0.01601,0.01094,0.00219,0.00202,0.00164
endihaye,1,1,4,0.01339,0.0152,0.00206,0.00196,0.00212
endihaye,1,1,5,0.01083,0.00851,0.00187,0.00172,0.00168
endihaye,1,2,1,0.01341,0.01255,0.00197,0.00171,0.00198
endihaye,1,2,2,0.01562,0.01234,0.00213,0.00202,0.00229
endihaye,1,2,3,0.01241,0.01007,0.0021,0.00176,0.00171
endihaye,1,2,4,0.00982,0.00787,0.00201,0.00158,0.00188
endihaye,1,2,5,0.01257,0.00762,0.00187,0.00234,0.00189
endihaye,1,3,1,0.01097,0.00985,0.00209,0.00189,0.00173
endihaye,1,3,2,0.01191,0.0112,0.00205,0.00189,0.00206
endihaye,1,3,3,0.00977,0.01087,0.00197,0.00169,0.00167
endihaye,1,3,4,0.01804,0.0114,0.00249,0.00222,0.00247
endihaye,1,3,5,0.01583,0.01438,0.00231,0.00238,0.00216
argyacti,1,1,1,0.0274,0.02378,0.00175,0.00143,0.0013
argyacti,1,1,2,0.01792,0.02668,0.00177,0.00134,0.00116
argyacti,1,1,3,0.02005,0.01361,0.0007,0.00137,0.00109
argyacti,1,1,4,0.02353,0.0181,0.0024,0.00176,0.00247
argyacti,1,1,5,0.01487,0.01643,0.00164,0.00182,0.00144
argyacti,1,2,1,0.03316,0.0233,0.0015,0.00228,0.00173
argyacti,1,2,2,0.02844,0.03609,0.00169,0.00205,0.00265
argyacti,1,2,3,0.02613,0.01926,0.00191,0.00176,0.00122
argyacti,1,2,4,0.03978,0.02141,0.00232,0.00172,0.00174
argyacti,1,2,5,0.02671,0.02389,0.00172,0.00187,0.00183
argyacti,1,3,1,0.03342,0.02536,0.0013,0.00132,0.00168
argyacti,1,3,2,0.02652,0.01906,0.00174,0.00146,0.00196
argyacti,1,3,3,0.02632,0.01977,0.00155,0.00188,0.00138
argyacti,1,3,4,0.02212,0.0114,0.00202,0.00152,0.00181
argyacti,1,3,5,0.02704,0.01976,0.00215,0.00125,0.00156
argyacti,2,1,1,0.03462,0.03374,0.00112,0.0013,0.00159
argyacti,2,1,2,0.03025,0.01547,0.0017,0.00208,0.00165
argyacti,2,1,3,0.01154,0.02297,0.00143,0.00159,0.00137
argyacti,2,1,4,0.02372,0.02078,0.0014,0.0014,0.00163
argyacti,2,1,5,0.02862,0.02702,0.00149,0.00269,0.00177
argyacti,2,2,1,0.02677,0.02488,0.00206,0.00168,0.00205
argyacti,2,2,2,0.02684,0.02192,0.00225,0.00163,0.00142
argyacti,2,2,3,0.02687,0.0255,0.0018,0.00144,0.00182
argyacti,2,2,4,0.02481,0.01856,0.0014,0.00188,0.00222
argyacti,2,2,5,0.03861,0.02191,0.00134,0.002,0.00185
argyacti,2,3,1,0.0237,0.01745,0.00231,0.00174,0.0012
argyacti,2,3,2,0.02298,0.0127,0.00185,0.00115,0.00226
argyacti,2,3,3,0.03507,0.01892,0.00151,0.00178,0.00163
argyacti,2,3,4,0.03202,0.01233,0.00206,0.00211,0.00209
argyacti,2,3,5,0.01964,0.00957,0.00181,0.00241,0.00218
flinxant,1,1,1,0.03413,0.02677,0.00171,0.00178,0.00201
flinxant,1,1,2,0.03238,0.03231,0.00233,0.00167,0.00187
flinxant,1,1,3,0.02651,0.02626,0.0018,0.00188,0.0018
flinxant,1,1,4,0.03001,0.02788,0.00165,0.00146,0.00188
flinxant,1,1,5,0.02169,0.01824,0.00176,0.00166,0.00169
flinxant,1,2,1,0.04092,0.02747,0.00179,0.0018,0.00186
flinxant,1,2,2,0.02992,0.02486,0.00212,0.00156,0.00196
flinxant,1,2,3,0.05115,0.03405,0.00224,0.00153,0.0018
flinxant,1,2,4,0.0376,0.0332,0.00206,0.00185,0.00231
flinxant,1,2,5,0.03474,0.03004,0.00235,0.00234,0.00185
flinxant,1,3,1,0.03761,0.02507,0.00244,0.0021,0.00201
flinxant,1,3,2,0.02951,0.02388,0.0021,0.00231,0.00193
flinxant,1,3,3,0.03556,0.02741,0.00234,0.00197,0.00167
flinxant,1,3,4,0.03402,0.02115,0.0021,0.00191,0.00179
flinxant,1,3,5,0.02886,0.02333,0.00232,0.0021,0.00201
pentaust,1,1,1,0.03965,0.02735,0.00167,0.00178,0.00176
pentaust,1,1,2,0.02647,0.02183,0.00176,0.00139,0.00147
pentaust,1,1,3,0.02364,0.02317,0.0018,0.00154,0.00145
pentaust,1,1,4,0.02641,0.0216,0.00166,0.00197,0.00165
pentaust,1,1,5,0.03743,0.02555,0.00186,0.00212,0.00165
