Species,Date,Temp,CO2,Potnum,MeasTemp,Time.x,A_sat_umol_per_m2_s1,Cond_at_A_sat_mol_per_m2_s1,Ci_at_A_sat_ppm,Trans_at_A_sat_mmol_per_m2_s1,Time.y,A_max_umol_per_m2_s1,Cond_at_A_max_mol_per_m2_s1,Ci_at_A_max_ppm,Trans_at_A_max_mmol_per_m2_s1,CO2R,LA (cm2),Height (cm),Basaldia (mm),LeafDW (g),StemDW (g),RootDW (g),LMA (g m-2),LAR (m2 kg-1),age_at_harvest,Water,RootShoot,Leafnum,LAR m2 kg-1),Basaldia1 (mm),Basaldia2 (mm),Tipdia1 (mm),Tipdia2 (mm),Branchnum,Mainstemnum,Primarybranchnum,Secondarybranchnum,Tertiarybranchnum,leaf_area_cm2_one_leaf,leaf_dry_mass_g_one_leaf,LMA_g_m2_one_leaf,LSolSugA (g m-2),LStarchA (g m-2),LSolPro (g m-2),ChlAandB (umol m-2),ChlAB,LeafpercentN (%),LeafpercentC (%),harvest_age,sample_temp,context
Eucalyptus saligna,NA,Amb,640,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,27.6,3.59,1.45,0.6,1.66,32.01,12.21,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06,451.26,1.73,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,640,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,28,3.78,1.99,0.78,2.2,38.2,10.49,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,640,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,7.1,1.3,0.14,0.07,0.74,66.67,2.21,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,640,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1494,40.3,5.16,6.54,2.8,2.82,43.78,12.29,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,640,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,30.4,2.36,1.02,0.44,1.19,72.86,5.27,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,400,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,61,3.28,1.53,1.09,1.98,45.54,7.31,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,400,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,51.5,2.88,0.96,0.8,1.6,51.06,5.6,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,400,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,59.5,3,1.58,1.2,2.38,50,6.12,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,400,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,40,3.1,1.67,0.87,3.89,51.7,5.02,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,400,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,37,1.71,0.3,0.17,0.4,44.12,7.78,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,400,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,3.7,2.73,0.83,0.6,1.59,32.81,8.39,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,400,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,23,1.76,0.41,0.16,0.99,57.75,4.56,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,400,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,37.5,2.7,1.11,0.64,0.98,56.92,7.15,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,400,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414,64,3.11,2.14,1.77,1.89,51.69,7.14,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,400,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1143,48,5.16,3.87,2.12,2.46,33.86,13.52,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,400,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443,48.8,5.38,5.71,2.86,8.32,39.57,8.54,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,400,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041,42,5.5,4.26,2.19,3.55,40.92,10.41,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,400,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1724,54.6,7.09,4.41,3.55,4.63,25.58,13.69,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,400,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1047,53.9,5.94,5.2,3.15,5.84,49.67,7.38,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,400,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1535,40.5,4.72,3.64,1.99,2.47,23.71,18.96,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,400,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1362,52,6,4.43,3.04,6.18,32.53,9.98,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,400,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1314,50.9,4.55,3.16,1.84,1.88,24.05,19.11,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,400,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,776,33,4.44,2.28,1.17,2.14,29.38,13.87,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,280,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,39,2.21,0.61,0.35,1.43,48.41,5.27,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,280,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,32,1.83,0.62,0.31,0.95,39.74,8.3,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,280,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,37,1.66,0.64,0.27,1.2,40,7.59,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,280,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,32,2.68,0.81,0.5,1.14,47.65,6.95,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,280,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,46,2.18,0.88,0.47,1.56,56.77,5.33,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,280,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,49,2.44,0.87,0.5,10.14,53.05,1.42,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,280,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,43,1.98,0.54,0.38,1.28,22.5,10.92,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,280,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,34,2.6,0.94,0.6,0.94,40.87,9.29,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,280,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,45,2.87,1.31,0.91,2.15,41.85,7.16,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,280,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1008,42,4.36,2.74,1.35,1.7,27.18,17.41,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,280,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,892,39.5,4.97,2.58,1.28,2.13,28.92,14.89,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,280,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,34,3.15,1.54,0.75,1.31,24.84,17.22,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,280,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869,31,3.92,2.56,0.17,2.06,29.46,18.16,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,280,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1149,45,3.9,2.73,1.67,2.1,23.76,17.69,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,280,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1087,46,5,2.87,1.84,2.05,26.4,16.08,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,280,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952,39,4.9,2.43,1.27,1.25,25.53,19.23,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,280,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969,38,4.06,3.06,1.62,1.45,31.58,15.8,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,280,509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,23.5,1.91,0.38,0.13,0.14,24.2,24.34,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,640,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,65.3,4.07,2.73,1.92,8.59,53.32,3.87,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,640,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,872,42.3,5.45,3.3,1.97,4.62,37.84,8.82,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,640,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,49,5.08,1.57,1.31,2.43,52.33,5.65,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,640,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822,62,3.9,3.75,2.69,4.17,45.62,7.75,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,640,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,47.6,9.17,12.34,5.88,18.58,63.74,5.26,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,640,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481,48.5,3.66,2.15,1.25,2.07,44.7,8.8,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,640,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,37.5,4.22,1.68,1.13,1.36,46.8,8.61,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,640,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760,57.5,6.78,3.73,2.95,4.9,49.08,6.56,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,640,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,47.8,7.64,7.25,4.55,3.8,39.15,11.87,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,640,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,54.3,4.47,1.4,1.06,3.74,36.94,6.11,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,640,569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,40.1,3.88,1.61,1.05,1.88,56.69,6.26,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,640,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,62.4,5.33,2.72,1.77,5.67,55.4,4.83,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Elv,640,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,44.9,4.16,2.07,1.71,1.74,53.63,7,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,640,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2453,52.5,6.17,7.26,5.23,6.19,29.6,13.13,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,640,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1452,52.9,6.34,5.69,3.23,6.24,39.19,9.58,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,640,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737,54.8,7.39,6.47,5.18,6.61,37.25,9.51,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,640,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019,48,5.77,2.52,1.99,4.08,24.73,11.86,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Elv,640,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1806,38.8,7.15,4.97,2.86,3.4,27.52,16.08,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,400,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741,64,NA,5.32,4.79,6.71,71.79,NA,150_days,Wet,0.65,231,4.3,4.43,4.48,0.69,0.59,21,3,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,400,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1346,88,NA,10.82,5.49,8.28,80.84,NA,150_days,Dry,0.5,449,5.4,6.05,6.17,0.56,0.53,37,2,37,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4.351,50.17,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,400,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541,68,NA,3.96,2.58,2.33,73.2,NA,150_days,Dry,0.35,264,6,3.79,4.18,0.58,0.59,32,1,31,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,400,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,74,NA,6.46,5.36,6.24,91.26,NA,150_days,Dry,0.52,212,3.9,5.98,6.1,0.74,0.66,23,1,19,4,0,6.45,0.0425,65.89,6.22,0.4,NA,NA,NA,4.3387,48.87,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,400,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1136,80,NA,10.51,4.89,4.59,92.93,NA,150_days,Dry,0.3,238,5.6,5.98,6.19,0.59,0.71,24,1,23,1,0,11.4,0.0778,68.25,6.58,1.46,NA,NA,NA,4.188,50.23,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
