taxon_name,Subplot,Location,Intensity,resprout_mean,epicormic_consensus,basal_consensus,Char.ht,Scorch,replicates,DBH_median,DBH_min,DBH_max,bud_bank_location,fire_response,DBH
Acacia melanoxylon,Wa3,Warra,Moderate,0.19047619047619047,0,0,4.4,84,21,33.2,10.6,61.5,none,fire_killed,33.2 (10.6 - 61.5)
Acacia melanoxylon,Wa4,Warra,High,0,0,0,6,93,18,40.1,15.2,69.1,none,fire_killed,40.1 (15.2 - 69.1)
Acacia melanoxylon,Wa5,Warra,NA,0.2727272727272727,0,0,NA,71,44,31.8,12.1,78.2,none,fire_killed,31.8 (12.1 - 78.2)
Acacia melanoxylon,Wd1,Weld,Moderate,0.3939393939393939,0.030303030303030304,0,2.2,65,33,36.5,12.4,56.3,epicormic_buds,partial_resprouting,36.5 (12.4 - 56.3)
Acacia melanoxylon,Wd2,Weld,Moderate,0.71698113207547165,0,0,2.1,24,53,35,10.5,64.8,none,resprouts,35 (10.5 - 64.8)
Acacia melanoxylon,Wd3,Weld,Low,0.7222222222222222,0,0.05555555555555555,0.3,40,18,29.95,15,50.1,basal_buds,resprouts,29.95 (15 - 50.1)
Acacia melanoxylon,Wd4,Weld,Low,0.6785714285714286,0,0,1.6,34,28,35.7,11.5,57.2,none,partial_resprouting,35.7 (11.5 - 57.2)
Atherosperma moschatum,AR1,Arve,Moderate,0,0,0,3.1,100,1,13.4,13.4,13.4,none,fire_killed,13.4
Atherosperma moschatum,AR2,Arve,Low,0,0,0,1.9,100,1,11,11,11,none,fire_killed,11
Atherosperma moschatum,AR3,Arve,Moderate,0,0,0,3.31,100,3,11.1,10.7,11.9,none,fire_killed,11.1
Atherosperma moschatum,BT1,Bird Track,Low,0,0,0,1.6,100,4,29.25,20.9,33.4,none,fire_killed,29.25 (20.9 - 33.4)
Atherosperma moschatum,BT2,Bird Track,Low,0.037037037037037035,0,0,1.4,99,27,16.4,10.6,32.8,none,fire_killed,16.4 (10.6 - 32.8)
Atherosperma moschatum,BT3,Bird Track,Moderate,0,0,0,2.4,100,5,15.3,12.4,28.7,none,fire_killed,15.3 (12.4 - 28.7)
Atherosperma moschatum,Mac3,Mackenzie,Low,1,0,0,1.32,unknown,7,25.1,10.5,47.1,none,resprouts,25.1 (10.5 - 47.1)
Atherosperma moschatum,Wa2,Warra,Low,0.25,0,0,1.6,50,4,21.45,14.3,32.9,none,fire_killed,21.45 (14.3 - 32.9)
Atherosperma moschatum,Wa3,Warra,Moderate,0.16666666666666666,0,0,4.4,95,12,18.05,10,29.9,none,fire_killed,18.05 (10 - 29.9)
Atherosperma moschatum,Wa4,Warra,High,0.25,0,0,6,75,4,21.6,10.8,28.9,none,fire_killed,21.6 (10.8 - 28.9)
Atherosperma moschatum,Wa5,Warra,NA,0.16666666666666666,0,0,NA,90,6,16.4,11.4,34.6,none,fire_killed,16.4 (11.4 - 34.6)
Atherosperma moschatum,Wd3,Weld,Low,0.5,0,0,0.3,55,4,16.15,10.2,25.8,none,partial_resprouting,16.15 (10.2 - 25.8)
Atherosperma moschatum,Wd4,Weld,Low,1,0,0,1.6,0,1,26.3,26.3,26.3,none,resprouts,26.3
Eucalyptus delegatensis,Mac1,Mackenzie,Moderate,0.543859649122807,0.45614035087719296,0,2.74,unknown,57,36.8,16.3,223.5,epicormic_buds,partial_resprouting,36.8 (16.3 - 223.5)
Eucalyptus delegatensis,Mac2,Mackenzie,Low,0.7,0.6285714285714286,0,1.51,unknown,70,35.25,10,98.4,epicormic_buds,NA,35.25 (10 - 98.4)
Eucalyptus delegatensis,Mac3,Mackenzie,Low,0.6326530612244898,0.42857142857142855,0,1.32,unknown,49,36.95,11.6,76.2,epicormic_buds,partial_resprouting,36.95 (11.6 - 76.2)
Eucalyptus delegatensis,Mac4,Mackenzie,Moderate,0.5434782608695652,0.43478260869565216,0,2.78,unknown,46,52.2,10.7,99.7,epicormic_buds,partial_resprouting,52.2 (10.7 - 99.7)
Eucalyptus delegatensis,NA,Mackenzie,NA,0.2,0,0,NA,unknown,5,NA,NA,NA,none,fire_killed,NA
Eucalyptus obliqua,AR1,Arve,Moderate,0.7073170731707317,0.5609756097560976,0.04878048780487805,3.1,67,41,41.4,19,163.2,epicormic_buds basal_buds,resprouts,41.4 (19 - 163.2)
Eucalyptus obliqua,AR2,Arve,Low,0.6808510638297872,0.3617021276595745,0.06382978723404255,1.9,58,47,49.4,17.1,268.4,epicormic_buds basal_buds,partial_resprouting,49.4 (17.1 - 268.4)
Eucalyptus obliqua,AR3,Arve,Moderate,0.7647058823529411,0.45098039215686275,0.13725490196078433,3.31,56,51,41.7,14.5,91.8,epicormic_buds basal_buds,resprouts,41.7 (14.5 - 91.8)
Eucalyptus obliqua,AR4,Arve,Moderate,0.6851851851851852,0.6296296296296297,0.07407407407407407,2.3,79,54,43.8,18.1,254.1,epicormic_buds basal_buds,partial_resprouting,43.8 (18.1 - 254.1)
Eucalyptus obliqua,BT1,Bird Track,Low,0.8518518518518519,0.7037037037037037,0.1111111111111111,1.6,33,27,52.5,16.4,135.6,epicormic_buds basal_buds,resprouts,52.5 (16.4 - 135.6)
Eucalyptus obliqua,BT2,Bird Track,Low,0.7631578947368421,0.5789473684210527,0.05263157894736842,1.4,40,38,59.6,17.5,246.2,epicormic_buds basal_buds,resprouts,59.6 (17.5 - 246.2)
Eucalyptus obliqua,BT3,Bird Track,Moderate,0.9545454545454546,0.5454545454545454,0.09090909090909091,2.4,27,22,63.199999999999996,22.8,244.2,epicormic_buds basal_buds,resprouts,63.2 (22.8 - 244.2)
Eucalyptus obliqua,BT4,Bird Track,Moderate,0.8421052631578947,0.7368421052631579,0.42105263157894735,2.1,61,38,51.25,18.9,128.6,epicormic_buds basal_buds,resprouts,51.25 (18.9 - 128.6)
Eucalyptus obliqua,Wa1,Warra,Moderate,0.8846153846153846,0.7307692307692307,0.07692307692307693,3.1,5,26,76.94999999999999,24.8,202.1,epicormic_buds basal_buds,resprouts,76.95 (24.8 - 202.1)
Eucalyptus obliqua,Wa2,Warra,Low,0.9354838709677419,0.3870967741935484,0.06451612903225806,1.6,1,31,62.1,16.2,366,epicormic_buds basal_buds,resprouts,62.1 (16.2 - 366)
Eucalyptus obliqua,Wa3,Warra,Moderate,0.8108108108108109,0.7837837837837838,0.10810810810810811,4.4,24,37,53.2,10.2,237.5,epicormic_buds basal_buds,resprouts,53.2 (10.2 - 237.5)
Eucalyptus obliqua,Wa4,Warra,High,0.8947368421052632,0.7368421052631579,0.2631578947368421,6,18,19,56.2,16.3,273.7,epicormic_buds basal_buds,resprouts,56.2 (16.3 - 273.7)
Eucalyptus obliqua,Wa5,Warra,NA,0.890625,0.671875,0.125,NA,28,64,60.45,19.5,245,epicormic_buds basal_buds,resprouts,60.45 (19.5 - 245)
Eucalyptus obliqua,Wd1,Weld,Moderate,1,0.625,0.125,2.2,15,8,34.45,16.2,73,epicormic_buds basal_buds,resprouts,34.45 (16.2 - 73)
Eucalyptus obliqua,Wd2,Weld,Moderate,1,0.6666666666666666,0,2.1,7,3,40.5,38.8,56,epicormic_buds,resprouts,40.5 (38.8 - 56)
Eucalyptus obliqua,Wd3,Weld,Low,0.9,0.5,0.2,0.3,32,10,28.95,16.1,87.8,epicormic_buds basal_buds,resprouts,28.95 (16.1 - 87.8)
Eucalyptus obliqua,Wd4,Weld,Low,1,0.5,0,1.6,unknown,2,39.85,27,52.7,epicormic_buds,resprouts,39.85 (27 - 52.7)
Eucalyptus obliqua,NA,Bird Track,NA,0,0,0,NA,0,2,33.25,32,34.5,none,fire_killed,33.25 (32 - 34.5)
Eucalyptus regnans,AR1,Arve,Moderate,0.4444444444444444,0.1111111111111111,0,3.1,62,9,39,25.1,95.2,epicormic_buds,partial_resprouting,39 (25.1 - 95.2)
Eucalyptus regnans,AR2,Arve,Low,1,0,0,1.9,0,1,39.4,39.4,39.4,none,resprouts,39.4
Eucalyptus regnans,AR4,Arve,Moderate,0,0,0,2.3,100,2,74.44999999999999,66.8,82.1,none,fire_killed,74.45 (66.8 - 82.1)
Eucalyptus regnans,Wd1,Weld,Moderate,1,0.05555555555555555,0,2.2,2,18,56.8,31.9,103.8,epicormic_buds,resprouts,56.8 (31.9 - 103.8)
Eucalyptus regnans,Wd2,Weld,Moderate,1,0.09090909090909091,0,2.1,0,11,69.5,39.9,91.5,epicormic_buds,resprouts,69.5 (39.9 - 91.5)
Eucalyptus regnans,Wd3,Weld,Low,0.7272727272727273,0.18181818181818182,0,0.3,18,22,50,21.6,94.8,epicormic_buds,resprouts,50 (21.6 - 94.8)
Eucalyptus regnans,Wd4,Weld,Low,0.9411764705882353,0.11764705882352941,0,1.6,0,17,56.5,23.5,100.3,epicormic_buds,resprouts,56.5 (23.5 - 100.3)
Eucryphia lucida,BT1,Bird Track,Low,0,0,0,1.6,100,3,15.7,14.7,24.2,none,fire_killed,15.7 (14.7 - 24.2)
Eucryphia lucida,BT2,Bird Track,Low,0,0,0,1.4,100,4,13.100000000000001,10.5,21.7,none,fire_killed,13.1 (10.5 - 21.7)
Eucryphia lucida,BT3,Bird Track,Moderate,0,0,0,2.4,100,6,16.1,12.5,18.9,none,fire_killed,16.1 (12.5 - 18.9)
Eucryphia lucida,BT4,Bird Track,Moderate,0,0,0,2.1,100,1,17.1,17.1,17.1,none,fire_killed,17.1
Leptospermum lanigerum,Mac1,Mackenzie,Moderate,0.7222222222222222,0,0,2.74,unknown,18,17,11.9,27.6,none,resprouts,17 (11.9 - 27.6)
Leptospermum lanigerum,Mac2,Mackenzie,Low,0.575,0,0,1.51,unknown,40,15,10.1,41,none,partial_resprouting,15 (10.1 - 41)
Leptospermum lanigerum,Mac3,Mackenzie,Low,0.48148148148148145,0,0,1.32,unknown,27,17.7,10.2,41.1,none,partial_resprouting,17.7 (10.2 - 41.1)
Leptospermum lanigerum,Mac4,Mackenzie,Moderate,0.2222222222222222,0,0,2.78,unknown,18,20.4,10.8,35.8,none,fire_killed,20.4 (10.8 - 35.8)
Monotoca glauca,BT1,Bird Track,Low,0,0,0,1.6,100,3,12.6,10.6,12.9,none,fire_killed,12.6 (10.6 - 12.9)
Monotoca glauca,BT2,Bird Track,Low,0,0,0,1.4,100,8,11.6,10.4,14.1,none,fire_killed,11.6 (10.4 - 14.1)
Monotoca glauca,BT3,Bird Track,Moderate,0,0,0,2.4,100,4,12.8,10.3,14.9,none,fire_killed,12.8 (10.3 - 14.9)
Monotoca glauca,BT4,Bird Track,Moderate,0,0,0,2.1,100,10,11.9,10,13.3,none,fire_killed,11.9 (10 - 13.3)
Monotoca glauca,Mac2,Mackenzie,Low,0,0,0,1.51,unknown,1,10.1,10.1,10.1,none,fire_killed,10.1
Monotoca glauca,Mac3,Mackenzie,Low,0,0,0,1.32,unknown,3,11.5,10.2,17.8,none,fire_killed,11.5 (10.2 - 17.8)
Monotoca glauca,Wa2,Warra,Low,0,0,0,1.6,100,1,18.3,18.3,18.3,none,fire_killed,18.3
Monotoca glauca,Wa3,Warra,Moderate,0,0,0,4.4,100,2,15.1,13.8,16.4,none,fire_killed,15.1 (13.8 - 16.4)
Monotoca glauca,Wa4,Warra,High,0,0,0,6,100,1,13.6,13.6,13.6,none,fire_killed,13.6
Monotoca glauca,Wa5,Warra,NA,0,0,0,NA,100,2,15.2,13.9,16.5,none,fire_killed,15.2 (13.9 - 16.5)
Monotoca glauca,Wd1,Weld,Moderate,0,0,0,2.2,100,2,15.299999999999999,13.7,16.9,none,fire_killed,15.3 (13.7 - 16.9)
Monotoca glauca,NA,Bird Track,NA,0,0,0,NA,100,1,11,11,11,none,fire_killed,11
Nematolepis squamea,AR1,Arve,Moderate,0.03333333333333333,0.03333333333333333,0,3.1,93,30,15.1,10.4,25.8,epicormic_buds,fire_killed,15.1 (10.4 - 25.8)
Nematolepis squamea,AR2,Arve,Low,0.05,0,0.016666666666666666,1.9,96,60,16.05,10.1,26.3,basal_buds,fire_killed,16.05 (10.1 - 26.3)
Nematolepis squamea,AR3,Arve,Moderate,0,0,0,3.31,99,98,15.3,10,29.5,none,fire_killed,15.3 (10 - 29.5)
Nematolepis squamea,AR4,Arve,Moderate,0,0,0,2.3,94,70,15.1,10.1,26.2,none,fire_killed,15.1 (10.1 - 26.2)
Nematolepis squamea,BT1,Bird Track,Low,0,0,0,1.6,100,1,14.4,14.4,14.4,none,fire_killed,14.4
Nematolepis squamea,BT3,Bird Track,Moderate,0,0,0,2.4,100,1,20.3,20.3,20.3,none,fire_killed,20.3
Nematolepis squamea,BT4,Bird Track,Moderate,0,0,0,2.1,100,1,21.4,21.4,21.4,none,fire_killed,21.4
Nematolepis squamea,Mac1,Mackenzie,Moderate,0,0,0,2.74,unknown,21,14.4,10.1,21.6,none,fire_killed,14.4 (10.1 - 21.6)
Nematolepis squamea,Mac2,Mackenzie,Low,0,0,0,1.51,unknown,6,14.65,12.6,19.8,none,fire_killed,14.65 (12.6 - 19.8)
Nematolepis squamea,Mac3,Mackenzie,Low,0,0,0,1.32,unknown,7,12,10.1,19.1,none,fire_killed,12 (10.1 - 19.1)
Nematolepis squamea,Mac4,Mackenzie,Moderate,0,0,0,2.78,unknown,4,14.95,12.2,16.3,none,fire_killed,14.95 (12.2 - 16.3)
Nematolepis squamea,NA,Mackenzie,NA,0,0,0,NA,unknown,2,NA,NA,NA,none,fire_killed,NA
Nothofagus cunninghamii,BT1,Bird Track,Low,0.06060606060606061,0.015151515151515152,0.030303030303030304,1.6,99,66,16.05,10.1,36.7,epicormic_buds basal_buds,fire_killed,16.05 (10.1 - 36.7)
Nothofagus cunninghamii,BT2,Bird Track,Low,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.4,100,36,18.45,10.4,42.2,epicormic_buds basal_buds,fire_killed,18.45 (10.4 - 42.2)
Nothofagus cunninghamii,BT3,Bird Track,Moderate,0.05263157894736842,0.05263157894736842,0,2.4,99,19,18.1,10,29.9,epicormic_buds,fire_killed,18.1 (10 - 29.9)
Nothofagus cunninghamii,BT4,Bird Track,Moderate,0.047619047619047616,0,0.023809523809523808,2.1,100,42,17.3,10.6,37.4,basal_buds,fire_killed,17.3 (10.6 - 37.4)
Nothofagus cunninghamii,Mac1,Mackenzie,Moderate,0,0,0,2.74,unknown,1,13.8,13.8,13.8,none,fire_killed,13.8
Nothofagus cunninghamii,Mac2,Mackenzie,Low,0,0,0,1.51,unknown,1,43.8,43.8,43.8,none,fire_killed,43.8
Nothofagus cunninghamii,Mac3,Mackenzie,Low,0.9,0,0,1.32,unknown,10,29.55,14.3,48.1,none,resprouts,29.55 (14.3 - 48.1)
Nothofagus cunninghamii,Mac4,Mackenzie,Moderate,0,0,0,2.78,unknown,1,17.9,17.9,17.9,none,fire_killed,17.9
Nothofagus cunninghamii,Wa1,Warra,Moderate,0.5,0,0,3.1,50,2,37.400000000000006,33.7,41.1,none,partial_resprouting,37.4 (33.7 - 41.1)
Nothofagus cunninghamii,Wa2,Warra,Low,0,0,0,1.6,68,46,17.5,10.2,36.1,none,fire_killed,17.5 (10.2 - 36.1)
Nothofagus cunninghamii,Wa3,Warra,Moderate,0.0625,0,0.09375,4.4,69,32,19.05,10.3,44.8,basal_buds,fire_killed,19.05 (10.3 - 44.8)
Nothofagus cunninghamii,Wa4,Warra,High,0.09523809523809523,0,0,6,72,21,20.3,10,31.8,none,fire_killed,20.3 (10 - 31.8)
Nothofagus cunninghamii,Wa5,Warra,NA,0.03773584905660377,0,0.03773584905660377,NA,99,53,20.4,10.3,37.8,basal_buds,fire_killed,20.4 (10.3 - 37.8)
Nothofagus cunninghamii,Wd4,Weld,Low,0.2,0,0,1.6,80,5,26.7,10.5,34.5,none,fire_killed,26.7 (10.5 - 34.5)
Nothofagus cunninghamii,NA,Bird Track,NA,0,0,0,NA,100,3,10.5,10,12.5,none,fire_killed,10.5
Olearia argophylla,AR1,Arve,Moderate,0.875,0,0.625,3.1,100,8,14.4,12.4,24.5,basal_buds,resprouts,14.4 (12.4 - 24.5)
Olearia argophylla,BT1,Bird Track,Low,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6,100,3,18,14.4,18.9,epicormic_buds basal_buds,partial_resprouting,18 (14.4 - 18.9)
Olearia argophylla,Mac1,Mackenzie,Moderate,1,1,1,2.74,unknown,1,13,13,13,epicormic_buds basal_buds,resprouts,13
Olearia argophylla,Mac3,Mackenzie,Low,1,1,1,1.32,unknown,2,25.15,19.7,30.6,epicormic_buds basal_buds,resprouts,25.15 (19.7 - 30.6)
Phyllocladus aspleniifolius,BT1,Bird Track,Low,0,0,0,1.6,100,4,12.4,10.2,20.4,none,fire_killed,12.4 (10.2 - 20.4)
Phyllocladus aspleniifolius,BT2,Bird Track,Low,0,0,0,1.4,100,4,14.9,10.5,19.2,none,fire_killed,14.9 (10.5 - 19.2)
Phyllocladus aspleniifolius,BT3,Bird Track,Moderate,0.14285714285714285,0,0,2.4,93,7,11.3,10,16.8,none,fire_killed,11.3 (10 - 16.8)
Phyllocladus aspleniifolius,BT4,Bird Track,Moderate,0,0,0,2.1,100,2,13.8,11.1,16.5,none,fire_killed,13.8 (11.1 - 16.5)
Phyllocladus aspleniifolius,Mac4,Mackenzie,Moderate,0,0,0,2.78,unknown,1,16.9,16.9,16.9,none,fire_killed,16.9
Phyllocladus aspleniifolius,Wa2,Warra,Low,0,0,0,1.6,62,2,10.8,10.5,11.1,none,fire_killed,10.8 (10.5 - 11.1)
Phyllocladus aspleniifolius,Wa4,Warra,High,0,0,0,6,100,3,17.7,17.4,18.5,none,fire_killed,17.7 (17.4 - 18.5)
Phyllocladus aspleniifolius,Wa5,Warra,NA,0,0,0,NA,100,1,13.1,13.1,13.1,none,fire_killed,13.1
Pittosporum bicolor,AR4,Arve,Moderate,0,0,0,2.3,100,1,12.7,12.7,12.7,none,fire_killed,12.7
Pittosporum bicolor,BT1,Bird Track,Low,0,0,0,1.6,100,2,11.2,11,11.4,none,fire_killed,11.2
Pittosporum bicolor,Mac1,Mackenzie,Moderate,0,0,0,2.74,unknown,2,11.9,11.3,12.5,none,fire_killed,11.9 (11.3 - 12.5)
Pittosporum bicolor,Mac2,Mackenzie,Low,0.5,0,0,1.51,unknown,2,13.55,12.2,14.9,none,partial_resprouting,13.55 (12.2 - 14.9)
Pittosporum bicolor,Mac3,Mackenzie,Low,0,0,0,1.32,unknown,2,14.8,14.7,14.9,none,fire_killed,14.8
Pittosporum bicolor,Mac4,Mackenzie,Moderate,1,0.6666666666666666,0,2.78,unknown,3,11.4,10.8,11.8,epicormic_buds,resprouts,11.4
Pittosporum bicolor,Wa4,Warra,High,0,0,0,6,unknown,1,15.1,15.1,15.1,none,fire_killed,15.1
Pittosporum bicolor,Wa5,Warra,NA,0.25,0,0,NA,88,4,15.5,11.3,18.6,none,fire_killed,15.5 (11.3 - 18.6)
Pittosporum bicolor,Wd1,Weld,Moderate,1,0,0,2.2,0,2,23.5,12,35,none,resprouts,23.5 (12 - 35)
Pittosporum bicolor,Wd3,Weld,Low,0,0,0,0.3,100,1,21.8,21.8,21.8,none,fire_killed,21.8
Pittosporum bicolor,Wd4,Weld,Low,1,0,0,1.6,0,1,14.5,14.5,14.5,none,resprouts,14.5
Pittosporum bicolor,NA,Mackenzie,NA,1,0,0,NA,unknown,1,NA,NA,NA,none,resprouts,NA
Pomaderris apetala,AR1,Arve,Moderate,0.029239766081871343,0.017543859649122806,0.011695906432748537,3.1,90,171,13.2,10,24.5,epicormic_buds basal_buds,fire_killed,13.2 (10 - 24.5)
Pomaderris apetala,AR2,Arve,Low,0,0,0,1.9,93,152,13,10,20,none,fire_killed,13 (10 - 20)
Pomaderris apetala,AR3,Arve,Moderate,0,0,0,3.31,96,80,12.350000000000001,10.1,18.5,none,fire_killed,12.35 (10.1 - 18.5)
Pomaderris apetala,AR4,Arve,Moderate,0.060240963855421686,0.04819277108433735,0.012048192771084338,2.3,87,83,12.7,10,18.6,epicormic_buds basal_buds,fire_killed,12.7 (10 - 18.6)
Pomaderris apetala,Wa1,Warra,Moderate,0.043478260869565216,0,0,3.1,98,46,16.65,10.5,28.3,none,fire_killed,16.65 (10.5 - 28.3)
Pomaderris apetala,Wa2,Warra,Low,0.3125,0.0625,0,1.6,71,16,16.299999999999997,10.2,32.1,epicormic_buds,partial_resprouting,16.3 (10.2 - 32.1)
Pomaderris apetala,Wa3,Warra,Moderate,0,0,0,4.4,90,5,15.7,10.8,37,none,fire_killed,15.7 (10.8 - 37)
Pomaderris apetala,Wa4,Warra,High,0.05263157894736842,0,0,6,88,19,14.1,10.7,26.9,none,fire_killed,14.1 (10.7 - 26.9)
Pomaderris apetala,Wa5,Warra,NA,0,0,0,NA,100,13,13.8,10.1,22.7,none,fire_killed,13.8 (10.1 - 22.7)
Pomaderris apetala,Wd1,Weld,Moderate,0,0,0,2.2,100,4,16.9,10.4,19.5,none,fire_killed,16.9 (10.4 - 19.5)
Pomaderris apetala,Wd2,Weld,Moderate,0.25,0.05,0.05,2.1,70,20,14.5,10,31,epicormic_buds basal_buds,fire_killed,14.5 (10 - 31)
Pomaderris apetala,Wd3,Weld,Low,0.6666666666666666,0,0,0.3,67,3,22.9,13.2,28.4,none,partial_resprouting,22.9 (13.2 - 28.4)
