season,Date,Survey time,site,Latitude,Longitude,Behaviour,plant.family,plant.genus_species,pollinator.common,pollinator.genus_species,freq
aut,4.06.2020,12.3,1370,151.0804163,-33.7812236,Hov,Lamiaceae,Plectranthus_graveolens,hoverfly,Melangyna_sp.,2
win,30.07.2019,11.3,1370,151.0804163,-33.7812236,Hov,Asparagaceae,Lomandra_longifolia,hoverfly,Episyrphus_glaber,1
spr,7.11.2019,14,1405,151.0955635,-33.8899222,Hov,Asteraceae,Taraxacum_officinale,hoverfly,Simosyrphus_grandicornis,1
win,29.07.2019,12,1467,151.1163705,-34.1386488,Hov,Fabaceae,Acacia_floribunda,hoverfly,Melangyna_sp.,1
win,29.07.2019,12,1467,151.1163705,-34.1386488,Hov,Myrtaceae,Melaleuca_nodosa,hoverfly,Melangyna_sp.,2
win,16.07.2019,81,1485,151.113428,-33.9689956,Hov,Fabaceae,Acacia_parramattensis,hoverfly,Melangyna_sp.,4
win,16.07.2019,81,1485,151.113428,-33.9689956,Hov,Myrtaceae,Eucalyptus_beyeriana,hoverfly,Melangyna_sp.,2
win,16.07.2019,81,1485,151.113428,-33.9689956,Hov,Myrtaceae,Leptospermum_petersonii,hoverfly,Melangyna_sp.,5
win,16.07.2019,81,1485,151.113428,-33.9689956,Hov,Asparagaceae,Lomandra_longifolia,hoverfly,Melangyna_sp.,1
win,16.07.2019,81,1485,151.113428,-33.9689956,Hov,Myrtaceae,Melaleuca_quinquenerva,hoverfly,Melangyna_sp.,3
win,16.07.2019,81,1485,151.113428,-33.9689956,Hov,Adoxaceae,Viburnum_tinus,hoverfly,Melangyna_sp.,2
spr,5.09.2019,15.13,1487,151.1196729,-33.9449572,Hov,Pittosporaceae,Pittosporum_undulatum,hoverfly,Episyrphus_viridaureus,2
win,9.07.2019,10.03,1487,151.1196729,-33.9449572,Hov,Pittosporaceae,Pittosporum_undulatum,hoverfly,Melangyna_sp.,3
win,9.07.2019,10.03,1487,151.1196729,-33.9449572,Hov,Asteraceae,Taraxacum_officinale,hoverfly,Melangyna_sp.,1
aut,23.04.2020,12.5,1600,151.1312475,-33.7408076,Hov,Elaeocarpaceae,Elaeocarpus_reticulatus,hoverfly,Melangyna_sp.,3
spr,12.09.2019,12.5,1600,151.1312475,-33.7408076,Hov,Pittosporaceae,Pittosporum_undulatum,hoverfly,Melangyna_sp.,2
spr,12.09.2019,16.15,1695,151.1585782,-33.7652055,Hov,Rosaceae,Photinia_serratifolia,hoverfly,Allograpta_sp,1
spr,12.09.2019,16.15,1695,151.1585782,-33.7652055,Hov,Rosaceae,Photinia_serratifolia,hoverfly,MSP_5,1
spr,12.09.2019,16.15,1695,151.1585782,-33.7652055,Hov,Rosaceae,Photinia_serratifolia,hoverfly,Simosyrphus_grandicornis,1
win,27.06.2019,16.15,1695,151.1585782,-33.7652055,Hov,Rosaceae,Photinia_serratifolia,hoverfly,Betasyrphus_serarius,2
aut,4.06.2020,12.3,1738,151.1623564,-33.8069556,Hov,Fabaceae,Acacia_ulicifolia,hoverfly,Melangyna_sp.,1
spr,26.09.2019,12.3,1738,151.1623564,-33.8069556,Hov,Asparagaceae,Lomandra_longifolia,hoverfly,Melangyna_sp.,1
win,18.07.2019,12.3,1738,151.1623564,-33.8069556,Hov,Fabaceae,Acacia_floribunda,hoverfly,Meliscaeva_sp.,2
spr,12.09.2019,15.1,1747,151.1660744,-33.7168245,Hov,Myrtaceae,Melaleuca_quinquenerva,hoverfly,Melangyna_sp.,1
spr,12.09.2019,15.1,1747,151.1660744,-33.7168245,Hov,Fabaceae,Platilobium_formosum,hoverfly,Melangyna_sp.,1
sum,12.12.2019,15.15,1816,151.1831741,-33.8539909,Hov,Fabaceae,Acacia_implexa,hoverfly,Simosyrphus_grandicornis,2
sum,12.12.2019,15.15,1816,151.1831741,-33.8539909,Hov,Myrtaceae,Eucalyptus_sp.3,hoverfly,Simosyrphus_grandicornis,1
sum,12.12.2019,15.15,1816,151.1831741,-33.8539909,Hov,Goodeniaceae,Goodenia_ovata,hoverfly,Simosyrphus_grandicornis,1
win,01.08.2019,15.15,1816,151.1831741,-33.8539909,Hov,Fabaceae,Acacia_hamiltoniana,hoverfly,Melangyna_sp.,6
win,01.08.2019,15.15,1816,151.1831741,-33.8539909,Hov,Myrtaceae,Eucalyptus_sp.3,hoverfly,Melangyna_sp.,4
win,01.08.2019,15.15,1816,151.1831741,-33.8539909,Hov,Pittosporaceae,Pittosporum_undulatum,hoverfly,Melangyna_sp.,6
spr,26.09.2019,16,1820,151.1892744,-33.8129345,Hov,Fabaceae,Acacia_binervata,hoverfly,Melangyna_sp.,4
spr,26.09.2019,16,1820,151.1892744,-33.8129345,Hov,Fabaceae,Acacia_terminalis,hoverfly,Melangyna_sp.,3
win,1.08.2019,16,1820,151.1892744,-33.8129345,Hov,Phyllanthaceae,Glochidion_ferdinandi,hoverfly,Melangyna_sp.,2
win,1.08.2019,16,1820,151.1892744,-33.8129345,Hov,Phyllanthaceae,Glochidion_ferdinandi,hoverfly,MSP_4,1
win,1.08.2019,16,1820,151.1892744,-33.8129345,Hov,Phyllanthaceae,Glochidion_ferdinandi,hoverfly,MSP_5,1
spr,22.11.2019,14.3,1861,151.1919266,-33.836703,Hov,Asphodelaceae,Dianella_caerulea,hoverfly,Melangyna_sp.,1
aut,28.05.2020,15,1862,151.2161997,-33.8277054,Hov,Fabaceae,Acacia_schinoides,hoverfly,Melangyna_sp.,1
aut,28.05.2020,15,1862,151.2161997,-33.8277054,Hov,Goodeniaceae,Goodenia_ovata,hoverfly,Melangyna_sp.,1
win,1.08.2019,15,1862,151.2161997,-33.8277054,Hov,Fabaceae,Acacia_floribunda,hoverfly,Melangyna_sp.,1
win,1.08.2019,15,1862,151.2161997,-33.8277054,Hov,Asteraceae,Sonchus_oleraceus,hoverfly,Melangyna_sp.,1
aut,21.05.2020,11.5,1926,151.2161997,-33.8324714,Hov,Casuarinaceae,Allocasuarina_littoralis,hoverfly,Melangyna_sp.,1
aut,21.05.2020,11.5,1926,151.2161997,-33.8324714,Hov,Proteaceae,Banksia_integrifolia,hoverfly,Eristalinus_punctulatus,1
spr,18.11.2019,11.5,1926,151.2161997,-33.8324714,Hov,Cunoniaceae,Ceratopetalum_apetalum,hoverfly,Melangyna_sp.,1
spr,18.11.2019,11.5,1926,151.2161997,-33.8324714,Hov,Cunoniaceae,Ceratopetalum_apetalum,hoverfly,MSP_4,1
spr,18.11.2019,11.5,1926,151.2161997,-33.8324714,Hov,Asparagaceae,Lomandra_longifolia,hoverfly,Melangyna_sp.,2
sum,11.12.2019,11.5,1926,151.2161997,-33.8324714,Hov,Pittosporaceae,Pittosporum_undulatum,hoverfly,Melangyna_sp.,1
win,5.07.2019,11.5,1926,151.2161997,-33.8324714,Hov,Proteaceae,Banksia_integrifolia,hoverfly,Melangyna_sp.,1
win,5.07.2019,11.5,1926,151.2161997,-33.8324714,Hov,Proteaceae,Banksia_integrifolia,hoverfly,Simosyrphus_grandicornis,1
win,11.07.2019,10,2048,151.2303359,-33.8742751,Hov,Aizoaceae,Carpobrotus_edulis,hoverfly,Melangyna_sp.,1
aut,21.05.2020,11.4,2094,151.249768,-33.8867757,Hov,Casuarinaceae,Casuarina_cunninghamii,hoverfly,Melangyna_sp.,1
spr,4.11.2019,11.4,2094,151.249768,-33.8867757,Hov,Commelinaceae,Tradescantia_fluminensis,hoverfly,Episyrphus_viridaureus,1
sum,23.12.2019,11.4,2094,151.249768,-33.8867757,Hov,Casuarinaceae,Casuarina_cunninghamii,hoverfly,Simosyrphus_grandicornis,2
sum,23.12.2019,11.4,2094,151.249768,-33.8867757,Hov,Commelinaceae,Tradescantia_fluminensis,hoverfly,Simosyrphus_grandicornis,1
win,11.07.2019,11.4,2094,151.249768,-33.8867757,Hov,Sapindaceae,Cardiospermum_grandiflorum,hoverfly,Melangyna_sp.,3
win,11.07.2019,11.4,2094,151.249768,-33.8867757,Hov,Commelinaceae,Tradescantia_fluminensis,hoverfly,Episyrphus_viridaureus,1
spr,4.11.2019,10.3,2100,151.2500692,-33.8291936,Hov,Moraceae,Ficus_rubiginosa,hoverfly,Melangyna_sp.,1
win,5.07.2019,10.3,2100,151.2500692,-33.8291936,Hov,Fabaceae,Acacia_floribunda,hoverfly,Episyrphus_glaber,1
win,5.07.2019,10.3,2100,151.2500692,-33.8291936,Hov,Asparagaceae,Lomandra_longifolia,hoverfly,Melangyna_sp.,1
spr,16.11.2019,12.3,2103,151.2491589,-33.7910361,Hov,Pittosporaceae,Pittosporum_undulatum,hoverfly,Simosyrphus_grandicornis,1
spr,16.11.2019,12.3,2103,151.2491589,-33.7910361,Hov,Commelinaceae,Tradescantia_fluminensis,hoverfly,Simosyrphus_grandicornis,1
win,4.07.2019,12.3,2103,151.2491589,-33.7910361,Hov,Proteaceae,Banksia_integrifolia,hoverfly,MSP_5,2
aut,23.04.2020,9,2263,151.284541,-33.6592044,Hov,Myrtaceae,Eucalyptus_sp.2,hoverfly,Melangyna_sp.,1
sum,13.12.2019,9,2263,151.284541,-33.6592044,Hov,Proteaceae,Persoonia_levis,hoverfly,Simosyrphus_grandicornis,2
win,25.06.2019,9,2263,151.284541,-33.6592044,Hov,Proteaceae,Banksia_ericifolia,hoverfly,Episyrphus_glaber,1
spr,5.09.2019,11.2,423,150.8943022,-34.0163035,Vis,Proteaceae,Grevillea_sphacelata,honeybee,Apis_mellifera,2
spr,5.09.2019,11.2,423,150.8943022,-34.0163035,Vis,Ericaceae,Leucopogon_ericoides,honeybee,Apis_mellifera,32
win,5.07.2019,14.5,423,150.8943022,-34.0163035,Vis,Proteaceae,Banksia_spinulosa,honeybee,Apis_mellifera,1
win,5.07.2019,14.5,423,150.8943022,-34.0163035,Vis,Proteaceae,Grevillea_mucronata,honeybee,Apis_mellifera,1
aut,1.05.2020,10.3,738,150.9508037,-33.912727,Vis,Goodeniaceae,Goodenia_ovata,honeybee,Apis_mellifera,2
win,2.08.2019,13.1,738,150.9508037,-33.912727,Vis,Fabaceae,Acacia_saliciformes,honeybee,Apis_mellifera,1
aut,20.05.2020,12,888,150.9841944,-33.9127237,Vis,Asteraceae,Bidens_pilosa,honeybee,Apis_mellifera,4
aut,20.05.2020,12,888,150.9841944,-33.9127237,Vis,Asteraceae,Taraxacum_officinale,honeybee,Apis_mellifera,1
win,2.08.2019,11.3,888,150.9841944,-33.9127237,Vis,Asteraceae,Senecio_madagascarensis,honeybee,Apis_mellifera,7
spr,23.9.2019,12.41,940,150.9929853,-33.8946852,Vis,Proteaceae,Grevillea_honey_gem,honeybee,Apis_mellifera,8
win,12.07.2019,11,940,150.9929853,-33.8946852,Vis,Myrtaceae,Eucalyptus_aggregata,honeybee,Apis_mellifera,1
win,12.07.2019,11,940,150.9929853,-33.8946852,Vis,Proteaceae,Grevillea_banksii,honeybee,Apis_mellifera,8
spr,7.11.2019,16,983,151.0071094,-33.9611958,Vis,Myrtaceae,Callistemon_citrinus,honeybee,Apis_mellifera,2
sum,6.01.2020,14.15,983,151.0071094,-33.9611958,Vis,Oleaceae,Ligustrum_lucidum,honeybee,Apis_mellifera,4
win,26.07.2019,11.3,1078,151.0204005,-33.9803634,Vis,Fabaceae,Acacia_terminalis,honeybee,Apis_mellifera,1
aut,24.04.2020,15.3,1175,151.0482868,-33.9583443,Vis,Asteraceae,Bidens_pilosa,honeybee,Apis_mellifera,1
spr,21.11.2019,13,1223,151.0510113,-33.9350687,Vis,Iridaceae,Dietes_iridioides,honeybee,Apis_mellifera,1
spr,21.11.2019,13,1223,151.0510113,-33.9350687,Vis,NA,NA,honeybee,Apis_mellifera,1
aut,22.04.2020,15,1295,151.0725635,-34.0845548,Vis,Proteaceae,Banksia_ericifolia,honeybee,Apis_mellifera,17
spr,20.11.2019,14,1295,151.0725635,-34.0845548,Vis,Myrtaceae,Darwinia_fascicularis,honeybee,Apis_mellifera,4
spr,20.11.2019,14,1295,151.0725635,-34.0845548,Vis,Proteaceae,Lambertia_formosa,honeybee,Apis_mellifera,1
spr,20.11.2019,14,1295,151.0725635,-34.0845548,Vis,Myrtaceae,Leptospermum_laevigatum,honeybee,Apis_mellifera,1
spr,20.11.2019,14,1295,151.0725635,-34.0845548,Vis,NA,NA,honeybee,Apis_mellifera,1
sum,14.02.2020,12.15,1295,151.0725635,-34.0845548,Vis,Asteraceae,Hieracium_murorum,honeybee,Apis_mellifera,1
sum,14.02.2020,12.15,1295,151.0725635,-34.0845548,Vis,Proteaceae,Persoonia_myrtilloides,honeybee,Apis_mellifera,1
win,19.07.2019,10.4,1295,151.0725635,-34.0845548,Vis,Casuarinaceae,Allocasuarina_diminuta,honeybee,Apis_mellifera,54
win,19.07.2019,10.4,1295,151.0725635,-34.0845548,Vis,Myrtaceae,Darwinia_fascicularis,honeybee,Apis_mellifera,11
win,19.07.2019,10.4,1295,151.0725635,-34.0845548,Vis,NA,NA,honeybee,Apis_mellifera,3
sum,7.01.2020,16.4,1405,151.0955635,-33.8899222,Vis,Caprifoliaceae,Abelia_uniflora,honeybee,Apis_mellifera,1
win,27.06.2019,11.13,1405,151.0955635,-33.8899222,Vis,Myrtaceae,Callistemon_citrinus,honeybee,Apis_mellifera,3
aut,27.05.2020,12.3,1467,151.1163705,-34.1386488,Vis,Proteaceae,Banksia_integrifolia,honeybee,Apis_mellifera,4
aut,27.05.2020,12.3,1467,151.1163705,-34.1386488,Vis,Myrtaceae,Leptospermum_laevigatum,honeybee,Apis_mellifera,1
spr,7.11.2019,11.3,1467,151.1163705,-34.1386488,Vis,Dilleniaceae,Hibertia_scandens,honeybee,Apis_mellifera,1
spr,7.11.2019,11.3,1467,151.1163705,-34.1386488,Vis,Myrtaceae,Kunzea_sp.2,honeybee,Apis_mellifera,1
win,29.07.2019,12,1467,151.1163705,-34.1386488,Vis,Fabaceae,Acacia_floribunda,honeybee,Apis_mellifera,27
win,29.07.2019,12,1467,151.1163705,-34.1386488,Vis,Proteaceae,Banksia_integrifolia,honeybee,Apis_mellifera,5
win,29.07.2019,12,1467,151.1163705,-34.1386488,Vis,Fabaceae,Hardenbergia_violacea,honeybee,Apis_mellifera,1
sum,14.02.2020,49,1485,151.113428,-33.9689956,Vis,Solanaceae,Cestrum_parqui,honeybee,Apis_mellifera,1
win,16.07.2019,81,1485,151.113428,-33.9689956,Vis,Myrtaceae,Eucalyptus_beyeriana,honeybee,Apis_mellifera,11
win,16.07.2019,81,1485,151.113428,-33.9689956,Vis,Adoxaceae,Viburnum_tinus,honeybee,Apis_mellifera,1
spr,5.09.2019,15.13,1487,151.1196729,-33.9449572,Vis,Asteraceae,Arctotheca_calendula,honeybee,Apis_mellifera,1
spr,5.09.2019,15.13,1487,151.1196729,-33.9449572,Vis,Pittosporaceae,Pittosporum_undulatum,honeybee,Apis_mellifera,1
sum,20.12.2019,10.42,1487,151.1196729,-33.9449572,Vis,Asteraceae,Taraxacum_officinale,honeybee,Apis_mellifera,1
win,9.07.2019,10.03,1487,151.1196729,-33.9449572,Vis,Fabaceae,Acacia_longifolia,honeybee,Apis_mellifera,9
spr,12.09.2019,12.5,1600,151.1312475,-33.7408076,Vis,Fabaceae,Hardenbergia_violacea,honeybee,Apis_mellifera,3
spr,12.09.2019,12.5,1600,151.1312475,-33.7408076,Vis,Pittosporaceae,Pittosporum_undulatum,honeybee,Apis_mellifera,1
spr,12.09.2019,12.5,1600,151.1312475,-33.7408076,Vis,Fabaceae,Platilobium_formosum,honeybee,Apis_mellifera,1
spr,12.09.2019,12.5,1600,151.1312475,-33.7408076,Vis,Rosaceae,Rhaphiolepis_indica,honeybee,Apis_mellifera,1
spr,12.09.2019,16.15,1695,151.1585782,-33.7652055,Vis,Rosaceae,Photinia_serratifolia,honeybee,Apis_mellifera,2
spr,12.09.2019,16.15,1695,151.1585782,-33.7652055,Vis,Ericaceae,Rhododendron_ponticum,honeybee,Apis_mellifera,2
win,27.06.2019,16.15,1695,151.1585782,-33.7652055,Vis,Theaceae,Camelia_japonica,honeybee,Apis_mellifera,2
spr,26.09.2019,12.3,1738,151.1623564,-33.8069556,Vis,Proteaceae,Grevillea_linearifolia,honeybee,Apis_mellifera,1
spr,12.09.2019,15.1,1747,151.1660744,-33.7168245,Vis,Proteaceae,Grevillea_linearifolia,honeybee,Apis_mellifera,7
spr,12.09.2019,15.1,1747,151.1660744,-33.7168245,Vis,Pittosporaceae,Pittosporum_undulatum,honeybee,Apis_mellifera,7
spr,12.09.2019,15.1,1747,151.1660744,-33.7168245,Vis,Fabaceae,Platilobium_formosum,honeybee,Apis_mellifera,7
spr,12.09.2019,15.1,1747,151.1660744,-33.7168245,Vis,Fabaceae,Pultenea_flexilis,honeybee,Apis_mellifera,7
win,16.07.2019,15.1,1747,151.1660744,-33.7168245,Vis,Proteaceae,Grevillea_patulifolia,honeybee,Apis_mellifera,1
win,01.08.2019,15.15,1816,151.1831741,-33.8539909,Vis,Fabaceae,Acacia_hamiltoniana,honeybee,Apis_mellifera,16
spr,22.11.2019,14.3,1861,151.1919266,-33.836703,Vis,NA,NA,honeybee,Apis_mellifera,1
spr,22.11.2019,14.3,1861,151.1919266,-33.836703,Vis,Commelinaceae,Tradescantia_fluminensis,honeybee,Apis_mellifera,2
aut,28.05.2020,15,1862,151.2161997,-33.8277054,Vis,Fabaceae,Acacia_schinoides,honeybee,Apis_mellifera,14
win,1.08.2019,15,1862,151.2161997,-33.8277054,Vis,Fabaceae,Acacia_floribunda,honeybee,Apis_mellifera,8
win,1.08.2019,15,1862,151.2161997,-33.8277054,Vis,Fabaceae,Acacia_schinoides,honeybee,Apis_mellifera,4
win,1.08.2019,15,1862,151.2161997,-33.8277054,Vis,Proteaceae,Grevillea_patulifolia,honeybee,Apis_mellifera,16
aut,21.05.2020,11.5,1926,151.2161997,-33.8324714,Vis,Proteaceae,Banksia_integrifolia,honeybee,Apis_mellifera,3
sum,11.12.2019,11.5,1926,151.2161997,-33.8324714,Vis,Cunoniaceae,Callicoma_serratifolia,honeybee,Apis_mellifera,1
win,5.07.2019,11.5,1926,151.2161997,-33.8324714,Vis,Proteaceae,Banksia_integrifolia,honeybee,Apis_mellifera,2
aut,23.04.2020,10.3,2022,151.2289522,-33.6613029,Vis,Proteaceae,Grevillea_sphacelata,honeybee,Apis_mellifera,3
spr,18.11.2019,10.3,2022,151.2289522,-33.6613029,Vis,Proteaceae,Grevillea_buxifolia,honeybee,Apis_mellifera,1
spr,18.11.2019,10.3,2022,151.2289522,-33.6613029,Vis,Proteaceae,Grevillea_sphacelata,honeybee,Apis_mellifera,3
spr,18.11.2019,10.3,2022,151.2289522,-33.6613029,Vis,Myrtaceae,Leptospermum_laevigatum,honeybee,Apis_mellifera,1
win,26.06.2019,10.3,2022,151.2289522,-33.6613029,Vis,Proteaceae,Banksia_ericifolia,honeybee,Apis_mellifera,1
win,26.06.2019,10.3,2022,151.2289522,-33.6613029,Vis,Myrtaceae,Leptospermum_rotundifolium,honeybee,Apis_mellifera,1
spr,4.11.2019,11.4,2094,151.249768,-33.8867757,Vis,NA,NA,honeybee,Apis_mellifera,1
win,5.07.2019,10.3,2100,151.2500692,-33.8291936,Vis,Fabaceae,Acacia_floribunda,honeybee,Apis_mellifera,1
spr,16.11.2019,9,2263,151.284541,-33.6592044,Vis,Apiaceae,Actinotus_helianthi,honeybee,Apis_mellifera,1
spr,16.11.2019,9,2263,151.284541,-33.6592044,Vis,Proteaceae,Grevillea_sericea,honeybee,Apis_mellifera,9
win,25.06.2019,9,2263,151.284541,-33.6592044,Vis,Proteaceae,Banksia_ericifolia,honeybee,Apis_mellifera,1
aut,20.05.2020,12,888,150.9841944,-33.9127237,Vis,Asteraceae,Bidens_pilosa,hoverfly,Melangyna_sp.,3
aut,20.05.2020,12,888,150.9841944,-33.9127237,Vis,Asteraceae,Bidens_pilosa,hoverfly,Sphaerophoria_sp.,2
aut,20.05.2020,12,888,150.9841944,-33.9127237,Vis,Asteraceae,Senecio_madagascarensis,hoverfly,Melangyna_sp.,2
aut,20.05.2020,12,888,150.9841944,-33.9127237,Vis,Asteraceae,Taraxacum_officinale,hoverfly,Melangyna_sp.,1
win,2.08.2019,11.3,888,150.9841944,-33.9127237,Vis,Asteraceae,Senecio_madagascarensis,hoverfly,Melangyna_sp.,9
win,2.08.2019,11.3,888,150.9841944,-33.9127237,Vis,Asteraceae,Senecio_madagascarensis,hoverfly,Sphaerophoria_sp.,4
win,2.08.2019,11.3,888,150.9841944,-33.9127237,Vis,Asteraceae,Taraxacum_officinale,hoverfly,Sphaerophoria_sp.,1
win,2.08.2019,11.3,888,150.9841944,-33.9127237,Vis,Fabaceae,Trifolium_dubium,hoverfly,Melangyna_sp.,1
win,12.07.2019,11,940,150.9929853,-33.8946852,Vis,Myrtaceae,Eucalyptus_aggregata,hoverfly,Melangyna_sp.,1
win,12.07.2019,11,940,150.9929853,-33.8946852,Vis,Proteaceae,Grevillea_banksii,hoverfly,Melangyna_sp.,12
win,12.07.2019,11,940,150.9929853,-33.8946852,Vis,Proteaceae,Grevillea_moonlight,hoverfly,Melangyna_sp.,2
sum,20.12.2019,11.45,1175,151.0482868,-33.9583443,Vis,Asteraceae,Bidens_pilosa,hoverfly,Simosyrphus_grandicornis,1
win,19.07.2019,10.4,1295,151.0725635,-34.0845548,Vis,Casuarinaceae,Allocasuarina_diminuta,hoverfly,Melangyna_sp.,2
win,27.06.2019,11.13,1405,151.0955635,-33.8899222,Vis,Myrtaceae,Callistemon_citrinus,hoverfly,Melangyna_sp.,1
win,27.06.2019,11.13,1405,151.0955635,-33.8899222,Vis,Myrtaceae,Callistemon_citrinus,hoverfly,Simosyrphus_grandicornis,1
win,27.06.2019,11.13,1405,151.0955635,-33.8899222,Vis,Myrtaceae,Callistemon_citrinus,hoverfly,Sphaerophoria_sp.,1
win,9.07.2019,10.03,1487,151.1196729,-33.9449572,Vis,Asteraceae,Bidens_pilosa,hoverfly,Episyrphus_viridaureus,1
win,9.07.2019,10.03,1487,151.1196729,-33.9449572,Vis,Scrophulariaceae,Veronica_calycina,hoverfly,Melangyna_sp.,1
win,01.08.2019,15.15,1816,151.1831741,-33.8539909,Vis,Fabaceae,Acacia_hamiltoniana,hoverfly,Melangyna_sp.,7
aut,28.05.2020,15,1862,151.2161997,-33.8277054,Vis,Fabaceae,Acacia_schinoides,hoverfly,Melangyna_sp.,1
