dataset_id,region,taxon_name,trait_name,value,URL,Reliable,Notes
eFlora_NT,NT,Sorghum plumosum,flowering_time,YYYYYYYNNNNN,http://eflora.nt.gov.au/factsheet?id=4782,1,
FloraBase_WA,WA,Sorghum plumosum,flowering_time,YYYYYYYYNYNN,https://florabase.dpaw.wa.gov.au/browse/profile/619,1,Jan to Aug or Oct
eFlora_NT,NT,Brachychiton megaphyllus,flowering_time,NNNYYYYYYYNN,http://eflora.nt.gov.au/factsheet?id=5632,1,
Guymer_1988,NT,Brachychiton megaphyllus,flowering_time,NNNNNYYYYYYN,https://www.publish.csiro.au/sb/pdf/SB9880199,1,Species description
FloraBase_WA,WA,Arthrostylis aphylla,flowering_time,NNNYYNNNNNYY,https://florabase.dpaw.wa.gov.au/browse/profile/738,1,Apr to May or Nov to Dec
eFlora_NT,NT,Arthrostylis aphylla,flowering_time,YYYYYYNYNYYY,http://eflora.nt.gov.au/factsheet?id=1520,1,
eFlora_NT,NT,Samadera sp. Mary River (I.D.Cowie 1454),flowering_time,NNYYYNYNYNYY,http://eflora.nt.gov.au/factsheet?id=5510,1,
FloraBase_WA,WA,Acacia lamprocarpa,flowering_time,NNNYYYNNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/18225,1,Apr to Jun
eFlora_NT,NT,Acacia lamprocarpa,flowering_time,NYYYYYYYYYNN,http://eflora.nt.gov.au/factsheet?id=20307,1,
eFlora_NT,NT,Boronia decumbens,flowering_time,YYYYYYYYNNYN,http://eflora.nt.gov.au/factsheet?id=20234,1,
Flora_Aus,Aus,Boronia decumbens,flowering_time,YYYYYYYYNNYY,https://profiles.ala.org.au/opus/foa/profile/Boronia%20decumbens,1,
eFlora_NT,NT,Sauropus brunonis,flowering_time,YNYYYYNNNNYY,http://eflora.nt.gov.au/factsheet?id=2095,1,
eFlora_NT,NT,Trachymene rotundifolia,flowering_time,YYYYYYYYYYYY,http://eflora.nt.gov.au/factsheet?id=267,1,
eFlora_NT,NT,Digitaria bicornis,flowering_time,YYYYYYYYYYYY,http://eflora.nt.gov.au/factsheet?id=4364,1,
FloraBase_WA,WA,Digitaria bicornis,flowering_time,NYYYYYYNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/309,1,Fl. Feb to Jul (mainly April-June)
eFlora_NT,NT,Dodonaea hispidula,flowering_time,YYYYYYYYYYYY,http://eflora.nt.gov.au/factsheet?id=5358,1,
VicFlora,VIC,Eucalyptus cladocalyx,flowering_time,YYYNNNNNNNNN,https://vicflora.rbg.vic.gov.au/flora/taxon/e03f7916-3683-4b87-b9b0-3043b9ccc72d,1,
Brown_Bettink_2019,WA,Eucalyptus cladocalyx,flowering_time,YYYYNNNNNNNY,https://florabase.dpaw.wa.gov.au/browse/profile/29793,0,"From outside species' native range, data are from NRM management notes for the Swan NRM Region"
eFlora_NT,NT,Eucalyptus pruinosa,flowering_time,NNYYYYYYNYNN,http://eflora.nt.gov.au/factsheet?id=3860,1,
FloraBase_WA,WA,Eucalyptus pruinosa,flowering_time,YNNYYNYNNNYY,https://florabase.dpaw.wa.gov.au/browse/profile/5753,1,Jan or Apr to May or Jul or Nov to Dec
eFlora_NT,NT,Indigofera ewartiana,flowering_time,YYYYYYYYNNYN,http://eflora.nt.gov.au/factsheet?id=2312,1,
eFlora_NT,NT,Eucalyptus chlorophylla,flowering_time,NNNNNNNNNNYY,http://eflora.nt.gov.au/factsheet?id=3797,1,
FloraBase_WA,WA,Eucalyptus chlorophylla,flowering_time,NNNNNNNNNNNY,https://florabase.dpaw.wa.gov.au/browse/profile/5590,1,Dec
eFlora_NT,NT,Aristida utilis,flowering_time,NNNYNNNNNNNN,http://eflora.nt.gov.au/factsheet?id=4244,1,
Flora_Aus,Aus,Aristida utilis var. utilis,flowering_time,YYYYYYYYNNNN,https://profiles.ala.org.au/opus/foa/profile/Aristida%20utilis%20var.%20utilis,1,
Flora_Aus,Aus,Aristida utilis var. grandiflora,flowering_time,NNNYNNNNNNNN,https://profiles.ala.org.au/opus/foa/profile/Aristida%20utilis%20var.%20grandiflora,1,
Flora_Aus,Aus,Apowollastonia longipes,flowering_time,YYYYYYYYNNNN,https://profiles.ala.org.au/opus/foa/profile/Apowollastonia%20longipes,1,
eFlora_NT,NT,Fimbristylis recta,flowering_time,YYYYNNNNYNNN,http://eflora.nt.gov.au/factsheet?id=1720,1,
FloraBase_WA,WA,Acacia duriuscula,flowering_time,NNNYYYYYNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/3315,1,Apr to Aug
FloraBase_WA,WA,Eucalyptus petraea,flowering_time,YYYYYYYNYNNN,https://florabase.dpaw.wa.gov.au/browse/profile/5742,1,"Source says flowering to July OR September, have not scored August as flowering as likely not recorded flowering in that month"
FloraBase_WA,WA,Rhagodia drummondii,flowering_time,NNNNNNNNNYYN,https://florabase.dpaw.wa.gov.au/browse/profile/2581,1,Oct to Nov
FloraBase_WA,WA,Mirbelia microphylla,flowering_time,NNNNNNNYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/4094,1,Aug to Oct
FloraBase_WA,WA,Austrostipa plumigera,flowering_time,NNNNNYYYYNNN,https://florabase.dpaw.wa.gov.au/browse/profile/17248,1,
eFlora_SA,SA,Austrostipa plumigera,flowering_time,NNNNNYYYYNNN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Stipa_plumigera,0,Published under old synonym
FloraBase_WA,WA,Melaleuca scalena,flowering_time,NNNNNNNNNNNY,https://florabase.dpaw.wa.gov.au/browse/profile/20290,1,
FloraBase_WA,WA,Enneapogon robustissimus,flowering_time,NNNNYNNNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/20377,1,
eFlora_NT,NT,Enneapogon robustissimus,flowering_time,NNYYNYYNNNNN,http://eflora.nt.gov.au/factsheet?id=4428,1,
eFlora_NT,NT,Zornia adenophora,flowering_time,NNYYNYNNNNNN,http://eflora.nt.gov.au/factsheet?id=2549,1,
FloraBase_WA,WA,Eucalyptus leucophloia,flowering_time,NNYYYYYYNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/5698,1,
eFlora_NT,NT,Eucalyptus leucophloia,flowering_time,NNYNYYYYYNNN,http://eflora.nt.gov.au/factsheet?id=3833,1,
FloraBase_WA,WA,Acacia thomsonii,flowering_time,NNNNNYYYNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/16173,1,
eFlora_NT,NT,Acacia thomsonii,flowering_time,NNYYYYYYNYNN,http://eflora.nt.gov.au/factsheet?id=3566,1,
FloraBase_WA,WA,Corymbia aspera,flowering_time,NNNNNNNNNYYN,https://florabase.dpaw.wa.gov.au/browse/profile/17073,1,
eFlora_NT,NT,Corymbia aspera,flowering_time,NNNNNNNNNNYN,http://eflora.nt.gov.au/factsheet?id=22338,1,
eFlora_NT,NT,Corchorus sericeus,flowering_time,YNYYYYYNNYNN,http://eflora.nt.gov.au/factsheet?id=5787,1,
FloraBase_WA,WA,Acacia asperulacea,flowering_time,NNNNYNNNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/19123,1,
eFlora_NT,NT,Acacia asperulacea,flowering_time,YNYYYYYNYNYN,http://eflora.nt.gov.au/factsheet?id=3398,1,
Flora_Aus,Aus,Acacia asperulacea,flowering_time,NNYYYYYYNNNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20asperulacea,1,
FloraBase_WA,WA,Atriplex paludosa,flowering_time,NNNNYYYYYNNN,https://florabase.dpaw.wa.gov.au/browse/profile/2470,1,
FloraBase_WA,WA,Acacia papyrocarpa,flowering_time,NNNNNNNYYYYN,https://florabase.dpaw.wa.gov.au/browse/profile/3481,1,
eFlora_SA,SA,Acacia papyrocarpa,flowering_time,NNNNNNNYYYYN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Acacia_papyrocarpa,1,
eFlora_NT,NT,Enneapogon caerulescens,flowering_time,NNNYYYYNYYNN,http://eflora.nt.gov.au/factsheet?id=4416,1,
FloraBase_WA,WA,Enneapogon caerulescens,flowering_time,NNYYYYYNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/357,1,
eFlora_NT,NT,Euphorbia porcata,flowering_time,NYYYYYYYYYYY,http://eflora.nt.gov.au/factsheet?id=1050592,1,
FloraBase_WA,WA,Eucalyptus microtheca,flowering_time,YYNNNNNNNNNY,https://florabase.dpaw.wa.gov.au/browse/profile/5714,1,Dec or Jan to Feb
eFlora_NT,NT,Eucalyptus microtheca,flowering_time,YNNNNNNNYNYY,http://eflora.nt.gov.au/factsheet?id=3837,1,
FloraBase_WA,WA,Stylosanthes hamata,flowering_time,NNNYYYYYYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/12353,1,
eFlora_NT,NT,Stylosanthes hamata,flowering_time,NNNNYYYYYYYN,http://eflora.nt.gov.au/factsheet?id=2444,1,
eFlora_NT,NT,Neptunia dimorphantha,flowering_time,YYYYYYYYYNYY,http://eflora.nt.gov.au/factsheet?id=3605,1,
eFlora_SA,SA,Neptunia dimorphantha,flowering_time,NNNNNNNNYYYN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Neptunia_dimorphantha,1,
FloraBase_WA,WA,Neptunia dimorphantha,flowering_time,YYYYYYYNNNYN,https://florabase.dpaw.wa.gov.au/browse/profile/3614,1,Jan to Jul or Nov
PlantNET,NSW,Neptunia dimorphantha,flowering_time,YYNNNNNNNNNY,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Neptunia~dimorphantha,0,"Text just says ""flowers summer"", not specific months"
eFlora_NT,NT,Dinebra neesii,flowering_time,NYYYYYYYYYNN,http://eflora.nt.gov.au/factsheet?id=4607,1,
eFlora_NT,NT,Dodonaea physocarpa,flowering_time,YYYYNYYYNNYN,http://eflora.nt.gov.au/factsheet?id=5369,1,
eFlora_NT,NT,Schoenus sparteus,flowering_time,YYYYYYYYYYYY,http://eflora.nt.gov.au/factsheet?id=1787,1,
eFlora_NT,NT,Dapsilanthus spathaceus,flowering_time,YYYYYYYYYYYY,http://eflora.nt.gov.au/factsheet?id=21918,1,
FloraBase_WA,WA,Ectrosia leporina,flowering_time,NNYYYYYNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/343,1,
eFlora_NT,NT,Ectrosia leporina,flowering_time,YYYYYYYYYYYN,http://eflora.nt.gov.au/factsheet?id=4401,1,
eFlora_NT,NT,Fimbristylis squarrulosa,flowering_time,YYYYYYYNYNNY,http://eflora.nt.gov.au/factsheet?id=1733,1,
eFlora_NT,NT,Eucalyptus gamophylla,flowering_time,NNYNNYYNYYYY,http://eflora.nt.gov.au/factsheet?id=3819,1,
FloraBase_WA,WA,Eucalyptus gamophylla,flowering_time,YYYNNNNNNYYY,https://florabase.dpaw.wa.gov.au/browse/profile/5655,1,Oct to Dec or Jan to Mar
eFlora_SA,SA,Opuntia tomentosa,flowering_time,YYNNNNNNNNYY,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Opuntia_tomentosa,0,"Text says ""flowering time late spring - summer"", not specific"
VicFlora,VIC,Medicago laciniata,flowering_time,NNNNNNYYYYYN,https://vicflora.rbg.vic.gov.au/flora/taxon/4e59971f-2b49-4835-9709-d0f3fc9346a7,1,
FloraBase_WA,WA,Medicago laciniata,flowering_time,NNNNNNNYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/4074,1,
eFlora_SA,SA,Medicago laciniata,flowering_time,NNNNNYNNNNNN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Medicago_laciniata,0,Data from only 1 record
VicFlora,VIC,Medicago minima,flowering_time,YNNNNNYYYYYY,https://vicflora.rbg.vic.gov.au/flora/taxon/948faabd-8ac9-4361-94f5-61873f37ec0c,1,
FloraBase_WA,WA,Medicago minima,flowering_time,NNNNNNYYYNNN,https://florabase.dpaw.wa.gov.au/browse/profile/4077,1,
eFlora_SA,SA,Medicago minima,flowering_time,YNNNNNYYYYYY,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Medicago_minima,1,
eFlora_NT,NT,Medicago minima,flowering_time,NNNNNYNYYYNN,http://eflora.nt.gov.au/factsheet?id=2370,1,
VicFlora,VIC,Cuscuta planiflora,flowering_time,YYNNNNNNYYYY,https://vicflora.rbg.vic.gov.au/flora/taxon/48206d2b-d1b8-4345-bb32-d6502577727f,0,"Text says ""flowers mainly spring and summer"", not specific"
FloraBase_WA,WA,Cuscuta planiflora,flowering_time,NNNNNNNNYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/11021,1,
eFlora_SA,SA,Cuscuta planiflora,flowering_time,NNNNNNNNNYNN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Cuscuta_planiflora,0,Data from only 1 record
eFlora_NT,NT,Tephrosia delestangii,flowering_time,NYYYYYNNNNNY,http://eflora.nt.gov.au/factsheet?id=2497,1,
eFlora_NT,NT,Acacia sibirica,flowering_time,NYYYYYYYYYYN,http://eflora.nt.gov.au/factsheet?id=3555,1,
Flora_Aus,Aus,Acacia sibirica,flowering_time,NNNNYYYYYNNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20sibirica,1,
eFlora_NT,NT,Sclerolaena cornishiana,flowering_time,NYYYYYNYYYYY,http://eflora.nt.gov.au/factsheet?id=1256,1,
eFlora_NT,NT,Eremophila cordatisepala,flowering_time,YNYYYYNYYNNN,http://eflora.nt.gov.au/factsheet?id=3677,1,
eFlora_NT,NT,Euphorbia ferdinandi var. ferdinandi,flowering_time,YYYYYYYYYYYY,http://eflora.nt.gov.au/factsheet?id=1050599,1,
eFlora_NT,NT,Euphorbia ferdinandi,flowering_time,NNYNNNNYNNNN,http://eflora.nt.gov.au/factsheet?id=1994,1,Data for species not variants
FloraBase_WA,WA,Yakirra australiensis,flowering_time,NNYYYNNNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/732,1,
eFlora_NT,NT,Yakirra australiensis,flowering_time,NNYYYNNYNNNN,http://eflora.nt.gov.au/factsheet?id=4886,1,
PlantNET,NSW,Yakirra australiensis,flowering_time,NNYYYYYYNNNN,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Yakirra~australiensis,1,
VicFlora,VIC,Euphorbia multifaria,flowering_time,YYYYYYYYYYYY,https://vicflora.rbg.vic.gov.au/flora/taxon/91e0a78c-508d-4fa3-9acd-2aec39298970,0,"Text says ""flowers throughout the year"", general"
eFlora_NT,NT,Petalostylis cassioides,flowering_time,YYYYYYYYYYYY,http://eflora.nt.gov.au/factsheet?id=964,1,
eFlora_SA,SA,Petalostylis cassioides,flowering_time,NNNNNNNYYNNN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Petalostylis_cassioides,1,
FloraBase_WA,WA,Petalostylis cassioides,flowering_time,YYYYYYYYYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/3674,1,
Guymer_1988,Qld,Brachychiton muellerianus,flowering_time,NNNNNNNYYYYY,https://www.publish.csiro.au/sb/pdf/SB9880199,1,Original species description
Guymer_1988,Qld,Brachychiton vitifolius,flowering_time,NNNYYYYYYYNN,https://www.publish.csiro.au/sb/pdf/SB9880199,1,Original species description
Bean_2015,Qld,Anisomeles languida,flowering_time,NNNYYYNNNNNN,https://www.qld.gov.au/__data/assets/pdf_file/0035/68984/bean-anisomeles-austrobaileya-v9s3.pdf,1,Genus revision
Bean_2015,Aus,Anisomeles inodora,flowering_time,NYYYYYYYYYNN,https://www.qld.gov.au/__data/assets/pdf_file/0035/68984/bean-anisomeles-austrobaileya-v9s3.pdf,1,Genus revision
eFlora_NT,NT,Anisomeles inodora,flowering_time,NYYNYNYYNNNN,http://eflora.nt.gov.au/factsheet?id=1052012,1,
Telfordetal_2014,Qld,Synostemon podenzanae,flowering_time,YYYYYYNNNNNY,https://www.publish.csiro.au/sb/pdf/SB14034,1,Genus revision
Flora_Aus,Aus,Acacia incurvaneura,flowering_time,NNYYNNYYYYYN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20incurvaneura,1,
eFlora_NT,NT,Acacia incurvaneura,flowering_time,NNNNNNYYNYYN,http://eflora.nt.gov.au/factsheet?id=22882,1,
eFlora_NT,NT,Solanum lithophilum,flowering_time,YYYYYYYYYYYY,http://eflora.nt.gov.au/factsheet?id=1050255,1,
eFlora_NT,NT,Hibbertia candicans,flowering_time,YYYYYYYYYYYY,http://eflora.nt.gov.au/factsheet?id=24274,1,
eFlora_NT,NT,Ipomoea diversifolia,flowering_time,YYYYYYNNNNNY,http://eflora.nt.gov.au/factsheet?id=1405,1,
FloraBase_WA,WA,Acacia desertorum,flowering_time,NYNNNNYYYYYN,https://florabase.dpaw.wa.gov.au/browse/profile/3297,1,
Flora_Aus,Aus,Acacia desertorum var. desertorum,flowering_time,YYNNNNYNYYYY,https://profiles.ala.org.au/opus/foa/profile/Acacia%20desertorum%20var.%20desertorum,1,
Flora_Aus,Aus,Acacia desertorum var. nudipes,flowering_time,NNNNNNNYYYNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20desertorum%20var.%20nudipes,1,
FloraBase_WA,WA,Melaleuca cordata,flowering_time,YNNNYYYYYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/5896,1,
FloraBase_WA,WA,Thryptomene kochii,flowering_time,NNNNYYYYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/6058,1,
FloraBase_WA,WA,Acacia stereophylla,flowering_time,NNNNNYNYYYNY,https://florabase.dpaw.wa.gov.au/browse/profile/3558,1,
Flora_Aus,Aus,Acacia stereophylla var. cylindrata,flowering_time,NNNNNNNYYNNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20stereophylla%20var.%20cylindrata,1,
Flora_Aus,Aus,Acacia stereophylla var. stereophylla,flowering_time,NNNNNYNYYYNY,https://profiles.ala.org.au/opus/foa/profile/Acacia%20stereophylla%20var.%20stereophylla,1,
FloraBase_WA,WA,Melaleuca hamata,flowering_time,NNNNNNNNYNNN,https://florabase.dpaw.wa.gov.au/browse/profile/19486,1,
FloraBase_WA,WA,Melaleuca calyptroides,flowering_time,NNNNNNNNYYYN,https://florabase.dpaw.wa.gov.au/browse/profile/19380,1,
FloraBase_WA,WA,Eucalyptus leptopoda,flowering_time,YYYNNNNNYNYY,https://florabase.dpaw.wa.gov.au/browse/profile/5696,1,Sep or Nov to Dec or Jan to Mar
Flora_Aus,Aus,Acacia uncinella,flowering_time,NNNNNNNYYYNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20uncinella,1,
FloraBase_WA,WA,Acacia uncinella,flowering_time,NNNNNNNYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/3589,1,
FloraBase_WA,WA,Homalocalyx thryptomenoides,flowering_time,NNNNNNYYYYYN,https://florabase.dpaw.wa.gov.au/browse/profile/5815,1,
FloraBase_WA,WA,Balaustion pulcherrimum,flowering_time,NNNNNYNNYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/5375,1,
FloraBase_WA,WA,Leptospermum fastigiatum,flowering_time,NNNNNNNNYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/5848,1,
eFlora_SA,SA,Leptospermum fastigiatum,flowering_time,NNNNNNNNYYYY,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Leptospermum_fastigiatum,1,
FloraBase_WA,WA,Acacia longispinea,flowering_time,NNNNNNNNYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/3426,1,
FloraBase_WA,WA,Verticordia picta,flowering_time,NNNNNNYYYYYN,https://florabase.dpaw.wa.gov.au/browse/profile/6109,1,
FloraBase_WA,WA,Sorghum timorense,flowering_time,NNYYYYNNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/622,1,
eFlora_NT,NT,Sorghum timorense,flowering_time,NYYYYYYNYNNN,http://eflora.nt.gov.au/factsheet?id=4785,1,
FloraBase_WA,WA,Neptunia monosperma,flowering_time,NYYYYNNNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/3617,1,
eFlora_NT,NT,Neptunia monosperma,flowering_time,YYYYYYNYNNNY,http://eflora.nt.gov.au/factsheet?id=3612,1,
eFlora_NT,NT,Heliotropium plumosum,flowering_time,YYYYYYYNNNNN,http://eflora.nt.gov.au/factsheet?id=837,1,
eFlora_NT,NT,Portulaca decipiens,flowering_time,NNYNNNYNNNNN,http://eflora.nt.gov.au/factsheet?id=23989,1,
eFlora_NT,NT,Portulaca sp. finely echinate (D.G.Tulloch 41),flowering_time,NYYYYYYNNNNN,http://eflora.nt.gov.au/factsheet?id=25783,1,
eFlora_NT,NT,Indigofera linnaei,flowering_time,YYYYYYYYYYYY,http://eflora.nt.gov.au/factsheet?id=2320,1,
FloraBase_WA,WA,Indigofera linnaei,flowering_time,YYYYYNNNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/3981,1,
FloraBase_WA,WA,Eucalyptus pachyphylla,flowering_time,NNNYYYYNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/5736,1,
eFlora_NT,NT,Eucalyptus pachyphylla,flowering_time,NNYYYYYYYNNY,http://eflora.nt.gov.au/factsheet?id=3850,1,
Flora_Aus,Aus,Acacia melleodora,flowering_time,NNNNYYYNNNNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20melleodora,1,
FloraBase_WA,WA,Acacia melleodora,flowering_time,NNNNYYYYYNNN,https://florabase.dpaw.wa.gov.au/browse/profile/19305,1,
eFlora_NT,NT,Acacia estrophiolata,flowering_time,NYYYYYYYYNNN,http://eflora.nt.gov.au/factsheet?id=3442,1,
Flora_Aus,Aus,Acacia macraneura,flowering_time,NNNYYNYYNNNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20macraneura,1,
Flora_Aus,Aus,Acacia xiphophylla,flowering_time,YNYYYNNYYNNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20xiphophylla,1,
eFlora_NT,NT,Acacia synchronicia,flowering_time,NNNNYYYYYYNN,http://eflora.nt.gov.au/factsheet?id=20456,1,
FloraBase_WA,WA,Acacia synchronicia,flowering_time,NNNNNNNYYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/13070,1,
Flora_Aus,Aus,Acacia synchronicia,flowering_time,NNNNNYYYYYYY,https://profiles.ala.org.au/opus/foa/profile/Acacia%20synchronicia,1,
FloraBase_WA,WA,Senna sp. Meekatharra (E.Bailey 1-26),flowering_time,NNNNNNNYYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/14577,1,
FloraBase_WA,WA,Calocephalus beardii,flowering_time,NNNNNNNYYNNN,https://florabase.dpaw.wa.gov.au/browse/profile/14090,1,
eFlora_NT,NT,Maireana planifolia,flowering_time,NNYYYYYYNYNN,http://eflora.nt.gov.au/factsheet?id=1216,1,
eFlora_SA,SA,Maireana planifolia,flowering_time,NNNNYYYYYYNN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Maireana_planifolia,1,
FloraBase_WA,WA,Maireana planifolia,flowering_time,NNNNNNYYYNNN,https://florabase.dpaw.wa.gov.au/browse/profile/2556,1,
eFlora_NT,NT,Acacia paraneura,flowering_time,NNYYYYYYYYYY,http://eflora.nt.gov.au/factsheet?id=3519,1,
FloraBase_WA,WA,Acacia paraneura,flowering_time,NNNNNYYYYNNN,https://florabase.dpaw.wa.gov.au/browse/profile/15724,1,
Flora_Aus,Aus,Acacia paraneura,flowering_time,YNNNYYYYYYNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20paraneura,1,
eFlora_NT,NT,Sida sp. Wakaya Desert (P.K.Latz 11894),flowering_time,YYYYYYYYYYYY,http://eflora.nt.gov.au/factsheet?id=3252,1,
eFlora_NT,NT,Rhagodia eremaea,flowering_time,YYYYYYYYYYYY,http://eflora.nt.gov.au/factsheet?id=1242,1,
