dataset_id,region,taxon_name,trait_name,value,URL,Reliable,Notes
VicFlora,VIC,Tecticornia halocnemoides,flowering_time,NNNNYYYYNNNN,https://vicflora.rbg.vic.gov.au/flora/taxon/d87bd485-d484-4ad4-ba15-2bc01844cbe1,1,
eFlora_NT,NT,Tecticornia halocnemoides,flowering_time,NNNNNYNNYNNN,http://eflora.nt.gov.au/factsheet?id=27679,1,Limited specimens
eFlora_NT,NT,Tecticornia halocnemoides subsp. tenuis,flowering_time,NNNYYYYYNNNN,http://eflora.nt.gov.au/factsheet?id=27681,1,
eFlora_NT,NT,Tecticornia halocnemoides subsp. longispicata,flowering_time,YNYYYYYNYNNN,http://eflora.nt.gov.au/factsheet?id=27680,1,
FloraBase_WA,WA,Eucalyptus transcontinentalis,flowering_time,NNNNNNYYYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/5793,1,
FloraBase_WA,WA,Corymbia calophylla,flowering_time,YYYYYNNNNNNY,https://florabase.dpaw.wa.gov.au/browse/profile/17104,1,
eFlora_NT,NT,Asteromyrtus lysicephala,flowering_time,NYNYNNYYYYNY,http://eflora.nt.gov.au/factsheet?id=3743,1,
Armstrong_2008,WA,Triodia caelestialis,flowering_time,YYYNNNNNNNNN,https://www.rswa.org.au/publications/Journal/91(4)/VOL%2091%20PT%204%20313-317.pdf,1,"Original species description, Triodia caelestialis (Triodieae: Chloridoideae: Poaceae), a new species from the central Kimberley, Western Australia"
Flora_Aus,Aus,Acacia pteraneura,flowering_time,NNNYYNYYYNNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20pteraneura,1,
EUCLID,Qld,Eucalyptus orgadophila,flowering_time,NYNYYNYYYNNN,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_orgadophila.htm,0,Reported on EUCLID from unknown source
FloraBase_WA,WA,Eucalyptus wandoo,flowering_time,YYYYYNNNNNNY,https://florabase.dpaw.wa.gov.au/browse/profile/5797,1,
FloraBase_WA,WA,Eucalyptus celastroides,flowering_time,YNNNNNNYYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/5584,1,
EUCLID,WA,Eucalyptus adesmophloia,flowering_time,YNNNNNNYYNYN,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_adesmophloia.htm,0,Reported on EUCLID from unknown source
FloraBase_WA,WA,Eucalyptus rudis,flowering_time,NNNNNNYYYNNN,https://florabase.dpaw.wa.gov.au/browse/profile/5763,1,
Chappill_Wilkins_Crisp_2007,Qld,Jacksonia thesioides,flowering_time,YYYYYYYYYYYY,https://www.publish.csiro.au/sb/pdf/SB06047,1,"Genus revision, Taxonomic revision of Jacksonia (Leguminosae: Mirbelieae)"
EUCLID,NSW,Eucalyptus andrewsii subsp. andrewsii,flowering_time,NYNNNYYNNNNY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_andrewsii_subsp._andrewsii.htm,1,
Flora_Aus,Aus,Acacia araneosa,flowering_time,YYYYYYYYYYYY,https://profiles.ala.org.au/opus/foa/profile/Acacia%20araneosa,0,"Text says ""flowers at irregular periods throughout the year"""
eFlora_NT,NT,Dapsilanthus ramosus,flowering_time,YNNNYYYYYYNY,http://eflora.nt.gov.au/factsheet?id=21916,1,
Flora_Aus,Aus,Acacia anceps,flowering_time,YYNNNNNNYYYY,https://profiles.ala.org.au/opus/foa/profile/Acacia%20anceps,1,
FloraBase_WA,WA,Acacia anceps,flowering_time,YNNNNNNNNYYY,https://florabase.dpaw.wa.gov.au/browse/profile/3213,1,
FloraBase_WA,WA,Acacia neurophylla,flowering_time,NNNNYYYYYYYN,https://florabase.dpaw.wa.gov.au/browse/profile/3455,1,May to Nov
Flora_Aus,Aus,Acacia neurophylla subsp. erugata,flowering_time,NNNNYYYYYYYN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20neurophylla%20subsp.%20erugata,1,
Flora_Aus,Aus,Acacia neurophylla subsp. neurophylla,flowering_time,NNNNNNYYYNNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20neurophylla%20subsp.%20neurophylla,1,
FloraBase_WA,WA,Melaleuca thymoides,flowering_time,YNNNNNNNYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/5980,1,
Short_2016,WA,Gilruthia osbornei,flowering_time,NNNNNNNYYYYN,https://data.environment.sa.gov.au/Content/Publications/JABG29P147_Short.pdf,1,"Section revisionNotes concerning the classification of species included in
Calocephalus R.Br. s.lat. and Gnephosis Cass. s.lat.
(Asteraceae: Gnaphalieae), with descriptions of
new genera and species "
FloraBase_WA,WA,Eucalyptus urna,flowering_time,YYYYNNNNNYYY,https://florabase.dpaw.wa.gov.au/browse/profile/18293,1,
FloraBase_WA,WA,Acacia beauverdiana,flowering_time,NNNNNNYYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/3236,1,
Flora_Aus,Aus,Acacia beauverdiana,flowering_time,NNNNNNYYYYNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20beauverdiana,1,
Flora_Aus,Aus,Acacia cyclops,flowering_time,YYYYYNNNYYYY,https://profiles.ala.org.au/opus/foa/profile/Acacia%20cyclops,1,
FloraBase_WA,WA,Acacia cyclops,flowering_time,YYYYYNNNYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/3282,1,
Flora_Aus,Aus,Acacia enervia subsp. enervia,flowering_time,NNNNNNNNYYNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20enervia%20subsp.%20enervia,1,
Flora_Aus,Aus,Acacia enervia subsp. explicata,flowering_time,NNNNNNNYYYNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20enervia%20subsp.%20explicata,1,
FloraBase_WA,WA,Acacia enervia,flowering_time,NNNNNNNYYYNY,https://florabase.dpaw.wa.gov.au/browse/profile/3318,1,
HollisterThiele_2020,WA,Sida sp. L (A.M.Ashby 4202),flowering_time,NNNYYYYNYNNN,https://florabase.dpaw.wa.gov.au/browse/profile/48867,1,
FloraBase_WA,WA,Acacia dictyophleba,flowering_time,NNYYYYYYYNNN,https://florabase.dpaw.wa.gov.au/browse/profile/3300,1,
Flora_Aus,Aus,Acacia dictyophleba,flowering_time,NNYYYYYYYNNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20dictyophleba,1,
eFlora_SA,SA,Acacia dictyophleba,flowering_time,NNNYYYYYYNNN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Acacia_dictyophleba,1,
eFlora_NT,NT,Acacia dictyophleba,flowering_time,YNNYYYYYYYNN,http://eflora.nt.gov.au/factsheet?id=3432,1,
FloraBase_WA,Wa,Agonis theiformis,flowering_time,NNNNNNNNNYYY,https://florabase.dpaw.wa.gov.au/browse/profile/19789,1,
eFlora_SA,SA,Mesembryanthemum crystallinum,flowering_time,YYNNNNNNYYYY,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Mesembryanthemum_crystallinum,1,
VicFlora,VIC,Mesembryanthemum crystallinum,flowering_time,YNNNNNNNYYYY,https://vicflora.rbg.vic.gov.au/flora/taxon/1a3032c1-c68e-428b-9c69-0bf6c10ffdf2,1,
FloraBase_WA,WA,Mesembryanthemum crystallinum,flowering_time,NNNNNNNNYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/2813,1,
FloraBase_WA,WA,Carpobrotus virescens,flowering_time,YNNNNYYYYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/2798,1,
FloraBase_WA,WA,Eremaea pauciflora,flowering_time,YNNNNNYYYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/5541,1,
VicFlora,VIC,Sisymbrium erysimoides,flowering_time,NNNNNNNNYYYN,https://vicflora.rbg.vic.gov.au/flora/taxon/53467d1a-f911-4034-bddc-c7c0e92a29a7,0,"Text says ""flowers mainly spring"""
FloraBase_WA,WA,Sisymbrium erysimoides,flowering_time,NNNYNYYYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/3069,1,
eFlora_SA,SA,Sisymbrium erysimoides,flowering_time,NNNNNNNNYYYN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Sisymbrium_erysimoides,1,
eFlora_NT,NT,Sisymbrium erysimoides,flowering_time,NNYNYYYYYYYN,http://eflora.nt.gov.au/factsheet?id=894,1,
FloraBase_WA,WA,Eucalyptus eudesmioides,flowering_time,NYYYYNNNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/5640,1,
Bean_2006,Qld,Eucalyptus megasepala,flowering_time,NNNYYYYNNNNN,https://www.jstor.org/stable/41739036,1,Original species description
VicFlora,VIC,Rhagodia candolleana,flowering_time,NNNNNNNNYYYY,https://vicflora.rbg.vic.gov.au/flora/taxon/ac23e358-6c03-42bc-ae42-f0efaa418da7,1,
eFlora_SA,SA,Rhagodia candolleana,flowering_time,YYYYYYYYYYYY,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?genus=Rhagodia&species=candolleana&iname=candolleana,0,"Text says ""flowers and/or fruits all months"""
FloraBase_WA,WA,Taxandria parviceps,flowering_time,NNNNNNYYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/20133,1,
VicFlora,VIC,Taxandria parviceps,flowering_time,NNNNNNYYYYYN,https://vicflora.rbg.vic.gov.au/flora/taxon/20bfcc1a-734c-42a0-8f9e-5418f10406b6,1,
eFlora_SA,SA,Acacia tarculensis,flowering_time,NNNNYYYYNNNN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Acacia_tarculensis,1,
FloraBase_WA,WA,Rhagodia preissii,flowering_time,NNNYYYYYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/2584,1,
eFlora_SA,SA,Rhagodia preissii,flowering_time,NNNNNYYYYYYY,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Rhagodia_preissii,1,
EUCLID,Aus,Eucalyptus eremicola subsp. peeneri,flowering_time,YNNNNYNNYNNN,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_eremicola_subsp._peeneri.htm?zoom_highlight=eucalyptus+eremicola,0,Reported on EUCLID from unknown source
eFlora_SA,SA,Tecticornia cupuliformis,flowering_time,YNNNNNNNNNNN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Halosarcia_cupuliformis,1,
FloraBase_WA,WA,Oxalis glabra,flowering_time,NNNNYYYYNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/4352,1,
VicFlora,VIC,Oxalis glabra,flowering_time,NNNNNNYYNNNN,https://vicflora.rbg.vic.gov.au/flora/taxon/636cbd48-90ef-4b86-9deb-f4462be95263,1,
eFlora_NT,NT,Portulaca sp. smooth seed (C.R.Michell 2286),flowering_time,NYYNNNNNNNNN,http://eflora.nt.gov.au/factsheet?id=25327,1,
FloraBase_WA,WA,Eucalyptus moderata,flowering_time,YNNNNNYNYYNY,https://florabase.dpaw.wa.gov.au/browse/profile/19323,1,
FloraBase_WA,WA,Acacia cylindrica,flowering_time,NNNNNNNYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/14068,1,
Flora_Aus,Aus,Acacia cylindrica,flowering_time,NNNNNNNNYYNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20cylindrica,1,
Flora_Aus,Aus,Acacia mulganeura,flowering_time,NNYYNNYYNYYN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20mulganeura,1,
FloraBase_WA,WA,Melaleuca trichophylla,flowering_time,NNNNNNNYYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/5983,1,
FloraBase_WA,WA,Eucalyptus confluens,flowering_time,NYYNNNNNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/5599,1,
eFlora_NT,NT,Bothriochloa pertusa,flowering_time,YYYYYYNYYYNN,http://eflora.nt.gov.au/factsheet?id=4267,1,
FloraBase_WA,WA,Bothriochloa pertusa,flowering_time,NNNYNNNNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/13361,1,
FloraBase_WA,WA,Calothamnus blepharospermus,flowering_time,YYNNNNYNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/5401,1,
FloraBase_WA,WA,Leucopogon sp. Coolgardie (M.Hislop & F.Hort MH3197),flowering_time,NNNNYNNNNYNY,https://florabase.dpaw.wa.gov.au/browse/profile/20763,1,
Halford_Henderson_2008,Aus,Beyeria sulcata var. sulcata,flowering_time,NNNNNNNYYYYN,https://www.jstor.org/stable/41739083,1,"Genus revision, var sulcata"
Halford_Henderson_2008,Aus,Beyeria sulcata var. brevipes,flowering_time,NNYNYNYYYYYN,https://www.jstor.org/stable/41739083,1,"Genus revision, var brevipes"
Halford_Henderson_2008,Aus,Beyeria sulcata var. gracilis,flowering_time,NNYYYYYYYYYN,https://www.jstor.org/stable/41739083,1,"Genus revision, var gracilis"
Halford_Henderson_2008,Aus,Beyeria sulcata var. truncata,flowering_time,NNNNYNNNNYNN,https://www.jstor.org/stable/41739083,1,"Genus revision, var truncata"
FloraBase_WA,WA,Homalocalyx aureus,flowering_time,NNNNNNYYYYYN,https://florabase.dpaw.wa.gov.au/browse/profile/5806,1,
eFlora_NT,NT,Sida sp. Simpson Desert dunes (P.K.Latz 18008),flowering_time,NNNYYYYYYYYN,http://eflora.nt.gov.au/factsheet?id=27431,1,
Flora_Aus,Aus,Eucalyptus longicornis,flowering_time,YYYNNNNNNNYY,https://profiles.ala.org.au/opus/foa/profile/Eucalyptus%20longicornis,1,
FloraBase_WA,WA,Eucalyptus longicornis,flowering_time,YYNNNNNNNNNY,https://florabase.dpaw.wa.gov.au/browse/profile/5701,1,
Flora_Aus,Aus,Acacia consanguinea,flowering_time,NNNNNNNYYNNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20consanguinea,1,
FloraBase_WA,WA,Acacia consanguinea,flowering_time,NNNNNNNYYNNN,https://florabase.dpaw.wa.gov.au/browse/profile/16117,1,
FloraBase_WA,WA,Corymbia flavescens,flowering_time,NNNYYYNNNNYN,https://florabase.dpaw.wa.gov.au/browse/profile/14650,1,
eFlora_NT,NT,Corymbia flavescens,flowering_time,NNNNNNNNNNYY,http://eflora.nt.gov.au/factsheet?id=22355,1,
FloraBase_WA,WA,Calytrix flavescens,flowering_time,YYYYYYYYYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/5458,0,"""Jan to Dec (usually Oct-Jan)"""
FloraBase_WA,WA,Melaleuca tuberculata,flowering_time,NNNNNNYYYYYN,https://florabase.dpaw.wa.gov.au/browse/profile/15673,1,
eFlora_SA,SA,Rumex vesicarius,flowering_time,NNNNYYYYYYYY,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Rumex_vesicarius,1,
eFlora_NT,NT,Rumex vesicarius,flowering_time,NYYYYYYYYYYY,http://eflora.nt.gov.au/factsheet?id=4936,0,Published under taxonomic synonym
EUCLID,Aus,Eucalyptus prava,flowering_time,YNNNNNNNNNNN,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_prava.htm?zoom_highlight=Eucalyptus+prava,0,Reported on EUCLID from unknown source
FloraBase_WA,WA,Eucalyptus cylindrocarpa,flowering_time,YYYYNNNNNNYY,https://florabase.dpaw.wa.gov.au/browse/profile/5612,1,
eFlora_NT,NT,Corymbia deserticola,flowering_time,NNNNYYYYYNNN,http://eflora.nt.gov.au/factsheet?id=22348,1,
FloraBase_WA,WA,Labichea teretifolia,flowering_time,NNNNNNNYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/3671,1,
Pedley_1978,Qld,Acacia rothii,flowering_time,NNNNNYNNNNNN,https://www.jstor.org/stable/41738612,0,"Text says ""I have seen only one collection with abundant flowers. This was collected in June."""
FloraBase_WA,WA,Eucalyptus todtiana,flowering_time,YYYYNNNNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/5790,1,
HollisterThiele_2020,WA,Templetonia ceracea,flowering_time,NNNNNNYYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/35840,1,
FloraBase_WA,WA,Acacia oldfieldii,flowering_time,NNNNNYYYYNNN,https://florabase.dpaw.wa.gov.au/browse/profile/3466,1,
eFlora_NT,NT,Fimbristylis insignis,flowering_time,NYNYYNNNNNNY,http://eflora.nt.gov.au/factsheet?id=1695,1,
EUCLID,Qld,Eucalyptus leptophleba,flowering_time,YYYYNYNNNNNN,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_leptophleba.htm?zoom_highlight=Eucalyptus+leptophleba,0,Reported on EUCLID from unknown source
FloraBase_WA,WA,Bossiaea eriocarpa,flowering_time,NNNNNNYYYYYN,https://florabase.dpaw.wa.gov.au/browse/profile/3710,1,
FloraBase_WA,WA,Eucalyptus ceratocorys,flowering_time,NNNNNNYYYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/5588,1,
FloraBase_WA,WA,Prostanthera semiteres subsp. intricata,flowering_time,NNNNNNNYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/11986,1,
EUCLID,Qld,Eucalyptus cullenii,flowering_time,YYYYYNNNNNNN,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_cullenii.htm?zoom_highlight=Eucalyptus+cullenii,0,Reported on EUCLID from unknown source
Barker_2007,WA,Sida ectogama,flowering_time,NNYYYYYYYNNN,https://florabase.dpaw.wa.gov.au/science/nuytsia/518.pdf,1,Original species description
FloraBase_WA,WA,Melaleuca psammophila,flowering_time,NNNNNNNNYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/5954,1,
EUCLID,Aus,Corymbia disjuncta,flowering_time,NNNNNNNYYYYN,https://apps.lucidcentral.org/euclid/text/entities/corymbia_disjuncta.htm?zoom_highlight=Corymbia+disjuncta,0,Reported on EUCLID from unknown source
eFlora_NT,NT,Corymbia disjuncta,flowering_time,NNNNNNNYYYYN,http://eflora.nt.gov.au/factsheet?id=23705,1,
FloraBase_WA,WA,Corymbia disjuncta,flowering_time,NNNNNNNNNYYN,https://florabase.dpaw.wa.gov.au/browse/profile/16785,1,
Flora_Aus,Aus,Azadirachta indica,flowering_time,NNNNNYYYYYYN,https://profiles.ala.org.au/opus/foa/profile/Azadirachta%20indica,0,"Text says ""flowers in dry season winter-spring"""
eFlora_NT,NT,Azadirachta indica,flowering_time,NYNNYNYYYYYY,http://eflora.nt.gov.au/factsheet?id=3326,1,
FloraBase_WA,WA,Melaleuca laxiflora,flowering_time,NNNNNNNNNYYY,https://florabase.dpaw.wa.gov.au/browse/profile/5927,1,
FloraBase_WA,WA,Microcorys sp. Mt Gibson (S.Patrick 2098),flowering_time,NNYYNNNNNYYY,https://florabase.dpaw.wa.gov.au/browse/profile/17643,1,
FloraBase_WA,WA,Acacia gibbosa,flowering_time,NNNNNNNYYNNN,https://florabase.dpaw.wa.gov.au/browse/profile/15282,1,
Flora_Aus,Aus,Acacia gibbosa,flowering_time,NNNNNNNYYNNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20gibbosa,1,
FloraBase_WA,WA,Baeckea pentagonantha,flowering_time,NNNNNNYYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/10767,1,
FloraBase_WA,WA,Baeckea muricata,flowering_time,NNNNNNNNNYYY,https://florabase.dpaw.wa.gov.au/browse/profile/5356,1,
eFlora_NT,NT,Scleria sphacelata,flowering_time,YYYYYYNYNNYY,http://eflora.nt.gov.au/factsheet?id=1808,1,
FloraBase_WA,WA,Verticordia roei,flowering_time,NNNNNNNNYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/6115,1,
FloraBase_WA,WA,Acacia pulchella,flowering_time,NNNNYYYYYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/3502,1,
Rye_2013,WA,Calytrix strigosa,flowering_time,NNNYYNNYYYYN,https://florabase.dpaw.wa.gov.au/science/nuytsia/687.pdf,1,Species revision
FloraBase_WA,WA,Calytrix strigosa,flowering_time,YYYYYYYYYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/5479,0,"""Jan to Dec (usually Aug-Nov)"""
FloraBase_WA,WA,Tetragonia diptera,flowering_time,NNNNNNYYNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/2821,1,
FloraBase_WA,WA,Maireana carnosa,flowering_time,NNNNNYNYYNNN,https://florabase.dpaw.wa.gov.au/browse/profile/2538,1,
eFlora_SA,SA,Maireana carnosa,flowering_time,NNNNNNNYYYNN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Maireana_carnosa,1,
eFlora_NT,NT,Maireana carnosa,flowering_time,NNNYYYNYYNYN,http://eflora.nt.gov.au/factsheet?id=1204,1,
eFlora_NT,NT,Sclerolaena costata,flowering_time,YYNYYNNYYNNY,http://eflora.nt.gov.au/factsheet?id=1257,1,
eFlora_SA,SA,Sclerolaena costata,flowering_time,NNNNYYYYYNNN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Sclerolaena_costata,1,
FloraBase_WA,WA,Leptospermum erubescens,flowering_time,NNNNNNYYYYYN,https://florabase.dpaw.wa.gov.au/browse/profile/5847,1,
FloraBase_WA,WA,Acacia prainii,flowering_time,NNNNNNYYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/3495,1,
eFlora_NT,NT,Acacia prainii,flowering_time,NNNNNNYYNYNN,http://eflora.nt.gov.au/factsheet?id=3531,1,
eFlora_SA,SA,Acacia prainii,flowering_time,NNNNNNYYYYYN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Acacia_prainii,1,
EUCLID,Aus,Corymbia cadophora subsp. cadophora,flowering_time,YNNYNNNNNNNN,https://apps.lucidcentral.org/euclid/text/entities/corymbia_cadophora_subsp._cadophora.htm?zoom_highlight=Corymbia+cadophora,0,Reported on EUCLID from unknown source
FloraBase_WA,WA,Corymbia cadophora,flowering_time,YYNYNYNYNYNN,https://florabase.dpaw.wa.gov.au/browse/profile/17137,1,
FloraBase_WA,WA,Eucalyptus platycorys,flowering_time,NNNNNNYYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/5747,1,
TrudgenRye_2010,WA,Enekbatus cristatus,flowering_time,NNNNNNNYYNNN,https://florabase.dpaw.wa.gov.au/science/nuytsia/416.pdf,1,Original species description
Rye_2015,WA,Ericomyrtus drummondii,flowering_time,YNNNNNNNYYYY,https://florabase.dpaw.wa.gov.au/science/nuytsia/742.pdf,1,Species description
FloraBase_WA,WA,Sclerolaena densiflora,flowering_time,NNNNNNYNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/2607,1,
eFlora_NT,NT,Sclerolaena densiflora,flowering_time,NNNNNNNYNYNN,http://eflora.nt.gov.au/factsheet?id=1261,1,
FloraBase_WA,WA,Micromyrtus flaviflora,flowering_time,YNNYYYYYYYYN,https://florabase.dpaw.wa.gov.au/browse/profile/5995,1,Jan or Apr to Nov
eFlora_SA,SA,Micromyrtus flaviflora,flowering_time,YNNYYYYYYYYN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Micromyrtus_flaviflora,1,
eFlora_NT,NT,Micromyrtus flaviflora,flowering_time,YNNYYYYYYYYY,http://eflora.nt.gov.au/factsheet?id=3922,1,
FloraBase_WA,WA,Ursinia anthemoides,flowering_time,NNNNNNYYYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/8255,1,
Flora_Aus,Aus,Ursinia anthemoides subsp. anthemoides,flowering_time,NNNNNNNYYNNN,https://profiles.ala.org.au/opus/foa/profile/Ursinia%20anthemoides%20subsp.%20anthemoides,1,
FloraBase_WA,WA,Bossiaea praetermissa,flowering_time,NNNNNNNNYYYN,https://florabase.dpaw.wa.gov.au/browse/profile/14291,1,
FloraBase_WA,WA,Euryomyrtus recurva,flowering_time,NNNNNNYYYNNN,https://florabase.dpaw.wa.gov.au/browse/profile/17914,1,
Flora_Aus,Aus,Ectrosia scabrida,flowering_time,NNYYYYYYNNNN,https://profiles.ala.org.au/opus/foa/profile/Ectrosia%20scabrida,1,
FloraBase_WA,WA,Ectrosia scabrida,flowering_time,NNYYYYYYNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/344,1,
eFlora_NT,NT,Ectrosia scabrida,flowering_time,NYNYYYYNNNNN,http://eflora.nt.gov.au/factsheet?id=4404,1,
FloraBase_WA,WA,Acacia merrallii,flowering_time,NNNNNNNYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/3440,1,
eFlora_SA,SA,Acacia merrallii,flowering_time,NNNNNNNYYYNN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Acacia_merrallii,1,
FloraBase_WA,WA,Pileanthus vernicosus,flowering_time,NNNNNNNNYYYN,https://florabase.dpaw.wa.gov.au/browse/profile/18250,1,
FloraBase_WA,WA,Melaleuca villosisepala,flowering_time,NNNNNNNNNNYN,https://florabase.dpaw.wa.gov.au/browse/profile/18395,1,
FloraBase_WA,WA,Hypocalymma angustifolium,flowering_time,NNNNNYYYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/5817,1,
eFlora_NT,NT,Dodonaea oxyptera,flowering_time,NNYYYYYNNNNN,http://eflora.nt.gov.au/factsheet?id=5367,1,
FloraBase_WA,WA,Eucalyptus gittinsii,flowering_time,YYNNNNNNNNNY,https://florabase.dpaw.wa.gov.au/browse/profile/5658,1,
Paczkowska_1995,NT,Eucalyptus comitae-vallis,flowering_time,NYYNNNNNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/5595,1,
EUCLID,Aus,Eucalyptus comitae-vallis,flowering_time,NYYYNNNNNNNN,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_comitaevallis.htm?zoom_highlight=Eucalyptus+comitae+vallis,0,Reported on EUCLID from unknown source
FloraBase_WA,WA,Senna sp. Austin (A.Strid 20210),flowering_time,NNNNNYYYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/14579,1,
FloraBase_WA,WA,Stylosanthes viscosa,flowering_time,NYYNNNNNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/14491,1,
eFlora_NT,NT,Stylosanthes viscosa,flowering_time,YYYYYNNNNNNN,http://eflora.nt.gov.au/factsheet?id=2447,1,
FloraBase_WA,WA,Verticordia inclusa,flowering_time,NNNNNNNYYYYN,https://florabase.dpaw.wa.gov.au/browse/profile/12432,1,
FloraBase_WA,WA,Homalocalyx pulcherrimus,flowering_time,NNNNNNNNYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/5813,1,
FloraBase_WA,WA,Acacia fragilis,flowering_time,NNNNNNYYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/3342,1,
Flora_Aus,Aus,Acacia fragilis,flowering_time,NNNNNNYYYYNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20fragilis,1,
George_2010,Aus,Calothamnus phellosus,flowering_time,NNNNNNNNYYYN,https://florabase.dpaw.wa.gov.au/science/nuytsia/588.pdf,1,Original species description
FloraBase_WA,WA,Indigofera monophylla,flowering_time,NNYYYYYYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/3982,1,Mar to Oct
eFlora_NT,NT,Indigofera monophylla,flowering_time,NNYYYYYYYNNN,http://eflora.nt.gov.au/factsheet?id=2321,1,
Toelken_2010,Aus,Hibbertia araneolifera,flowering_time,NNNNYYYYYNNN,https://biodiversity.org.au/nsl/services/rest/name/apni/226342/api/apni-format,1,Species description
EUCLID,Aus,Eucalyptus longissima,flowering_time,YYNYNYNYYNYN,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_longissima.htm?zoom_highlight=Eucalyptus+longissima,0,Reported on EUCLID from unknown source
FloraBase_WA,WA,Bossiaea linophylla,flowering_time,NNNNNNYYYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/3713,1,
