taxon_name,trait_name,value,error
Sphaerolobium hygrophilum,flower_shape,normal,Unsupported trait value
Sphaerolobium linophyllum,flower_shape,normal,Unsupported trait value
Sphaerolobium macranthum,flower_shape,normal,Unsupported trait value
Sphaerolobium medium,flower_shape,normal,Unsupported trait value
Sphaerolobium nudiflorum,flower_shape,normal,Unsupported trait value
Sphaerolobium pubescens,flower_shape,normal,Unsupported trait value
Sphaerolobium pulchellum,flower_shape,normal,Unsupported trait value
Sphaerolobium racemulosum,flower_shape,normal,Unsupported trait value
Sphaerolobium rostratum,flower_shape,normal,Unsupported trait value
Sphaerolobium scabriusculum,flower_shape,normal,Unsupported trait value
Sphaerolobium validum,flower_shape,normal,Unsupported trait value
Sphaerolobium vimineum,flower_shape,normal,Unsupported trait value
Swainsona acuticarinata,flower_shape,normal,Unsupported trait value
Swainsona affinis,flower_shape,normal,Unsupported trait value
Swainsona beasleyana,flower_shape,normal,Unsupported trait value
Swainsona calcicola,flower_shape,normal,Unsupported trait value
Swainsona campestris,flower_shape,normal,Unsupported trait value
Swainsona canescens,flower_shape,normal,Unsupported trait value
Swainsona colutoides,flower_shape,normal,Unsupported trait value
Swainsona disjuncta,flower_shape,normal,Unsupported trait value
Swainsona elegans,flower_shape,normal,Unsupported trait value
Swainsona elegantoides,flower_shape,normal,Unsupported trait value
Swainsona formosa,flower_shape,elongated,Unsupported trait value
Swainsona gracilis,flower_shape,normal,Unsupported trait value
Swainsona incei,flower_shape,normal,Unsupported trait value
Swainsona kingii,flower_shape,normal,Unsupported trait value
Swainsona leeana,flower_shape,normal,Unsupported trait value
Swainsona longicarinata,flower_shape,normal,Unsupported trait value
Swainsona microphylla,flower_shape,normal,Unsupported trait value
Swainsona oliveri,flower_shape,normal,Unsupported trait value
Swainsona oroboides,flower_shape,normal,Unsupported trait value
Swainsona paradoxa,flower_shape,normal,Unsupported trait value
Swainsona paucifoliolata,flower_shape,normal,Unsupported trait value
Swainsona perlonga,flower_shape,normal,Unsupported trait value
Swainsona pterostylis,flower_shape,normal,Unsupported trait value
Swainsona purpurea,flower_shape,normal,Unsupported trait value
Swainsona rostellata,flower_shape,normal,Unsupported trait value
Swainsona tenuis,flower_shape,normal,Unsupported trait value
Swainsona unifoliolata,flower_shape,normal,Unsupported trait value
Templetonia aculeata,flower_shape,normal,Unsupported trait value
Templetonia battii,flower_shape,normal,Unsupported trait value
Templetonia ceracea,flower_shape,normal,Unsupported trait value
Templetonia drummondii,flower_shape,normal,Unsupported trait value
Templetonia egena,flower_shape,normal,Unsupported trait value
Templetonia incrassata,flower_shape,normal,Unsupported trait value
Templetonia neglecta,flower_shape,normal,Unsupported trait value
Templetonia retusa,flower_shape,elongated,Unsupported trait value
Templetonia rossii,flower_shape,normal,Unsupported trait value
Templetonia smithiana,flower_shape,normal,Unsupported trait value
Templetonia sulcata,flower_shape,normal,Unsupported trait value
Trigonella suavissima,flower_shape,normal,Unsupported trait value
Urodon capitatus,flower_shape,normal,Unsupported trait value
Urodon dasyphyllus,flower_shape,normal,Unsupported trait value
Viminaria juncea,flower_shape,normal,Unsupported trait value
Glischrocaryon aureum,fruit_type,large wings,Unsupported trait value
Glischrocaryon flavescens,fruit_type,winged,Unsupported trait value
Glischrocaryon roei,fruit_type,winged,Unsupported trait value
Gonocarpus diffusus,fruit_type,warty,Unsupported trait value
Gonocarpus rudis,fruit_type,tuberculate,Unsupported trait value
Gonocarpus simplex,fruit_type,cylindrical,Unsupported trait value
Haloragis acutangula,fruit_type,winged or not,Unsupported trait value
Haloragis digyna,fruit_type,no wing,Unsupported trait value
Haloragis foliosa,fruit_type,no wing,Unsupported trait value
Haloragis glauca,fruit_type,no wing,Unsupported trait value
Haloragis gossei,fruit_type,winged,Unsupported trait value
Haloragis odontocarpa,fruit_type,winged or not,Unsupported trait value
Haloragis trigonocarpa,fruit_type,winged,Unsupported trait value
Haloragodendron glandulosum,fruit_type,"winged, orange",Unsupported trait value
Haloragodendron racemosum,fruit_type,thin wing,Unsupported trait value
Haloragis luminosa,fruit_type,globular,Unsupported trait value
Myriophyllum drummondii,fruit_type,4 globular hairy,Unsupported trait value
Myriophyllum echinatum,fruit_type,4 long spines,Unsupported trait value
Myriophyllum muelleri,fruit_type,4 smooth,Unsupported trait value
Myriophyllum tillaeoides,fruit_type,warty,Unsupported trait value
Myriophyllum verrucosum,fruit_type,tuberculate,Unsupported trait value
Trihaloragis hexandra,fruit_type,smooth,Unsupported trait value
Actinodium cunninghamii,inflorescence_shape,flat,Unsupported trait value
Actinodium sp. Fitzgerald River (H.A.Froebe & R.Classen 810),inflorescence_shape,flat,Unsupported trait value
Banksia acuminata,inflorescence_shape,cup,Unsupported trait value
Banksia alliacea,inflorescence_shape,cup,Unsupported trait value
Banksia bella,inflorescence_shape,cup,Unsupported trait value
Banksia comosa,inflorescence_shape,cup,Unsupported trait value
Banksia cynaroides,inflorescence_shape,cup,Unsupported trait value
Banksia cypholoba,inflorescence_shape,cup,Unsupported trait value
Banksia dallanneyi subsp. agricola,inflorescence_shape,cup,Unsupported trait value
Banksia dallanneyi subsp. media,inflorescence_shape,cup,Unsupported trait value
Banksia dallanneyi subsp. pollosta,inflorescence_shape,cup,Unsupported trait value
Banksia dallanneyi subsp. sylvestris,inflorescence_shape,cup,Unsupported trait value
Banksia dallanneyi var. mellicula,inflorescence_shape,cup,Unsupported trait value
Banksia dallanneyi,inflorescence_shape,cup,Unsupported trait value
Banksia epimicta,inflorescence_shape,cup,Unsupported trait value
Banksia erythrocephala var. inopinata,inflorescence_shape,cup,Unsupported trait value
Banksia erythrocephala,inflorescence_shape,cup,Unsupported trait value
Banksia foliolata,inflorescence_shape,cup,Unsupported trait value
Banksia horrida,inflorescence_shape,cup,Unsupported trait value
Banksia idiogenes,inflorescence_shape,cup,Unsupported trait value
Banksia insulanemorecincta,inflorescence_shape,cup,Unsupported trait value
Banksia ionthocarpa subsp. chrysophoenix,inflorescence_shape,cup,Unsupported trait value
Banksia ionthocarpa,inflorescence_shape,cup,Unsupported trait value
Banksia lepidorhiza,inflorescence_shape,cup,Unsupported trait value
Banksia mimica,inflorescence_shape,cup,Unsupported trait value
Banksia montana,inflorescence_shape,cup,Unsupported trait value
Banksia mucronulata,inflorescence_shape,cup,Unsupported trait value
Banksia nana,inflorescence_shape,cup,Unsupported trait value
Banksia nivea subsp. Morangup (M.Pieroni 9/42),inflorescence_shape,cup,Unsupported trait value
Banksia nivea subsp. uliginosa,inflorescence_shape,cup,Unsupported trait value
Banksia nivea,inflorescence_shape,cup,Unsupported trait value
Banksia obtusa,inflorescence_shape,cup,Unsupported trait value
Banksia plumosa subsp. denticulata,inflorescence_shape,cup,Unsupported trait value
Banksia plumosa,inflorescence_shape,cup,Unsupported trait value
Banksia proteoides,inflorescence_shape,cup,Unsupported trait value
Banksia recurvistylis,inflorescence_shape,cup,Unsupported trait value
Banksia rufa subsp. chelomacarpa,inflorescence_shape,cup,Unsupported trait value
Banksia rufa subsp. flavescens,inflorescence_shape,cup,Unsupported trait value
Banksia rufa subsp. magna,inflorescence_shape,cup,Unsupported trait value
Banksia rufa subsp. obliquiloba,inflorescence_shape,cup,Unsupported trait value
Banksia rufa subsp. pumila,inflorescence_shape,cup,Unsupported trait value
Banksia rufa subsp. rufa,inflorescence_shape,cup,Unsupported trait value
Banksia rufa subsp. tutanningensis,inflorescence_shape,cup,Unsupported trait value
Banksia rufistylis,inflorescence_shape,cup,Unsupported trait value
Banksia serratuloides subsp. perissa,inflorescence_shape,cup,Unsupported trait value
Banksia serratuloides,inflorescence_shape,cup,Unsupported trait value
Banksia shuttleworthiana,inflorescence_shape,cup,Unsupported trait value
Banksia splendida subsp. macrocarpa,inflorescence_shape,cup,Unsupported trait value
Banksia splendida,inflorescence_shape,cup,Unsupported trait value
Banksia stenoprion,inflorescence_shape,cup,Unsupported trait value
Banksia subulata,inflorescence_shape,cup,Unsupported trait value
Banksia tenuis var. reptans,inflorescence_shape,cup,Unsupported trait value
Banksia tenuis,inflorescence_shape,cup,Unsupported trait value
Banksia tortifolia,inflorescence_shape,cup,Unsupported trait value
Banksia vestita,inflorescence_shape,cup,Unsupported trait value
Banksia viscida,inflorescence_shape,cup,Unsupported trait value
Conospermum cinereum,inflorescence_shape,cup,Unsupported trait value
Darwinia apiculata,inflorescence_shape,bell,Unsupported trait value
Darwinia carnea,inflorescence_shape,bell,Unsupported trait value
Darwinia citriodora,inflorescence_shape,bell,Unsupported trait value
Darwinia collina,inflorescence_shape,bell,Unsupported trait value
Darwinia helichrysoides,inflorescence_shape,bell,Unsupported trait value
Darwinia hypericifolia,inflorescence_shape,bell,Unsupported trait value
Darwinia leiostyla,inflorescence_shape,bell,Unsupported trait value
Darwinia macrostegia,inflorescence_shape,bell,Unsupported trait value
Darwinia masonii,inflorescence_shape,bell,Unsupported trait value
Darwinia meeboldii,inflorescence_shape,bell,Unsupported trait value
Darwinia nubigena,inflorescence_shape,bell,Unsupported trait value
Darwinia oederoides,inflorescence_shape,bell,Unsupported trait value
Darwinia oxylepis,inflorescence_shape,bell,Unsupported trait value
Darwinia pimelioides,inflorescence_shape,bell,Unsupported trait value
Darwinia polychroma,inflorescence_shape,bell,Unsupported trait value
Darwinia sp. Watheroo (I.R.McGill 20),inflorescence_shape,bell,Unsupported trait value
"Darwinia sp. Wyalgima Hill (L.W.Sage, J.P.Pigott & E.B.Pigott LWS1549)",inflorescence_shape,bell,Unsupported trait value
Darwinia whicherensis,inflorescence_shape,bell,Unsupported trait value
Darwinia wittwerorum,inflorescence_shape,bell,Unsupported trait value
Grevillea armigera,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea baxteri,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea cagiana,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea coccinea subsp. lanata,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea coccinea,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea concinna subsp. lemanniana,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea concinna,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea crowleyae,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea dryandroides subsp. hirsuta,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea dryandroides,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea eriostachya,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea excelsior,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea fastigiata,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea hookeriana subsp. apiciloba,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea hookeriana subsp. digitata,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea hookeriana,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea nana subsp. abbreviata,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea nana,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea neorigida,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea tenuiloba,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea tetragonoloba,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea thyrsoides subsp. pustulata,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea thyrsoides,inflorescence_shape,toothbrush,Unsupported trait value
Grevillea wittweri,inflorescence_shape,toothbrush,Unsupported trait value
Hakea conchifolia,inflorescence_shape,cup,Unsupported trait value
Hakea cucullata,inflorescence_shape,cup,Unsupported trait value
Hakea ferruginea,inflorescence_shape,cup,Unsupported trait value
Hakea victoria,inflorescence_shape,cup,Unsupported trait value
Lambertia echinata subsp. citrina,inflorescence_shape,funnel,Unsupported trait value
Lambertia echinata subsp. echinata,inflorescence_shape,funnel,Unsupported trait value
Lambertia echinata subsp. occidentalis,inflorescence_shape,funnel,Unsupported trait value
Lambertia echinata,inflorescence_shape,funnel,Unsupported trait value
Lambertia ericifolia,inflorescence_shape,funnel,Unsupported trait value
Lambertia fairallii,inflorescence_shape,funnel,Unsupported trait value
Lambertia ilicifolia,inflorescence_shape,funnel,Unsupported trait value
Lambertia inermis var. drummondii,inflorescence_shape,funnel,Unsupported trait value
Lambertia inermis,inflorescence_shape,funnel,Unsupported trait value
Lambertia multiflora var. darlingensis,inflorescence_shape,funnel,Unsupported trait value
Lambertia multiflora,inflorescence_shape,funnel,Unsupported trait value
Lambertia orbifolia subsp. Scott River Plains (L.W.Sage 684),inflorescence_shape,funnel,Unsupported trait value
Lambertia orbifolia subsp. orbifolia,inflorescence_shape,funnel,Unsupported trait value
Lambertia orbifolia,inflorescence_shape,funnel,Unsupported trait value
Lambertia rariflora subsp. lutea,inflorescence_shape,funnel,Unsupported trait value
Lambertia rariflora,inflorescence_shape,funnel,Unsupported trait value
Lambertia uniflora,inflorescence_shape,funnel,Unsupported trait value
Adriana quadripartita,sex_type,yes,Unsupported trait value
Beyeria villosa,sex_type,yes,Unsupported trait value
Euphorbia boophthona,sex_type,yes,Unsupported trait value
Glischrocaryon angustifolium,sex_type,monecious?,Unsupported trait value
Glischrocaryon flavescens,sex_type,monecious?,Unsupported trait value
Glischrocaryon roei,sex_type,monecious?,Unsupported trait value
Gonocarpus benthamii,sex_type,yes?,Unsupported trait value
Gonocarpus confertifolius,sex_type,yes?,Unsupported trait value
Gonocarpus cordiger,sex_type,yes?,Unsupported trait value
Gonocarpus diffusus,sex_type,monecious?,Unsupported trait value
Gonocarpus ericifolius,sex_type,yes?,Unsupported trait value
Gonocarpus hispidus,sex_type,yes?,Unsupported trait value
Gonocarpus intricatus,sex_type,yes,Unsupported trait value
Gonocarpus keigheryi,sex_type,yes?,Unsupported trait value
Gonocarpus nodulosus,sex_type,selfing,Unsupported trait value
Gonocarpus orchardii,sex_type,yes?,Unsupported trait value
Gonocarpus paniculatus,sex_type,yes,Unsupported trait value
Gonocarpus pithyoides,sex_type,yes,Unsupported trait value
Gonocarpus pusillus,sex_type,yes?,Unsupported trait value
Gonocarpus rudis,sex_type,yes?,Unsupported trait value
Gonocarpus scordioides,sex_type,very small tepals on female,Unsupported trait value
Gonocarpus simplex,sex_type,yes,Unsupported trait value
Haloragis aculeolata,sex_type,yes,Unsupported trait value
Haloragis acutangula,sex_type,yes,Unsupported trait value
Haloragis digyna,sex_type,yes,Unsupported trait value
Haloragis dura,sex_type,yes male flowers over female!,Unsupported trait value
Haloragis glauca,sex_type,yes,Unsupported trait value
Haloragis hamata,sex_type,male or female plant,Unsupported trait value
Haloragis maierae,sex_type,female,Unsupported trait value
Haloragis platycarpa,sex_type,male or female same plant,Unsupported trait value
Haloragis trigonocarpa,sex_type,female,Unsupported trait value
Haloragodendron glandulosum,sex_type,female and male?,Unsupported trait value
Haloragodendron racemosum,sex_type,yes,Unsupported trait value
Haloragis luminosa,sex_type,female,Unsupported trait value
Meionectes tenuifolia,sex_type,male or female same plant,Unsupported trait value
Myriophyllum balladoniense,sex_type,male,Unsupported trait value
Myriophyllum crispatum,sex_type,female in fruit,Unsupported trait value
Myriophyllum decussatum,sex_type,"yes, same plant",Unsupported trait value
Myriophyllum drummondii,sex_type,"yes, variable?",Unsupported trait value
Myriophyllum echinatum,sex_type,yes,Unsupported trait value
Myriophyllum limnophilum,sex_type,"yes, male, anthers burst free from fls",Unsupported trait value
Myriophyllum muelleri,sex_type,yes,Unsupported trait value
Myriophyllum petraeum,sex_type,"yes, variable",Unsupported trait value
Myriophyllum salsugineum,sex_type,male flowers over female!,Unsupported trait value
Myriophyllum tillaeoides,sex_type,male over female on stem,Unsupported trait value
Myriophyllum trifidum,sex_type,male over female,Unsupported trait value
Myriophyllum verrucosum,sex_type,male over female,Unsupported trait value
Phyllanthus calycinus,sex_type,yes,Unsupported trait value
Ricinocarpos brevis,sex_type,yes,Unsupported trait value
Ricinocarpos stylosus,sex_type,yes,Unsupported trait value
Ricinocarpos velutinus,sex_type,?,Unsupported trait value
Trihaloragis hexandra,sex_type,male or female same plant,Unsupported trait value
Eucalyptus sinuosa,bud_width,nd,Value does not convert to numeric
Darwinia whicherensis,flower_bract_length,nd,Value does not convert to numeric
Pimelea forrestiana,flower_bract_length,vsmall,Value does not convert to numeric
Anthotium sp. Darling Range (F.Hort & B.Hort 2431),flower_length,small,Value does not convert to numeric
Anthotium sp. Peaceful Bay (J.R.Wheeler 3772 & S.J.Patrick),flower_length,small,Value does not convert to numeric
Brunonia australis,flower_length,very small,Value does not convert to numeric
Brunonia sp. Goldfields (K.R. Newbey 6044),flower_length,small,Value does not convert to numeric
Cryptandra connata,flower_length,poor specimen,Value does not convert to numeric
Cryptandra imbricata,flower_length,poor specimen,Value does not convert to numeric
Cryptandra inconspicua,flower_length,no specimen,Value does not convert to numeric
Cryptandra pendula,flower_length,no specimen,Value does not convert to numeric
Marianthus dryandra,flower_length,no specimen,Value does not convert to numeric
Mirbelia balsiformis,flower_length,"7,8",Value does not convert to numeric
Papistylus intropubens,flower_length,no specimen,Value does not convert to numeric
Polianthion collinum,flower_length,poor specimen,Value does not convert to numeric
Pomaderris myrtilloides,flower_length,no specimen,Value does not convert to numeric
Pomaderris rotundifolia,flower_length,no specimen,Value does not convert to numeric
Siegfriedia darwinioides,flower_length,in seed,Value does not convert to numeric
Spyridium montanum,flower_length,no specimen,Value does not convert to numeric
Stenanthemum bilobum,flower_length,no specimen,Value does not convert to numeric
Stenanthemum cristatum,flower_length,no specimen,Value does not convert to numeric
Stenanthemum radiatum,flower_length,no specimen,Value does not convert to numeric
Verreauxia dyeri,flower_length,small,Value does not convert to numeric
Verreauxia reinwardtii,flower_length,small,Value does not convert to numeric
Verreauxia verreauxii,flower_length,small,Value does not convert to numeric
Adenanthos barbiger,flower_stamen_length,short,Value does not convert to numeric
Adenanthos cacomorphus,flower_stamen_length,short,Value does not convert to numeric
Adenanthos cygnorum subsp. chamaephyton,flower_stamen_length,short,Value does not convert to numeric
Adenanthos cygnorum,flower_stamen_length,short,Value does not convert to numeric
Adenanthos detmoldii,flower_stamen_length,short,Value does not convert to numeric
Adenanthos dobagii,flower_stamen_length,short,Value does not convert to numeric
Adenanthos dobsonii,flower_stamen_length,short,Value does not convert to numeric
Adenanthos drummondii,flower_stamen_length,short,Value does not convert to numeric
Adenanthos eyrei,flower_stamen_length,short,Value does not convert to numeric
Adenanthos filifolius,flower_stamen_length,short,Value does not convert to numeric
Adenanthos flavidiflorus,flower_stamen_length,short,Value does not convert to numeric
Adenanthos forrestii,flower_stamen_length,short,Value does not convert to numeric
Adenanthos glabrescens subsp. exasperatus,flower_stamen_length,short,Value does not convert to numeric
Adenanthos glabrescens,flower_stamen_length,short,Value does not convert to numeric
Adenanthos gracilipes,flower_stamen_length,short,Value does not convert to numeric
Adenanthos ileticos,flower_stamen_length,short,Value does not convert to numeric
Adenanthos labillardierei,flower_stamen_length,short,Value does not convert to numeric
Adenanthos linearis,flower_stamen_length,short,Value does not convert to numeric
Adenanthos meisneri,flower_stamen_length,short,Value does not convert to numeric
Adenanthos obovatus,flower_stamen_length,short,Value does not convert to numeric
Adenanthos oreophilus,flower_stamen_length,short,Value does not convert to numeric
Adenanthos pungens subsp. effusus,flower_stamen_length,short,Value does not convert to numeric
Adenanthos pungens,flower_stamen_length,short,Value does not convert to numeric
Adenanthos sericeus subsp. sphalma,flower_stamen_length,short,Value does not convert to numeric
Adenanthos sericeus,flower_stamen_length,short,Value does not convert to numeric
Adenanthos sp. Whicher Range (G.J. Keighery 9736),flower_stamen_length,short,Value does not convert to numeric
Adenanthos stictus,flower_stamen_length,short,Value does not convert to numeric
Adenanthos velutinus,flower_stamen_length,short,Value does not convert to numeric
Adenanthos venosus,flower_stamen_length,short,Value does not convert to numeric
Banksia acanthopoda,flower_stamen_length,short,Value does not convert to numeric
Banksia aculeata,flower_stamen_length,short,Value does not convert to numeric
Banksia acuminata,flower_stamen_length,short,Value does not convert to numeric
Banksia alliacea,flower_stamen_length,short,Value does not convert to numeric
Banksia anatona,flower_stamen_length,short,Value does not convert to numeric
Banksia arborea,flower_stamen_length,short,Value does not convert to numeric
Banksia arctotidis,flower_stamen_length,short,Value does not convert to numeric
Banksia armata var. ignicida,flower_stamen_length,short,Value does not convert to numeric
Banksia armata,flower_stamen_length,short,Value does not convert to numeric
Banksia ashbyi subsp. boreoscaia,flower_stamen_length,short,Value does not convert to numeric
Banksia ashbyi,flower_stamen_length,short,Value does not convert to numeric
Banksia attenuata,flower_stamen_length,short,Value does not convert to numeric
Banksia audax,flower_stamen_length,short,Value does not convert to numeric
Banksia aurantia,flower_stamen_length,short,Value does not convert to numeric
Banksia baueri,flower_stamen_length,short,Value does not convert to numeric
Banksia baxteri,flower_stamen_length,short,Value does not convert to numeric
Banksia bella,flower_stamen_length,short,Value does not convert to numeric
Banksia benthamiana,flower_stamen_length,short,Value does not convert to numeric
Banksia bipinnatifida subsp. multifida,flower_stamen_length,short,Value does not convert to numeric
Banksia bipinnatifida,flower_stamen_length,short,Value does not convert to numeric
Banksia biterax,flower_stamen_length,short,Value does not convert to numeric
Banksia blechnifolia,flower_stamen_length,short,Value does not convert to numeric
Banksia borealis subsp. elatior,flower_stamen_length,short,Value does not convert to numeric
Banksia borealis,flower_stamen_length,short,Value does not convert to numeric
Banksia brownii,flower_stamen_length,short,Value does not convert to numeric
Banksia brunnea,flower_stamen_length,short,Value does not convert to numeric
Banksia burdettii,flower_stamen_length,short,Value does not convert to numeric
Banksia caleyi,flower_stamen_length,short,Value does not convert to numeric
Banksia calophylla,flower_stamen_length,short,Value does not convert to numeric
Banksia candolleana,flower_stamen_length,short,Value does not convert to numeric
Banksia carlinoides,flower_stamen_length,short,Value does not convert to numeric
Banksia catoglypta,flower_stamen_length,short,Value does not convert to numeric
Banksia chamaephyton,flower_stamen_length,short,Value does not convert to numeric
Banksia cirsioides,flower_stamen_length,short,Value does not convert to numeric
Banksia coccinea,flower_stamen_length,short,Value does not convert to numeric
Banksia columnaris,flower_stamen_length,short,Value does not convert to numeric
Banksia comosa,flower_stamen_length,short,Value does not convert to numeric
Banksia concinna,flower_stamen_length,short,Value does not convert to numeric
Banksia corvijuga,flower_stamen_length,short,Value does not convert to numeric
Banksia cuneata,flower_stamen_length,short,Value does not convert to numeric
Banksia cynaroides,flower_stamen_length,short,Value does not convert to numeric
Banksia cypholoba,flower_stamen_length,short,Value does not convert to numeric
Banksia dallanneyi subsp. agricola,flower_stamen_length,short,Value does not convert to numeric
Banksia dallanneyi subsp. media,flower_stamen_length,short,Value does not convert to numeric
Banksia dallanneyi subsp. pollosta,flower_stamen_length,short,Value does not convert to numeric
Banksia dallanneyi subsp. sylvestris,flower_stamen_length,short,Value does not convert to numeric
Banksia dallanneyi var. mellicula,flower_stamen_length,short,Value does not convert to numeric
Banksia dallanneyi,flower_stamen_length,short,Value does not convert to numeric
Banksia densa var. densa,flower_stamen_length,short,Value does not convert to numeric
Banksia densa var. parva,flower_stamen_length,short,Value does not convert to numeric
Banksia densa,flower_stamen_length,short,Value does not convert to numeric
Banksia drummondii subsp. hiemalis,flower_stamen_length,short,Value does not convert to numeric
Banksia drummondii subsp. macrorufa,flower_stamen_length,short,Value does not convert to numeric
Banksia drummondii,flower_stamen_length,short,Value does not convert to numeric
Banksia dryandroides,flower_stamen_length,short,Value does not convert to numeric
Banksia echinata,flower_stamen_length,short,Value does not convert to numeric
Banksia elderiana,flower_stamen_length,short,Value does not convert to numeric
Banksia elegans,flower_stamen_length,short,Value does not convert to numeric
Banksia epica,flower_stamen_length,short,Value does not convert to numeric
Banksia epimicta,flower_stamen_length,short,Value does not convert to numeric
Banksia erythrocephala var. inopinata,flower_stamen_length,short,Value does not convert to numeric
Banksia erythrocephala,flower_stamen_length,short,Value does not convert to numeric
Banksia falcata,flower_stamen_length,short,Value does not convert to numeric
Banksia fasciculata,flower_stamen_length,short,Value does not convert to numeric
Banksia fililoba,flower_stamen_length,short,Value does not convert to numeric
Banksia foliolata,flower_stamen_length,short,Value does not convert to numeric
Banksia foliosissima,flower_stamen_length,short,Value does not convert to numeric
Banksia formosa,flower_stamen_length,short,Value does not convert to numeric
Banksia fraseri var. crebra,flower_stamen_length,short,Value does not convert to numeric
Banksia fraseri var. effusa,flower_stamen_length,short,Value does not convert to numeric
Banksia fraseri var. oxycedra,flower_stamen_length,short,Value does not convert to numeric
Banksia fraseri,flower_stamen_length,short,Value does not convert to numeric
Banksia fuscobractea,flower_stamen_length,short,Value does not convert to numeric
Banksia gardneri var. brevidentata,flower_stamen_length,short,Value does not convert to numeric
Banksia gardneri var. hiemalis,flower_stamen_length,short,Value does not convert to numeric
Banksia gardneri,flower_stamen_length,short,Value does not convert to numeric
Banksia glaucifolia,flower_stamen_length,short,Value does not convert to numeric
Banksia goodii,flower_stamen_length,short,Value does not convert to numeric
Banksia grandis,flower_stamen_length,short,Value does not convert to numeric
Banksia grossa,flower_stamen_length,short,Value does not convert to numeric
Banksia heliantha,flower_stamen_length,short,Value does not convert to numeric
Banksia hewardiana,flower_stamen_length,short,Value does not convert to numeric
Banksia hirta,flower_stamen_length,short,Value does not convert to numeric
Banksia hookeriana,flower_stamen_length,short,Value does not convert to numeric
Banksia horrida,flower_stamen_length,short,Value does not convert to numeric
Banksia idiogenes,flower_stamen_length,short,Value does not convert to numeric
Banksia ilicifolia,flower_stamen_length,short,Value does not convert to numeric
Banksia incana var. brachyphylla,flower_stamen_length,short,Value does not convert to numeric
Banksia incana,flower_stamen_length,short,Value does not convert to numeric
Banksia insulanemorecincta,flower_stamen_length,short,Value does not convert to numeric
Banksia ionthocarpa subsp. chrysophoenix,flower_stamen_length,short,Value does not convert to numeric
Banksia ionthocarpa,flower_stamen_length,short,Value does not convert to numeric
Banksia kippistiana var. paenepeccata,flower_stamen_length,short,Value does not convert to numeric
Banksia kippistiana,flower_stamen_length,short,Value does not convert to numeric
Banksia laevigata subsp. fuscolutea,flower_stamen_length,short,Value does not convert to numeric
Banksia laevigata,flower_stamen_length,short,Value does not convert to numeric
Banksia lanata,flower_stamen_length,short,Value does not convert to numeric
Banksia laricina,flower_stamen_length,short,Value does not convert to numeric
Banksia lemanniana,flower_stamen_length,short,Value does not convert to numeric
Banksia lepidorhiza,flower_stamen_length,short,Value does not convert to numeric
Banksia leptophylla var. melletica,flower_stamen_length,short,Value does not convert to numeric
Banksia leptophylla,flower_stamen_length,short,Value does not convert to numeric
Banksia lindleyana,flower_stamen_length,short,Value does not convert to numeric
Banksia littoralis,flower_stamen_length,short,Value does not convert to numeric
Banksia lullfitzii,flower_stamen_length,short,Value does not convert to numeric
Banksia media,flower_stamen_length,short,Value does not convert to numeric
Banksia meganotia,flower_stamen_length,short,Value does not convert to numeric
Banksia meisneri subsp. ascendens,flower_stamen_length,short,Value does not convert to numeric
Banksia meisneri,flower_stamen_length,short,Value does not convert to numeric
Banksia menziesii,flower_stamen_length,short,Value does not convert to numeric
Banksia micrantha,flower_stamen_length,short,Value does not convert to numeric
Banksia mimica,flower_stamen_length,short,Value does not convert to numeric
Banksia montana,flower_stamen_length,short,Value does not convert to numeric
Banksia mucronulata,flower_stamen_length,short,Value does not convert to numeric
Banksia nana,flower_stamen_length,short,Value does not convert to numeric
Banksia nivea subsp. Morangup (M.Pieroni 9/42),flower_stamen_length,short,Value does not convert to numeric
Banksia nivea subsp. uliginosa,flower_stamen_length,short,Value does not convert to numeric
Banksia nivea,flower_stamen_length,short,Value does not convert to numeric
Banksia nobilis subsp. fragrans,flower_stamen_length,short,Value does not convert to numeric
Banksia nobilis,flower_stamen_length,short,Value does not convert to numeric
Banksia nutans var. cernuella,flower_stamen_length,short,Value does not convert to numeric
Banksia nutans,flower_stamen_length,short,Value does not convert to numeric
Banksia obovata,flower_stamen_length,short,Value does not convert to numeric
Banksia obtusa,flower_stamen_length,short,Value does not convert to numeric
