ID,Pop,UniqueID,Fam,Block,Rep,WBI,PRI,mND705,d13C,N Concentration (%),leafarea (cm2),SLA (m2 kg-1),w_dens (g cm-3),latitudes,longitude,TMAX,PMA,AI,species
CHID289,CHID,289,60,1,4,1.049984022,0.026877038,0.812791292,-26.75,1.8,120.774,7.03,0.518819939,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID290,CHID,290,60,3,1,1.06063845,0.040474881,0.797218866,-28.98,1.2,106.585,6.16,0.602290076,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID291,CHID,291,60,5,3,1.045991744,0.010068638,0.718049937,-27.46,1.1,90.916,5.61,0.678414097,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CRI151,CRI,151,33,1,2,1.057255129,0.033194273,0.722846762,-28.1,1.3,91.541,6.3,0.603204524,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI153,CRI,153,33,2,1,1.052424579,0.010906907,0.695815308,-26.6,1.3,102.465,5.82,0.536467752,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI156,CRI,156,33,3,1,1.053084843,0.029669454,0.708417545,-27.1,1.2,102.158,6.24,0.49001996,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI162,CRI,162,33,5,4,1.053002644,0.015106945,0.72605586,-25.8,1.1,106.684,5.68,0.640268456,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI163,CRI,163,34,1,2,1.058998413,0.011648564,0.636519969,-26.5,1.2,121.239,6.12,0.547783934,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI165,CRI,165,34,2,1,1.06292367,0.030748206,0.517759648,-26.2,0.8,93.62,6.07,0.567243675,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI169,CRI,169,34,3,1,1.045313057,0.008851931,0.730120314,-24.9,1.7,85.846,7.16,0.603960396,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI174,CRI,174,34,5,3,1.046844124,0.018602,0.835726167,-23.2,1.5,116.778,5.01,0.570621469,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI176,CRI,176,39,1,1,1.052693627,0.032365404,0.772382792,-26.8,1.5,113.426,6.13,0.563922942,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI178,CRI,178,39,2,1,1.048566323,0.043918725,0.786773641,-26.5,1.5,144.202,6.14,0.593607306,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI182,CRI,182,39,3,1,1.055444831,0.037140291,0.730465175,-28.33,1,116.8,5.9,0.63491006,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI188,CRI,188,39,5,2,1.050057956,0.02114842,0.765487546,-28.78,1.3,154.554,5.34,0.632231405,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI190,CRI,190,40,1,1,1.052049804,0.033686042,0.772357415,-26.41,1.2,145.796,6.25,0.582834331,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI192,CRI,192,40,2,1,1.056389605,0.047543166,0.788289841,-28.22,1.4,149.685,6.78,0.456577816,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI195,CRI,195,40,3,2,1.054711346,0.02888822,0.741922081,-26.35,1.7,131.862,7.38,0.46867749399999997,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI198,CRI,198,40,5,1,1.052850364,0.040531431,0.767174047,-27.54,1.3,132.554,6.64,0.573994867,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI203,CRI,203,42,1,2,1.05884053,0.044401994,0.730003995,-28.78,1,95.118,6.86,0.539980257,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI205,CRI,205,42,2,1,1.0523722,0.021762336,0.733300648,-27.6,1.4,88.09,6.52,0.477451908,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI209,CRI,209,42,3,1,1.058757724,0.034299993,0.754026783,-27.47,1.4,116.592,6.19,0.54526749,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI214,CRI,214,42,5,1,1.056536277,0.03937942,0.763211121,-26.3,1.1,112.165,5.52,0.589440146,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI215,CRI,215,44,1,2,1.058868929,0.044117647,0.807763778,-26.23,1.3,126.715,5.86,0.540942928,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI217,CRI,217,44,2,1,1.050953467,0.043766251,0.796139769,-27.81,1.6,103.836,6.14,0.43888183,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI221,CRI,221,44,3,2,1.059473892,0.038362059,0.81078209,-27.24,1.5,125.59,5.93,0.426235465,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI226,CRI,226,44,5,2,1.054102947,0.026504756,0.740891227,-28.05,1.1,161.676,5.4,0.463028169,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI227,CRI,227,45,1,2,1.062350719,0.013607937,0.623937191,-27.77,0.8,95.269,5.09,0.514974434,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI230,CRI,230,45,2,2,1.055070565,0.022799975,0.763606221,-27.08,1.3,83.004,6.15,0.468482906,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI233,CRI,233,45,3,1,1.04415786,0.009219644,0.701560885,-27.85,0.9,100.868,5.4,0.610810811,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI237,CRI,237,45,5,1,1.043479858,0.033782513,0.740027661,-26.75,1.4,82.254,6.41,0.562103693,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI239,CRI,239,46,1,2,1.048594479,0.030415657,0.754445724,-27.04,1.3,78.443,6.03,0.577822991,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI240,CRI,240,46,2,1,1.042977677,0.007754176,0.573405405,-27.22,0.9,76.217,6.24,0.509779951,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI244,CRI,244,46,3,1,1.059626151,0.006585887,0.64939553,-28.11,0.9,77.146,5.94,0.541160594,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
CRI250,CRI,250,46,5,2,1.058265442,0.018407662,0.727674847,-27.89,0.8,90.421,4.89,0.57721519,-34.6015,118.742665,26.2,579,0.48,Corymbia calophylla
HRI1,HRI,1,11,1,1,1.053369754,0.022297368,0.803873299,-28.09,1.8,132.925,6,0.500618047,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI3,HRI,3,11,2,1,1.047264882,0.026434056,0.716371621,-28.33,1.7,111.284,7.08,0.588807786,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI7,HRI,7,11,3,1,1.04600666,1.78919e-4,0.681130915,-28.67,1.7,92.182,6.9,0.431170886,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI12,HRI,12,11,5,2,1.044143881,0.001912211,0.756099606,-28.57,1.5,104.911,5.65,0.657701711,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI13,HRI,13,12,1,3,1.059152617,0.010100608,0.733068332,-26.7,1.8,147.158,6.37,0.491495076,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI15,HRI,15,12,2,1,1.057090678,0.035003466,0.797042881,-27.88,2.1,168.185,6.52,0.558666247,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI19,HRI,19,12,3,1,1.048507034,0.029127407,0.76374162,-28.3,1.8,138.594,6.96,0.527403414,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI24,HRI,24,12,5,4,1.044132971,0.0119464,0.785293443,-26.93,1.7,115.241,5.8,0.56744186,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI25,HRI,25,13,1,3,1.056946466,0.026284111,0.736531318,-27.87,1.4,139.818,6.48,0.513836478,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI27,HRI,27,13,2,1,1.058119537,0.039727031,0.738526891,-27.88,1.3,168.322,6.62,0.571967316,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI29,HRI,29,13,3,1,1.050589702,0.027826714,0.809431155,-27.38,2,134.728,6.61,0.455290102,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI36,HRI,36,13,5,3,1.040672705,0.020756467,0.773863041,-27.25,1.5,109.27,6.48,0.599147122,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI37,HRI,37,14,1,1,1.050126634,0.029714757,0.734877199,-28.62,1.8,130.645,7.39,0.494156928,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI39,HRI,39,14,2,1,1.045517358,-0.001493862,0.648791064,-30.46,1.4,112.066,5.6,0.555004955,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI42,HRI,42,14,3,1,1.058856452,0.008199301,0.663966237,-27.83,1.4,113.268,5.66,0.514880952,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI45,HRI,45,14,4,1,1.041856248,0.024318851,0.687624759,-27.44,1.7,138.927,8.47,0.460272011,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI50,HRI,50,15,1,1,1.051332472,0.035074957,0.804538549,-27.49,1.9,133.027,6.42,0.398211829,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI52,HRI,52,15,2,1,1.053637639,0.028471345,0.750288495,-28.28,1.6,150.378,6.07,0.53219697,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI56,HRI,56,15,3,3,1.052443609,0.029706321,0.820402511,-28.07,2.4,123.328,6.1,0.446428571,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI60,HRI,60,15,5,1,1.041906562,0.013757791,0.717296646,-28.79,1.3,129.511,5.52,0.578778135,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI62,HRI,62,16,1,1,1.04955455,0.026393973,0.790003263,-28.53,1.5,72.252,6.5,0.599724897,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI64,HRI,64,16,2,1,1.051449468,0.037857155,0.786731206,-29.04,1.7,136.948,6.83,0.448174707,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI68,HRI,68,16,3,2,1.051852675,0.037945663,0.772610374,-27.72,2.1,106.147,7.65,0.5296875,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI73,HRI,73,16,5,4,1.046910158,0.010113405,0.698751094,-28.23,1.5,110.199,6.7,0.565434565,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI75,HRI,75,17,1,3,1.051505889,0.03155773,0.764758971,-27.74,1.8,108.475,6.57,0.527494908,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI76,HRI,76,17,2,1,1.040887361,0.01314595,0.736085776,-29.05,1.5,95.907,6.69,0.517893315,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI78,HRI,78,17,3,1,1.049500522,0.01568521,0.715479958,-27.22,1.7,98.115,6.86,0.585845347,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI85,HRI,85,17,5,4,1.048646248,0.004377309,0.732711978,-26.65,1.4,277.521,10.34,0.658634538,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI86,HRI,86,18,1,2,1.043021421,0.023583939,0.761572946,-28.8,1.7,90.86,6.96,0.483375959,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI88,HRI,88,18,2,1,1.039744516,0.004042477,0.613886002,-28.65,1.5,82.967,5.68,0.471590909,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI92,HRI,92,18,3,1,1.053538089,0.029544409,0.754975497,-28.5,1.7,124.633,6.59,0.56277533,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI97,HRI,97,18,5,1,1.038478542,0.006153922,0.781463602,-28.3,1.7,82.371,6.39,0.491620112,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI99,HRI,99,20,1,2,1.045195643,0.014832109,0.710306365,-28.2,1.4,87.9,6.31,0.538910506,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI101,HRI,101,20,2,1,1.054015546,-0.019229434,0.581745639,-29.8,1.1,67.847,5.97,0.535159817,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI105,HRI,105,20,3,2,1.047540074,0.00989472,0.790528876,-27.5,1.8,86.964,6.46,0.576559546,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
HRI110,HRI,110,20,5,4,1.044197272,0.005121237,0.742190089,-28.7,1.3,112.853,8.99,0.621938232,-30.3114,115.201584,31.7,563,0.39,Corymbia calophylla
KIN703,KIN,703,201,1,3,1.051004249,0.038744035,0.757054797,-27.57,1.6,93.585,6.57,0.499159664,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN704,KIN,704,201,1,4,1.053071439,0.033493052,0.796980506,-27.83,1.4,160.718,6.01,0.487394958,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN705,KIN,705,201,3,2,1.060549303,0.042002627,0.770910575,-27.04,1.4,141.527,5.37,0.622662266,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN706,KIN,706,201,5,2,1.052149261,0.022862955,0.696719583,-27.53,1.1,191.401,4.88,0.595531236,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN707,KIN,707,202,1,3,1.045581143,0.036206485,0.796337622,-27.62,1.6,129.95,5.1,0.501312336,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN708,KIN,708,202,1,4,1.053791522,0.047427846,0.819780417,-27.28,1.9,127.974,6.66,0.470559611,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN709,KIN,709,202,3,2,1.04922867,0.030988008,0.785160048,-26.35,1.6,146.182,6.43,0.487623762,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN710,KIN,710,202,5,1,1.054275235,0.018884609,0.766029577,-27.34,0.9,143.489,5.25,0.621468927,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN712,KIN,712,203,1,3,1.05631805,0.031601443,0.844918943,-27.17,2.1,109.879,6.37,0.498583569,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN713,KIN,713,203,1,4,1.052101759,0.039539263,0.849593884,-27.4,2.1,117.614,6.33,0.277858881,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN714,KIN,714,203,3,3,1.054635769,0.03064054,0.777710024,-27.98,1.6,171.587,5.59,0.496214728,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN715,KIN,715,203,5,2,1.049455136,0.034332372,0.804582898,-26.61,1.6,146.455,6.5,0.601923077,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN716,KIN,716,204,1,3,1.052400578,0.031782013,0.793147303,-26.4,1.7,115.622,5.76,0.590384615,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN717,KIN,717,204,1,4,1.060412444,0.024134257,0.774518076,-27.23,1.2,173.142,5.02,0.50702759,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN718,KIN,718,204,3,1,1.047832026,0.019250312,0.727189898,-26.99,1.4,100.581,6.29,0.522274538,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN719,KIN,719,204,5,4,1.047078531,0.010708289,0.75066006,-27.77,1.2,155.953,5.17,0.628844115,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN720,KIN,720,205,1,1,1.05192858,0.024159495,0.766135711,-27.47,1.6,118.709,7.02,0.590676884,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN721,KIN,721,205,1,4,1.05489734,0.039265035,0.768346182,-28.46,1.9,145.501,7.28,0.545585068,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN722,KIN,722,205,3,3,1.053870567,0.020429067,0.71891952,-28.61,1.8,116.849,7.16,0.559899749,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN723,KIN,723,205,5,2,1.05765309,0.027726698,0.793570287,-27.54,1.4,124.922,5.22,0.585087192,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN724,KIN,724,206,1,1,1.050572198,0.044451462,0.862371901,-26.79,2.2,196.185,6.35,0.761813538,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN725,KIN,725,206,1,2,1.047072972,0.036813549,0.822169598,-26.75,2.1,162.93,6.35,0.561990212,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN726,KIN,726,206,3,2,1.049420461,0.030858544,0.778021488,-27.03,2,118.868,7.08,0.59939302,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN727,KIN,727,206,5,4,1.049506071,0.004126087,0.712335512,-27.99,1.1,126.306,5.14,0.727078891,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN728,KIN,728,207,1,3,1.060519659,0.027927155,0.784215875,-27.96,1.6,183.288,5.38,0.496338487,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN729,KIN,729,207,1,4,1.058127649,0.038793456,0.738505852,-29,1.6,104.267,6.86,0.525619835,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN730,KIN,730,207,3,3,1.044535015,0.022410346,0.746673587,-28.05,1.5,110,7.53,0.583253128,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN731,KIN,731,207,5,4,1.053048348,0.038341039,0.794540567,-28.63,1.6,175.351,5.48,0.616653258,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN732,KIN,732,208,1,1,1.049112404,0.038139846,0.807658566,-26.44,1.7,136.785,6.12,0.611627907,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN733,KIN,733,208,1,3,1.052559399,0.039113495,0.789312226,-28.95,1.6,103.045,6.93,0.51826484,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN734,KIN,734,208,3,2,1.047928285,0.034793977,0.727296081,-27.29,1.5,128.069,7.42,0.582028986,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN735,KIN,735,208,5,2,1.0509537,0.015062069,0.749676718,-27.86,1.5,159.988,6.17,0.574486301,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN736,KIN,736,209,1,1,1.049417555,0.034536399,0.776415575,-26.82,2.1,96.662,7.27,0.486625514,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN737,KIN,737,209,1,3,1.054625984,0.030159988,0.701274576,-28.97,1.2,103.76,5.98,0.563894523,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN738,KIN,738,209,3,2,1.052243643,0.031412617,0.775466966,-27.16,1.8,187.779,6.44,0.620258115,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN739,KIN,739,209,5,1,1.059517042,0.021198835,0.739948557,-27.46,1.1,99.284,4.45,0.538779731,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN740,KIN,740,210,1,3,1.052570879,-0.001050714,0.697336446,-28.43,1.6,105.499,6.54,0.561383929,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN741,KIN,741,210,1,4,1.059489869,0.043102064,0.766992152,-29.09,1.4,108.343,7.36,0.476534296,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN742,KIN,742,210,3,4,1.05642365,0.0287688,0.766379925,-27.9,1.7,144.062,6.88,0.511162433,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
KIN743,KIN,743,210,5,1,1.05204184,0.02957795,0.786589969,-28.27,1.4,114.627,5.77,0.546391753,-34.081167,116.330444,27.7,820,0.67,Corymbia calophylla
LUP504,LUP,504,120,1,1,1.053262711,0.029928611,0.812137043,-26.66,1.6,145.569,5.53,0.483412322,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP505,LUP,505,120,1,2,1.053986806,0.046242775,0.793723122,-28.35,1.5,139.483,7.37,0.468299712,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP506,LUP,506,120,3,3,1.052782853,0.037315098,0.837501568,-26.69,1.9,191.18,5.76,0.467942875,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP507,LUP,507,120,5,3,1.042307677,0.011315215,0.730346148,-29.09,1.2,144.127,5.13,0.526774595,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP508,LUP,508,121,1,1,1.054772758,0.025950564,0.740231468,-28.06,1.6,139.61,7.01,0.494722027,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP509,LUP,509,121,1,4,1.053823414,0.039320255,0.819257412,-28.19,1.7,126.089,6.92,0.454251012,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP510,LUP,510,121,3,2,1.054671111,0.03493605,0.780028485,-28.8,1.3,127.865,6.51,0.507997218,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP511,LUP,511,121,5,2,1.048975084,0.0291635,0.796518117,-27.97,1.6,123.285,5.76,0.49328215,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP512,LUP,512,122,1,2,1.05189215,0.024647804,0.801480456,-27.88,1.3,118.492,5.69,0.508103728,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP513,LUP,513,122,1,3,1.051200014,0.027577021,0.794775657,-28.53,1.5,123.49,6.72,0.485219164,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP514,LUP,514,122,3,4,1.056607817,0.031749966,0.871824896,-26.99,2.2,125.711,6.31,0.489847716,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP515,LUP,515,122,5,4,1.042328314,0.015696871,0.762586013,-27.2,1.6,129.293,5.72,0.579792257,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP516,LUP,516,123,1,2,1.052484206,0.003171949,0.688071039,-27.05,1.5,88.261,7.34,0.508679245,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP517,LUP,517,123,1,3,1.059607981,0.014252422,0.68958737,-28.63,1.5,119.7,6.09,0.541210795,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP518,LUP,518,123,3,1,1.053723523,0.033689355,0.845369521,-27.96,2.2,156.939,6.05,0.44371345,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP519,LUP,519,123,5,4,1.052074143,0.015491937,0.810778213,-26.3,1.9,135.726,5.32,0.508955224,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP520,LUP,520,124,1,2,1.055909032,0.03676264,0.786929936,-29.94,1.3,145.262,6.29,0.56952381,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP521,LUP,521,124,1,3,1.058144271,0.036173424,0.811969475,-29.29,1.4,102.862,6.32,0.472631579,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP522,LUP,522,124,3,3,1.055751943,0.025592902,0.729383625,-27.07,1.5,118.866,5.46,0.53991242800000006,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP523,LUP,523,124,5,3,1.050506147,0.008547351,0.783128958,-27.13,1.3,140.904,4.73,0.595041322,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP524,LUP,524,125,1,1,1.059883803,0.032642039,0.825918029,-27.2,2.1,204.49,5.92,0.46122449,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP525,LUP,525,125,1,4,1.054302252,0.040097412,0.834995314,-27.51,1.6,112.849,6.17,0.562154696,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP526,LUP,526,125,3,2,1.050792077,0.02859047,0.796198598,-27,1.7,137.263,5.79,0.516738996,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP527,LUP,527,125,5,3,1.050015832,0.034964352,0.815303367,-28.42,1.6,107.272,6.06,0.563636364,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP528,LUP,528,126,1,1,1.052606162,0.027393225,0.794980154,-27.42,1.7,124.849,5.8,0.596685083,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP529,LUP,529,126,1,4,1.052050103,0.039603142,0.868167135,-26.87,2,161.968,5.74,0.588235294,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP530,LUP,530,126,3,3,1.053645046,0.037578288,0.819564604,-26.43,1.7,205.494,6.42,0.624863089,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP531,LUP,531,126,5,3,1.052289448,0.014149427,0.764853014,-27.52,1.1,164.498,5.1,0.611872146,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP532,LUP,532,127,1,2,1.053044562,0.030135456,0.79986729,-28.1,1.2,142.446,6.04,0.517350158,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP533,LUP,533,127,1,3,1.05295563,0.036256557,0.82965890900000006,-27.58,1.8,105.138,5.9,0.558507274,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP534,LUP,534,127,3,3,1.051566893,0.039616124,0.875324536,-26.66,2.3,118.401,6.31,0.582068966,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP535,LUP,535,127,5,4,1.042926312,0.012365953,0.853260437,-26.96,1.2,157.442,5.36,0.591311344,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP536,LUP,536,128,1,2,1.059708277,0.038334971,0.755466712,-27.7,1.2,123.384,5.63,0.53960396,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP537,LUP,537,128,1,4,1.053577505,0.041584669,0.805043389,-26.43,1.7,146.338,6.46,0.562947799,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP538,LUP,538,128,3,1,1.056491244,0.032312475,0.779079382,-28.46,1.3,159.568,6.25,0.624398074,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
LUP539,LUP,539,128,5,1,1.051259295,0.009488112,0.789312939,-25.87,1.3,162.264,4.77,0.601875,-32.520667,116.499,31.6,635,0.45,Corymbia calophylla
MOG111,MOG,111,21,1,2,1.048998344,0.013627042,0.715120171,-27.5,1.7,73.6,6.78,0.491428571,-31.0986,116.0508938,33.3,579,0.39,Corymbia calophylla
MOG112,MOG,112,21,1,3,1.054705131,0.042370855,0.806608454,-27.5,1.5,131.548,5.93,0.520874751,-31.0986,116.0508938,33.3,579,0.39,Corymbia calophylla
MOG113,MOG,113,21,3,3,1.045850658,0.010691945,0.748234308,-27.2,1.5,158.712,6.55,0.516144814,-31.0986,116.0508938,33.3,579,0.39,Corymbia calophylla
MOG114,MOG,114,21,5,2,1.05352037,0.017755337,0.774412901,-27.4,1.4,114.689,5.77,0.541436464,-31.0986,116.0508938,33.3,579,0.39,Corymbia calophylla
MOG115,MOG,115,22,1,2,1.046180077,0.013998539,0.7417876,-28.5,1.4,113.764,6.41,0.382624769,-31.0986,116.0508938,33.3,579,0.39,Corymbia calophylla
MOG116,MOG,116,22,1,3,1.055650463,0.021891984,0.761319915,-27.2,1.7,103.413,6.44,0.58780037,-31.0986,116.0508938,33.3,579,0.39,Corymbia calophylla
MOG117,MOG,117,22,3,3,1.050049295,0.035186703,0.763736587,-27.8,1.6,124.748,6.63,0.606341841,-31.0986,116.0508938,33.3,579,0.39,Corymbia calophylla
MOG118,MOG,118,22,5,4,1.041870833,0.019515182,0.788903657,-28.4,1.5,89.988,6.37,0.541269841,-31.0986,116.0508938,33.3,579,0.39,Corymbia calophylla
MOG119,MOG,119,24,1,2,1.05275722,0.02880295,0.715475059,-29.4,1.1,160.944,7.17,0.607176582,-31.0986,116.0508938,33.3,579,0.39,Corymbia calophylla
