Phenology,Species,Tree,Stem,Vessel,Diameter
Deciduous,B. australis,1,3,33,101.6218107
Deciduous,B. australis,1,3,34,134.1815047
Deciduous,B. australis,1,3,35,143.9522452
Deciduous,B. australis,1,3,36,68.06564111
Deciduous,B. australis,1,3,37,87.04543067
Deciduous,B. australis,1,3,38,83.64538899
Deciduous,B. australis,1,3,39,87.11129892
Deciduous,B. australis,1,3,40,72.89109822
Deciduous,B. australis,1,3,41,86.73103943
Deciduous,B. australis,1,3,42,85.64593686
Deciduous,B. australis,1,3,43,87.31871964
Deciduous,B. australis,1,3,44,51.36437092
Deciduous,B. australis,1,3,45,62.51157333
Deciduous,B. australis,1,3,46,86.29716565
Deciduous,B. australis,1,3,47,62.68583492
Deciduous,B. australis,1,3,48,83.83938394
Deciduous,B. australis,1,3,49,104.3134105
Deciduous,B. australis,1,3,50,92.55004484
Deciduous,B. australis,1,3,51,85.46923716
Deciduous,B. australis,1,3,52,54.71060226
Deciduous,B. australis,1,3,53,54.13732539
Deciduous,B. australis,1,3,54,65.73616052
Deciduous,B. australis,1,3,55,110.2868424
Deciduous,B. australis,1,3,56,68.1143076
Deciduous,B. australis,1,3,57,69.77213197
Deciduous,B. australis,1,3,58,76.95857847
Deciduous,B. australis,1,3,59,62.83551544
Deciduous,B. australis,1,3,60,79.29052781
Deciduous,B. australis,1,3,61,91.26802069
Deciduous,B. australis,1,3,62,54.83762395
Deciduous,B. australis,1,3,63,85.91193747
Deciduous,B. australis,2,4,1,126.916883
Deciduous,B. australis,2,4,2,148.4349453
Deciduous,B. australis,2,4,3,98.31282215
Deciduous,B. australis,2,4,4,140.5818801
Deciduous,B. australis,2,4,5,111.0008622
Deciduous,B. australis,2,4,6,148.164188
Deciduous,B. australis,2,4,7,159.8492571
Deciduous,B. australis,2,4,8,278.3792377
Deciduous,B. australis,2,4,9,235.7375131
Deciduous,B. australis,2,4,10,124.7394408
Deciduous,B. australis,2,4,11,160.0781372
Deciduous,B. australis,2,4,12,154.2835131
Deciduous,B. australis,2,4,13,175.555933
Deciduous,B. australis,2,4,14,148.8143192
Deciduous,B. australis,2,4,15,110.5614463
Deciduous,B. australis,2,4,16,171.3402466
Deciduous,B. australis,2,4,17,135.7505359
Deciduous,B. australis,2,4,18,99.93060842
Deciduous,B. australis,2,4,19,123.9034148
Deciduous,B. australis,2,4,20,68.96109918
Deciduous,B. australis,2,4,21,92.77913774
Deciduous,B. australis,2,4,22,148.8054132
Deciduous,B. australis,2,4,23,174.5934707
Deciduous,B. australis,2,4,24,118.9102964
Deciduous,B. australis,2,4,25,124.0063329
Deciduous,B. australis,2,4,26,225.9644131
Deciduous,B. australis,2,4,27,229.8048507
Deciduous,B. australis,2,4,28,135.5804886
Deciduous,B. australis,2,4,29,182.149403
Deciduous,B. australis,2,4,30,111.0352795
Deciduous,B. australis,2,4,31,141.1269953
Deciduous,B. australis,2,4,32,163.0931093
Deciduous,B. australis,2,4,33,170.8983733
Deciduous,B. australis,2,4,34,160.8507212
Deciduous,B. australis,2,4,35,181.3445698
Deciduous,B. australis,2,4,36,136.72945
Deciduous,B. australis,2,4,37,237.7530666
Deciduous,B. australis,2,4,38,102.7170239
Deciduous,B. australis,2,4,39,92.53869785
Deciduous,B. australis,2,4,40,146.2063412
Deciduous,B. australis,2,4,41,114.4509502
Deciduous,B. australis,2,4,42,184.6497392
Deciduous,B. australis,2,4,43,120.249138
Deciduous,B. australis,2,4,44,136.4616884
Deciduous,B. australis,2,4,45,178.043598
Deciduous,B. australis,2,4,46,183.7691073
Deciduous,B. australis,2,4,47,148.9484676
Deciduous,B. australis,2,4,48,181.0185184
Deciduous,B. australis,2,4,49,153.7195326
Deciduous,B. australis,2,4,50,95.46560951
Deciduous,B. australis,2,4,51,135.3064537
Deciduous,B. australis,2,4,52,68.63640579
Deciduous,B. australis,2,4,53,63.31911955
Deciduous,B. australis,2,4,54,118.3689119
Deciduous,B. australis,2,4,55,123.4748501
Deciduous,B. australis,2,4,56,173.9480885
Deciduous,B. australis,2,4,57,114.3360206
Deciduous,B. australis,2,4,58,128.0569038
Deciduous,B. australis,2,4,59,104.3077231
Deciduous,B. australis,2,4,60,138.590912
Deciduous,B. australis,2,4,61,157.1540894
Deciduous,B. australis,2,4,62,82.62568366
Deciduous,B. australis,2,4,63,132.3534858
Deciduous,B. australis,2,5,1,88.1046253
Deciduous,B. australis,2,5,2,51.32757543
Deciduous,B. australis,2,5,3,72.5881533
Deciduous,B. australis,2,5,4,47.52010101
Deciduous,B. australis,2,5,5,44.45098424
Deciduous,B. australis,2,5,6,72.5881533
Deciduous,B. australis,2,5,7,72.5881533
Deciduous,B. australis,2,5,8,54.87148622
Deciduous,B. australis,2,5,9,71.28015151
Deciduous,B. australis,2,5,10,65.06957815
Deciduous,B. australis,2,5,11,65.06957815
Deciduous,B. australis,2,5,12,61.730422
Deciduous,B. australis,2,5,13,61.730422
Deciduous,B. australis,2,5,14,61.730422
Deciduous,B. australis,2,5,15,54.44111498
Deciduous,B. australis,2,5,16,61.34818661
Deciduous,B. australis,2,5,17,61.34818661
Deciduous,B. australis,2,5,18,82.30722933
Deciduous,B. australis,2,5,19,72.5881533
Deciduous,B. australis,2,5,20,51.32757543
Deciduous,B. australis,2,5,21,82.30722933
Deciduous,B. australis,2,5,22,78.80317252
Deciduous,B. australis,2,5,23,85.11715456
Deciduous,B. australis,2,5,24,67.9
Deciduous,B. australis,2,5,25,58.2
Deciduous,B. australis,2,5,26,53.12908808
Deciduous,B. australis,2,5,27,41.15361467
Deciduous,B. australis,2,5,28,67.20357133
Deciduous,B. australis,2,5,29,64.34252093
Deciduous,B. australis,2,5,30,61.34818661
Deciduous,B. australis,2,5,31,65.06957815
Deciduous,B. australis,2,5,32,101.7344583
Deciduous,B. australis,2,5,33,58.2
Deciduous,B. australis,2,5,34,53.12908808
Deciduous,B. australis,2,5,35,30.6740933
Deciduous,B. australis,2,5,36,26.56454404
Deciduous,B. australis,2,5,37,54.87148622
Deciduous,B. australis,2,5,38,62.86318477
Deciduous,B. australis,2,5,39,76.99136315
Deciduous,B. australis,2,5,40,65.06957815
Deciduous,B. australis,2,5,41,97.9651979
Deciduous,B. australis,2,5,42,44.45098424
Deciduous,B. australis,2,5,43,47.52010101
Deciduous,B. australis,2,5,44,71.93712532
Deciduous,B. australis,2,5,45,95.04020202
Deciduous,B. australis,2,5,46,61.34818661
Deciduous,B. australis,2,5,47,71.28015151
Deciduous,B. australis,2,5,48,77.6
Deciduous,B. australis,2,5,49,68.58935778
Deciduous,B. australis,2,5,50,97
Deciduous,B. australis,2,5,51,77.6
Deciduous,B. australis,2,6,1,80.60084987
Deciduous,B. australis,2,6,2,153.5858171
Deciduous,B. australis,2,6,3,112.6857733
Deciduous,B. australis,2,6,4,98.9948534
Deciduous,B. australis,2,6,5,97.96909972
Deciduous,B. australis,2,6,6,97.34398286
Deciduous,B. australis,2,6,7,98.28503243
Deciduous,B. australis,2,6,8,43.79667111
Deciduous,B. australis,2,6,9,85.13282269
Deciduous,B. australis,2,6,10,67.7098752
Deciduous,B. australis,2,6,11,84.18279872
Deciduous,B. australis,2,6,12,98.92279869
Deciduous,B. australis,2,6,13,47.15474844
Deciduous,B. australis,2,6,14,53.56462452
Deciduous,B. australis,2,6,15,47.33442088
Deciduous,B. australis,2,6,16,112.1646468
Deciduous,B. australis,2,6,17,101.741984
Deciduous,B. australis,2,6,18,72.86665904
Deciduous,B. australis,2,6,19,103.4523562
Deciduous,B. australis,2,6,20,74.89909612
Deciduous,B. australis,2,6,21,125.172163
Deciduous,B. australis,2,6,22,65.05327893
Deciduous,B. australis,2,6,23,148.7447317
Deciduous,B. australis,2,6,24,81.36082595
Deciduous,B. australis,2,6,25,111.0299392
Deciduous,B. australis,2,6,26,110.1543917
Deciduous,B. australis,2,6,27,69.4578966
Deciduous,B. australis,2,6,28,115.9263352
Deciduous,B. australis,2,6,29,94.56594524
Deciduous,B. australis,2,6,30,77.46334746
Deciduous,B. australis,2,6,31,74.64374388
Deciduous,B. australis,2,6,32,96.82577291
Deciduous,B. australis,2,6,33,50.78469848
Deciduous,B. australis,2,6,34,59.15109466
Deciduous,B. australis,2,6,35,40.09490117
Deciduous,B. australis,2,6,36,77.81445239
Deciduous,B. australis,2,6,37,114.8177425
Deciduous,B. australis,2,6,38,91.03134076
Deciduous,B. australis,2,6,39,146.3677731
Deciduous,B. australis,3,7,1,113.2420006
Deciduous,B. australis,3,7,2,73.57593221
Deciduous,B. australis,3,7,3,90.96826919
Deciduous,B. australis,3,7,4,54.6629637
Deciduous,B. australis,3,7,5,119.7011061
Deciduous,B. australis,3,7,6,117.9987373
Deciduous,B. australis,3,7,7,106.4357604
Deciduous,B. australis,3,7,8,100.8837445
Deciduous,B. australis,3,7,9,106.1848718
Deciduous,B. australis,3,7,10,44.89883295
Deciduous,B. australis,3,7,11,35.26121949
Deciduous,B. australis,3,7,12,101.9697431
Deciduous,B. australis,3,7,13,121.0211056
Deciduous,B. australis,3,7,14,104.8128513
Deciduous,B. australis,3,7,15,114.1050757
Deciduous,B. australis,3,7,16,33.36111959
Deciduous,B. australis,3,7,17,77.31151596
Deciduous,B. australis,3,7,18,87.68813717
Deciduous,B. australis,3,7,19,98.66623536
Deciduous,B. australis,3,7,20,142.997229
Deciduous,B. australis,3,7,21,108.9350495
Deciduous,B. australis,3,7,22,95.90570525
Deciduous,B. australis,3,7,23,120.8784538
Deciduous,B. australis,3,7,24,83.86726537
Deciduous,B. australis,3,7,25,133.9704176
Deciduous,B. australis,3,7,26,50.71677533
Deciduous,B. australis,3,7,27,35.89868243
Deciduous,B. australis,3,7,28,120.1075018
Deciduous,B. australis,3,7,29,67.60495766
Deciduous,B. australis,3,7,30,112.4717991
Deciduous,B. australis,3,7,31,141.5237344
Deciduous,B. australis,3,7,32,108.2678484
Deciduous,B. australis,3,7,33,67.43305198
Deciduous,B. australis,3,7,34,109.9193341
Deciduous,B. australis,3,7,35,114.6607378
Deciduous,B. australis,3,7,36,118.334885
Deciduous,B. australis,3,7,37,47.94684557
Deciduous,B. australis,3,7,38,83.72237933
Deciduous,B. australis,3,8,1,76.70393992
Deciduous,B. australis,3,8,2,71.59874301
Deciduous,B. australis,3,8,3,54.72280695
Deciduous,B. australis,3,8,4,68.65852023
Deciduous,B. australis,3,8,5,57.1663415
Deciduous,B. australis,3,8,6,87.39331096
Deciduous,B. australis,3,8,7,109.3306046
Deciduous,B. australis,3,8,8,82.90864611
Deciduous,B. australis,3,8,9,66.41990515
Deciduous,B. australis,3,8,10,67.39866838
Deciduous,B. australis,3,8,11,40.93462349
Deciduous,B. australis,3,8,12,103.4779822
Deciduous,B. australis,3,8,13,50.27032027
Deciduous,B. australis,3,8,14,58.44932934
Deciduous,B. australis,3,8,15,37.74405384
Deciduous,B. australis,3,8,16,40.26279176
Deciduous,B. australis,3,8,17,83.79535071
Deciduous,B. australis,3,8,18,53.70653498
Deciduous,B. australis,3,8,19,46.28478908
Deciduous,B. australis,3,8,20,112.080422
Deciduous,B. australis,3,8,21,101.5153988
Deciduous,B. australis,3,8,22,129.1800813
Deciduous,B. australis,3,8,23,108.1873042
Deciduous,B. australis,3,8,24,62.77998009
Deciduous,B. australis,3,8,25,75.19525118
Deciduous,B. australis,3,8,26,67.33940897
Deciduous,B. australis,3,8,27,125.3692865
Deciduous,B. australis,3,8,28,81.14569243
Deciduous,B. australis,3,8,29,62.60162937
Deciduous,B. australis,3,8,30,130.0901749
Deciduous,B. australis,3,8,31,105.7439677
Deciduous,B. australis,3,8,32,78.56942153
Deciduous,B. australis,3,8,33,82.31354688
Deciduous,B. australis,3,8,34,76.60714719
Deciduous,B. australis,3,8,35,118.2586555
Deciduous,B. australis,3,8,36,82.68965352
Deciduous,B. australis,3,8,37,90.58991997
Deciduous,B. australis,3,8,38,101.6014921
Deciduous,B. australis,3,9,1,124.1055583
Deciduous,B. australis,3,9,2,117.1634222
Deciduous,B. australis,3,9,3,131.4035433
Deciduous,B. australis,3,9,4,136.6587831
Deciduous,B. australis,3,9,5,97.92955529
Deciduous,B. australis,3,9,6,73.60389799
Deciduous,B. australis,3,9,7,100.8565491
Deciduous,B. australis,3,9,8,104.1919623
Deciduous,B. australis,3,9,9,77.4094471
Deciduous,B. australis,3,9,10,129.8691553
Deciduous,B. australis,3,9,11,91.5759095
Deciduous,B. australis,3,9,12,52.55668654
Deciduous,B. australis,3,9,13,94.01244067
Deciduous,B. australis,3,9,14,84.66658018
Deciduous,B. australis,3,9,15,108.8805134
Deciduous,B. australis,3,9,16,118.793238
Deciduous,B. australis,3,9,17,58.73582467
Deciduous,B. australis,3,9,18,67.8894631
Deciduous,B. australis,3,9,19,77.93746852
Deciduous,B. australis,3,9,20,50.06627907
Deciduous,B. australis,3,9,21,88.12371644
Deciduous,B. australis,3,9,22,84.0548214
Deciduous,B. australis,3,9,23,69.70346189
Deciduous,B. australis,3,9,24,96.49124313
Deciduous,B. australis,3,9,25,76.48976402
Deciduous,B. australis,3,9,26,90.73695609
Deciduous,B. australis,3,9,27,72.52749961
Deciduous,B. australis,3,9,28,100.6906664
Deciduous,B. australis,3,9,29,59.13447472
Deciduous,B. australis,3,9,30,112.1998717
Deciduous,B. australis,3,9,31,85.43180555
Deciduous,B. australis,3,9,32,93.80406281
Deciduous,B. australis,3,9,33,49.28225137
Deciduous,B. australis,3,9,34,68.18239802
Deciduous,B. australis,3,9,35,68.67230737
Deciduous,B. australis,3,9,36,97.45695819
Deciduous,B. australis,3,9,37,84.85580475
Deciduous,B. australis,3,9,38,105.3174345
Deciduous,B. australis,3,9,39,116.3593602
Deciduous,B. australis,3,9,40,120.5474969
Deciduous,B. australis,3,9,41,96.3578165
Deciduous,B. australis,3,9,42,46.54871642
Deciduous,B. australis,3,9,43,81.47732691
Deciduous,B. australis,3,9,44,81.04925663
Deciduous,B. australis,3,9,45,94.56059803
Deciduous,B. australis,3,9,46,85.00773553
Deciduous,B. australis,3,9,47,66.66212868
Deciduous,B. australis,3,9,48,77.34142551
Deciduous,B. australis,3,9,49,105.5791267
Deciduous,B. australis,3,9,50,98.24613173
Deciduous,B. australis,3,10,1,109.3147684
Deciduous,B. australis,3,10,2,86.8344753
Deciduous,B. australis,3,10,3,48.81360056
Deciduous,B. australis,3,10,4,71.88407334
Deciduous,B. australis,3,10,5,56.95111764
Deciduous,B. australis,3,10,6,112.5517081
Deciduous,B. australis,3,10,7,119.9546881
Deciduous,B. australis,3,10,8,122.7826307
Deciduous,B. australis,3,10,9,112.0658289
Deciduous,B. australis,3,10,10,134.4440597
Deciduous,B. australis,3,10,11,113.5667495
Deciduous,B. australis,3,10,12,136.5124434
Deciduous,B. australis,3,10,13,105.9395464
Deciduous,B. australis,3,10,14,54.34466303
Deciduous,B. australis,3,10,15,91.24971616
Deciduous,B. australis,3,10,16,125.9294779
Deciduous,B. australis,3,10,17,61.35430547
Deciduous,B. australis,3,10,18,57.65025152
Deciduous,C. gillivraei,1,1,1,105.8212516
Deciduous,C. gillivraei,1,1,2,66.38037812
Deciduous,C. gillivraei,1,1,3,159.8307542
Deciduous,C. gillivraei,1,1,4,98.81661601
Deciduous,C. gillivraei,1,1,5,114.5689522
Deciduous,C. gillivraei,1,1,6,109.149186
Deciduous,C. gillivraei,1,1,7,90.44855223
Deciduous,C. gillivraei,1,1,8,134.5438713
Deciduous,C. gillivraei,1,1,9,112.6974223
Deciduous,C. gillivraei,1,1,10,66.42907496
Deciduous,C. gillivraei,1,1,11,94.83606118
Deciduous,C. gillivraei,1,1,12,121.6480004
Deciduous,C. gillivraei,1,1,13,59.80017642
Deciduous,C. gillivraei,1,1,14,106.1499223
Deciduous,C. gillivraei,1,1,15,82.61391408
Deciduous,C. gillivraei,1,1,16,142.7411889
Deciduous,C. gillivraei,1,1,17,91.44101596
Deciduous,C. gillivraei,1,1,18,77.11862032
Deciduous,C. gillivraei,1,1,19,97.45633279
Deciduous,C. gillivraei,1,1,20,70.63595685
Deciduous,C. gillivraei,1,1,21,101.8554913
Deciduous,C. gillivraei,1,1,22,115.6449765
Deciduous,C. gillivraei,1,1,23,103.0969485
Deciduous,C. gillivraei,1,1,24,111.7835305
Deciduous,C. gillivraei,1,1,25,102.2794554
Deciduous,C. gillivraei,1,1,26,111.8933041
Deciduous,C. gillivraei,1,1,27,78.80308496
Deciduous,C. gillivraei,1,1,28,65.63306712
Deciduous,C. gillivraei,1,1,29,90.69475619
Deciduous,C. gillivraei,1,1,30,117.7467239
Deciduous,C. gillivraei,1,1,31,110.5275341
Deciduous,C. gillivraei,1,1,32,107.6364325
Deciduous,C. gillivraei,1,1,33,73.7432302
Deciduous,C. gillivraei,1,1,34,105.1260272
Deciduous,C. gillivraei,1,1,35,103.4277037
Deciduous,C. gillivraei,1,1,36,63.98691585
Deciduous,C. gillivraei,1,1,37,101.0265727
Deciduous,C. gillivraei,1,1,38,104.6801156
Deciduous,C. gillivraei,1,1,39,128.3637052
Deciduous,C. gillivraei,1,1,40,125.9464775
Deciduous,C. gillivraei,1,1,41,57.98974737
Deciduous,C. gillivraei,1,1,42,131.0725047
Deciduous,C. gillivraei,1,1,43,115.0187046
Deciduous,C. gillivraei,1,1,44,89.3328607
Deciduous,C. gillivraei,1,1,45,38.82484771
Deciduous,C. gillivraei,1,1,46,62.89164014
Deciduous,C. gillivraei,1,1,47,83.77636898
Deciduous,C. gillivraei,1,1,48,75.51545339
Deciduous,C. gillivraei,1,1,49,87.19019211
Deciduous,C. gillivraei,1,1,50,44.83038925
Deciduous,C. gillivraei,1,1,51,61.00765362
Deciduous,C. gillivraei,1,1,52,70.71643373
Deciduous,C. gillivraei,1,1,53,109.2684927
Deciduous,C. gillivraei,1,1,54,118.6156807
Deciduous,C. gillivraei,1,1,55,144.2805746
Deciduous,C. gillivraei,1,1,56,57.87169083
Deciduous,C. gillivraei,1,2,1,99.05889763
Deciduous,C. gillivraei,1,2,2,63.71593207
Deciduous,C. gillivraei,1,2,3,115.2734818
Deciduous,C. gillivraei,1,2,4,65.77287739
Deciduous,C. gillivraei,1,2,5,101.8863327
Deciduous,C. gillivraei,1,2,6,116.1790588
Deciduous,C. gillivraei,1,2,7,123.8440733
Deciduous,C. gillivraei,1,2,8,73.45611547
Deciduous,C. gillivraei,1,2,9,74.87336442
Deciduous,C. gillivraei,1,2,10,111.8325749
Deciduous,C. gillivraei,1,2,11,109.9654455
Deciduous,C. gillivraei,1,2,12,103.0561876
Deciduous,C. gillivraei,1,2,13,95.65354149
Deciduous,C. gillivraei,1,2,14,48.40251336
Deciduous,C. gillivraei,1,2,15,98.92146279
Deciduous,C. gillivraei,1,2,16,67.00556246
Deciduous,C. gillivraei,1,2,17,74.51315186
Deciduous,C. gillivraei,1,2,18,57.26677222
Deciduous,C. gillivraei,1,2,19,69.59913218
Deciduous,C. gillivraei,1,2,20,89.21194763
Deciduous,C. gillivraei,1,2,21,43.93049966
Deciduous,C. gillivraei,1,2,22,98.66424884
Deciduous,C. gillivraei,1,2,23,91.97318087
Deciduous,C. gillivraei,1,2,24,79.99664868
Deciduous,C. gillivraei,1,2,25,61.02116846
Deciduous,C. gillivraei,1,2,26,58.03402795
Deciduous,C. gillivraei,1,2,27,61.08676452
Deciduous,C. gillivraei,1,2,28,69.49393858
Deciduous,C. gillivraei,1,2,29,80.90994994
Deciduous,C. gillivraei,1,2,30,107.555461
Deciduous,C. gillivraei,1,2,31,100.5599284
Deciduous,C. gillivraei,1,2,32,96.02427818
Deciduous,C. gillivraei,1,2,33,106.5379862
Deciduous,C. gillivraei,1,2,34,127.0760457
Deciduous,C. gillivraei,1,2,35,117.5326146
Deciduous,C. gillivraei,1,2,36,111.8960786
Deciduous,C. gillivraei,1,2,37,107.7865692
Deciduous,C. gillivraei,1,2,38,
Deciduous,C. gillivraei,1,2,39,83.5917137
Deciduous,C. gillivraei,1,2,40,82.41705649
Deciduous,C. gillivraei,1,2,41,58.48486984
Deciduous,C. gillivraei,1,2,42,63.75091686
Deciduous,C. gillivraei,1,2,43,42.76609872
Deciduous,C. gillivraei,1,2,44,94.74105076
Deciduous,C. gillivraei,1,2,45,52.75604515
Deciduous,C. gillivraei,1,2,46,104.333358
Deciduous,C. gillivraei,1,2,47,71.27226599
Deciduous,C. gillivraei,1,2,48,57.42894915
Deciduous,C. gillivraei,1,2,49,58.34730157
Deciduous,C. gillivraei,1,2,50,68.06397726
Deciduous,C. gillivraei,1,2,51,94.48662445
Deciduous,C. gillivraei,1,2,52,62.87945133
Deciduous,C. gillivraei,1,2,53,90.96641798
Deciduous,C. gillivraei,1,2,54,92.11995061
Deciduous,C. gillivraei,1,2,55,125.455687
Deciduous,C. gillivraei,1,2,56,88.44086499
Deciduous,C. gillivraei,1,2,57,65.32125994
Deciduous,C. gillivraei,1,2,58,68.88757508
Deciduous,C. gillivraei,1,2,59,67.00382079
Deciduous,C. gillivraei,1,2,60,54.32523539
Deciduous,C. gillivraei,1,2,61,94.03622493
Deciduous,C. gillivraei,1,2,62,98.63124657
Deciduous,C. gillivraei,1,2,63,61.43582017
Deciduous,C. gillivraei,1,2,64,101.0894455
Deciduous,C. gillivraei,1,2,65,87.39327663
Deciduous,C. gillivraei,1,2,66,119.2759783
Deciduous,C. gillivraei,1,2,67,91.22871587
Deciduous,C. gillivraei,1,2,68,70.40183875
Deciduous,C. gillivraei,1,2,69,74.42237567
Deciduous,C. gillivraei,1,2,70,98.64888849
Deciduous,C. gillivraei,1,2,71,82.03428064
Deciduous,C. gillivraei,1,3,1,80.76460859
Deciduous,C. gillivraei,1,3,2,107.7737886
Deciduous,C. gillivraei,1,3,3,102.7782954
Deciduous,C. gillivraei,1,3,4,96.90375844
Deciduous,C. gillivraei,1,3,5,80.31510194
Deciduous,C. gillivraei,1,3,6,124.0923414
Deciduous,C. gillivraei,1,3,7,66.94521716
Deciduous,C. gillivraei,1,3,8,56.62551545
Deciduous,C. gillivraei,1,3,9,82.30271502
Deciduous,C. gillivraei,1,3,10,77.33040476
Deciduous,C. gillivraei,1,3,11,84.30117615
Deciduous,C. gillivraei,1,3,12,99.79155275
Deciduous,C. gillivraei,1,3,13,74.73636464
Deciduous,C. gillivraei,1,3,14,111.8494703
Deciduous,C. gillivraei,1,3,15,111.3625727
Deciduous,C. gillivraei,1,3,16,86.08848471
Deciduous,C. gillivraei,1,3,17,60.90067323
Deciduous,C. gillivraei,1,3,18,81.36900085
Deciduous,C. gillivraei,1,3,19,76.53376314
Deciduous,C. gillivraei,1,3,20,64.42811809
Deciduous,C. gillivraei,1,3,21,111.7745463
Deciduous,C. gillivraei,1,3,22,83.38784684
Deciduous,C. gillivraei,1,3,23,69.79701355
Deciduous,C. gillivraei,1,3,24,91.28979351
Deciduous,C. gillivraei,1,3,25,95.9762653
Deciduous,C. gillivraei,1,3,26,78.71400892
Deciduous,C. gillivraei,1,3,27,92.37373003
Deciduous,C. gillivraei,1,3,28,81.27244182
Deciduous,C. gillivraei,1,3,29,101.0182281
Deciduous,C. gillivraei,1,3,30,89.74250164
Deciduous,C. gillivraei,1,3,31,93.36004231
Deciduous,C. gillivraei,1,3,32,117.2725693
Deciduous,C. gillivraei,1,3,33,126.4757447
Deciduous,C. gillivraei,1,3,34,97.03368178
Deciduous,C. gillivraei,1,3,35,73.20886832
Deciduous,C. gillivraei,1,3,36,97.71390638
Deciduous,C. gillivraei,1,3,37,95.66415473
Deciduous,C. gillivraei,1,3,38,63.23910104
Deciduous,C. gillivraei,1,3,39,37.29577992
Deciduous,C. gillivraei,1,3,40,42.78949404
Deciduous,C. gillivraei,1,3,41,81.90247859
Deciduous,C. gillivraei,1,3,42,81.85275194
Deciduous,C. gillivraei,1,3,43,101.4690711
Deciduous,C. gillivraei,1,3,44,76.05196644
Deciduous,C. gillivraei,1,3,45,57.81828171
Deciduous,C. gillivraei,1,3,46,85.68682046
Deciduous,C. gillivraei,1,3,47,111.8758039
Deciduous,C. gillivraei,1,3,48,68.54543676
Deciduous,C. gillivraei,1,3,49,94.28611351
Deciduous,C. gillivraei,1,3,50,95.98308705
Deciduous,C. gillivraei,1,3,51,84.97808835
Deciduous,C. gillivraei,1,3,52,91.65310033
Deciduous,C. gillivraei,1,3,53,110.0062885
Deciduous,C. gillivraei,1,3,54,79.31824128
Deciduous,C. gillivraei,1,3,55,59.97831108
Deciduous,C. gillivraei,1,3,56,46.13862915
Deciduous,C. gillivraei,2,4,1,79.98824914
Deciduous,C. gillivraei,2,4,2,72.5881533
Deciduous,C. gillivraei,2,4,3,78.80317252
Deciduous,C. gillivraei,2,4,4,106.2581762
Deciduous,C. gillivraei,2,4,5,47.52010101
Deciduous,C. gillivraei,2,4,6,62.86318477
Deciduous,C. gillivraei,2,4,7,75.13587692
Deciduous,C. gillivraei,2,4,8,53.12908808
Deciduous,C. gillivraei,2,4,9,61.34818661
Deciduous,C. gillivraei,2,4,10,40.57801129
Deciduous,C. gillivraei,2,4,11,62.86318477
Deciduous,C. gillivraei,2,4,12,48.5
Deciduous,C. gillivraei,2,4,13,88.90196848
Deciduous,C. gillivraei,2,4,14,67.20357133
Deciduous,C. gillivraei,2,4,15,92.02227991
Deciduous,C. gillivraei,2,4,16,58.2
Deciduous,C. gillivraei,2,4,17,43.37971876
Deciduous,C. gillivraei,2,4,18,90.99406574
Deciduous,C. gillivraei,2,4,19,65.43007718
Deciduous,C. gillivraei,2,4,20,33.60178567
Deciduous,C. gillivraei,2,4,21,53.12908808
Deciduous,C. gillivraei,2,4,22,48.5
Deciduous,C. gillivraei,2,4,23,92.02227991
Deciduous,C. gillivraei,2,4,24,65.06957815
Deciduous,C. gillivraei,2,4,25,82.30722933
Deciduous,C. gillivraei,2,4,26,120.3738344
Deciduous,C. gillivraei,2,4,27,107.7966372
Deciduous,C. gillivraei,2,4,28,76.99136315
Deciduous,C. gillivraei,2,4,29,50.86722914
Deciduous,C. gillivraei,2,4,30,77.4482892
Deciduous,C. gillivraei,2,4,31,81.15602257
Deciduous,C. gillivraei,2,4,32,106.7
Deciduous,C. gillivraei,2,4,33,57.3859739
Deciduous,C. gillivraei,2,4,34,114.7719478
Deciduous,C. gillivraei,2,4,35,72.5881533
Deciduous,C. gillivraei,2,4,36,109.0980522
Deciduous,C. gillivraei,2,4,37,75.13587692
Deciduous,C. gillivraei,2,4,38,72.75
Deciduous,C. gillivraei,2,4,39,121.1529612
Deciduous,C. gillivraei,2,4,40,61.34818661
Deciduous,C. gillivraei,2,4,41,90.99406574
Deciduous,C. gillivraei,2,4,42,121.1529612
Deciduous,C. gillivraei,2,4,43,84.00446417
Deciduous,C. gillivraei,2,4,44,74.19073392
Deciduous,C. gillivraei,2,4,45,92.02227991
Deciduous,C. gillivraei,2,4,46,63.05
Deciduous,C. gillivraei,2,4,47,76.99136315
Deciduous,C. gillivraei,2,4,48,84.00446417
Deciduous,C. gillivraei,2,4,49,46.01113996
Deciduous,C. gillivraei,2,4,50,110.5970162
Deciduous,C. gillivraei,2,4,51,82.45
Deciduous,C. gillivraei,2,5,1,121.927175
Deciduous,C. gillivraei,2,5,2,101.3007562
Deciduous,C. gillivraei,2,5,3,164.8553548
Deciduous,C. gillivraei,2,5,4,113.8704738
Deciduous,C. gillivraei,2,5,5,55.28045857
Deciduous,C. gillivraei,2,5,6,51.68735725
Deciduous,C. gillivraei,2,5,7,129.1664748
Deciduous,C. gillivraei,2,5,8,103.1900402
Deciduous,C. gillivraei,2,5,9,136.1320579
Deciduous,C. gillivraei,2,5,10,138.8694491
Deciduous,C. gillivraei,2,5,11,63.51703079
Deciduous,C. gillivraei,2,5,12,168.6785606
Deciduous,C. gillivraei,2,5,13,131.5024715
Deciduous,C. gillivraei,2,5,14,197.8979323
Deciduous,C. gillivraei,2,5,15,59.7046355
