Site,Season,Species,Plant ,Leaf,Time,PAR,LAVPD,Leaf Temp,A,E,gs
1,Wet/Dry,Cochlospermum gillivraei,1,4,15:00,1148,2.621093802,33.85,8.39,2.38,0.13
1,Wet/Dry,Cochlospermum gillivraei,1,5,15:00,1126,2.670485709,33.78,4.48,2.11,0.1
1,Wet/Dry,Cochlospermum gillivraei,1,1,17:00,44,1.034948731,27.46,0.91,0.86,0.11
1,Wet/Dry,Cochlospermum gillivraei,1,2,17:00,,,,,,
1,Wet/Dry,Cochlospermum gillivraei,1,3,17:00,55,1.027822602,27.38,0.71,0.97,0.13
1,Wet/Dry,Cochlospermum gillivraei,1,4,17:00,68,1.093739295,27.64,0.4,0.75,0.09
1,Wet/Dry,Cochlospermum gillivraei,1,5,17:00,62,1.033551999,27.36,0.73,0.92,0.12
1,Wet/Dry,Cochlospermum gillivraei,2,1,5:00,7,0.593965813,24.16,0.02,0.05,0
1,Wet/Dry,Cochlospermum gillivraei,2,2,5:00,,,,,,
1,Wet/Dry,Cochlospermum gillivraei,2,3,5:00,7,0.641197307,24.31,-0.48,0.16,0.03
1,Wet/Dry,Cochlospermum gillivraei,2,4,5:00,10,0.687840413,24.51,-0.02,0.09,0.01
1,Wet/Dry,Cochlospermum gillivraei,2,5,5:00,10,0.675999134,24.5,-0.61,0.15,0.02
1,Wet/Dry,Cochlospermum gillivraei,2,1,9:00,1567,3.371236324,35.48,5.98,4.11,0.2
1,Wet/Dry,Cochlospermum gillivraei,2,2,9:00,1630,4.483914088,38.68,2.38,1.63,0.04
1,Wet/Dry,Cochlospermum gillivraei,2,3,9:00,1784,3.618098356,36.27,5.81,4.6,0.21
1,Wet/Dry,Cochlospermum gillivraei,2,4,9:00,1805,3.361672159,35.45,8.07,5.53,0.33
1,Wet/Dry,Cochlospermum gillivraei,2,5,9:00,1821,3.529412011,35.97,5.83,5.27,0.27
1,Wet/Dry,Cochlospermum gillivraei,2,1,11:00,1700,4.131877057,37.71,5.16,3.34,0.11
1,Wet/Dry,Cochlospermum gillivraei,2,2,11:00,1732,5.030984058,40.08,1.96,1.48,0.03
1,Wet/Dry,Cochlospermum gillivraei,2,3,11:00,1813,3.812726417,36.82,5.89,5.11,0.23
1,Wet/Dry,Cochlospermum gillivraei,2,4,11:00,1778,3.62141228,36.28,5.38,5.65,0.3
1,Wet/Dry,Cochlospermum gillivraei,2,5,11:00,1580,3.792936483,36.85,4.03,4.44,0.18
1,Wet/Dry,Cochlospermum gillivraei,2,1,13:00,1226,3.277637963,35.78,4.35,2.58,0.1
1,Wet/Dry,Cochlospermum gillivraei,2,2,13:00,,,,,,
1,Wet/Dry,Cochlospermum gillivraei,2,3,13:00,1562,3.769671079,37.19,6.03,2.73,0.09
1,Wet/Dry,Cochlospermum gillivraei,2,4,13:00,174,1.888669955,30.93,5.59,2.4,0.21
1,Wet/Dry,Cochlospermum gillivraei,2,5,13:00,1332,3.398247947,36.21,4.27,2.6,0.1
1,Wet/Dry,Cochlospermum gillivraei,2,1,15:00,894,2.455769564,32.93,5.37,1.69,0.09
1,Wet/Dry,Cochlospermum gillivraei,2,2,15:00,,,,,,
1,Wet/Dry,Cochlospermum gillivraei,2,3,15:00,918,2.503841095,33.17,5.82,1.63,0.08
1,Wet/Dry,Cochlospermum gillivraei,2,4,15:00,501,1.936851262,31.04,4.37,1.72,0.12
1,Wet/Dry,Cochlospermum gillivraei,2,5,15:00,1105,3.307935369,35.75,0.3,0.35,0.01
1,Wet/Dry,Cochlospermum gillivraei,2,1,17:00,44,1.004299462,27.55,0.8,0.44,0.05
1,Wet/Dry,Cochlospermum gillivraei,2,2,17:00,,,,,,
1,Wet/Dry,Cochlospermum gillivraei,2,3,17:00,33,0.954388239,27.27,0.95,0.45,0.06
1,Wet/Dry,Cochlospermum gillivraei,2,4,17:00,26,0.971418335,27.35,1.24,0.24,0.03
1,Wet/Dry,Cochlospermum gillivraei,2,5,17:00,33,0.81831559,26.57,0.27,0.97,0.18
1,Wet/Dry,Cochlospermum gillivraei,3,1,5:00,2,0.428869392,22.21,-0.67,0,0
1,Wet/Dry,Cochlospermum gillivraei,3,2,5:00,2,0.557942107,23.45,1.78,0,0
1,Wet/Dry,Cochlospermum gillivraei,3,3,5:00,2,0.527506577,23.39,-0.47,0.03,0
1,Wet/Dry,Cochlospermum gillivraei,3,4,5:00,2,0.571206642,23.64,-0.7,0,0
1,Wet/Dry,Cochlospermum gillivraei,3,5,5:00,2,0.585312698,23.72,-0.8,0,0
1,Wet/Dry,Cochlospermum gillivraei,3,1,9:00,1364,3.838255763,37.07,4.49,1.57,0.05
1,Wet/Dry,Cochlospermum gillivraei,3,2,9:00,1630,4.322660015,38.46,3.51,2.02,0.06
1,Wet/Dry,Cochlospermum gillivraei,3,3,9:00,1523,4.925149606,40.04,2.74,0.83,0.02
1,Wet/Dry,Cochlospermum gillivraei,3,4,9:00,1270,4.083869007,37.8,3.53,2.12,0.06
1,Wet/Dry,Cochlospermum gillivraei,3,5,9:00,1690,5.286236932,40.91,3.34,1.82,0.04
1,Wet/Dry,Cochlospermum gillivraei,3,1,11:00,1573,3.628023306,36.48,3.53,1.34,0.04
1,Wet/Dry,Cochlospermum gillivraei,3,2,11:00,1873,4.154669394,37.97,3,2.04,0.06
1,Wet/Dry,Cochlospermum gillivraei,3,3,11:00,1456,3.862386102,37.14,4.15,1.46,0.04
1,Wet/Dry,Cochlospermum gillivraei,3,4,11:00,1531,4.225106648,38.11,3.5,1.78,0.05
1,Wet/Dry,Cochlospermum gillivraei,3,5,11:00,1810,4.734233129,39.5,4.09,2.19,0.05
1,Wet/Dry,Cochlospermum gillivraei,3,1,13:00,1591,5.947610751,42.73,1.47,0.87,0.02
1,Wet/Dry,Cochlospermum gillivraei,3,2,13:00,1518,5.540226998,41.8,2.05,1.55,0.03
1,Wet/Dry,Cochlospermum gillivraei,3,3,13:00,1617,6.098190632,43.13,1.31,1.06,0.02
1,Wet/Dry,Cochlospermum gillivraei,3,4,13:00,1737,6.073672893,43.01,1.46,1.72,0.03
1,Wet/Dry,Cochlospermum gillivraei,3,5,13:00,231,3.371749262,36.16,2.88,1.51,0.05
1,Wet/Dry,Cochlospermum gillivraei,3,1,15:00,1197,5.126236932,40.91,2.43,1.44,0.03
1,Wet/Dry,Cochlospermum gillivraei,3,2,15:00,318,3.650234468,36.93,3.34,1.22,0.04
1,Wet/Dry,Cochlospermum gillivraei,3,3,15:00,1541,5.838541196,42.53,2.74,1.33,0.02
1,Wet/Dry,Cochlospermum gillivraei,3,4,15:00,1382,5.33502464,41.34,1.71,1.64,0.03
1,Wet/Dry,Cochlospermum gillivraei,3,5,15:00,1226,4.890624913,40.23,4.18,1.99,0.05
1,Wet/Dry,Cochlospermum gillivraei,3,1,17:00,790,2.781067586,34.55,3.54,0.87,0.04
1,Wet/Dry,Cochlospermum gillivraei,3,2,17:00,772,2.873975842,34.82,1.96,0.69,0.03
1,Wet/Dry,Cochlospermum gillivraei,3,3,17:00,407,2.428177237,33.29,2.26,0.72,0.03
1,Wet/Dry,Cochlospermum gillivraei,3,4,17:00,696,2.860160248,34.84,2.99,0.6,0.02
1,Wet/Dry,Cochlospermum gillivraei,3,5,17:00,725,2.877392086,34.96,2.61,0.66,0.03
1,Wet/Dry,Cochlospermum gillivraei,4,1,5:00,4,0.704844374,24.33,-0.95,0.04,0
1,Wet/Dry,Cochlospermum gillivraei,4,2,5:00,4,0.711303533,24.42,-0.42,0,0
1,Wet/Dry,Cochlospermum gillivraei,4,3,5:00,4,0.678462627,24.24,-0.11,0.02,0
1,Wet/Dry,Cochlospermum gillivraei,4,4,5:00,4,0.693019194,24.21,-0.12,0.05,0
1,Wet/Dry,Cochlospermum gillivraei,4,5,5:00,2,0.676740185,24.12,-0.49,0.11,0.02
1,Wet/Dry,Cochlospermum gillivraei,4,1,9:00,1403,2.285878315,31.46,6.94,2.02,0.12
1,Wet/Dry,Cochlospermum gillivraei,4,2,9:00,1251,2.396732738,31.99,5.19,2.12,0.12
1,Wet/Dry,Cochlospermum gillivraei,4,3,9:00,816,2.014974923,30.48,8.33,2.24,0.17
1,Wet/Dry,Cochlospermum gillivraei,4,4,9:00,451,1.525021262,28.46,9.54,2.8,0.4
1,Wet/Dry,Cochlospermum gillivraei,4,5,9:00,902,2.248501945,31.47,5.2,2.26,0.15
1,Wet/Dry,Cochlospermum gillivraei,4,1,11:00,1648,3.967225881,37.47,6.73,4.4,0.17
1,Wet/Dry,Cochlospermum gillivraei,4,2,11:00,1583,4.341644637,38.43,5.42,3.46,0.11
1,Wet/Dry,Cochlospermum gillivraei,4,3,11:00,1205,3.460331568,35.85,5.03,4.49,0.21
1,Wet/Dry,Cochlospermum gillivraei,4,4,11:00,1440,3.558344016,36.18,9.21,5.33,0.28
1,Wet/Dry,Cochlospermum gillivraei,4,5,11:00,1434,4.142525971,37.74,6,3.99,0.14
1,Wet/Dry,Cochlospermum gillivraei,4,1,13:00,1176,2.518876121,32.87,5.3,1.92,0.1
1,Wet/Dry,Cochlospermum gillivraei,4,2,13:00,1335,2.804731849,33.93,5.57,2.57,0.13
1,Wet/Dry,Cochlospermum gillivraei,4,3,13:00,1494,3.291672159,35.45,5.76,2.55,0.1
1,Wet/Dry,Cochlospermum gillivraei,4,4,13:00,1140,2.949748669,34.48,5.12,2.46,0.11
1,Wet/Dry,Cochlospermum gillivraei,4,5,13:00,1865,4.323690887,38.49,4.13,2.51,0.07
1,Wet/Dry,Cochlospermum gillivraei,4,1,15:00,1265,4.166002246,38.36,4.47,2.86,0.09
1,Wet/Dry,Cochlospermum gillivraei,4,2,15:00,537,3.197207204,35.53,3.78,2.09,0.08
1,Wet/Dry,Cochlospermum gillivraei,4,3,15:00,1012,3.727636192,37.01,4.31,2.52,0.09
1,Wet/Dry,Cochlospermum gillivraei,4,4,15:00,858,3.248246693,35.72,4.35,2.55,0.1
1,Wet/Dry,Cochlospermum gillivraei,4,5,15:00,1683,4.377268893,38.93,5.16,3.04,0.09
1,Wet/Dry,Cochlospermum gillivraei,4,1,17:00,816,1.7875589,30.61,4.33,1.16,0.08
1,Wet/Dry,Cochlospermum gillivraei,4,2,17:00,1155,2.301279943,32.7,3.23,1.03,0.05
1,Wet/Dry,Cochlospermum gillivraei,4,3,17:00,972,2.274575707,32.64,5.07,0.92,0.05
1,Wet/Dry,Cochlospermum gillivraei,4,4,17:00,978,2.192756104,32.38,5.92,1.48,0.09
1,Wet/Dry,Cochlospermum gillivraei,4,5,17:00,957,2.472714945,33.41,2.97,0.7,0.03
1,Wet/Dry,Alphitonia excelsa,1,1,5:00,2,0.48500934,23.26,-0.63,0.05,0.01
1,Wet/Dry,Alphitonia excelsa,1,2,5:00,2,0.540617805,23.75,-0.19,0,0
1,Wet/Dry,Alphitonia excelsa,1,3,5:00,2,0.510158714,23.52,,0.21,0.05
1,Wet/Dry,Alphitonia excelsa,1,4,5:00,2,0.553029007,23.82,-0.34,0.09,0.02
1,Wet/Dry,Alphitonia excelsa,1,5,5:00,2,0.518252242,23.68,-1.64,0.36,0.09
1,Wet/Dry,Alphitonia excelsa,1,1,9:00,1557,2.438551355,32.51,7.48,2.22,0.13
1,Wet/Dry,Alphitonia excelsa,1,2,9:00,1461,2.572440337,33.13,5.08,2.07,0.11
1,Wet/Dry,Alphitonia excelsa,1,3,9:00,1768,2.916223071,34.27,6.9,3.08,0.16
1,Wet/Dry,Alphitonia excelsa,1,4,9:00,1456,2.536748303,33.11,9.3,3.67,0.26
1,Wet/Dry,Alphitonia excelsa,1,5,9:00,1012,2.424575707,32.64,9.37,2.6,0.16
1,Wet/Dry,Alphitonia excelsa,1,1,11:00,1846,3.252478139,35.64,8.16,3.49,0.16
1,Wet/Dry,Alphitonia excelsa,1,2,11:00,1854,3.760061713,37.22,5.91,3.22,0.12
1,Wet/Dry,Alphitonia excelsa,1,3,11:00,1800,3.743528537,37.23,4.18,3.46,0.13
1,Wet/Dry,Alphitonia excelsa,1,4,11:00,1685,3.228571918,35.69,9.33,4.75,0.27
1,Wet/Dry,Alphitonia excelsa,1,5,11:00,1724,3.135762433,35.4,8.91,5.33,0.35
1,Wet/Dry,Alphitonia excelsa,1,1,13:00,1189,4.313127954,39.21,5.07,2.85,0.08
1,Wet/Dry,Alphitonia excelsa,1,2,13:00,1346,4.372748343,39.34,3.26,3.59,0.11
1,Wet/Dry,Alphitonia excelsa,1,3,13:00,1103,4.121670835,38.62,3.8,3.16,0.1
1,Wet/Dry,Alphitonia excelsa,1,4,13:00,1453,3.6982989,37.53,6.07,5.68,0.29
1,Wet/Dry,Alphitonia excelsa,1,5,13:00,1254,3.381770438,36.64,6.83,5.6,0.33
1,Wet/Dry,Alphitonia excelsa,1,1,15:00,1234,3.456816553,36.92,6.33,3.29,0.13
1,Wet/Dry,Alphitonia excelsa,1,2,15:00,793,3.314775377,36.53,2,1.88,0.07
1,Wet/Dry,Alphitonia excelsa,1,3,15:00,816,3.251308752,36.37,3.25,2.02,0.08
1,Wet/Dry,Alphitonia excelsa,1,4,15:00,1272,3.392936483,36.85,6.69,3.67,0.16
1,Wet/Dry,Alphitonia excelsa,1,5,15:00,1189,3.318650419,36.69,7.15,3.75,0.17
1,Wet/Dry,Alphitonia excelsa,1,1,17:00,93,1.438660682,29.72,2.41,1.33,0.13
1,Wet/Dry,Alphitonia excelsa,1,2,17:00,198,1.749150175,31.01,1.69,0.52,0.03
1,Wet/Dry,Alphitonia excelsa,1,3,17:00,128,1.660240986,30.7,2.6,0.45,0.03
1,Wet/Dry,Alphitonia excelsa,1,4,17:00,83,1.378417677,29.51,1.01,1.23,0.12
1,Wet/Dry,Alphitonia excelsa,1,5,17:00,70,1.523204742,30.15,1.83,0.5,0.04
1,Wet/Dry,Alphitonia excelsa,2,1,5:00,2,0.516669341,24.34,-2.38,0,0
1,Wet/Dry,Alphitonia excelsa,2,2,5:00,2,0.537840413,24.51,-0.74,0,0
1,Wet/Dry,Alphitonia excelsa,2,3,5:00,2,0.482334349,24.04,-0.46,0.18,0.04
1,Wet/Dry,Alphitonia excelsa,2,4,5:00,2,0.516647198,24.23,-1.24,0.06,0.01
1,Wet/Dry,Alphitonia excelsa,2,5,5:00,2,0.537554059,24.29,-0.76,0.06,0.01
1,Wet/Dry,Alphitonia excelsa,2,1,9:00,1458,3.250405976,35.54,7.65,2.67,0.11
1,Wet/Dry,Alphitonia excelsa,2,2,9:00,1210,2.818191143,34.21,8.78,3.64,0.21
1,Wet/Dry,Alphitonia excelsa,2,3,9:00,1173,3.056733712,34.99,7.96,3.36,0.17
1,Wet/Dry,Alphitonia excelsa,2,4,9:00,1246,3.487973356,36.42,6.63,2.87,0.11
1,Wet/Dry,Alphitonia excelsa,2,5,9:00,1272,3.616128158,36.83,6.18,3.1,0.12
1,Wet/Dry,Alphitonia excelsa,2,1,11:00,1218,3.5282953,36.6,8.36,3.08,0.12
1,Wet/Dry,Alphitonia excelsa,2,2,11:00,1453,3.671068719,37.02,6.69,3.79,0.15
1,Wet/Dry,Alphitonia excelsa,2,3,11:00,1093,3.428044867,36.3,5.36,3.11,0.13
1,Wet/Dry,Alphitonia excelsa,2,4,11:00,1513,4.298588288,38.8,5.06,3.08,0.09
1,Wet/Dry,Alphitonia excelsa,2,5,11:00,1186,3.672034734,37.11,7.68,4.05,0.17
1,Wet/Dry,Alphitonia excelsa,2,1,13:00,1424,4.431950942,39.52,6.17,3.12,0.09
1,Wet/Dry,Alphitonia excelsa,2,2,13:00,1456,4.436522489,39.48,6.08,3.09,0.09
1,Wet/Dry,Alphitonia excelsa,2,3,13:00,1288,3.496572529,36.89,7.52,4.54,0.21
1,Wet/Dry,Alphitonia excelsa,2,4,13:00,1583,4.599959407,39.9,5.15,3.21,0.09
1,Wet/Dry,Alphitonia excelsa,2,5,13:00,1554,4.985162193,40.81,3.67,2.21,0.05
1,Wet/Dry,Alphitonia excelsa,2,1,15:00,972,3.53088727,37.28,6.27,2.55,0.09
1,Wet/Dry,Alphitonia excelsa,2,2,15:00,991,3.551322227,37.31,5.19,2.6,0.1
1,Wet/Dry,Alphitonia excelsa,2,3,15:00,1369,3.583210329,37.43,8.78,4.19,0.18
1,Wet/Dry,Alphitonia excelsa,2,4,15:00,1335,4.224123048,39.16,4.02,2.43,0.07
1,Wet/Dry,Alphitonia excelsa,2,5,15:00,1105,3.767491137,37.95,5.1,2.46,0.08
1,Wet/Dry,Alphitonia excelsa,2,1,17:00,372,2.202443418,32.74,3.36,0.53,0.03
1,Wet/Dry,Alphitonia excelsa,2,2,17:00,125,1.896551284,31.69,1.12,0.38,0.02
1,Wet/Dry,Alphitonia excelsa,2,3,17:00,414,2.132379695,32.56,2.87,0.78,0.04
1,Wet/Dry,Alphitonia excelsa,2,4,17:00,62,1.755529164,31.19,3.58,0.47,0.03
1,Wet/Dry,Alphitonia excelsa,2,5,17:00,234,1.974816316,32.02,1.23,0.4,0.02
1,Wet/Dry,Alphitonia excelsa,3,1,5:00,2,0.564971667,24.44,-1.92,0.02,0
1,Wet/Dry,Alphitonia excelsa,3,2,5:00,2,0.557639236,24.4,-1.81,0.11,0.02
1,Wet/Dry,Alphitonia excelsa,3,3,5:00,2,0.585215166,24.55,-0.56,0.02,0
1,Wet/Dry,Alphitonia excelsa,3,4,5:00,4,0.588908331,24.57,-0.34,0.02,0
1,Wet/Dry,Alphitonia excelsa,3,5,5:00,2,0.600756362,24.58,-0.61,0.14,0.03
1,Wet/Dry,Alphitonia excelsa,3,1,9:00,1067,3.016088837,35.02,6.54,4.16,0.24
1,Wet/Dry,Alphitonia excelsa,3,2,9:00,1213,3.094575364,35.27,9.27,4.45,0.26
1,Wet/Dry,Alphitonia excelsa,3,3,9:00,1361,3.626343069,36.86,4.24,3.65,0.15
1,Wet/Dry,Alphitonia excelsa,3,4,9:00,1307,3.28682942,35.87,6.13,4.26,0.22
1,Wet/Dry,Alphitonia excelsa,3,5,9:00,842,2.700655717,33.95,7.08,4.12,0.28
1,Wet/Dry,Alphitonia excelsa,3,1,11:00,785,2.667384373,34.04,9.7,5.03,0.44
1,Wet/Dry,Alphitonia excelsa,3,2,11:00,1411,3.73088727,37.28,5.28,4.56,0.2
1,Wet/Dry,Alphitonia excelsa,3,3,11:00,1382,3.437973356,36.42,8.37,5.02,0.26
1,Wet/Dry,Alphitonia excelsa,3,4,11:00,1080,2.903143091,34.72,9.14,5.17,0.39
1,Wet/Dry,Alphitonia excelsa,3,5,11:00,1513,3.348344016,36.18,7.52,6.22,0.42
1,Wet/Dry,Alphitonia excelsa,3,1,13:00,1687,4.649344447,40,4.56,2.82,0.08
1,Wet/Dry,Alphitonia excelsa,3,2,13:00,1661,5.059917221,41.04,2.51,2.46,0.06
1,Wet/Dry,Alphitonia excelsa,3,3,13:00,1813,4.325992351,39.27,5.19,5.04,0.18
1,Wet/Dry,Alphitonia excelsa,3,4,13:00,1823,4.23246784,39.05,4.66,5.48,0.21
1,Wet/Dry,Alphitonia excelsa,3,5,13:00,1826,4.156008658,38.9,6.14,5.73,0.24
1,Wet/Dry,Alphitonia excelsa,3,1,15:00,1800,4.176071032,38.98,7.39,3.98,0.14
1,Wet/Dry,Alphitonia excelsa,3,2,15:00,1786,3.850449979,38.18,6.37,4.79,0.2
1,Wet/Dry,Alphitonia excelsa,3,3,15:00,1711,3.774669394,37.97,5.07,4.85,0.21
1,Wet/Dry,Alphitonia excelsa,3,4,15:00,1724,3.72390454,37.94,7.02,5.08,0.23
1,Wet/Dry,Alphitonia excelsa,3,5,15:00,1711,3.651877057,37.71,6.53,5.29,0.26
1,Wet/Dry,Alphitonia excelsa,3,1,17:00,850,2.050012077,32.37,8.29,1.67,0.11
1,Wet/Dry,Alphitonia excelsa,3,2,17:00,737,2.065501479,32.39,3.09,1.57,0.1
1,Wet/Dry,Alphitonia excelsa,3,3,17:00,793,2.18362879,32.78,6.06,1.69,0.1
1,Wet/Dry,Alphitonia excelsa,3,4,17:00,790,2.255380906,33.07,4.79,1.66,0.1
1,Wet/Dry,Alphitonia excelsa,3,5,17:00,772,2.152921684,32.67,7.77,2.14,0.14
1,Wet/Dry,Alphitonia excelsa,4,1,5:00,4,0.620456574,24.74,-0.84,0.11,0.02
1,Wet/Dry,Alphitonia excelsa,4,2,5:00,4,0.604455324,24.6,-1.75,0.13,0.02
1,Wet/Dry,Alphitonia excelsa,4,3,5:00,4,0.636648569,24.88,,0.03,0
1,Wet/Dry,Alphitonia excelsa,4,4,5:00,4,0.624186582,24.76,-1.13,0.04,0
1,Wet/Dry,Alphitonia excelsa,4,5,5:00,4,0.627920486,24.78,-1.8,0.12,0.02
1,Wet/Dry,Alphitonia excelsa,4,1,9:00,1622,3.161672159,35.45,11.09,6.12,0.46
1,Wet/Dry,Alphitonia excelsa,4,2,9:00,1815,3.51131104,36.43,12.31,5.91,0.34
1,Wet/Dry,Alphitonia excelsa,4,3,9:00,1562,3.087970049,35.09,11.53,5.85,0.44
1,Wet/Dry,Alphitonia excelsa,4,4,9:00,1760,3.262478139,35.64,11.86,6.19,0.44
1,Wet/Dry,Alphitonia excelsa,4,5,9:00,1805,3.192121744,35.42,8.48,6.88,0.61
1,Wet/Dry,Alphitonia excelsa,4,1,11:00,1513,3.348344016,36.18,7.52,6.22,0.42
1,Wet/Dry,Alphitonia excelsa,4,2,11:00,1727,3.595927777,36.8,9.63,6.62,0.41
1,Wet/Dry,Alphitonia excelsa,4,3,11:00,1667,3.524930517,36.59,13.93,6.61,0.43
1,Wet/Dry,Alphitonia excelsa,4,4,11:00,1478,3.059925052,35.16,9.84,7.25,0.79
1,Wet/Dry,Alphitonia excelsa,4,5,11:00,1573,3.089409221,35.38,5.08,7.99,1.12
1,Wet/Dry,Alphitonia excelsa,4,1,13:00,1244,2.304756905,32.46,6.99,3.21,0.24
1,Wet/Dry,Alphitonia excelsa,4,2,13:00,1375,2.862789816,34.49,7.01,2.77,0.14
1,Wet/Dry,Alphitonia excelsa,4,3,13:00,1351,2.249248599,32.44,9.99,5.14,0.72
1,Wet/Dry,Alphitonia excelsa,4,4,13:00,1348,2.339229698,32.8,10.92,5.29,0.69
1,Wet/Dry,Alphitonia excelsa,4,5,13:00,1380,3.004839648,35.08,7.16,3.97,0.22
1,Wet/Dry,Alphitonia excelsa,4,1,15:00,972,3.53088727,37.28,6.27,2.55,0.09
1,Wet/Dry,Alphitonia excelsa,4,2,15:00,991,3.551322227,37.31,5.19,2.6,0.1
1,Wet/Dry,Alphitonia excelsa,4,3,15:00,1369,3.583210329,37.43,8.78,4.19,0.18
1,Wet/Dry,Alphitonia excelsa,4,4,15:00,1335,4.224123048,39.16,4.02,2.43,0.07
1,Wet/Dry,Alphitonia excelsa,4,5,15:00,1105,3.767491137,37.95,5.1,2.46,0.08
1,Wet/Dry,Alphitonia excelsa,4,1,17:00,1800,4.176071032,38.98,7.39,3.98,0.14
1,Wet/Dry,Alphitonia excelsa,4,2,17:00,1786,3.850449979,38.18,6.37,4.79,0.2
1,Wet/Dry,Alphitonia excelsa,4,3,17:00,1711,3.774669394,37.97,5.07,4.85,0.21
1,Wet/Dry,Alphitonia excelsa,4,4,17:00,1724,3.72390454,37.94,7.02,5.08,0.23
1,Wet/Dry,Alphitonia excelsa,4,5,17:00,1711,3.651877057,37.71,6.53,5.29,0.26
2,Wet/Dry,Gossia bidwillii,1,1,5:00,2,0.585154088,24,1.13,0.08,0.01
2,Wet/Dry,Gossia bidwillii,1,2,5:00,2,0.475770533,23.38,0.71,0.86,0.38
2,Wet/Dry,Gossia bidwillii,1,3,5:00,2,0.587729449,24.07,-0.13,0.31,0.06
2,Wet/Dry,Gossia bidwillii,1,4,5:00,2,0.686306256,24.61,0.87,0,0
2,Wet/Dry,Gossia bidwillii,1,5,5:00,2,0.653978774,24.38,-2.99,0.12,0.02
2,Wet/Dry,Gossia bidwillii,1,1,9:00,12,1.541946518,22.29,0.24,0.38,0.03
2,Wet/Dry,Gossia bidwillii,1,2,9:00,15,1.659242296,23.11,0.41,0.39,0.03
2,Wet/Dry,Gossia bidwillii,1,3,9:00,15,1.8183621,23.85,0.56,0.7,0.05
2,Wet/Dry,Gossia bidwillii,1,4,9:00,18,1.962321091,24.75,0.35,0.54,0.03
2,Wet/Dry,Gossia bidwillii,1,5,9:00,18,2.007932394,24.94,0.99,0.66,0.04
2,Wet/Dry,Gossia bidwillii,1,1,11:00,639,2.571281713,28.62,2.03,0.55,0.02
2,Wet/Dry,Gossia bidwillii,1,2,11:00,837,2.751604096,29.98,1.83,0.36,0.01
2,Wet/Dry,Gossia bidwillii,1,3,11:00,1069,2.935001611,30.56,2.4,0.93,0.04
2,Wet/Dry,Gossia bidwillii,1,4,11:00,537,2.443114761,28.54,2.28,0.62,0.03
2,Wet/Dry,Gossia bidwillii,1,5,11:00,367,2.188518227,27.43,2.16,0.99,0.06
2,Wet/Dry,Gossia bidwillii,1,1,13:00,101,1.677568369,30.37,1.49,1.08,0.09
2,Wet/Dry,Gossia bidwillii,1,2,13:00,239,1.870707996,31.21,2.19,0.85,0.06
2,Wet/Dry,Gossia bidwillii,1,3,13:00,60,1.53457704,29.91,1.42,1.21,0.13
2,Wet/Dry,Gossia bidwillii,1,4,13:00,284,1.958012518,31.62,2.19,0.58,0.03
2,Wet/Dry,Gossia bidwillii,1,5,13:00,52,1.500356022,29.81,1.19,1.13,0.12
2,Wet/Dry,Gossia bidwillii,1,1,15:00,349,1.304058846,28.5,2.68,0.44,0.04
2,Wet/Dry,Gossia bidwillii,1,2,15:00,117,1.167988792,27.98,1.98,0.31,0.03
2,Wet/Dry,Gossia bidwillii,1,3,15:00,41,1.201178979,28.22,1.1,0.55,0.06
2,Wet/Dry,Gossia bidwillii,1,4,15:00,57,1.345549584,29.03,1.15,0.38,0.03
2,Wet/Dry,Gossia bidwillii,1,5,15:00,,,,,,
2,Wet/Dry,Gossia bidwillii,1,1,17:00,10,1.462869546,29.19,0.53,0.19,0.01
2,Wet/Dry,Gossia bidwillii,1,2,17:00,10,1.469900603,29.22,0.71,0.15,0.01
2,Wet/Dry,Gossia bidwillii,1,3,17:00,7,1.544251444,29.66,0.59,0.14,0
2,Wet/Dry,Gossia bidwillii,1,4,17:00,7,1.687841426,30.25,0.32,0.15,0
2,Wet/Dry,Gossia bidwillii,1,5,17:00,4,1.828270989,30.85,0.16,0.14,0
2,Wet/Dry,Gossia bidwillii,3,1,5:00,2,0.649478284,23.8,-0.09,0.35,0.06
2,Wet/Dry,Gossia bidwillii,3,2,5:00,2,0.597269304,23.9,-1.41,0.41,0.09
2,Wet/Dry,Gossia bidwillii,3,3,5:00,2,0.632334349,24.04,-0.45,0.33,0.06
2,Wet/Dry,Gossia bidwillii,3,4,5:00,2,0.599778783,23.97,-3.14,0.59,0.14
2,Wet/Dry,Gossia bidwillii,3,5,5:00,2,0.616740185,24.12,0.42,0.64,0.15
2,Wet/Dry,Gossia bidwillii,3,1,9:00,18,2.04681736,25.04,0.98,0.72,0.04
2,Wet/Dry,Gossia bidwillii,3,2,9:00,18,2.090511288,25.58,2.51,0.14,0
2,Wet/Dry,Gossia bidwillii,3,3,9:00,10,1.960606173,25.06,0.62,0.62,0.04
2,Wet/Dry,Gossia bidwillii,3,4,9:00,18,2.048564485,25.57,0.47,0.64,0.04
2,Wet/Dry,Gossia bidwillii,3,5,9:00,18,2.055726866,25.76,0.51,0.56,0.03
2,Wet/Dry,Gossia bidwillii,3,1,11:00,41,1.654971667,24.44,1.48,0.19,0.01
2,Wet/Dry,Gossia bidwillii,3,2,11:00,39,1.690756362,24.58,1.43,0.3,0.02
2,Wet/Dry,Gossia bidwillii,3,3,11:00,39,1.71165829,24.8,0.41,0.35,0.02
