Plant Genus,Plant Species,Visitor Order/Family,Visitor Genus,Visitor Species,Morphospecies,Region,Publication,Visitor TRAIT,Method,Pollination evidence,Plant floral TRAIT,Location,Month,Year,DOI,Citation,notes,ID,ID2,source_id,pollinator_trait_value
Eucalyptus,calophylla,Meliphagidae,Lichmera,indistincta,Brown Honeyeater,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,honeyeater
Eucalyptus,calophylla,Meliphagidae,Gliciphila ,melanops,Tawny-crowned honeyeater,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,honeyeater
Eucalyptus,calophylla,Meliphagidae,Phylidonyris,nigra,White cheeked honeyeater,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,honeyeater
Eucalyptus,calophylla,Zosteropidae,Zosterops ,lateralis,Silvereye,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,silvereye
Banksia,cuneata,Apidae,Apis,mellifera,Honeybee,WA Wheatbelt,McNee (2001),flower_visitor,Observation,,,"Brookton, Quairading",peak flowering,2000,https://library.dbca.wa.gov.au ,McNee S (2002) Pollination study of Banksia cuneata at five populations during 2000 flowering season. Report to the Western Australian Department of Conservation and Land management. Unpublished Report.,,,,McNee_2002,honeybee
Banksia,cuneata,Anthophila,,,Native bees,WA Wheatbelt,McNee (2001),flower_visitor,Observation,,,"Brookton, Quairading",peak flowering,2000,https://library.dbca.wa.gov.au ,McNee S (2002) Pollination study of Banksia cuneata at five populations during 2000 flowering season. Report to the Western Australian Department of Conservation and Land management. Unpublished Report.,,,,McNee_2002,bee
Banksia,cuneata,Apocrita,,,Wasp,WA Wheatbelt,McNee (2001),flower_visitor,Observation,,,"Brookton, Quairading",peak flowering,2000,https://library.dbca.wa.gov.au ,McNee S (2002) Pollination study of Banksia cuneata at five populations during 2000 flowering season. Report to the Western Australian Department of Conservation and Land management. Unpublished Report.,,,,McNee_2002,wasp
Banksia,cuneata,Meliphagidae,Lichenostomus,virescens,Singing honeyeater,WA Wheatbelt,McNee (2001),flower_visitor,Observation,,,"Brookton, Quairading",peak flowering,2000,https://library.dbca.wa.gov.au ,McNee S (2002) Pollination study of Banksia cuneata at five populations during 2000 flowering season. Report to the Western Australian Department of Conservation and Land management. Unpublished Report.,,,,McNee_2002,honeyeater
Banksia,cuneata,Meliphagidae,Anthochaera,carunculata,Red Wattlebird,WA Wheatbelt,McNee (2001),flower_visitor,Observation,,,"Brookton, Quairading",peak flowering,2000,https://library.dbca.wa.gov.au ,McNee S (2002) Pollination study of Banksia cuneata at five populations during 2000 flowering season. Report to the Western Australian Department of Conservation and Land management. Unpublished Report.,,,,McNee_2002,honeyeater
Banksia,cuneata,Meliphagidae,Lichmera,indistincta,Brown Honeyeater,WA Wheatbelt,McNee (2001),flower_visitor,Observation,,,"Brookton, Quairading",peak flowering,2000,https://library.dbca.wa.gov.au ,McNee S (2002) Pollination study of Banksia cuneata at five populations during 2000 flowering season. Report to the Western Australian Department of Conservation and Land management. Unpublished Report.,,,,McNee_2002,honeyeater
Banksia,cuneata,Meliphagidae,Manorina,flavigula,Yellow-throated miner,WA Wheatbelt,McNee (2001),flower_visitor,Observation,,,"Brookton, Quairading",peak flowering,2000,https://library.dbca.wa.gov.au ,McNee S (2002) Pollination study of Banksia cuneata at five populations during 2000 flowering season. Report to the Western Australian Department of Conservation and Land management. Unpublished Report.,,,,McNee_2002,honeyeater
Banksia,cuneata,Meliphagidae,Certhionyx,niger,Black honeyeater,WA Wheatbelt,McNee (2001),flower_visitor,Observation,,,"Brookton, Quairading",peak flowering,2000,https://library.dbca.wa.gov.au ,McNee S (2002) Pollination study of Banksia cuneata at five populations during 2000 flowering season. Report to the Western Australian Department of Conservation and Land management. Unpublished Report.,,,,McNee_2002,honeyeater
Banksia,oligantha,Meliphagidae,Lichmera,indistincta,Brown Honeyeater,WA Wheatbelt,McNee (2001),flower_visitor,Observation,,,Narrogin area,peak flowering,2000,https://library.dbca.wa.gov.au ,McNee S (2002) Pollination study of Banksia cuneata at five populations during 2000 flowering season. Report to the Western Australian Department of Conservation and Land management. Unpublished Report.,,,,McNee_2002,honeyeater
Banksia,oligantha,Meliphagidae,Anthochaera,carunculata,Red Wattlebird,WA Wheatbelt,McNee (2001),flower_visitor,Observation,,,Narrogin area,peak flowering,2000,https://library.dbca.wa.gov.au ,McNee S (2002) Pollination study of Banksia cuneata at five populations during 2000 flowering season. Report to the Western Australian Department of Conservation and Land management. Unpublished Report.,,,,McNee_2002,honeyeater
Banksia,oligantha,Meliphagidae,Anthochaera,chrysoptera,Little Wattlebird,WA Wheatbelt,McNee (2001),flower_visitor,Observation,,,Narrogin area,peak flowering,2000,https://library.dbca.wa.gov.au ,McNee S (2002) Pollination study of Banksia cuneata at five populations during 2000 flowering season. Report to the Western Australian Department of Conservation and Land management. Unpublished Report.,,,,McNee_2002,honeyeater
Banksia,oligantha,Apidae,Apis,mellifera,Honeybee,WA Wheatbelt,McNee (2001),flower_visitor,Observation,,,Narrogin area,peak flowering,2000,https://library.dbca.wa.gov.au ,McNee S (2002) Pollination study of Banksia cuneata at five populations during 2000 flowering season. Report to the Western Australian Department of Conservation and Land management. Unpublished Report.,,,,McNee_2002,honeybee
Banksia,ilicifolia,Meliphagidae,Phylidonyris,novaehollandiae,New Holland Honeyeater,"Perth, coastal plain","Lamont BB, Collins BG (1988)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,4.6 ul per floret,Jandakot airport,September & October & November,1982; 1983; 1984,https://doi.org/10.1111/j.1442-9993.1988.tb00962.x ,"Lamont BB, Collins BG (1988) Flower colour change in Banksia ilicifolia: a signal for pollinators. Australian Journal of Ecology 13, 129-135",,,,Lamont_1988,honeyeater
Banksia,ilicifolia,Meliphagidae,Phylidonyris,niger,White cheeked honeyeater,"Perth, coastal plain","Lamont BB, Collins BG (1988)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jandakot airport,September & October & November,1982; 1983; 1984,https://doi.org/10.1111/j.1442-9993.1988.tb00962.x ,"Lamont BB, Collins BG (1988) Flower colour change in Banksia ilicifolia: a signal for pollinators. Australian Journal of Ecology 13, 129-135",,,,Lamont_1988,honeyeater
Banksia,ilicifolia,Meliphagidae,Acanthorhynchus,superciliosus,Western Spinebill,"Perth, coastal plain","Lamont BB, Collins BG (1988)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jandakot airport,September & October & November,1982; 1983; 1984,https://doi.org/10.1111/j.1442-9993.1988.tb00962.x ,"Lamont BB, Collins BG (1988) Flower colour change in Banksia ilicifolia: a signal for pollinators. Australian Journal of Ecology 13, 129-135",,,,Lamont_1988,honeyeater
Banksia,ilicifolia,Meliphagidae,Lichmera,indistincta,Brown Honeyeater,"Perth, coastal plain","Lamont BB, Collins BG (1988)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jandakot airport,September & October & November,1982; 1983; 1984,https://doi.org/10.1111/j.1442-9993.1988.tb00962.x ,"Lamont BB, Collins BG (1988) Flower colour change in Banksia ilicifolia: a signal for pollinators. Australian Journal of Ecology 13, 129-135",,,,Lamont_1988,honeyeater
Banksia,ilicifolia,Meliphagidae,Anthochaera,carunculata,Red Wattlebird,"Perth, coastal plain","Lamont BB, Collins BG (1988)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jandakot airport,September & October & November,1982; 1983; 1984,https://doi.org/10.1111/j.1442-9993.1988.tb00962.x ,"Lamont BB, Collins BG (1988) Flower colour change in Banksia ilicifolia: a signal for pollinators. Australian Journal of Ecology 13, 129-135",,,,Lamont_1988,honeyeater
Banksia,ilicifolia,Meliphagidae,Anthochaera,chrysoptera,Little Wattlebird,"Perth, coastal plain","Lamont BB, Collins BG (1988)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jandakot airport,September & October & November,1982; 1983; 1984,https://doi.org/10.1111/j.1442-9993.1988.tb00962.x ,"Lamont BB, Collins BG (1988) Flower colour change in Banksia ilicifolia: a signal for pollinators. Australian Journal of Ecology 13, 129-135",,,,Lamont_1988,honeyeater
Banksia,ilicifolia,Formicidae,Iridomyrmex,conifer,Black ant,"Perth, coastal plain","Lamont BB, Collins BG (1988)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jandakot airport,September & October & November,1982; 1983; 1984,https://doi.org/10.1111/j.1442-9993.1988.tb00962.x ,"Lamont BB, Collins BG (1988) Flower colour change in Banksia ilicifolia: a signal for pollinators. Australian Journal of Ecology 13, 129-135",,,,Lamont_1988,ant
Banksia,ilicifolia,Coleoptera,Liparetrus,,Beetle,"Perth, coastal plain","Lamont BB, Collins BG (1988)",pollination_vector_possible,Observation & Pollen swab from vector,pollen and nectar reward & pollen swabbed from body,,Jandakot airport,September & October & November,1982; 1983; 1984,https://doi.org/10.1111/j.1442-9993.1988.tb00962.x ,"Lamont BB, Collins BG (1988) Flower colour change in Banksia ilicifolia: a signal for pollinators. Australian Journal of Ecology 13, 129-135",,,,Lamont_1988,beetle
Banksia,ilicifolia,Colletidae,Leioproctus,,Bee 1,"Perth, coastal plain","Lamont BB, Collins BG (1988)",pollination_vector_possible,Observation & Pollen swab from vector,pollen and nectar reward & pollen swabbed from body,,Jandakot airport,September & October & November,1982; 1983; 1984,https://doi.org/10.1111/j.1442-9993.1988.tb00962.x ,"Lamont BB, Collins BG (1988) Flower colour change in Banksia ilicifolia: a signal for pollinators. Australian Journal of Ecology 13, 129-135",,,,Lamont_1988,colletidae
Banksia,ilicifolia,Colletidae,Leioproctus,,Bee 2,"Perth, coastal plain","Lamont BB, Collins BG (1988)",pollination_vector_possible,Observation & Pollen swab from vector,pollen and nectar reward & pollen swabbed from body,,Jandakot airport,September & October & November,1982; 1983; 1984,https://doi.org/10.1111/j.1442-9993.1988.tb00962.x ,"Lamont BB, Collins BG (1988) Flower colour change in Banksia ilicifolia: a signal for pollinators. Australian Journal of Ecology 13, 129-135",,,,Lamont_1988,colletidae
Lambertia,orbifolia subp. vespera,Meliphagidae,Phylidonyris,novaehollandiae,New Holland Honeyeater,WA South coast,"Whitaker PK, Collins BG (1997)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Augusta ,December & January,1996 (1997),https://library.dbca.wa.gov.au ,"Whitaker PK, Collins BG (1997) Pollen vectors for the rare plant species Lambertia orbifolia. Report to the Western Australian Department of Conservation and Land management. Unpublished Report Curtin University, Western Australia.",,,,Whitaker_1997,honeyeater
Lambertia,orbifolia subp. vespera,Meliphagidae,Acanthorhynchus,superciliosus,Western Spinebill,WA South coast,"Whitaker PK, Collins BG (1997)",pollination_vector_possible,Observation,contact with stigma and anthers,,Augusta ,December & January,1996 (1997),https://library.dbca.wa.gov.au ,"Whitaker PK, Collins BG (1997) Pollen vectors for the rare plant species Lambertia orbifolia. Report to the Western Australian Department of Conservation and Land management. Unpublished Report Curtin University, Western Australia.",,,,Whitaker_1997,honeyeater
Lambertia,orbifolia subp. vespera,Meliphagidae,Lichmera,indistincta,Brown Honeyeater,WA South coast,"Whitaker PK, Collins BG (1997)",pollination_vector_possible,Observation,contact with stigma and anthers,,Augusta ,December & January,1996 (1997),https://library.dbca.wa.gov.au ,"Whitaker PK, Collins BG (1997) Pollen vectors for the rare plant species Lambertia orbifolia. Report to the Western Australian Department of Conservation and Land management. Unpublished Report Curtin University, Western Australia.",,,,Whitaker_1997,honeyeater
Lambertia,orbifolia subp. vespera,Meliphagidae,Anthochaera,chrysoptera,Little Wattlebird,WA South coast,"Whitaker PK, Collins BG (1997)",pollination_vector_possible,Observation,contact with stigma and anthers,,Augusta ,December & January,1996 (1997),https://library.dbca.wa.gov.au ,"Whitaker PK, Collins BG (1997) Pollen vectors for the rare plant species Lambertia orbifolia. Report to the Western Australian Department of Conservation and Land management. Unpublished Report Curtin University, Western Australia.",,,,Whitaker_1997,honeyeater
Lambertia,orbifolia subp. vespera,Meliphagidae,Anthochaera,carunculata,Red Wattlebird,WA South coast,"Whitaker PK, Collins BG (1997)",pollination_vector_possible,Observation,contact with stigma and anthers,,Augusta ,December & January,1996 (1997),https://library.dbca.wa.gov.au ,"Whitaker PK, Collins BG (1997) Pollen vectors for the rare plant species Lambertia orbifolia. Report to the Western Australian Department of Conservation and Land management. Unpublished Report Curtin University, Western Australia.",,,,Whitaker_1997,honeyeater
Lambertia,orbifolia subp. vespera,Anthophila,,,Native bee,WA South coast,"Whitaker PK, Collins BG (1997)",flower_visitor,Observation,nectar reward; no contact with stigma or anthers,,Augusta ,December & January,1996 (1997),https://library.dbca.wa.gov.au ,"Whitaker PK, Collins BG (1997) Pollen vectors for the rare plant species Lambertia orbifolia. Report to the Western Australian Department of Conservation and Land management. Unpublished Report Curtin University, Western Australia.",,,,Whitaker_1997,bee
Lambertia,orbifolia subp. vespera,Apidae,Apis,mellifera,Honeybee,WA South coast,"Whitaker PK, Collins BG (1997)",flower_visitor,Observation,nectar reward; no contact with stigma or anthers,,Augusta ,December & January,1996 (1997),https://library.dbca.wa.gov.au ,"Whitaker PK, Collins BG (1997) Pollen vectors for the rare plant species Lambertia orbifolia. Report to the Western Australian Department of Conservation and Land management. Unpublished Report Curtin University, Western Australia.",,,,Whitaker_1997,honeybee
Lambertia,orbifolia subp. vespera,Diptera,,,Fly,WA South coast,"Whitaker PK, Collins BG (1997)",flower_visitor,Observation,nectar reward; no contact with stigma or anthers,,Augusta ,December & January,1996 (1997),https://library.dbca.wa.gov.au ,"Whitaker PK, Collins BG (1997) Pollen vectors for the rare plant species Lambertia orbifolia. Report to the Western Australian Department of Conservation and Land management. Unpublished Report Curtin University, Western Australia.",,,,Whitaker_1997,fly
Lambertia,orbifolia subp. vespera,Formicidae,,,Ant,WA South coast,"Whitaker PK, Collins BG (1997)",flower_visitor,Observation,nectar reward; no contact with stigma or anthers,,Augusta ,December & January,1996 (1997),https://library.dbca.wa.gov.au ,"Whitaker PK, Collins BG (1997) Pollen vectors for the rare plant species Lambertia orbifolia. Report to the Western Australian Department of Conservation and Land management. Unpublished Report Curtin University, Western Australia.",,,,Whitaker_1997,ant
Lambertia,orbifolia subsp. orbifolia,Meliphagidae,Acanthorhynchus,superciliosus,Western Spinebill,WA South coast,Unpublished - Pers obs L. Monks 9/5/2000,pollination_vector_possible,Observation,contact with stigma and anthers,,Narrikup,May,2000,,,Only one observation,,,Elliott_2026,honeyeater
Lambertia,formosa,Meliphagidae,Phylidonyris,novaehollandiae,New Holland Honeyeater,NSW Coast,"Pyke GH, C'Connor PJ (1993)",pollination_vector_possible,Observation,contact with stigma and anthers,,Brisbane Waters National park,April-November,1985-1988,https://doi.org/10.1111/j.1442-9993.1993.tb00454.x ,"Pyke GH, O'Connor PJ (1993) Use of heathland and adjoining forest by honeyeaters: results of a radiotracking study. Australian Journal of Ecology 18, 269-274.",,,,Pyke_1993,honeyeater
Lambertia,formosa,Meliphagidae,Phylidonyris,nigra,White cheeked honeyeater,NSW Coast,"Pyke GH, C'Connor PJ (1993)",pollination_vector_possible,Observation,contact with stigma and anthers,,Brisbane Waters National park,April-November,1985-1988,https://doi.org/10.1111/j.1442-9993.1993.tb00454.x ,"Pyke GH, O'Connor PJ (1993) Use of heathland and adjoining forest by honeyeaters: results of a radiotracking study. Australian Journal of Ecology 18, 269-274.",,,,Pyke_1993,honeyeater
Synaphea,quartzitica,Apidae,Apis,mellifera,Honeybee,WA Midwest,"Harding, Lamont, Yates (2003)",flower_visitor,Observation,,80% pollen viability; 0.2 pollen tubes per stigma,Moora,July & August,2001,https://library.dbca.wa.gov.au ,"Harding MG, Lamont BB, Yates CJ (2003) Conservation biology of the rare and critically endangered Synaphea quartzitica and common S. spinulosa. Unpublished Report. ",Only one observation,,,Harding_2003,honeybee
Adenanthos,sericea,Meliphagidae,Phylidonyris,novaehollandiae,New Holland Honeyeater,WA South coast,"Rees RG, Collins BG (1994)",flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,honeyeater
Adenanthos,sericea,Meliphagidae,Phylidonyris,nigra,White cheeked honeyeater,WA South coast,"Rees RG, Collins BG (1994)",flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,honeyeater
Adenanthos,sericea,Meliphagidae,Acanthorhynchus,superciliosus,Western Spinebill,WA South coast,"Rees RG, Collins BG (1994)",flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,honeyeater
Adenanthos,sericea,Muridae,Rattus,fuscipes,Bush rat,WA South coast,"Rees RG, Collins BG (1994)",flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,rodent
Adenanthos,sericea,Muridae,Mus,musculus,Mouse,WA South coast,"Rees RG, Collins BG (1994)",flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,rodent
Eucalyptus,,Muridae,Rattus,fuscipes,Bush rat,WA South coast,"Rees RG, Collins BG (1994)",flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,rodent
Eucalyptus,,Muridae,Mus,musculus,Mouse,WA South coast,"Rees RG, Collins BG (1994)",flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,rodent
Banksia,verticillata,Meliphagidae,Phylidonyris,novaehollandiae,New Holland Honeyeater,WA South coast,"Rees RG, Collins BG (1994)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,"anthesis rate: 4.2 florets per hour, 9.5 days for all florets on inflorescence to open",Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,honeyeater
Banksia,verticillata,Meliphagidae,Phylidonyris,nigra,White cheeked honeyeater,WA South coast,"Rees RG, Collins BG (1994)",flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,honeyeater
Banksia,verticillata,Meliphagidae,Acanthorhynchus,superciliosus,Western Spinebill,WA South coast,"Rees RG, Collins BG (1994)",flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,honeyeater
Banksia,verticillata,Apidae,Apis,mellifera,Honeybee,WA South coast,"Rees RG, Collins BG (1994)",pollination_vector_possible,Observation,collecting pollen and nectar; assumed pollinator,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,honeybee
Banksia,verticillata,Apidae,Amegilla,,Native bee,WA South coast,"Rees RG, Collins BG (1994)",pollination_vector_possible,Observation,collecting nectar; assumed pollinator,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,anthophorini
Banksia,verticillata,Formicidae,Iridomyrmex,conifer?,Black ant,WA South coast,"Rees RG, Collins BG (1994)",pollination_vector_possible,Observation,collecting nectar; assumed pollinator,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,ant
Banksia,verticillata,Formicidae,Mymecia,,Bull ant,WA South coast,"Rees RG, Collins BG (1994)",pollination_vector_possible,Observation,collecting nectar; assumed pollinator,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,ant
Banksia,verticillata,Muridae,Rattus,fuscipes,Bush rat,WA South coast,"Rees RG, Collins BG (1994)",flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,rodent
Banksia,verticillata,Muridae,Mus,musculus,Mouse,WA South coast,"Rees RG, Collins BG (1994)",flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,rodent
Eucalyptus,preissiana,Meliphagidae,Phylidonyris,novaehollandiae,New Holland Honeyeater,WA South coast,"Rees RG, Collins BG (1994)",flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,honeyeater
Eucalyptus,calophylla,Meliphagidae,Phylidonyris,novaehollandiae,New Holland Honeyeater,WA South coast,"Rees RG, Collins BG (1994)",flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,honeyeater
Banksia,grandis,Meliphagidae,Phylidonyris,novaehollandiae,New Holland Honeyeater,WA South coast,"Rees RG, Collins BG (1994)",flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,honeyeater
Banksia,grandis,Muridae,Rattus,fuscipes,Bush rat,WA South coast,"Rees RG, Collins BG (1994)",flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,rodent
Banksia,grandis,Muridae,Mus,musculus,Mouse,WA South coast,"Rees RG, Collins BG (1994)",flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,rodent
Dryandra,,Meliphagidae,Phylidonyris,novaehollandiae,New Holland Honeyeater,WA South coast,"Rees RG, Collins BG (1994)",flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany,February,1994,https://library.dbca.wa.gov.au/static/FullTextFiles/020055.pdf,Rees RG & Collins BG (1994) Consultancy report to the Western Australian Department of Conservation and Land Management.,,,,Rees_1994,honeyeater
Grevillea,calliantha,Meliphagidae,,,Birds,WA Midwest,Armstrong 2001,pollination_vector_possible,Observation,morphology make likely pollinator,100% pollen viability; 3.1 pollen tubes per style; 333:1 flower to seed ratio,Cataby,,,https://researchportal.murdoch.edu.au/991005542553107891,"Armstrong PG (2001) Population dynamics with life histroy modelling of rare and common Grevillea species in Western Australia. PhD Thesis Murdoch University, Western Australia",,,,Armstrong_2001,honeyeater
Grevillea,calliantha,Apidae,Apis,mellifera,Honeybee,WA Midwest,Armstrong 2001,flower_visitor,Observation,morphology make unlikely pollinator,,Cataby,,,https://researchportal.murdoch.edu.au/991005542553107891,"Armstrong PG (2001) Population dynamics with life histroy modelling of rare and common Grevillea species in Western Australia. PhD Thesis Murdoch University, Western Australia",,,,Armstrong_2001,honeybee
Grevillea,calliantha,Formicidae,Iridomyrmex,greensladei,Meat ant,WA Midwest,Armstrong 2001,flower_visitor,Observation,morphology make unlikely pollinator,,Cataby,,,https://researchportal.murdoch.edu.au/991005542553107891,"Armstrong PG (2001) Population dynamics with life histroy modelling of rare and common Grevillea species in Western Australia. PhD Thesis Murdoch University, Western Australia",,,,Armstrong_2001,ant
Grevillea,armigera,Meliphagidae,,,Birds,WA Midwest,Armstrong 2001,pollination_vector_possible,Observation,morphology make likely pollinator,87% pollen viability; 1.4 pollen tubes per style; 625:1 flower to seed ratio,Wongan Hills,,,https://researchportal.murdoch.edu.au/991005542553107891,"Armstrong PG (2001) Population dynamics with life histroy modelling of rare and common Grevillea species in Western Australia. PhD Thesis Murdoch University, Western Australia",,,,Armstrong_2001,honeyeater
Grevillea,armigera,Apidae,Apis,mellifera,Honeybee,WA Midwest,Armstrong 2001,flower_visitor,Observation,morphology make unlikely pollinator,,Wongan Hills,,,https://researchportal.murdoch.edu.au/991005542553107891,"Armstrong PG (2001) Population dynamics with life histroy modelling of rare and common Grevillea species in Western Australia. PhD Thesis Murdoch University, Western Australia",,,,Armstrong_2001,honeybee
Grevillea,armigera,Formicidae,Iridomyrmex,greensladei,Meat ant,WA Midwest,Armstrong 2001,flower_visitor,Observation,morphology make unlikely pollinator,,Wongan Hills,,,https://researchportal.murdoch.edu.au/991005542553107891,"Armstrong PG (2001) Population dynamics with life histroy modelling of rare and common Grevillea species in Western Australia. PhD Thesis Murdoch University, Western Australia",,,,Armstrong_2001,ant
