Plant Genus,Plant Species,Visitor Order/Family,Visitor Genus,Visitor Species,Morphospecies,Region,Publication,Visitor TRAIT,Method,Pollination evidence,Plant floral TRAIT,Location,Month,Year,DOI,Citation,notes,ID,ID2,source_id,pollinator_trait_value
Diuris,brumalis,Anthophila,,,Native bee,Perth Hills,Elliott and Ladd (2002),pollination_vector_possible,Observation,contact with stigma and anthers,"no nectar, no perfume",Mt Helena,July,1999,http://researchrepository.murdoch.edu.au/id/eprint/16730,Elliott CP and Ladd PG (2002) Pollen limitation of fruit set in Western Australian terrestrial orchids. Journal of the Royal Society of Western Australia 85(4): 165-168,,,,Elliott_2002,bee
Pterostylis,recurva,Diptera,,,Fly,Perth Hills,Elliott and Ladd (2002),pollination_vector_possible,Observation,contact with stigma and anthers,"no nectar, no perfume",Rolystone,October,1999,http://researchrepository.murdoch.edu.au/id/eprint/16730,Elliott CP and Ladd PG (2002) Pollen limitation of fruit set in Western Australian terrestrial orchids. Journal of the Royal Society of Western Australia 85(4): 165-168,,,,Elliott_2002,fly
Pterostylis,recurva,Culicidae,,,Mosquito,Perth Hills,Elliott and Ladd (2002),pollination_vector_possible,Observation,contact with stigma and anthers,,Rolystone,October,1999,http://researchrepository.murdoch.edu.au/id/eprint/16730,Elliott CP and Ladd PG (2002) Pollen limitation of fruit set in Western Australian terrestrial orchids. Journal of the Royal Society of Western Australia 85(4): 165-168,,,,Elliott_2002,mosquito
Pterostylis,recurva,Diptera,,,Midge,Perth Hills,Elliott and Ladd (2002),pollination_vector_possible,Observation,contact with stigma and anthers; pollinia adhered,,Rolystone,October,1999,http://researchrepository.murdoch.edu.au/id/eprint/16730,Elliott CP and Ladd PG (2002) Pollen limitation of fruit set in Western Australian terrestrial orchids. Journal of the Royal Society of Western Australia 85(4): 165-168,,,,Elliott_2002,fly
Lyperanthus,serratus,Anthophila,,,Native bee,Perth Hills,Elliott and Ladd (2002),pollination_vector_possible,Observation,contact with stigma and anthers,"nectar present, perfume present",Rolystone,October,1999,http://researchrepository.murdoch.edu.au/id/eprint/16730,Elliott CP and Ladd PG (2002) Pollen limitation of fruit set in Western Australian terrestrial orchids. Journal of the Royal Society of Western Australia 85(4): 165-168,,,,Elliott_2002,bee
Lyperanthus,serratus,Lepidoptera,,,Moth,Perth Hills,Elliott and Ladd (2002),pollination_vector_possible,Observation,contact with stigma and anthers,,Rolystone,October,1999,http://researchrepository.murdoch.edu.au/id/eprint/16730,Elliott CP and Ladd PG (2002) Pollen limitation of fruit set in Western Australian terrestrial orchids. Journal of the Royal Society of Western Australia 85(4): 165-168,,,,Elliott_2002,moth
Lyperanthus,serratus,Curculionoidea,,,Brown weevil,Perth Hills,Elliott and Ladd (2002),pollination_vector_possible,Observation,contact with stigma and anthers,,Rolystone,October,1999,http://researchrepository.murdoch.edu.au/id/eprint/16730,Elliott CP and Ladd PG (2002) Pollen limitation of fruit set in Western Australian terrestrial orchids. Journal of the Royal Society of Western Australia 85(4): 165-168,,,,Elliott_2002,beetle
Prasophyllum,elatum,Anthophila,,,Native bee,Perth Hills,Elliott and Ladd (2002),pollination_vector_possible,Observation,contact with stigma and anthers,"nectar present, perfume present",Rolystone,October,1999,http://researchrepository.murdoch.edu.au/id/eprint/16730,Elliott CP and Ladd PG (2002) Pollen limitation of fruit set in Western Australian terrestrial orchids. Journal of the Royal Society of Western Australia 85(4): 165-168,,,,Elliott_2002,bee
Prasophyllum,elatum,Diptera,,,Fly,Perth Hills,Elliott and Ladd (2002),pollination_vector_possible,Observation,contact with stigma and anthers,,Rolystone,October,1999,http://researchrepository.murdoch.edu.au/id/eprint/16730,Elliott CP and Ladd PG (2002) Pollen limitation of fruit set in Western Australian terrestrial orchids. Journal of the Royal Society of Western Australia 85(4): 165-168,,,,Elliott_2002,fly
Prasophyllum,elatum,Apocrita,,,Wasp,Perth Hills,Elliott and Ladd (2002),pollination_vector_possible,Observation,contact with stigma and anthers,,Rolystone,October,1999,http://researchrepository.murdoch.edu.au/id/eprint/16730,Elliott CP and Ladd PG (2002) Pollen limitation of fruit set in Western Australian terrestrial orchids. Journal of the Royal Society of Western Australia 85(4): 165-168,,,,Elliott_2002,wasp
Prasophyllum,elatum,Coleoptera,,,Black beetle,Perth Hills,Elliott and Ladd (2002),pollination_vector_possible,Observation,contact with stigma and anthers,,Rolystone,October,1999,http://researchrepository.murdoch.edu.au/id/eprint/16730,Elliott CP and Ladd PG (2002) Pollen limitation of fruit set in Western Australian terrestrial orchids. Journal of the Royal Society of Western Australia 85(4): 165-168,,,,Elliott_2002,beetle
Prasophyllum,fimbria,Anthophila,,,Native bee,Perth Hills,Elliott and Ladd (2002),pollination_vector_possible,Observation,contact with stigma and anthers,"nectar present, perfume present",Canning Vale,October,1999,http://researchrepository.murdoch.edu.au/id/eprint/16730,Elliott CP and Ladd PG (2002) Pollen limitation of fruit set in Western Australian terrestrial orchids. Journal of the Royal Society of Western Australia 85(4): 165-168,,,,Elliott_2002,bee
Prasophyllum,fimbria,Diptera,,,Fly,Perth Hills,Elliott and Ladd (2002),pollination_vector_possible,Observation,contact with stigma and anthers,,Canning Vale,October,1999,http://researchrepository.murdoch.edu.au/id/eprint/16730,Elliott CP and Ladd PG (2002) Pollen limitation of fruit set in Western Australian terrestrial orchids. Journal of the Royal Society of Western Australia 85(4): 165-168,,,,Elliott_2002,fly
Prasophyllum,fimbria,Apocrita,,,Wasp,Perth Hills,Elliott and Ladd (2002),pollination_vector_possible,Observation,contact with stigma and anthers,,Canning Vale,October,1999,http://researchrepository.murdoch.edu.au/id/eprint/16730,Elliott CP and Ladd PG (2002) Pollen limitation of fruit set in Western Australian terrestrial orchids. Journal of the Royal Society of Western Australia 85(4): 165-168,,,,Elliott_2002,wasp
Prasophyllum,fimbria,Diptera,,,Gnat,Perth Hills,Elliott and Ladd (2002),pollination_vector_possible,Observation,contact with stigma and anthers,,Canning Vale,October,1999,http://researchrepository.murdoch.edu.au/id/eprint/16730,Elliott CP and Ladd PG (2002) Pollen limitation of fruit set in Western Australian terrestrial orchids. Journal of the Royal Society of Western Australia 85(4): 165-168,,,,Elliott_2002,fly
Prasophyllum,fimbria,Buprestidae,,,Buprestrid beetle,Perth Hills,Elliott and Ladd (2002),pollination_vector_possible,Observation,contact with stigma and anthers; pollinia adhered,,Canning Vale,October,1999,http://researchrepository.murdoch.edu.au/id/eprint/16730,Elliott CP and Ladd PG (2002) Pollen limitation of fruit set in Western Australian terrestrial orchids. Journal of the Royal Society of Western Australia 85(4): 165-168,,,,Elliott_2002,beetle
Androcalva,perlaria,Formicidae,,,Ant,WA South coast,Whiteley (2018),pollination_vector_possible,Observation,contact with stigma and anthers,,Albany,September,2014,https://research-repository.uwa.edu.au/en/publications/conserving-androcalva-perlaria,"Whiteley S (2018) Conserving Androcalva perlaria (Malvaceae): the implications of life history and the use of i conservation methodologies. Doctoral Thesis, The University of Western Australia.",some photos,,,Whiteley_2018,ant
Androcalva,perlaria,Diptera,,,Fly,WA South coast,Whiteley (2018),pollination_vector_possible,Observation,contact with stigma and anthers,,Albany,September,2014,https://research-repository.uwa.edu.au/en/publications/conserving-androcalva-perlaria,"Whiteley S (2018) Conserving Androcalva perlaria (Malvaceae): the implications of life history and the use of i conservation methodologies. Doctoral Thesis, The University of Western Australia.",some photos,,,Whiteley_2018,fly
Androcalva,perlaria,Coleoptera,,,Beetle,WA South coast,Whiteley (2018),pollination_vector_possible,Observation,contact with stigma and anthers,,Albany,September,2014,https://research-repository.uwa.edu.au/en/publications/conserving-androcalva-perlaria,"Whiteley S (2018) Conserving Androcalva perlaria (Malvaceae): the implications of life history and the use of i conservation methodologies. Doctoral Thesis, The University of Western Australia.",some photos,,,Whiteley_2018,beetle
Androcalva,perlaria,Apidae,Apis,mellifera,Honeybee,WA South coast,Whiteley (2018),pollination_vector_possible,Observation,contact with stigma and anthers,,Albany,September,2014,https://research-repository.uwa.edu.au/en/publications/conserving-androcalva-perlaria,"Whiteley S (2018) Conserving Androcalva perlaria (Malvaceae): the implications of life history and the use of i conservation methodologies. Doctoral Thesis, The University of Western Australia.",some photos,,,Whiteley_2018,honeybee
Androcalva,perlaria,Anthophila,,,Native bee,WA South coast,Whiteley (2018),pollination_vector_possible,Observation,contact with stigma and anthers,,Albany,September,2014,https://research-repository.uwa.edu.au/en/publications/conserving-androcalva-perlaria,"Whiteley S (2018) Conserving Androcalva perlaria (Malvaceae): the implications of life history and the use of i conservation methodologies. Doctoral Thesis, The University of Western Australia.",some photos,,,Whiteley_2018,bee
Androcalva,perlaria,Apocrita,,,Wasp,WA South coast,Whiteley (2018),pollination_vector_possible,Observation,contact with stigma and anthers,,Albany,September,2014,https://research-repository.uwa.edu.au/en/publications/conserving-androcalva-perlaria,"Whiteley S (2018) Conserving Androcalva perlaria (Malvaceae): the implications of life history and the use of i conservation methodologies. Doctoral Thesis, The University of Western Australia.",some photos,,,Whiteley_2018,wasp
Androcalva,perlaria,Thysanoptera,,,Thrip,WA South coast,Whiteley (2018),pollination_vector_possible,Observation,contact with stigma and anthers,,Albany,September,2014,https://research-repository.uwa.edu.au/en/publications/conserving-androcalva-perlaria,"Whiteley S (2018) Conserving Androcalva perlaria (Malvaceae): the implications of life history and the use of i conservation methodologies. Doctoral Thesis, The University of Western Australia.",some photos,,,Whiteley_2018,thrips
Androcalva,perlaria,Coccinellidae,,,Ladybird,WA South coast,Whiteley (2018),pollination_vector_possible,Observation,contact with stigma and anthers,,Albany,September,2014,https://research-repository.uwa.edu.au/en/publications/conserving-androcalva-perlaria,"Whiteley S (2018) Conserving Androcalva perlaria (Malvaceae): the implications of life history and the use of i conservation methodologies. Doctoral Thesis, The University of Western Australia.",some photos,,,Whiteley_2018,beetle
Hibbertia,hypericoides,Colletidae,Leioproctus,,Small black native bee,"Perth, coastal plain",Aw (2024),pollination_vector_possible,Observation,contact with stigma and anthers,,Kings Park,September & October,2023,,"Parry Aw (2024) Insect visitation and pollination outcomes of Hibbertia hypericoides. Masters Thesis, The University of Western Australia.",Videos and photos,,,Aw_2024,colletidae
Hibbertia,hypericoides,Apidae,Amegilla,,Blue banded bee (blue bands),"Perth, coastal plain",Aw (2024),pollination_vector_possible,Observation,contact with stigma and anthers,,Kings Park,September & October,2023,,"Parry Aw (2024) Insect visitation and pollination outcomes of Hibbertia hypericoides. Masters Thesis, The University of Western Australia.",Videos and photos,,,Aw_2024,anthophorini
Hibbertia,hypericoides,Megachilidae,Megachile,,Large black bee with white hairs,"Perth, coastal plain",Aw (2024),pollination_vector_possible,Observation,contact with stigma and anthers,,Kings Park,September & October,2023,,"Parry Aw (2024) Insect visitation and pollination outcomes of Hibbertia hypericoides. Masters Thesis, The University of Western Australia.",Videos and photos,,,Aw_2024,megachilidae
Hibbertia,hypericoides,Chrysomelidae, Cryptocephalus (Idiocephala),,Red and black beetle,"Perth, coastal plain",Aw (2024),pollination_vector_possible,Observation,contact with stigma and anthers,,Kings Park,September & October,2023,,"Parry Aw (2024) Insect visitation and pollination outcomes of Hibbertia hypericoides. Masters Thesis, The University of Western Australia.",Videos and photos,,,Aw_2024,beetle
Hibbertia,hypericoides,Scarabaeidae,Diphucephala,affinis,Green scarab,"Perth, coastal plain",Aw (2024),pollination_vector_possible,Observation,contact with stigma and anthers,,Kings Park,September & October,2023,,"Parry Aw (2024) Insect visitation and pollination outcomes of Hibbertia hypericoides. Masters Thesis, The University of Western Australia.",Videos and photos,,,Aw_2024,beetle
Hibbertia,hypericoides,Formicidae,,,Ant,"Perth, coastal plain",Aw (2024),pollination_vector_possible,Observation,contact with stigma and anthers,,Kings Park,September & October,2023,,"Parry Aw (2024) Insect visitation and pollination outcomes of Hibbertia hypericoides. Masters Thesis, The University of Western Australia.",Videos and photos,,,Aw_2024,ant
Hibbertia,hypericoides,Curculionoidea,,,Large brown weevil,"Perth, coastal plain",Aw (2024),pollination_vector_possible,Observation,contact with pollen on male cone,,Kings Park,September & October,2023,,"Parry Aw (2024) Insect visitation and pollination outcomes of Hibbertia hypericoides. Masters Thesis, The University of Western Australia.",Videos and photos,,,Aw_2024,beetle
Thryptomene,baeckeacea,Diptera,,,Fly,"Perth, coastal plain",Aw (2024),pollination_vector_possible,Observation,contact with stigma and anthers,,Kings Park,September & October,2023,,"Parry Aw (2024) Insect visitation and pollination outcomes of Hibbertia hypericoides. Masters Thesis, The University of Western Australia.",Videos and photos,,,Aw_2024,fly
Thryptomene,baeckeacea,Coccinellidae,,,Ladybird,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Kings Park,May,2023,,,Videos and photos,,,Elliott_2026,beetle
Thryptomene,baeckeacea,Apidae,Apis,mellifera,Honeybee,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Kings Park,May,2023,,,Videos and photos,,,Elliott_2026,honeybee
Thryptomene,baeckeacea,Syrphidae,,,Hoverfly,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Kings Park,May,2023,,,Videos and photos,,,Elliott_2026,hoverfly
Thryptomene,baeckeacea,Formicidae,,,Ant,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Kings Park,May,2023,,,Videos and photos,,,Elliott_2026,ant
