genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,authors
Acrostichum,Acrostichum speciosum,perennial fern forming coarse clumps to 1.5 m high;,perennial,perennial,NA,NA,fern,fern,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 40-41."
Acrostichum,Acrostichum aureum,the two species of acrostichum that occur in the nt are very similar.,NA,NA,NA,NA,NA,NA,terrestrial,inferred_from_genus,NA,NA,NA,NA,NA,NA,NA
Actinobole,Actinobole uliginosum,actinobole uliginosum is an annual herb less than 5 cm high with medium to dense white-grey woolly hairs on the stems and leaves.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,dense,dense,herbaceous,NA,"Flora of Central Australia, 1981"
Actinoschoenus,Actinoschoenus arthrostyloides,a robust perennial sedge to 0.8 m tall.,perennial,perennial,NA,NA,graminoid,sedge,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Northern Territory Government 2008, Threatened Plants on the Bradshaw Field Training Area, Final Report on 2007 Survey, prepared by I.D. Cowie and B.M. Stuckey, Department Natural Resources, Environment and the Arts."
Actinoscirpus,Actinoscirpus grossus,perennials to 3 m tall;,perennial,perennials,NA,NA,herb graminoid,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, pp 241-242."
Actinostachys,Actinostachys,terrestrial ferns.,NA,NA,NA,NA,fern,ferns,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p.  30-31."
Actinostachys,Actinostachys wagneri,NA,NA,NA,NA,NA,fern,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p.  30-32."
Actinostachys,Actinostachys digitata,NA,NA,NA,NA,NA,fern,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p.  30-31."
Actinotus,Actinotus schwarzii,"erect perennial shrub or subshrub to about 60 cm high with a conspicuous soft indumentum of stellate,",perennial,perennial,NA,NA,subshrub shrub,subshrub shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Flora of Central Australia, 1981"
Adansonia,Adansonia,"deciduous trees with swollen, unarmed trunks;",perennial,inferred_from_growth_form,NA,NA,tree,trees,NA,NA,NA,NA,NA,NA,woody,NA,"Baum, D.A. (1995b). A systematic revision of (Adansonia – Bombacaceae). Annals of the Missouri Botanical Garden 82: 440–470.  Baum, D.A., Small, R.L. & Wendel, J.F. (1998). Biogeography and floral evolution of baobabs (Adansonia, Bombacaceae) as inferred from multiple data sets. Systematic Biology 47: 181–207.  Wilson, P.G. & Guymer, G.P. (1999). Proposal to reject the name Capparis gibbosa (Bombacaceae). Taxon 48: 175–176.   Brummitt, R.K. (2004). Report of the Committee for Spermatophyta: 54. Taxon 53: 813–825."
Adansonia,Adansonia gregorii,"trees to circa 10-15 m tall, trunks single or several, swollen, bottle-shaped and to circa 25 m in circumference. boab, australian baobab, upside-down tree, gouty-stem tree, bottle tree.",perennial,inferred_from_growth_form,NA,NA,tree,trees,NA,NA,NA,NA,NA,NA,woody,NA,NA
Adenanthera,Adenanthera pavonina,tree 8-20 m high.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Adenia,Adenia,"woody, perennial, tuberous and fibrous-rooted vines or () pachycaul trees and caudiciform succulents. mostly dioecious.",perennial,perennial,NA,NA,tree climber_herbaceous,trees vines,NA,NA,dioecious,dioecious,NA,NA,woody herbaceous,NA,"de Wilde, W.J.J.O. (1972). Passifloraceae. In Steenis, C.G.G.J. van (ed.), Flora malesiana. (Noordhoff International Publishers: Leyden). Ser. I, vol. 7, pp. 405–434.  Satterthwait, D.R. (1982). Passifloraceae. In George, A.S. (ed.), Flora of Australia. (Australian Government Publishing Service: Canberra). Vol. 8, pp. 147–158.  Hearn, D.J. (2006). Adenia (Passifloraceae) and its adaptive radiation: phylogeny and growth form diversification. Systematic Botany 31: 805–821."
Adenia,Adenia heterophylla,"perennial vine, glabrous, commonly dioecious but sometimes with both male and female flowers in the same inflorescence. tendrils simple, to circa 13 cm long.",perennial,perennial,NA,NA,climber_herbaceous,vine,NA,NA,dioecious,dioecious,NA,NA,herbaceous,NA,NA
Adiantum,Adiantum,ferns terrestrial.,NA,NA,NA,NA,fern,ferns,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 42."
Adiantum,Adiantum capillus-veneris,"a rhizomatous, creeping species belonging to the genus commonly known as ‘maidenhair’ ferns.",NA,NA,NA,NA,fern,ferns,terrestrial,inferred_from_genus,NA,NA,creeping rhizomatous,creeping rhizomatous,herbaceous,inferred_from_growth_form,"Cowie, I.D & Stuckey, B.M. 2008, Threatened Plants on the Bradshaw Field Training Area, Final Report on 2007 Survey, Northern Territory Government. Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 43."
Adiantum,Adiantum hispidulum,NA,NA,NA,NA,NA,fern,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Flora of Central Australia, 1981Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 44-45.; Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 44-45."
Adiantum,Adiantum hispidulum,NA,NA,NA,NA,NA,fern,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Flora of Central Australia, 1981Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 44-45.; Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 44-45."
Adiantum,Adiantum atroviride,NA,NA,NA,NA,NA,fern,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 43."
Adiantum,Adiantum philippense,NA,NA,NA,NA,NA,fern,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 45."
Adiantum,Adiantum diaphanum,NA,NA,NA,NA,NA,fern,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 44-45."
Adriana,Adriana tomentosa,shrub to about 1.5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,NA
Aegialitis,Aegialitis,simple-stemmed shrub.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Wightman, G.M. (2006). Mangroves of the Northern Territory, Australia: identification and traditional use. Northern Territory Botanical Bulletin 31: 1–168."
Aegialitis,Aegialitis annulata,slender shrub to 1.5 (3) m tall;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,NA
Aegiceras,Aegiceras,shrubs or small trees of mangrove habitats but  pneumatophores.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Wightman, G. (2006). Mangroves of the Northern Territory, Australia: identification and traditional use. Northern Territory Botanical Bulletin, 31: 1–168."
Aegiceras,Aegiceras corniculatum,shrub or small tree to 5 m; viviparous;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Aegle,Aegle marmelos,"tree to 10 m tall, usually less; spines to 3 cm long.",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Dianxiang, Z. & Hartley, T.G. 2008. Aegle. pp. 96-97. In Wu, Z. Y., P. H. Raven & D. Y. Hong, eds. 2008. Flora of China. Vol. 11 (Oxalidaceae through Aceraceae). Science Press, Beijing, and Missouri Botanical Garden Press, St. Louis."
Aerva,Aerva,perennial herbs.,perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Townsend, C.C. (1985). Amaranthaceae. In R.M. Polhill (ed.), Flora of Tropical East Africa. (A.A. Balkema: Rotterdam). Wheeler, J.R. (1992). Amaranthaceae. In Wheeler, J.R. (ed.), Flora of the Kimberley Region. (Department of Conservation & Land Management: Como). pp. 106-133."
Aerva,Aerva javanica,"erect dioecious perennial herb to 1.4 m high, muchbranched.",perennial,perennial,NA,NA,herb,herb,NA,NA,dioecious,dioecious,erect,erect,herbaceous,NA,NA
Aeschynomene,Aeschynomene,erect annual shrubs or herbs with glandular based hairs.,annual,annual,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,erect,erect,woody herbaceous,NA,"Reynolds, 1990"
Aeschynomene,Aeschynomene villosa,a decumbent or weakly erect herb with stems to 60 cm long.,annual,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent,erect decumbent,herbaceous,NA,NA
Aeschynomene,Aeschynomene americana,shrub to 1 m tall.,annual,inferred_from_genus,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,NA
Aeschynomene,Aeschynomene aspera,shrub to 2 m tall;,annual,inferred_from_genus,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, p 93."
Aeschynomene,Aeschynomene indica,shrub to 1.5 m tall.,annual,inferred_from_genus,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,NA
Agave,Agave vivipara,a highly distinctive robust monocotyledonous perennial with an inflorescence to 5 m high of predominantly green flowers emerging from a tuft of rigid succulent mostly basal leaves to circa 1.2 m high and 30-100 mm wide with rigid marginal teeth.,perennial,perennial,NA,NA,herb basal_large,inferred_from_life_history,NA,NA,NA,NA,tufted,tuft,herbaceous,NA,NA
Aglaia,Aglaia sapindina,tree.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Aidia,Aidia racemosa,small tree.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Albizia,Albizia,trees or shrubs.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,NA
Albizia,Albizia canescens,tree 7-10 m high.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Albizia,Albizia lebbeck,"tree 5-10(15) m high, deciduous.",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Aldrovanda,Aldrovanda,"aquatic, freefloating, herb;",NA,NA,NA,NA,herb,herb,aquatic,aquatic freefloating,NA,NA,NA,NA,herbaceous,NA,NA
Aldrovanda,Aldrovanda vesiculosa,herbs with a usually simple stem to circa 20 cm long.,NA,NA,NA,NA,herb,herbs,aquatic,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Allocasuarina,Allocasuarina decaisneana,"a very distinctive large graceful tree to circa 18 m high, often forming large stands in areas with deep sandy soils. adult trees have dark, fissured and very thick bark,",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Flora of Central Australia, 1981"
Allopterigeron,Allopterigeron filifolius,annual herb.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Alloteropsis,Alloteropsis semialata,perennial grass.,perennial,perennial,NA,NA,graminoid,grass,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,NA
Aloe,Aloe vera,"a highly distinctive monocotyledonous perennial with inflorecences (to circa 1 m high) of orange flowers emerging from a tuft of rigid, pale-spotted succulent basal leaves to circa 60 cm long and (20-)30-50 (-80) mm wide with rigid marginal teeth.",perennial,perennial,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,tufted,tuft,herbaceous,NA,NA
Alphitonia,Alphitonia pomaderroides,small tree.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Alstonia,Alstonia,"perennial shrubs or trees, evergreen, latex white.",perennial,perennial,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,NA
Alstonia,Alstonia spectabilis,tree to 25 m.,perennial,inferred_from_genus,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Alstonia,Alstonia actinophylla,tree to 35 m high.,perennial,inferred_from_genus,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Alternanthera,Alternanthera,"annual or perennial, prostrate to erect herbs,",annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,erect prostrate,erect prostrate,herbaceous,NA,"Townsend, C.C. (1985). Amaranthaceae. In R.M. Polhill (ed.), Flora of Tropical East Africa. (A.A. Balkema: Rotterdam).  Wheeler, J.R. (1992). Amaranthaceae. In Wheeler, J.R. (ed.), Flora of the Kimberley Region. (Department of Conservation & Land Management: Como). pp. 106–133.  Townsend, C.C. (1993). Amaranthaceae. In Kubitzki, K., Rohwer, J.G. & Bittrich, V. (eds), The Families and Genera of Vascular Plants. (Springer-Verlag: Berlin). Vol. 2, pp. 70–91.  Mabberley, D.J. (2008). Mabberley’s Plant-Book: a Portable Dictionary of Plants, their Classification and Uses. (Cambridge University Press: Cambridge)."
Alternanthera,Alternanthera angustifolia,"annual herbs with prostrate or decumbent stems and branches which are somewhat angular and often reddish,",annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,decumbent prostrate,decumbent prostrate,herbaceous,NA,NA
Alternanthera,Alternanthera nana,"prostrate, spreading or erect annual or shortlivedperennial herb to about 40 cm high.",annual short_lived_perennial,annual shortlivedperennial,NA,NA,herb,herb,NA,NA,NA,NA,erect prostrate spreading,erect prostrate spreading,herbaceous,NA,"Flora of Central Australia, 1981"
Alternanthera,Alternanthera nodiflora,"annual herbs with prostrate to erect stems and branches which are glabrous or with simple,",annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,erect prostrate,erect prostrate,herbaceous,NA,NA
Alternanthera,Alternanthera pungens,annual or perennial herb with prostrate stems and branches with minutely denticulate hairs.,annual perennial,annual perennial,NA,NA,herb,herb,NA,NA,NA,NA,prostrate,prostrate,herbaceous,NA,NA
Alternanthera,Alternanthera denticulata,"prostrate, spreading or erect annual or shortlivedperennial herb to about 40 cm high.",annual short_lived_perennial,annual shortlivedperennial,NA,NA,herb,herb,NA,NA,NA,NA,erect prostrate spreading,erect prostrate spreading,herbaceous,NA,"Harwood, R.K. & Palmer, J. (2011). Amaranthaceae. In Short, P.S. & Cowie, I.D. (eds), Flora of the Darwin Region,vol. 1, pp. 1–23."
Aluta,Aluta maisonneuvei,multi-stemmed shrub usually less than 1.5 m high with reddish-brown minnirichi bark.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Flora of Central Australia, 1981"
Alyogyne,Alyogyne pinoniana,shrub to 1.8 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Flora of Central Australia, 1981"
Alysicarpus,Alysicarpus,erect or prostrate herbs or shrubs.,NA,NA,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,erect prostrate,erect prostrate,woody herbaceous,NA,NA
Alysicarpus,Alysicarpus vaginalis,a prostrate or erect annual herb to 50 cm tall.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect prostrate,erect prostrate,herbaceous,NA,NA
Alysicarpus,Alysicarpus muelleri,an erect or occasionally procumbent annual herb to 1(2) m tall.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect prostrate,erect procumbent,herbaceous,NA,NA
Alysicarpus,Alysicarpus schomburgkii,an erect or occasionally procumbent annual herb to 1 m tall.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect prostrate,erect procumbent,herbaceous,NA,NA
Alysicarpus,Alysicarpus brownii,an erect perennial shrub to 2 m tall. with .,perennial,perennial,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,NA
Alyxia,Alyxia,"perennial woody lianes, subshrubs or shrubs, evergreen; latex white.",perennial,perennial,NA,NA,subshrub shrub climber_woody,subshrubs shrubs lianes,NA,NA,NA,NA,NA,NA,woody,NA,NA
Alyxia,Alyxia spicata,subshrub or scandent woody liane.,perennial,inferred_from_genus,NA,NA,subshrub climber_woody,subshrub liane,NA,NA,NA,NA,climbing,scandent,NA,NA,NA
Alyxia,Alyxia tropica,erect rigid shrub to 5 m high.,perennial,inferred_from_genus,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,NA
Amaranthus,Amaranthus,dioecious or monoecious annual herbs.,annual,annual,NA,NA,herb,herbs,NA,NA,dioecious monoecious,dioecious monoecious,NA,NA,herbaceous,NA,"Townsend, C.C. (1985). Amaranthaceae. In R.M. Polhill (ed.), Flora of Tropical East Africa. (A.A. Balkema: Rotterdam).  Palmer, J. (2009). A conspectus of the genus Amaranthus (Amaranthaceae) in Australia. Nuytsia 19: 107–128."
Amaranthus,Amaranthus cochleitepalus,erect or spreading annual herb to about 40 cm high.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect spreading,erect spreading,herbaceous,NA,NA
Amaranthus,Amaranthus grandiflorus,ascending or erect annual herb to about 40 cm high.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent,erect ascending,herbaceous,NA,"Flora of Central Australia, 1981"
Amaranthus,Amaranthus interruptus,decumbent or erect annual or possibly shortlivedperennial herb to about 60 cm high.,annual short_lived_perennial,annual shortlivedperennial,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent,erect decumbent,herbaceous,NA,"Flora of Central Australia, 1981"
Amaranthus,Amaranthus centralis,ascending or erect annual herb to about 60 cm high.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent,erect ascending,herbaceous,NA,"Southern Region Checklist, 2007"
Amaranthus,Amaranthus cuspidifolius,erect annual herb to about 60 cm high.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,NA
Amaranthus,Amaranthus macrocarpus,small erect or spreading annual herb.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect spreading,erect spreading,herbaceous,NA,NA
