Campaign,Date,Year,Ring,CO2.treat,Tree,Age,LeafAge (days),LMA (g m-2),NP (g N g-1 P),CP (g Carbon g-1 P),CN (g C g-1 N),Nm (mg g-1),Pm (mg g-1),Na ( g m-2),Pa (g m-2),P_litter,N_litter,NP_litter,CP_litter,CN_litter,P_wood,N_wood,C_wood,NP_wood,CP_wood,CN_wood,Perc.P.std.error,Perc.N.std.error,Perc.C.std.error,NP.std.error,CP.std.error,CN.std.error,context,site_name,species_name
13-Nov,14/11/2013,2013,3,Amb,302,old,297,159.427561,24.75,755.05,30.5,15.711082,0.639896,2.5055,0.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Nov,14/11/2013,2013,3,Amb,320,old,297,195.848411,20,671.5,33.65,14.513988,0.725135,2.8385,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Nov,14/11/2013,2013,4,Elev,403,old,297,224.144962,21.45,695.7,32.5,14.681818,0.685043,3.2815,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Nov,14/11/2013,2013,4,Elev,408,old,297,209.551071,24.05,676.7,28.15,16.799979,0.701119,3.5215,0.1465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Nov,14/11/2013,2013,4,Elev,422,old,297,235.011711,23.45,794.75,33.95,14.68647,0.629783,3.452,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Nov,15/11/2013,2013,2,Amb,208,old,297,213.780729,21.6,604.55,28,17.081308,0.79105,3.645,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Nov,15/11/2013,2013,2,Amb,209,old,297,197.815698,25.85,721.05,27.95,17.104831,0.661651,3.363,0.1305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Nov,15/11/2013,2013,5,Elev,501,old,297,224.480633,20.4,641,31.45,14.997473,0.73638,3.361,0.1655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Nov,15/11/2013,2013,5,Elev,502,old,297,197.515599,18.05,568.55,31.4,15.364842,0.849781,3.029,0.1675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Nov,15/11/2013,2013,5,Elev,513,old,297,191.170984,22.15,741.15,33.45,14.434272,0.656893,2.7595,0.1255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Nov,15/11/2013,2013,5,Elev,515,old,297,180.727947,18.8,670.5,35.7,13.322121,0.70982,2.408,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Nov,15/11/2013,2013,6,Amb,603,old,297,172.909827,21.9,667.55,30.5,15.777215,0.71954,2.733,0.1245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Nov,15/11/2013,2013,6,Amb,607,old,297,193.783343,22,636,28.95,16.352723,0.74364,3.1495,0.1435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Nov,15/11/2013,2013,6,Amb,614,old,297,246.073901,21,751.9,36,12.743238,0.604505,3.148,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Sep,12/9/2013,2013,3,Amb,301,old,240,208.24527,22.15,707.65,31.9,15.214994,0.686605,3.1625,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Sep,12/9/2013,2013,3,Amb,302,old,240,170.283297,24.1,704.35,29.2,16.538808,0.688686,2.806,0.1165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Sep,12/9/2013,2013,3,Amb,320,old,240,159.008725,26.65,775.15,29.1,16.703174,0.629892,2.656,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Sep,12/9/2013,2013,5,Elev,501,old,240,221.42833,22.3,684.7,30.7,15.603502,0.700087,3.4545,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Sep,12/9/2013,2013,5,Elev,502,old,240,184.910678,19.4,564.8,29.1,16.618148,0.855607,3.057,0.1575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Sep,12/9/2013,2013,5,Elev,513,old,240,190.336604,22.85,733.7,32,14.560824,0.639682,2.7685,0.1205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Sep,13/09/2013,2013,4,Elev,403,old,240,222.394847,23.7,765.2,32.25,15.003971,0.637689,3.3315,0.1415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Sep,13/09/2013,2013,4,Elev,408,old,240,191.892358,21.9,569.6,26,18.280847,0.834078,3.506,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Sep,13/09/2013,2013,4,Elev,422,old,240,257.195012,28.05,900.25,32.1,15.169712,0.541848,3.8975,0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Sep,13/09/2013,2013,6,Amb,603,old,240,162.334539,23.8,659.8,27.75,17.206321,0.725137,2.7935,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Sep,13/09/2013,2013,6,Amb,607,old,240,161.722057,24.55,698.2,28.5,17.134639,0.707701,2.7595,0.1155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Sep,13/09/2013,2013,6,Amb,614,old,240,229.931414,22.25,724.7,32.5,14.785961,0.664906,3.383,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Sep,19/09/2013,2013,1,Elev,116,old,240,203.280373,23,761.766667,33.1,14.507705,0.630742,2.965667,0.129333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Sep,19/09/2013,2013,1,Elev,117,old,240,226.609335,21.95,755.85,34.5,13.870528,0.636522,3.148,0.1435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Sep,19/09/2013,2013,1,Elev,122,old,240,194.952646,23.433333,639.2,27.3,17.645838,0.753477,3.468667,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Sep,19/09/2013,2013,2,Amb,202,old,240,200.512944,22.65,629.8,27.75,17.373313,0.769111,3.4865,0.1545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Sep,19/09/2013,2013,2,Amb,208,old,240,228.934145,23.55,678.2,29.1,16.815064,0.713065,3.839,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Sep,19/09/2013,2013,2,Amb,209,old,240,178.954135,24.1,649.8,26.95,17.660949,0.732876,3.164,0.1305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Feb,NA,2013,1,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033,1.4793,45.45159078,1581.600448,34.79747178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Feb,NA,2013,2,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,1.316,34.65751735,1338.791453,38.62917933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Feb,NA,2013,3,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,1.6116,47.66457935,1541.145859,32.33314718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Feb,NA,2013,4,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,1.3556,35.33195168,1386.974581,39.25553261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Feb,NA,2013,5,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044425489,1.4172,31.90060582,1161.963585,36.42449901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Feb,NA,2013,6,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,1.1821,29.73873781,1284.567056,43.19507656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Feb,NA,2014,1,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036334921,1.313561202,37.0284808,1560.58754,41.68669407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Feb,NA,2014,2,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025640782,1.026537859,40.16688174,2027.571279,50.87518836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Feb,NA,2014,3,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031666667,0.945533333,32.53608729,1819.948237,55.21277224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Feb,NA,2014,4,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035645206,1.17014234,33.78260419,1507.344917,44.30999037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Feb,NA,2014,5,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026539751,0.901908399,35.50014569,2082.024617,57.80664589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Feb,NA,2014,6,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034140305,0.987244803,28.41798204,1476.74633,53.35928176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
15-Feb,NA,2015,1,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029045495,0.998933333,34.80976968,2201.009556,62.61768806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
15-Feb,NA,2015,2,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03696875,1.3709,37.08267117,1413.493829,38.11736815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
15-Feb,NA,2015,3,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018776701,0.725866667,40.50878865,2975.203524,72.61163217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
15-Feb,NA,2015,4,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018653742,0.6692,38.79531451,2937.400108,75.71533174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
15-Feb,NA,2015,5,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026246933,1.05585,40.41943888,1946.546713,49.05943921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
15-Feb,NA,2015,6,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038231638,1.0451,27.33599823,1348.137358,49.31729021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
16-Feb,NA,2016,1,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042666667,1.064233333,25.25371305,1183.572438,46.77806296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
16-Feb,NA,2016,2,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035666667,1.031866667,29.41612201,1442.541287,49.60019585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
16-Feb,NA,2016,3,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027333333,0.918366667,34.07542603,1884.194794,55.60947699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
16-Feb,NA,2016,4,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025666667,0.863533333,34.70451835,2037.438855,58.68802846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
16-Feb,NA,2016,5,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03075,0.884,28.96276063,1644.586776,56.87150908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
16-Feb,NA,2016,6,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028,0.839333333,30.72622103,1810.789685,58.98539704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
17-Feb,NA,2017,1,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,1.434166667,33.05633745,1240.380992,36.61532727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
17-Feb,NA,2017,2,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032666667,1.314833333,40.31658914,1582.933064,39.91024529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
17-Feb,NA,2017,3,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0365,1.503533333,34.11859315,1221.337144,35.16448967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
17-Feb,NA,2017,4,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039,1.411966667,37.77191397,1461.234319,37.84487579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
17-Feb,NA,2017,5,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045666667,1.548,33.90929717,1140.429257,33.72807452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
17-Feb,NA,2017,6,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,1.3061,44.59486245,1792.00304,39.72164533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,NA,2018,1,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032,1.0031,31.47223852,1601.323852,51.55138642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,NA,2018,2,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0295,0.9612,32.475,1860.726413,57.50597336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,NA,2018,3,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,0.8846,32.68983517,1903.221703,58.52581487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,NA,2018,4,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,0.86985,34.83076923,1984.669231,59.72683453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,NA,2018,5,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0295,0.8672,30.52216184,1788.423853,58.11905235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,NA,2018,6,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021,0.8006,40.19134616,2592.891827,64.1734794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
Nov_2015,NA,2015,1,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0132,0.5695,44.7015,46.17334129,3556.341137,81.38410679,0.001113553,0.1065,0.0885,13.10677227,357.0553755,15.36877252,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
Nov_2015,NA,2015,2,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018,0.655,44.478,31.46198683,2310.99806,73.51478819,0.004041452,0.178,0.396,0.093365895,641.219558,20.59893216,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
Nov_2015,NA,2015,3,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,0.371,45.775,36.96139889,4545.535475,123.3922669,0.002081666,0.003,0.318,8.209563975,944.493731,1.8533654,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
Nov_2015,NA,2015,4,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010333333,0.4655,45.1245,49.20647639,4752.86793,97.88971032,8.82E-04,0.0485,0.3725,6.867308455,214.0896665,9.310749385,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
Nov_2015,NA,2015,5,Elev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013666667,0.6915,44.7185,49.74612343,3202.748799,64.71105676,0.00120185,0.0275,0.4815,8.735735345,472.0479495,1.87453232,measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
Nov_2015,NA,2015,6,Amb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012333333,0.4185,44.822,38.43761124,4258.714892,107.9932802,0.002603417,0.0375,0.056,10.96842269,1561.977697,9.820114675,measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
