plot,unique,veg,diameter,height,sev,dead,alldead,rs,d.a,burnt,species
13P1,13P1T10,C,4,1,3,1,1,0,d,1,Acacia mucronata
9P3,9P3T3,C,4.3,3,3,1,1,0,d,1,Acacia mucronata
13P1,13P1T3,C,5.1,1,4,1,1,0,d,1,Acacia mucronata
13P1,13P1T4,C,3.2,1,4,1,1,0,d,1,Acacia mucronata
13P1,13P1T5,C,3.2,1,4,1,1,0,d,1,Acacia mucronata
13P1,13P1T9,C,4.4,2.5,4,1,1,0,d,1,Acacia mucronata
9P7,9P7T10,D,17.2,8,1,1,1,0,d,1,Acacia mucronata
9P7,9P7T11,D,15.2,8,1,1,1,0,d,1,Acacia mucronata
9P7,9P7T12,D,6.5,8,1,1,1,0,d,1,Acacia mucronata
9P7,9P7T4,D,14.2,8,1,1,1,0,d,1,Acacia mucronata
9P7,9P7T5,D,12.1,8,1,1,1,0,d,1,Acacia mucronata
9P7,9P7T6,D,13.3,8,1,1,1,0,d,1,Acacia mucronata
9P7,9P7T7,D,15.5,8,1,1,1,0,d,1,Acacia mucronata
9P7,9P7T8,D,12.8,8,1,1,1,0,d,1,Acacia mucronata
9P7,9P7T9,D,11.6,8,1,1,1,0,d,1,Acacia mucronata
15P14,15P14T10,D,11.1,3,2,1,1,0,d,1,Acacia mucronata
15P14,15P14T6,D,10.8,4,2,1,1,0,d,1,Acacia mucronata
9P7,9P7T1,D,12,8,2,1,1,0,d,1,Acacia mucronata
6P3,6P3T6,D,7.4,4,3,1,1,0,d,1,Acacia mucronata
9P6,9P6T10,D,4,1.6,3,1,1,0,d,1,Acacia mucronata
6P3,6P3T1,D,10.6,4,4,1,1,0,d,1,Acacia mucronata
6P3,6P3T3,D,10.6,4,4,1,1,0,d,1,Acacia mucronata
6P3,6P3T9,D,13.5,4,4,1,1,0,d,1,Acacia mucronata
9P6,9P6T2,D,4.8,6,4,1,1,0,d,1,Acacia mucronata
9P7,9P7T2,D,17.3,8,4,1,1,0,d,1,Acacia mucronata
9P7,9P7T3,D,6,8,4,1,1,0,d,1,Acacia mucronata
15P15,15P15T6,E,15,3,2,1,1,0,d,1,Acacia mucronata
8P7,8P7T1,E,8.4,1.5,2,1,1,0,d,1,Acacia mucronata
8P7,8P7T3,E,3.9,0.45,2,1,1,0,d,1,Acacia mucronata
14P13,14P13T4,E,7.5,2.5,4,1,1,0,d,1,Acacia sophorae
14P13,14P13T6,E,5.5,1,4,1,1,0,d,1,Acacia sophorae
18P3,18P3T1,A,14,2,2,1,1,0,d,1,Acacia verticillata
18P3,18P3T2,A,19.9,2,2,1,1,0,d,1,Acacia verticillata
10P10,10P10T10,A,5.5,1,3,1,1,0,d,1,Acacia verticillata
17P7,17P7T10,A,4.5,1.3,3,1,1,0,d,1,Acacia verticillata
17P6,17P6T6,A,5.2,1.3,4,1,1,0,d,1,Acacia verticillata
17P6,17P6T8,A,3.8,0.8,4,1,1,0,d,1,Acacia verticillata
5P2,5P2T1,A,5,0.6,4,1,1,0,d,1,Acacia verticillata
10P5,10P5T4,C,11,9,3,1,1,0,d,1,Acacia verticillata
10P5,10P5T3,C,6,2.5,4,1,1,0,d,1,Acacia verticillata
13P6,13P6T4,A,3.2,1,2,1,1,0,d,1,Acacia2
13P6,13P6T8,A,3.9,1,3,1,1,0,d,1,Acacia2
3P4,3P4T11,A,8.5,5,3,1,1,0,d,1,Allocasuarina 
3P6,3P6T4,A,7.2,2,4,1,1,0,d,1,Allocasuarina 
14P13,14P13T3,E,5.6,1.5,4,1,1,0,d,1,Allocasuarina 
12P3,12P3T8,A,13,2.5,1,1,1,0,d,1,Allocasuarina littoralis
13P9,13P9T1,A,7.5,3.5,1,1,1,0,d,1,Allocasuarina monilifera
13P9,13P9T11,A,7.2,3.5,1,1,1,0,d,1,Allocasuarina monilifera
13P9,13P9T2,A,8.5,3.5,1,1,1,0,d,1,Allocasuarina monilifera
13P9,13P9T3,A,6.5,3.5,1,1,1,0,d,1,Allocasuarina monilifera
14P3,14P3T6,A,3.2,2.5,1,1,1,0,d,1,Allocasuarina monilifera
18P4,18P4T1,A,3.5,1.9,1,1,1,0,d,1,Allocasuarina monilifera
13P9,13P9T4,A,10,3.5,2,1,1,0,d,1,Allocasuarina monilifera
13P9,13P9T7,A,11.5,3.5,2,1,1,0,d,1,Allocasuarina monilifera
13P9,13P9T8,A,13,3.5,2,1,1,0,d,1,Allocasuarina monilifera
13P9,13P9T9,A,14.1,3.5,2,1,1,0,d,1,Allocasuarina monilifera
14P3,14P3T18,A,3.3,2,2,1,1,0,d,1,Allocasuarina monilifera
14P4,14P4T3,A,8.5,3.5,2,1,1,0,d,1,Allocasuarina monilifera
3P1,3P1T11,A,8.3,2.5,2,1,1,0,d,1,Allocasuarina monilifera
3P1,3P1T2,A,5,2,2,1,1,0,d,1,Allocasuarina monilifera
3P1,3P1T3,A,5.5,2,2,1,1,0,d,1,Allocasuarina monilifera
3P1,3P1T4,A,10.9,2.5,2,1,1,0,d,1,Allocasuarina monilifera
3P1,3P1T5,A,4.4,2.5,2,1,1,0,d,1,Allocasuarina monilifera
10P3,10P3T14,A,4,2,3,1,1,0,d,1,Allocasuarina monilifera
11P9,11P9T13,A,3.8,1.5,3,1,1,0,d,1,Allocasuarina monilifera
13P8,13P8T12,A,8,3,3,1,1,0,d,1,Allocasuarina monilifera
13P8,13P8T7,A,5.8,3,3,1,1,0,d,1,Allocasuarina monilifera
14P3,14P3T10,A,3.5,2,3,1,1,0,d,1,Allocasuarina monilifera
14P3,14P3T13,A,4.1,2,3,1,1,0,d,1,Allocasuarina monilifera
14P4,14P4T10,A,3.2,3,3,1,1,0,d,1,Allocasuarina monilifera
14P4,14P4T13,A,5.2,3,3,1,1,0,d,1,Allocasuarina monilifera
14P4,14P4T15,A,4.3,2.5,3,1,1,0,d,1,Allocasuarina monilifera
14P4,14P4T16,A,4.9,3,3,1,1,0,d,1,Allocasuarina monilifera
14P4,14P4T18,A,4,3,3,1,1,0,d,1,Allocasuarina monilifera
14P4,14P4T22,A,5.2,3,3,1,1,0,d,1,Allocasuarina monilifera
14P4,14P4T23,A,4.2,3,3,1,1,0,d,1,Allocasuarina monilifera
14P4,14P4T24,A,4.8,3,3,1,1,0,d,1,Allocasuarina monilifera
14P4,14P4T25,A,8,3,3,1,1,0,d,1,Allocasuarina monilifera
14P4,14P4T8,A,7.1,3,3,1,1,0,d,1,Allocasuarina monilifera
17P3,17P3T3,A,3,1.5,3,1,1,0,d,1,Allocasuarina monilifera
17P3,17P3T5,A,3.2,1.7,3,1,1,0,d,1,Allocasuarina monilifera
17P9,17P9T3,A,12,4,3,1,1,0,d,1,Allocasuarina monilifera
18P5,18P5T9,A,4.7,2,3,1,1,0,d,1,Allocasuarina monilifera
18P7,18P7T5,A,3,1.8,3,1,1,0,d,1,Allocasuarina monilifera
18P7,18P7T6,A,4.7,2,3,1,1,0,d,1,Allocasuarina monilifera
18P8,18P8T10,A,3.9,1.7,3,1,1,0,d,1,Allocasuarina monilifera
18P8,18P8T3,A,4.2,1.8,3,1,1,0,d,1,Allocasuarina monilifera
18P8,18P8T4,A,3.5,1.5,3,1,1,0,d,1,Allocasuarina monilifera
18P9,18P9T6,A,3,1,3,1,1,0,d,1,Allocasuarina monilifera
3P7,3P7T1,A,6,2,3,1,1,0,d,1,Allocasuarina monilifera
3P7,3P7T8,A,9,4,3,1,1,0,d,1,Allocasuarina monilifera
7P2,7P2T10,A,5.6,1.5,3,1,1,0,d,1,Allocasuarina monilifera
10P3,10P3T10,A,7.5,1.5,4,1,1,0,d,1,Allocasuarina monilifera
10P4,10P4T10,A,4,2,4,1,1,0,d,1,Allocasuarina monilifera
10P4,10P4T11,A,5,1,4,1,1,0,d,1,Allocasuarina monilifera
10P4,10P4T12,A,6,1.6,4,1,1,0,d,1,Allocasuarina monilifera
10P4,10P4T13,A,5,1,4,1,1,0,d,1,Allocasuarina monilifera
10P4,10P4T15,A,4.5,1.6,4,1,1,0,d,1,Allocasuarina monilifera
10P4,10P4T3,A,7,2.1,4,1,1,0,d,1,Allocasuarina monilifera
10P4,10P4T7,A,8,2.1,4,1,1,0,d,1,Allocasuarina monilifera
10P4,10P4T8,A,7,2.1,4,1,1,0,d,1,Allocasuarina monilifera
13P9,13P9T5,A,8.5,3.5,4,1,1,0,d,1,Allocasuarina monilifera
13P9,13P9T6,A,10.1,3.5,4,1,1,0,d,1,Allocasuarina monilifera
14P4,14P4T17,A,5.9,3,4,1,1,0,d,1,Allocasuarina monilifera
14P4,14P4T20,A,6.8,3,4,1,1,0,d,1,Allocasuarina monilifera
14P4,14P4T21,A,3.6,3,4,1,1,0,d,1,Allocasuarina monilifera
14P6,14P6T2,A,4.8,1.5,4,1,1,0,d,1,Allocasuarina monilifera
17P10,17P10T12,A,3.8,1.7,4,1,1,0,d,1,Allocasuarina monilifera
18P8,18P8T11,A,4,1.7,4,1,1,0,d,1,Allocasuarina monilifera
7P2,7P2T2,A,3.5,2,4,1,1,0,d,1,Allocasuarina monilifera
10P9,10P9T6,A,8,1.4,5,1,1,0,d,1,Allocasuarina monilifera
14P6,14P6T3,A,4.3,0.54,5,1,1,0,d,1,Allocasuarina monilifera
14P6,14P6T4,A,4.3,0.5,5,1,1,0,d,1,Allocasuarina monilifera
14P6,14P6T5,A,5.2,1,5,1,1,0,d,1,Allocasuarina monilifera
14P6,14P6T7,A,4.8,1.5,5,1,1,0,d,1,Allocasuarina monilifera
10P5,10P5T5,C,7,7,3,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T15,C,4.1,3,3,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T6,C,5,3.5,3,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T7,C,5.6,3,3,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T8,C,3.8,3,3,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T9,C,3,3,3,1,1,0,d,1,Allocasuarina monilifera
10P5,10P5T13,C,4,3,4,1,1,0,d,1,Allocasuarina monilifera
10P5,10P5T14,C,6,3,4,1,1,0,d,1,Allocasuarina monilifera
10P5,10P5T6,C,4,3,4,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T1,C,7.3,3,4,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T10,C,4.1,3,4,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T11,C,3.8,3,4,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T17,C,4.3,3,4,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T18,C,5.3,3,4,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T19,C,5.2,3,4,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T20,C,6,3,4,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T3,C,6.6,3.5,4,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T4,C,5.5,3.5,4,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T5,C,5.2,3.5,4,1,1,0,d,1,Allocasuarina monilifera
14P8,14P8T12,C,3.8,2.5,4,1,1,0,d,1,Allocasuarina monilifera
14P8,14P8T14,C,4,3.5,4,1,1,0,d,1,Allocasuarina monilifera
14P8,14P8T15,C,4.4,3.5,4,1,1,0,d,1,Allocasuarina monilifera
14P8,14P8T16,C,3.1,3,4,1,1,0,d,1,Allocasuarina monilifera
14P8,14P8T18,C,4.2,4.5,4,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T12,C,4.5,0.6,5,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T13,C,3.2,1,5,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T14,C,3.5,0.3,5,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T16,C,4.5,0.8,5,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T21,C,3.4,0.4,5,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T22,C,3.3,0.4,5,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T23,C,3.8,0.4,5,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T24,C,3,0.4,5,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T25,C,5.8,0.4,5,1,1,0,d,1,Allocasuarina monilifera
14P7,14P7T26,C,4.5,0.5,5,1,1,0,d,1,Allocasuarina monilifera
11P6,11P6T1,D,4,5,3,1,1,0,d,1,Allocasuarina monilifera
11P6,11P6T2,D,15.5,6,3,1,1,0,d,1,Allocasuarina monilifera
11P6,11P6T3,D,16.4,6,3,1,1,0,d,1,Allocasuarina monilifera
11P6,11P6T4,D,15.6,6,3,1,1,0,d,1,Allocasuarina monilifera
11P6,11P6T5,D,3.2,3,3,1,1,0,d,1,Allocasuarina monilifera
11P6,11P6T7,D,8.8,7,3,1,1,0,d,1,Allocasuarina monilifera
3P5,3P5T1,D,4.1,5,3,1,1,0,d,1,Allocasuarina monilifera
3P5,3P5T13,D,5.3,0.38,3,1,1,0,d,1,Allocasuarina monilifera
3P5,3P5T15,D,8.7,5,3,1,1,0,d,1,Allocasuarina monilifera
3P5,3P5T16,D,8.7,5,3,1,1,0,d,1,Allocasuarina monilifera
3P5,3P5T2,D,7.4,5,3,1,1,0,d,1,Allocasuarina monilifera
3P5,3P5T3,D,6.9,5,3,1,1,0,d,1,Allocasuarina monilifera
3P5,3P5T4,D,6.8,5,3,1,1,0,d,1,Allocasuarina monilifera
3P5,3P5T7,D,3.5,3,3,1,1,0,d,1,Allocasuarina monilifera
3P5,3P5T9,D,4.9,5,3,1,1,0,d,1,Allocasuarina monilifera
3P8,3P8T10,D,9.3,5,3,1,1,0,d,1,Allocasuarina monilifera
3P8,3P8T4,D,9.9,5,3,1,1,0,d,1,Allocasuarina monilifera
3P8,3P8T6,D,6.5,5,3,1,1,0,d,1,Allocasuarina monilifera
3P8,3P8T7,D,6.9,5,3,1,1,0,d,1,Allocasuarina monilifera
3P8,3P8T9,D,9.8,5,3,1,1,0,d,1,Allocasuarina monilifera
3P9,3P9T1,D,4.6,5,3,1,1,0,d,1,Allocasuarina monilifera
3P9,3P9T10,D,11.4,5,3,1,1,0,d,1,Allocasuarina monilifera
3P9,3P9T3,D,3.8,5,3,1,1,0,d,1,Allocasuarina monilifera
3P9,3P9T2,D,3.2,5,4,1,1,0,d,1,Allocasuarina monilifera
3P9,3P9T4,D,3.3,5,4,1,1,0,d,1,Allocasuarina monilifera
3P9,3P9T8,D,8.2,5,4,1,1,0,d,1,Allocasuarina monilifera
3P9,3P9T9,D,10.4,5,4,1,1,0,d,1,Allocasuarina monilifera
11P6,11P6T9,D,3.5,1.7,5,1,1,0,d,1,Allocasuarina monilifera
14P9,14P9T10,D,3,0.8,5,1,1,0,d,1,Allocasuarina monilifera
3P8,3P8T3,D,4.8,5,5,1,1,0,d,1,Allocasuarina monilifera
16P2,16P2T3,A,3.8,3.5,2,1,1,0,d,1,Allocasuarina verticillata
12P9,12P9T1,C,16,7,1,1,1,0,d,1,Allocasuarina verticillata
12P9,12P9T10,C,8.6,7,1,1,1,0,d,1,Allocasuarina verticillata
12P9,12P9T2,C,4.6,6,1,1,1,0,d,1,Allocasuarina verticillata
12P9,12P9T3,C,10.1,6,1,1,1,0,d,1,Allocasuarina verticillata
12P9,12P9T4,C,6.1,6,1,1,1,0,d,1,Allocasuarina verticillata
12P9,12P9T5,C,5.8,6,1,1,1,0,d,1,Allocasuarina verticillata
12P9,12P9T6,C,11.8,6,1,1,1,0,d,1,Allocasuarina verticillata
12P9,12P9T7,C,10.8,7,1,1,1,0,d,1,Allocasuarina verticillata
12P9,12P9T8,C,7.5,7,1,1,1,0,d,1,Allocasuarina verticillata
12P9,12P9T9,C,11.1,7,1,1,1,0,d,1,Allocasuarina verticillata
13P2,13P2T1,C,15.4,3,1,1,1,0,d,1,Allocasuarina verticillata
13P2,13P2T3,C,15.3,3,1,1,1,0,d,1,Allocasuarina verticillata
13P2,13P2T4,C,19.8,3,1,1,1,0,d,1,Allocasuarina verticillata
13P2,13P2T5,C,15.4,3,1,1,1,0,d,1,Allocasuarina verticillata
13P2,13P2T7,C,13.3,3,1,1,1,0,d,1,Allocasuarina verticillata
13P2,13P2T9,C,4.8,3,1,1,1,0,d,1,Allocasuarina verticillata
13P4,13P4T3,C,3.5,10,1,1,1,0,d,1,Allocasuarina verticillata
16P7,16P7T2,C,4.6,6,1,1,1,0,d,1,Allocasuarina verticillata
17P5,17P5T1,C,9.4,9,1,1,1,0,d,1,Allocasuarina verticillata
17P5,17P5T10,C,6.3,9,1,1,1,0,d,1,Allocasuarina verticillata
17P5,17P5T11,C,15,9,1,1,1,0,d,1,Allocasuarina verticillata
17P5,17P5T2,C,11,9,1,1,1,0,d,1,Allocasuarina verticillata
17P5,17P5T3,C,6.8,9,1,1,1,0,d,1,Allocasuarina verticillata
17P5,17P5T4,C,14.8,9,1,1,1,0,d,1,Allocasuarina verticillata
17P5,17P5T5,C,6,9,1,1,1,0,d,1,Allocasuarina verticillata
17P5,17P5T6,C,4.2,9,1,1,1,0,d,1,Allocasuarina verticillata
17P5,17P5T7,C,12,9,1,1,1,0,d,1,Allocasuarina verticillata
17P5,17P5T8,C,8.5,9,1,1,1,0,d,1,Allocasuarina verticillata
17P5,17P5T9,C,9.8,9,1,1,1,0,d,1,Allocasuarina verticillata
1P4,1P4T1,C,27,5,1,1,1,0,d,1,Allocasuarina verticillata
1P4,1P4T10,C,20.5,5,1,1,1,0,d,1,Allocasuarina verticillata
1P4,1P4T11,C,26.8,5,1,1,1,0,d,1,Allocasuarina verticillata
1P4,1P4T4,C,27,5,1,1,1,0,d,1,Allocasuarina verticillata
4P5,4P5T1,C,18.5,10,1,1,1,0,d,1,Allocasuarina verticillata
4P5,4P5T11,C,21.2,10,1,1,1,0,d,1,Allocasuarina verticillata
4P5,4P5T2,C,22.1,10,1,1,1,0,d,1,Allocasuarina verticillata
4P5,4P5T5,C,15,8,1,1,1,0,d,1,Allocasuarina verticillata
4P5,4P5T6,C,13.5,10,1,1,1,0,d,1,Allocasuarina verticillata
4P5,4P5T7,C,7.5,7,1,1,1,0,d,1,Allocasuarina verticillata
4P5,4P5T9,C,17.8,9,1,1,1,0,d,1,Allocasuarina verticillata
4P6,4P6T12,C,37.2,12,1,1,1,0,d,1,Allocasuarina verticillata
4P6,4P6T13,C,23.4,12,1,1,1,0,d,1,Allocasuarina verticillata
4P6,4P6T5,C,24,12,1,1,1,0,d,1,Allocasuarina verticillata
4P6,4P6T6,C,32.5,12,1,1,1,0,d,1,Allocasuarina verticillata
4P6,4P6T7,C,37,12,1,1,1,0,d,1,Allocasuarina verticillata
4P6,4P6T8,C,35,12,1,1,1,0,d,1,Allocasuarina verticillata
10P6,10P6T1,C,19.5,7,2,1,1,0,d,1,Allocasuarina verticillata
13P3,13P3T1,C,3.2,1.2,2,1,1,0,d,1,Allocasuarina verticillata
13P3,13P3T10,C,7,1,2,1,1,0,d,1,Allocasuarina verticillata
13P3,13P3T4,C,17.6,13,2,1,1,0,d,1,Allocasuarina verticillata
13P3,13P3T5,C,4.1,1,2,1,1,0,d,1,Allocasuarina verticillata
13P4,13P4T13,C,6.5,3.5,2,1,1,0,d,1,Allocasuarina verticillata
16P7,16P7T9,C,4.7,4,2,1,1,0,d,1,Allocasuarina verticillata
1P4,1P4T12,C,17,5,2,1,1,0,d,1,Allocasuarina verticillata
1P4,1P4T2,C,14.2,5,2,1,1,0,d,1,Allocasuarina verticillata
1P4,1P4T3,C,20.9,5,2,1,1,0,d,1,Allocasuarina verticillata
1P4,1P4T6,C,12,5,2,1,1,0,d,1,Allocasuarina verticillata
1P4,1P4T8,C,26.6,5,2,1,1,0,d,1,Allocasuarina verticillata
1P4,1P4T9,C,15.8,5,2,1,1,0,d,1,Allocasuarina verticillata
20P2,20P2T12,C,3,5,2,1,1,0,d,1,Allocasuarina verticillata
2P3,2P3T2,C,6.5,4,2,1,1,0,d,1,Allocasuarina verticillata
2P3,2P3T3,C,6.4,4,2,1,1,0,d,1,Allocasuarina verticillata
2P3,2P3T7,C,10,4,2,1,1,0,d,1,Allocasuarina verticillata
2P3,2P3T8,C,11.3,4,2,1,1,0,d,1,Allocasuarina verticillata
2P3,2P3T9,C,7.8,4,2,1,1,0,d,1,Allocasuarina verticillata
4P6,4P6T10,C,19.5,12,2,1,1,0,d,1,Allocasuarina verticillata
4P6,4P6T11,C,20.3,12,2,1,1,0,d,1,Allocasuarina verticillata
6P1,6P1T10,C,14.3,7,2,1,1,0,d,1,Allocasuarina verticillata
6P1,6P1T6,C,19.3,7,2,1,1,0,d,1,Allocasuarina verticillata
6P1,6P1T7,C,13.8,7,2,1,1,0,d,1,Allocasuarina verticillata
6P1,6P1T8,C,14.5,7,2,1,1,0,d,1,Allocasuarina verticillata
9P3,9P3T1,C,3.8,3,2,1,1,0,d,1,Allocasuarina verticillata
9P3,9P3T10,C,4.7,3,2,1,1,0,d,1,Allocasuarina verticillata
9P3,9P3T2,C,4.5,3,2,1,1,0,d,1,Allocasuarina verticillata
9P3,9P3T8,C,3,3,2,1,1,0,d,1,Allocasuarina verticillata
9P3,9P3T9,C,4.5,3,2,1,1,0,d,1,Allocasuarina verticillata
10P6,10P6T10,C,15,7,3,1,1,0,d,1,Allocasuarina verticillata
10P6,10P6T11,C,11,7,3,1,1,0,d,1,Allocasuarina verticillata
10P6,10P6T2,C,6,7,3,1,1,0,d,1,Allocasuarina verticillata
10P6,10P6T3,C,14,7,3,1,1,0,d,1,Allocasuarina verticillata
10P6,10P6T4,C,15,7,3,1,1,0,d,1,Allocasuarina verticillata
10P6,10P6T5,C,9,7,3,1,1,0,d,1,Allocasuarina verticillata
10P6,10P6T6,C,22.7,7,3,1,1,0,d,1,Allocasuarina verticillata
10P8,10P8T1,C,6.5,6,3,1,1,0,d,1,Allocasuarina verticillata
10P8,10P8T12,C,9,5,3,1,1,0,d,1,Allocasuarina verticillata
10P8,10P8T13,C,5,5,3,1,1,0,d,1,Allocasuarina verticillata
10P8,10P8T2,C,7.5,6,3,1,1,0,d,1,Allocasuarina verticillata
10P8,10P8T6,C,4.3,6,3,1,1,0,d,1,Allocasuarina verticillata
10P8,10P8T7,C,6.5,6,3,1,1,0,d,1,Allocasuarina verticillata
10P8,10P8T8,C,6,6,3,1,1,0,d,1,Allocasuarina verticillata
10P8,10P8T9,C,9.5,6,3,1,1,0,d,1,Allocasuarina verticillata
13P1,13P1T1,C,17.1,3.5,3,1,1,0,d,1,Allocasuarina verticillata
13P1,13P1T6,C,8.2,3.5,3,1,1,0,d,1,Allocasuarina verticillata
13P1,13P1T7,C,11.3,3,3,1,1,0,d,1,Allocasuarina verticillata
