plot,unique,veg,diameter,height,sev,dead,alldead,rs,d.a,burnt,species
13P8,13P8T1,A,4.4,2.5,3,1,1,0,d,1,Leptospermum laevigatum
13P8,13P8T13,A,4.5,3,3,1,1,0,d,1,Leptospermum laevigatum
13P8,13P8T2,A,4.1,2.5,3,1,1,0,d,1,Leptospermum laevigatum
13P8,13P8T6,A,4.4,3,3,1,1,0,d,1,Leptospermum laevigatum
13P8,13P8T8,A,4.8,3,3,1,1,0,d,1,Leptospermum laevigatum
13P8,13P8T9,A,3.5,3,3,1,1,0,d,1,Leptospermum laevigatum
10P3,10P3T9,A,4,1.5,4,1,1,0,d,1,Leptospermum laevigatum
11P3,11P3T1,A,8,2,4,1,1,0,d,1,Leptospermum laevigatum
11P3,11P3T3,A,5.4,1.8,4,1,1,0,d,1,Leptospermum laevigatum
11P8,11P8T10,A,3,1.7,4,1,1,0,d,1,Leptospermum laevigatum
11P8,11P8T11,A,3.2,1.6,4,1,1,0,d,1,Leptospermum laevigatum
11P8,11P8T12,A,4,1.6,4,1,1,0,d,1,Leptospermum laevigatum
14P5,14P5T4,A,3.1,1.6,4,1,1,0,d,1,Leptospermum laevigatum
11P2,11P2T6,A,3,0.3,5,1,1,0,d,1,Leptospermum laevigatum
11P2,11P2T7,A,3.1,0.2,5,1,1,0,d,1,Leptospermum laevigatum
11P3,11P3T10,A,3.2,0.8,5,1,1,0,d,1,Leptospermum laevigatum
11P3,11P3T12,A,3.6,0.6,5,1,1,0,d,1,Leptospermum laevigatum
11P3,11P3T15,A,5.2,0.4,5,1,1,0,d,1,Leptospermum laevigatum
11P3,11P3T4,A,3.2,1.1,5,1,1,0,d,1,Leptospermum laevigatum
11P3,11P3T5,A,3.3,0.17,5,1,1,0,d,1,Leptospermum laevigatum
11P3,11P3T6,A,4,0.5,5,1,1,0,d,1,Leptospermum laevigatum
11P3,11P3T9,A,3.5,0.8,5,1,1,0,d,1,Leptospermum laevigatum
13P8,13P8T10,A,3.3,1,5,1,1,0,d,1,Leptospermum laevigatum
14P5,14P5T6,A,3.3,1,5,1,1,0,d,1,Leptospermum laevigatum
14P5,14P5T7,A,5.8,1,5,1,1,0,d,1,Leptospermum laevigatum
14P5,14P5T8,A,3.4,1,5,1,1,0,d,1,Leptospermum laevigatum
13P3,13P3T6,C,5.8,1.5,1,1,1,0,d,1,Leptospermum laevigatum
13P2,13P2T6,C,5.4,1.8,2,1,1,0,d,1,Leptospermum laevigatum
13P4,13P4T16,C,7.5,4,2,1,1,0,d,1,Leptospermum laevigatum
13P4,13P4T17,C,6.8,4,2,1,1,0,d,1,Leptospermum laevigatum
13P4,13P4T18,C,8,3,2,1,1,0,d,1,Leptospermum laevigatum
13P4,13P4T19,C,5.8,3,2,1,1,0,d,1,Leptospermum laevigatum
13P4,13P4T9,C,5.5,4,2,1,1,0,d,1,Leptospermum laevigatum
16P3,16P3T2,C,3.9,2.5,2,1,1,0,d,1,Leptospermum laevigatum
16P4,16P4T1,C,2.5,8,2,1,1,0,d,1,Leptospermum laevigatum
16P4,16P4T10,C,3.8,8,2,1,1,0,d,1,Leptospermum laevigatum
16P4,16P4T3,C,13.9,8,2,1,1,0,d,1,Leptospermum laevigatum
16P4,16P4T4,C,8,8,2,1,1,0,d,1,Leptospermum laevigatum
16P4,16P4T5,C,12.6,8,2,1,1,0,d,1,Leptospermum laevigatum
16P4,16P4T6,C,12.2,8,2,1,1,0,d,1,Leptospermum laevigatum
16P4,16P4T7,C,11.4,8,2,1,1,0,d,1,Leptospermum laevigatum
16P4,16P4T8,C,6,8,2,1,1,0,d,1,Leptospermum laevigatum
16P4,16P4T9,C,14.5,8,2,1,1,0,d,1,Leptospermum laevigatum
16P5,16P5T1,C,5.5,6,2,1,1,0,d,1,Leptospermum laevigatum
16P5,16P5T2,C,7.8,6,2,1,1,0,d,1,Leptospermum laevigatum
16P5,16P5T3,C,7,6,2,1,1,0,d,1,Leptospermum laevigatum
16P5,16P5T4,C,8.6,6,2,1,1,0,d,1,Leptospermum laevigatum
16P5,16P5T5,C,4.6,6,2,1,1,0,d,1,Leptospermum laevigatum
16P5,16P5T6,C,7.2,6,2,1,1,0,d,1,Leptospermum laevigatum
16P5,16P5T7,C,7.6,5,2,1,1,0,d,1,Leptospermum laevigatum
16P5,16P5T8,C,3.2,4,2,1,1,0,d,1,Leptospermum laevigatum
1P4,1P4T5,C,4.8,3,2,1,1,0,d,1,Leptospermum laevigatum
1P4,1P4T7,C,4.7,3,2,1,1,0,d,1,Leptospermum laevigatum
4P6,4P6T14,C,8.5,3,2,1,1,0,d,1,Leptospermum laevigatum
9P2,9P2T15,C,6.5,5,2,1,1,0,d,1,Leptospermum laevigatum
13P4,13P4T10,C,5.9,3,3,1,1,0,d,1,Leptospermum laevigatum
13P4,13P4T11,C,4.8,3,3,1,1,0,d,1,Leptospermum laevigatum
13P4,13P4T12,C,4,3,3,1,1,0,d,1,Leptospermum laevigatum
13P4,13P4T14,C,5.5,4,3,1,1,0,d,1,Leptospermum laevigatum
13P4,13P4T15,C,5,4,3,1,1,0,d,1,Leptospermum laevigatum
13P4,13P4T4,C,5,4,3,1,1,0,d,1,Leptospermum laevigatum
13P4,13P4T8,C,3.5,3,3,1,1,0,d,1,Leptospermum laevigatum
16P1,16P1T1,C,5.4,5,3,1,1,0,d,1,Leptospermum laevigatum
16P1,16P1T10,C,4,5,3,1,1,0,d,1,Leptospermum laevigatum
16P1,16P1T11,C,5.2,5,3,1,1,0,d,1,Leptospermum laevigatum
16P1,16P1T12,C,6.3,5,3,1,1,0,d,1,Leptospermum laevigatum
16P1,16P1T2,C,3,5,3,1,1,0,d,1,Leptospermum laevigatum
16P1,16P1T3,C,4,5,3,1,1,0,d,1,Leptospermum laevigatum
16P3,16P3T10,C,3.9,2.5,3,1,1,0,d,1,Leptospermum laevigatum
16P3,16P3T4,C,3.2,2.5,3,1,1,0,d,1,Leptospermum laevigatum
16P3,16P3T5,C,4,2.5,3,1,1,0,d,1,Leptospermum laevigatum
16P3,16P3T6,C,3.3,2,3,1,1,0,d,1,Leptospermum laevigatum
16P3,16P3T7,C,4.7,2.5,3,1,1,0,d,1,Leptospermum laevigatum
16P5,16P5T10,C,7.1,5,3,1,1,0,d,1,Leptospermum laevigatum
16P5,16P5T11,C,6,6,3,1,1,0,d,1,Leptospermum laevigatum
2P5,2P5T4,C,3,3,3,1,1,0,d,1,Leptospermum laevigatum
2P5,2P5T8,C,3.7,3,3,1,1,0,d,1,Leptospermum laevigatum
4P5,4P5T10,C,4,3,3,1,1,0,d,1,Leptospermum laevigatum
4P5,4P5T8,C,7,6,3,1,1,0,d,1,Leptospermum laevigatum
4P6,4P6T1,C,7.6,4,3,1,1,0,d,1,Leptospermum laevigatum
4P6,4P6T2,C,11.2,4,3,1,1,0,d,1,Leptospermum laevigatum
4P6,4P6T3,C,9.6,4,3,1,1,0,d,1,Leptospermum laevigatum
4P7,4P7T10,C,7.5,2,3,1,1,0,d,1,Leptospermum laevigatum
4P7,4P7T12,C,4.4,1.5,3,1,1,0,d,1,Leptospermum laevigatum
4P7,4P7T3,C,3.2,1.5,3,1,1,0,d,1,Leptospermum laevigatum
4P7,4P7T4,C,3.4,1.5,3,1,1,0,d,1,Leptospermum laevigatum
4P7,4P7T5,C,5.8,1.5,3,1,1,0,d,1,Leptospermum laevigatum
4P7,4P7T6,C,4.5,1.5,3,1,1,0,d,1,Leptospermum laevigatum
4P7,4P7T7,C,4.5,1.5,3,1,1,0,d,1,Leptospermum laevigatum
4P7,4P7T9,C,3.1,1.5,3,1,1,0,d,1,Leptospermum laevigatum
4P8,4P8T11,C,6.5,3,3,1,1,0,d,1,Leptospermum laevigatum
4P8,4P8T13,C,9.2,3,3,1,1,0,d,1,Leptospermum laevigatum
4P8,4P8T14,C,11,3,3,1,1,0,d,1,Leptospermum laevigatum
4P8,4P8T3,C,8.6,3,3,1,1,0,d,1,Leptospermum laevigatum
4P8,4P8T5,C,12,3,3,1,1,0,d,1,Leptospermum laevigatum
4P8,4P8T7,C,5.6,3,3,1,1,0,d,1,Leptospermum laevigatum
4P8,4P8T8,C,2.6,3,3,1,1,0,d,1,Leptospermum laevigatum
6P2,6P2T8,C,3.4,0.5,3,1,1,0,d,1,Leptospermum laevigatum
10P5,10P5T7,C,5,7,4,1,1,0,d,1,Leptospermum laevigatum
16P4,16P4T11,C,6.5,6,4,1,1,0,d,1,Leptospermum laevigatum
1P5,1P5T10,C,3.5,2,4,1,1,0,d,1,Leptospermum laevigatum
1P5,1P5T11,C,3.1,2,4,1,1,0,d,1,Leptospermum laevigatum
1P5,1P5T12,C,3.3,2,4,1,1,0,d,1,Leptospermum laevigatum
1P5,1P5T7,C,4.5,2,4,1,1,0,d,1,Leptospermum laevigatum
1P5,1P5T8,C,4,2,4,1,1,0,d,1,Leptospermum laevigatum
1P5,1P5T9,C,3.8,2,4,1,1,0,d,1,Leptospermum laevigatum
20P2,20P2T9,C,19.5,1.8,4,1,1,0,d,1,Leptospermum laevigatum
2P1,2P1T3,C,4.3,1,4,1,1,0,d,1,Leptospermum laevigatum
2P1,2P1T6,C,6.2,3,4,1,1,0,d,1,Leptospermum laevigatum
2P1,2P1T9,C,5,3,4,1,1,0,d,1,Leptospermum laevigatum
4P8,4P8T12,C,11,3,4,1,1,0,d,1,Leptospermum laevigatum
4P8,4P8T6,C,4.5,0.5,4,1,1,0,d,1,Leptospermum laevigatum
9P2,9P2T14,C,10.8,0.2,4,1,1,0,d,1,Leptospermum laevigatum
2P1,2P1T8,C,8.9,0.36,5,1,1,0,d,1,Leptospermum laevigatum
4P6,4P6T9,C,3.1,0.9,5,1,1,0,d,1,Leptospermum laevigatum
4P8,4P8T9,C,4.5,0.5,5,1,1,0,d,1,Leptospermum laevigatum
9P2,9P2T2,C,3.4,0.42,5,1,1,0,d,1,Leptospermum laevigatum
9P2,9P2T4,C,4,1,5,1,1,0,d,1,Leptospermum laevigatum
9P2,9P2T5,C,3.9,1.2,5,1,1,0,d,1,Leptospermum laevigatum
9P2,9P2T7,C,5.2,0.4,5,1,1,0,d,1,Leptospermum laevigatum
16P8,16P8T1,D,3.8,2.5,2,1,1,0,d,1,Leptospermum laevigatum
16P8,16P8T2,D,3.5,3,2,1,1,0,d,1,Leptospermum laevigatum
16P8,16P8T3,D,3.6,3,2,1,1,0,d,1,Leptospermum laevigatum
16P8,16P8T4,D,5,3,2,1,1,0,d,1,Leptospermum laevigatum
16P8,16P8T6,D,3,6,2,1,1,0,d,1,Leptospermum laevigatum
16P8,16P8T7,D,3.4,3,2,1,1,0,d,1,Leptospermum laevigatum
16P8,16P8T8,D,3,3,2,1,1,0,d,1,Leptospermum laevigatum
16P8,16P8T9,D,4.2,3,2,1,1,0,d,1,Leptospermum laevigatum
1P1,1P1T10,D,15.2,3.5,2,1,1,0,d,1,Leptospermum laevigatum
1P1,1P1T11,D,20.6,3.5,2,1,1,0,d,1,Leptospermum laevigatum
1P1,1P1T6,D,27.4,3.5,2,1,1,0,d,1,Leptospermum laevigatum
1P1,1P1T7,D,8,3.5,2,1,1,0,d,1,Leptospermum laevigatum
1P1,1P1T8,D,11,3.5,2,1,1,0,d,1,Leptospermum laevigatum
1P1,1P1T9,D,12,3.5,2,1,1,0,d,1,Leptospermum laevigatum
2P2,2P2T13,D,4,1.5,2,1,1,0,d,1,Leptospermum laevigatum
4P3,4P3T1,D,9.9,7,2,1,1,0,d,1,Leptospermum laevigatum
4P3,4P3T10,D,9.5,5,2,1,1,0,d,1,Leptospermum laevigatum
4P3,4P3T11,D,7.2,5,2,1,1,0,d,1,Leptospermum laevigatum
4P3,4P3T12,D,8,5,2,1,1,0,d,1,Leptospermum laevigatum
4P3,4P3T13,D,15.5,5,2,1,1,0,d,1,Leptospermum laevigatum
4P3,4P3T14,D,14,5,2,1,1,0,d,1,Leptospermum laevigatum
4P3,4P3T15,D,14,5,2,1,1,0,d,1,Leptospermum laevigatum
4P3,4P3T2,D,9.3,7,2,1,1,0,d,1,Leptospermum laevigatum
4P3,4P3T3,D,12,7,2,1,1,0,d,1,Leptospermum laevigatum
4P3,4P3T5,D,5.7,7,2,1,1,0,d,1,Leptospermum laevigatum
4P3,4P3T6,D,10.5,7,2,1,1,0,d,1,Leptospermum laevigatum
4P3,4P3T7,D,12,7,2,1,1,0,d,1,Leptospermum laevigatum
4P3,4P3T9,D,7,5,2,1,1,0,d,1,Leptospermum laevigatum
4P4,4P4T3,D,7.8,6,2,1,1,0,d,1,Leptospermum laevigatum
5P5,5P5T10,D,14.9,3,2,1,1,0,d,1,Leptospermum laevigatum
5P5,5P5T2,D,17.5,3,2,1,1,0,d,1,Leptospermum laevigatum
5P5,5P5T3,D,6.2,3,2,1,1,0,d,1,Leptospermum laevigatum
5P5,5P5T4,D,4,3,2,1,1,0,d,1,Leptospermum laevigatum
5P5,5P5T9,D,4,3,2,1,1,0,d,1,Leptospermum laevigatum
2P2,2P2T1,D,3.2,1.5,3,1,1,0,d,1,Leptospermum laevigatum
2P2,2P2T10,D,4.3,1.5,3,1,1,0,d,1,Leptospermum laevigatum
2P2,2P2T12,D,3.6,1.5,3,1,1,0,d,1,Leptospermum laevigatum
2P2,2P2T2,D,4.4,1.5,3,1,1,0,d,1,Leptospermum laevigatum
2P2,2P2T3,D,4,1.5,3,1,1,0,d,1,Leptospermum laevigatum
2P2,2P2T4,D,4.1,1.5,3,1,1,0,d,1,Leptospermum laevigatum
2P2,2P2T5,D,3.9,1.5,3,1,1,0,d,1,Leptospermum laevigatum
2P2,2P2T6,D,5.4,1.5,3,1,1,0,d,1,Leptospermum laevigatum
2P2,2P2T9,D,3.1,1.5,3,1,1,0,d,1,Leptospermum laevigatum
2P6,2P6T10,D,5.5,3,3,1,1,0,d,1,Leptospermum laevigatum
2P6,2P6T4,D,3.5,3,3,1,1,0,d,1,Leptospermum laevigatum
2P6,2P6T5,D,5.4,3,3,1,1,0,d,1,Leptospermum laevigatum
2P6,2P6T6,D,4.4,3,3,1,1,0,d,1,Leptospermum laevigatum
2P6,2P6T7,D,3.8,3,3,1,1,0,d,1,Leptospermum laevigatum
2P6,2P6T8,D,5.2,3,3,1,1,0,d,1,Leptospermum laevigatum
2P6,2P6T9,D,3,3,3,1,1,0,d,1,Leptospermum laevigatum
4P3,4P3T4,D,15.5,7,3,1,1,0,d,1,Leptospermum laevigatum
4P3,4P3T8,D,4.6,5,3,1,1,0,d,1,Leptospermum laevigatum
5P5,5P5T1,D,17.8,3,3,1,1,0,d,1,Leptospermum laevigatum
5P5,5P5T6,D,8,1,3,1,1,0,d,1,Leptospermum laevigatum
5P5,5P5T7,D,6.6,1,3,1,1,0,d,1,Leptospermum laevigatum
6P3,6P3T7,D,3.5,4,3,1,1,0,d,1,Leptospermum laevigatum
9P6,9P6T4,D,4.5,3,3,1,1,0,d,1,Leptospermum laevigatum
9P6,9P6T6,D,11.6,5,3,1,1,0,d,1,Leptospermum laevigatum
9P6,9P6T8,D,7.2,4,3,1,1,0,d,1,Leptospermum laevigatum
9P6,9P6T9,D,3,3,3,1,1,0,d,1,Leptospermum laevigatum
15P13,15P13T7,D,4,0.8,4,1,1,0,d,1,Leptospermum laevigatum
2P2,2P2T11,D,3.4,0.6,4,1,1,0,d,1,Leptospermum laevigatum
2P2,2P2T7,D,4.5,0.8,4,1,1,0,d,1,Leptospermum laevigatum
2P2,2P2T8,D,3.1,0.8,4,1,1,0,d,1,Leptospermum laevigatum
6P3,6P3T2,D,3.6,4,4,1,1,0,d,1,Leptospermum laevigatum
6P3,6P3T4,D,4,4,4,1,1,0,d,1,Leptospermum laevigatum
6P3,6P3T5,D,4.8,4,4,1,1,0,d,1,Leptospermum laevigatum
6P3,6P3T8,D,6,4,4,1,1,0,d,1,Leptospermum laevigatum
9P6,9P6T1,D,3.2,2.5,4,1,1,0,d,1,Leptospermum laevigatum
9P6,9P6T7,D,10,1,4,1,1,0,d,1,Leptospermum laevigatum
15P13,15P13T6,D,3,0.4,5,1,1,0,d,1,Leptospermum laevigatum
15P13,15P13T8,D,5,0.5,5,1,1,0,d,1,Leptospermum laevigatum
15P13,15P13T9,D,3.1,0.3,5,1,1,0,d,1,Leptospermum laevigatum
5P5,5P5T5,D,3,0.35,5,1,1,0,d,1,Leptospermum laevigatum
5P5,5P5T8,D,3.2,3,5,1,1,0,d,1,Leptospermum laevigatum
15P2,15P2T11,E,4.5,3,2,1,1,0,d,1,Leptospermum laevigatum
15P4,15P4T2,E,4.2,3.5,2,1,1,0,d,1,Leptospermum laevigatum
15P6,15P6T1,E,8,0.7,2,1,1,0,d,1,Leptospermum laevigatum
15P6,15P6T3,E,4,0.7,2,1,1,0,d,1,Leptospermum laevigatum
16P6,16P6T1,E,13.6,4.5,2,1,1,0,d,1,Leptospermum laevigatum
16P6,16P6T3,E,15.1,4.5,2,1,1,0,d,1,Leptospermum laevigatum
16P6,16P6T4,E,20.5,5,2,1,1,0,d,1,Leptospermum laevigatum
17P11,17P11T1,E,10.5,2.5,2,1,1,0,d,1,Leptospermum laevigatum
17P11,17P11T12,E,16,2.2,2,1,1,0,d,1,Leptospermum laevigatum
17P11,17P11T4,E,6.5,2.5,2,1,1,0,d,1,Leptospermum laevigatum
17P11,17P11T8,E,12.1,3,2,1,1,0,d,1,Leptospermum laevigatum
17P12,17P12T7,E,4.3,1.8,2,1,1,0,d,1,Leptospermum laevigatum
17P12,17P12T8,E,7.8,2.5,2,1,1,0,d,1,Leptospermum laevigatum
17P15,17P15T6,E,13.1,2,2,1,1,0,d,1,Leptospermum laevigatum
17P15,17P15T9,E,16,3,2,1,1,0,d,1,Leptospermum laevigatum
1P2,1P2T1,E,12,0.5,2,1,1,0,d,1,Leptospermum laevigatum
1P2,1P2T10,E,10,1,2,1,1,0,d,1,Leptospermum laevigatum
1P2,1P2T9,E,5.6,1,2,1,1,0,d,1,Leptospermum laevigatum
14P13,14P13T10,E,3.5,1.5,3,1,1,0,d,1,Leptospermum laevigatum
14P13,14P13T7,E,3,0.6,3,1,1,0,d,1,Leptospermum laevigatum
14P13,14P13T8,E,3,1.5,3,1,1,0,d,1,Leptospermum laevigatum
14P13,14P13T9,E,4,1.5,3,1,1,0,d,1,Leptospermum laevigatum
15P4,15P4T10,E,3.8,2.5,3,1,1,0,d,1,Leptospermum laevigatum
15P4,15P4T11,E,3.1,2.5,3,1,1,0,d,1,Leptospermum laevigatum
15P4,15P4T3,E,4,0.7,3,1,1,0,d,1,Leptospermum laevigatum
15P4,15P4T5,E,6.6,3,3,1,1,0,d,1,Leptospermum laevigatum
15P4,15P4T7,E,4,1.8,3,1,1,0,d,1,Leptospermum laevigatum
15P6,15P6T2,E,5,0.7,3,1,1,0,d,1,Leptospermum laevigatum
15P6,15P6T4,E,8,0.7,3,1,1,0,d,1,Leptospermum laevigatum
16P6,16P6T7,E,8.6,6,3,1,1,0,d,1,Leptospermum laevigatum
16P6,16P6T8,E,14.9,6,3,1,1,0,d,1,Leptospermum laevigatum
17P12,17P12T1,E,10,2,3,1,1,0,d,1,Leptospermum laevigatum
17P12,17P12T10,E,11,3,3,1,1,0,d,1,Leptospermum laevigatum
17P12,17P12T11,E,3.8,1.6,3,1,1,0,d,1,Leptospermum laevigatum
17P12,17P12T2,E,8,2,3,1,1,0,d,1,Leptospermum laevigatum
17P12,17P12T3,E,4.5,2,3,1,1,0,d,1,Leptospermum laevigatum
17P12,17P12T4,E,6.9,2,3,1,1,0,d,1,Leptospermum laevigatum
17P12,17P12T5,E,5,1.8,3,1,1,0,d,1,Leptospermum laevigatum
17P12,17P12T6,E,6,1.8,3,1,1,0,d,1,Leptospermum laevigatum
17P12,17P12T9,E,4.5,2,3,1,1,0,d,1,Leptospermum laevigatum
14P13,14P13T11,E,4.5,1.5,4,1,1,0,d,1,Leptospermum laevigatum
14P13,14P13T12,E,6.5,1.5,4,1,1,0,d,1,Leptospermum laevigatum
14P13,14P13T13,E,5.2,1.5,4,1,1,0,d,1,Leptospermum laevigatum
14P13,14P13T14,E,10,1.5,4,1,1,0,d,1,Leptospermum laevigatum
14P13,14P13T5,E,6,2.5,4,1,1,0,d,1,Leptospermum laevigatum
15P2,15P2T1,E,5.5,0.5,4,1,1,0,d,1,Leptospermum laevigatum
15P2,15P2T10,E,7.3,1.8,4,1,1,0,d,1,Leptospermum laevigatum
15P2,15P2T12,E,5.5,2,4,1,1,0,d,1,Leptospermum laevigatum
15P2,15P2T2,E,7.3,1.8,4,1,1,0,d,1,Leptospermum laevigatum
15P2,15P2T3,E,6.9,1.8,4,1,1,0,d,1,Leptospermum laevigatum
15P2,15P2T4,E,8,1.3,4,1,1,0,d,1,Leptospermum laevigatum
15P2,15P2T5,E,6.2,1.3,4,1,1,0,d,1,Leptospermum laevigatum
15P2,15P2T6,E,6.5,1.1,4,1,1,0,d,1,Leptospermum laevigatum
15P2,15P2T8,E,11.8,1.8,4,1,1,0,d,1,Leptospermum laevigatum
15P2,15P2T9,E,7,1.8,4,1,1,0,d,1,Leptospermum laevigatum
15P6,15P6T10,E,5,0.7,4,1,1,0,d,1,Leptospermum laevigatum
15P6,15P6T6,E,4.8,0.7,4,1,1,0,d,1,Leptospermum laevigatum
15P6,15P6T7,E,6,1.5,4,1,1,0,d,1,Leptospermum laevigatum
15P6,15P6T8,E,3.8,0.4,4,1,1,0,d,1,Leptospermum laevigatum
16P6,16P6T5,E,10.6,5,4,1,1,0,d,1,Leptospermum laevigatum
16P6,16P6T6,E,22,6,4,1,1,0,d,1,Leptospermum laevigatum
17P14,17P14T1,E,3.2,1,4,1,1,0,d,1,Leptospermum laevigatum
17P14,17P14T2,E,3,0.5,4,1,1,0,d,1,Leptospermum laevigatum
17P14,17P14T9,E,4,1,4,1,1,0,d,1,Leptospermum laevigatum
1P2,1P2T2,E,3.2,0.5,4,1,1,0,d,1,Leptospermum laevigatum
1P2,1P2T3,E,2.1,0.5,4,1,1,0,d,1,Leptospermum laevigatum
1P2,1P2T6,E,6.3,0.5,4,1,1,0,d,1,Leptospermum laevigatum
15P2,15P2T7,E,4,0.6,5,1,1,0,d,1,Leptospermum laevigatum
15P5,15P5T6,E,3.5,0.2,5,1,1,0,d,1,Leptospermum laevigatum
15P6,15P6T5,E,5.5,1,5,1,1,0,d,1,Leptospermum laevigatum
15P6,15P6T9,E,3.5,0.3,5,1,1,0,d,1,Leptospermum laevigatum
16P6,16P6T9,E,8.5,1.6,5,1,1,0,d,1,Leptospermum laevigatum
17P14,17P14T4,E,3.4,0.1,5,1,1,0,d,1,Leptospermum laevigatum
17P14,17P14T5,E,3.3,0.1,5,1,1,0,d,1,Leptospermum laevigatum
17P14,17P14T8,E,6.1,1.5,5,1,1,0,d,1,Leptospermum laevigatum
12P1,12P1T1,A,5,2.2,2,1,1,0,d,1,Leptospermum scoparium
12P1,12P1T2,A,3,2.2,2,1,1,0,d,1,Leptospermum scoparium
12P1,12P1T6,A,3.1,1.5,2,1,1,0,d,1,Leptospermum scoparium
12P3,12P3T10,A,5,2,2,1,1,0,d,1,Leptospermum scoparium
12P3,12P3T11,A,3.6,2,2,1,1,0,d,1,Leptospermum scoparium
12P3,12P3T12,A,6.6,2,2,1,1,0,d,1,Leptospermum scoparium
12P3,12P3T9,A,5.5,2,2,1,1,0,d,1,Leptospermum scoparium
12P8,12P8T6,A,9,0.7,2,1,1,0,d,1,Leptospermum scoparium
12P8,12P8T7,A,9,0.7,2,1,1,0,d,1,Leptospermum scoparium
13P10,13P10T2,A,5.8,1.5,2,1,1,0,d,1,Leptospermum scoparium
13P10,13P10T3,A,6.2,1,2,1,1,0,d,1,Leptospermum scoparium
13P5,13P5T11,A,3.1,2,2,1,1,0,d,1,Leptospermum scoparium
16P2,16P2T1,A,4.8,3,2,1,1,0,d,1,Leptospermum scoparium
16P2,16P2T2,A,10,3,2,1,1,0,d,1,Leptospermum scoparium
16P2,16P2T5,A,5,3,2,1,1,0,d,1,Leptospermum scoparium
16P2,16P2T8,A,6,2.5,2,1,1,0,d,1,Leptospermum scoparium
16P2,16P2T9,A,6.9,5,2,1,1,0,d,1,Leptospermum scoparium
17P7,17P7T8,A,3.2,1,2,1,1,0,d,1,Leptospermum scoparium
18P10,18P10T2,A,3,1.7,2,1,1,0,d,1,Leptospermum scoparium
18P11,18P11T1,A,3.3,1.2,2,1,1,0,d,1,Leptospermum scoparium
18P11,18P11T10,A,3.1,1.8,2,1,1,0,d,1,Leptospermum scoparium
18P11,18P11T11,A,3.1,1.8,2,1,1,0,d,1,Leptospermum scoparium
18P11,18P11T12,A,3,1.8,2,1,1,0,d,1,Leptospermum scoparium
18P11,18P11T3,A,3,1.9,2,1,1,0,d,1,Leptospermum scoparium
18P11,18P11T4,A,3.4,1.7,2,1,1,0,d,1,Leptospermum scoparium
18P11,18P11T5,A,4.2,1.8,2,1,1,0,d,1,Leptospermum scoparium
18P11,18P11T7,A,3.5,1.5,2,1,1,0,d,1,Leptospermum scoparium
18P11,18P11T8,A,3,1.6,2,1,1,0,d,1,Leptospermum scoparium
18P3,18P3T3,A,6.4,1.6,2,1,1,0,d,1,Leptospermum scoparium
18P3,18P3T4,A,3,1.6,2,1,1,0,d,1,Leptospermum scoparium
18P3,18P3T5,A,4.5,2,2,1,1,0,d,1,Leptospermum scoparium
19P9,19P9T11,A,3.5,1.4,2,1,1,0,d,1,Leptospermum scoparium
19P9,19P9T2,A,6,1.6,2,1,1,0,d,1,Leptospermum scoparium
7P3,7P3T1,A,3.5,3,2,1,1,0,d,1,Leptospermum scoparium
7P3,7P3T10,A,3.2,3,2,1,1,0,d,1,Leptospermum scoparium
7P3,7P3T11,A,3,0.7,2,1,1,0,d,1,Leptospermum scoparium
7P3,7P3T3,A,3.5,3,2,1,1,0,d,1,Leptospermum scoparium
7P3,7P3T4,A,5.3,3,2,1,1,0,d,1,Leptospermum scoparium
7P5,7P5T11,A,4.4,1,2,1,1,0,d,1,Leptospermum scoparium
7P5,7P5T5,A,3.4,1.5,2,1,1,0,d,1,Leptospermum scoparium
12P1,12P1T7,A,11.5,2.8,3,1,1,0,d,1,Leptospermum scoparium
12P8,12P8T8,A,5.2,0.7,3,1,1,0,d,1,Leptospermum scoparium
13P6,13P6T6,A,4.8,1.5,3,1,1,0,d,1,Leptospermum scoparium
17P3,17P3T10,A,5.3,1.5,3,1,1,0,d,1,Leptospermum scoparium
17P3,17P3T2,A,3.1,1.7,3,1,1,0,d,1,Leptospermum scoparium
17P3,17P3T9,A,5.3,1.6,3,1,1,0,d,1,Leptospermum scoparium
18P6,18P6T9,A,3.2,1.5,3,1,1,0,d,1,Leptospermum scoparium
19P9,19P9T13,A,3.3,1.8,3,1,1,0,d,1,Leptospermum scoparium
7P3,7P3T2,A,3.3,3,3,1,1,0,d,1,Leptospermum scoparium
12P3,12P3T2,A,4.8,2,4,1,1,0,d,1,Leptospermum scoparium
17P9,17P9T2,A,4.8,0.4,5,1,1,0,d,1,Leptospermum scoparium
15P12,15P12T2,E,6.4,0.4,2,1,1,0,d,1,Leptospermum scoparium
15P12,15P12T3,E,4.2,0.4,2,1,1,0,d,1,Leptospermum scoparium
15P12,15P12T4,E,10,2.5,2,1,1,0,d,1,Leptospermum scoparium
15P12,15P12T6,E,3.2,0.3,3,1,1,0,d,1,Leptospermum scoparium
15P12,15P12T1,E,4.8,1,4,1,1,0,d,1,Leptospermum scoparium
15P12,15P12T11,E,5.2,1.1,4,1,1,0,d,1,Leptospermum scoparium
15P12,15P12T5,E,4.5,1,4,1,1,0,d,1,Leptospermum scoparium
15P12,15P12T7,E,3.8,0.3,4,1,1,0,d,1,Leptospermum scoparium
15P12,15P12T8,E,7.1,1,4,1,1,0,d,1,Leptospermum scoparium
