abbrev,individual_id,max_lumen_width,min_lumen_width,wall_thickness,replicates_conduit,collector_conduit,fresh_vol,dry_mass,wood_density,replicates_wood,collector_wood,leaf_area_mm2,leaf_fresh_mass_g,leaf_dry_mass_g,leaf_mass_per_area_g_m2,leaf_dry_matter_content,replicates_leaf,collector_leaf,leaf_type,family,genus,current_taxon,don_abbrev,old_taxon,older_taxon,red_book_hmax_m,height_notes,leaflets,deciduous,diaspore_type,dispersal_mode,seed_dispersal_uncertain,showy_fruit_no_reward,diaspore_diam_mm_lower,diaspore_diam_mm_upper,mean_diaspore_diam_mm,diaspore_notes,diaspore_measurement_notes,fruit_type,fruit_diam_mm_lower,fruit_diam_mm_upper,fruit_notes,Butler_dispersal_mode,Butler_seed_diam_mm,seed_notes
meiosten,3_conduit,0.01847,0.00873,0.002004,10,Julian,,,,,,,,,,,,,,Annonaceae,Meiogyne,Meiogyne stenopetala,,Fissistigma stenopetala,Ancana stenopetala,5,,1,0,berry,endozoochory,,,10,,10,yellow,diam estimate based on individual fruit,berry,10,0,yellow,ae,8,
melihaye,1_conduit,0.02447,0.01333,0.001973556,15,Julian,,,,,,,,,,,,,,Rutaceae,Melicope,Melicope hayesii,,Euodia species,,20,,3,0,seed_aril,endozoochory,,no,4,,4,black aril,used Butler,follicle,4,6,brown,un,3,
melihaye,2_conduit,0.02307,0.01013,0.001927556,15,Julian,,,,,,,,,,,,,,Rutaceae,Melicope,Melicope hayesii,,Euodia species,,20,,3,0,seed_aril,endozoochory,,no,4,,4,black aril,used Butler,follicle,4,6,brown,un,3,
melihaye,3_conduit,0.03372,0.01335,0.002000222,15,Julian,,,,,,,,,,,,,,Rutaceae,Melicope,Melicope hayesii,,Euodia species,,20,,3,0,seed_aril,endozoochory,,no,4,,4,black aril,used Butler,follicle,4,6,brown,un,3,
melimicr,1_conduit,0.028186,0.008619,0.001761467,15,Alison,,,,,,,,,,,,,,Rutaceae,Melicope,Melicope micrococca,melimicr,Euodia micrococca,,35,,3,0,seed_aril,endozoochory,,no,4,,4,black aril,used Butler,follicle,4,6,green,un,3,
melimicr,2_conduit,,,,15,Alison,,,,,,,,,,,,,,Rutaceae,Melicope,Melicope micrococca,melimicr,Euodia micrococca,,35,,3,0,seed_aril,endozoochory,,no,4,,4,black aril,used Butler,follicle,4,6,green,un,3,
melimicr,3_conduit,0.028685,0.014257,0.001457911,15,Alison,,,,,,,,,,,,,,Rutaceae,Melicope,Melicope micrococca,melimicr,Euodia micrococca,,35,,3,0,seed_aril,endozoochory,,no,4,,4,black aril,used Butler,follicle,4,6,green,un,3,
miscaila,1_conduit,0.02941,0.01263,0.001890667,15,Julian,,,,,,,,,,,,,,Sapindaceae,Mischocarpus,Mischocarpus ailae,,Mischocarpus lachnocarpus,,10,,2,0,seed_aril,endozoochory,,,6,,6,orange,used Butler,capsule,10,15,orange,ae,6,
miscanod,1_conduit,0.02198,0.00974,0.001555556,15,Julian,,,,,,,,,,,,,,Sapindaceae,Mischocarpus,Mischocarpus anodontus,,,,10,,4,0,seed_aril,endozoochory,,,8,,8,purple,used Butler,capsule,10,20,orange,ae,8,
miscanod,2_conduit,0.0422,0.01101,0.001954889,15,Julian,,,,,,,,,,,,,,Sapindaceae,Mischocarpus,Mischocarpus anodontus,,,,10,,4,0,seed_aril,endozoochory,,,8,,8,purple,used Butler,capsule,10,20,orange,ae,8,
miscanod,3_conduit,0.02166,0.0059,0.001811111,15,Julian,,,,,,,,,,,,,,Sapindaceae,Mischocarpus,Mischocarpus anodontus,,,,10,,4,0,seed_aril,endozoochory,,,8,,8,purple,used Butler,capsule,10,20,orange,ae,8,
miscaust,1_conduit,0.0323,0.01389,0.001473111,15,Julian,,,,,,,,,,,,,,Sapindaceae,Mischocarpus,Mischocarpus australis,,Mischocarpus sundaicus,,25,,4,0,seed_aril,endozoochory,,,6,,6,purple,used Butler,capsule,5,12,red,ae,6,
miscaust,2_conduit,0.02529,0.01208,0.001656889,15,Julian,,,,,,,,,,,,,,Sapindaceae,Mischocarpus,Mischocarpus australis,,Mischocarpus sundaicus,,25,,4,0,seed_aril,endozoochory,,,6,,6,purple,used Butler,capsule,5,12,red,ae,6,
misclaut,1_conduit,0.05792,0.02152,0.002138222,15,Julian,,,,,,,,,,,,,,Sapindaceae,Mischarytera,Mischarytera lautereriana,,Arytera lautereriana,,25,,15,0,seed_aril,endozoochory,,,10,,10,orange,used Butler,capsule,10,25,green,ae,10,
misclaut,2_conduit,0.04357,0.01869,0.001797333,15,Julian,,,,,,,,,,,,,,Sapindaceae,Mischarytera,Mischarytera lautereriana,,Arytera lautereriana,,25,,15,0,seed_aril,endozoochory,,,10,,10,orange,used Butler,capsule,10,25,green,ae,10,
misclaut,3_conduit,0.05421,0.02217,0.001846,15,Julian,,,,,,,,,,,,,,Sapindaceae,Mischarytera,Mischarytera lautereriana,,Arytera lautereriana,,25,,15,0,seed_aril,endozoochory,,,10,,10,orange,used Butler,capsule,10,25,green,ae,10,
miscpyri,1_conduit,0.04794,0.01492,0.001809778,15,Julian,,,,,,,,,,,,,,Sapindaceae,Mischocarpus,Mischocarpus pyriformis,,,,18,,6,0,seed_aril,endozoochory,,,6,,6,red,used Butler,capsule,15,20,yellow,ae,6,
miscpyri,2_conduit,0.03198,0.013,0.002011778,15,Julian,,,,,,,,,,,,,,Sapindaceae,Mischocarpus,Mischocarpus pyriformis,,,,18,,6,0,seed_aril,endozoochory,,,6,,6,red,used Butler,capsule,15,20,yellow,ae,6,
miscpyri,3_conduit,0.04323,0.01638,0.002373333,15,Julian,,,,,,,,,,,,,,Sapindaceae,Mischocarpus,Mischocarpus pyriformis,,,,18,,6,0,seed_aril,endozoochory,,,6,,6,red,used Butler,capsule,15,20,yellow,ae,6,
murrovat,1_conduit,0.02753,0.00831,0.001719111,15,Julian,,,,,,,,,,,,,,Rutaceae,Murraya,Murraya ovatifoliolata,,,,4,,6,0,berry,endozoochory,,,6,8,7,red,estimated diam,berry,6,8,red,ae,4,
murrovat,2_conduit,0.02002,0.00965,0.001916667,15,Julian,,,,,,,,,,,,,,Rutaceae,Murraya,Murraya ovatifoliolata,,,,4,,6,0,berry,endozoochory,,,6,8,7,red,estimated diam,berry,6,8,red,ae,4,
murrovat,3_conduit,0.01713,0.00669,0.001545111,15,Julian,,,,,,,,,,,,,,Rutaceae,Murraya,Murraya ovatifoliolata,,,,4,,6,0,berry,endozoochory,,,6,8,7,red,estimated diam,berry,6,8,red,ae,4,
myrshowi,1_conduit,0.01839,0.00737,0.002346667,15,Julian,,,,,,,,,,,,,,Primulaceae,Myrsine,Myrsine howittiana,,Rapanea howittiana,,7,used lower height in Red Book,1,0,drupe,endozoochory,,,5,7,6,blue,,drupe,5,7,blue,ae,5,
myrshowi,2_conduit,0.01467,0.00653,0.002146222,15,Julian,,,,,,,,,,,,,,Primulaceae,Myrsine,Myrsine howittiana,,Rapanea howittiana,,7,used lower height in Red Book,1,0,drupe,endozoochory,,,5,7,6,blue,,drupe,5,7,blue,ae,5,
myrshowi,3_conduit,0.02142,0.00788,0.001946222,15,Julian,,,,,,,,,,,,,,Primulaceae,Myrsine,Myrsine howittiana,,Rapanea howittiana,,7,used lower height in Red Book,1,0,drupe,endozoochory,,,5,7,6,blue,,drupe,5,7,blue,ae,5,
myrsvari,1_conduit,0.01438,0.00692,0.002092222,15,Julian,,,,,,,,,,,,,,Primulaceae,Myrsine,Myrsine variabilis,rapavari,Rapanea variabilis,,13,,1,0,drupe,endozoochory,,,4,6,5,blue,,drupe,4,6,blue,ae,4,
neolaust,1_conduit,0.027886,0.016468,0.002815844,15,Alison,,,,,,,,,,,,,,Lauraceae,Neolitsea,Neolitsea australiensis,neolaust,,,15,,1,0,berry,endozoochory,,,12,20,16,black,,berry,12,20,black,ae,8,
neolaust,2_conduit,0.028825,0.009605,0.002964844,15,Alison,,,,,,,,,,,,,,Lauraceae,Neolitsea,Neolitsea australiensis,neolaust,,,15,,1,0,berry,endozoochory,,,12,20,16,black,,berry,12,20,black,ae,8,
neolaust,3_conduit,0.019272,0.006969,0.002549156,15,Alison,,,,,,,,,,,,,,Lauraceae,Neolitsea,Neolitsea australiensis,neolaust,,,15,,1,0,berry,endozoochory,,,12,20,16,black,,berry,12,20,black,ae,8,
neoldeal,1_conduit,0.02433,0.00967,0.002465111,15,Julian,,,,,,,,,,,,,,Lauraceae,Neolitsea,Neolitsea dealbata,,,,12,,1,0,berry,endozoochory,,,9,11,10,black,,berry,9,11,black,ae,5,
neoldeal,2_conduit,0.03722,0.00674,0.002646667,15,Julian,,,,,,,,,,,,,,Lauraceae,Neolitsea,Neolitsea dealbata,,,,12,,1,0,berry,endozoochory,,,9,11,10,black,,berry,9,11,black,ae,5,
neoldeal,3_conduit,0.03474,0.00979,0.002632222,15,Julian,,,,,,,,,,,,,,Lauraceae,Neolitsea,Neolitsea dealbata,,,,12,,1,0,berry,endozoochory,,,9,11,10,black,,berry,9,11,black,ae,5,
niemchar,1_conduit,0.01555,0.00706,0.002817778,15,Julian,,,,,,,,,,,,,,Sapotaceae,Niemeyera,Niemeyera chartacea,,,,20,,1,0,berry,endozoochory,,,15,20,17.5,black,estimated diam,berry,15,20,black,ae,8,
niemchar,2_conduit,0.01432,0.00669,0.002596889,15,Julian,,,,,,,,,,,,,,Sapotaceae,Niemeyera,Niemeyera chartacea,,,,20,,1,0,berry,endozoochory,,,15,20,17.5,black,estimated diam,berry,15,20,black,ae,8,
niemchar,3_conduit,0.02087,0.00768,0.002542889,15,Julian,,,,,,,,,,,,,,Sapotaceae,Niemeyera,Niemeyera chartacea,,,,20,,1,0,berry,endozoochory,,,15,20,17.5,black,estimated diam,berry,15,20,black,ae,8,
notejohn,1_conduit,0.01662,0.00808,0.002572,15,Julian,,,,,,,,,,,,,,Oleaceae,Notelaea,Notelaea johnsonii,,,,8,,1,0,drupe,endozoochory,,,7,10,8.5,black,estimated diam,drupe,7,10,black,ae,6,
notejohn,2_conduit,0.01444,0.00599,0.001977556,15,Julian,,,,,,,,,,,,,,Oleaceae,Notelaea,Notelaea johnsonii,,,,8,,1,0,drupe,endozoochory,,,7,10,8.5,black,estimated diam,drupe,7,10,black,ae,6,
notejohn,3_conduit,0.0147,0.00828,0.002128444,15,Julian,,,,,,,,,,,,,,Oleaceae,Notelaea,Notelaea johnsonii,,,,8,,1,0,drupe,endozoochory,,,7,10,8.5,black,estimated diam,drupe,7,10,black,ae,6,
notelong,1_conduit,0.02183,0.00932,0.001570444,15,Julian,,,,,,,,,,,,,,Oleaceae,Notelaea,Notelaea longifolia,,,,9,,1,0,drupe,endozoochory,,,10,15,12.5,black,,drupe,10,15,black,ae,7,
notelong,2_conduit,0.01948,0.00898,0.001747556,15,Julian,,,,,,,,,,,,,,Oleaceae,Notelaea,Notelaea longifolia,,,,9,,1,0,drupe,endozoochory,,,10,15,12.5,black,,drupe,10,15,black,ae,7,
notelong,3_conduit,0.02476,0.0107,0.001594889,15,Julian,,,,,,,,,,,,,,Oleaceae,Notelaea,Notelaea longifolia,,,,9,,1,0,drupe,endozoochory,,,10,15,12.5,black,,drupe,10,15,black,ae,7,
notemicr,1_conduit,0.02564,0.006104,0.002034822,30,Alison,,,,,,,,,,,,,,Oleaceae,Notelaea,Notelaea microcarpa,notemicr,,,10,,1,0,drupe,endozoochory,,,5,10,7.5,black,,drupe,5,10,black,ae,4,
notemicr,3_conduit,0.016986,0.007021,0.002309,15,Alison,,,,,,,,,,,,,,Oleaceae,Notelaea,Notelaea microcarpa,notemicr,,,10,,1,0,drupe,endozoochory,,,5,10,7.5,black,,drupe,5,10,black,ae,4,
oleapani,1_conduit,0.014523,0.007501,0.001892844,15,Alison,,,,,,,,,,,,,,Oleaceae,Olea,Olea paniculata,oleapani,,,30,,1,0,drupe,endozoochory,,,8,12,10,black,,drupe,8,12,black,ae,4.5,
oleapani,2_conduit,0.014375,0.005792,0.002097311,15,Alison,,,,,,,,,,,,,,Oleaceae,Olea,Olea paniculata,oleapani,,,30,,1,0,drupe,endozoochory,,,8,12,10,black,,drupe,8,12,black,ae,4.5,
oleapani,3_conduit,0.015379,0.00791,0.002224444,15,Alison,,,,,,,,,,,,,,Oleaceae,Olea,Olea paniculata,oleapani,,,30,,1,0,drupe,endozoochory,,,8,12,10,black,,drupe,8,12,black,ae,4.5,
oritexce,1_conduit,0.02574,0.00969,0.001329111,15,Julian,,,,,,,,,,,,,,Proteaceae,Orites,Orites excelsus,,Orites excelsa,,30,,1,0,seed,anemochory,,,5,,5,,used Butler,follicle,15,,brown,wa,5,
owencepi,1_conduit,0.04859,0.0148,0.001927556,15,Julian,,,,,,,,,,,,,,Meliaceae,Owenia,Owenia cepiodora,,,,30,,20,0,drupe,endozoochory,,,15,20,17.5,red,,drupe,15,20,red,ae,10,
owencepi,2_conduit,0.06037,0.01311,0.002036667,15,Julian,,,,,,,,,,,,,,Meliaceae,Owenia,Owenia cepiodora,,,,30,,20,0,drupe,endozoochory,,,15,20,17.5,red,,drupe,15,20,red,ae,10,
owencepi,3_conduit,0.04284,0.01401,0.001842667,15,Julian,,,,,,,,,,,,,,Meliaceae,Owenia,Owenia cepiodora,,,,30,,20,0,drupe,endozoochory,,,15,20,17.5,red,,drupe,15,20,red,ae,10,
owenveno,1_conduit,0.03041,0.01282,0.001705778,15,Julian,,,,,,,,,,,,,,Meliaceae,Owenia,Owenia venosa,,,,20,,7,0,drupe,endozoochory,,,20,30,25,red,,drupe,20,30,red,ae,8,
owenveno,2_conduit,0.03657,0.01313,0.001656889,15,Julian,,,,,,,,,,,,,,Meliaceae,Owenia,Owenia venosa,,,,20,,7,0,drupe,endozoochory,,,20,30,25,red,,drupe,20,30,red,ae,8,
owenveno,3_conduit,0.03826,0.01281,0.002175778,15,Julian,,,,,,,,,,,,,,Meliaceae,Owenia,Owenia venosa,,,,20,,7,0,drupe,endozoochory,,,20,30,25,red,,drupe,20,30,red,ae,8,
paraprui,1_conduit,0.06488,0.02201,0.002229778,15,Julian,,,,,,,,,,,,,,Fabaceae,Parachidendron,Pararchidendron pruinosum,,,,20,,40,0,seed,endozoochory,,yes,5,,5,,used Butler,pod,10,20,orange,ae,5,
paraprui,2_conduit,0.07039,0.01563,0.002446667,15,Julian,,,,,,,,,,,,,,Fabaceae,Parachidendron,Pararchidendron pruinosum,,,,20,,40,0,seed,endozoochory,,yes,5,,5,,used Butler,pod,10,20,orange,ae,5,
paraprui,3_conduit,0.05814,0.01602,0.002162889,15,Julian,,,,,,,,,,,,,,Fabaceae,Parachidendron,Pararchidendron pruinosum,,,,20,,40,0,seed,endozoochory,,yes,5,,5,,used Butler,pod,10,20,orange,ae,5,
paveaust,1_conduit,0.01641,0.01006,0.002021556,15,Julian,,,,,,,,,,,,,,Rubiaceae,Pavetta,Pavetta australiensis,,,,5,,1,0,drupe,endozoochory,,,6,8,7,black,,drupe,6,8,black,ae,3,
paveaust,2_conduit,0.02202,0.01215,0.001865333,15,Julian,,,,,,,,,,,,,,Rubiaceae,Pavetta,Pavetta australiensis,,,,5,,1,0,drupe,endozoochory,,,6,8,7,black,,drupe,6,8,black,ae,3,
paveaust,3_conduit,0.01841,0.01057,0.00221,15,Julian,,,,,,,,,,,,,,Rubiaceae,Pavetta,Pavetta australiensis,,,,5,,1,0,drupe,endozoochory,,,6,8,7,black,,drupe,6,8,black,ae,3,
penncunn,1_conduit,0.02135,0.01252,0.001856889,15,Julian,,,,,,,,,,,,,,Pennantiaceae,Pennantia,Pennantia cunninghamii,,,,30,,1,0,drupe,endozoochory,,,10,15,12.5,black,,drupe,10,15,black,ae,7,
penncunn,2_conduit,0.02266,0.00824,0.001977778,15,Julian,,,,,,,,,,,,,,Pennantiaceae,Pennantia,Pennantia cunninghamii,,,,30,,1,0,drupe,endozoochory,,,10,15,12.5,black,,drupe,10,15,black,ae,7,
penncunn,3_conduit,0.02309,0.00974,0.002058222,15,Julian,,,,,,,,,,,,,,Pennantiaceae,Pennantia,Pennantia cunninghamii,,,,30,,1,0,drupe,endozoochory,,,10,15,12.5,black,,drupe,10,15,black,ae,7,
pentaust,1_conduit,0.03965,0.01588,0.001615111,15,Julian,,,,,,,,,,,,,,Rutaceae,Pentaceras,Pentaceras australis,,,,20,,12,0,samara,anemochory,,,5,,5,,used Butler,samara,5,,,wa,5,
pentaust,2_conduit,0.035,0.01527,0.001576,15,Julian,,,,,,,,,,,,,,Rutaceae,Pentaceras,Pentaceras australis,,,,20,,12,0,samara,anemochory,,,5,,5,,used Butler,samara,5,,,wa,5,
pentaust,3_conduit,0.03549,0.01522,0.001925556,15,Julian,,,,,,,,,,,,,,Rutaceae,Pentaceras,Pentaceras australis,,,,20,,12,0,samara,anemochory,,,5,,5,,used Butler,samara,5,,,wa,5,
phalcher,1_conduit,0.02504,0.00601,0.001951333,15,Julian,,,,,,,,,,,,,,Thymelaeaceae,Phaleria,Phaleria chermsideana,,,,10,,1,0,drupe,endozoochory,,,11,15,13,red,,drupe,11,15,red,ae,6,
phalcher,2_conduit,0.01986,0.00689,0.001921778,15,Julian,,,,,,,,,,,,,,Thymelaeaceae,Phaleria,Phaleria chermsideana,,,,10,,1,0,drupe,endozoochory,,,11,15,13,red,,drupe,11,15,red,ae,6,
phalcher,3_conduit,0.02045,0.00516,0.002010222,15,Julian,,,,,,,,,,,,,,Thymelaeaceae,Phaleria,Phaleria chermsideana,,,,10,,1,0,drupe,endozoochory,,,11,15,13,red,,drupe,11,15,red,ae,6,
phylsaur,1_conduit,0.02174,0.00927,0.001945556,15,Julian,,,,,,,,,,,,,,Phyllanthaceae,Phyllanthus,Phyllanthus sauropodoides,,,,5,,1,0,seed,endozoochory,uncertain,no,1,,1,,used Butler,capsule,6,7,green,un,1,
phylsaur,2_conduit,0.02554,0.00951,0.001810222,15,Julian,,,,,,,,,,,,,,Phyllanthaceae,Phyllanthus,Phyllanthus sauropodoides,,,,5,,1,0,seed,endozoochory,uncertain,no,1,,1,,used Butler,capsule,6,7,green,un,1,
phylsaur,3_conduit,0.01946,0.00619,0.001676222,15,Julian,,,,,,,,,,,,,,Phyllanthaceae,Phyllanthus,Phyllanthus sauropodoides,,,,5,,1,0,seed,endozoochory,uncertain,no,1,,1,,used Butler,capsule,6,7,green,un,1,
piliglab,1_conduit,0.01166,0.00472,0.001938222,15,Julian,,,,,,,,,,,,,,Myrtaceae,Pilidiostigma,Pilidiostigma glabrum,,,,5,,1,0,berry,endozoochory,,,10,15,12.5,black,,berry,10,15,black,ae,4,
piliglab,2_conduit,0.01311,0.00297,0.001573778,15,Julian,,,,,,,,,,,,,,Myrtaceae,Pilidiostigma,Pilidiostigma glabrum,,,,5,,1,0,berry,endozoochory,,,10,15,12.5,black,,berry,10,15,black,ae,4,
piliglab,3_conduit,0.01735,0.00659,0.001600222,15,Julian,,,,,,,,,,,,,,Myrtaceae,Pilidiostigma,Pilidiostigma glabrum,,,,5,,1,0,berry,endozoochory,,,10,15,12.5,black,,berry,10,15,black,ae,4,
pittlanc,1_conduit,0.00989,0.00466,0.001569778,15,Julian,,,,,,,,,,,,,,Pittosporaceae,Pittosporum,Pittosporum lancifolium,,Citriobatus lancifolius,,9,,1,0,berry,endozoochory,,,6,10,8,capsule-like; black,,berry,6,10,capsule-like; black,ae,2,
pittlanc,2_conduit,0.01084,0.0037,0.001480667,15,Julian,,,,,,,,,,,,,,Pittosporaceae,Pittosporum,Pittosporum lancifolium,,Citriobatus lancifolius,,9,,1,0,berry,endozoochory,,,6,10,8,capsule-like; black,,berry,6,10,capsule-like; black,ae,2,
pittmult,1_conduit,0.01774,0.00557,0.001494444,15,Julian,,,,,,,,,,,,,,Pittosporaceae,Pittosporum,Pittosporum multiflorum,,Citriobatus pauciflorus,,3,,1,0,berry,endozoochory,,,6,10,8,orange,,berry,6,10,orange,ae,4,
pittspin,1_conduit,0.01226,0.00433,0.002258222,15,Julian,,,,,,,,,,,,,,Pittosporaceae,Pittosporum,Pittosporum spinescens,,Citriobatus spinescens,,8,,1,0,berry,endozoochory,,,15,50,32.5,orange,,berry,15,50,orange,ae,2.5,
pittundu,1_conduit,0.018367,0.008952,0.002277133,15,Alison,,,,,,,,,,,,,,Pittosporaceae,Pittosporum,Pittosporum undulatum,pittundu,,,25,,1,0,seed,endozoochory,,,1,,1,red,used Butler,capsule,8,20,yellow,ae,1,
pittundu,2_conduit,0.02443,0.0104,0.001904667,15,Julian,,,,,,,,,,,,,,Pittosporaceae,Pittosporum,Pittosporum undulatum,pittundu,,,25,,1,0,seed,endozoochory,,,1,,1,red,used Butler,capsule,8,20,yellow,ae,1,
pittundu,3_conduit,0.02233,0.01114,0.001840889,15,Julian,,,,,,,,,,,,,,Pittosporaceae,Pittosporum,Pittosporum undulatum,pittundu,,,25,,1,0,seed,endozoochory,,,1,,1,red,used Butler,capsule,8,20,yellow,ae,1,
pittvisc,1_conduit,0.007948,0.00279,0.0015934,15,Alison,,,,,,,,,,,,,,Pittosporaceae,Pittosporum,Pittosporum viscidum,citrline,Citriobatus linearis,,5,,1,0,berry,endozoochory,,,8,12,10,black,,berry,8,12,black,ae,2,
pittvisc,2_conduit,0.006694,0.003178,0.001663933,15,Alison,,,,,,,,,,,,,,Pittosporaceae,Pittosporum,Pittosporum viscidum,citrline,Citriobatus linearis,,5,,1,0,berry,endozoochory,,,8,12,10,black,,berry,8,12,black,ae,2,
pittvisc,3_conduit,0.005485,0.002274,0.001368756,15,Alison,,,,,,,,,,,,,,Pittosporaceae,Pittosporum,Pittosporum viscidum,citrline,Citriobatus linearis,,5,,1,0,berry,endozoochory,,,8,12,10,black,,berry,8,12,black,ae,2,
planaust,1_conduit,0.01909,0.00493,0.002412444,15,Julian,,,,,,,,,,,,,,Sapotaceae,Planchonella,Planchonella australis,,Pouteria austrlis,,30,,1,0,berry,endozoochory,,,30,50,40,black,,berry,30,50,black,ae,10,
planaust,2_conduit,0.01656,0.00653,0.002268889,15,Julian,,,,,,,,,,,,,,Sapotaceae,Planchonella,Planchonella australis,,Pouteria austrlis,,30,,1,0,berry,endozoochory,,,30,50,40,black,,berry,30,50,black,ae,10,
planaust,3_conduit,0.01986,0.01018,0.002384444,15,Julian,,,,,,,,,,,,,,Sapotaceae,Planchonella,Planchonella australis,,Pouteria austrlis,,30,,1,0,berry,endozoochory,,,30,50,40,black,,berry,30,50,black,ae,10,
plancoti,1_conduit,0.00893,0.003822,0.001677933,15,Alison,,,,,,,,,,,,,,Sapotaceae,Planchonella,Planchonella cotinifolia,plancoti,Pouteria cotinifolia,,15,,1,0,berry,endozoochory,,,5,10,7.5,black,estimated diam,berry,5,10,black,ae,5,
plancoti,2_conduit,0.008015,0.003487,0.001685867,15,Alison,,,,,,,,,,,,,,Sapotaceae,Planchonella,Planchonella cotinifolia,plancoti,Pouteria cotinifolia,,15,,1,0,berry,endozoochory,,,5,10,7.5,black,estimated diam,berry,5,10,black,ae,5,
plancoti,3_conduit,0.007281,0.004032,0.001726467,15,Alison,,,,,,,,,,,,,,Sapotaceae,Planchonella,Planchonella cotinifolia,plancoti,Pouteria cotinifolia,,15,,1,0,berry,endozoochory,,,5,10,7.5,black,estimated diam,berry,5,10,black,ae,5,
planmyrs,1_conduit,0.009436,0.004553,0.0021796,15,Alison,,,,,,,,,,,,,,Sapotaceae,Planchonella,Planchonella myrsinifolia,planmyrs,Pouteria myrsinifolia,Pouteria myrsinoides,12,,1,0,berry,endozoochory,,,10,15,12.5,black,estimated diam,berry,10,15,black,ae,8,
planmyrs,2_conduit,0.011132,0.005113,0.002041711,15,Alison,,,,,,,,,,,,,,Sapotaceae,Planchonella,Planchonella myrsinifolia,planmyrs,Pouteria myrsinifolia,Pouteria myrsinoides,12,,1,0,berry,endozoochory,,,10,15,12.5,black,estimated diam,berry,10,15,black,ae,8,
planmyrs,3_conduit,0.011942,0.004098,0.002049467,15,Alison,,,,,,,,,,,,,,Sapotaceae,Planchonella,Planchonella myrsinifolia,planmyrs,Pouteria myrsinifolia,Pouteria myrsinoides,12,,1,0,berry,endozoochory,,,10,15,12.5,black,estimated diam,berry,10,15,black,ae,8,
planpohl,1_conduit,0.03219,0.01156,0.001976222,15,Julian,,,,,,,,,,,,,,Sapotaceae,Planchonella,Planchonella pohlmaniana,,Pouteria pohlmaniana,,20,,1,0,berry,endozoochory,,,20,25,22.5,purple,,berry,20,25,purple,ae,7,
planpohl,2_conduit,0.02315,0.01184,0.001897778,15,Julian,,,,,,,,,,,,,,Sapotaceae,Planchonella,Planchonella pohlmaniana,,Pouteria pohlmaniana,,20,,1,0,berry,endozoochory,,,20,25,22.5,purple,,berry,20,25,purple,ae,7,
planpohl,3_conduit,0.01725,0.00878,0.001862444,15,Julian,,,,,,,,,,,,,,Sapotaceae,Planchonella,Planchonella pohlmaniana,,Pouteria pohlmaniana,,20,,1,0,berry,endozoochory,,,20,25,22.5,purple,,berry,20,25,purple,ae,7,
pleiquee,1_conduit,0.04162,0.01486,0.002604444,15,Julian,,,,,,,,,,,,,,Sapotaceae,Pleioluma,Pleioluma queenslandica,,Pouteria queenslandica,Planchonella queenslandica,40,,1,0,berry,endozoochory,,,10,20,15,black,estimated diam,berry,10,20,black,ae,8,
pleiquee,2_conduit,0.02135,0.0064,0.002286667,15,Julian,,,,,,,,,,,,,,Sapotaceae,Pleioluma,Pleioluma queenslandica,,Pouteria queenslandica,Planchonella queenslandica,40,,1,0,berry,endozoochory,,,10,20,15,black,estimated diam,berry,10,20,black,ae,8,
pleiquee,3_conduit,0.0363,0.01024,0.002348889,15,Julian,,,,,,,,,,,,,,Sapotaceae,Pleioluma,Pleioluma queenslandica,,Pouteria queenslandica,Planchonella queenslandica,40,,1,0,berry,endozoochory,,,10,20,15,black,estimated diam,berry,10,20,black,ae,8,
pleuoppo,1_conduit,0.01313,0.00592,0.001527333,15,Julian,,,,,,,,,,,,,,Celastraceae,Pleurostylia,Pleurostylia opposita,,,,15,,1,0,drupe,endozoochory,,,5,7,6,yellow,,drupe,5,7,yellow,ae,3,
pleuoppo,2_conduit,0.01229,0.00421,0.001798444,15,Julian,,,,,,,,,,,,,,Celastraceae,Pleurostylia,Pleurostylia opposita,,,,15,,1,0,drupe,endozoochory,,,5,7,6,yellow,,drupe,5,7,yellow,ae,3,
pleuoppo,3_conduit,0.01215,0.00652,0.001883556,15,Julian,,,,,,,,,,,,,,Celastraceae,Pleurostylia,Pleurostylia opposita,,,,15,,1,0,drupe,endozoochory,,,5,7,6,yellow,,drupe,5,7,yellow,ae,3,
polycunn,1_conduit,0.01725,0.00966,0.001725333,15,Julian,,,,,,,,,,,,,,Escalloniaceae,Polyosma,Polyosma cunninghamii,,,,15,,1,0,berry,endozoochory,,,15,20,17.5,black,,berry,15,20,black,ae,9,
polycunn,2_conduit,0.02037,0.0073,0.001852222,15,Julian,,,,,,,,,,,,,,Escalloniaceae,Polyosma,Polyosma cunninghamii,,,,15,,1,0,berry,endozoochory,,,15,20,17.5,black,,berry,15,20,black,ae,9,
polycunn,3_conduit,0.01802,0.00871,0.001768889,15,Julian,,,,,,,,,,,,,,Escalloniaceae,Polyosma,Polyosma cunninghamii,,,,15,,1,0,berry,endozoochory,,,15,20,17.5,black,,berry,15,20,black,ae,9,
polyeleg,1_conduit,0.039332,0.013755,0.0027824,15,Alison,,,,,,,,,,,,,,Araliaceae,Polyscias,Polyscias elegans,polyeleg,,,30,,32,0,drupe,endozoochory,,,5,,5,purple,,drupe,5,0,purple,ae,4,
polyeleg,2_conduit,0.049643,0.012597,0.002934667,15,Alison,,,,,,,,,,,,,,Araliaceae,Polyscias,Polyscias elegans,polyeleg,,,30,,32,0,drupe,endozoochory,,,5,,5,purple,,drupe,5,0,purple,ae,4,
