abbrev,individual_id,max_lumen_width,min_lumen_width,wall_thickness,replicates_conduit,collector_conduit,fresh_vol,dry_mass,wood_density,replicates_wood,collector_wood,leaf_area_mm2,leaf_fresh_mass_g,leaf_dry_mass_g,leaf_mass_per_area_g_m2,leaf_dry_matter_content,replicates_leaf,collector_leaf,leaf_type,family,genus,current_taxon,don_abbrev,old_taxon,older_taxon,red_book_hmax_m,height_notes,leaflets,deciduous,diaspore_type,dispersal_mode,seed_dispersal_uncertain,showy_fruit_no_reward,diaspore_diam_mm_lower,diaspore_diam_mm_upper,mean_diaspore_diam_mm,diaspore_notes,diaspore_measurement_notes,fruit_type,fruit_diam_mm_lower,fruit_diam_mm_upper,fruit_notes,Butler_dispersal_mode,Butler_seed_diam_mm,seed_notes
planmyrs,4_wood,,,,,,6.04,5.37,0.8890728476821192,1,Alison,,,,,,,,,Sapotaceae,Planchonella,Planchonella myrsinifolia,planmyrs,Pouteria myrsinifolia,Pouteria myrsinoides,12,,1,0,berry,endozoochory,,,10,15,12.5,black,estimated diam,berry,10,15,black,ae,8,
planpohl,1_wood,,,,,,54.24,40.99,0.7557153392330384,1,Julian,,,,,,,,,Sapotaceae,Planchonella,Planchonella pohlmaniana,,Pouteria pohlmaniana,,20,,1,0,berry,endozoochory,,,20,25,22.5,purple,,berry,20,25,purple,ae,7,
planpohl,2_wood,,,,,,95.42,63.06,0.6608677426116119,1,Julian,,,,,,,,,Sapotaceae,Planchonella,Planchonella pohlmaniana,,Pouteria pohlmaniana,,20,,1,0,berry,endozoochory,,,20,25,22.5,purple,,berry,20,25,purple,ae,7,
pleiquee,1_wood,,,,,,108.79,69.45,0.6383858810552441,1,Julian,,,,,,,,,Sapotaceae,Pleioluma,Pleioluma queenslandica,,Pouteria queenslandica,Planchonella queenslandica,40,,1,0,berry,endozoochory,,,10,20,15,black,estimated diam,berry,10,20,black,ae,8,
pleiquee,2_wood,,,,,,54.4,30.99,0.5696691176470589,1,Julian,,,,,,,,,Sapotaceae,Pleioluma,Pleioluma queenslandica,,Pouteria queenslandica,Planchonella queenslandica,40,,1,0,berry,endozoochory,,,10,20,15,black,estimated diam,berry,10,20,black,ae,8,
pleiquee,3_wood,,,,,,62.6,35.62,0.5690095846645367,1,Julian,,,,,,,,,Sapotaceae,Pleioluma,Pleioluma queenslandica,,Pouteria queenslandica,Planchonella queenslandica,40,,1,0,berry,endozoochory,,,10,20,15,black,estimated diam,berry,10,20,black,ae,8,
pleuoppo,1_wood,,,,,,52.48,40.05,0.7631478658536586,1,Julian,,,,,,,,,Celastraceae,Pleurostylia,Pleurostylia opposita,,,,15,,1,0,drupe,endozoochory,,,5,7,6,yellow,,drupe,5,7,yellow,ae,3,
pleuoppo,2_wood,,,,,,67.73,47.33,0.698804075,1,Julian,,,,,,,,,Celastraceae,Pleurostylia,Pleurostylia opposita,,,,15,,1,0,drupe,endozoochory,,,5,7,6,yellow,,drupe,5,7,yellow,ae,3,
pleuoppo,3_wood,,,,,,59.49,41.38,0.695579089,1,Julian,,,,,,,,,Celastraceae,Pleurostylia,Pleurostylia opposita,,,,15,,1,0,drupe,endozoochory,,,5,7,6,yellow,,drupe,5,7,yellow,ae,3,
polycunn,1_wood,,,,,,51.81,31.51,0.6081837483111369,1,Julian,,,,,,,,,Escalloniaceae,Polyosma,Polyosma cunninghamii,,,,15,,1,0,berry,endozoochory,,,15,20,17.5,black,,berry,15,20,black,ae,9,
polycunn,2_wood,,,,,,54.97,32.14,0.5846825541204294,1,Julian,,,,,,,,,Escalloniaceae,Polyosma,Polyosma cunninghamii,,,,15,,1,0,berry,endozoochory,,,15,20,17.5,black,,berry,15,20,black,ae,9,
polycunn,3_wood,,,,,,52,32.87,0.6321153846153845,1,Julian,,,,,,,,,Escalloniaceae,Polyosma,Polyosma cunninghamii,,,,15,,1,0,berry,endozoochory,,,15,20,17.5,black,,berry,15,20,black,ae,9,
polyeleg,1_wood,,,,,,64.245,26.5362,0.4049625068721935,2,Alison,,,,,,,,,Araliaceae,Polyscias,Polyscias elegans,polyeleg,,,30,,32,0,drupe,endozoochory,,,5,,5,purple,,drupe,5,0,purple,ae,4,
polyeleg,2_wood,,,,,,75.92,36.9794,0.4870837723919915,1,Alison,,,,,,,,,Araliaceae,Polyscias,Polyscias elegans,polyeleg,,,30,,32,0,drupe,endozoochory,,,5,,5,purple,,drupe,5,0,purple,ae,4,
polyeleg,3_wood,,,,,,35.45,15.3693,0.4335486600846262,1,Alison,,,,,,,,,Araliaceae,Polyscias,Polyscias elegans,polyeleg,,,30,,32,0,drupe,endozoochory,,,5,,5,purple,,drupe,5,0,purple,ae,4,
polyniti,1_wood,,,,,,68.01,39.51,0.5809439788266431,1,Julian,,,,,,,,,Annonaceae,Polyalthia,Polyalthia nitidissima,,,,12,,1,0,berry,endozoochory,,,6,10,8,berry like; red,,berry,6,10,berry like; red,ae,5,
pseulach,1_wood,,,,,,72.96,44.04,0.6036184210526316,1,Julian,,,,,,,,,Cunoniaceae,Pseudoweinmannia,Pseudoweinmannia lachnocarpa,,,,40,,3,0,seed,anemochory,,,1,,1,,used Butler,capsule,4,8,brown,wa,1,
pseulach,2_wood,,,,,,84.4,51.46,0.6097156398104265,1,Julian,,,,,,,,,Cunoniaceae,Pseudoweinmannia,Pseudoweinmannia lachnocarpa,,,,40,,3,0,seed,anemochory,,,1,,1,,used Butler,capsule,4,8,brown,wa,1,
pseulach,3_wood,,,,,,45.88,29.47,0.6423278116826503,1,Julian,,,,,,,,,Cunoniaceae,Pseudoweinmannia,Pseudoweinmannia lachnocarpa,,,,40,,3,0,seed,anemochory,,,1,,1,,used Butler,capsule,4,8,brown,wa,1,
psycdaph,1_wood,,,,,,7.75,5.64,0.7277419354838709,1,Alison,,,,,,,,,Rubiaceae,Psychotria,Psychotria daphnoides,psycdaph,,,2,,1,0,drupe,endozoochory,,,6,8,7,yellow,,drupe,6,8,yellow,ae,4,
psycdaph,2_wood,,,,,,52.59,34.93,0.6641947138239208,1,Julian,,,,,,,,,Rubiaceae,Psychotria,Psychotria daphnoides,psycdaph,,,2,,1,0,drupe,endozoochory,,,6,8,7,yellow,,drupe,6,8,yellow,ae,4,
psycdaph,3_wood,,,,,,57.35,37.88,0.6605056669572799,1,Julian,,,,,,,,,Rubiaceae,Psychotria,Psychotria daphnoides,psycdaph,,,2,,1,0,drupe,endozoochory,,,6,8,7,yellow,,drupe,6,8,yellow,ae,4,
psycdaph,4_wood,,,,,,89.23,55.3,0.6197467219544995,1,Julian,,,,,,,,,Rubiaceae,Psychotria,Psychotria daphnoides,psycdaph,,,2,,1,0,drupe,endozoochory,,,6,8,7,yellow,,drupe,6,8,yellow,ae,4,
psycsimm,1_wood,,,,,,57.9,30.62,0.5288428324697755,1,Julian,,,,,,,,,Rubiaceae,Psychotria,Psychotria simmondsiana,,,,5,,1,0,drupe,endozoochory,,,5,6,5.5,white,,drupe,5,6,white,ae,2,
psycsimm,2_wood,,,,,,53.86,31.69,0.5883772744151504,1,Julian,,,,,,,,,Rubiaceae,Psychotria,Psychotria simmondsiana,,,,5,,1,0,drupe,endozoochory,,,5,6,5.5,white,,drupe,5,6,white,ae,2,
psycsimm,3_wood,,,,,,36.57,21.38,0.5846322121957889,1,Julian,,,,,,,,,Rubiaceae,Psychotria,Psychotria simmondsiana,,,,5,,1,0,drupe,endozoochory,,,5,6,5.5,white,,drupe,5,6,white,ae,2,
psydlamp,1_wood,,,,,,25.77,21.61,0.8385719829258828,1,Alison,,,,,,,,,Rubiaceae,Psydrax,Psydrax lamprophylla,cantlamp,Canthium lamprophyllum,,20,,1,0,drupe,endozoochory,,,4,6,5,black,,drupe,4,6,black,ae,3,
psydlamp,2_wood,,,,,,19.22,16.5866,0.8629864724245578,1,Alison,,,,,,,,,Rubiaceae,Psydrax,Psydrax lamprophylla,cantlamp,Canthium lamprophyllum,,20,,1,0,drupe,endozoochory,,,4,6,5,black,,drupe,4,6,black,ae,3,
psydlamp,3_wood,,,,,,28.32,27.7965,0.9815148305084748,1,Alison,,,,,,,,,Rubiaceae,Psydrax,Psydrax lamprophylla,cantlamp,Canthium lamprophyllum,,20,,1,0,drupe,endozoochory,,,4,6,5,black,,drupe,4,6,black,ae,3,
psydodor,1_wood,,,,,,18.96,14.55,0.7674050632911392,1,Alison,,,,,,,,,Rubiaceae,Psydrax,Psydrax odorata,cantbuxi,Canthium buxifolium,,12,,1,0,drupe,endozoochory,,,5,7,6,black,,drupe,5,7,black,ae,3.5,
psydodor,2_wood,,,,,,31.81,24.35,0.7654825526563974,1,Alison,,,,,,,,,Rubiaceae,Psydrax,Psydrax odorata,cantbuxi,Canthium buxifolium,,12,,1,0,drupe,endozoochory,,,5,7,6,black,,drupe,5,7,black,ae,3.5,
psydodor,3_wood,,,,,,20.91,20.6699,0.9885174557627928,1,Alison,,,,,,,,,Rubiaceae,Psydrax,Psydrax odorata,cantbuxi,Canthium buxifolium,,12,,1,0,drupe,endozoochory,,,5,7,6,black,,drupe,5,7,black,ae,3.5,
psydodor,4_wood,,,,,,17.8,14.1806,0.7966629213483146,1,Alison,,,,,,,,,Rubiaceae,Psydrax,Psydrax odorata,cantbuxi,Canthium buxifolium,,12,,1,0,drupe,endozoochory,,,5,7,6,black,,drupe,5,7,black,ae,3.5,
quinverd,1_wood,,,,,,88.71,43.56,0.49103821440649315,1,Julian,,,,,,,,,Paracryphiaceae,Quintinia,Quintinia verdonii,,,,17,,1,0,seed,anemochory,,no,0.5,,0.5,,used Butler,capsule,1,2,brown,un,0.5,
quinverd,2_wood,,,,,,55.57,25.62,0.4610401295663128,1,Julian,,,,,,,,,Paracryphiaceae,Quintinia,Quintinia verdonii,,,,17,,1,0,seed,anemochory,,no,0.5,,0.5,,used Butler,capsule,1,2,brown,un,0.5,
quinverd,3_wood,,,,,,112.68,51.2,0.45438409655662054,1,Julian,,,,,,,,,Paracryphiaceae,Quintinia,Quintinia verdonii,,,,17,,1,0,seed,anemochory,,no,0.5,,0.5,,used Butler,capsule,1,2,brown,un,0.5,
rhodacum,1_wood,,,,,,55.35,43.09,0.7785004516711834,1,Julian,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia acuminata,,,,13,,1,0,berry,endozoochory,,,4,8,6,black,,berry,4,8,black,ae,3,
rhodarge,1_wood,,,,,,47.72,31.97,0.6699497066219614,1,Julian,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia argentea,,,,30,,1,0,berry,endozoochory,,,6,10,8,black,,berry,6,10,black,ae,3,
rhodarge,2_wood,,,,,,70.93,47.06,0.6634710277738616,1,Julian,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia argentea,,,,30,,1,0,berry,endozoochory,,,6,10,8,black,,berry,6,10,black,ae,3,
rhodarge,3_wood,,,,,,64.32,43.04,0.6691542288557214,1,Julian,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia argentea,,,,30,,1,0,berry,endozoochory,,,6,10,8,black,,berry,6,10,black,ae,3,
rhoddumi,1_wood,,,,,,42.195,29.9362,0.6922648902821317,2,Alison,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia dumicola,rhoddumi,,,12,,1,0,berry,endozoochory,,,10,12,11,black,,berry,10,12,black,ae,3,
rhoddumi,2_wood,,,,,,75.39,45.73,0.6065791218994561,1,Julian,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia dumicola,rhoddumi,,,12,,1,0,berry,endozoochory,,,10,12,11,black,,berry,10,12,black,ae,3,
rhodglab,1_wood,,,,,,46.91,36.6,0.7802174376465574,1,Julian,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia glabrescens,,,,5,,1,0,berry,endozoochory,,,4,7,5.5,black,,berry,4,7,black,ae,2.5,
rhodglab,2_wood,,,,,,88.3,67.08,0.7596828992072481,1,Julian,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia glabrescens,,,,5,,1,0,berry,endozoochory,,,4,7,5.5,black,,berry,4,7,black,ae,2.5,
rhodglab,3_wood,,,,,,39.2,30.05,0.7665816326530612,1,Julian,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia glabrescens,,,,5,,1,0,berry,endozoochory,,,4,7,5.5,black,,berry,4,7,black,ae,2.5,
rhodrhod,1_wood,,,,,,88.1,53.77,0.6103291713961408,1,Julian,,,,,,,,,Anacardiaceae,Rhodosphaera,Rhodosphaera rhodanthema,rhodrhod,,,20,,8,0,drupe,endozoochory,,,10,,10,brown,,drupe,10,0,brown,ae,9,
rhodrhod,2_wood,,,,,,107.81,76.13,0.7061497078193117,1,Julian,,,,,,,,,Anacardiaceae,Rhodosphaera,Rhodosphaera rhodanthema,rhodrhod,,,20,,8,0,drupe,endozoochory,,,10,,10,brown,,drupe,10,0,brown,ae,9,
rhodrhod,3_wood,,,,,,95.74,56.84,0.5936912471276374,1,Julian,,,,,,,,,Anacardiaceae,Rhodosphaera,Rhodosphaera rhodanthema,rhodrhod,,,20,,8,0,drupe,endozoochory,,,10,,10,brown,,drupe,10,0,brown,ae,9,
rhodrube,1_wood,,,,,,68.64,47.12,0.6864801864801864,1,Julian,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia rubescens,,,,25,,1,0,berry,endozoochory,,,5,7,6,black,,berry,5,7,black,ae,2,
rhodrube,2_wood,,,,,,42.8,28.24,0.6598130841121496,1,Julian,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia rubescens,,,,25,,1,0,berry,endozoochory,,,5,7,6,black,,berry,5,7,black,ae,2,
rhodrube,3_wood,,,,,,51.35,32.65,0.6358325219084713,1,Julian,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia rubescens,,,,25,,1,0,berry,endozoochory,,,5,7,6,black,,berry,5,7,black,ae,2,
rhodrube,4_wood,,,,,,43.35,23.62,0.5448673587081891,1,Julian,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia rubescens,,,,25,,1,0,berry,endozoochory,,,5,7,6,black,,berry,5,7,black,ae,2,
rhodspgl,1_wood,,,,,,101.25,69.92,0.6905679012345679,1,Julian,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia sp. Glastonbury,,Rhodamnia pauciovulata,,6,,1,0,berry,endozoochory,,,5,7,6,black,,berry,5,7,black,ae,2.5,
rhysbifo,1_wood,,,,,,83.73,63.33,0.7563597276961662,1,Julian,,,,,,,,,Sapindaceae,Rhysotoechia,Rhysotoechia bifoliolata,,,,30,,2,0,seed_aril,endozoochory,,,7,,7,yellow aril,used Butler,capsule,15,25,yellow,ae,7,
rhysbifo,2_wood,,,,,,55.2,40.56,0.7347826086956522,1,Julian,,,,,,,,,Sapindaceae,Rhysotoechia,Rhysotoechia bifoliolata,,,,30,,2,0,seed_aril,endozoochory,,,7,,7,yellow aril,used Butler,capsule,15,25,yellow,ae,7,
rhysbifo,3_wood,,,,,,63.59,43.6,0.6856423966032394,1,Julian,,,,,,,,,Sapindaceae,Rhysotoechia,Rhysotoechia bifoliolata,,,,30,,2,0,seed_aril,endozoochory,,,7,,7,yellow aril,used Butler,capsule,15,25,yellow,ae,7,
santlanc,1_wood,,,,,,10.11,8.8009,0.8705143422354106,1,Alison,,,,,,,,,Santalaceae,Santalum,Santalum lanceolatum,santlanc,,,7,,1,0,drupe,endozoochory,,,7,15,11,blue,,drupe,7,15,blue,ae,,
santlanc,2_wood,,,,,,9.01,6.8838,0.7640177580466149,1,Alison,,,,,,,,,Santalaceae,Santalum,Santalum lanceolatum,santlanc,,,7,,1,0,drupe,endozoochory,,,7,15,11,blue,,drupe,7,15,blue,ae,,
santlanc,3_wood,,,,,,7.11,5.8936,0.8289170182841069,1,Alison,,,,,,,,,Santalaceae,Santalum,Santalum lanceolatum,santlanc,,,7,,1,0,drupe,endozoochory,,,7,15,11,blue,,drupe,7,15,blue,ae,,
sarcsimp,1_wood,,,,,,55.89,45.38,0.8119520486670245,1,Julian,,,,,,,,,Rutaceae,Sarcomelicope,Sarcomelicope simplicifolia,sarcsimp,,,18,,1,0,drupe,endozoochory,,,12,15,13.5,yellow,,drupe,12,15,yellow,ae,3,
sarcsimp,2_wood,,,,,,77.63,61.2,0.7883550173901843,1,Julian,,,,,,,,,Rutaceae,Sarcomelicope,Sarcomelicope simplicifolia,sarcsimp,,,18,,1,0,drupe,endozoochory,,,12,15,13.5,yellow,,drupe,12,15,yellow,ae,3,
sarcsimp,3_wood,,,,,,37.99,29.34,0.7723085022374309,1,Julian,,,,,,,,,Rutaceae,Sarcomelicope,Sarcomelicope simplicifolia,sarcsimp,,,18,,1,0,drupe,endozoochory,,,12,15,13.5,yellow,,drupe,12,15,yellow,ae,3,
sarcstip,1_wood,,,,,,78.61,57.87,0.736165882,1,Julian,,,,,,,,,Sapindaceae,Sarcopteryx,Sarcopteryx stipata,,,,40,,7,0,seed_aril,endozoochory,,,5,,5,yellow,,capsule,12,20,pink,ae,5,
sarcstip,2_wood,,,,,,90.61,65.11,0.7185741088180112,1,Julian,,,,,,,,,Sapindaceae,Sarcopteryx,Sarcopteryx stipata,,,,40,,7,0,seed_aril,endozoochory,,,5,,5,yellow,,capsule,12,20,pink,ae,5,
sarcstip,3_wood,,,,,,74.05,51.26,0.6922349763673193,1,Julian,,,,,,,,,Sapindaceae,Sarcopteryx,Sarcopteryx stipata,,,,40,,7,0,seed_aril,endozoochory,,,5,,5,yellow,,capsule,12,20,pink,ae,5,
schiovat,1_wood,,,,,,100.2,50.69,0.5058882235528942,1,Julian,,,,,,,,,Cunoniaceae,Schizomeria,Schizomeria ovata,,,,35,,1,0,drupe,endozoochory,,,12,17,14.5,white,,drupe,12,17,white,ae,6,
schiovat,2_wood,,,,,,72.24,43.07,0.59620708748615725,1,Julian,,,,,,,,,Cunoniaceae,Schizomeria,Schizomeria ovata,,,,35,,1,0,drupe,endozoochory,,,12,17,14.5,white,,drupe,12,17,white,ae,6,
