genus_speceis,Species.code,number,individual,Site,Rainfall,Soil.nutrient,Group,context,Diamter_of_sapwood_for_mechanical_test (mm),Estimated_bark_thickness (mm),Drymatter content,Fresh_density (g/cm3),Dry_density (g/cm3),Youngs_modulus (Mpa),Bending_strength (Mpa),"Youngs_modulus (bark, Mpa)",species_name
Phyllota phylicoides,PhyPhy,2,PhyPhy_2_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,4.25,,0.521091811,1.099090909,0.572727273,5198.91,52.36751,,Phyllota phylicoides
Phyllota phylicoides,PhyPhy,3,PhyPhy_3_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,4.62,,0.511734365,1.107857143,0.566928571,4090.82,47.33466,,Phyllota phylicoides
Phyllota phylicoides,PhyPhy,4,PhyPhy_4_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,4.61,,0.516546537,1.100344828,0.56837931,5631.42,61.38963,,Phyllota phylicoides
Phyllota phylicoides,PhyPhy,5,PhyPhy_5_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,4.73,,0.544548872,1.100689655,0.59937931,5203.15,52.58718,,Phyllota phylicoides
Acacia doratoxylon,AcaDor,1,AcaDor_1_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,5.74,,0.619352259,1.111555556,0.688444444,7589.37,89.95743,,Acacia doratoxylon
Acacia doratoxylon,AcaDor,2,AcaDor_2_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,5.48,,0.648148148,1.108421053,0.718421053,5269.74,65.79043,,Acacia doratoxylon
Acacia doratoxylon,AcaDor,3,AcaDor_3_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,5.95,,0.581264839,1.103095238,0.641190476,6099.26,75.27986,,Acacia doratoxylon
Acacia doratoxylon,AcaDor,4,AcaDor_4_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,6.07,,0.597258731,1.109583333,0.662708333,7178.27,84.44514,,Acacia doratoxylon
Acacia doratoxylon,AcaDor,5,AcaDor_5_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,6.96,,0.646004019,1.280990099,0.827524752,8105.04,100.11387,,Acacia doratoxylon
Brachychiton populneus,BraPop,1,BraPop_1_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,4.47,,0.420643729,1.039615385,0.437307692,1071.36,19.33055,,Brachychiton populneus
Brachychiton populneus,BraPop,2,BraPop_2_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,3.5,,0.447118075,1.051176471,0.47,916.2149,12.44941,,Brachychiton populneus
Brachychiton populneus,BraPop,3,BraPop_3_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,4.9,,0.423162584,0.997777778,0.422222222,1129.04,26.18238,,Brachychiton populneus
Brachychiton populneus,BraPop,4,BraPop_4_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,5.25,,0.43542654,1.089032258,0.474193548,572.96702,11.41924,,Brachychiton populneus
Brachychiton populneus,BraPop,5,BraPop_5_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,6.93,,0.438596491,1.08,0.473684211,658.04461,19.07,,Brachychiton populneus
Dodonaea viscosa ssp angustissima,DodVisang,1,DodVisang_1_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,4.68,,0.588235294,1.172413793,0.689655172,5587.59,75.76347,,Dodonaea viscosa ssp. angustissima
Dodonaea viscosa ssp angustissima,DodVisang,2,DodVisang_2_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,4.63,,0.652097286,0.978275862,0.637931034,3477.55,48.50026,,Dodonaea viscosa ssp. angustissima
Dodonaea viscosa ssp angustissima,DodVisang,3,DodVisang_3_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,4.52,,0.683745583,1.06125,0.725625,6817.86,96.3857,,Dodonaea viscosa ssp. angustissima
Dodonaea viscosa ssp angustissima,DodVisang,4,DodVisang_4_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,4.11,,0.619750284,1.10125,0.6825,5508.75,76.95617,,Dodonaea viscosa ssp. angustissima
Dodonaea viscosa ssp angustissima,DodVisang,5,DodVisang_5_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,5.06,,0.664165589,1.073611111,0.713055556,4897.13,84.61777,,Dodonaea viscosa ssp. angustissima
Eremophila longifolia,EreLon,1,EreLon_1_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,5.32,,0.558202491,1.026111111,0.572777778,1919.66,36.44255,,Eremophila longifolia
Eremophila longifolia,EreLon,2,EreLon_2_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,5.9,,0.595228934,0.945090909,0.562545455,2976.41,53.81614,,Eremophila longifolia
Eremophila longifolia,EreLon,3,EreLon_3_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,4.61,,0.617169374,0.9428125,0.581875,1898.66,31.83899,,Eremophila longifolia
Eremophila longifolia,EreLon,4,EreLon_4_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,5.82,,0.564117763,0.992352941,0.559803922,1911.72,37.605,,Eremophila longifolia
Eremophila longifolia,EreLon,5,EreLon_5_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,6.42,,0.606015596,1.056078431,0.64,2590.56,48.52959,,Eremophila longifolia
Geijera parviflora,GeiPar,1,GeiPar_1_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,5.12,,0.532374101,1.103823529,0.587647059,2266.3,41.92415,,Geijera parviflora
Geijera parviflora,GeiPar,2,GeiPar_2_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,6.08,,0.611869179,1.126097561,0.68902439,1875.96,39.96831,,Geijera parviflora
Geijera parviflora,GeiPar,3,GeiPar_3_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,6.38,,0.53560477,1.128846154,0.604615385,2641.65,49.74367,,Geijera parviflora
Geijera parviflora,GeiPar,4,GeiPar_4_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,6.11,,0.548195013,1.096734694,0.60122449,1722.53,34.24075,,Geijera parviflora
Geijera parviflora,GeiPar,5,GeiPar_5_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,5.77,,0.582541836,1.133846154,0.660512821,1568.35,32.96345,,Geijera parviflora
Hakea tephrosperma,HakTep,1,HakTep_1_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,4.22,,0.545994065,1.225454545,0.669090909,3227.47,49.62526,,Hakea tephrosperma
Hakea tephrosperma,HakTep,2,HakTep_2_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,5.25,,0.564028777,1.120967742,0.632258065,2037.36,27.94876,,Hakea tephrosperma
Hakea tephrosperma,HakTep,3,HakTep_3_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,5.25,,0.552321386,1.154722222,0.637777778,3159.7,42.53402,,Hakea tephrosperma
Hakea tephrosperma,HakTep,4,HakTep_4_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,5.12,,0.609925893,1.236944444,0.754444444,4819.34,64.09824,,Hakea tephrosperma
Hakea tephrosperma,HakTep,5,HakTep_5_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,4.31,,0.619993693,1.1325,0.702142857,4516.4,57.033,,Hakea tephrosperma
Philotheca difformis,PhiDif,1,PhiDif_1_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,6.07,,0.519180367,1.04925,0.54475,2697.13,45.61559,,Philotheca difformis
Philotheca difformis,PhiDif,2,PhiDif_2_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,4.32,,0.567771084,1.106666667,0.628333333,4729.54,64.96523,,Philotheca difformis
Philotheca difformis,PhiDif,3,PhiDif_3_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,4.99,,0.568470458,1.131875,0.6434375,4342.18,70.64806,,Philotheca difformis
Philotheca difformis,PhiDif,4,PhiDif_4_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,5.08,,0.576695371,1.092941176,0.630294118,3774.31,60.49135,,Philotheca difformis
Philotheca difformis,PhiDif,5,PhiDif_5_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,4.52,,0.57549963,1.059607843,0.609803922,3985.61,60.67278,,Philotheca difformis
Senna artemisioides var 3lft,SenArt3lft,1,SenArt3lft_1_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,5.03,,0.570081301,1.098214286,0.626071429,6167.92,75.37832,,Senna artemisioides
Senna artemisioides var 3lft,SenArt3lft,2,SenArt3lft_2_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,5.06,,0.542132737,1.1175,0.605833333,6046.85,65.53701,,Senna artemisioides
Senna artemisioides var 3lft,SenArt3lft,3,SenArt3lft_3_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,5.74,,0.529681237,1.218372093,0.645348837,6813.97,77.22807,,Senna artemisioides
Senna artemisioides var 3lft,SenArt3lft,4,SenArt3lft_4_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,5.18,,0.524477307,1.153529412,0.605,6037.59,62.00146,,Senna artemisioides
Senna artemisioides var 3lft,SenArt3lft,5,SenArt3lft_5_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,whole stem,5.49,,0.602028398,1.173809524,0.706666667,6578.85,79.86174,,Senna artemisioides
Acacia havilandiorum,AcaHav,1,AcaHav_1_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,4.95,,0.710597826,1.15,0.8171875,6587.42,91.88868,,Acacia havilandiorum
Acacia havilandiorum,AcaHav,2,AcaHav_2_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.56,,0.665223977,1.15525,0.7685,9114.66,105.55241,,Acacia havilandiorum
Acacia havilandiorum,AcaHav,3,AcaHav_3_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.3,,0.632259432,1.1795,0.74575,6239.5,88.06739,,Acacia havilandiorum
Acacia havilandiorum,AcaHav,4,AcaHav_4_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.67,,0.673297966,1.16,0.781025641,5366.71,79.60663,,Acacia havilandiorum
Acacia havilandiorum,AcaHav,5,AcaHav_5_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.59,,0.743400447,1.208108108,0.898108108,5481.88,84.8315,,Acacia havilandiorum
Bertya cunninghamii,BerCun,1,BerCun_1_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.8,,0.601159115,0.973333333,0.585128205,3810.34,52.02972,,Bertya cunninghamii
Bertya cunninghamii,BerCun,2,BerCun_2_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,6.38,,0.607786885,1.016666667,0.617916667,3969.87,52.29208,,Bertya cunninghamii
Bertya cunninghamii,BerCun,3,BerCun_3_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.27,,0.605102312,1.045277778,0.6325,4433.96,64.17725,,Bertya cunninghamii
Bertya cunninghamii,BerCun,4,BerCun_4_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.86,,0.615521855,0.974782609,0.6,4542.61,60.74973,,Bertya cunninghamii
Bertya cunninghamii,BerCun,5,BerCun_5_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,6.52,,0.622460087,1.1024,0.6862,3451.38,51.08063,,Bertya cunninghamii
Beyeria opaca,BeyOpa,1,BeyOpa_1_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.14,,0.609107579,1.055483871,0.642903226,3742.63,43.55599,,Beyeria opaca
Beyeria opaca,BeyOpa,2,BeyOpa_2_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.2,,0.624271845,0.996774194,0.622258065,2232.49,35.25431,,Beyeria opaca
Beyeria opaca,BeyOpa,3,BeyOpa_3_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.25,,0.65048268,1.035882353,0.673823529,3174.59,46.83954,,Beyeria opaca
Beyeria opaca,BeyOpa,4,BeyOpa_4_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.05,,0.622383985,1.0303125,0.64125,3396.27,48.04083,,Beyeria opaca
Beyeria opaca,BeyOpa,5,BeyOpa_5_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.65,,0.634165995,1.006216216,0.638108108,2274.93,41.18171,,Beyeria opaca
Cassinia laevis,CasLae,1,CasLae_1_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.55,,0.609143431,0.99525,0.60625,4764.07,71.35452,,Cassinia laevis
Cassinia laevis,CasLae,2,CasLae_2_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.41,,0.577093733,0.974594595,0.562432432,3297.68,54.56192,,Cassinia laevis
Cassinia laevis,CasLae,3,CasLae_3_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,6.06,,0.508688457,1.098636364,0.558863636,2466.59,44.72727,,Cassinia laevis
Cassinia laevis,CasLae,4,CasLae_4_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,4.79,,0.592274678,1.087333333,0.644,4770.86,62.34252,,Cassinia laevis
Cassinia laevis,CasLae,5,CasLae_5_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,6.03,,0.608853575,1.024418605,0.62372093,3365.93,52.01828,,Cassinia laevis
Eremophila glabra,EreGla,1,EreGla_1_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,4.43,,0.518608696,1.105769231,0.573461538,4377.48,60.45517,,Eremophila glabra
Eremophila glabra,EreGla,2,EreGla_2_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.53,,0.562176166,0.965,0.5425,2648.68,44.17636,,Eremophila glabra
Eremophila glabra,EreGla,3,EreGla_3_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,6.24,,0.60847519,1.061923077,0.646153846,4760.7,83.52888,,Eremophila glabra
Eremophila glabra,EreGla,4,EreGla_4_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,6.03,,0.632422669,1.006590909,0.636590909,4937.59,80.41086,,Eremophila glabra
Eremophila glabra,EreGla,5,EreGla_5_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.3,,0.550178299,1.033157895,0.568421053,3339.75,50.56232,,Eremophila glabra
Eucalyptus socialis,EucSoc,1,EucSoc_1_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,7.09,,0.596514947,1.1095,0.661833333,2309.78,45.94458,,Eucalyptus socialis
Eucalyptus socialis,EucSoc,2,EucSoc_2_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,8.37,,0.540994131,1.147789474,0.620947368,2595.91,48.24541,,Eucalyptus socialis
Eucalyptus socialis,EucSoc,3,EucSoc_3_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.8,,0.592592593,1.110681818,0.658181818,2095.35,51.05647,,Eucalyptus socialis
Eucalyptus socialis,EucSoc,4,EucSoc_4_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,6.23,,0.584128579,1.086,0.634363636,3511.97,52.27305,,Eucalyptus socialis
Eucalyptus socialis,EucSoc,5,EucSoc_5_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,7.67,,0.584568337,1.1336,0.662666667,2084.22,47.31063,,Eucalyptus socialis
Melaleuca uncinata,MelUnc,1,MelUnc_1_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.37,,0.615364917,1.055405405,0.649459459,5368.59,78.46962,,Melaleuca uncinata
Melaleuca uncinata,MelUnc,2,MelUnc_2_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,4.96,,0.63086871,1.077878788,0.68,5042.98,76.53531,,Melaleuca uncinata
Melaleuca uncinata,MelUnc,3,MelUnc_3_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.79,,0.624106231,1.087777778,0.678888889,5496.21,84.26838,,Melaleuca uncinata
Melaleuca uncinata,MelUnc,4,MelUnc_4_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.83,,0.606584028,1.171666667,0.710714286,6278.37,75.51907,,Melaleuca uncinata
Melaleuca uncinata,MelUnc,5,MelUnc_5_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,5.33,,0.651691332,1.112941176,0.725294118,5764.55,87.08951,,Melaleuca uncinata
Olearia pimeleoides,OlePim,1,OlePim_1_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,4.62,,0.618295019,1.098947368,0.679473684,2264.55,34.03914,,Olearia pimeleoides
Olearia pimeleoides,OlePim,2,OlePim_2_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,4.7,,0.600857055,1.089,0.654333333,3753.68,53.06135,,Olearia pimeleoides
Olearia pimeleoides,OlePim,3,OlePim_3_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,4.5,,0.638974812,1.028636364,0.657272727,3727.78,56.92546,,Olearia pimeleoides
Olearia pimeleoides,OlePim,4,OlePim_4_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,4.24,,0.574825986,1.0775,0.619375,2773.63,49.16014,,Olearia pimeleoides
Olearia pimeleoides,OlePim,5,OlePim_5_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,whole stem,4.88,,0.620724346,1.169411765,0.725882353,3479.46,80.22849,,Olearia pimeleoides
