Community,IDENTIFICATION SOURCE,SCIENTIFIC_NAME,LIFE_FORM,FIRE_RESPONSE,SEED_STORAGE,MANAGEMENT_INTERVENTION_EXPERT_PANEL
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Archontophoenix cunninghamiana,T,OS,T,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Asperula asthenes,H,OS,UN,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Asplenium australasicum,C,OS,T,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Austromyrtus dulcis,H,OS,UN,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Cassytha glabella subsp. glabella,C,OS,S,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Centella asiatica,H,OS,S,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Cyperus polystachyos,H,OS,UN,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Dendrobium linguiforme,C,OS,S,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Einadia hastata,H,OS,UN,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Elaeodendron australe,S/T,OS,UN,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Enchylaena tomentosa var. glabra,H,OS,UN,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Haloragis exalata subsp. exalata,H,OS,S,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Lobelia anceps,H,OS,UN,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Notothixos subaureus,C,OS,T,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Platycerium bifurcatum,C,OS,T,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Platycerium superbum,C,OS,T,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Psilotum nudum,C,OS,T,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Pyrrosia confluens,C,OS,UN,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Pyrrosia rupestris,C,OS,UN,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Rhagodia spp.,S,OS,UN,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Samolus repens,H,OS,S,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Solanum americanum,H,OS,UN,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Solanum prinophyllum,H,OS,UN,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Syzygium hodgkinsoniae,T,OS,T,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Tetragonia tetragonioides,H,OS,UN,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Acacia melanoxylon,S,FS,S,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Aegiceras corniculatum,S,FS,V,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Avicennia marina,S/T,FS,UN,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Breynia oblongifolia,S,FS,S,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Commelina cyanea,H,FS,UN,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Cupaniopsis anacardioides,T,FS,S,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Dianella caerulea,H,FS,T,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Eucalyptus grandis,T,FS,C,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Glycine clandestina,C,FS,S,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Goodenia ovata,H,FS,S,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Hardenbergia violacea,C,FS,S,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Lomandra longifolia,H,FS,S,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Melaleuca linariifolia,S/T,FS,C,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Melaleuca quinquenervia,T,FS,C,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Pandorea pandorana subsp. pandorana,C,FS,S,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Pittosporum undulatum,T,FS,T,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Sarcocornia quinqueflora,H,FS,UN,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Syzygium moorei,T,FS,S,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Villarsia exaltata,H,FS,T,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,TEC species list,Viola banksii,H,FS,UN,
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,Fire-affected species,Acacia trachyphloia,S,OS,UN,Yes
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,Fire-affected species,Acacia yalwalensis,S,OS,UN,Yes
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,Fire-affected species,Boronia subulifolia,S,OS,UN,Yes
Coastal Swamp Oak (Casuarina glauca) Forest of New South Wales and South East Queensland ecological community,Fire-affected species,Zieria caducibracteata,S/T,OS,UN,Yes
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Carpha alpina,H,OS,UN,
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Celmisia saxifraga,H,OS,UN,
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Gonocarpus micranthus,H,OS,S,
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Isolepis crassiuscula,H,OS,UN,
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Nertera granadensis,H,OS,UN,
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Oreomyrrhis ciliata,H,OS,S,
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Ozothamnus rodwayi,S,OS,T,
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Richea continentis,S,OS,S,
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Richea scoparia,S,OS,UN,
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Richea victoriana,S,OS,UN,
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Acaena novae-zelandiae,H,FS,UN,
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Epilobium gunnianum,H,FS,T,
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Lepidosperma filiforme,H,FS,UN,
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Luzula modesta,H,FS,S,
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Myriophyllum pedunculatum,H,FS,UN,
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Olearia algida,S,FS,T,
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Oxylobium ellipticum,S,FS,S,
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Ozothamnus hookeri,S,FS,UN,
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Poa costiniana,H,FS,S,
Alpine Sphagnum Bogs and Associated Fens,TEC species list,Pratia surrepens^{5},H,FS,UN,
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Acacia phasmoides,S,OS,S,Yes
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Deyeuxia talariata,H,OS,T,Yes
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Gentiana baeuerlenii,H,OS,UN,
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Grevillea burrowa,S,OS,UN,Yes
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Grevillea jephcottii,S,OS,UN,Yes
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Prostanthera walteri,S,OS,S,Yes
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Grevillea ramosissima subsp. hypargyrea,S,FS,S,Yes
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Monotoca rotundifolia,S,FS,S,Yes
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Tetratheca ericifolia,S,FS,S,
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Eucalyptus stellulata,T,RS,T,Yes
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Lomandra confertifolia subsp. leptostachya,H,RS,UN,Yes
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Luzula flaccida subsp. Long Anther (K.L.Wilson 828 et al.),H,RS,S,Yes
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Olearia stenophylla,S,RS,UN,Yes
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Celmisia longifolia,H,UN,UN,
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Cryptandra speciosa subsp. speciosa,S,UN,UN,Yes
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Eucalyptus phoenix,T,UN,UN,Yes
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Grevillea pachylostyla,S,UN,UN,Yes
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Grevillea polychroma,S,UN,UN,Yes
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Leptospermum jingera,S,UN,UN,Yes
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Leptospermum namadgiense,S,UN,UN,Yes
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Olearia sp. Rhizomatica (I.R.Telford 11549),S,UN,UN,Yes
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Pomaderris helianthemifolia,S,UN,UN,Yes
Alpine Sphagnum Bogs and Associated Fens,Fire-affected species,Viola improcera,H,UN,UN,Yes
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Acacia decurrens,S,OS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Acacia falcata,S,OS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Acacia linifolia,S,OS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Cassytha pubescens,C,OS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Cuscuta australis,C,OS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Dillwynia floribunda,S,OS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Dillwynia tenuifolia,S,OS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Gonocarpus micranthus,H,OS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Hovea longifolia,S,OS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Kunzea ambigua,S,OS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Olearia microphylla,S,OS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Persoonia lanceolata,S,OS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Persoonia nutans,S,OS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Pimelea linifolia subsp. collina,S,OS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Pomax umbellata,S,OS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Poranthera ericifolia,H,OS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Pultenaea parviflora,S,OS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Pultenaea villosa,S,OS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Acacia brownii,C,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Acacia elongata,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Acacia longifolia,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Acacia myrtifolia,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Acacia ulicifolia,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Billardiera scandens,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Boronia polygalifolia,H,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Bossiaea heterophylla,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Bossiaea rhombifolia,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Brachyloma daphnoides,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Chrysocephalum apiculatum,H,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Conospermum taxifolium,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Daviesia ulicifolia,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Dillwynia glaberrima,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Dillwynia sericea,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Epacris microphylla,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Glycine clandestina,C,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Gompholobium glabratum,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Gompholobium huegelii,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Gompholobium minus,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Gompholobium pinnatum,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Gonocarpus tetragynus,H,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Gonocarpus teucrioides,H,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Goodenia bellidifolia subsp. bellidifolia,H,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Grevillea parviflora subsp. parviflora,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Grevillea sericea,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Hardenbergia violacea,C,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Harmogia densifolia,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Hibbertia aspera,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Hibbertia fasciculata,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Hibbertia serpyllifolia,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Hypericum gramineum,H,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Hypericum japonicum,H,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Kunzea capitata,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Laxmannia gracilis,H,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Lomandra obliqua,H,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Melichrus procumbens,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Melichrus urceolatus,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Mirbelia rubiifolia,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Mitrasacme polymorpha,H,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Monotoca scoparia,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Olax stricta,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Opercularia diphylla,H,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Philotheca myoporoides,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Philotheca salsolifolia subsp. salsolifolia,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Pimelea linifolia subsp. linifolia,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Platysace ericoides,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Pultenaea tuberculata,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Ricinocarpos pinifolius,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Schoenus apogon,H,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Senecio hispidulus,H,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Solenogyne gunnii,H,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Sphaerolobium vimineum,S,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Stylidium graminifolium,H,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Trachymene incisa subsp. incisa,H,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Wahlenbergia communis,H,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Wahlenbergia gracilis,H,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Wahlenbergia stricta subsp. stricta,H,FS,S,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Cassytha glabella,C,OS,UN,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Dillwynia parvifolia,S,OS,UN,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Grevillea juniperina subsp. juniperina,S,OS,UN,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Hakea dactyloides,S,OS,C,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Hakea sericea,S,OS,C,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Lagenophora gracilis,H,OS,UN,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Lobelia purpurascens,H,OS,UN,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Micromyrtus minutiflora,S,OS,UN,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Stackhousia viminea,H,OS,T,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Centrolepis strigosa subsp. strigosa,H,FS,T,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Cyanthillium cinereum,H,FS,T,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Dichondra repens,H,FS,UN,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Drosera spatulata,H,FS,T,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Euryomyrtus ramosissima subsp. ramosissima,S,FS,UN,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Isopogon anemonifolius,S,FS,C,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Isopogon anethifolius,S,FS,C,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Lachnagrostis filiformis,H,FS,UN,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Leptospermum arachnoides,S,FS,C,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Leptospermum continentale,S,FS,C,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Leptospermum parvifolium,S,FS,T,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Leptospermum polygalifolium,S,FS,C,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Leptospermum squarrosum,S,FS,C,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Micromyrtus ciliata,S,FS,UN,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Petrophile pedunculata,S,FS,C,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Petrophile sessilis,S,FS,C,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Phyllanthus hirtellus,S,FS,T,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Poa sieberiana,H,FS,UN,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Thysanotus tuberosus,H,FS,T,
Castlereagh Scribbly Gum and Agnes Banks Woodlands of the Sydney Basin Bioregion,TEC species list,Tricoryne elatior,H,FS,T,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Ajuga australis,H,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Boerhavia dominii,H,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Brachyscome decipiens,H,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Brachyscome ptychocarpa,H,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Calotis lappulacea,H,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Chenopodium glaucum,H,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Craspedia variabilis,H,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Epacris petrophila,S,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Euphrasia orthocheila,H,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Eutaxia diffusa,S,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list & FAS,Gentiana bredboensis,H,OS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Grevillea juniperina,S,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Isoetopsis graminifolia,H,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Lawrencia spicata,H,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Mentha diemenica,H,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Muehlenbeckia axillaris,S,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Opercularia hispida,H,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Podolepis hieracioides,H,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Rulingia prostrata,S,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Scleranthus diander,H,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Sebaea ovata,H,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Sida corrugata,H,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Trachymene humilis,H,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Triptilodiscus pygmaeus,H,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Galium gaudichaudii,H,FS,UN,
