error,dataset_id,taxon_name,site_name,context_name,observation_id,trait_name,value,unit,date,value_type,replicates,original_name
Duplicate of Barlow_1981_0969,Kooyman_2011,Cryptocarya williwilliana,NA,NA,Kooyman_2011_2087,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya williwilliana
Duplicate of Barlow_1981_0970,Kooyman_2011,Cupaniopsis anacardioides,NA,NA,Kooyman_2011_1942,leaf_compoundness,compound,NA,NA,expert_mean,NA,Cupaniopsis anacardioides
Duplicate of Barlow_1981_0970,Kooyman_2011,Cupaniopsis anacardioides,NA,NA,Kooyman_2011_1942,leaf_length,45,mm,NA,expert_min,NA,Cupaniopsis anacardioides
Duplicate of Barlow_1981_0970,Kooyman_2011,Cupaniopsis anacardioides,NA,NA,Kooyman_2011_1942,leaf_length,190,mm,NA,expert_max,NA,Cupaniopsis anacardioides
Duplicate of Barlow_1981_0970,Kooyman_2011,Cupaniopsis anacardioides,NA,NA,Kooyman_2011_1942,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cupaniopsis anacardioides
Duplicate of Barlow_1981_0970,Kooyman_2011,Cupaniopsis anacardioides,NA,NA,Kooyman_2011_1942,leaf_width,15,mm,NA,expert_min,NA,Cupaniopsis anacardioides
Duplicate of Barlow_1981_0970,Kooyman_2011,Cupaniopsis anacardioides,NA,NA,Kooyman_2011_1942,leaf_width,75,mm,NA,expert_max,NA,Cupaniopsis anacardioides
Duplicate of Barlow_1981_0970,Kooyman_2011,Cupaniopsis anacardioides,NA,NA,Kooyman_2011_1942,plant_growth_form,tree,NA,NA,expert_mean,NA,Cupaniopsis anacardioides
Duplicate of Barlow_1981_0970,Kooyman_2011,Cupaniopsis anacardioides,NA,NA,Kooyman_2011_1942,plant_height,15,m,NA,expert_max,NA,Cupaniopsis anacardioides
Duplicate of Barlow_1981_0971,Kooyman_2011,Cupaniopsis dallachyi,NA,NA,Kooyman_2011_1723,leaf_compoundness,compound,NA,NA,expert_mean,NA,Cupaniopsis dallachyi
Duplicate of Barlow_1981_0971,Kooyman_2011,Cupaniopsis dallachyi,NA,NA,Kooyman_2011_1723,leaf_length,60,mm,NA,expert_min,NA,Cupaniopsis dallachyi
Duplicate of Barlow_1981_0971,Kooyman_2011,Cupaniopsis dallachyi,NA,NA,Kooyman_2011_1723,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cupaniopsis dallachyi
Duplicate of Barlow_1981_0971,Kooyman_2011,Cupaniopsis dallachyi,NA,NA,Kooyman_2011_1723,leaf_width,30,mm,NA,expert_min,NA,Cupaniopsis dallachyi
Duplicate of Barlow_1981_0971,Kooyman_2011,Cupaniopsis dallachyi,NA,NA,Kooyman_2011_1723,leaf_width,55,mm,NA,expert_max,NA,Cupaniopsis dallachyi
Duplicate of Barlow_1981_0971,Kooyman_2011,Cupaniopsis dallachyi,NA,NA,Kooyman_2011_1723,plant_growth_form,tree,NA,NA,expert_mean,NA,Cupaniopsis dallachyi
Duplicate of Barlow_1981_0972,Kooyman_2011,Cupaniopsis flagelliformis,NA,NA,Kooyman_2011_1725,leaf_compoundness,compound,NA,NA,expert_mean,NA,Cupaniopsis flagelliformis
Duplicate of Barlow_1981_0972,Kooyman_2011,Cupaniopsis flagelliformis,NA,NA,Kooyman_2011_1725,leaf_length,35,mm,NA,expert_min,NA,Cupaniopsis flagelliformis
Duplicate of Barlow_1981_0972,Kooyman_2011,Cupaniopsis flagelliformis,NA,NA,Kooyman_2011_1725,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cupaniopsis flagelliformis
Duplicate of Barlow_1981_0972,Kooyman_2011,Cupaniopsis flagelliformis,NA,NA,Kooyman_2011_1725,plant_growth_form,tree,NA,NA,expert_mean,NA,Cupaniopsis flagelliformis
Duplicate of Barlow_1981_0972,Kooyman_2011,Cupaniopsis flagelliformis,NA,NA,Kooyman_2011_1725,plant_height,25,m,NA,expert_max,NA,Cupaniopsis flagelliformis
Duplicate of Barlow_1981_0973,Kooyman_2011,Cupaniopsis flagelliformis var. australis,NA,NA,Kooyman_2011_1726,leaf_compoundness,compound,NA,NA,expert_mean,NA,Cupaniopsis flagelliformis-australis
Duplicate of Barlow_1981_0973,Kooyman_2011,Cupaniopsis flagelliformis var. australis,NA,NA,Kooyman_2011_1726,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cupaniopsis flagelliformis-australis
Duplicate of Barlow_1981_0973,Kooyman_2011,Cupaniopsis flagelliformis var. australis,NA,NA,Kooyman_2011_1726,plant_growth_form,tree,NA,NA,expert_mean,NA,Cupaniopsis flagelliformis-australis
Duplicate of Barlow_1981_0975,Kooyman_2011,Cupaniopsis fleckeri,NA,NA,Kooyman_2011_1727,leaf_compoundness,compound,NA,NA,expert_mean,NA,Cupaniopsis fleckeri
Duplicate of Barlow_1981_0975,Kooyman_2011,Cupaniopsis fleckeri,NA,NA,Kooyman_2011_1727,leaf_length,20,mm,NA,expert_min,NA,Cupaniopsis fleckeri
Duplicate of Barlow_1981_0975,Kooyman_2011,Cupaniopsis fleckeri,NA,NA,Kooyman_2011_1727,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cupaniopsis fleckeri
Duplicate of Barlow_1981_0975,Kooyman_2011,Cupaniopsis fleckeri,NA,NA,Kooyman_2011_1727,plant_growth_form,tree,NA,NA,expert_mean,NA,Cupaniopsis fleckeri
Duplicate of Barlow_1981_0975,Kooyman_2011,Cupaniopsis fleckeri,NA,NA,Kooyman_2011_1727,plant_height,9,m,NA,expert_max,NA,Cupaniopsis fleckeri
Duplicate of Barlow_1981_0976,Kooyman_2011,Cupaniopsis foveolata,NA,NA,Kooyman_2011_1728,leaf_compoundness,compound,NA,NA,expert_mean,NA,Cupaniopsis foveolata
Duplicate of Barlow_1981_0976,Kooyman_2011,Cupaniopsis foveolata,NA,NA,Kooyman_2011_1728,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cupaniopsis foveolata
Duplicate of Barlow_1981_0976,Kooyman_2011,Cupaniopsis foveolata,NA,NA,Kooyman_2011_1728,plant_growth_form,tree,NA,NA,expert_mean,NA,Cupaniopsis foveolata
Duplicate of Barlow_1981_0976,Kooyman_2011,Cupaniopsis foveolata,NA,NA,Kooyman_2011_1728,plant_height,25,m,NA,expert_max,NA,Cupaniopsis foveolata
Duplicate of Barlow_1981_0977,Kooyman_2011,Cupaniopsis newmanii,NA,NA,Kooyman_2011_1729,leaf_compoundness,compound,NA,NA,expert_mean,NA,Cupaniopsis newmanii
Duplicate of Barlow_1981_0977,Kooyman_2011,Cupaniopsis newmanii,NA,NA,Kooyman_2011_1729,leaf_length,60,mm,NA,expert_min,NA,Cupaniopsis newmanii
Duplicate of Barlow_1981_0977,Kooyman_2011,Cupaniopsis newmanii,NA,NA,Kooyman_2011_1729,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cupaniopsis newmanii
Duplicate of Barlow_1981_0977,Kooyman_2011,Cupaniopsis newmanii,NA,NA,Kooyman_2011_1729,leaf_width,25,mm,NA,expert_min,NA,Cupaniopsis newmanii
Duplicate of Barlow_1981_0977,Kooyman_2011,Cupaniopsis newmanii,NA,NA,Kooyman_2011_1729,plant_growth_form,tree,NA,NA,expert_mean,NA,Cupaniopsis newmanii
Duplicate of Barlow_1981_0978,Kooyman_2011,Cupaniopsis parvifolia,NA,NA,Kooyman_2011_1730,leaf_compoundness,compound,NA,NA,expert_mean,NA,Cupaniopsis parvifolia
Duplicate of Barlow_1981_0978,Kooyman_2011,Cupaniopsis parvifolia,NA,NA,Kooyman_2011_1730,leaf_length,25,mm,NA,expert_min,NA,Cupaniopsis parvifolia
Duplicate of Barlow_1981_0978,Kooyman_2011,Cupaniopsis parvifolia,NA,NA,Kooyman_2011_1730,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cupaniopsis parvifolia
Duplicate of Barlow_1981_0978,Kooyman_2011,Cupaniopsis parvifolia,NA,NA,Kooyman_2011_1730,plant_growth_form,tree,NA,NA,expert_mean,NA,Cupaniopsis parvifolia
Duplicate of Barlow_1981_0979,Kooyman_2011,Cupaniopsis serrata,NA,NA,Kooyman_2011_1731,leaf_compoundness,compound,NA,NA,expert_mean,NA,Cupaniopsis serrata
Duplicate of Barlow_1981_0979,Kooyman_2011,Cupaniopsis serrata,NA,NA,Kooyman_2011_1731,leaf_length,60,mm,NA,expert_min,NA,Cupaniopsis serrata
Duplicate of Barlow_1981_0979,Kooyman_2011,Cupaniopsis serrata,NA,NA,Kooyman_2011_1731,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cupaniopsis serrata
Duplicate of Barlow_1981_0979,Kooyman_2011,Cupaniopsis serrata,NA,NA,Kooyman_2011_1731,plant_growth_form,tree,NA,NA,expert_mean,NA,Cupaniopsis serrata
Duplicate of Barlow_1981_0980,Kooyman_2011,Cupaniopsis shirleyana,NA,NA,Kooyman_2011_1732,leaf_compoundness,compound,NA,NA,expert_mean,NA,Cupaniopsis shirleyana
Duplicate of Barlow_1981_0980,Kooyman_2011,Cupaniopsis shirleyana,NA,NA,Kooyman_2011_1732,leaf_length,55,mm,NA,expert_max,NA,Cupaniopsis shirleyana
Duplicate of Barlow_1981_0980,Kooyman_2011,Cupaniopsis shirleyana,NA,NA,Kooyman_2011_1732,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cupaniopsis shirleyana
Duplicate of Barlow_1981_0980,Kooyman_2011,Cupaniopsis shirleyana,NA,NA,Kooyman_2011_1732,plant_growth_form,tree,NA,NA,expert_mean,NA,Cupaniopsis shirleyana
Duplicate of Barlow_1981_0982,Kooyman_2011,Cupaniopsis wadsworthii,NA,NA,Kooyman_2011_1735,leaf_compoundness,compound,NA,NA,expert_mean,NA,Cupaniopsis wadsworthii
Duplicate of Barlow_1981_0982,Kooyman_2011,Cupaniopsis wadsworthii,NA,NA,Kooyman_2011_1735,leaf_length,13,mm,NA,expert_min,NA,Cupaniopsis wadsworthii
Duplicate of Barlow_1981_0982,Kooyman_2011,Cupaniopsis wadsworthii,NA,NA,Kooyman_2011_1735,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cupaniopsis wadsworthii
Duplicate of Barlow_1981_0982,Kooyman_2011,Cupaniopsis wadsworthii,NA,NA,Kooyman_2011_1735,leaf_width,13,mm,NA,expert_min,NA,Cupaniopsis wadsworthii
Duplicate of Barlow_1981_0988,Kooyman_2011,Cyathostemma glabrum,NA,NA,Kooyman_2011_2153,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cyathostemma glabrum
Duplicate of Barlow_1981_0988,Kooyman_2011,Cyathostemma glabrum,NA,NA,Kooyman_2011_2153,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cyathostemma glabrum
Duplicate of Barlow_1981_0988,Kooyman_2011,Cyathostemma glabrum,NA,NA,Kooyman_2011_2153,leaf_width,60,mm,NA,expert_max,NA,Cyathostemma glabrum
Duplicate of Barlow_1981_0989,Kooyman_2011,Cyathostemma micranthum,NA,NA,Kooyman_2011_2152,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cyathostemma micranthum
Duplicate of Barlow_1981_0989,Kooyman_2011,Cyathostemma micranthum,NA,NA,Kooyman_2011_2152,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cyathostemma micranthum
Duplicate of Barlow_1981_1028,Kooyman_2011,Cynometra iripa,NA,NA,Kooyman_2011_1522,leaf_compoundness,compound,NA,NA,expert_mean,NA,Cynometra iripa
Duplicate of Barlow_1981_1028,Kooyman_2011,Cynometra iripa,NA,NA,Kooyman_2011_1522,leaf_length,15,mm,NA,expert_min,NA,Cynometra iripa
Duplicate of Barlow_1981_1028,Kooyman_2011,Cynometra iripa,NA,NA,Kooyman_2011_1522,leaf_length,100,mm,NA,expert_max,NA,Cynometra iripa
Duplicate of Barlow_1981_1028,Kooyman_2011,Cynometra iripa,NA,NA,Kooyman_2011_1522,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cynometra iripa
Duplicate of Barlow_1981_1028,Kooyman_2011,Cynometra iripa,NA,NA,Kooyman_2011_1522,leaf_width,55,mm,NA,expert_max,NA,Cynometra iripa
Duplicate of Barlow_1981_1028,Kooyman_2011,Cynometra iripa,NA,NA,Kooyman_2011_1522,plant_height,8,m,NA,expert_max,NA,Cynometra iripa
Duplicate of Barlow_1981_1104,Kooyman_2011,Dansiea elliptica,NA,NA,Kooyman_2011_0174,leaf_compoundness,simple,NA,NA,expert_mean,NA,Dansiea elliptica
Duplicate of Barlow_1981_1104,Kooyman_2011,Dansiea elliptica,NA,NA,Kooyman_2011_0174,leaf_length,30,mm,NA,expert_min,NA,Dansiea elliptica
Duplicate of Barlow_1981_1104,Kooyman_2011,Dansiea elliptica,NA,NA,Kooyman_2011_0174,leaf_length,85,mm,NA,expert_max,NA,Dansiea elliptica
Duplicate of Barlow_1981_1104,Kooyman_2011,Dansiea elliptica,NA,NA,Kooyman_2011_0174,leaf_width,10,mm,NA,expert_min,NA,Dansiea elliptica
Duplicate of Barlow_1981_1104,Kooyman_2011,Dansiea elliptica,NA,NA,Kooyman_2011_0174,leaf_width,35,mm,NA,expert_max,NA,Dansiea elliptica
Duplicate of Barlow_1981_1104,Kooyman_2011,Dansiea elliptica,NA,NA,Kooyman_2011_0174,plant_growth_form,tree,NA,NA,expert_mean,NA,Dansiea elliptica
Duplicate of Barlow_1981_1104,Kooyman_2011,Dansiea elliptica,NA,NA,Kooyman_2011_0174,plant_height,35,m,NA,expert_max,NA,Dansiea elliptica
Duplicate of Barlow_1981_1105,Kooyman_2011,Dansiea grandiflora,NA,NA,Kooyman_2011_0175,leaf_compoundness,simple,NA,NA,expert_mean,NA,Dansiea grandiflora
Duplicate of Barlow_1981_1105,Kooyman_2011,Dansiea grandiflora,NA,NA,Kooyman_2011_0175,leaf_length,60,mm,NA,expert_max,NA,Dansiea grandiflora
Duplicate of Barlow_1981_1105,Kooyman_2011,Dansiea grandiflora,NA,NA,Kooyman_2011_0175,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Dansiea grandiflora
Duplicate of Barlow_1981_1105,Kooyman_2011,Dansiea grandiflora,NA,NA,Kooyman_2011_0175,leaf_width,30,mm,NA,expert_max,NA,Dansiea grandiflora
Duplicate of Barlow_1981_1105,Kooyman_2011,Dansiea grandiflora,NA,NA,Kooyman_2011_0175,plant_growth_form,tree,NA,NA,expert_mean,NA,Dansiea grandiflora
Duplicate of Barlow_1981_1105,Kooyman_2011,Dansiea grandiflora,NA,NA,Kooyman_2011_0175,plant_height,10,m,NA,expert_max,NA,Dansiea grandiflora
Duplicate of Barlow_1981_1106,Kooyman_2011,Daphnandra apatela,NA,NA,Kooyman_2011_0088,leaf_compoundness,simple,NA,NA,expert_mean,NA,Daphnandra apatela
Duplicate of Barlow_1981_1106,Kooyman_2011,Daphnandra apatela,NA,NA,Kooyman_2011_0088,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Daphnandra apatela
Duplicate of Barlow_1981_1106,Kooyman_2011,Daphnandra apatela,NA,NA,Kooyman_2011_0088,leaf_width,15,mm,NA,expert_min,NA,Daphnandra apatela
Duplicate of Barlow_1981_1106,Kooyman_2011,Daphnandra apatela,NA,NA,Kooyman_2011_0088,plant_growth_form,tree,NA,NA,expert_mean,NA,Daphnandra apatela
Duplicate of Barlow_1981_1107,Kooyman_2011,Daphnandra johnsonii,NA,NA,Kooyman_2011_0089,leaf_compoundness,simple,NA,NA,expert_mean,NA,Daphnandra johnsonii
Duplicate of Barlow_1981_1107,Kooyman_2011,Daphnandra johnsonii,NA,NA,Kooyman_2011_0089,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Daphnandra johnsonii
Duplicate of Barlow_1981_1107,Kooyman_2011,Daphnandra johnsonii,NA,NA,Kooyman_2011_0089,leaf_width,20,mm,NA,expert_min,NA,Daphnandra johnsonii
Duplicate of Barlow_1981_1107,Kooyman_2011,Daphnandra johnsonii,NA,NA,Kooyman_2011_0089,plant_growth_form,tree,NA,NA,expert_mean,NA,Daphnandra johnsonii
Duplicate of Barlow_1981_1107,Kooyman_2011,Daphnandra johnsonii,NA,NA,Kooyman_2011_0089,plant_height,20,m,NA,expert_max,NA,Daphnandra johnsonii
Duplicate of Barlow_1981_1108,Kooyman_2011,Daphnandra melasmena,NA,NA,Kooyman_2011_0090,leaf_compoundness,simple,NA,NA,expert_mean,NA,Daphnandra melasmena
Duplicate of Barlow_1981_1108,Kooyman_2011,Daphnandra melasmena,NA,NA,Kooyman_2011_0090,leaf_length,40,mm,NA,expert_min,NA,Daphnandra melasmena
Duplicate of Barlow_1981_1108,Kooyman_2011,Daphnandra melasmena,NA,NA,Kooyman_2011_0090,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Daphnandra melasmena
Duplicate of Barlow_1981_1108,Kooyman_2011,Daphnandra melasmena,NA,NA,Kooyman_2011_0090,plant_height,20,m,NA,expert_max,NA,Daphnandra melasmena
Duplicate of Barlow_1981_1109,Kooyman_2011,Daphnandra micrantha,NA,NA,Kooyman_2011_0091,leaf_compoundness,simple,NA,NA,expert_mean,NA,Daphnandra micrantha
Duplicate of Barlow_1981_1109,Kooyman_2011,Daphnandra micrantha,NA,NA,Kooyman_2011_0091,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Daphnandra micrantha
Duplicate of Barlow_1981_1109,Kooyman_2011,Daphnandra micrantha,NA,NA,Kooyman_2011_0091,leaf_width,50,mm,NA,expert_max,NA,Daphnandra micrantha
Duplicate of Barlow_1981_1109,Kooyman_2011,Daphnandra micrantha,NA,NA,Kooyman_2011_0091,plant_growth_form,tree,NA,NA,expert_mean,NA,Daphnandra micrantha
Duplicate of Barlow_1981_1110,Kooyman_2011,Daphnandra repandula,NA,NA,Kooyman_2011_0092,leaf_compoundness,simple,NA,NA,expert_mean,NA,Daphnandra repandula
Duplicate of Barlow_1981_1110,Kooyman_2011,Daphnandra repandula,NA,NA,Kooyman_2011_0092,leaf_length,260,mm,NA,expert_max,NA,Daphnandra repandula
Duplicate of Barlow_1981_1110,Kooyman_2011,Daphnandra repandula,NA,NA,Kooyman_2011_0092,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Daphnandra repandula
Duplicate of Barlow_1981_1110,Kooyman_2011,Daphnandra repandula,NA,NA,Kooyman_2011_0092,leaf_width,20,mm,NA,expert_min,NA,Daphnandra repandula
Duplicate of Barlow_1981_1110,Kooyman_2011,Daphnandra repandula,NA,NA,Kooyman_2011_0092,leaf_width,70,mm,NA,expert_max,NA,Daphnandra repandula
Duplicate of Barlow_1981_1110,Kooyman_2011,Daphnandra repandula,NA,NA,Kooyman_2011_0092,plant_growth_form,tree,NA,NA,expert_mean,NA,Daphnandra repandula
Duplicate of Barlow_1981_1110,Kooyman_2011,Daphnandra repandula,NA,NA,Kooyman_2011_0092,plant_height,30,m,NA,expert_max,NA,Daphnandra repandula
Duplicate of Barlow_1981_1111,Kooyman_2011,Daphnandra tenuipes,NA,NA,Kooyman_2011_0093,leaf_compoundness,simple,NA,NA,expert_mean,NA,Daphnandra tenuipes
Duplicate of Barlow_1981_1111,Kooyman_2011,Daphnandra tenuipes,NA,NA,Kooyman_2011_0093,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Daphnandra tenuipes
Duplicate of Barlow_1981_1112,Kooyman_2011,Darlingia darlingiana,NA,NA,Kooyman_2011_1103,leaf_compoundness,simple,NA,NA,expert_mean,NA,Darlingia darlingiana
Duplicate of Barlow_1981_1112,Kooyman_2011,Darlingia darlingiana,NA,NA,Kooyman_2011_1103,leaf_length,70,mm,NA,expert_min,NA,Darlingia darlingiana
Duplicate of Barlow_1981_1112,Kooyman_2011,Darlingia darlingiana,NA,NA,Kooyman_2011_1103,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Darlingia darlingiana
Duplicate of Barlow_1981_1112,Kooyman_2011,Darlingia darlingiana,NA,NA,Kooyman_2011_1103,leaf_width,25,mm,NA,expert_min,NA,Darlingia darlingiana
Duplicate of Barlow_1981_1112,Kooyman_2011,Darlingia darlingiana,NA,NA,Kooyman_2011_1103,plant_growth_form,tree,NA,NA,expert_mean,NA,Darlingia darlingiana
Duplicate of Barlow_1981_1112,Kooyman_2011,Darlingia darlingiana,NA,NA,Kooyman_2011_1103,plant_height,30,m,NA,expert_max,NA,Darlingia darlingiana
Duplicate of Barlow_1981_1113,Kooyman_2011,Darlingia ferruginea,NA,NA,Kooyman_2011_1104,leaf_compoundness,simple,NA,NA,expert_mean,NA,Darlingia ferruginea
Duplicate of Barlow_1981_1113,Kooyman_2011,Darlingia ferruginea,NA,NA,Kooyman_2011_1104,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Darlingia ferruginea
Duplicate of Barlow_1981_1113,Kooyman_2011,Darlingia ferruginea,NA,NA,Kooyman_2011_1104,plant_growth_form,tree,NA,NA,expert_mean,NA,Darlingia ferruginea
Duplicate of Barlow_1981_1113,Kooyman_2011,Darlingia ferruginea,NA,NA,Kooyman_2011_1104,plant_height,30,m,NA,expert_max,NA,Darlingia ferruginea
Duplicate of Barlow_1981_1113,Kooyman_2011,Darlingia ferruginea,NA,NA,Kooyman_2011_1104,seed_length,30,mm,NA,expert_min,NA,Darlingia ferruginea
Duplicate of Barlow_1981_1113,Kooyman_2011,Darlingia ferruginea,NA,NA,Kooyman_2011_1104,seed_length,40,mm,NA,expert_max,NA,Darlingia ferruginea
Duplicate of Barlow_1981_1113,Kooyman_2011,Darlingia ferruginea,NA,NA,Kooyman_2011_1104,seed_width,15,mm,NA,expert_max,NA,Darlingia ferruginea
Duplicate of Barlow_1981_1120,Kooyman_2011,Dendrocnide corallodesme,NA,NA,Kooyman_2011_1435,leaf_compoundness,simple,NA,NA,expert_mean,NA,Dendrocnide corallodesme
Duplicate of Barlow_1981_1120,Kooyman_2011,Dendrocnide corallodesme,NA,NA,Kooyman_2011_1435,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Dendrocnide corallodesme
Duplicate of Barlow_1981_1120,Kooyman_2011,Dendrocnide corallodesme,NA,NA,Kooyman_2011_1435,leaf_width,70,mm,NA,expert_max,NA,Dendrocnide corallodesme
Duplicate of Barlow_1981_1120,Kooyman_2011,Dendrocnide corallodesme,NA,NA,Kooyman_2011_1435,plant_growth_form,tree,NA,NA,expert_mean,NA,Dendrocnide corallodesme
Duplicate of Barlow_1981_1121,Kooyman_2011,Dendrocnide cordata,NA,NA,Kooyman_2011_1436,leaf_compoundness,simple,NA,NA,expert_mean,NA,Dendrocnide cordata
Duplicate of Barlow_1981_1121,Kooyman_2011,Dendrocnide cordata,NA,NA,Kooyman_2011_1436,leaf_length,180,mm,NA,expert_max,NA,Dendrocnide cordata
Duplicate of Barlow_1981_1121,Kooyman_2011,Dendrocnide cordata,NA,NA,Kooyman_2011_1436,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Dendrocnide cordata
Duplicate of Barlow_1981_1122,Kooyman_2011,Dendrocnide excelsa,NA,NA,Kooyman_2011_1438,leaf_compoundness,simple,NA,NA,expert_mean,NA,Dendrocnide excelsa
Duplicate of Barlow_1981_1122,Kooyman_2011,Dendrocnide excelsa,NA,NA,Kooyman_2011_1438,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Dendrocnide excelsa
Duplicate of Barlow_1981_1122,Kooyman_2011,Dendrocnide excelsa,NA,NA,Kooyman_2011_1438,plant_growth_form,tree,NA,NA,expert_mean,NA,Dendrocnide excelsa
Duplicate of Barlow_1981_1123,Kooyman_2011,Dendrocnide moroides,NA,NA,Kooyman_2011_1439,leaf_compoundness,simple,NA,NA,expert_mean,NA,Dendrocnide moroides
Duplicate of Barlow_1981_1123,Kooyman_2011,Dendrocnide moroides,NA,NA,Kooyman_2011_1439,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Dendrocnide moroides
Duplicate of Barlow_1981_1124,Kooyman_2011,Dendrocnide photiniphylla,NA,NA,Kooyman_2011_1440,leaf_compoundness,simple,NA,NA,expert_mean,NA,Dendrocnide photinophylla
Duplicate of Barlow_1981_1124,Kooyman_2011,Dendrocnide photiniphylla,NA,NA,Kooyman_2011_1440,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Dendrocnide photinophylla
Duplicate of Barlow_1981_1124,Kooyman_2011,Dendrocnide photiniphylla,NA,NA,Kooyman_2011_1440,plant_growth_form,tree,NA,NA,expert_mean,NA,Dendrocnide photinophylla
Duplicate of Barlow_1981_1132,Kooyman_2011,Dendrotrophe varians,NA,NA,Kooyman_2011_2568,leaf_compoundness,simple,NA,NA,expert_mean,NA,Dendrotrophe varians
Duplicate of Barlow_1981_1132,Kooyman_2011,Dendrotrophe varians,NA,NA,Kooyman_2011_2568,leaf_length,15,mm,NA,expert_min,NA,Dendrotrophe varians
Duplicate of Barlow_1981_1132,Kooyman_2011,Dendrotrophe varians,NA,NA,Kooyman_2011_2568,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Dendrotrophe varians
Duplicate of Barlow_1981_1133,Kooyman_2011,Denhamia celastroides,NA,NA,Kooyman_2011_0136,leaf_compoundness,simple,NA,NA,expert_mean,NA,Denhamia celastroides
Duplicate of Barlow_1981_1133,Kooyman_2011,Denhamia celastroides,NA,NA,Kooyman_2011_0136,leaf_length,40,mm,NA,expert_min,NA,Denhamia celastroides
Duplicate of Barlow_1981_1133,Kooyman_2011,Denhamia celastroides,NA,NA,Kooyman_2011_0136,leaf_length,120,mm,NA,expert_max,NA,Denhamia celastroides
Duplicate of Barlow_1981_1133,Kooyman_2011,Denhamia celastroides,NA,NA,Kooyman_2011_0136,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Denhamia celastroides
Duplicate of Barlow_1981_1133,Kooyman_2011,Denhamia celastroides,NA,NA,Kooyman_2011_0136,leaf_width,45,mm,NA,expert_max,NA,Denhamia celastroides
Duplicate of Barlow_1981_1134,Kooyman_2011,Denhamia moorei,NA,NA,Kooyman_2011_0138,leaf_compoundness,simple,NA,NA,expert_mean,NA,Denhamia moorei
Duplicate of Barlow_1981_1134,Kooyman_2011,Denhamia moorei,NA,NA,Kooyman_2011_0138,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Denhamia moorei
Duplicate of Barlow_1981_1135,Kooyman_2011,Denhamia obscura,NA,NA,Kooyman_2011_0139,leaf_compoundness,simple,NA,NA,expert_mean,NA,Denhamia obscura
Duplicate of Barlow_1981_1135,Kooyman_2011,Denhamia obscura,NA,NA,Kooyman_2011_0139,leaf_length,50,mm,NA,expert_min,NA,Denhamia obscura
Duplicate of Barlow_1981_1135,Kooyman_2011,Denhamia obscura,NA,NA,Kooyman_2011_0139,leaf_length,120,mm,NA,expert_max,NA,Denhamia obscura
Duplicate of Barlow_1981_1135,Kooyman_2011,Denhamia obscura,NA,NA,Kooyman_2011_0139,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Denhamia obscura
Duplicate of Barlow_1981_1135,Kooyman_2011,Denhamia obscura,NA,NA,Kooyman_2011_0139,leaf_width,15,mm,NA,expert_min,NA,Denhamia obscura
Duplicate of Barlow_1981_1135,Kooyman_2011,Denhamia obscura,NA,NA,Kooyman_2011_0139,leaf_width,35,mm,NA,expert_max,NA,Denhamia obscura
Duplicate of Barlow_1981_1136,Kooyman_2011,Denhamia oleaster,NA,NA,Kooyman_2011_0140,leaf_compoundness,simple,NA,NA,expert_mean,NA,Denhamia oleaster
