Block!,Column!,Row!,Species!,Mother,Elevation,Treatment,Replicate!,Abbrev!,T_LL,T_DL,T_LC,P_LL,LMR_D,LMR,RMR_D,RMR,Total_B,Total_Bln,Total_B_D,Total_BG,Total_LL,Total_LD,Total_LF,ABG,ABG_D,ABG_BG,ABG_BG_D,LMR_Comments,Was_Licored!,Photo,Cond,Ci,Trmmol,VpdL,Ci_Ca,WUEi,Photo_D,Cond_D,Ci_D,Trmmol_D,VpdL_D,Ci_Ca_D,WUEi_D,SLA_Licorred,fresh_weight_g,turgid_weight_g,water_uptake_g,water_content_g,dry_weight_g,dry_weight_mg,RWC,area_cm2,area_mm2,SLA_cm_g:4,SLA_mm_mg,LMA_gr,LMA_mm_mg,SLA_Done,%N:1,%C:1,d13C:2,complete,insufficient_sample,Average_PRI,species_name,population,water_treatment,context
3,11,a,oe,4,LoElev,LoWat,11,oe4LoElev11,31,7,38,0.815789474,0.295110903,0.318224693,0.606435489,0.653932963,6.402,1.856610442,5.937,3.8824,1.8893,0.465,2.3543,2.5196,2.0546,0.648980012,0.529208737,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3285,0.3376,0.0091,0.2329,0.1047,10.47,0.960927437,8.44,844,80.6113,8.06112703,0.012405213,0.124052133,Yes,NA,NA,NA,NA,No,-0.0568,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 4 grown under low water conditions
3,6,g,oe,4,LoElev,HiWat,12,oe4LoElev12,NA,16,16,NA,0.301371358,0.353130006,0.551173816,0.645834475,19.2364,2.956804318,16.4169,10.6026,5.7973,2.8195,8.6168,8.6338,5.8143,0.814309698,0.548384359,Okay,Yes,5.80824029,0.168608411,330.5317954,1.773466391,1.01858315,0.839627084,34.44810536,9.449758428,0.098995547,229.7817929,0.910389752,0.872455761,0.589103983,95.45639879,y,0.6245,0.6298,0.0053,0.4314,0.1984,19.84,0.987714418,NA,NA,NA,NA,NA,NA,No,1,38.8,-30.59,OEM4L12,No,0.0168,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 4 grown under high water conditions
3,7,f,oe,4,LoElev,HiWat,x1,oe4LoElevx1,12,15,27,0.444444444,0.149891648,0.166728195,0.72277537,0.803960955,20.4888,3.019878395,18.4198,14.8088,3.0711,2.069,5.1401,5.68,3.611,0.383555724,0.2438415,Okay,Yes,1.982877238,0.04884235,323.4184528,0.560632061,1.086306072,0.817156839,40.59749844,2.429899109,0.024997884,233.0024593,0.261903421,0.978609258,0.590045672,97.2041922,y,0.6752,0.7326,0.0574,0.5149,0.2177,21.77,0.888522043,19.315,1931.5,88.723,8.872301332,0.011271033,0.112710329,Yes,NA,NA,NA,NA,No,0.005966667,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 4 grown under high water conditions
1,6,a,oe,5,LoElev,HiWat,10,oe5LoElev10,21,8,29,0.724137931,0.216237689,0.242403604,0.664824573,0.745271899,17.1182,2.840142225,15.2704,11.3806,3.7016,1.8478,5.5494,8.1674,5.3583,0.751426048,0.492980164,Okay,Yes,7.399514866,0.153870067,306.070371,1.902705256,1.198701682,0.780236729,48.08937193,NA,NA,NA,NA,NA,NA,NA,y,0.6876,0.7415,0.053900000000000003,0.5236,0.2179,21.79,0.897058824,23.1,2310,106.0119,10.60119321,0.0094329,0.094329004,Yes,NA,NA,NA,NA,No,-0.0568,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 5 grown under high water conditions
1,6,g,oe,5,LoElev,HiWat,1,oe5LoElev1,31,12,43,0.720930233,0.263713058,0.309363734,0.570963302,0.669801263,19.0366,2.946363442,16.2275,10.8692,5.0202,2.8091,7.8293,2.9432,2.083,0.386571399,0.273589366,Okay,Yes,5.768433808,0.177848792,329.9554511,1.627836691,0.894853842,0.847753704,32.43448409,4.477723565,0.087404846,303.9692852,0.965724719,1.052980796,0.772078759,51.22969444,y,0.8573,0.8596,0.0023,0.6069,0.2527,25.27,0.996210249,26.49,2649,104.8279,10.48278591,0.009539449,0.095394488,Yes,1.9,41.7,-29.14,OEM5L1,No,0.057133333,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 5 grown under high water conditions
1,9,f,oe,5,LoElev,LoWat,2,oe5LoElev2,12,8,20,0.6,0.182754244,0.198966648,0.721203395,0.785182435,10.5568,2.356770202,9.6966,7.6136,1.9293,0.8602,2.7895,1.5471,0.032,1.5471,0.032,Okay,Yes,6.146543474,0.095110977,270.3788251,0.696266845,0.702267143,0.712021391,64.62496381,7.071537996,0.127084154,290.5089381,1.520666129,1.151125593,0.747586069,55.64452996,y,0.4149,0.418,0.0031,0.304,0.114,11.4,0.989802632,9.7,970,85.0877,8.50877193,0.011752577,0.117525773,Yes,1.6,41.4,-29.72,OEM5L2,No,0.0039,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 5 grown under low water conditions
2,9,c,oe,5,LoElev,HiWat,3,oe5LoElev3,0,8,8,0,NA,NA,NA,NA,1.5471,0.436382211,0.032,NA,NA,1.5151,1.5151,11.0542,6.5102,0.684479065,0.403113351,Okay,Yes,1.69049861,0.022796364,271.3683926,0.222778023,0.924205278,0.68522643,74.15650258,1.580717637,0.027607635,296.5879606,0.386050666,1.317485931,0.747697932,57.25653913,y,0.8721,0.9192,0.0471,0.6576,0.2616,26.16,0.928375912,32.01,3201,122.3624,12.23623853,0.008172446,0.081724461,Yes,NA,NA,NA,NA,No,-0.044133333,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 5 grown under high water conditions
3,3,b,oe,5,LoElev,HiWat,4,oe5LoElev4,46,23,69,0.666666667,0.21019703,0.252347749,0.593655345,0.712700794,27.204,3.303364021,22.66,16.1498,5.7182,4.544,10.2622,2.3409,1.5572,0.283052405,0.188290489,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,0.4958,0.4963,5e-4,0.3739,0.1224,12.24,0.998662744,14.33,1433,117.0752,11.70751634,0.008541521,0.085415213,Yes,NA,NA,NA,NA,No,-0.034033333,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 5 grown under high water conditions
1,13,f,oe,5,LoElev,LoWat,5,oe5LoElev5,11,5,16,0.6875,0.141154075,0.152410607,0.779391392,0.841545068,10.6111,2.361900623,9.8274,8.2702,1.4978,0.7837,2.2815,0,0,0,0,Okay,Yes,3.816915789,0.035123592,209.7540238,0.527185366,1.423295359,0.534661548,108.6709972,3.307304272,0.055461599,288.2536662,0.832552177,1.429415763,0.733151253,59.63232836,NA,0.5248,0.5312,0.0064,0.3971,0.1341,13.41,0.983883153,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,-0.0568,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 5 grown under low water conditions
1,8,b,oe,5,LoElev,LoWat,6,oe5LoElev6,6,5,11,0.545454545,NA,NA,NA,NA,5.3162,1.670758762,5.3162,5.3162,NA,NA,NA,3.7023,2.2756,0.658772242,0.404911032,Okay,No,NA,NA,NA,NA,NA,NA,NA,10.02657443,0.169024496,285.7647208,2.284563524,1.305591048,0.730597704,59.32024443,y,1.0054,1.0538,0.0484,0.7682,0.2856,28.56,0.936995574,32.91,3291,115.2311,11.52310924,0.008678213,0.086782133,Yes,NA,NA,NA,NA,No,0.007766667,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 5 grown under low water conditions
2,4,f,oe,5,LoElev,LoWat,7,oe5LoElev7,14,12,26,0.538461538,0.203168746,0.23988044,0.602855518,0.711788844,9.3223,2.232409379,7.8956,5.62,1.894,1.4267,3.3207,1.7397,1.0468,0.373214056,0.224567726,Okay,Yes,12.89442721,0.305700752,312.7363233,2.529662468,0.822585947,0.80419329,42.17990013,7.002505747,0.094089514,266.2896596,0.926034455,0.939081166,0.678099054,74.42387008,NA,0.6376,0.6428,0.0052,0.464,0.1788,17.88,0.988793103,19.38,1938,108.3893,10.83892617,0.009226006,0.092260062,Yes,1.4,41.2,-29.4,OEM5L7,No,0.047566667,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 5 grown under low water conditions
2,1,d,oe,5,LoElev,LoWat,8,oe5LoElev8,6,7,13,0.461538462,0.144693881,0.162257805,0.728218587,0.816614695,6.4011,1.856469851,5.7082,4.6614,0.9262,0.6929,1.6191,5.7832,3.8772,0.426791829,0.286131775,Okay,Yes,8.607589342,0.14484982,288.7381408,1.305411844,0.871432721,0.73765684,59.42423219,10.00015257,0.136517534,250.1206559,1.090794202,0.765227529,0.668044556,73.25178149,y,0.4331,0.5188,0.0857,0.3751,0.1437,14.37,0.771527593,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,0.059666667,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 5 grown under low water conditions
3,14,c,oe,5,LoElev,HiWat,9,oe5LoElev9,27,9,36,0.75,0.19616626,0.217620326,0.700873091,0.77752530500000006,19.3336,2.961844515,17.4276,13.5504,3.7926,1.906,5.6986,5.7376,3.8898,0.504156196,0.341792173,Okay,Yes,10.34228009,0.139265432,261.3710714,1.588093859,1.100734248,0.671272904,74.26308139,7.319302948,0.113123775,282.1228486,1.263571781,1.068812049,0.71610955,64.70172096,y,0.195,0.2496,0.0546,0.1803,0.0693,6.93,0.697171381,5.463,546.3,78.8312,7.883116883,0.012685338,0.126853377,Yes,1.8,40.2,-29.89,OEM5L9,No,0.057433333,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 5 grown under high water conditions
3,3,a,oe,5,LoElev,LoWat,11,oe5LoElev11,24,12,36,0.666666667,0.15630614,0.178601054,0.503236126,0.575015817,8.127,2.095191852,7.1125,4.0898,1.2703,1.0145,2.2848,4.0372,3.0227,0.987138735,0.739082596,Okay,Yes,0.423241061,0.009378095,318.6045831,0.124066627,1.239712468,0.799457912,45.13081193,4.415579071,0.032869949,172.2383989,0.403407025,1.15498209,0.436917545,134.3348313,y,0.1781,0.1815,0.0034,0.1315,0.05,5,0.974144487,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,-0.017166667,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 5 grown under low water conditions
2,10,c,oe,5,LoElev,HiWat,12,oe5LoElev12,20,19,39,0.512820513,0.165930735,0.211426092,0.605117087,0.771029795,17.6194,2.869000568,13.828,10.6618,2.9236,3.7914,6.715,6.9576,3.1662,0.652572736,0.296966741,Okay,Yes,7.580098019,0.173651616,310.6600286,1.558742154,0.869463565,0.800260705,43.65118044,7.777388682,0.137934751,278.436217,1.070955898,0.746158009,0.74150751,56.38454861,y,0.7252,0.7395,0.0143,0.5523,0.1872,18.72,0.974108274,22.79,2279,121.7415,12.1741453,0.008214129,0.08214129,Yes,1.7,40.8,-29.59,OEM5L12,No,0.034,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 5 grown under high water conditions
3,9,g,oe,5,LoElev,LoWat,blank (13),oe5LoElevblank (13),20,18,38,0.526315789,0.235472001,0.303680823,0.494052318,0.637163713,7.4735,2.01136343,5.7949,3.6923,1.7598,1.6786,3.4384,3.7812,2.1026,1.024077133,0.569455353,Okay,Yes,8.720445716,0.129688416,274.1003528,1.533445149,1.134826446,0.70151916,67.24151628,4.79650868,0.058965319,255.4027001,0.91817443,1.466159294,0.646312488,81.3445729,y,0.254,0.2579,0.0039,0.1109,0.147,14.7,0.964833183,NA,NA,NA,NA,NA,NA,No,1.5,43.5,-29.55,OEM5L13,No,0.034,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 5 grown under low water conditions
3,7,e,oe,6,LoElev,LoWat,1,oe6LoElev1,18,5,23,0.782608696,0.303158645,0.320453547,0.626227042,0.661952679,5.0528,1.619942545,4.7801,3.1642,1.5318,0.2727,1.8045,1.8886,1.6159,0.596864926,0.510682005,Okay,Yes,3.109800826,0.110910013,344.4155366,1.203659296,1.038177371,0.868014568,28.03895474,4.670236818,0.058910837,258.7621083,0.917326558,1.466194984,0.654708455,79.27636228,y,0.5463,0.5545,0.0082,0.3866,0.1679,16.79,0.978789446,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,-0.0228,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 6 grown under low water conditions
1,15,b,oe,6,LoElev,HiWat,2,oe6LoElev2,16,8,24,0.666666667,0.284282129,0.298777015,0.662340996,0.696112227,14.0248,2.640827191,13.3444,9.2892,3.987,0.6804,4.6674,4.7356,4.0552,0.509796323,0.436549972,Okay,Yes,4.845175313,0.08329739,285.1127501,1.084344605,1.25436824,0.735552029,58.16719278,3.414763411,0.060828173,293.5359969,0.73097903,1.146570973,0.74997897,56.13785926,y,1.3699,1.6184,0.2485,1.2227,0.3957,39.57,0.796761266,37.93,3793,95.8554,9.585544604,0.010432375,0.104323754,Yes,1.9,40.9,-30.64,OEM6L2,No,-0.0133,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 6 grown under high water conditions
2,1,b,oe,6,LoElev,LoWat,3,oe6LoElev3,6,5,11,0.545454545,0.185811087,0.217310355,0.657523063,0.768988399,4.8996,1.589153569,4.1894,3.2216,0.9104,0.7102,1.6206,1.678,0.9678,0.5208592,0.300409734,Okay,Yes,9.473875119,0.166440789,292.3515757,1.457931957,0.850682686,0.74734273,56.92039302,6.782800965,0.066336443,222.6618551,0.664094947,0.949538652,0.56616177,102.2484875,y,0.5504,0.8188,0.2684,0.605,0.2138,21.38,0.556363636,21.99,2199,102.8531,10.28531338,0.009722601,0.097226012,Yes,1.5,42.6,-29.67,OEM6L3,No,0.026166667,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 6 grown under low water conditions
2,2,h,oe,6,LoElev,HiWat,4,oe6LoElev4,8,9,17,0.470588235,0.153561769,0.172886636,0.726257237,0.817652541,17.6359,2.869936597,15.6646,12.8082,2.7082,1.9713,4.6795,4.8277,2.8564,0.376922596,0.223013382,Okay,Yes,17.34192872,0.286238359,269.6121976,2.056847582,0.717988843,0.716913492,60.585621,2.009513057,0.016625651,197.3864365,0.180289486,1.017443082,0.496482794,120.8682306,y,0.3011,0.3402,0.0391,0.2391,0.1011,10.11,0.836470096,6.29,629,62.2156,6.221562809,0.016073132,0.16073132,Yes,NA,NA,NA,NA,No,-0.0249,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 6 grown under high water conditions
3,9,c,oe,6,LoElev,HiWat,5,oe6LoElev5,42,12,54,0.777777778,0.259725731,0.299393126,0.573708003,0.661329288,19.7543,2.983371189,17.137,11.3332,5.1307,2.6173,7.748,8.4211,5.8038,0.743046977,0.512106025,Okay,Yes,3.275199281,0.147376794,353.2339407,1.687276565,1.102052243,0.890289669,22.22330386,6.363535561,0.063231931,220.808385,0.619940828,0.924711139,0.568174276,100.6380082,y,0.7451,0.7493,0.0042,0.5376,0.2117,21.17,0.9921875,19.18,1918,90.5999,9.059990553,0.011037539,0.110375391,Yes,NA,NA,NA,NA,No,-0.015966667,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 6 grown under high water conditions
2,3,g,oe,6,LoElev,HiWat,6,oe6LoElev6,20,9,29,0.689655172,0.188649222,0.219558277,0.66181261,0.770246676,18.6648,2.926639397,16.0372,12.3526,3.5211,2.6276,6.1487,6.3122,3.6846,0.511001732,0.298285381,Okay,Yes,4.008150772,0.062803223,287.8401594,0.671292398,1.013893182,0.724891126,63.82078118,2.20909068,0.03811446,297.5118055,0.481603096,1.183056866,0.74750985,57.95938548,y,1.0907,1.1836,0.0929,0.8132,0.3704,37.04,0.885759961,35.63,3563,96.1933,9.619330454,0.010395734,0.103957339,Yes,0.7,38.6,-30.91,OEM6L6,No,0.041266667,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 6 grown under high water conditions
3,4,c,oe,6,LoElev,HiWat,7,oe6LoElev7,22,10,32,0.6875,0.153007784,0.181488182,0.680405349,0.807053905,20.2591,3.008604075,17.0799,13.7844,3.0998,3.1792,6.279,6.4747,3.2955,0.469712138,0.239074606,Okay,Yes,3.793932129,0.110789777,332.0865406,1.219253699,1.054010546,0.841721401,34.24442425,6.514917474,0.129484139,303.8215432,1.359936843,1.008200405,0.774525354,50.31440535,y,1.0275,1.0277,2e-4,0.7202,0.3075,30.75,0.999722299,29.07,2907,94.5366,9.453658537,0.010577915,0.105779154,Yes,1,38,-30.67,OEM6L7,No,0.008433333,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 6 grown under high water conditions
2,12,c,oe,6,LoElev,LoWat,8,oe6LoElev8,3,6,9,0.333333333,0.106587613,0.118708595,0.7847583,0.873999828,5.1779,1.644399569,4.6492000000000004,4.0634,0.5519,0.5287,1.0806,1.1145,0.5858,0.274277698,0.144164985,Okay,Yes,9.308849073,0.25251563,321.6007551,3.226338345,1.253194677,0.822675653,36.86444704,4.6345770569999996,0.068619803,279.1713349,0.943033544,1.305627705,0.704777952,67.53993524,y,0.884,0.9464,0.0624,0.6571,0.2893,28.93,0.905037285,23.53,2353,81.3343,8.13342551,0.012294943,0.122949426,Yes,NA,NA,NA,NA,No,0.057433333,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 6 grown under low water conditions
3,8,c,oe,6,LoElev,LoWat,10,oe6LoElev10,22,8,30,0.733333333,0.171972403,0.193160157,0.701288906,0.787690774,9.0154,2.198934226,8.0265,6.3224,1.5504,0.9889,2.5393,2.693,1.7041,0.425945843,0.269533721,Okay,Yes,3.924095214,0.217885564,358.3867098,2.530363721,1.136066013,0.905888315,18.00989082,4.692709286,0.123061795,327.5757931,1.173295404,0.911252047,0.828031913,38.13294998,y,0.6768,0.6849,0.0081,0.4593,0.2256,22.56,0.982364468,21.29,2129,94.3706,9.437056738,0.010596524,0.105965242,Yes,1.1,40.9,-30.81,OEM6L10,No,-0.034033333,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 6 grown under low water conditions
1,2,g,oe,6,LoElev,LoWat,12,oe6LoElev12,0,7,7,0,0.156987091,0.194708699,0.635693696,0.788441211,3.9895,1.38366591,3.2166,2.5361,0.6263,0.7729,1.3992,1.4534,0.6805,0.573084658,0.268325381,Okay,Yes,9.690350627,0.178706037,290.6955372,2.168689209,1.188206038,0.749954793,54.22508834,5.822419466,0.111604813,294.9137554,1.260716974,1.086799771,0.763103248,52.16996751,y,0.5901,0.5945,0.0044,0.4079,0.1866,18.66,0.989213042,14.488124,1448.8124,77.6427,7.764267953,0.012879514,0.128795143,Yes,1.6,42.9,-29.74,OEM6L12,No,0.047566667,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 6 grown under low water conditions
1,4,d,oe,6,LoElev,HiWat,14,oe6LoElev14,2,3,5,0.4,0.244611529,0.268722467,0.632151808,0.694461926,1.3965,0.333969106,1.2712,0.8828,0.3416,0.1253,0.4669,0.5137,0.3884,0.581898505,0.439963752,Okay,Yes,2.603594815,0.092630348,339.987351,0.950647162,0.989284675,0.866863057,28.10736299,1.681217476,0.058556667,341.8703309,0.767093188,1.243576601,0.862518294,28.71094899,y,0.3618,0.3695,0.0077,0.2794,0.0901,9.01,0.972440945,12.47,1247,138.4018,13.84017758,0.007225341,0.072253408,Yes,NA,NA,NA,NA,No,0.0238,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 6 grown under high water conditions
1,3,d,oe,6,LoElev,LoWat,15,oe6LoElev15,1,4,5,0.2,0.109067611,0.128805412,0.72073566,0.851166103,1.3267,0.282694656,1.1234,0.9562,0.1447,0.2033,0.348,0.3705,0.1672,0.38747124,0.174858816,Okay,Yes,11.75501873,0.712188453,349.71306,5.016388683,0.753222419,0.910701161,16.50548908,8.423656792,0.336997518,343.1657397,2.291637944,0.679011419,0.88053856,24.99619831,y,0.3272,0.332,0.0048,0.2377,0.0943,9.43,0.979806479,8.01,801,84.9417,8.49416755,0.011772784,0.11772784,Yes,NA,NA,NA,NA,No,0.0039,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 6 grown under low water conditions
2,8,d,oe,7,HiElev,LoWat,1,oe7HiElev1,3,20,23,0.130434783,0.048900078,0.058873856,0.768249972,0.924944084,9.8507,2.287542519,8.1819,7.5678,0.4817,1.6688,2.1505,2.2829,0.6141,0.301659663,0.081146436,Okay,Yes,4.145382486,0.083654506,306.9497429,0.881444533,1.000774055,0.779826681,49.55360673,3.107509992,0.031633747,218.7764223,0.333245482,0.993356028,0.560184012,98.23401426,y,0.2217,0.2564,0.0347,0.1842,0.0722,7.22,0.811617807,5.89,589,81.5789,8.157894737,0.012258065,0.122580645,Yes,NA,NA,NA,NA,No,0.047566667,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 7 grown under low water conditions
3,5,c,oe,7,HiElev,LoWat,1,oe7HiElev1,15,10,25,0.6,0.231170567,0.3027279,0.52715987499999994,0.690338758,7.7817,2.051774823,5.9423,4.1022,1.7989,1.8394,3.6383,3.6795,1.8401,0.89695773,0.448564185,Okay,Yes,1.812196083,0.056001125,337.12371,0.660524276,1.11778154,0.850261569,32.35999419,4.588023187,0.123648434,329.3512383,1.176571342,0.909543833,0.832342196,37.10538866,y,0.6412,0.6554,0.0142,0.3117,0.3437,34.37,0.954443375,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,0.034,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 7 grown under low water conditions
3,14,f,oe,7,HiElev,HiWat,2,oe7HiElev2,22,11,33,0.666666667,0.215392322,0.254394389,0.612454989,0.723354998,13.7744,2.6228117969999998,11.6626,8.4362,2.9669,2.1118,5.0787,5.3382,3.2264,0.632773049,0.382447073,Okay,Yes,11.83855308,0.505994371,336.7926108,4.40795662,0.906485806,0.878535669,23.39661024,10.94262232,0.512132496,341.594763,4.979765828,1.00916267,0.886438559,21.36677991,y,0.5458,0.5496,0.0038,0.4717,0.0779,7.79,0.991944032,NA,NA,NA,NA,NA,NA,No,1.5,42.8,-27.98,OEM7H2,No,0.0104,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 7 grown under high water conditions
1,13,c,oe,7,HiElev,LoWat,4,oe7HiElev4,11,3,14,0.785714286,0.192314913,0.242982526,0.57722636,0.729303392,3.1958,1.161837448,2.5294,1.8447,0.6146,0.6664,1.281,1.3511,0.6847,0.732422616,0.371171464,Okay,Yes,14.02802521,0.28827256,296.2933114,2.502012867,0.868013132,0.7727669,48.66236734,15.16849897,0.487184748,322.2748013,4.394183644,0.937373587,0.843035817,31.13500377,y,0.552,0.6018,0.0498,0.4415,0.1603,16.03,0.887202718,18.42,1842,114.9095,11.49095446,0.008702497,0.087024973,Yes,NA,44.6,-24.65,OEM7H4,No,4e-4,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 7 grown under low water conditions
2,11,h,oe,7,HiElev,HiWat,5,oe7HiElev5,18,12,30,0.6,0.154776949,0.178189639,0.705961412,0.812750283,23.6605,3.163806991,20.5517,16.7034,3.6621,3.1088,6.7709,6.9571,3.8483,0.416508016,0.23039022,Okay,Yes,7.706329134,0.151015874,286.4690539,1.31739738,0.844007267,0.763053143,51.02992768,7.052358358,0.208347881,325.9610404,2.231133866,1.050288593,0.838312341,33.84895647,y,0.8318,0.8355,0.0037,0.5952,0.2403,24.03,0.993783602,22.58,2258,93.9659,9.396587599,0.010642161,0.106421612,Yes,NA,NA,NA,NA,No,0.034,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 7 grown under high water conditions
3,10,h,oe,7,HiElev,HiWat,6,oe7HiElev6,27,24,51,0.529411765,NA,NA,NA,NA,3.3849,1.219324364,NA,NA,NA,3.3849,3.3849,3.3849,0,NA,NA,No Root Weight,Yes,10.86642626,0.173174204,275.8256631,1.85731725,1.041135925,0.715520988,62.7485271,8.81391502,0.136586636,273.8821081,1.917098248,1.345469515,0.706765421,64.52984898,y,0.8752,0.876,8e-4,0.6348,0.2412,24.12,0.998739761,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,-0.036233333,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 7 grown under high water conditions
1,5,f,oe,7,HiElev,HiWat,7,oe7HiElev7,10,9,19,0.526315789,0.148303921,0.167651701,0.727979017,0.822951404,17.1189,2.840183116,15.1433,12.4622,2.5388,1.9756,4.5144,4.6567,2.6811,0.373665966,0.215138579,Okay,Yes,8.008559268,0.126483992,277.9037146,1.260591705,0.963045701,0.717556324,63.31678112,5.366749494,0.101717586,299.354405,1.12510068,1.059491315,0.764066033,52.76127442,y,0.8195,0.868,0.0485,0.5967,0.2713,27.13,0.918719625,26.79,2679,98.7468,9.874677479,0.010126913,0.10126913,Yes,NA,NA,NA,NA,No,0.0231,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 7 grown under high water conditions
3,6,e,oe,7,HiElev,LoWat,8,oe7HiElev8,17,16,33,0.515151515,NA,NA,NA,NA,0.9927,-0.007326775,NA,NA,NA,0.9927,0.9927,0.9927,0,NA,NA,No Root Weight,Yes,11.56544722,0.30219306,323.2122613,2.804453562,0.919330892,0.822000938,38.27171681,2.713826048,0.001158885,-13911.25133,0.01218872,0.976945969,-34.94248536,2341.756204,y,0.8984,0.9374,0.039,0.7832,0.1542,15.42,0.95020429,NA,NA,NA,NA,NA,NA,No,0.9,41.5,-29.77,OEM7H8,No,0.057133333,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 7 grown under low water conditions
2,2,e,oe,7,HiElev,LoWat,9,oe7HiElev9,12,15,27,0.444444444,0.162126389,0.193397758,0.651866176,0.777599857,10.6528,2.365822768,8.9303,6.9442,1.7271,1.7225,3.4496000000000002,3.7086,1.9861,0.534057199,0.286008467,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2207,0.2478,0.0271,0.182,0.0658,6.58,0.851098901,5.95,595,90.4255,9.042553191,0.011058824,0.11058823499999999,Yes,NA,NA,NA,NA,No,-0.007766667,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 7 grown under low water conditions
1,9,b,oe,7,HiElev,HiWat,10,oe7HiElev10,7,7,14,0.5,0.289704135,0.352381762,0.517639071,0.629630529,10.0147,2.304054014,8.2334,5.184,2.9013,1.7813,4.6826,4.8307,3.0494,0.931847994,0.588233025,Okay,Yes,6.189898136,0.131941078,304.7387535,1.568075371,1.151950401,0.783975333,46.91410925,5.497843969,0.158023212,324.5703923,2.117220576,1.300096738,0.832134276,34.79136946,y,0.513,0.5192,0.0062,0.364,0.1552,15.52,0.982967033,12.23,1223,78.8015,7.880154639,0.012690106,0.126901063,Yes,1.2,41.5,-29.9,OEM7H10,No,0.034,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 7 grown under high water conditions
2,15,e,oe,7,HiElev,HiWat,11,oe7HiElev11,12,8,20,0.6,0.210835758,0.249254088,0.626750072,0.74095599,21.2777,3.057659576,17.9981,13.3358,4.4861,3.2796,7.7657,7.9419,4.6623,0.595532327,0.349607823,Okay,Yes,11.51531325,0.193893228,288.3184068,2.084024443,1.045568467,0.734386695,59.3899713,11.99513929,0.247072825,304.3921309,2.721579353,1.082163821,0.776897235,48.5490028,y,0.9097,0.9452,0.0355,0.7146,0.2306,23.06,0.950321858,19.46,1946,84.3886,8.43885516,0.011849949,0.118499486,Yes,1.2,41.4,-28.41,OEM7H11,No,0.018366667,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 7 grown under high water conditions
