species name,number of replicates / species,Organ,LDMC_g_kg,LMA_g_m2,leaf_ash_g_kg,leaf_Si_g_kg,leaf_P_g_kg,leaf_N_g_kg,leaf_C_g_kg,leaf phenolics_g_kg,leaf flavonoids_g_kg,leaf tannins_g_kg,leaf C_thirteen,leaf force_of_fracture_N,leaf toughness_N_m (force fracture divided by leaf/culm thickness),Health status,Development state,Date and time of sampling,Latitude,Longitude,Dataset owner,Affiliations,Dataset name,Dataset reference,plant_photosynthetic_organ,Florabase habitat,Habitat,Soil sampling sub-zone
Cyathochaeta avenacea,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),429.936672,189.6325021,61.58896914,18.93,0.28187728,9.72,435.02,9.895176382,4.892899238,0.87535014,-29.48898876,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Cyathochaeta avenacea,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),413.175074,202.4587904,53.4443238,14.82,0.30068169,6.72,435.15,9.696018139,7.651172627,0.674763833,-29.22766286,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Cyathochaeta avenacea,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),409.357425,159.5466976,59.20303605,14.41,0.29296604,6.8,448.09,10.42943725,8.3064082,1.395939086,-29.41289231,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Cyathochaeta equitans,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),426.292172,297.3233765,54.22001568,14.39,0.17170785,7.15,447.04,61.70423839,6.979184315,7.955702648,-28.96999739,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Cyathochaeta equitans,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),404.123711,237.1243646,51.41388175,14.79,0.20238296,7.4,430.95,64.03815731,6.911234348,9.466753022,-30.32277917,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Cyathochaeta equitans,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),457.618651,312.7502609,46.94476336,11.56,0.22973628,6.62,NA,66.76933598,6.475350193,8.706803456,-30.60840328,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Cyathochaeta equitans,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),463.625154,285.1215371,57.87401575,15.21,0.12526057,6.08,447.57,66.48306381,6.238953749,9.844198994,-29.70380668,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Cyathochaeta equitans,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),484.43843,347.2695955,49.7382199,12.7,0.17779479,6.63,454.45,59.69614419,4.037082983,8.365059222,-27.9529327,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Gahnia trifida,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),616.630971,435.5719266,69.66943237,27.12,0.24215718,6.09,427.4,14.47324201,5.509142376,0.963930348,-26.29217196,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Gahnia trifida,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),614.948349,384.4984802,74.48695212,28.34,0.3498412,7.8,437.08,23.01121778,5.307765257,0.661214193,-26.49734395,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Gahnia trifida,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),608.078335,424.9931563,82.35738572,32.06,0.31789735,8.33,424.44,26.99647776,6.004849835,0.683060109,-27.55916533,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Gahnia trifida,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),610.058512,534.0439284,60.37456875,22.34,0.18409102,7.39,441.63,25.83514715,5.741590706,0.647127589,-25.34634968,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Gahnia trifida,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),607.634381,345.6221198,54.45094217,19.54,0.33398134,7.55,446.07,23.87668306,5.297098383,1.362517581,-26.90808578,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Lepidosperma leptostachyum,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),458.426966,434.9241879,45.60851682,12.14,0.16910109,7.73,448.5,8.960954727,NA,1.184936229,-28.8142119,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Lepidosperma leptostachyum,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),459.586569,399.4081885,32.11731911,6.21,0.20290273,8.88,460.41,7.868186746,5.520437328,0.633445946,-29.28204679,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Lepidosperma leptostachyum,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),465.119925,387.0675351,47.88191528,14.85,0.15234954,5.43,445.06,10.3780066,5.080861325,1.423713537,-29.03911676,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Lepidosperma leptostachyum,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),463.096112,377.0331591,39.18336292,11.63,0.19142215,6.68,453.98,8.996435227,8.041877953,2.410746322,-28.91594114,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Lepidosperma leptostachyum,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),435.888122,385.7522353,44.03189337,12.14,0.18989546,7.71,445.7,9.288572669,6.758598132,0.523855577,-30.31658275,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Lepidosperma pubisquameum,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),472.498537,162.5689211,41.70864397,10.62,0.23592411,9.04,453.34,NA,NA,3.313253012,-29.08742292,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Lepidosperma pubisquameum,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),454.769142,203.0419574,48.20182501,12.52,0.2820152,9.18,449.01,14.8888805,6.514790312,2.940912356,-28.92100743,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Lepidosperma pubisquameum,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),521.821632,230.3696593,30.23474178,NA,0.34338534,11.2,456.2,NA,NA,1.410973695,-27.40774725,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Lepidosperma pubisquameum,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),339.182818,80.42172558,37.10853711,5.41,0.30369927,10.57,447.65,15.53505449,8.238567374,8.503729424,-29.51103251,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Lepidosperma pubisquameum,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),419.638722,121.281383,41.86174608,10.52,0.21908948,7.3,446.13,16.9959892,5.344761228,5.262775842,-29.32864554,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Lepidosperma rostratum,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),517.728055,338.3427463,65.67717996,24.43,0.42447671,12.3,431.52,8.815320528,8.098153287,2.08941902,-28.20412515,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Lepidosperma rostratum,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),504.60333,286.3710637,102.6681421,42.2,0.42630485,12.11,420.89,7.63539536,6.422202056,1.360544218,-28.57418856,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Lepidosperma rostratum,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),479.618016,265.976203,74.22831945,24.56,0.37904401,11.99,433.78,11.01682042,9.714752775,1.414749909,-29.19823322,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Lepidosperma rostratum,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),503.272835,285.5777617,56.18656356,21.77,0.33294445,12.36,443.51,9.702855965,8.138451774,2.761904762,-27.44584029,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Lepidosperma rostratum,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),476.635514,273.742505,78.2856435,29.5,0.52297041,12.36,428.59,8.559603026,8.268971624,2.692071027,-29.22016368,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Lepidosperma sp. Kenwick (C. Tauss 2598),5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),488.529255,441.0230064,39.95667349,13.35,0.19303125,4.63,447.52,10.53353918,2.018809691,4.166666667,-28.88281243,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Lepidosperma sp. Kenwick (C. Tauss 2598),5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),418.729027,342.0216365,36.23454523,10.77,0.2658836,6.87,455.56,12.16067017,4.841358177,4.136178862,-29.54636138,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Lepidosperma sp. Kenwick (C. Tauss 2598),5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),451.134724,376.4929989,42.95532646,14.59,0.20648137,4.99,447.71,18.32814487,3.555044609,6.814449918,-27.60471394,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
