species_name,trait,units,value
Grevillea floribunda,leaf width minimum,mm,3.5
Grevillea floribunda subsp. floribunda,leaf width minimum,mm,3
Grevillea floribunda subsp. tenella,leaf width minimum,mm,2
Grevillea florida,leaf width minimum,mm,1
Grevillea floripendula,leaf width minimum,,
Grevillea formosa,leaf width minimum,,
Grevillea fulgens,leaf width minimum,mm,1
Grevillea fuscolutea,leaf width minimum,mm,5
Grevillea gariwerdensis,leaf width minimum,mm,1
Grevillea georgeana,leaf width minimum,,
Grevillea glabrescens,leaf width minimum,cm,1
Grevillea glauca,leaf width minimum,mm,10
Grevillea globosa,leaf width minimum,,
Grevillea glossadenia,leaf width minimum,cm,2
Grevillea goodii,leaf width minimum,mm,15
Grevillea gordoniana,leaf width minimum,mm,0.9
Grevillea granulifera,leaf width minimum,mm,2
Grevillea granulosa,leaf width minimum,mm,1.2
Grevillea guthrieana,leaf width minimum,mm,4
Grevillea hakeoides,leaf width minimum,mm,0.5
Grevillea hakeoides subsp. hakeoides,leaf width minimum,mm,0.5
Grevillea hakeoides subsp. stenophylla,leaf width minimum,mm,0.7
Grevillea halmaturina,leaf width minimum,mm,0.8
Grevillea halmaturina subsp. halmaturina,leaf width minimum,,
Grevillea halmaturina subsp. laevis,leaf width minimum,,
Grevillea haplantha,leaf width minimum,mm,1
Grevillea haplantha subsp. haplantha,leaf width minimum,,
Grevillea haplantha subsp. recedens,leaf width minimum,,
Grevillea heliosperma,leaf width minimum,,
Grevillea helmsiae,leaf width minimum,mm,7
Grevillea hilliana,leaf width minimum,,
Grevillea hirtella,leaf width minimum,,
Grevillea hockingsii,leaf width minimum,mm,4
Grevillea hodgei,leaf width minimum,,
Grevillea hookeriana,leaf width minimum,mm,0.6
Grevillea hookeriana subsp. apiciloba,leaf width minimum,,
Grevillea hookeriana subsp. digitata,leaf width minimum,,
Grevillea hookeriana subsp. hookeriana,leaf width minimum,mm,1
Grevillea huegelii,leaf width minimum,,
Grevillea humifusa,leaf width minimum,,
Grevillea humilis,leaf width minimum,mm,1.8
Grevillea humilis subsp. humilis,leaf width minimum,mm,1.8
Grevillea humilis subsp. lucens,leaf width minimum,mm,1.7
Grevillea humilis subsp. maritima,leaf width minimum,mm,2.5
Grevillea iaspicula,leaf width minimum,mm,4
Grevillea ilicifolia,leaf width minimum,,
Grevillea imberbis,leaf width minimum,mm,2
Grevillea inconspicua,leaf width minimum,mm,0.8
Grevillea incrassata,leaf width minimum,mm,0.5
Grevillea incurva,leaf width minimum,mm,3
Grevillea infecunda,leaf width minimum,mm,13
Grevillea infundibularis,leaf width minimum,cm,1
Grevillea insignis,leaf width minimum,cm,2
Grevillea insignis subsp. elliotii,leaf width minimum,,
Grevillea insignis subsp. insignis,leaf width minimum,,
Grevillea integrifolia,leaf width minimum,mm,2
Grevillea intricata,leaf width minimum,,
Grevillea involucrata,leaf width minimum,mm,6
Grevillea irrasa,leaf width minimum,mm,5
Grevillea irrasa subsp. didymochiton,leaf width minimum,mm,8
Grevillea irrasa subsp. irrasa,leaf width minimum,mm,5
Grevillea jephcottii,leaf width minimum,mm,1.5
Grevillea johnsonii,leaf width minimum,,
Grevillea juncifolia,leaf width minimum,,
Grevillea juncifolia subsp. juncifolia,leaf width minimum,,
Grevillea juncifolia subsp. temulenta,leaf width minimum,,
Grevillea juniperina,leaf width minimum,mm,0.5
Grevillea juniperina subsp. allojohnsonii,leaf width minimum,mm,2
Grevillea juniperina subsp. amphitricha,leaf width minimum,mm,1
Grevillea juniperina subsp. fortis,leaf width minimum,mm,1
Grevillea juniperina subsp. juniperina,leaf width minimum,mm,0.6
Grevillea juniperina subsp. sulphurea,leaf width minimum,mm,0.6
Grevillea juniperina subsp. trinervis,leaf width minimum,mm,1.5
Grevillea juniperina subsp. villosa,leaf width minimum,mm,0.9
Grevillea kedumbensis,leaf width minimum,mm,1
Grevillea kenneallyi,leaf width minimum,,
Grevillea kennedyana,leaf width minimum,mm,1.2
Grevillea lanigera,leaf width minimum,mm,1
Grevillea latifolia,leaf width minimum,mm,50
Grevillea laurifolia,leaf width minimum,mm,25
Grevillea lavandulacea,leaf width minimum,mm,0.5
Grevillea lavandulacea subsp. lavandulacea,leaf width minimum,,
Grevillea lavandulacea subsp. rogersii,leaf width minimum,,
Grevillea leiophylla,leaf width minimum,mm,1
Grevillea leptobotrys,leaf width minimum,,
Grevillea leptopoda,leaf width minimum,,
Grevillea leucoclada,leaf width minimum,,
Grevillea leucopteris,leaf width minimum,,
Grevillea levis,leaf width minimum,,
Grevillea linearifolia,leaf width minimum,mm,1
Grevillea linsmithii,leaf width minimum,mm,4
Grevillea lissopleura,leaf width minimum,mm,1
Grevillea longicuspis,leaf width minimum,cm,2
Grevillea longifolia,leaf width minimum,mm,5
Grevillea longistyla,leaf width minimum,mm,1.5
Grevillea lullfitzii,leaf width minimum,,
Grevillea macleayana,leaf width minimum,cm,1
Grevillea maherae,leaf width minimum,,
Grevillea makinsonii,leaf width minimum,mm,3
Grevillea manglesii,leaf width minimum,,
Grevillea manglesii subsp. dissectifolia,leaf width minimum,cm,2
Grevillea manglesii subsp. manglesii,leaf width minimum,cm,1
Grevillea manglesii subsp. ornithopoda,leaf width minimum,cm,1.5
Grevillea manglesioides,leaf width minimum,mm,2
Grevillea manglesioides subsp. ferricola,leaf width minimum,mm,5
Grevillea manglesioides subsp. manglesioides,leaf width minimum,mm,2
Grevillea manglesioides subsp. metaxa,leaf width minimum,mm,2
Grevillea marriottii,leaf width minimum,mm,1.5
Grevillea masonii,leaf width minimum,mm,2
Grevillea maxwellii,leaf width minimum,,
Grevillea mccutcheonii,leaf width minimum,,
Grevillea metamorpha,leaf width minimum,,
Grevillea micrantha,leaf width minimum,mm,0.6
Grevillea microstegia,leaf width minimum,,
Grevillea microstyla,leaf width minimum,mm,20
Grevillea mimosoides,leaf width minimum,mm,6
Grevillea miniata,leaf width minimum,cm,3
Grevillea minutiflora,leaf width minimum,,
Grevillea miqueliana,leaf width minimum,mm,15
Grevillea miqueliana subsp. miqueliana,leaf width minimum,mm,15
Grevillea miqueliana subsp. moroka,leaf width minimum,mm,8
Grevillea mollis,leaf width minimum,mm,4
Grevillea molyneuxii,leaf width minimum,mm,1
Grevillea monslacana,leaf width minimum,mm,8
Grevillea montana,leaf width minimum,mm,1
Grevillea monticola,leaf width minimum,mm,15
Grevillea montis-cole,leaf width minimum,,
Grevillea montis-cole subsp. brevistyla,leaf width minimum,,
Grevillea montis-cole subsp. montis-cole,leaf width minimum,,
Grevillea mucronulata,leaf width minimum,mm,2
Grevillea muelleri,leaf width minimum,mm,2
Grevillea murex,leaf width minimum,,
Grevillea muricata,leaf width minimum,mm,1
Grevillea myosodes,leaf width minimum,cm,2
Grevillea nana,leaf width minimum,,
Grevillea nana subsp. abbreviata,leaf width minimum,,
Grevillea nana subsp. nana,leaf width minimum,,
Grevillea nematophylla,leaf width minimum,,
Grevillea nematophylla subsp. nematophylla,leaf width minimum,,
Grevillea nematophylla subsp. planicosta,leaf width minimum,,
Grevillea nematophylla subsp. supraplana,leaf width minimum,mm,0.8
Grevillea neurophylla,leaf width minimum,mm,0.8
Grevillea neurophylla subsp. fluviatilis,leaf width minimum,,
Grevillea neurophylla subsp. neurophylla,leaf width minimum,,
Grevillea newbeyi,leaf width minimum,,
Grevillea nudiflora,leaf width minimum,mm,1
Grevillea obliquistigma,leaf width minimum,mm,0.8
Grevillea obliquistigma subsp. cullenii,leaf width minimum,,
Grevillea obliquistigma subsp. funicularis,leaf width minimum,,
Grevillea obliquistigma subsp. obliquistigma,leaf width minimum,,
Grevillea obtecta,leaf width minimum,,
Grevillea obtusiflora,leaf width minimum,mm,1
Grevillea obtusiflora subsp. fecunda,leaf width minimum,mm,1
Grevillea obtusiflora subsp. obtusiflora,leaf width minimum,mm,2
Grevillea obtusifolia,leaf width minimum,mm,2
Grevillea occidentalis,leaf width minimum,mm,0.8
Grevillea oldei,leaf width minimum,mm,3
Grevillea oleoides,leaf width minimum,mm,2
Grevillea oligantha,leaf width minimum,mm,1
Grevillea oligomera,leaf width minimum,mm,1
Grevillea olivacea,leaf width minimum,cm,0.5
Grevillea oncogyne,leaf width minimum,mm,1
Grevillea oxyantha,leaf width minimum,mm,15
Grevillea oxyantha subsp. ecarinata,leaf width minimum,,
Grevillea oxyantha subsp. oxyantha,leaf width minimum,,
Grevillea pachylostyla,leaf width minimum,,
Grevillea paniculata,leaf width minimum,,
Grevillea papillosa,leaf width minimum,mm,2
Grevillea paradoxa,leaf width minimum,mm,0.5
Grevillea parallela,leaf width minimum,,
Grevillea parallelinervis,leaf width minimum,mm,0.7
Grevillea parviflora,leaf width minimum,mm,0.8
Grevillea parviflora subsp. parviflora,leaf width minimum,mm,0.8
Grevillea parviflora subsp. supplicans,leaf width minimum,mm,0.6
Grevillea parvula,leaf width minimum,mm,8
Grevillea patentiloba,leaf width minimum,,
Grevillea patentiloba subsp. patentiloba,leaf width minimum,mm,1
Grevillea patentiloba subsp. platypoda,leaf width minimum,,
Grevillea patulifolia,leaf width minimum,mm,1
Grevillea pauciflora,leaf width minimum,mm,2.5
Grevillea pauciflora subsp. leptophylla,leaf width minimum,,
Grevillea pauciflora subsp. pauciflora,leaf width minimum,,
Grevillea pauciflora subsp. psilophylla,leaf width minimum,,
Grevillea pauciflora subsp. saxatilis,leaf width minimum,,
Grevillea pectinata,leaf width minimum,,
Grevillea petrophiloides,leaf width minimum,,
Grevillea petrophiloides subsp. magnifica,leaf width minimum,,
Grevillea petrophiloides subsp. petrophiloides,leaf width minimum,,
Grevillea petrophiloides subsp. remota,leaf width minimum,,
Grevillea phanerophlebia,leaf width minimum,,
Grevillea phillipsiana,leaf width minimum,mm,0.8
Grevillea phylicoides,leaf width minimum,mm,1.5
Grevillea pilosa,leaf width minimum,cm,1
Grevillea pilosa subsp. pilosa,leaf width minimum,mm,16
Grevillea pilosa subsp. redacta,leaf width minimum,mm,10
Grevillea pilulifera,leaf width minimum,mm,0.5
Grevillea pimeleoides,leaf width minimum,mm,7
Grevillea pinaster,leaf width minimum,mm,0.5
Grevillea pinifolia,leaf width minimum,mm,0.5
Grevillea pityophylla,leaf width minimum,mm,0.9
Grevillea pluricaulis,leaf width minimum,mm,45
Grevillea plurijuga,leaf width minimum,,
Grevillea plurijuga subsp. plurijuga,leaf width minimum,,
Grevillea plurijuga subsp. superba,leaf width minimum,,
Grevillea polyacida,leaf width minimum,cm,3
Grevillea polybotrya,leaf width minimum,mm,4
Grevillea polybractea,leaf width minimum,mm,1
Grevillea prasina,leaf width minimum,cm,2
Grevillea preissii,leaf width minimum,,
Grevillea preissii subsp. glabrilimba,leaf width minimum,,
Grevillea preissii subsp. preissii,leaf width minimum,,
Grevillea prominens,leaf width minimum,,
Grevillea prostrata,leaf width minimum,,
Grevillea psilantha,leaf width minimum,mm,2.5
Grevillea pteridifolia,leaf width minimum,,
Grevillea pterosperma,leaf width minimum,mm,0.8
Grevillea pulchella,leaf width minimum,,
Grevillea pulchella subsp. ascendens,leaf width minimum,,
Grevillea pulchella subsp. pulchella,leaf width minimum,,
Grevillea punctata,leaf width minimum,mm,1.5
Grevillea pungens,leaf width minimum,mm,15
Grevillea pyramidalis,leaf width minimum,,
Grevillea pyramidalis subsp. leucadendron,leaf width minimum,,
Grevillea pyramidalis subsp. longiloba,leaf width minimum,,
Grevillea pyramidalis subsp. pyramidalis,leaf width minimum,,
Grevillea pythara,leaf width minimum,mm,1.5
Grevillea quadricauda,leaf width minimum,mm,3
Grevillea quercifolia,leaf width minimum,,
Grevillea quinquenervis,leaf width minimum,mm,1.5
Grevillea ramosissima,leaf width minimum,,
Grevillea ramosissima subsp. hypargyrea,leaf width minimum,,
Grevillea ramosissima subsp. ramosissima,leaf width minimum,,
Grevillea rara,leaf width minimum,,
Grevillea raybrownii,leaf width minimum,,
Grevillea refracta,leaf width minimum,,
Grevillea refracta subsp. glandulifera,leaf width minimum,mm,5
Grevillea refracta subsp. refracta,leaf width minimum,mm,2
Grevillea renwickiana,leaf width minimum,mm,15
Grevillea repens,leaf width minimum,cm,1
Grevillea reptans,leaf width minimum,mm,1
Grevillea rhizomatosa,leaf width minimum,mm,7
Grevillea rhyolitica,leaf width minimum,mm,10
Grevillea rhyolitica subsp. rhyolitica,leaf width minimum,,
Grevillea rhyolitica subsp. semivestita,leaf width minimum,,
Grevillea rigida,leaf width minimum,,
Grevillea rigida subsp. distans,leaf width minimum,,
Grevillea rigida subsp. rigida,leaf width minimum,,
Grevillea ripicola,leaf width minimum,,
Grevillea rivularis,leaf width minimum,,
Grevillea robusta,leaf width minimum,,
Grevillea rogersoniana,leaf width minimum,cm,0.4
Grevillea rosieri,leaf width minimum,mm,0.8
Grevillea rosmarinifolia,leaf width minimum,mm,0.7
Grevillea rosmarinifolia subsp. glabella,leaf width minimum,mm,0.7
Grevillea rosmarinifolia subsp. rosmarinifolia,leaf width minimum,mm,0.8
Grevillea roycei,leaf width minimum,,
Grevillea rubicunda,leaf width minimum,,
Grevillea rudis,leaf width minimum,,
Grevillea saccata,leaf width minimum,mm,1
Grevillea sarissa,leaf width minimum,mm,0.9
Grevillea sarissa subsp. anfractifolia,leaf width minimum,mm,1.2
Grevillea sarissa subsp. bicolor,leaf width minimum,mm,1
Grevillea sarissa subsp. rectitepala,leaf width minimum,,
Grevillea sarissa subsp. sarissa,leaf width minimum,mm,0.9
Grevillea sarissa subsp. succincta,leaf width minimum,,
Grevillea sarissa subsp. umbellifera,leaf width minimum,mm,2
Grevillea scabra,leaf width minimum,mm,1
Grevillea scabrida,leaf width minimum,mm,0.5
Grevillea scapigera,leaf width minimum,,
Grevillea scortechinii,leaf width minimum,cm,2
Grevillea scortechinii subsp. sarmentosa,leaf width minimum,,
Grevillea scortechinii subsp. scortechinii,leaf width minimum,,
Grevillea secunda,leaf width minimum,,
Grevillea sericea,leaf width minimum,mm,3
Grevillea sericea subsp. riparia,leaf width minimum,mm,
Grevillea sericea subsp. sericea,leaf width minimum,mm,3
Grevillea sessilis,leaf width minimum,,
Grevillea shiressii,leaf width minimum,mm,13
Grevillea shuttleworthiana,leaf width minimum,mm,5
Grevillea shuttleworthiana subsp. canarina,leaf width minimum,,
Grevillea shuttleworthiana subsp. obovata,leaf width minimum,mm,4
Grevillea shuttleworthiana subsp. shuttleworthiana,leaf width minimum,mm,11
Grevillea sparsiflora,leaf width minimum,mm,0.7
Grevillea speciosa,leaf width minimum,mm,4
Grevillea sphacelata,leaf width minimum,mm,2
Grevillea spinosa,leaf width minimum,,
Grevillea spinosissima,leaf width minimum,,
Grevillea steiglitziana,leaf width minimum,,
Grevillea stenobotrya,leaf width minimum,,
Grevillea stenogyne,leaf width minimum,,
Grevillea stenomera,leaf width minimum,,
Grevillea stenostachya,leaf width minimum,,
Grevillea striata,leaf width minimum,mm,2
Grevillea subterlineata,leaf width minimum,mm,1.7
Grevillea subtiliflora,leaf width minimum,,
Grevillea sulcata,leaf width minimum,mm,1
Grevillea synapheae,leaf width minimum,,
Grevillea synapheae subsp. A,leaf width minimum,mm,2
Grevillea synapheae subsp. latiloba,leaf width minimum,mm,5
Grevillea synapheae subsp. minyulo,leaf width minimum,mm,1.5
Grevillea synapheae subsp. pachyphylla,leaf width minimum,mm,3
Grevillea synapheae subsp. synapheae,leaf width minimum,mm,3
Grevillea tenuiflora,leaf width minimum,,
Grevillea tenuiloba,leaf width minimum,,
Grevillea teretifolia,leaf width minimum,,
Grevillea tetragonoloba,leaf width minimum,,
Grevillea tetrapleura,leaf width minimum,mm,0.9
Grevillea thelemanniana,leaf width minimum,,
Grevillea thyrsoides,leaf width minimum,,
Grevillea thyrsoides subsp. pustulata,leaf width minimum,,
Grevillea thyrsoides subsp. thyrsoides,leaf width minimum,,
Grevillea trachytheca,leaf width minimum,mm,1
Grevillea treueriana,leaf width minimum,,
Grevillea trifida,leaf width minimum,,
Grevillea triloba,leaf width minimum,,
Grevillea tripartita,leaf width minimum,,
Grevillea tripartita subsp. macrostylis,leaf width minimum,,
Grevillea tripartita subsp. tripartita,leaf width minimum,,
Grevillea triternata,leaf width minimum,,
Grevillea umbellulata,leaf width minimum,mm,0.6
Grevillea uncinulata,leaf width minimum,mm,1
Grevillea uniformis,leaf width minimum,mm,8
Grevillea variifolia,leaf width minimum,mm,3
Grevillea variifolia subsp. bundera,leaf width minimum,,
Grevillea variifolia subsp. variifolia,leaf width minimum,,
Grevillea velutinella,leaf width minimum,mm,35
Grevillea venusta,leaf width minimum,mm,5
Grevillea versicolor,leaf width minimum,mm,25
Grevillea vestita,leaf width minimum,,
Grevillea vestita subsp. isopogoides,leaf width minimum,,
Grevillea vestita subsp. vestita,leaf width minimum,,
Grevillea victoriae,leaf width minimum,mm,10
Grevillea victoriae subsp. nivalis,leaf width minimum,mm,10
Grevillea victoriae subsp. victoriae,leaf width minimum,mm,10
Grevillea virgata,leaf width minimum,mm,1.5
Grevillea viridiflava,leaf width minimum,mm,2
Grevillea whiteana,leaf width minimum,,
Grevillea wickhamii,leaf width minimum,mm,25
Grevillea wickhamii subsp. aprica,leaf width minimum,,
Grevillea wickhamii subsp. cratista,leaf width minimum,,
Grevillea wickhamii subsp. hispidula,leaf width minimum,,
Grevillea wickhamii subsp. macrodonta,leaf width minimum,,
Grevillea wickhamii subsp. pallida,leaf width minimum,,
Grevillea wickhamii subsp. wickhamii,leaf width minimum,,
Grevillea wilkinsonii,leaf width minimum,mm,8
Grevillea williamsonii,leaf width minimum,mm,3
Grevillea willisii,leaf width minimum,,
Grevillea wilsonii,leaf width minimum,,
Grevillea wiradjuri,leaf width minimum,mm,0.7
Grevillea wittweri,leaf width minimum,,
Grevillea xiphoidea,leaf width minimum,,
Grevillea yorkrakinensis,leaf width minimum,mm,0.6
Grevillea zygoloba,leaf width minimum,,
Guioa acutifolia,leaf width minimum,cm,1.8
Guioa crenifoliola,leaf width minimum,cm,1
Guioa lasioneura,leaf width minimum,cm,1.5
Guioa montana,leaf width minimum,cm,1.5
Guioa semiglauca,leaf width minimum,cm,1.5
Gunnera cordifolia,leaf width minimum,mm,20
Gymnostoma australianum,leaf width minimum,mm,0.5
Gynandriris setifolia,leaf width minimum,mm,1
Gyrocarpus americanus,leaf width minimum,cm,4
Gyrocarpus americanus subsp. americanus,leaf width minimum,,
Gyrocarpus americanus subsp. pachyphyllus,leaf width minimum,,
Gyrocarpus americanus subsp. sphenopterus,leaf width minimum,,
Haematoxylum campechianum,leaf width minimum,mm,5
Haemodorum austroqueenslandicum,leaf width minimum,mm,1.5
Haemodorum brevicaule,leaf width minimum,mm,1
Haemodorum brevisepalum,leaf width minimum,mm,1.5
Haemodorum coccineum,leaf width minimum,mm,2.5
Haemodorum corymbosum,leaf width minimum,mm,0.8
Haemodorum discolor,leaf width minimum,mm,1.3
Haemodorum distichophyllum,leaf width minimum,mm,3
Haemodorum ensifolium,leaf width minimum,mm,3
Haemodorum gracile,leaf width minimum,mm,1
Haemodorum laxum,leaf width minimum,mm,1
Haemodorum loratum,leaf width minimum,mm,6
Haemodorum paniculatum,leaf width minimum,mm,2
Haemodorum parviflorum,leaf width minimum,,
Haemodorum planifolium,leaf width minimum,mm,2
Haemodorum simplex,leaf width minimum,mm,1
Haemodorum simulans,leaf width minimum,mm,7
Haemodorum sparsiflorum,leaf width minimum,mm,0.8
Haemodorum spicatum,leaf width minimum,,
Haemodorum tenuifolium,leaf width minimum,mm,1
Haemodorum venosum,leaf width minimum,mm,5.5
Hakea actites,leaf width minimum,mm,0.8
Hakea aculeata,leaf width minimum,mm,3
Hakea acuminata,leaf width minimum,mm,9
Hakea adnata,leaf width minimum,mm,1
Hakea aenigma,leaf width minimum,mm,3
Hakea ambigua,leaf width minimum,mm,4
Hakea amplexicaulis,leaf width minimum,mm,20
Hakea anadenia,leaf width minimum,mm,6
Hakea arborescens,leaf width minimum,mm,1
Hakea archaeoides,leaf width minimum,cm,0.6
Hakea auriculata,leaf width minimum,mm,8
Hakea bakeriana,leaf width minimum,mm,0.8
Hakea baxteri,leaf width minimum,cm,3
Hakea bicornata,leaf width minimum,mm,1.2
Hakea brachyptera,leaf width minimum,mm,0.7
Hakea brownii,leaf width minimum,cm,2.3
Hakea bucculenta,leaf width minimum,mm,1.9
Hakea candolleana,leaf width minimum,mm,1
Hakea carinata,leaf width minimum,mm,1
Hakea ceratophylla,leaf width minimum,cm,0.2
Hakea chordophylla,leaf width minimum,mm,1.6
Hakea cinerea,leaf width minimum,mm,8
Hakea circumalata,leaf width minimum,mm,0.9
Hakea clavata,leaf width minimum,mm,4
Hakea collina,leaf width minimum,mm,1.2
Hakea commutata,leaf width minimum,mm,1
Hakea conchifolia,leaf width minimum,mm,30
Hakea constablei,leaf width minimum,mm,1
Hakea corymbosa,leaf width minimum,mm,2.5
Hakea costata,leaf width minimum,mm,1
Hakea cristata,leaf width minimum,cm,2
Hakea cucullata,leaf width minimum,mm,38
Hakea cyclocarpa,leaf width minimum,mm,7
Hakea cycloptera,leaf width minimum,mm,1.1
Hakea cygna,leaf width minimum,mm,1.2
Hakea cygna subsp. cygna,leaf width minimum,mm,2.5
Hakea cygna subsp. needlei,leaf width minimum,mm,1.2
Hakea dactyloides,leaf width minimum,mm,5
Hakea decurrens,leaf width minimum,mm,0.7
Hakea decurrens subsp. decurrens,leaf width minimum,,
Hakea decurrens subsp. physocarpa,leaf width minimum,,
Hakea decurrens subsp. platytaenia,leaf width minimum,,
Hakea denticulata,leaf width minimum,mm,10
Hakea divaricata,leaf width minimum,mm,0.8
Hakea dohertyi,leaf width minimum,mm,1.8
Hakea drupacea,leaf width minimum,mm,1
Hakea ednieana,leaf width minimum,mm,0.7
Hakea elliptica,leaf width minimum,mm,15
Hakea eneabba,leaf width minimum,mm,5
Hakea epiglottis,leaf width minimum,mm,1
Hakea epiglottis subsp. epiglottis,leaf width minimum,,
Hakea epiglottis subsp. milliganii,leaf width minimum,,
Hakea erecta,leaf width minimum,mm,2.5
Hakea eriantha,leaf width minimum,mm,1
Hakea erinacea,leaf width minimum,mm,0.9
Hakea eyreana,leaf width minimum,mm,0.9
Hakea falcata,leaf width minimum,mm,3
Hakea ferruginea,leaf width minimum,mm,12
Hakea flabellifolia,leaf width minimum,mm,18
Hakea florida,leaf width minimum,mm,3
Hakea florulenta,leaf width minimum,mm,14
Hakea francisiana,leaf width minimum,mm,3
Hakea fraseri,leaf width minimum,mm,0.9
Hakea gibbosa,leaf width minimum,mm,0.9
Hakea gilbertii,leaf width minimum,mm,0.9
Hakea grammatophylla,leaf width minimum,cm,5
Hakea hastata,leaf width minimum,mm,9
Hakea hookeriana,leaf width minimum,mm,10
Hakea horrida,leaf width minimum,mm,1
Hakea ilicifolia,leaf width minimum,mm,5
Hakea incrassata,leaf width minimum,mm,3
Hakea invaginata,leaf width minimum,mm,1.2
Hakea ivoryi,leaf width minimum,mm,0.6
Hakea kippistiana,leaf width minimum,mm,1
Hakea laevipes,leaf width minimum,mm,4.5
Hakea laevipes subsp. graniticola,leaf width minimum,,
Hakea laevipes subsp. laevipes,leaf width minimum,,
Hakea lasiantha,leaf width minimum,mm,7
Hakea lasianthoides,leaf width minimum,mm,3
Hakea lasiocarpha,leaf width minimum,mm,1
Hakea laurina,leaf width minimum,mm,6
Hakea lehmanniana,leaf width minimum,mm,1
Hakea leucoptera,leaf width minimum,mm,1.3
Hakea leucoptera subsp. leucoptera,leaf width minimum,,
Hakea leucoptera subsp. sericipes,leaf width minimum,,
Hakea linearis,leaf width minimum,mm,2
Hakea lissocarpha,leaf width minimum,mm,0.4
Hakea lissosperma,leaf width minimum,mm,1.1
Hakea longiflora,leaf width minimum,mm,0.8
Hakea loranthifolia,leaf width minimum,mm,13
Hakea lorea,leaf width minimum,mm,0.9
Hakea lorea subsp. borealis,leaf width minimum,,
Hakea lorea subsp. lorea,leaf width minimum,,
Hakea maconochieana,leaf width minimum,cm,1.5
Hakea macraeana,leaf width minimum,mm,0.7
Hakea macrocarpa,leaf width minimum,mm,3
Hakea macrorrhyncha,leaf width minimum,mm,0.9
Hakea marginata,leaf width minimum,mm,4
Hakea megadenia,leaf width minimum,mm,1
Hakea megalosperma,leaf width minimum,mm,11
Hakea meisneriana,leaf width minimum,mm,1
Hakea microcarpa,leaf width minimum,mm,1.5
Hakea minyma,leaf width minimum,mm,3.5
Hakea mitchellii,leaf width minimum,mm,1
Hakea multilineata,leaf width minimum,mm,3.5
Hakea myrtoides,leaf width minimum,mm,5
Hakea neurophylla,leaf width minimum,mm,16
Hakea newbeyana,leaf width minimum,mm,1
Hakea nitida,leaf width minimum,mm,10
Hakea nodosa,leaf width minimum,mm,0.7
Hakea obliqua,leaf width minimum,mm,1.1
Hakea obliqua subsp. obliqua,leaf width minimum,mm,1.1
Hakea obliqua subsp. parviflora,leaf width minimum,mm,1.2
Hakea obtusa,leaf width minimum,mm,9
Hakea ochroptera,leaf width minimum,mm,0.75
Hakea oldfieldii,leaf width minimum,mm,0.7
Hakea oleifolia,leaf width minimum,mm,5
Hakea orthorrhyncha,leaf width minimum,,
Hakea orthorrhyncha var. filiformis,leaf width minimum,mm,0.9
Hakea orthorrhyncha var. orthorrhyncha,leaf width minimum,mm,1.3
Hakea pachyphylla,leaf width minimum,mm,1.1
Hakea pandanicarpa,leaf width minimum,cm,0.3
Hakea pandanicarpa subsp. crassifolia,leaf width minimum,mm,0.6
Hakea pandanicarpa subsp. pandanicarpa,leaf width minimum,mm,0.3
Hakea pedunculata,leaf width minimum,mm,8
Hakea pendens,leaf width minimum,mm,1.9
Hakea persiehana,leaf width minimum,mm,0.7
Hakea petiolaris,leaf width minimum,cm,2.3
Hakea petiolaris subsp. angusta,leaf width minimum,cm,2.3
Hakea petiolaris subsp. petiolaris,leaf width minimum,cm,2.4
Hakea petiolaris subsp. trichophylla,leaf width minimum,cm,3.2
Hakea platysperma,leaf width minimum,mm,1.4
Hakea plurinervia,leaf width minimum,mm,9
Hakea polyanthema,leaf width minimum,mm,0.8
Hakea preissii,leaf width minimum,mm,1.5
Hakea pritzelii,leaf width minimum,mm,10
Hakea propinqua,leaf width minimum,mm,1
Hakea prostrata,leaf width minimum,mm,10
Hakea psilorrhyncha,leaf width minimum,mm,1.5
Hakea pulvinifera,leaf width minimum,mm,1.2
Hakea purpurea,leaf width minimum,mm,0.8
Hakea pycnoneura,leaf width minimum,mm,1.5
Hakea recurva,leaf width minimum,,
Hakea recurva subsp. arida,leaf width minimum,mm,1.2
Hakea recurva subsp. recurva,leaf width minimum,mm,2
Hakea repullulans,leaf width minimum,mm,3
Hakea rhombales,leaf width minimum,mm,1.6
Hakea rigida,leaf width minimum,mm,1
Hakea rugosa,leaf width minimum,mm,0.9
Hakea ruscifolia,leaf width minimum,mm,3
Hakea salicifolia,leaf width minimum,mm,4
Hakea salicifolia subsp. angustifolia,leaf width minimum,mm,4
Hakea salicifolia subsp. salicifolia,leaf width minimum,mm,7
Hakea scoparia,leaf width minimum,mm,1.5
Hakea scoparia subsp. scoparia,leaf width minimum,,
Hakea scoparia subsp. trycherica,leaf width minimum,,
Hakea sericea,leaf width minimum,mm,0.7
Hakea smilacifolia,leaf width minimum,cm,1.2
Hakea spathulata,leaf width minimum,mm,8
Hakea standleyensis,leaf width minimum,mm,1.2
Hakea stenocarpa,leaf width minimum,mm,2
Hakea stenophylla,leaf width minimum,mm,1
Hakea stenophylla subsp. notialis,leaf width minimum,,
Hakea stenophylla subsp. stenophylla,leaf width minimum,,
Hakea strumosa,leaf width minimum,mm,1.3
Hakea subsulcata,leaf width minimum,mm,0.8
Hakea sulcata,leaf width minimum,mm,1
Hakea tephrosperma,leaf width minimum,mm,1
Hakea teretifolia,leaf width minimum,mm,0.8
Hakea teretifolia subsp. hirsuta,leaf width minimum,,
