species_name,trait,units,value
Alpinia arundelliana,dispersal,,
Alpinia coerulea,dispersal,,
Alpinia hylandii,dispersal,,
Alpinia modesta,dispersal,,
Alpinia racemigera,dispersal,,
Alstroemeria aurea,dispersal,,
Alstroemeria pulchella,dispersal,,
Ammannia pubiflora,dispersal,,
Amomum dallachyi,dispersal,,
Amomum queenslandicum,dispersal,,
Amyema benthamii,dispersal,,
Amyema bifurcatum,dispersal,,
Amyema bifurcatum var. bifurcatum,dispersal,,
Amyema bifurcatum var. eburneum,dispersal,,
Amyema biniflorum,dispersal,,
Amyema cambagei,dispersal,,
Amyema congener,dispersal,,
Amyema congener subsp. congener,dispersal,,
Amyema congener subsp. divergens,dispersal,,
Amyema congener subsp. rotundifolium,dispersal,,
Amyema conspicuum,dispersal,,
Amyema conspicuum subsp. conspicuum,dispersal,,
Amyema conspicuum subsp. obscurinerve,dispersal,,
Amyema dolichopodum,dispersal,,
Amyema fitzgeraldii,dispersal,,
Amyema friesianum,dispersal,,
Amyema gaudichaudii,dispersal,,
Amyema gibberulum,dispersal,,
Amyema gibberulum var. gibberulum,dispersal,,
Amyema gibberulum var. tatei,dispersal,,
Amyema glabrum,dispersal,,
Amyema haematodes,dispersal,,
Amyema herbertianum,dispersal,,
Amyema hillianum,dispersal,,
Amyema linophyllum,dispersal,,
Amyema linophyllum subsp. linophyllum,dispersal,,
Amyema linophyllum subsp. orientale,dispersal,,
Amyema lucasii,dispersal,,
Amyema mackayense,dispersal,,
Amyema mackayense subsp. cycnei-sinus,dispersal,,
Amyema mackayense subsp. mackayense,dispersal,,
Amyema maidenii,dispersal,,
Amyema maidenii subsp. angustifolium,dispersal,,
Amyema maidenii subsp. maidenii,dispersal,,
Amyema melaleucae,dispersal,,
Amyema microphyllum,dispersal,,
Amyema miquelii,dispersal,,
Amyema miraculosum,dispersal,,
Amyema miraculosum subsp. boormanii,dispersal,,
Amyema miraculosum subsp. miraculosum,dispersal,,
Amyema nestor,dispersal,,
Amyema pendulum,dispersal,,
Amyema pendulum subsp. longifolium,dispersal,,
Amyema pendulum subsp. pendulum,dispersal,,
Amyema preissii,dispersal,,
Amyema quandang,dispersal,,
Amyema quandang var. bancroftii,dispersal,,
Amyema quandang var. quandang,dispersal,,
Amyema quaternifolium,dispersal,,
Amyema queenslandicum,dispersal,,
Amyema sanguineum,dispersal,,
Amyema sanguineum var. pulchrum,dispersal,,
Amyema sanguineum var. sanguineum,dispersal,,
Amyema seemenianum,dispersal,,
Amyema seemenianum subsp. flexuosum,dispersal,,
Amyema subcapitatum,dispersal,,
Amyema thalassium,dispersal,,
Amyema tridactylum,dispersal,,
Amyema villiflorum,dispersal,,
Amyema villiflorum subsp. tomentillum,dispersal,,
Amyema villiflorum subsp. villiflorum,dispersal,,
Amyema whitei,dispersal,,
Amylotheca dictyophleba,dispersal,,
Amylotheca subumbellata,dispersal,,
Anemone crassifolia,dispersal,,
Anigozanthos bicolor,dispersal,,
Anigozanthos bicolor subsp. bicolor,dispersal,,
Anigozanthos bicolor subsp. decrescens,dispersal,,
Anigozanthos bicolor subsp. exstans,dispersal,,
Anigozanthos bicolor subsp. minor,dispersal,,
Anigozanthos flavidus,dispersal,,
Anigozanthos gabrielae,dispersal,,
Anigozanthos humilis,dispersal,,
Anigozanthos humilis subsp. chrysanthus,dispersal,,
Anigozanthos humilis subsp. humilis,dispersal,,
Anigozanthos kalbarriensis,dispersal,,
Anigozanthos manglesii,dispersal,,
Anigozanthos manglesii subsp. manglesii,dispersal,,
Anigozanthos manglesii subsp. quadrans,dispersal,,
Anigozanthos onycis,dispersal,,
Anigozanthos preissii,dispersal,,
Anigozanthos pulcherrimus,dispersal,,
Anigozanthos rufus,dispersal,,
Anigozanthos viridis,dispersal,,
Anigozanthos viridis subsp. terraspectans,dispersal,,
Anigozanthos viridis subsp. viridis,dispersal,,
Anthobolus filifolius,dispersal,,
Anthobolus foveolatus,dispersal,,
Anthotium humile,dispersal,,
Anthotium junciforme,dispersal,,
Anthotium rubriflorum,dispersal,,
Antiaris toxicaria var. macrophylla,dispersal,,
Apatophyllum constablei,dispersal,,
Apatophyllum olsenii,dispersal,,
Aphananthe philippinensis,dispersal,,
Apodytes brachystylis,dispersal,,
Araucaria bidwillii,dispersal,,
Araucaria cunninghamii var. cunninghamii,dispersal,,
Archidendron grandiflorum,dispersal,,
Archidendron hendersonii,dispersal,,
Archidendron hirsutum,dispersal,,
Archidendron kanisii,dispersal,,
Archidendron lovellae,dispersal,,
Archidendron lucyi,dispersal,,
Archidendron muellerianum,dispersal,,
Archidendron ramiflorum,dispersal,,
Archidendron vaillantii,dispersal,,
Archidendron whitei,dispersal,,
Archidendropsis basaltica,dispersal,,
Archidendropsis thozetiana,dispersal,,
Archidendropsis xanthoxylon,dispersal,,
Aristolochia acuminata,dispersal,,
Aristolochia chalmersii,dispersal,,
Aristolochia elegans,dispersal,,
Aristolochia holtzei,dispersal,,
Aristolochia meridionalis,dispersal,,
Aristolochia meridionalis subsp. centralis,dispersal,,
Aristolochia meridionalis subsp. meridionalis,dispersal,,
Aristolochia pubera,dispersal,,
Aristolochia pubera var. aromatica,dispersal,,
Aristolochia pubera var. pubera,dispersal,,
Aristolochia ringens,dispersal,,
Aristolochia thozetii,dispersal,,
Arnhemia cryptantha,dispersal,,
Arnocrinum drummondii,dispersal,,
Arnocrinum gracillimum,dispersal,,
Arnocrinum preissii,dispersal,,
Artabotrys carnosipetalus,dispersal,,
Arthropodium curvipes,dispersal,,
Arthropodium dyeri,dispersal,,
Arthropodium milleflorum,dispersal,,
Arthropodium minus,dispersal,,
Artocarpus glaucus,dispersal,,
Arytera bifoliolata,dispersal,,
Arytera dictyoneura,dispersal,,
Arytera distylis,dispersal,,
Arytera divaricata,dispersal,,
Arytera foveolata,dispersal,,
Arytera lautereriana,dispersal,,
Arytera macrobotrys,dispersal,,
Arytera microphylla,dispersal,,
Arytera pauciflora,dispersal,,
Astelia alpina,dispersal,,
Astelia alpina var. alpina,dispersal,,
Astelia alpina var. novae-hollandiae,dispersal,,
Astelia australiana,dispersal,,
Astelia psychrocharis,dispersal,,
Atalaya angustifolia,dispersal,,
Atalaya australiana,dispersal,,
Atalaya calcicola,dispersal,,
Atalaya hemiglauca,dispersal,,
Atalaya multiflora,dispersal,,
Atalaya rigida,dispersal,,
Atalaya salicifolia,dispersal,,
Atalaya sericopetala,dispersal,,
Atalaya variifolia,dispersal,,
Atherosperma moschatum,dispersal,,
Atherosperma moschatum subsp. integrifolium,dispersal,,
Atherosperma moschatum subsp. moschatum,dispersal,,
Athertonia diversifolia,dispersal,,
Athrotaxis cupressoides,dispersal,,
Athrotaxis selaginoides,dispersal,,
Atkinsonia ligustrina,dispersal,,
Australina pusilla,dispersal,,
Austrobaileya scandens,dispersal,,
Austromatthaea elegans,dispersal,,
Austromuellera trinervia,dispersal,,
Austromuellera valida,dispersal,,
Balanops australiana,dispersal,,
Banksia aculeata,dispersal,,
Banksia aemula,dispersal,,
Banksia aquilonia,dispersal,,
Banksia ashbyi,dispersal,,
Banksia attenuata,dispersal,,
Banksia audax,dispersal,,
Banksia baueri,dispersal,,
Banksia baxteri,dispersal,,
Banksia benthamiana,dispersal,,
Banksia blechnifolia,dispersal,,
Banksia brownii,dispersal,,
Banksia burdettii,dispersal,,
Banksia caleyi,dispersal,,
Banksia candolleana,dispersal,,
Banksia canei,dispersal,,
Banksia chamaephyton,dispersal,,
Banksia coccinea,dispersal,,
Banksia conferta,dispersal,,
Banksia conferta subsp. conferta,dispersal,,
Banksia conferta subsp. penicillata,dispersal,,
Banksia cuneata,dispersal,,
Banksia dentata,dispersal,,
Banksia dryandroides,dispersal,,
Banksia elderiana,dispersal,,
Banksia elegans,dispersal,,
Banksia epica,dispersal,,
Banksia ericifolia,dispersal,,
Banksia ericifolia subsp. ericifolia,dispersal,,
Banksia ericifolia subsp. macrantha,dispersal,,
Banksia gardneri,dispersal,,
Banksia gardneri var. brevidentata,dispersal,,
Banksia gardneri var. gardneri,dispersal,,
Banksia gardneri var. hiemalis,dispersal,,
Banksia goodii,dispersal,,
Banksia grandis,dispersal,,
Banksia grossa,dispersal,,
Banksia hookeriana,dispersal,,
Banksia ilicifolia,dispersal,,
Banksia incana,dispersal,,
Banksia integrifolia,dispersal,,
Banksia integrifolia subsp. compar,dispersal,,
Banksia integrifolia subsp. integrifolia,dispersal,,
Banksia integrifolia subsp. monticola,dispersal,,
Banksia laevigata,dispersal,,
Banksia laevigata subsp. fuscolutea,dispersal,,
Banksia laevigata subsp. laevigata,dispersal,,
Banksia lanata,dispersal,,
Banksia laricina,dispersal,,
Banksia lemanniana,dispersal,,
Banksia leptophylla,dispersal,,
Banksia leptophylla var. leptophylla,dispersal,,
Banksia leptophylla var. melletica,dispersal,,
Banksia lindleyana,dispersal,,
Banksia littoralis,dispersal,,
Banksia lullfitzii,dispersal,,
Banksia marginata,dispersal,,
Banksia media,dispersal,,
Banksia meisneri,dispersal,,
Banksia meisneri subsp. ascendens,dispersal,,
Banksia meisneri subsp. meisneri,dispersal,,
Banksia menziesii,dispersal,,
Banksia micrantha,dispersal,,
Banksia nutans,dispersal,,
Banksia nutans var. cernuella,dispersal,,
Banksia nutans var. nutans,dispersal,,
Banksia oblongifolia,dispersal,,
Banksia occidentalis,dispersal,,
Banksia oligantha,dispersal,,
Banksia oreophila,dispersal,,
Banksia ornata,dispersal,,
Banksia paludosa,dispersal,,
Banksia paludosa subsp. astrolux,dispersal,,
Banksia paludosa subsp. paludosa,dispersal,,
Banksia petiolaris,dispersal,,
Banksia pilostylis,dispersal,,
Banksia plagiocarpa,dispersal,,
Banksia praemorsa,dispersal,,
Banksia prionotes,dispersal,,
Banksia pulchella,dispersal,,
Banksia quercifolia,dispersal,,
Banksia repens,dispersal,,
Banksia robur,dispersal,,
Banksia saxicola,dispersal,,
Banksia scabrella,dispersal,,
Banksia sceptrum,dispersal,,
Banksia seminuda,dispersal,,
Banksia serra,dispersal,,
Banksia serrata,dispersal,,
Banksia solandri,dispersal,,
Banksia speciosa,dispersal,,
Banksia sphaerocarpa,dispersal,,
Banksia sphaerocarpa var. caesia,dispersal,,
Banksia sphaerocarpa var. dolichostyla,dispersal,,
Banksia sphaerocarpa var. sphaerocarpa,dispersal,,
Banksia spinulosa,dispersal,,
Banksia spinulosa var. collina,dispersal,,
Banksia spinulosa var. cunninghamii,dispersal,,
Banksia spinulosa var. neoanglica,dispersal,,
Banksia spinulosa var. spinulosa,dispersal,,
Banksia telmatiaea,dispersal,,
Banksia tricuspis,dispersal,,
Banksia verticillata,dispersal,,
Banksia victoriae,dispersal,,
Banksia violacea,dispersal,,
Barklya syringifolia,dispersal,,
Bauhinia binata,dispersal,,
Bauhinia carronii,dispersal,,
Bauhinia cunninghamii,dispersal,,
Bauhinia gilva,dispersal,,
Bauhinia hookeri,dispersal,,
Bauhinia malabarica,dispersal,,
Baxteria australis,dispersal,,
Beilschmiedia bancroftii,dispersal,,
Beilschmiedia brunnea,dispersal,,
Beilschmiedia castrisinensis,dispersal,,
Beilschmiedia collina,dispersal,,
Beilschmiedia elliptica,dispersal,,
Beilschmiedia obtusifolia,dispersal,,
Beilschmiedia oligandra,dispersal,,
Beilschmiedia peninsularis,dispersal,,
Beilschmiedia recurva,dispersal,,
Beilschmiedia tooram,dispersal,,
Beilschmiedia volckii,dispersal,,
Bellendena montana,dispersal,,
Benthamina alyxifolia,dispersal,,
Blancoa canescens,dispersal,,
Blandfordia cunninghamii,dispersal,,
Blandfordia grandiflora,dispersal,,
Blandfordia nobilis,dispersal,,
Blandfordia punicea,dispersal,,
Blepharocarya depauperata,dispersal,,
Blepharocarya involucrigera,dispersal,,
Boehmeria nivea,dispersal,,
Borya constricta,dispersal,,
Borya jabirabela,dispersal,,
Borya laciniata,dispersal,,
Borya longiscapa,dispersal,,
Borya mirabilis,dispersal,,
Borya nitida,dispersal,,
Borya scirpoidea,dispersal,,
Borya septentrionalis,dispersal,,
Borya sphaerocephala,dispersal,,
Borya subulata,dispersal,,
Bowenia serrulata,dispersal,,
Bowenia spectabilis,dispersal,,
Brasenia schreberi,dispersal,,
Brucea javanica,dispersal,,
Bruguiera cylindrica,dispersal,,
Bruguiera exaristata,dispersal,,
Bruguiera gymnorhiza,dispersal,,
Bruguiera parviflora,dispersal,,
Bruguiera sexangula,dispersal,,
Brunonia australis,dispersal,,
Bubbia queenslandiana,dispersal,,
Bubbia queenslandiana subsp. australis,dispersal,,
Bubbia queenslandiana subsp. queenslandiana,dispersal,,
Bubbia semecarpoides,dispersal,,
Bubbia whiteana,dispersal,,
Buchanania arborescens,dispersal,,
Buchanania mangoides,dispersal,,
Buchanania obovata,dispersal,,
Buckinghamia celsissima,dispersal,,
Buckinghamia ferruginiflora,dispersal,,
Bulbine alata,dispersal,,
Bulbine bulbosa,dispersal,,
Bulbine glauca,dispersal,,
Bulbine semibarbata,dispersal,,
Bulbine vagans,dispersal,,
Burchardia bairdiae,dispersal,,
Burchardia monantha,dispersal,,
Burchardia multiflora,dispersal,,
Burchardia rosea,dispersal,,
Burchardia umbellata,dispersal,,
Caesalpinia bonduc,dispersal,,
Caesalpinia crista,dispersal,,
Caesalpinia decapetala,dispersal,,
Caesalpinia erythrocarpa,dispersal,,
Caesalpinia gilliesii,dispersal,,
Caesalpinia hymenocarpa,dispersal,,
Caesalpinia major,dispersal,,
Caesalpinia nitens,dispersal,,
Caesalpinia robusta,dispersal,,
Caesalpinia scortechinii,dispersal,,
Caesalpinia subtropica,dispersal,,
Caesalpinia traceyi,dispersal,,
Caesia alpina,dispersal,,
Caesia calliantha,dispersal,,
Caesia chlorantha,dispersal,,
Caesia micrantha,dispersal,,
Caesia occidentalis,dispersal,,
Caesia parviflora,dispersal,,
Caesia parviflora var. minor,dispersal,,
Caesia parviflora var. parviflora,dispersal,,
Caesia parviflora var. vittata,dispersal,,
Caesia rigidifolia,dispersal,,
Caesia setifera,dispersal,,
Calectasia cyanea,dispersal,,
Calectasia grandiflora,dispersal,,
Calectasia intermedia,dispersal,,
Calliandra surinamensis,dispersal,,
Callipteris prolifera,dispersal,,
Callitris baileyi,dispersal,,
Callitris canescens,dispersal,,
Callitris columellaris,dispersal,,
Callitris drummondii,dispersal,,
Callitris endlicheri,dispersal,,
Callitris glaucophylla,dispersal,,
Callitris gracilis,dispersal,,
Callitris gracilis subsp. gracilis,dispersal,,
Callitris gracilis subsp. murrayensis,dispersal,,
Callitris intratropica,dispersal,,
Callitris macleayana,dispersal,,
Callitris monticola,dispersal,,
Callitris muelleri,dispersal,,
Callitris oblonga,dispersal,,
Callitris oblonga subsp. corangensis,dispersal,,
Callitris oblonga subsp. oblonga,dispersal,,
Callitris oblonga subsp. parva,dispersal,,
Callitris preissii,dispersal,,
Callitris rhomboidea,dispersal,,
Callitris roei,dispersal,,
Callitris tuberculata,dispersal,,
Callitris verrucosa,dispersal,,
Calostemma luteum,dispersal,,
Calostemma purpureum,dispersal,,
Campynema lineare,dispersal,,
Cananga odorata,dispersal,,
Canarium australasicum,dispersal,,
Canarium australianum,dispersal,,
Canarium australianum var. australianum,dispersal,,
Canarium australianum var. glabrum,dispersal,,
Canarium australianum var. velutinum,dispersal,,
Canarium muelleri,dispersal,,
Canarium vitiense,dispersal,,
Canna generalis,dispersal,,
Canna indica,dispersal,,
Canna orchiodes,dispersal,,
Cannabis sativa,dispersal,,
Cansjera leptostachya,dispersal,,
Carallia brachiata,dispersal,,
Cardiopteris moluccana,dispersal,,
Cardiospermum grandiflorum,dispersal,,
Cardiospermum halicacabum,dispersal,,
Cardwellia sublimis,dispersal,,
Carnarvonia araliifolia,dispersal,,
Carnarvonia araliifolia var. araliifolia,dispersal,,
Carnarvonia araliifolia var. montana,dispersal,,
Carronia multisepalea,dispersal,,
Carronia pedicellata,dispersal,,
Carronia protensa,dispersal,,
Cassia brewsteri,dispersal,,
Cassia brewsteri var. brewsteri,dispersal,,
Cassia brewsteri var. marksiana,dispersal,,
Cassia brewsteri var. tomentella,dispersal,,
Cassia fistula,dispersal,,
Cassia queenslandica,dispersal,,
Cassine australis,dispersal,,
Cassine australis var. angustifolia,dispersal,,
Cassine australis var. australis,dispersal,,
Cassine melanocarpa,dispersal,,
Cassytha aurea,dispersal,,
Cassytha aurea var. aurea,dispersal,,
Cassytha aurea var. hirta,dispersal,,
Cassytha candida,dispersal,,
Cassytha capillaris,dispersal,,
Cassytha filiformis,dispersal,,
Cassytha flava,dispersal,,
Cassytha flindersii,dispersal,,
Cassytha glabella,dispersal,,
Cassytha glabella f. bicallosa,dispersal,,
Cassytha glabella f. casuarinae,dispersal,,
Cassytha glabella f. dispar,dispersal,,
Cassytha glabella f. glabella,dispersal,,
Cassytha melantha,dispersal,,
Cassytha micrantha,dispersal,,
Cassytha muelleri,dispersal,,
Cassytha nodiflora,dispersal,,
Cassytha paniculata,dispersal,,
Cassytha pedicellosa,dispersal,,
Cassytha peninsularis,dispersal,,
Cassytha phaeolasia,dispersal,,
Cassytha pomiformis,dispersal,,
Cassytha pubescens,dispersal,,
Cassytha racemosa,dispersal,,
Cassytha racemosa f. pilosa,dispersal,,
Cassytha racemosa f. racemosa,dispersal,,
Cassytha rufa,dispersal,,
Castanospora alphandi,dispersal,,
Casuarina cristata,dispersal,,
Casuarina cunninghamiana,dispersal,,
Casuarina cunninghamiana subsp. cunninghamiana,dispersal,,
Casuarina cunninghamiana subsp. miodon,dispersal,,
Casuarina equisetifolia,dispersal,,
Casuarina equisetifolia subsp. equisetifolia,dispersal,,
Casuarina equisetifolia subsp. incana,dispersal,,
Casuarina glauca,dispersal,,
Casuarina obesa,dispersal,,
Casuarina pauper,dispersal,,
Catalepidia heyana,dispersal,,
Cathormion umbellatum subsp. moniliforme,dispersal,,
Cecarria obtusifolia,dispersal,,
Celastrus australis,dispersal,,
Celastrus subspicata,dispersal,,
Celtis australis,dispersal,,
Celtis occidentalis,dispersal,,
Celtis paniculata,dispersal,,
Celtis philippensis,dispersal,,
Celtis sinensis,dispersal,,
Cenarrhenes nitida,dispersal,,
Ceratonia siliqua,dispersal,,
Ceratophyllum demersum,dispersal,,
Ceriops tagal,dispersal,,
Chamaecrista biddulphiana,dispersal,,
Chamaecrista concinna,dispersal,,
Chamaecrista deserti,dispersal,,
Chamaecrista exigua,dispersal,,
Chamaecrista exigua var. exigua,dispersal,,
Chamaecrista exigua var. minor,dispersal,,
Chamaecrista grisea,dispersal,,
Chamaecrista longipes,dispersal,,
Chamaecrista moorei,dispersal,,
Chamaecrista nomame var. grandiflora,dispersal,,
Chamaecrista symonii,dispersal,,
Chamaescilla corymbosa,dispersal,,
Chamaescilla corymbosa var. corymbosa,dispersal,,
Chamaescilla corymbosa var. latifolia,dispersal,,
Chamaescilla corymbosa var. paradoxa,dispersal,,
Chamaescilla spiralis,dispersal,,
Chamaexeros fimbriata,dispersal,,
Chamaexeros macranthera,dispersal,,
Chamaexeros serra,dispersal,,
Choretrum candollei,dispersal,,
Choretrum glomeratum,dispersal,,
Choretrum glomeratum var. chrysanthum,dispersal,,
Choretrum glomeratum var. glomeratum,dispersal,,
Choretrum lateriflorum,dispersal,,
Choretrum pauciflorum,dispersal,,
Choretrum pritzelii,dispersal,,
Choretrum spicatum,dispersal,,
Cinnamomum baileyanum,dispersal,,
Cinnamomum laubatii,dispersal,,
Cinnamomum oliveri,dispersal,,
Cinnamomum propinquum,dispersal,,
Cinnamomum virens,dispersal,,
Cissampelos pareira var. hirsuta,dispersal,,
Citronella moorei,dispersal,,
Citronella smythii,dispersal,,
Clematis aristata,dispersal,,
Clematis clitorioides,dispersal,,
Clematis decipiens,dispersal,,
Clematis delicata,dispersal,,
Clematis fawcettii,dispersal,,
Clematis gentianoides,dispersal,,
Clematis glycinoides,dispersal,,
Clematis leptophylla,dispersal,,
Clematis linearifolia,dispersal,,
Clematis microphylla,dispersal,,
Clematis pickeringii,dispersal,,
Clematis pubescens,dispersal,,
Combretum trifoliatum,dispersal,,
Conospermum acerosum,dispersal,,
Conospermum acerosum subsp. acerosum,dispersal,,
Conospermum acerosum subsp. hirsutum,dispersal,,
Conospermum amoenum,dispersal,,
Conospermum amoenum subsp. amoenum,dispersal,,
Conospermum amoenum subsp. cuneatum,dispersal,,
Conospermum boreale,dispersal,,
Conospermum boreale subsp. ascendens,dispersal,,
Conospermum boreale subsp. boreale,dispersal,,
Conospermum brachyphyllum,dispersal,,
Conospermum bracteosum,dispersal,,
Conospermum brownii,dispersal,,
Conospermum burgessiorum,dispersal,,
Conospermum caeruleum,dispersal,,
Conospermum caeruleum subsp. caeruleum,dispersal,,
Conospermum caeruleum subsp. contortum,dispersal,,
Conospermum caeruleum subsp. debile,dispersal,,
