accepted_name,budlength_min,budlength_max,budwidth_min,budwidth_max,frtlength_min,frtlength_max,frtwidth_min,frtwidth_max,bud_n_min,bud_n_max,colours_all,flowering_time_all,leaflength_min,leaflength_max,leafwidth_min,leafwidth_max,euclid_name,juvleaflength_min,juvleaflength_max,juvleaflength_unit,juvleafwidth_min,juvleafwidth_max,juvleafwidth_unit,leaf_length_minimum,leaf_length_maximum,leaf_width_minimum,leaf_width_maximum,leaflength_min2,leaflength_max2,leafwidth_min2,leafwidth_max2
Eucalyptus ultima,0.5,1,0.25,0.3,0.5,0.6,0.4,0.5,9,15,white_cream,NNNYYNNNNNNN,5.5,10.5,0.5,1.2,eucalyptus_ultima,NA,NA,NA,NA,NA,NA,4,10,5,12,5.5,10.5,NA,NA
Eucalyptus umbra,0.6,NA,0.3,0.4,0.3,0.7,0.6,1,7,15,white_cream,YYNNNNNYYYYY,6,18,1.5,4.5,eucalyptus_umbra,8,20,cm,3.5,10,cm,60,180,15,45,NA,NA,NA,NA
Eucalyptus umbrawarrensis,0.5,0.8,0.25,0.3,0.3,0.5,0.3,0.4,7,7,white_cream,YYNNNNNNNYNN,6,12,0.6,2.2,eucalyptus_umbrawarrensis,4,10,cm,3,6.5,cm,60,120,6,22,NA,NA,NA,NA
Eucalyptus uncinata,0.7,1.5,0.3,0.5,0.5,0.9,0.4,0.8,9,13,white_cream,YYYYNNNNNNYN,6.5,11.5,1,2.5,eucalyptus_uncinata,1.7,5.5,cm,1.7,5.5,cm,50,115,5,25,6.5,NA,1,NA
Eucalyptus urna,1.5,2.4,0.4,0.9,0.7,1.2,0.5,1,7,13,white_cream,YYYYYNYNNYYY,6,14,0.8,2.2,eucalyptus_urna,NA,NA,NA,NA,NA,NA,60,140,8,22,NA,NA,NA,NA
Eucalyptus urnigera,1,1.3,0.5,0.7,0.9,1.5,0.6,1.1,3,3,white_cream,NNNYNNYNNNNN,3.5,9,1,2.8,eucalyptus_urnigera,1.2,2.8,cm,1.3,2.8,cm,35,90,10,28,NA,NA,NA,NA
Eucalyptus utilis,1.2,2.8,0.4,0.7,0.8,1.3,0.7,1,7,7,white_cream,YNNNNNNNNNNY,4.5,8,1,3,eucalyptus_utilis,2,8,cm,1.5,3.5,cm,45,80,10,40,NA,NA,NA,3
Eucalyptus valens,0.9,1.3,0.6,0.8,0.6,1.1,0.8,1.1,7,7,white_cream,NNNYNNNNNNNN,9,15.5,1.5,3.5,eucalyptus_valens,NA,NA,NA,NA,NA,NA,90,155,15,35,NA,NA,NA,NA
Eucalyptus varia,1.6,2.7,0.2,0.5,0.7,1.1,0.5,0.7,9,11,white_cream,YNNNNNNNYYNN,4.8,9,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,9,0.5,2
Eucalyptus vegrandis,0.7,1.3,0.3,0.5,0.6,0.8,0.5,0.8,7,7,white_cream,YYNNYYNNNNNN,3.7,7.5,0.4,2.5,NA,NA,NA,NA,NA,NA,NA,30,80,2,20,3.7,7.5,0.4,2.5
Eucalyptus vernicosa,0.8,0.9,0.3,0.5,0.5,0.8,0.5,0.9,1,3,white_cream,YYYYYYNNYYYY,1,3.2,0.8,1.5,eucalyptus_vernicosa,0.7,2,cm,0.3,1.5,cm,10,30,8,15,NA,3.2,NA,NA
Eucalyptus verrucata,1,1.8,0.8,1.4,1.2,2,1.6,3.2,1,7,white_cream,NNNNNNYNYNNN,5.5,12,2.5,9,eucalyptus_verrucata,6,10.8,cm,4,8.3,cm,55,120,25,90,NA,NA,NA,NA
Eucalyptus vesiculosa,1.5,1.7,0.9,1,1.5,1.8,1.4,2,7,7,red_brown,NNNNNNNNYYNN,5,7,2.5,4,eucalyptus_vesiculosa,NA,NA,NA,NA,NA,NA,42,70,25,40,5,NA,NA,NA
Eucalyptus vicina,0.6,1,0.3,0.6,0.4,0.6,0.4,0.8,7,7,white_cream,NNNNNYYYYYYN,5.5,16,0.7,2.7,eucalyptus_vicina,5,9,cm,2.5,4.8,cm,55,160,7,27,NA,NA,NA,NA
Eucalyptus victoriana,0.9,NA,0.6,NA,0.5,0.6,1,1.4,7,11,white_cream,NNNNNNNNNNNN,7.2,15,2,5.5,eucalyptus_victoriana,NA,NA,NA,NA,NA,NA,72,150,20,55,NA,NA,NA,NA
Eucalyptus victrix,0.3,0.5,0.2,0.3,0.2,0.5,0.3,0.6,7,7,white_cream,YYYNNNYYNNYN,9,15,0.8,2.5,eucalyptus_victrix,8,12.5,cm,3,4.5,cm,78,220,8,35,9,15,NA,2.5
Eucalyptus viminalis,0.5,0.9,0.3,0.6,0.3,0.7,0.4,0.9,3,7,white_cream,YYYYYNNNNNYY,6,23.2,0.8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,23.2,0.8,3
Eucalyptus virens,0.5,0.6,0.4,0.5,0.4,0.6,0.4,0.7,7,7,white_cream,NYNNNNNNNNNN,5.5,11,0.9,2,eucalyptus_virens,4,7,cm,1,1.6,cm,55,110,9,24,NA,NA,NA,2
Eucalyptus virginea,0.6,0.8,0.6,0.8,0.4,0.6,0.7,1.2,7,7,white_cream,YNNNNNNNNNNN,7,11,1.3,2.5,eucalyptus_virginea,NA,NA,NA,NA,NA,NA,50,170,13,25,7,11,NA,NA
Eucalyptus viridis,0.4,0.8,0.2,0.4,0.3,0.7,0.3,0.5,7,9,white_cream,YYYYYYNYYYYY,5,13,0.3,1.5,eucalyptus_viridis,4.5,9.5,cm,0.2,1.1,cm,50,130,3,15,NA,NA,NA,NA
Eucalyptus vittata,0.7,1,0.4,0.6,0.5,0.7,0.5,0.8,7,9,white_cream,YNYNNNNNNNNN,7,15,0.7,2.3,eucalyptus_vittata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,15,0.7,2.3
Eucalyptus vokesensis,1.2,2,0.5,0.8,0.7,1,0.6,0.9,9,13,yellow_orange,NNNNNNYYYNNN,7,11,2,5.4,eucalyptus_vokesensis,NA,NA,NA,NA,NA,NA,70,110,20,54,NA,NA,NA,NA
Eucalyptus volcanica,0.6,0.8,0.3,0.4,0.6,1,0.6,0.9,7,7,white_cream,NNNNNNNNNNNN,10,19,1.3,3,eucalyptus_volcanica,5,9,cm,2,7,cm,100,190,13,30,NA,NA,NA,NA
Eucalyptus wandoo,0.8,1.4,0.2,0.4,0.6,1,0.4,0.6,9,17,white_cream,YYYYYYNYNYNY,7.5,12.5,1,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,12.5,1,2.8
Eucalyptus websteriana,0.5,1,0.5,0.8,0.3,0.6,0.7,1.2,7,7,white_cream,NNNNNNYYYNNN,1.8,4.5,0.9,3,eucalyptus_websteriana,NA,NA,NA,NA,NA,NA,18,45,9,30,NA,NA,NA,NA
Eucalyptus whitei,0.5,0.7,0.3,0.4,0.4,0.6,0.4,0.6,7,7,white_cream,YYNNYYNNNNNN,6,12,1.2,2,eucalyptus_whitei,6,12,cm,2,4.2,cm,60,120,12,25,NA,NA,NA,2
Eucalyptus wilcoxii,0.6,NA,0.4,NA,0.4,0.6,0.5,0.8,3,3,white_cream,NNYNNNNNNNNN,5.5,15.5,0.7,2.2,eucalyptus_wilcoxii,2.5,6,cm,0.5,1.8,cm,55,155,7,22,NA,NA,NA,NA
Eucalyptus williamsiana,0.7,1,0.5,0.6,0.5,0.8,1,1.5,7,7,white_cream,YYNNYNNYNNNN,9,18,2,5,eucalyptus_williamsiana,6,12.5,cm,3,7.5,cm,90,180,20,50,NA,NA,NA,NA
Eucalyptus willisii,0.3,0.5,0.3,NA,0.4,0.6,0.4,0.6,11,25,white_cream,YNNNNNNNYYYY,6,17,0.7,2.3,eucalyptus_willisii_subsp._willisii,6.4,8.5,cm,1.8,2.9,cm,57,160,6,18,6,17,0.7,2.3
Eucalyptus woodwardii,1.5,1.9,0.8,1,1.2,1.4,1.1,1.5,7,9,yellow_orange,NNNNNNNNYYNN,9.5,18.5,2,5,eucalyptus_woodwardii,NA,NA,NA,NA,NA,NA,95,185,20,50,NA,NA,NA,NA
Eucalyptus woollsiana,0.2,0.5,0.2,0.3,0.2,0.4,0.2,0.4,7,9,white_cream,NYYYYNYYYNNN,7.5,13.5,0.6,1.5,eucalyptus_woollsiana,NA,NA,NA,NA,NA,NA,75,135,6,15,NA,NA,NA,NA
Eucalyptus wubinensis,0.7,0.9,0.4,0.5,0.5,0.8,0.5,0.7,7,7,white_cream,NNYNNNNNNNNN,7,10,0.8,1.4,eucalyptus_wubinensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,0.8,1.4
Eucalyptus wyolensis,1.2,1.7,0.6,0.8,0.8,1.1,0.8,1,7,11,yellow_orange,NNNNNNYNNNNN,5,10,3,6,eucalyptus_wyolensis,5,10,cm,4,7,cm,50,100,30,60,NA,NA,NA,NA
Eucalyptus x balanites,0.8,1.1,0.6,0.7,0.8,0.9,0.8,1,11,11,white_cream,NYNNNYYNNNNN,6.5,13.5,0.9,1.8,eucalyptus_x_balanites,NA,6.5,cm,NA,3.5,cm,65,135,9,18,NA,NA,NA,NA
Eucalyptus x balanopelex,1.2,1.9,0.5,0.9,0.8,1,0.9,1.2,7,9,white_cream,NNNNNNNNNNNN,6.5,12,1.3,3,eucalyptus_x_balanopelex,6,11,cm,3.5,5,cm,65,120,13,30,NA,NA,NA,NA
Eucalyptus x brachyphylla,0.6,0.7,0.3,0.35,0.5,1,0.4,0.6,7,7,white_cream,NNNNNNNYYNNN,2.5,5.5,1.5,3.5,eucalyptus_brachyphylla,2.5,4.5,cm,1.5,3.5,cm,25,55,15,35,NA,NA,NA,NA
Eucalyptus x impensa,4,5,2.5,3.5,2,3,4.8,5.5,1,1,pink,NNNNYYNNNNNN,10.5,14,4,8,eucalyptus_impensa,6,11,cm,4.5,6.5,cm,105,140,40,80,NA,NA,NA,NA
Eucalyptus x lateritica,0.7,1,0.5,0.7,1,1.3,1.2,1.6,9,11,white_cream,NNNNNNNYNNNY,7,12.5,0.9,2,eucalyptus_lateritica,7,18,cm,1,3.5,cm,70,125,9,20,NA,NA,NA,NA
Eucalyptus x missilis,1.7,2.3,0.7,0.8,1,1.5,0.8,1.5,15,15,yellow_orange,NNNNNNNNNNNN,6,12.5,1,3.5,eucalyptus_x_missilis,NA,NA,NA,NA,NA,NA,60,125,10,35,NA,NA,NA,NA
Eucalyptus x phylacis,0.7,0.9,0.5,0.6,0.5,0.6,0.8,0.9,11,11,white_cream,NNNNYNNNNYNN,7.5,12.5,1.3,2.5,eucalyptus_x_phylacis,NA,5,cm,NA,4,cm,75,125,13,25,NA,NA,NA,NA
Eucalyptus xanthonema,0.9,1.6,0.3,0.4,0.5,0.8,0.4,0.6,9,15,white_cream,NNNNNNNNNYYY,3.5,7.7,0.3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,7.7,0.3,1.5
Eucalyptus xerothermica,0.7,0.8,0.4,0.5,0.6,1.1,0.6,0.9,3,7,white_cream,NNNNNNNNNNNN,7.8,18,1,2.5,eucalyptus_xerothermica,6.5,13,cm,3,6.5,cm,78,180,10,36,NA,NA,NA,2.5
Eucalyptus yalatensis,0.7,1.2,0.3,0.6,0.4,0.7,0.4,0.7,9,11,white_cream,YYNNNNNYYYYY,6,12,0.9,2.2,eucalyptus_yalatensis,4.3,8,cm,1.4,4,cm,50,120,9,22,6,NA,NA,NA
Eucalyptus yarraensis,0.35,0.6,0.3,0.4,0.3,0.5,0.4,0.5,7,7,white_cream,NNNNNNNNYYYY,6,13.5,1.7,4,eucalyptus_yarraensis,2.5,6.3,cm,2,4.3,cm,60,135,17,40,NA,NA,NA,NA
Eucalyptus yilgarnensis,0.3,0.6,0.2,0.3,0.4,0.6,0.3,0.4,7,7,white_cream,NNYYYYYYYYYN,5,8,0.5,1.5,eucalyptus_yilgarnensis,4,7,cm,1,2.3,cm,48,100,5,20,5,8,NA,1.5
Eucalyptus youmanii,0.7,0.9,0.3,0.5,0.4,0.8,0.7,1.3,7,15,white_cream,NYYNNNNNNNNN,5.5,16,1.2,3.2,eucalyptus_prominula,3,7.5,cm,2,4,cm,55,160,12,32,NA,NA,NA,NA
Eucalyptus youmanii,0.7,0.9,0.3,0.5,0.4,0.8,0.7,1.3,7,15,white_cream,NYYNNNNNNNNN,5.5,16,1.2,3.2,eucalyptus_youmanii,5,11,cm,1.5,4,cm,55,160,12,32,NA,NA,NA,NA
Eucalyptus youngiana,4.5,6,3,4.5,1.5,3,3.3,6,3,3,red_brown yellow_orange,NNNYNYYYYYNN,8.5,17,1.5,3.7,eucalyptus_youngiana,7,16,cm,2.5,4.5,cm,85,170,15,37,NA,NA,NA,NA
Eucalyptus yumbarrana,1.2,2,0.7,0.9,0.8,1.2,0.8,1,7,7,white_cream,NNNNNNYYNYNN,7,13,2,5,eucalyptus_yumbarrana,3.8,12,cm,2.5,5.5,cm,70,130,20,50,NA,NA,NA,NA
Eucalyptus zopherophloia,0.7,1,0.4,0.5,0.6,1,0.6,0.9,9,11,white_cream,YNNNNNNYNNNN,4.5,10.3,0.5,1.3,eucalyptus_zopherophloia,NA,NA,NA,NA,NA,NA,45,103,5,13,NA,NA,NA,NA
Eucalyptus alba var. australasica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_alba_var._australasica,10,18,cm,6,13.5,cm,80,185,18,80,NA,NA,NA,NA
Eucalyptus alligatrix subsp. alligatrix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_alligatrix_subsp._alligatrix,2,4.5,cm,2.5,5.2,cm,54,200,10,47,NA,NA,NA,NA
Eucalyptus alligatrix subsp. limaensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_alligatrix_subsp._limaensis,2,4.5,cm,2.5,5.2,cm,48,195,7,18,NA,NA,NA,NA
Eucalyptus alligatrix subsp. miscella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_alligatrix_subsp._miscella,2,4.5,cm,2.5,5,cm,80,170,8,28,NA,NA,NA,NA
Eucalyptus amplifolia subsp. amplifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_amplifolia_subsp._amplifolia,5,22,cm,3.5,18,cm,75,250,16,70,NA,NA,NA,NA
Eucalyptus amplifolia subsp. sessiliflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_amplifolia_subsp._sessiliflora,4.5,16,cm,3.5,11,cm,75,220,13,35,NA,NA,NA,NA
Eucalyptus arachnaea subsp. arachnaea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_arachnaea_subsp._arachnaea,5.5,9,cm,3,5.5,cm,60,120,10,22,NA,NA,NA,NA
Eucalyptus arachnaea subsp. arrecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_arachnaea_subsp._arrecta,NA,NA,NA,NA,NA,NA,60,120,10,22,NA,NA,NA,NA
Eucalyptus aromaphloia subsp. aromaphloia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_aromaphloia_subsp._aromaphloia,3,7.8,cm,0.9,3.5,cm,75,200,10,20,NA,NA,NA,NA
Eucalyptus astringens subsp. astringens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_astringens_subsp._astringens,6,10,cm,2,6,cm,60,140,8,35,NA,NA,NA,NA
Eucalyptus astringens subsp. redacta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_astringens_subsp._redacta,NA,NA,NA,NA,NA,NA,50,105,10,30,NA,NA,NA,NA
Eucalyptus balladoniensis subsp. balladoniensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_balladoniensis_subsp._balladoniensis,8,15,cm,0.6,2,cm,70,135,10,27,NA,NA,NA,NA
Eucalyptus balladoniensis subsp. sedens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_balladoniensis_subsp._sedens,10,15,cm,0.6,2,cm,70,135,10,22,NA,NA,NA,NA
Eucalyptus calcicola subsp. calcicola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_calcicola_subsp._calcicola,4.5,9,cm,3,6.7,cm,60,110,12,25,NA,NA,NA,NA
Eucalyptus calcicola subsp. unita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_calcicola_subsp._unita,NA,NA,NA,NA,NA,NA,45,115,12,22,NA,NA,NA,NA
Eucalyptus caleyi subsp. caleyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_caleyi_subsp._caleyi,3,7,cm,1.7,7,cm,45,110,18,45,NA,NA,NA,NA
Eucalyptus caleyi subsp. ovendenii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_caleyi_subsp._ovendenii,3,8,cm,1.7,7,cm,50,100,15,40,NA,NA,NA,NA
Eucalyptus calycogona subsp. calycogona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_calycogona_subsp._calycogona,1.8,6,cm,0.6,2,cm,50,100,7,20,NA,NA,NA,NA
Eucalyptus calycogona subsp. miraculum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_calycogona_subsp._miraculum,NA,4,cm,NA,1.8,cm,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus calycogona subsp. spaffordii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_calycogona_subsp._spaffordii,1.7,4.5,cm,1.5,2.5,cm,65,105,10,25,NA,NA,NA,NA
Eucalyptus calycogona subsp. trachybasis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_calycogona_subsp._trachybasis,2,6,cm,0.7,2,cm,50,100,7,20,NA,NA,NA,NA
Eucalyptus camaldulensis subsp. acuta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_camaldulensis_subsp._acuta,6,25,cm,3,9,cm,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus camaldulensis subsp. arida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_camaldulensis_subsp._arida,4.5,21,cm,2.5,7.5,cm,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus camaldulensis subsp. camaldulensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_camaldulensis_subsp._camaldulensis,8,18,cm,1.3,2.5,cm,50,300,7,32,NA,NA,NA,NA
Eucalyptus camaldulensis subsp. minima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_camaldulensis_subsp._minima,5,9,cm,1.5,3.5,cm,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus camaldulensis subsp. obtusa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_camaldulensis_subsp._obtusa,9.7,15.5,cm,2,3.5,cm,50,280,8,36,NA,NA,NA,NA
Eucalyptus camaldulensis subsp. refulgens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_camaldulensis_subsp._refulgens,7,14,cm,2.2,5.6,cm,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus camaldulensis subsp. simulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_camaldulensis_subsp._simulata,10,25,cm,5.2,9.5,cm,110,250,10,35,NA,NA,NA,NA
Eucalyptus camphora subsp. camphora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_camphora_subsp._camphora,3.5,7,cm,1.5,3.5,cm,50,130,15,30,NA,NA,NA,NA
Eucalyptus camphora subsp. humeana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_camphora_subsp._humeana,3,5,cm,2.5,4.6,cm,60,150,25,60,NA,NA,NA,NA
Eucalyptus canescens subsp. beadellii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_canescens_subsp._beadellii,6.5,10,cm,4.5,5.5,cm,60,145,17,50,NA,NA,NA,NA
Eucalyptus canescens subsp. canescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_canescens_subsp._canescens,6,10,cm,4.5,5.5,cm,60,145,17,58,NA,NA,NA,NA
Eucalyptus capillosa subsp. capillosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_capillosa_subsp._capillosa,4,8.5,cm,2,4.5,cm,70,125,10,22,NA,NA,NA,NA
Eucalyptus capillosa subsp. polyclada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_capillosa_subsp._polyclada,5,7,cm,2,3.5,cm,70,125,10,22,NA,NA,NA,NA
Eucalyptus carnabyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_carnabyi,3,5.5,cm,2,3,cm,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus celastroides subsp. celastroides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_celastroides_subsp._celastroides,3,5,cm,1.2,2.5,cm,53,112,5,17,NA,NA,NA,NA
Eucalyptus celastroides subsp. virella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_celastroides_subsp._virella,2,4,cm,1.5,2.5,cm,42,95,4,15,NA,NA,NA,NA
Eucalyptus cinerea subsp. cinerea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_cinerea_subsp._cinerea,NA,8,cm,NA,5,cm,90,140,15,50,NA,NA,NA,NA
Eucalyptus cinerea subsp. triplex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_cinerea_subsp._triplex,NA,8,cm,NA,4.5,cm,35,120,12,30,NA,NA,NA,NA
Eucalyptus cometae-vallis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_comitaevallis,NA,NA,NA,NA,NA,NA,60,100,6,15,NA,NA,NA,NA
Eucalyptus communalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_communalis,1.5,3,cm,1.5,3,cm,50,85,10,18,NA,NA,NA,NA
Eucalyptus conferruminata subsp. conferruminata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_conferruminata_subsp._conferruminata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus conferruminata subsp. recherche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_conferruminata_subsp._recherche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus conglobata subsp. conglobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_conglobata_subsp._conglobata,5.5,11.5,cm,3,5,cm,70,130,15,40,NA,NA,NA,NA
Eucalyptus conglobata subsp. perata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_conglobata_subsp._perata,NA,NA,NA,NA,NA,NA,62,100,8,20,NA,NA,NA,NA
Eucalyptus conspicua subsp. conspicua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_conspicua_subsp._conspicua,2.5,6,cm,2.5,6,cm,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus conspicua subsp. dispar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_conspicua_subsp._dispar,2.5,6,cm,2.5,6,cm,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus cordata subsp. cordata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_cordata_subsp._cordata,3,8.4,cm,2.8,6.3,cm,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus cordata subsp. quadrangulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_cordata_subsp._quadrangulosa,3,8.5,cm,2.7,8,cm,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus crucis subsp. crucis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_crucis_subsp._crucis,1.7,5.5,cm,2.3,6.5,cm,17,65,13,65,NA,NA,NA,NA
Eucalyptus crucis subsp. lanceolata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_crucis_subsp._lanceolata,1.7,5.5,cm,2.3,6.5,cm,30,100,5,17,NA,NA,NA,NA
Eucalyptus crucis subsp. praecipua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_crucis_subsp._praecipua,1.7,5.5,cm,2.3,6.5,cm,60,150,5,25,NA,NA,NA,NA
Eucalyptus dalrympleana subsp. dalrympleana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_dalrympleana_subsp._dalrympleana,2.5,7,cm,2.5,7,cm,80,220,10,40,NA,NA,NA,NA
Eucalyptus dalrympleana subsp. heptantha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_dalrympleana_subsp._heptantha,3,7,cm,2.5,6,cm,70,240,12,35,NA,NA,NA,NA
Eucalyptus delegatensis subsp. delegatensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_delegatensis_subsp._delegatensis,7,20,cm,2.7,8.2,cm,75,230,13,55,NA,NA,NA,NA
Eucalyptus delegatensis subsp. tasmaniensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_delegatensis_subsp._tasmaniensis,3,7,cm,2,6,cm,70,170,15,45,NA,NA,NA,NA
Eucalyptus densa subsp. densa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucalyptus_densa_subsp._densa,NA,NA,NA,NA,NA,NA,40,90,4,10,NA,NA,NA,NA
